LGA_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
LGA51820,134,3024,140,12,3312,155,3311,157,4,3629,402,7423,376,12,8220,624,7655,385,8,8680,830,6331,251,11,7431,838,4893,183,19,5933,522,3672,187,21,4406,269,1760,191,6,2219,68,510,111,0,691,3849,38575,1999,95,44520,143,2931,122,0,3196,230,3335,149,5,3726,640,8050,370,20,9079,1164,7750,309,7,9232,1499,6122,234,12,7864,1454,4900,212,25,6589,779,3842,211,28,4856,250,2001,232,3,2477,52,846,211,0,1108,6205,39777,2054,103,48130,283,5952,266,17,6510,386,6644,308,10,7353,1046,15473,747,27,17297,1793,15410,697,16,17914,2330,12450,488,24,15298,2287,9792,396,43,12527,1298,7510,401,45,9260,514,3756,421,9,4697,122,1360,321,0,1797,10059,78357,4044,193,92652
LGA51860,0,8,0,0,8,0,20,3,0,16,0,23,10,3,41,0,30,8,0,42,0,28,4,0,35,3,49,23,0,77,0,32,14,0,44,5,14,8,0,33,0,3,3,0,3,14,204,74,3,297,0,0,3,0,8,0,20,5,0,25,4,29,11,0,44,0,30,14,0,43,4,31,12,0,39,14,36,23,0,69,7,27,13,0,41,0,13,0,0,14,0,0,0,0,0,23,186,69,0,286,0,10,3,0,14,0,37,5,0,41,3,59,18,3,77,3,62,21,0,84,4,59,18,0,76,14,89,42,0,143,7,57,26,0,89,4,25,8,0,42,0,6,3,0,10,36,395,146,3,580
LGA51890,17,225,25,0,264,13,197,12,0,223,28,357,43,3,435,57,393,53,0,499,64,415,53,0,524,92,510,39,0,646,66,504,41,0,604,32,212,32,0,275,5,50,22,0,78,369,2856,315,8,3551,7,202,26,3,238,12,157,15,0,186,67,368,35,0,469,85,363,50,0,486,110,447,31,0,590,135,447,29,0,617,84,404,32,0,518,34,206,33,0,279,0,67,32,0,101,538,2663,286,3,3494,23,428,54,3,503,22,352,29,0,406,97,725,78,3,910,141,753,98,0,989,175,859,81,0,1117,229,963,70,0,1261,149,909,68,0,1124,64,423,68,0,548,10,114,53,0,179,907,5525,603,3,7040
LGA51960,4,74,21,0,101,0,87,50,0,135,14,298,208,0,521,14,233,170,0,428,20,292,198,0,511,20,278,124,0,422,13,150,42,0,202,3,37,9,0,52,0,7,4,0,8,88,1460,827,3,2382,7,68,35,0,110,7,78,37,0,119,11,157,77,0,242,24,167,72,0,261,26,184,64,0,274,22,147,51,0,223,8,102,24,0,141,3,25,10,0,35,0,7,0,0,7,104,941,370,0,1412,8,146,53,0,204,9,166,83,0,260,23,456,287,0,765,41,402,250,0,691,45,474,258,0,783,47,424,172,0,645,19,257,67,0,339,3,66,17,0,88,0,11,4,0,14,192,2402,1198,3,3796
LGA52030,0,13,7,0,11,0,15,3,0,22,0,31,9,0,45,3,35,3,0,44,3,38,16,0,56,16,101,16,0,132,10,91,13,0,113,8,42,8,0,60,3,4,6,0,15,45,367,77,0,496,0,8,6,0,11,0,12,6,0,14,4,35,0,0,45,4,32,8,0,46,15,33,5,0,51,17,70,11,0,96,13,76,6,0,99,3,30,10,0,44,0,8,7,0,11,56,301,64,0,422,0,13,4,0,22,0,22,9,0,32,4,71,15,0,87,13,68,7,0,92,13,72,27,0,109,32,167,28,0,224,23,163,19,0,214,17,70,15,0,103,4,8,12,0,23,106,676,138,0,918
LGA52100,0,17,0,0,18,0,28,0,0,30,3,45,0,0,48,0,53,4,0,63,6,49,3,0,61,8,53,4,0,68,10,65,3,0,80,3,25,0,0,26,3,14,3,0,15,39,350,25,0,409,0,8,0,0,8,0,15,0,0,15,4,48,4,0,58,3,50,0,0,57,5,39,0,0,55,15,47,4,0,69,8,56,4,0,67,0,36,4,0,39,3,14,6,0,21,53,309,30,0,388,0,24,5,0,26,0,46,0,0,47,10,95,4,0,109,8,101,6,0,116,12,90,6,0,113,22,100,3,0,134,20,119,11,0,152,3,57,7,0,68,4,33,4,0,38,87,655,55,4,799
LGA52170,9,260,9,0,283,9,205,8,0,224,24,348,8,4,390,25,337,22,3,392,77,417,14,3,508,109,391,15,7,524,63,355,12,3,429,30,228,17,0,279,5,64,17,0,87,353,2605,119,26,3100,13,253,6,0,274,20,199,5,0,229,32,399,11,5,446,36,371,19,5,430,133,435,13,6,582,186,319,15,6,526,90,358,16,0,463,37,205,21,0,262,7,84,25,0,126,554,2626,137,19,3332,25,514,15,0,553,33,406,17,3,453,51,748,26,8,832,62,710,43,7,818,203,852,22,6,1089,300,713,27,7,1049,149,714,27,4,890,68,427,43,0,541,16,147,43,0,211,915,5229,258,41,6440
LGA52240,0,16,6,0,20,0,17,0,0,23,0,44,3,0,47,8,49,3,0,58,12,62,12,0,83,6,86,7,0,98,7,62,5,0,72,8,31,6,0,40,0,7,0,0,4,34,368,51,0,447,0,11,3,0,19,5,11,0,0,22,3,32,4,0,41,15,53,10,0,74,15,51,8,0,66,11,55,9,0,78,8,41,13,0,62,4,24,7,0,37,0,6,3,0,4,59,286,49,0,396,5,28,9,0,35,5,29,3,0,41,4,71,10,0,87,20,103,12,0,133,23,108,18,0,156,22,142,13,0,173,15,105,15,0,135,7,59,7,0,78,0,12,0,0,12,95,650,102,0,849
LGA52310,0,8,0,0,11,3,14,5,0,20,0,31,0,3,41,0,27,3,0,37,6,51,4,0,65,22,51,9,0,75,8,69,8,0,86,8,27,5,0,39,0,7,0,0,10,52,294,35,3,379,0,8,7,0,10,0,18,0,0,21,0,32,6,0,40,5,27,3,0,34,17,46,8,0,70,14,59,4,0,81,12,45,4,0,54,0,20,4,0,26,0,0,0,0,8,61,253,36,0,346,0,14,3,0,21,0,32,5,0,41,4,70,9,3,78,11,48,9,0,72,25,95,11,0,128,36,109,13,0,161,19,112,7,0,138,9,45,15,0,60,3,9,0,0,12,112,543,65,3,726
LGA52380,0,4,0,0,5,0,21,0,0,19,3,79,6,0,84,5,49,5,0,55,0,70,6,0,78,3,66,4,0,73,0,45,5,0,53,3,17,0,0,19,0,0,0,0,0,20,347,30,3,399,0,0,0,0,4,0,9,0,0,13,0,15,0,0,20,0,14,3,0,15,4,15,0,0,23,4,33,4,0,36,3,28,4,0,37,0,9,0,0,9,0,0,0,0,0,9,125,19,0,155,0,6,0,0,8,0,28,7,0,34,4,90,10,0,103,7,57,7,0,74,0,81,9,0,96,12,96,9,0,110,6,80,12,0,89,3,21,0,0,29,0,0,0,0,0,28,469,48,3,551
LGA52450,5,112,6,0,126,6,23,4,0,26,7,71,5,0,82,10,51,7,0,65,11,56,11,0,73,11,73,4,0,83,3,54,10,0,66,0,27,0,0,33,0,7,0,0,14,52,479,39,0,568,0,60,14,0,71,4,22,3,0,27,5,52,5,0,65,14,61,11,0,80,11,52,5,0,68,16,55,0,0,69,12,46,6,0,69,4,16,3,0,22,0,11,0,0,10,65,377,45,0,492,5,175,18,0,200,9,38,8,0,55,12,126,5,0,149,20,112,16,0,147,15,111,13,0,138,28,121,4,0,153,15,102,13,0,136,5,51,7,0,62,0,20,0,0,24,119,854,85,0,1058
LGA52520,0,25,4,0,26,4,26,3,0,36,8,67,16,0,87,7,80,22,0,109,6,62,20,0,90,15,96,26,0,136,8,59,14,0,82,5,14,8,0,27,0,12,0,0,11,53,437,102,0,599,0,9,3,0,18,4,23,4,0,33,4,62,11,0,79,12,68,21,0,97,7,47,16,0,66,22,51,12,0,86,9,39,4,0,51,5,28,6,0,43,0,21,4,0,22,60,355,81,0,498,6,33,6,0,41,8,51,8,0,68,9,133,22,0,169,12,152,37,0,206,16,109,27,0,151,33,147,37,0,219,14,93,20,0,131,14,46,14,0,74,5,24,3,0,32,119,793,185,0,1098
LGA52590,3,41,9,0,59,0,57,16,0,74,10,165,41,7,221,15,163,43,15,232,25,193,51,3,267,31,257,43,0,333,27,295,34,0,349,3,120,12,0,138,3,19,4,0,30,114,1316,258,23,1707,0,50,6,0,55,3,51,9,0,58,10,163,32,0,209,22,146,19,0,195,31,148,27,0,204,54,238,20,0,308,36,230,26,0,297,12,92,21,0,123,0,30,7,0,41,164,1146,168,8,1489,3,95,15,0,110,3,109,27,0,138,21,328,75,14,433,37,310,70,10,425,53,346,74,0,476,87,493,65,0,645,56,527,63,0,641,12,214,31,0,263,0,50,12,0,70,277,2458,430,32,3197
LGA52660,18,385,14,0,420,14,319,19,0,355,42,762,37,5,842,73,764,41,0,875,101,678,48,0,833,117,655,31,0,802,92,548,51,7,705,47,291,31,0,366,7,103,36,0,152,505,4513,313,9,5343,17,371,16,0,406,11,296,16,0,322,89,780,40,0,907,152,786,30,0,970,176,725,38,0,935,211,617,31,0,860,133,512,33,3,675,50,367,62,0,489,9,135,62,0,206,846,4598,325,9,5776,38,760,27,0,820,27,619,30,0,675,126,1549,73,4,1755,220,1552,67,0,1842,276,1402,89,0,1768,323,1275,60,3,1662,226,1062,89,11,1379,105,661,94,0,855,19,236,100,0,358,1355,9116,634,17,11120
LGA52730,14,174,20,0,208,5,46,6,0,61,16,143,27,0,187,27,259,33,0,320,43,283,46,0,377,75,376,43,0,491,62,393,44,0,496,32,223,30,0,283,10,59,9,0,70,275,1949,267,5,2495,13,150,26,0,194,5,44,9,0,64,19,198,37,0,251,52,312,47,0,402,69,325,49,0,445,106,388,45,0,532,84,382,43,4,513,21,204,29,0,254,0,76,12,0,89,375,2078,287,7,2740,24,331,48,0,405,13,88,20,0,118,40,338,62,0,434,75,566,84,0,727,116,614,94,0,824,182,759,86,0,1025,143,768,92,7,1006,53,430,55,0,538,11,135,20,0,160,651,4027,559,4,5235
LGA52800,5,191,33,0,233,15,225,89,0,331,51,542,204,7,798,38,440,141,0,616,31,440,136,0,611,34,476,125,0,640,24,402,85,9,518,3,86,15,0,107,0,14,0,0,10,205,2814,829,17,3859,10,185,51,0,246,28,235,66,9,336,68,526,150,9,759,56,416,116,4,590,77,366,106,0,552,52,470,100,0,623,27,331,65,0,426,4,68,24,0,97,0,20,0,0,21,331,2619,679,26,3659,16,371,89,0,483,44,463,151,13,668,122,1063,359,12,1557,96,862,250,4,1207,110,805,244,0,1161,83,951,230,0,1263,55,731,153,9,942,13,154,39,0,198,0,32,4,0,34,541,5430,1510,35,7515
LGA52870,9,155,24,0,182,6,110,7,0,125,18,181,23,0,222,32,249,19,3,308,38,320,21,0,387,58,360,26,0,443,51,393,22,0,465,16,183,20,0,221,3,39,0,0,48,236,1991,166,3,2399,10,119,13,0,137,10,77,0,9,93,26,225,17,6,273,64,265,15,6,354,85,306,23,0,416,99,387,15,0,512,73,338,35,0,444,26,183,19,0,227,4,62,8,0,77,394,1981,141,20,2537,20,274,35,0,320,17,188,7,4,222,43,403,37,6,497,102,515,37,8,662,123,628,48,0,801,156,753,43,3,952,119,738,54,0,908,43,370,36,0,454,7,107,9,0,120,629,3970,308,31,4930
LGA52940,0,6,0,0,9,3,21,5,0,22,0,17,0,0,25,0,37,5,0,42,9,41,5,0,57,3,37,0,0,43,3,50,3,0,56,4,13,6,0,21,0,3,0,0,3,27,229,30,0,285,0,5,3,0,7,0,13,3,0,12,3,23,7,0,31,5,41,0,0,45,6,30,3,0,38,7,27,5,0,42,13,44,0,0,60,0,22,0,0,17,0,5,0,0,10,39,197,19,0,259,0,13,4,0,17,4,31,7,0,40,7,41,9,0,51,7,73,9,0,83,14,67,7,0,96,11,68,5,0,86,22,95,6,0,119,4,36,6,0,38,0,12,0,0,10,64,427,44,0,542
LGA53010,0,3,3,0,8,0,9,0,0,10,0,27,12,0,40,0,39,8,0,51,0,39,17,0,60,4,42,18,0,60,0,35,9,0,46,8,15,6,0,28,0,0,0,0,0,19,208,78,0,307,5,3,0,0,5,0,11,0,0,12,0,32,0,0,36,4,31,5,0,41,4,31,9,0,40,7,37,7,0,50,7,21,14,0,37,0,8,4,0,12,0,0,0,0,4,29,173,41,0,246,5,4,5,0,13,0,17,3,0,19,3,58,13,5,80,8,67,20,0,96,9,67,27,0,103,13,77,20,0,112,3,57,20,0,83,5,25,7,0,38,0,6,0,0,4,44,381,121,5,548
LGA53080,0,9,8,0,15,0,30,12,0,38,8,59,28,0,93,0,42,10,0,62,11,91,45,0,147,3,74,24,0,104,3,71,15,0,95,3,22,3,0,26,0,0,0,0,5,28,408,143,9,585,0,7,0,0,7,0,15,4,0,24,0,42,16,0,67,6,25,13,0,52,7,47,10,0,67,15,56,18,0,84,6,54,8,0,67,0,13,6,0,21,0,0,0,0,0,40,255,83,5,385,0,14,7,0,19,0,48,21,0,63,12,103,43,0,157,12,71,27,0,104,16,137,59,0,219,16,129,36,0,187,9,130,23,0,161,4,35,6,0,46,0,6,0,0,10,69,671,225,7,971
LGA53150,13,238,6,0,252,7,173,6,4,189,17,302,22,12,355,38,335,21,5,399,68,452,21,3,550,97,383,11,3,500,68,330,11,0,412,23,176,13,0,215,9,81,11,0,102,340,2469,129,34,2969,15,257,6,0,282,13,162,3,0,179,31,325,16,3,370,71,407,29,0,503,129,469,14,0,615,174,364,18,0,557,91,307,13,0,406,26,207,16,0,254,6,118,27,0,151,563,2613,135,3,3308,28,492,9,0,534,16,337,9,4,366,49,625,33,14,726,103,738,52,6,901,201,921,40,3,1157,274,748,25,9,1053,157,634,24,0,817,53,385,30,0,468,17,198,41,0,259,901,5079,259,34,6275
LGA53220,26,165,46,0,243,20,444,225,5,692,107,2129,1309,24,3571,152,2188,1431,24,3797,157,1879,1191,22,3250,93,1341,761,15,2204,28,374,133,4,543,5,59,11,0,78,0,7,0,0,7,593,8584,5111,95,14376,12,143,27,0,183,25,318,131,7,485,66,968,372,17,1421,71,638,208,0,922,58,546,226,0,836,57,424,141,7,632,20,223,25,0,263,5,42,3,0,52,0,4,0,0,5,313,3309,1140,30,4801,39,309,76,0,428,52,759,352,16,1180,171,3096,1683,38,4990,222,2827,1644,24,4716,217,2426,1415,26,4084,151,1765,902,14,2834,47,598,161,4,807,3,105,22,0,132,0,9,0,0,9,906,11892,6251,126,19176
LGA53290,21,390,51,0,462,17,285,50,5,346,28,634,109,7,782,60,655,86,0,808,90,737,131,0,966,128,734,108,5,966,54,584,87,0,729,37,328,72,0,435,9,90,8,0,110,444,4447,710,20,5615,18,329,50,0,394,16,271,33,0,324,71,650,71,4,796,117,640,101,0,853,158,668,83,0,906,152,674,76,3,905,103,554,76,0,729,41,353,58,0,461,12,147,14,0,173,685,4286,564,6,5543,37,721,99,0,856,29,559,89,5,676,102,1286,178,15,1579,176,1296,188,0,1662,249,1408,217,0,1871,281,1404,187,4,1876,160,1139,162,0,1459,77,687,131,0,894,20,239,27,0,284,1129,8733,1270,28,11158
LGA53360,0,86,7,0,95,3,114,9,0,131,9,367,29,10,416,17,339,23,3,389,22,325,29,0,375,40,449,31,0,519,43,588,38,0,672,11,223,11,0,249,0,19,4,0,22,145,2517,191,19,2872,0,81,11,0,93,8,140,12,11,164,16,439,33,10,497,27,331,23,0,386,35,299,26,0,354,68,415,21,4,511,55,511,34,5,602,12,146,11,0,171,0,18,0,0,16,215,2380,174,26,2790,0,167,18,0,189,9,252,24,12,296,26,807,66,16,915,50,676,42,0,773,50,621,54,0,731,101,862,53,4,1029,93,1101,71,5,1271,24,370,26,0,416,3,33,4,0,44,360,4894,361,44,5661
LGA53430,31,632,41,0,707,55,705,82,15,858,105,1806,183,35,2136,171,1883,177,13,2240,252,1622,210,12,2099,334,1639,160,12,2148,219,1363,98,8,1696,105,698,79,0,878,32,261,57,3,349,1302,10608,1094,99,13105,35,646,35,0,720,61,831,77,10,985,145,1975,169,30,2323,271,1815,126,9,2215,460,1603,131,14,2209,591,1519,103,8,2216,360,1379,107,6,1840,123,808,90,5,1022,31,406,88,0,522,2065,10980,926,75,14052,63,1280,80,5,1428,117,1538,163,25,1835,255,3789,350,68,4457,435,3698,307,20,4457,710,3229,342,22,4309,928,3156,268,24,4367,578,2741,205,14,3539,224,1501,164,5,1893,61,665,149,3,877,3366,21589,2016,177,27154
LGA53570,6,113,8,0,127,0,102,12,0,115,9,227,26,10,279,13,220,16,7,259,41,290,27,0,356,36,359,37,0,427,53,389,41,3,494,13,216,28,0,262,6,31,3,0,38,189,1948,197,29,2360,10,96,12,0,120,7,78,11,4,98,16,276,23,16,328,43,236,11,14,302,65,259,29,5,357,69,316,26,0,406,67,304,45,0,415,26,135,29,0,190,3,34,6,0,42,304,1732,186,40,2271,16,210,19,0,249,7,177,21,3,213,30,503,47,32,610,55,452,28,21,557,107,548,56,3,715,105,671,62,0,837,120,693,85,7,908,37,357,55,0,451,9,63,9,0,84,491,3684,384,69,4628
LGA53640,4,17,0,0,22,0,24,6,0,32,6,77,6,0,86,10,71,9,0,82,8,64,5,0,76,13,74,14,0,106,8,66,6,0,87,0,16,4,0,22,0,4,0,0,5,54,421,47,0,515,3,12,6,0,15,3,21,3,0,29,12,82,7,0,99,14,54,8,0,78,12,60,0,0,68,18,49,5,0,69,5,43,7,0,62,0,6,0,0,12,0,7,0,0,7,67,331,36,0,437,4,33,3,0,41,8,46,4,0,59,18,155,12,0,183,21,123,15,0,157,23,124,7,0,148,38,120,19,0,178,14,111,17,0,140,0,31,0,0,34,0,13,0,0,8,121,752,79,0,952
LGA53710,0,15,7,0,23,0,17,5,0,15,0,30,0,0,32,3,46,3,0,54,10,36,13,0,58,8,56,6,0,76,3,66,10,0,86,4,28,3,0,34,0,9,3,0,11,38,299,48,0,391,0,15,0,0,14,4,13,6,0,18,0,27,3,0,34,16,41,4,0,63,9,43,11,0,60,25,48,9,0,85,12,52,8,0,75,0,26,7,0,29,0,11,0,0,12,69,272,43,0,385,3,27,9,0,37,4,29,11,0,39,0,62,3,0,67,20,88,10,0,112,21,80,17,0,121,28,108,18,0,158,18,118,18,0,157,4,45,10,0,67,0,18,6,0,24,111,573,100,0,776
LGA53780,156,3632,310,0,4098,184,3813,349,14,4356,521,7014,951,20,8502,813,8110,841,24,9781,846,6512,527,20,7904,669,5154,277,20,6129,561,4074,203,29,4870,269,1943,141,8,2356,53,552,108,5,715,4068,40814,3708,131,48717,186,3357,216,6,3767,256,3476,246,7,3978,757,7409,609,17,8789,1260,7879,525,13,9676,1357,6119,366,12,7854,1270,4989,226,48,6530,835,4061,231,47,5167,284,2240,199,12,2733,51,919,186,3,1158,6248,40443,2792,163,49651,340,6987,532,5,7866,438,7288,592,17,8334,1284,14424,1561,36,17300,2065,15993,1364,31,19460,2207,12625,889,37,15759,1937,10148,505,67,12658,1394,8140,431,75,10043,548,4182,339,18,5093,103,1467,294,6,1873,10318,81255,6498,294,98372
LGA53800,58,1075,155,0,1285,47,840,111,3,1004,95,1810,304,6,2218,196,1783,317,0,2301,251,1960,248,0,2457,309,1981,217,3,2514,198,1675,163,0,2030,101,828,121,5,1057,33,269,54,3,359,1289,12208,1686,27,15223,57,1045,114,0,1214,49,897,115,0,1062,225,1928,241,4,2401,372,1872,269,0,2515,450,2057,205,3,2722,531,1876,171,3,2582,300,1656,182,0,2142,118,885,136,4,1145,24,373,89,0,488,2126,12589,1529,17,16265,112,2114,267,0,2500,99,1736,227,4,2062,324,3734,546,13,4617,570,3651,589,0,4813,700,4017,452,7,5179,839,3857,397,8,5095,496,3327,340,3,4170,220,1713,253,9,2198,58,641,144,5,848,3417,24796,3222,47,31485
LGA53920,19,126,24,0,173,20,110,21,0,156,57,258,57,4,372,59,208,72,5,343,38,209,64,4,313,27,208,51,0,287,10,201,37,0,256,3,50,20,0,73,0,4,3,0,8,226,1384,352,16,1979,17,111,23,0,157,30,124,24,0,182,61,269,47,9,390,51,218,46,0,314,50,187,36,0,270,38,217,45,0,299,15,187,45,0,246,0,36,15,0,57,0,4,0,0,11,262,1357,295,14,1928,40,236,51,0,323,53,238,45,4,344,111,531,107,8,763,111,425,119,5,659,83,392,102,5,584,63,427,95,0,587,25,391,84,0,502,8,84,36,0,125,0,8,9,0,17,497,2739,645,25,3910
LGA53990,50,881,70,0,995,37,568,36,0,636,66,1330,75,6,1478,162,1477,80,8,1724,202,1434,92,5,1728,222,1359,104,0,1688,161,1165,63,0,1383,70,566,43,0,673,21,136,16,0,170,988,8916,564,19,10484,47,834,48,0,929,35,518,31,0,588,150,1415,75,5,1642,290,1536,74,0,1903,359,1404,63,0,1828,411,1366,74,6,1845,231,1146,73,0,1449,79,594,40,0,725,7,198,19,0,225,1608,9002,499,12,11128,95,1715,120,3,1928,65,1085,66,0,1220,221,2739,146,10,3121,452,3016,154,5,3623,560,2840,154,3,3562,629,2722,178,6,3533,393,2310,135,0,2835,153,1155,88,0,1397,28,335,35,0,394,2596,17919,1070,33,21618
LGA54060,10,75,12,0,101,3,58,8,0,64,10,103,28,0,138,10,136,33,0,184,21,180,36,0,240,30,249,46,0,333,32,295,47,0,377,19,146,32,0,194,4,33,7,0,44,144,1279,257,0,1675,0,66,8,0,77,5,49,13,0,62,14,95,19,0,129,24,156,23,0,204,39,185,22,0,239,45,264,38,0,342,59,264,38,0,367,22,151,24,0,196,7,30,0,0,38,207,1267,184,0,1654,10,145,17,0,179,5,102,18,0,125,26,194,47,0,269,34,293,60,0,387,62,362,51,0,479,82,520,79,0,673,90,562,88,0,741,41,294,56,0,388,8,62,13,0,81,352,2539,434,4,3332
LGA54130,0,8,3,0,15,0,26,6,0,29,0,55,4,6,62,7,63,11,0,82,5,67,8,0,74,8,85,9,0,107,11,69,9,0,83,0,24,0,0,22,0,0,4,0,9,45,396,49,6,484,0,4,4,0,11,0,24,6,0,25,0,67,6,0,78,9,62,7,0,76,9,45,12,0,71,9,60,5,0,81,8,47,10,0,66,0,15,4,0,15,0,3,0,0,3,39,333,42,5,421,0,11,6,0,26,0,47,4,0,53,6,124,9,9,142,19,126,15,0,161,13,108,20,0,147,25,151,14,0,185,15,115,15,0,151,3,35,3,0,42,0,5,6,0,10,86,727,86,9,906
LGA54170,184,5007,134,0,5324,192,4340,144,4,4680,357,7028,296,16,7695,734,8779,342,13,9867,1157,9081,306,16,10560,1413,8092,236,20,9761,1108,7055,207,15,8383,384,3063,178,8,3636,111,855,97,4,1067,5638,53299,1950,90,60976,189,4604,129,4,4930,231,3797,108,11,4148,530,7277,293,17,8108,1273,9308,298,13,10885,2055,9115,277,14,11458,2409,8356,232,17,11013,1535,7152,223,18,8927,454,3390,240,9,4090,85,1495,189,0,1776,8755,54492,1984,100,65332,370,9608,265,3,10251,421,8138,256,15,8829,882,14302,592,31,15810,2004,18085,636,27,20751,3214,18194,583,33,22018,3823,16442,464,43,20771,2639,14209,429,31,17306,836,6456,421,17,7730,204,2354,285,3,2847,14398,107788,3929,195,126307
