LGA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
LGA51470,0,0,0,0,12,12,0,0,0,0,10,10,3,0,0,0,14,25,30,0,0,0,22,54,26,0,4,0,8,39,31,4,12,0,6,47,27,6,13,0,9,60,12,0,9,0,3,23,5,0,0,0,0,3,0,0,0,0,0,6,137,21,35,3,77,276,0,0,0,0,5,5,0,0,0,0,16,16,10,5,0,0,22,32,22,0,4,0,7,37,17,3,3,0,9,25,32,4,7,0,4,47,31,0,3,5,0,39,15,0,4,6,0,19,0,0,0,0,0,0,0,0,0,0,4,4,125,7,24,12,61,232,0,0,0,0,17,17,0,0,0,0,30,30,17,3,0,0,34,54,54,3,3,0,30,90,44,4,6,0,10,68,55,12,20,6,10,97,54,10,16,0,9,93,24,0,8,6,3,47,9,0,0,0,0,4,0,0,0,0,5,5,258,29,61,17,142,510
LGA51540,0,0,0,0,140,140,9,0,0,0,152,154,115,3,11,0,325,456,218,24,23,0,159,419,255,28,58,5,176,512,410,27,77,11,134,662,589,22,128,35,61,838,242,10,40,25,17,343,38,0,0,17,4,50,21,0,0,0,56,75,1894,116,335,88,1220,3658,0,0,0,0,120,122,0,0,0,0,191,197,148,6,9,0,298,459,252,19,24,4,135,427,229,35,76,13,115,466,462,29,94,25,78,681,507,21,101,66,35,732,170,3,23,57,10,257,12,0,3,28,0,46,0,0,0,0,28,32,1784,106,332,192,1001,3419,3,0,0,0,262,262,6,0,0,0,343,356,264,6,21,0,628,914,464,45,47,3,290,851,484,57,130,14,290,972,868,55,172,42,212,1348,1094,46,228,96,96,1569,416,13,66,80,28,593,46,0,3,45,5,98,21,0,0,0,82,109,3672,229,664,281,2231,7078
LGA51610,0,0,0,0,42,42,0,0,0,0,28,28,18,0,0,0,35,56,63,5,4,0,14,86,75,13,8,0,33,126,89,6,11,4,17,127,76,0,12,4,3,95,30,0,3,4,0,42,4,0,0,0,0,8,0,0,0,0,0,0,350,28,48,14,174,607,0,0,0,0,45,45,0,0,0,0,21,21,32,0,5,0,33,66,70,6,3,0,17,102,89,6,12,0,22,126,96,9,14,0,3,127,63,0,15,14,6,91,11,0,0,10,0,23,0,0,0,0,0,3,0,0,0,0,0,0,362,15,49,24,150,609,0,0,0,0,94,94,0,0,0,0,47,47,43,3,5,0,71,116,139,13,11,0,36,192,171,13,13,0,52,253,186,17,23,8,18,250,134,0,28,19,5,187,41,0,6,6,0,66,5,0,0,3,0,9,0,0,0,0,0,0,707,47,90,41,330,1213
LGA51680,0,0,0,0,205,205,3,0,0,0,140,140,66,0,6,0,145,221,190,7,20,0,95,309,283,18,36,4,80,419,352,16,42,9,46,466,227,18,46,16,14,320,120,5,15,11,5,160,19,0,5,3,0,31,0,0,0,0,6,6,1254,73,178,49,732,2281,0,0,0,0,201,201,0,0,0,0,103,105,110,0,4,0,131,253,241,20,21,0,65,347,324,19,57,5,53,460,343,17,53,18,27,466,222,10,36,23,14,303,82,6,18,34,0,140,8,0,4,24,0,43,0,0,0,0,4,5,1342,75,202,104,594,2323,0,0,0,0,407,407,4,0,0,0,244,245,179,5,10,0,280,474,431,33,40,0,157,655,604,31,95,10,136,883,700,34,96,32,68,935,446,30,86,33,24,623,197,12,35,47,5,298,34,0,14,34,0,74,3,0,0,0,7,8,2603,150,372,157,1325,4605
LGA51710,0,0,0,0,26,26,3,0,0,0,58,63,68,4,7,0,195,274,85,7,12,3,75,181,89,12,25,0,40,172,86,12,25,0,18,137,101,8,7,5,14,137,22,5,0,3,0,28,4,0,0,0,0,4,0,0,0,0,0,3,456,50,82,10,429,1027,0,0,0,0,38,38,0,0,0,0,31,32,37,8,0,0,68,118,78,3,10,0,46,138,87,3,26,3,28,144,79,11,18,0,15,127,43,0,8,13,7,71,9,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,342,24,62,24,224,680,0,0,0,0,58,58,10,0,0,0,82,93,104,12,7,0,262,392,161,13,23,3,115,321,176,14,56,3,65,318,168,18,38,0,32,264,139,10,21,18,22,205,31,5,4,9,0,42,4,0,0,0,0,4,0,0,0,0,7,5,793,73,148,34,662,1706
LGA51750,0,0,0,0,466,470,0,0,0,0,338,339,105,4,5,0,454,570,344,13,20,0,148,527,463,39,57,6,92,666,395,32,57,4,73,557,375,14,76,11,45,521,329,10,37,42,19,428,103,6,6,59,7,177,11,0,0,0,12,20,2122,105,262,122,1664,4278,0,0,0,0,385,385,8,0,0,0,355,361,135,7,11,0,429,587,431,28,32,0,138,630,507,55,95,9,107,772,413,26,142,17,64,671,352,20,138,58,40,611,264,9,80,169,30,555,65,0,42,218,19,343,13,0,4,0,4,20,2190,143,545,483,1572,4937,0,0,0,0,856,857,8,0,0,0,693,705,239,10,14,0,887,1155,776,39,54,3,286,1159,968,99,155,19,197,1434,815,57,203,18,142,1234,729,29,217,74,83,1133,593,14,117,215,51,991,166,6,52,278,25,522,17,0,6,0,13,40,4316,254,811,605,3239,9220
LGA51820,0,0,0,0,3297,3300,55,4,0,0,3564,3622,2347,92,119,8,5649,8207,5299,315,468,6,2580,8671,4792,388,728,45,1465,7421,3992,247,853,85,741,5915,3085,164,674,196,263,4383,1592,51,238,252,76,2213,408,6,46,214,20,691,48,3,11,6,33,95,21612,1263,3137,822,17685,44520,9,0,0,0,3189,3196,115,4,3,0,3595,3722,3501,192,188,17,5167,9058,5802,458,697,57,2213,9227,4917,425,1102,117,1293,7852,4000,321,1315,309,624,6569,2796,159,984,673,216,4825,1123,37,354,915,42,2476,204,8,78,803,19,1108,43,7,5,17,22,103,22510,1601,4730,2901,16395,48130,3,0,0,0,6489,6498,175,11,5,0,7160,7339,5848,277,305,18,10815,17264,11103,771,1168,69,4797,17903,9708,813,1830,163,2766,15271,7988,571,2167,389,1365,12482,5881,325,1660,866,482,9213,2716,90,596,1169,121,4689,608,7,126,1014,45,1796,89,11,14,24,58,193,44123,2867,7861,3717,34081,92652
LGA51860,0,0,0,0,8,8,5,0,0,0,17,16,24,0,0,0,14,34,31,0,0,0,7,42,28,0,4,0,5,35,61,0,7,5,3,77,40,4,0,0,0,44,23,0,0,3,0,33,3,0,0,0,0,3,0,0,0,0,3,3,213,3,12,12,49,297,0,0,0,0,8,8,9,0,0,0,12,25,21,0,0,0,23,44,28,0,0,0,8,43,30,0,3,0,4,39,60,0,7,0,3,69,40,0,4,6,0,41,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,196,4,15,12,60,286,0,0,0,0,14,14,14,0,0,0,26,41,42,0,0,0,33,77,61,0,4,0,18,84,61,5,7,0,11,76,124,3,9,5,4,143,74,4,4,5,0,89,33,0,0,7,0,42,3,0,0,3,0,10,0,0,0,0,3,3,414,11,27,19,107,580
LGA51890,0,0,0,0,264,264,3,0,0,0,219,223,95,9,8,0,322,434,236,24,32,0,209,499,263,33,71,4,160,524,363,36,122,16,105,638,355,27,124,34,60,604,189,8,31,39,8,275,39,0,4,28,4,78,0,0,0,0,5,8,1536,134,392,118,1358,3551,0,0,0,0,236,236,9,0,0,0,171,186,137,20,7,0,298,469,237,32,45,4,169,486,303,47,98,12,128,590,357,31,126,34,65,617,324,20,89,63,21,518,132,3,36,105,0,279,9,0,3,84,0,101,0,0,0,0,3,3,1520,156,402,309,1106,3494,0,0,0,0,503,503,16,5,0,0,392,406,228,25,17,0,625,902,470,57,71,5,381,993,562,81,168,20,287,1117,723,69,253,47,167,1257,684,48,212,102,82,1124,320,12,65,143,14,548,49,0,13,112,8,179,0,0,0,0,3,3,3055,294,798,435,2463,7040
LGA51960,0,0,0,0,100,101,0,0,0,0,137,135,114,8,14,3,381,521,217,16,26,0,163,420,264,39,65,4,136,510,233,23,74,9,84,422,116,10,46,11,26,202,25,7,9,10,4,52,0,0,3,4,0,8,0,0,3,0,0,3,972,101,248,37,1025,2382,0,0,0,0,104,110,7,0,0,0,116,119,70,0,5,0,167,242,120,18,23,0,101,261,133,30,34,0,74,274,138,10,37,13,23,223,77,7,29,19,7,141,8,0,10,18,0,35,0,0,0,5,0,7,0,0,0,0,0,0,554,70,131,63,598,1412,0,0,0,0,207,204,8,0,0,0,254,260,187,12,19,5,547,765,338,37,47,3,264,684,401,69,96,0,210,780,375,31,110,26,105,645,188,16,78,29,32,339,33,9,16,23,4,88,0,0,3,12,0,14,0,0,3,0,0,3,1528,170,377,98,1626,3796
LGA52030,0,0,0,0,11,11,0,0,0,0,22,22,8,0,0,0,32,45,28,0,3,0,14,44,21,8,9,0,26,56,73,9,26,3,24,132,69,5,24,4,4,113,44,0,3,6,0,60,10,0,0,9,0,15,0,0,0,0,0,0,255,14,63,27,138,496,0,0,0,0,11,11,0,0,0,0,14,14,18,0,0,0,23,45,20,0,3,0,22,46,28,0,8,4,6,51,59,5,15,4,8,96,81,4,13,10,0,99,33,0,3,5,0,44,5,0,0,7,0,11,0,0,0,0,0,0,247,12,39,32,86,422,0,0,0,0,22,22,0,0,0,0,32,32,32,0,3,0,56,87,48,4,7,0,39,92,54,10,12,4,34,109,132,8,42,8,34,224,150,8,34,14,6,214,82,0,7,13,0,103,10,0,0,15,0,23,0,0,0,0,0,0,501,30,99,60,227,918
LGA52100,0,0,0,0,18,18,0,0,0,0,30,30,18,0,0,0,33,51,43,0,6,0,8,63,32,6,8,0,13,61,41,0,7,0,12,68,49,4,18,6,5,80,24,0,0,0,0,26,18,0,0,0,0,15,0,0,0,0,0,0,228,15,39,5,119,409,0,0,0,0,8,8,4,0,0,0,12,16,22,0,0,0,36,58,39,0,3,5,10,57,34,0,3,3,9,55,41,3,10,0,7,69,49,0,13,7,0,67,21,4,6,9,0,39,6,0,0,9,0,21,0,0,0,0,0,0,227,11,30,37,85,388,0,0,0,0,26,26,4,0,0,0,43,50,44,0,0,0,65,109,81,3,13,5,21,116,75,3,12,3,18,113,85,4,20,0,16,134,100,9,25,11,6,152,43,7,10,10,0,68,23,0,0,15,0,38,0,0,0,0,4,4,454,28,74,48,201,799
LGA52170,0,0,0,0,280,280,0,0,0,0,223,223,56,0,6,0,319,384,215,14,24,0,138,389,357,15,52,0,75,503,379,10,69,5,53,518,313,9,62,15,34,430,202,4,30,29,18,279,54,3,9,24,3,87,8,0,0,0,8,26,1578,57,239,74,1150,3100,0,0,0,0,272,272,0,0,0,0,226,226,100,4,9,0,330,439,277,12,29,0,117,425,413,28,56,5,74,582,359,10,80,10,50,522,303,10,74,55,24,460,153,4,32,62,8,262,28,3,11,70,6,124,11,0,0,0,6,19,1635,82,294,213,1116,3332,0,0,0,0,552,552,0,0,0,0,447,452,154,7,13,0,645,827,485,25,47,0,247,811,769,39,110,13,148,1082,740,23,150,20,110,1037,613,23,133,70,55,890,352,10,60,85,25,541,81,7,23,98,8,205,22,0,3,0,18,41,3214,135,534,291,2263,6440
LGA52240,0,0,0,0,20,20,0,0,0,0,19,23,9,3,3,0,28,47,35,0,0,0,10,58,51,0,8,0,22,83,50,0,25,0,20,98,54,0,10,0,5,72,25,6,9,0,0,40,4,0,0,3,0,4,0,0,0,0,0,0,236,10,60,5,142,447,0,0,0,0,19,19,5,0,0,0,18,22,13,3,0,0,24,41,47,0,3,0,28,74,40,4,9,0,11,66,49,5,12,3,3,78,45,0,8,6,0,62,21,0,3,11,0,37,4,0,0,3,0,4,0,0,0,0,0,0,221,12,34,26,105,396,0,0,0,0,35,35,8,0,0,0,36,41,22,9,3,0,56,87,81,4,3,0,45,133,89,3,16,0,41,156,102,8,38,3,29,173,95,4,18,9,7,135,49,6,10,11,0,78,6,0,5,4,0,12,0,0,0,0,0,0,456,21,92,28,246,849
LGA52310,0,0,0,0,11,11,0,0,0,0,18,20,11,0,0,0,27,39,27,0,0,0,13,37,25,0,5,0,27,65,58,0,12,0,13,75,57,6,12,6,4,86,18,3,6,9,0,39,6,0,0,7,0,10,0,0,0,0,0,3,204,14,32,17,109,379,0,0,0,0,10,10,0,0,0,0,21,21,17,3,0,0,15,40,21,6,0,0,6,34,39,9,10,0,8,70,60,6,5,5,9,81,39,0,3,6,5,54,18,0,0,3,0,26,4,0,0,0,0,8,0,0,0,0,0,0,201,19,26,22,83,346,0,0,0,0,21,21,0,0,0,0,38,41,31,3,0,0,46,79,49,6,0,0,22,72,74,5,12,3,34,128,117,3,14,3,19,161,96,7,16,15,11,138,36,3,9,11,0,60,7,0,0,7,0,12,0,0,0,0,0,3,406,34,54,34,193,726
LGA52380,0,0,0,0,5,5,0,0,0,0,23,19,19,0,7,0,57,84,31,0,5,0,18,55,40,0,13,0,20,78,49,0,18,0,3,73,27,3,14,0,8,53,8,0,5,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,189,11,54,6,141,399,0,0,0,0,4,4,0,0,0,0,13,13,0,0,0,0,14,20,4,0,0,0,8,15,7,3,5,0,5,23,25,4,8,0,5,36,19,0,6,0,0,37,10,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,74,7,20,9,47,155,0,0,0,0,8,8,0,0,0,0,29,34,20,0,7,0,75,102,42,0,5,0,25,74,50,3,17,0,30,102,76,3,22,0,9,110,55,8,24,7,7,89,16,0,8,5,0,29,0,0,0,0,0,0,3,0,0,0,0,3,265,21,74,14,184,551
LGA52450,0,0,0,0,124,126,4,0,0,0,23,26,29,3,0,0,52,82,47,0,0,0,16,65,41,0,0,5,19,73,57,7,6,3,8,83,41,4,13,3,8,66,19,0,7,4,4,33,4,0,0,7,0,14,0,0,0,0,0,0,251,15,30,22,255,568,0,0,0,0,71,71,11,0,0,0,22,27,33,0,8,0,26,65,60,4,0,4,20,80,48,3,8,0,6,68,47,0,7,7,3,69,41,0,7,9,3,69,12,0,4,7,0,22,0,0,0,12,0,10,0,0,0,0,0,0,249,12,35,37,155,492,0,0,0,0,196,200,12,0,0,0,44,55,61,3,8,0,73,149,101,4,0,4,35,147,88,9,13,5,31,138,111,7,12,9,17,153,81,6,23,16,8,136,30,0,10,13,4,62,6,0,0,15,0,24,0,0,0,0,0,0,498,31,64,61,411,1058
LGA52520,0,0,0,0,26,26,5,0,0,0,31,36,38,0,0,0,53,87,81,9,5,0,16,109,50,5,14,0,18,90,91,0,22,7,21,136,55,3,4,9,12,82,18,0,3,3,3,27,11,0,0,0,0,11,0,0,0,0,0,0,348,13,40,15,178,599,0,0,0,0,18,18,6,0,0,0,24,33,39,0,0,0,39,79,71,4,6,0,18,97,57,0,4,0,11,66,69,0,7,4,7,86,45,0,9,3,0,51,25,0,3,17,0,43,6,0,5,14,0,22,0,0,0,0,0,0,307,9,32,42,110,498,0,0,0,0,41,41,11,0,0,0,56,68,73,3,0,0,89,169,149,7,13,0,36,206,109,5,13,3,25,151,155,0,26,7,27,219,97,0,7,5,12,131,38,0,7,22,3,74,18,0,5,14,0,32,0,0,0,0,0,0,653,27,75,59,291,1098
LGA52590,0,0,0,0,55,59,0,0,0,0,81,81,56,6,0,0,151,214,115,12,13,0,78,220,123,27,35,0,83,269,213,9,54,7,48,333,240,14,57,11,32,349,94,6,20,15,3,138,22,0,0,11,0,30,9,3,3,0,11,23,868,78,180,41,534,1707,0,0,0,0,55,55,4,0,0,0,60,58,59,0,3,0,140,206,107,4,14,0,62,192,115,7,29,0,49,203,201,13,37,16,33,308,217,9,41,22,9,297,65,3,9,43,4,123,13,0,0,29,0,41,0,0,0,0,7,8,781,38,133,121,414,1489,0,0,0,0,107,110,4,0,0,0,139,141,114,8,5,0,287,421,224,17,21,0,142,412,237,32,66,3,131,474,415,23,97,24,83,645,458,20,91,40,38,641,162,13,24,53,7,263,31,0,3,37,0,70,3,3,3,0,16,32,1651,120,311,162,952,3197
LGA52660,0,0,0,0,420,420,11,0,0,0,349,355,261,14,13,0,550,838,511,39,66,0,251,875,518,48,94,9,165,831,531,38,141,8,82,798,510,30,91,34,34,697,276,3,31,41,14,366,93,0,6,44,7,152,4,0,0,0,3,9,2716,177,445,139,1866,5343,0,0,0,0,404,406,23,0,0,0,299,322,375,24,24,0,485,906,569,58,94,10,241,970,596,52,130,14,149,935,559,28,169,41,59,861,432,26,95,109,15,676,239,6,44,194,5,488,41,0,8,153,5,206,0,0,0,0,0,9,2847,198,561,519,1661,5776,0,0,0,0,821,820,31,3,0,0,640,675,640,42,38,3,1034,1747,1091,93,160,10,493,1842,1117,100,224,19,312,1770,1094,66,305,49,141,1662,943,57,184,143,44,1372,516,9,73,232,19,856,136,0,15,192,9,358,7,0,0,0,3,17,5566,375,1003,656,3524,11120
LGA52730,0,0,0,0,205,208,0,0,0,0,61,61,47,0,3,0,131,187,179,11,7,0,119,320,213,24,34,6,103,377,250,25,106,7,109,491,320,13,99,18,44,495,202,13,39,29,10,283,38,0,4,22,0,70,5,0,0,0,0,5,1252,94,289,77,780,2495,0,0,0,0,194,194,5,0,0,0,61,64,95,7,5,0,149,251,221,13,18,4,146,402,234,24,63,12,113,445,301,28,94,28,82,532,295,11,117,39,43,510,143,5,39,61,10,254,24,0,10,51,4,89,7,0,0,0,0,7,1318,81,347,195,797,2740,0,0,0,0,400,405,5,0,0,0,116,118,141,9,6,0,278,435,403,26,30,4,267,727,450,45,99,11,215,823,552,52,198,29,190,1025,619,27,220,61,89,1002,340,15,73,89,21,538,59,0,15,75,8,160,4,0,0,0,0,4,2567,176,640,275,1575,5235
LGA52800,10,0,0,0,225,233,50,3,0,4,274,333,216,15,9,0,556,796,269,25,11,4,299,616,299,32,65,5,210,611,331,32,94,23,159,640,326,19,82,22,60,513,67,3,9,15,6,107,0,0,0,6,0,10,3,0,3,0,9,17,1580,133,274,75,1793,3859,15,0,0,0,230,246,46,3,0,0,283,330,197,26,7,3,515,747,241,35,13,0,298,589,261,28,41,15,206,552,318,40,85,48,136,627,262,21,47,61,36,426,38,8,11,35,11,97,0,0,3,18,3,21,0,0,0,0,21,26,1374,154,211,170,1741,3659,23,0,0,0,457,483,98,5,0,4,552,663,413,37,12,6,1067,1546,512,57,31,4,600,1205,559,62,109,16,417,1161,650,71,181,70,295,1265,587,41,136,76,94,936,109,8,19,50,19,198,0,0,3,26,4,34,3,0,3,0,33,35,2959,286,489,251,3534,7515
LGA52870,0,0,0,0,182,182,0,0,0,0,125,130,60,5,4,0,159,222,168,7,20,3,109,306,238,17,36,0,96,387,285,24,70,5,59,444,300,12,85,22,48,465,164,6,22,16,15,221,29,0,3,16,0,48,0,0,0,0,3,3,1241,73,243,57,782,2399,0,0,0,0,137,137,3,0,0,0,79,89,96,3,9,0,150,267,210,26,17,5,95,346,259,28,57,13,66,416,316,32,89,13,57,504,285,13,77,42,19,443,108,7,28,77,10,227,17,0,9,50,0,77,4,3,0,0,14,20,1301,117,278,207,630,2537,0,0,0,0,320,320,11,0,0,0,204,218,154,8,11,0,311,483,373,35,37,3,202,649,495,42,92,9,158,801,605,50,154,20,117,949,580,29,169,62,69,903,271,7,57,99,18,454,42,4,10,69,0,120,7,5,0,0,17,31,2547,188,522,266,1416,4930
LGA52940,0,0,0,0,9,9,0,0,0,0,22,22,11,0,0,0,9,25,18,3,0,0,11,42,37,7,6,0,11,57,27,0,8,0,8,43,36,3,11,3,4,56,17,0,5,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,147,15,30,8,79,285,0,0,0,0,7,7,0,0,0,0,12,12,12,0,0,0,17,31,28,5,0,0,12,45,23,5,3,0,5,38,30,0,4,4,0,42,39,0,10,10,4,60,10,0,0,6,0,17,0,0,0,10,0,10,0,0,0,0,0,0,136,12,24,31,61,259,0,0,0,0,17,17,0,0,0,0,40,40,20,4,0,0,29,51,49,8,6,0,26,83,60,8,13,0,15,96,57,0,11,4,11,86,78,5,17,10,6,119,25,4,4,6,0,38,0,0,0,10,0,10,0,0,0,0,0,0,286,21,47,37,144,542
LGA53010,0,0,0,0,8,8,0,0,0,0,9,10,11,0,0,0,30,41,30,0,0,0,21,51,37,0,5,0,18,60,39,0,17,0,4,60,24,9,6,7,7,46,13,0,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,160,8,25,11,99,307,0,0,0,0,5,5,0,0,0,0,12,12,11,0,0,0,16,35,33,0,0,0,6,41,31,3,3,0,8,40,35,0,3,0,11,50,23,0,4,3,4,37,13,0,0,3,0,12,0,0,0,0,0,4,0,0,0,0,0,0,145,11,19,12,61,246,0,0,0,0,13,13,0,0,0,0,20,19,29,0,0,0,48,77,62,0,0,0,24,96,69,8,4,0,27,103,76,3,21,0,18,112,50,8,7,9,8,83,27,0,3,4,0,38,6,0,0,0,0,4,0,0,0,0,0,5,307,21,37,18,164,548
LGA53080,0,0,0,0,15,15,0,0,0,0,43,43,14,0,4,0,77,93,19,0,6,0,31,57,72,6,11,0,53,145,51,15,16,0,24,104,60,7,16,3,3,95,19,0,6,4,0,26,0,0,0,0,0,5,4,0,0,0,0,9,238,29,58,10,247,585,0,0,0,0,7,7,0,0,0,0,24,24,16,0,0,0,51,66,15,0,7,0,26,52,35,9,10,0,23,67,40,8,25,3,10,83,43,3,10,7,0,67,7,0,6,3,0,21,0,0,0,0,0,0,0,0,0,0,0,5,142,18,57,21,143,385,0,0,0,0,19,19,0,0,0,0,65,65,27,0,4,0,124,159,31,3,10,0,59,105,105,13,22,0,77,213,86,20,41,8,32,188,97,10,30,13,7,161,20,5,13,8,0,46,0,0,0,4,0,10,4,0,0,0,3,7,382,47,115,38,389,971
LGA53150,0,0,0,0,252,252,0,0,0,0,192,192,61,5,4,0,271,341,249,13,17,3,111,389,354,22,46,0,112,544,319,12,61,9,93,490,298,12,48,14,36,409,137,5,40,16,16,209,54,0,6,37,9,102,11,0,0,0,14,34,1485,70,224,83,1105,2969,0,0,0,0,282,282,0,0,0,0,177,179,85,6,10,0,266,364,325,23,27,4,118,502,376,33,91,8,101,615,339,21,104,14,76,555,245,10,79,46,26,406,111,7,48,73,9,254,33,4,18,98,5,151,0,0,0,0,3,3,1517,104,382,243,1066,3308,0,0,0,0,534,534,0,0,0,0,366,367,146,9,16,0,537,710,571,38,48,3,232,893,734,57,141,11,213,1156,661,28,164,18,173,1046,544,25,131,55,63,813,247,9,87,95,27,463,82,4,20,137,16,259,15,0,0,0,20,34,2999,177,601,323,2169,6275
