LGA_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
LGA52380,0,19,58,47,50,37,11,5,0,224,5,0,5,7,3,3,4,0,0,29,0,0,6,0,10,6,0,0,0,27,0,0,4,0,3,0,0,0,0,10,4,19,75,52,70,51,11,3,0,289,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,4,4,19,75,52,70,53,11,3,0,297,0,0,0,0,4,15,38,16,0,74,0,0,4,5,5,4,8,0,0,32,5,19,84,55,78,73,53,19,0,400,0,7,12,6,9,8,4,0,0,39,0,0,6,0,0,3,0,0,0,9,0,0,3,3,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,7,12,7,18,14,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,13,20,63,55,54,46,10,0,0,263,22,0,6,0,5,8,3,0,0,48,7,0,0,0,0,4,6,0,0,19,0,0,5,0,0,0,0,0,0,9,40,23,76,57,56,54,23,5,0,339,6,0,9,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,6,7,0,9,0,0,4,0,0,0,15,51,29,82,57,58,58,22,5,0,356,74,0,0,3,5,22,37,28,12,183,0,0,0,4,5,4,5,0,0,32,126,26,82,65,73,83,66,33,14,568,3,8,20,18,20,9,3,0,0,93,13,8,16,37,29,21,7,0,0,134,3,0,6,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,4,19,20,38,61,53,39,17,4,0,248,3,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,0,0,0,7,6,0,7,0,0,0,0,0,0,17
LGA52520,12,28,69,79,56,74,30,4,0,346,3,0,0,10,3,12,10,3,4,43,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,17,28,72,84,62,90,39,8,4,402,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,13,28,76,84,65,90,40,8,4,409,12,3,0,0,9,15,21,13,9,87,4,3,16,24,20,26,13,8,0,104,26,36,87,109,90,136,82,27,11,599,6,14,28,27,23,27,6,0,0,131,5,9,26,32,30,24,9,8,0,132,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,7,23,58,68,50,53,21,5,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,19,36,130,121,150,150,43,5,3,661,18,6,16,18,32,46,42,15,0,192,0,4,5,11,12,17,10,0,0,62,0,3,5,4,0,0,4,0,0,25,31,54,162,153,193,219,95,20,3,937,0,4,0,8,11,9,4,0,0,34,3,0,0,0,0,3,0,0,0,12,3,6,4,9,12,11,4,0,0,43,33,59,165,167,206,228,102,20,3,983,12,5,7,11,14,66,221,103,21,456,9,19,44,47,47,40,36,11,5,248,59,81,214,220,269,333,349,138,30,1685,10,23,71,57,81,86,17,0,0,348,17,17,54,75,58,80,39,8,0,345,0,0,14,11,11,12,8,0,0,61,0,4,4,0,4,0,0,0,0,18,28,43,151,138,151,185,62,10,0,772,4,0,0,0,8,7,0,0,0,17,0,0,0,0,7,0,0,0,0,11,4,0,5,0,10,11,0,0,0,27
LGA52660,75,203,605,644,600,477,90,7,0,2708,135,63,82,91,64,82,72,13,4,604,15,11,27,34,39,45,9,4,0,178,0,10,18,13,11,8,0,0,0,62,226,284,731,783,716,607,170,29,4,3551,12,17,27,17,12,16,0,0,0,97,20,11,6,4,9,9,6,0,0,60,31,21,31,22,18,25,6,0,0,163,259,307,767,803,733,636,173,29,4,3714,150,28,41,36,52,145,472,307,108,1344,7,19,32,28,41,24,50,34,35,280,420,355,838,875,831,798,697,366,152,5332,41,129,288,284,310,209,22,0,0,1279,180,105,295,445,381,263,81,10,0,1753,3,16,56,24,24,25,4,3,0,161,7,9,6,5,9,5,0,0,0,46,234,254,646,762,717,505,103,18,0,3239,14,11,13,8,3,5,4,0,0,53,34,10,12,14,15,15,3,0,0,101,42,13,20,25,23,19,3,0,0,156
LGA52730,19,33,106,172,182,180,63,10,0,756,67,3,26,63,80,113,65,21,4,437,6,5,8,15,15,18,5,0,0,69,0,0,4,3,0,6,4,0,0,26,94,43,145,245,278,318,131,34,5,1285,0,7,10,6,11,11,0,0,0,40,4,0,3,0,0,6,3,0,0,18,11,7,4,3,7,14,8,0,0,57,104,47,152,253,288,334,141,34,5,1347,92,9,10,31,50,118,314,216,55,890,17,8,28,36,44,43,47,30,13,253,208,61,187,320,377,491,495,283,70,2491,7,22,48,118,136,103,22,5,0,450,52,16,87,168,173,181,71,7,0,760,9,7,18,7,19,13,10,0,0,80,4,0,3,3,7,0,4,0,0,29,67,37,168,298,333,303,103,14,0,1319,0,0,3,0,3,4,0,0,0,11,7,0,0,8,3,4,0,0,0,27,11,0,7,8,5,8,0,0,0,44
LGA52800,14,76,284,194,204,186,59,3,0,1013,14,19,34,40,41,38,37,7,0,228,0,5,27,40,47,80,25,0,0,228,3,4,12,5,11,6,6,0,0,37,30,110,354,275,297,307,120,13,0,1506,5,6,17,6,7,6,0,0,0,46,5,4,9,9,5,4,0,0,0,33,9,8,23,14,15,10,0,0,0,76,38,122,383,290,308,317,121,13,0,1579,155,147,282,225,193,211,301,80,10,1611,36,63,132,107,106,117,84,17,0,658,233,333,796,616,611,640,513,107,10,3850,22,69,227,152,161,159,37,0,0,816,21,33,81,61,48,41,22,3,0,312,0,10,25,41,48,79,23,0,0,239,0,0,14,3,4,3,0,0,0,30,40,109,351,263,260,282,82,4,0,1397,0,9,11,6,5,0,0,0,0,35,3,3,10,4,5,6,0,0,0,30,6,7,18,14,14,7,4,0,0,66
LGA52870,37,65,138,208,255,234,72,10,3,1020,49,14,24,26,41,48,60,16,0,274,4,8,7,16,21,23,10,4,0,87,4,5,3,5,5,5,5,0,0,34,90,84,178,257,325,309,141,31,3,1423,0,4,3,5,7,12,0,0,0,39,7,5,3,0,6,3,3,0,0,27,3,19,13,9,8,13,4,0,0,68,95,104,188,269,332,328,149,31,3,1491,66,13,17,18,33,93,290,168,39,747,22,8,15,18,18,20,27,21,3,157,182,130,222,306,387,444,465,221,48,2393,12,31,66,103,135,123,23,8,0,495,54,26,79,135,143,154,55,15,0,664,0,4,12,20,23,25,4,0,0,94,3,0,6,5,4,5,0,0,0,28,76,61,166,258,307,298,88,18,0,1276,0,0,0,3,3,9,0,0,0,22,5,3,0,8,0,7,4,0,0,28,7,7,8,10,11,11,4,0,0,49
LGA52940,0,14,18,31,40,27,14,0,0,149,0,4,0,4,3,5,9,5,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,8,5,20,21,33,45,31,22,3,0,182,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,5,24,21,38,47,37,22,3,0,188,3,5,0,0,4,4,35,16,6,67,0,5,0,3,5,0,3,3,0,25,9,22,25,42,57,43,56,21,3,285,0,3,11,12,12,9,3,0,0,54,0,5,6,24,13,14,12,0,4,74,0,0,4,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,7,17,34,29,27,18,6,4,139,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4
LGA53010,0,9,26,29,29,32,15,0,0,147,0,0,0,4,4,7,8,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,9,31,39,36,42,21,3,0,177,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,27,41,35,42,23,6,0,186,3,0,0,0,5,0,14,16,0,42,3,0,12,8,17,18,5,6,0,75,8,10,41,51,60,60,46,28,0,304,0,4,11,0,16,23,6,0,0,55,5,3,9,25,13,13,5,0,0,71,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,24,28,29,34,9,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA53080,8,17,44,35,66,33,15,0,0,223,0,3,10,0,6,7,3,4,0,39,0,3,0,4,0,3,7,0,0,22,0,0,0,0,4,0,0,0,0,7,9,27,51,42,80,45,26,0,0,284,0,0,5,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,4,0,0,10,9,29,59,43,83,51,26,0,0,297,3,5,11,8,16,30,54,19,5,142,6,10,25,11,48,16,13,3,0,143,15,43,93,57,145,104,95,26,5,580,3,9,34,24,26,23,3,0,0,117,3,0,9,0,3,12,3,0,0,38,0,0,0,3,0,11,0,0,0,16,0,0,0,0,0,0,0,0,0,4,4,14,42,27,30,46,8,0,0,171,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4
LGA53150,15,50,213,291,404,299,70,12,0,1350,84,101,57,35,58,77,68,16,0,488,6,0,10,3,6,16,5,0,0,46,0,0,4,0,7,0,0,0,0,21,98,152,279,336,477,395,141,25,0,1907,5,8,10,4,11,9,3,0,0,54,16,3,3,3,0,11,4,0,0,47,20,9,12,13,10,19,9,0,0,101,122,167,294,347,486,422,152,27,0,2012,131,20,31,29,36,66,248,173,92,818,5,0,16,21,18,12,8,13,13,114,252,192,341,389,544,490,409,209,102,2935,13,58,166,176,252,184,23,0,0,866,129,92,110,210,229,195,74,9,0,1051,4,4,27,22,12,18,8,0,0,86,3,0,0,0,11,5,0,0,0,23,141,156,305,401,492,407,107,13,0,2022,0,4,4,7,9,8,0,0,0,23,23,9,4,5,6,7,3,0,0,54,24,7,9,7,10,10,3,0,0,79
LGA53220,63,354,1841,1932,1680,1105,155,11,0,7136,37,37,170,138,121,78,15,0,0,603,0,20,114,145,148,110,24,0,0,573,0,8,36,43,21,16,0,0,0,132,100,423,2156,2264,1970,1305,202,13,0,8441,11,8,19,20,8,9,0,0,0,75,7,5,8,6,7,8,4,0,0,46,17,13,25,30,20,11,4,0,0,118,117,434,2179,2290,1987,1325,211,13,0,8558,74,36,81,76,57,109,200,54,8,698,52,224,1284,1402,1175,758,129,12,0,5030,243,689,3547,3772,3221,2193,539,78,7,14280,34,224,670,416,399,248,22,4,0,2010,33,37,135,114,71,39,19,0,0,459,0,21,73,34,52,43,8,0,0,236,0,8,17,9,0,12,0,0,0,49,70,288,891,573,531,334,49,7,0,2753,5,5,9,23,10,4,0,0,0,57,9,5,10,11,7,0,0,0,0,44,11,10,19,27,14,9,0,0,0,100
LGA53290,112,234,510,563,639,526,109,24,3,2719,94,25,73,63,74,104,80,18,0,520,14,0,30,23,26,38,8,4,0,143,12,8,18,21,16,10,3,0,0,92,221,265,627,673,749,685,197,42,3,3467,14,6,5,7,14,12,0,0,0,59,19,0,3,10,4,4,8,0,0,50,27,11,13,16,17,15,4,0,0,108,250,274,637,681,764,699,207,42,3,3573,172,25,40,46,72,172,442,327,93,1379,39,51,92,78,124,100,78,62,12,644,459,348,777,808,966,967,729,430,110,5597,56,122,236,246,367,248,54,6,0,1341,115,95,251,331,295,262,84,20,0,1450,6,16,42,25,23,26,7,0,0,154,8,8,8,11,13,12,0,0,0,57,192,237,539,610,703,547,147,30,0,3001,0,8,8,5,6,0,0,0,0,29,6,6,9,9,5,10,3,0,0,52,12,12,14,16,14,17,3,0,0,81
LGA53360,25,63,215,224,198,137,24,4,0,886,35,15,47,34,39,53,17,6,0,245,11,19,61,70,70,108,44,4,0,388,0,3,14,10,7,9,0,0,0,43,69,97,336,333,313,302,89,14,3,1566,0,0,3,0,6,3,0,0,0,23,4,0,0,5,5,0,4,0,0,20,5,0,5,8,8,8,4,0,0,45,77,106,340,340,329,308,89,14,3,1608,15,18,36,24,27,170,547,217,20,1070,3,10,29,22,27,37,32,14,4,169,95,126,407,387,373,517,672,250,22,2852,15,54,180,119,121,84,14,0,0,581,32,49,127,126,91,77,27,0,0,534,8,17,67,57,61,99,28,3,0,346,4,9,4,3,9,3,0,0,0,31,60,124,374,307,283,259,73,10,0,1488,0,4,0,0,0,0,0,0,0,10,5,0,0,4,6,3,0,0,0,19,3,4,9,4,6,3,0,0,0,31
LGA53430,68,255,1254,1441,1259,1013,233,23,0,5542,221,328,352,287,245,334,250,48,5,2067,16,21,61,86,48,74,20,3,0,327,8,5,31,31,23,13,4,3,0,115,307,610,1695,1845,1570,1428,500,81,7,8049,14,24,52,47,61,72,12,0,0,279,60,27,27,23,25,22,15,0,0,202,74,49,78,64,89,94,28,0,0,478,377,656,1778,1911,1660,1519,530,79,7,8527,292,108,154,160,229,462,1052,715,292,3472,41,69,171,163,192,146,93,74,49,1008,708,840,2093,2229,2087,2132,1686,873,348,13004,28,202,1026,744,891,611,128,3,0,3631,314,467,630,841,744,752,274,31,3,4058,15,35,130,115,44,57,23,0,0,410,3,10,20,12,13,10,8,0,0,79,359,710,1803,1711,1691,1432,434,36,6,8177,5,16,36,24,37,25,0,0,0,144,59,45,41,30,30,26,9,0,0,235,63,54,75,50,62,49,11,0,0,370
LGA53570,23,61,150,157,208,172,59,11,5,844,22,19,45,23,44,63,42,19,0,279,7,6,11,12,22,30,11,4,0,99,3,6,10,11,10,4,4,0,0,47,50,93,221,207,281,277,105,35,5,1270,0,3,0,9,17,12,7,0,0,44,0,0,0,0,0,0,0,0,0,9,5,8,3,5,20,9,11,0,0,55,55,98,225,213,293,287,119,35,5,1322,70,8,19,24,35,108,329,204,34,839,3,10,22,13,27,37,37,27,3,174,127,115,264,250,356,427,488,262,38,2340,11,29,120,90,124,91,26,7,0,498,28,32,98,105,107,118,39,7,0,530,8,0,11,13,16,11,3,0,0,63,0,0,3,4,9,0,0,0,0,22,49,62,231,210,257,229,65,9,0,1114,0,0,5,4,9,6,0,0,0,15,3,0,0,4,3,0,0,0,0,16,3,7,3,6,12,9,0,0,0,33
LGA53640,5,16,64,57,63,52,32,0,0,296,6,5,5,7,4,16,11,9,0,57,0,0,0,0,0,4,0,0,0,8,0,0,0,4,0,0,0,0,0,6,12,27,72,64,66,71,51,5,0,363,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,8,13,27,74,72,67,67,52,5,0,374,8,0,9,3,8,22,32,11,3,100,0,6,4,10,9,13,3,3,0,46,22,32,86,82,76,106,87,22,5,513,4,13,18,18,25,20,11,0,0,113,0,5,36,28,21,20,11,0,0,114,0,0,4,0,0,3,3,0,0,17,0,0,5,0,0,0,0,0,0,6,4,18,66,47,52,39,24,7,0,249,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,5,0,0,0,0,0,0,12
LGA53710,5,11,25,37,37,38,18,0,0,180,0,0,3,8,5,5,12,4,0,36,0,0,4,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,4,9,11,12,25,46,47,49,32,7,4,228,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,0,8,10,17,34,47,42,48,32,7,4,240,4,5,0,0,3,20,40,26,9,107,3,5,0,4,13,6,8,3,0,48,23,15,32,54,58,76,86,34,11,391,0,11,10,16,11,24,0,0,0,77,4,4,7,27,28,24,9,5,0,108,0,0,3,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,4,18,17,46,41,51,16,3,0,197,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,14
LGA53780,443,1651,4807,6492,5113,3302,665,28,4,22508,1104,1276,1263,1087,885,799,516,65,0,6998,48,52,160,200,160,175,68,0,0,875,27,88,221,158,115,87,19,7,0,716,1613,3065,6451,7943,6279,4363,1273,104,6,31092,104,225,347,296,238,183,36,0,0,1434,277,159,98,61,66,62,27,3,0,754,386,380,449,356,300,251,60,3,0,2189,2001,3444,6898,8299,6582,4610,1338,105,6,33287,1857,708,1151,1020,965,1286,3309,2109,603,13013,240,193,441,442,341,207,189,138,101,2292,4099,4347,8485,9765,7885,6104,4844,2349,710,48592,180,1009,2782,3061,2970,1739,281,7,0,12037,1319,1504,2322,2974,2305,1716,509,47,0,12693,44,90,330,260,143,152,40,3,0,1059,24,71,123,97,82,46,11,3,0,459,1564,2663,5557,6398,5510,3657,839,66,4,26250,70,129,190,187,164,94,11,0,0,854,320,166,210,240,154,122,17,0,0,1220,392,294,399,425,320,218,27,6,0,2074
LGA53800,243,485,1308,1398,1469,1237,279,22,5,6444,357,181,255,201,245,306,203,46,0,1792,16,25,59,67,102,110,45,3,0,431,16,17,51,22,29,20,5,4,0,166,631,709,1671,1693,1847,1668,523,83,7,8833,36,57,75,71,71,62,7,0,0,377,64,13,21,20,21,24,18,0,0,190,105,70,97,97,95,88,20,0,0,564,736,777,1765,1792,1938,1755,549,82,7,9405,423,140,236,250,307,561,1326,852,298,4386,129,83,208,260,207,190,157,121,56,1400,1282,1000,2209,2297,2450,2511,2029,1049,361,15192,121,344,737,829,1063,708,126,3,0,3926,545,312,665,853,872,732,246,24,3,4251,21,37,139,74,65,95,23,0,0,460,3,8,21,16,37,15,6,3,3,120,692,703,1557,1773,2037,1550,407,36,3,8765,26,31,31,24,38,20,7,0,0,178,53,24,39,52,39,51,0,0,0,260,80,54,71,73,84,75,12,0,0,442
LGA53920,6,28,110,96,109,83,28,0,0,461,0,14,20,29,16,18,8,0,0,105,3,0,15,19,10,31,12,0,0,95,0,0,12,3,7,6,0,0,0,32,9,41,158,151,145,132,45,6,0,687,17,22,38,27,14,6,0,0,0,125,10,6,9,3,0,3,0,0,0,39,25,27,44,34,18,10,0,0,0,161,36,72,206,184,161,142,46,6,0,850,121,58,111,94,84,92,173,50,4,782,19,21,50,63,66,51,37,19,3,332,173,150,369,339,309,287,253,73,8,1960,14,26,85,61,67,74,20,0,0,342,10,19,33,37,30,18,8,0,0,148,0,4,20,23,18,33,7,0,0,108,0,6,8,3,3,5,0,0,0,24,21,54,147,116,118,129,41,0,0,624,5,11,12,13,5,4,0,0,0,56,8,11,9,8,5,0,0,0,0,45,15,19,22,30,13,3,0,0,6,101
LGA53990,190,368,1031,1258,1242,921,180,15,5,5206,238,104,150,147,129,191,145,29,6,1138,23,20,55,49,72,81,22,0,0,319,9,10,32,25,21,14,4,0,0,122,458,500,1269,1477,1456,1204,358,42,5,6783,26,33,46,40,40,30,5,0,0,212,46,11,9,4,3,14,5,0,0,98,70,43,53,44,42,45,12,0,0,311,524,546,1325,1528,1504,1248,367,42,5,7095,423,64,88,130,147,350,959,598,153,2899,51,26,64,63,77,92,59,33,14,478,995,636,1472,1722,1724,1688,1383,673,170,10470,101,215,502,593,716,433,46,0,0,2612,373,166,504,792,662,520,163,15,0,3198,21,24,107,53,49,63,11,0,0,326,11,12,14,25,17,9,13,0,0,99,501,418,1129,1465,1447,1024,233,20,0,6239,21,18,17,23,26,16,3,0,0,119,55,13,30,38,19,28,3,0,0,191,77,27,50,57,43,43,6,0,0,306
LGA54060,14,33,69,109,144,129,44,7,0,547,24,9,15,18,16,42,26,6,0,157,5,0,8,7,14,10,10,5,0,58,0,3,5,8,8,8,7,0,0,31,42,46,88,143,175,186,83,23,0,794,4,4,4,0,0,3,0,0,0,22,4,0,0,0,0,3,0,0,0,7,9,6,4,0,0,6,0,0,0,36,55,55,93,142,177,192,83,23,0,829,37,5,16,8,25,94,250,145,34,614,6,8,26,30,31,39,45,30,8,232,101,66,138,184,240,333,377,194,44,1671,7,28,29,62,86,75,18,0,0,300,37,15,34,66,85,83,35,10,0,365,0,0,8,5,5,16,8,3,0,47,0,0,0,4,7,4,3,6,0,22,48,39,72,144,181,180,58,15,0,734,0,0,5,4,0,7,0,0,0,17,0,0,0,0,3,3,0,0,0,16,0,0,4,9,3,9,0,0,0,32
LGA54130,10,20,52,59,57,45,21,0,0,263,0,3,4,8,5,19,9,0,0,51,0,0,0,5,0,6,6,0,0,15,0,0,0,4,0,0,0,0,0,4,9,30,54,73,65,72,38,0,0,334,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,6,9,30,51,73,65,80,38,0,0,340,4,0,0,3,5,22,36,23,9,97,3,6,7,6,6,11,7,0,0,38,15,26,59,82,74,107,81,22,9,483,0,16,27,35,23,25,7,0,0,122,4,6,18,27,25,33,9,0,0,119,0,0,6,0,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,5,4,19,49,60,48,54,28,0,0,258,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8
