LGA_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
LGA58050,28,34,447,192,41,472,175,742,36,2169,123,258,1044,329,170,431,445,665,92,3547,727,1157,2794,602,521,439,1402,989,210,8846,1309,1331,2519,596,585,340,1599,788,184,9260,1161,986,1965,450,511,310,1259,685,154,7497,806,645,1352,339,447,245,1120,599,97,5645,248,225,276,82,129,75,307,194,33,1569,43,25,23,5,6,10,20,29,11,170,3,3,3,0,0,0,0,3,0,11,4442,4660,10423,2591,2414,2322,6331,4703,821,38716,37,32,81,528,114,993,51,350,38,2229,176,383,272,957,561,633,90,265,73,3401,733,1970,611,1727,1725,813,228,491,136,8425,826,1825,491,1672,1937,641,187,602,141,8319,793,1319,369,1475,1798,678,202,674,94,7406,439,829,260,1000,1326,492,127,541,65,5071,91,179,59,162,304,86,22,118,19,1041,14,13,3,7,19,9,0,19,0,86,0,0,0,0,0,0,0,0,4,10,3112,6546,2141,7529,7785,4353,908,3059,574,35995
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,11,0,0,0,0,0,3,6,0,20,4,0,0,0,0,0,0,0,0,8,13,5,0,0,0,0,0,3,0,18,16,0,3,0,0,0,0,3,0,25,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,51,0,7,5,0,4,10,15,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,0,6,8,0,0,0,0,13,7,0,0,5,5,4,0,0,0,20,4,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,8,12,9,0,5,0,60
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,10,0,6,0,0,0,0,0,0,22,13,3,9,5,0,0,3,5,0,36,10,0,4,0,0,0,3,0,3,30,15,0,3,3,0,0,9,0,0,33,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,60,8,24,4,3,6,20,16,3,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,3,0,0,0,0,14,10,4,3,3,3,0,0,0,0,26,11,0,0,3,6,0,0,0,0,29,4,3,0,8,3,0,0,6,0,23,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,9,19,23,3,4,8,5,109
LGA58330,0,0,16,0,0,9,0,10,4,43,0,5,20,4,0,9,5,9,3,53,5,11,40,3,3,3,16,14,5,105,23,18,39,6,7,0,29,24,6,138,32,16,55,13,3,3,53,25,9,202,50,38,54,14,15,3,66,21,6,271,25,17,16,4,7,8,13,9,0,95,11,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,153,97,239,48,37,36,177,108,26,926,0,0,4,10,4,24,0,5,3,46,0,0,9,6,7,8,5,0,0,34,4,25,12,19,17,7,3,11,0,93,14,34,7,27,17,8,8,7,0,130,32,38,15,35,62,16,10,13,3,222,32,50,13,47,58,20,9,18,0,240,12,20,3,6,18,7,3,9,0,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,102,163,61,160,185,86,34,62,8,856
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,0,4,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,9,9,5,0,0,0,0,0,0,0,16,12,0,0,0,0,0,4,0,0,22,8,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,36,0,9,3,0,0,13,11,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,4,0,0,0,3,3,0,0,0,14,4,3,0,3,0,0,0,0,0,7,3,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,6,9,8,0,5,0,0,50
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,0,0,13,3,3,0,0,0,0,4,0,0,17,5,5,4,0,0,0,4,6,0,18,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,3,6,0,0,10,13,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,5,0,0,0,0,0,11,0,6,0,4,4,0,0,0,0,11,4,3,0,0,3,0,0,0,0,20,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,0,9,7,0,0,3,0,53
LGA58510,4,23,46,55,10,74,14,121,8,359,38,180,220,165,65,104,91,161,14,1049,312,1026,601,262,210,162,257,271,48,3145,466,900,439,127,159,77,178,156,52,2550,395,488,263,83,144,76,139,121,30,1737,250,311,206,68,98,58,142,96,15,1237,66,108,60,16,20,20,50,32,8,387,3,11,0,0,4,0,3,6,6,37,0,0,0,0,0,0,0,0,4,7,1534,3047,1839,785,713,577,878,967,184,10504,9,7,10,141,28,170,8,56,0,426,48,192,61,368,188,171,20,82,8,1146,277,1235,186,462,406,171,33,167,44,2968,312,911,114,258,362,88,21,92,37,2194,258,518,88,211,348,75,26,80,11,1621,154,303,52,137,280,68,18,64,20,1099,42,70,13,44,89,26,4,16,3,313,0,3,0,0,9,0,0,0,0,16,0,0,0,0,0,0,0,0,4,5,1096,3246,528,1628,1699,773,132,561,125,9784
LGA58540,0,0,5,0,0,0,0,0,0,9,3,0,0,0,0,3,0,5,0,12,13,0,6,0,0,0,0,7,0,30,19,0,7,0,0,0,4,3,0,36,19,0,3,0,0,0,13,4,0,40,33,0,6,0,0,0,10,5,3,62,17,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,10,33,0,0,5,31,37,7,219,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,6,0,0,9,3,0,4,0,20,3,10,0,6,4,0,0,5,0,29,14,6,0,0,5,6,0,3,0,39,22,0,4,8,8,0,0,5,0,51,9,0,0,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,44,18,8,23,19,12,7,22,0,165
LGA58570,8,10,44,47,8,80,13,87,7,304,34,178,129,164,62,101,56,102,21,841,368,1377,484,260,237,153,131,181,60,3247,656,1153,352,142,128,88,89,94,31,2732,480,772,227,79,117,74,85,62,26,1932,327,454,162,53,94,50,71,80,15,1308,78,147,50,28,29,16,27,27,8,413,17,22,6,0,3,5,6,4,0,62,0,0,0,0,0,0,0,0,0,0,1959,4107,1454,779,686,560,475,646,164,10831,0,9,5,120,26,149,5,40,4,354,57,244,46,325,155,149,6,56,20,1054,359,1650,180,448,476,143,15,106,33,3421,440,1161,101,208,318,89,12,60,28,2423,324,773,63,156,316,92,10,57,19,1804,176,442,42,113,269,74,12,49,10,1169,32,122,16,24,71,22,6,15,4,306,4,3,0,3,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,1388,4417,449,1392,1633,723,59,379,113,10553
LGA58610,0,0,10,0,0,0,0,7,0,19,0,0,8,0,0,0,0,7,0,17,9,4,22,0,0,3,0,15,0,65,24,0,16,0,0,0,10,15,5,66,32,0,9,0,0,4,8,7,0,63,21,8,12,5,0,4,22,12,0,78,18,0,5,0,0,5,4,8,0,33,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,105,16,82,7,3,12,47,67,7,354,0,0,0,3,0,6,0,5,0,18,0,3,0,0,8,4,0,0,0,16,4,12,0,10,7,0,0,6,0,52,8,15,0,5,13,4,0,15,0,61,8,9,6,19,11,3,8,9,0,69,16,11,5,12,11,6,7,9,3,72,4,6,0,0,8,4,0,7,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,50,14,61,62,31,14,51,7,333
LGA58680,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,8,0,9,3,0,3,0,0,0,3,5,0,12,7,4,4,0,0,0,3,0,0,20,8,0,3,0,3,0,11,4,0,34,13,0,3,0,0,0,14,5,0,30,9,0,4,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,6,19,4,3,0,34,22,4,140,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,13,4,0,3,0,0,0,4,4,0,15,10,0,0,0,6,0,0,3,0,21,10,3,0,4,0,0,6,0,0,26,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,8,3,8,15,3,11,14,5,88
LGA58760,43,34,596,280,64,696,241,1055,60,3070,175,344,1429,545,238,618,526,932,109,4917,1003,1469,3640,783,613,589,1303,1393,252,11050,1852,2091,3520,698,735,462,1501,1191,259,12310,1901,1664,3039,667,669,451,1497,1036,208,11129,1098,929,1967,430,490,295,1212,878,114,7417,246,228,375,95,126,110,302,277,19,1789,30,27,29,6,22,25,28,27,10,196,0,3,0,0,4,3,0,0,4,13,6348,6783,14594,3505,2962,3248,6605,6790,1048,51889,41,73,122,854,192,1547,48,425,47,3353,221,582,293,1457,789,1008,82,341,69,4845,1013,2656,731,2237,2192,944,207,571,185,10733,1199,3066,728,2141,2648,849,191,731,177,11729,1064,2318,597,2070,2698,939,217,1025,168,11102,586,1134,320,1312,1801,670,116,697,70,6698,90,220,61,230,402,106,23,158,22,1305,3,15,4,10,21,0,6,7,10,75,5,0,0,0,0,0,0,0,0,3,4215,10055,2847,10306,10745,6067,905,3960,739,49843
LGA58820,0,0,28,0,0,8,5,16,0,56,0,5,27,0,5,3,9,14,4,68,10,6,51,0,5,0,27,20,4,128,22,11,55,0,0,0,45,31,11,174,34,16,78,6,4,0,68,24,5,231,23,15,68,7,3,4,58,25,5,207,24,5,7,0,0,0,17,9,0,62,7,0,0,0,0,3,0,4,0,18,0,0,0,0,0,0,0,0,0,0,122,49,320,21,21,17,226,136,28,946,0,0,3,13,7,22,0,12,0,56,0,0,4,19,6,9,3,6,5,53,7,14,13,14,19,6,9,13,0,103,18,25,21,33,27,13,12,17,0,163,17,28,17,33,36,17,5,29,8,184,20,22,16,33,34,15,7,24,0,168,12,7,0,7,9,0,0,7,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,70,100,74,153,130,83,38,99,15,774
LGA58890,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,6,0,16,11,0,5,0,0,0,5,3,0,24,14,0,4,0,0,0,5,4,0,24,35,0,6,0,0,0,4,5,0,50,31,7,9,0,0,0,6,5,0,48,21,0,0,0,0,0,3,5,0,28,8,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,3,132,9,28,0,0,3,17,26,0,215,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,3,4,0,0,6,0,18,5,3,3,3,5,0,0,0,0,26,19,7,3,4,9,0,0,8,0,47,21,6,0,6,6,0,0,4,0,39,11,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,19,7,16,21,4,8,17,0,152
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,6,0,0,0,7,3,0,19,9,0,6,0,0,0,15,0,0,35,13,0,11,0,0,0,5,0,0,28,9,0,10,0,0,0,11,4,0,43,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,45,0,0,0,39,14,0,145,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,10,3,0,0,0,0,0,0,0,0,13,5,0,0,0,3,0,0,8,0,16,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,10,7,0,9,0,55
LGA59100,0,0,6,0,0,0,0,3,0,9,4,0,0,0,0,0,0,5,0,10,16,0,9,0,0,0,0,7,0,32,12,0,0,0,0,0,5,3,0,20,14,0,4,0,0,6,0,5,0,30,25,0,11,3,0,0,3,0,0,46,9,0,0,0,0,0,3,9,0,23,5,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,0,4,83,3,28,3,0,3,18,32,3,169,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,4,0,9,4,8,0,3,0,0,0,0,0,15,12,5,5,7,5,0,0,0,0,33,3,3,0,0,5,0,0,9,0,28,14,3,4,5,5,0,4,4,0,38,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,40,18,12,11,16,8,3,19,3,128
LGA59170,0,0,0,0,0,0,0,3,0,11,4,0,4,0,0,0,0,7,0,20,14,0,8,4,0,0,7,10,0,42,37,0,13,0,0,6,5,10,0,64,14,0,13,0,0,0,13,8,0,50,29,0,0,0,0,3,5,13,0,55,22,0,0,0,0,0,3,0,0,27,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,130,4,42,7,0,11,39,53,9,286,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,5,0,7,3,9,0,8,5,0,0,5,0,38,13,9,4,7,10,0,0,5,0,51,16,12,4,0,4,6,0,4,0,45,15,9,0,3,15,4,5,11,0,56,7,3,0,0,3,0,0,0,0,18,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,65,44,13,24,41,13,12,25,0,233
LGA59250,0,0,0,0,0,0,5,4,0,5,0,9,10,0,0,0,7,7,0,35,6,28,43,0,0,0,38,14,3,137,12,14,43,3,3,0,25,11,0,108,12,20,31,6,0,0,32,7,0,109,9,7,18,0,0,0,21,3,0,61,0,3,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,43,75,150,6,8,0,136,52,8,476,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,16,3,12,0,4,7,0,14,7,0,41,4,6,0,0,7,0,0,3,0,27,3,3,0,4,7,0,3,8,0,28,7,3,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,8,14,20,3,23,23,0,139
LGA59310,0,0,5,0,0,0,3,0,0,14,3,0,8,0,0,0,5,0,0,26,20,3,16,3,5,0,6,11,0,66,25,4,13,4,0,3,6,7,0,61,24,3,14,6,0,6,11,11,3,71,26,8,7,3,0,11,16,9,0,71,14,0,7,0,0,0,15,9,0,39,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,114,24,82,9,10,15,58,53,3,367,0,0,0,0,0,4,0,5,0,13,0,3,3,0,3,0,0,6,0,15,6,7,4,0,3,5,4,9,0,36,10,18,3,9,23,8,0,12,0,70,14,6,3,11,6,7,0,3,0,51,8,7,9,12,14,5,6,7,0,58,6,0,0,3,10,0,3,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,41,14,38,54,30,8,34,3,273
LGA59320,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,4,0,11,4,0,4,0,0,0,0,7,0,15,3,0,0,0,0,0,3,3,0,16,12,0,0,0,0,0,0,0,0,23,21,0,5,0,0,0,0,0,0,31,5,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,15,0,0,7,19,22,0,113,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,4,0,4,0,0,5,4,0,0,0,12,7,0,0,4,5,0,0,0,0,20,7,0,0,9,0,0,0,0,0,18,5,3,0,0,0,0,0,4,0,19,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,3,11,15,4,0,6,0,90
LGA59330,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,4,0,14,5,3,7,0,0,0,0,7,0,20,8,5,3,0,0,0,0,0,0,12,17,0,0,0,0,0,0,5,0,22,11,0,0,0,0,0,3,5,0,27,4,0,0,0,0,0,0,4,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,10,17,0,3,0,12,20,0,114,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,4,0,0,4,0,0,0,0,21,0,0,0,0,3,0,0,3,0,9,4,0,3,4,7,0,0,0,0,19,5,0,0,6,3,5,0,0,0,21,3,3,0,4,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,13,5,9,22,4,6,5,0,87
LGA59340,0,0,15,9,0,14,4,18,0,61,0,24,33,16,12,3,16,39,3,147,52,117,149,50,13,20,55,102,13,567,95,109,150,51,14,10,56,53,17,557,117,84,125,42,21,6,83,51,12,541,107,68,91,31,19,10,73,40,5,451,47,25,16,19,5,5,35,12,9,174,7,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,435,433,580,221,90,63,322,315,59,2514,0,0,6,20,3,16,0,20,0,71,5,23,12,28,27,13,5,22,6,130,54,200,16,97,74,23,7,44,13,534,82,126,23,74,89,14,7,25,9,456,77,118,18,57,89,23,8,30,5,428,59,101,16,68,108,37,4,32,4,427,22,28,5,4,21,16,0,5,0,97,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,305,593,100,353,415,142,28,180,38,2164
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,3,0,22,5,14,33,0,0,0,36,4,0,89,7,3,22,0,0,0,7,3,0,49,12,5,19,0,0,0,17,0,0,60,6,6,19,0,0,0,21,0,0,51,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,89,5,9,0,99,16,0,284,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,9,0,8,0,0,0,0,0,4,0,19,0,0,0,0,3,0,5,0,0,17,0,0,0,4,6,0,4,0,0,19,0,3,3,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,6,13,17,0,12,13,0,85
LGA59360,0,0,0,0,0,0,0,4,0,0,4,0,16,4,0,0,6,10,0,45,10,20,56,0,4,0,54,15,4,159,18,4,58,3,0,0,71,9,3,167,31,8,44,3,0,0,68,14,0,172,39,8,35,5,4,0,64,22,3,181,19,0,6,0,3,0,8,5,0,44,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,127,43,215,14,13,5,270,78,11,776,0,0,0,0,0,0,0,4,0,7,0,7,4,0,4,0,8,7,0,19,9,4,0,10,5,4,17,12,0,60,9,3,3,6,12,4,7,7,7,50,12,5,9,5,12,5,9,9,0,70,13,7,9,5,10,0,5,15,0,53,0,3,0,0,5,0,4,5,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,27,20,29,45,14,45,50,10,277
LGA59370,0,0,9,6,0,7,3,14,0,40,0,0,14,0,0,0,6,7,0,26,14,7,25,5,4,5,17,23,0,105,33,18,27,4,0,3,20,18,0,121,26,10,24,7,6,3,36,5,5,124,46,13,48,10,10,9,37,28,0,198,35,12,20,0,3,5,12,8,5,89,10,0,0,0,0,0,0,4,0,15,5,0,0,0,0,0,0,0,0,5,164,66,164,34,27,36,127,102,10,729,0,0,0,9,3,5,0,8,0,29,0,6,5,5,3,12,0,5,0,35,6,33,6,13,13,3,0,9,0,84,17,29,9,27,34,16,0,9,0,140,19,30,9,27,30,20,0,4,4,143,23,28,13,42,38,10,0,15,7,183,12,11,3,5,10,7,0,3,0,54,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,79,132,50,133,128,70,5,58,18,682
LGA59799,0,0,0,0,0,0,0,3,0,3,0,6,15,9,0,0,0,20,0,54,5,42,103,8,0,0,18,64,0,237,18,80,204,10,11,0,52,105,9,494,27,92,175,10,18,0,60,66,10,451,21,53,90,6,5,0,32,29,8,234,5,8,10,0,0,0,4,7,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,76,290,596,37,33,6,168,289,18,1517,0,0,0,0,0,0,0,0,0,7,0,0,7,7,0,0,0,10,0,23,3,15,8,12,3,0,0,18,0,54,0,8,8,3,0,0,0,9,0,28,3,9,6,0,3,0,0,10,0,32,11,8,0,5,0,0,0,6,0,29,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,40,28,25,9,0,4,49,5,186
