LGA_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
LGA52450,13,0,12,0,0,3,5,15,0,40,3,4,11,0,0,3,3,7,0,23,25,4,13,5,0,3,4,13,0,76,20,4,15,0,0,5,4,5,0,57,25,0,13,6,0,0,10,3,0,56,21,0,7,0,0,0,11,3,6,54,10,0,0,3,0,0,4,3,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,117,24,65,15,0,21,45,50,5,339,0,0,3,7,0,6,0,7,0,19,0,0,0,0,4,8,3,3,4,20,7,9,0,5,8,0,0,3,0,38,5,10,7,18,11,6,3,0,0,61,5,10,0,5,9,5,0,9,0,53,6,5,3,4,8,0,0,6,0,39,3,0,0,0,3,6,0,3,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,33,14,41,47,28,9,37,10,248
LGA52520,0,0,9,0,0,0,3,0,0,17,5,0,9,0,0,3,3,4,0,28,37,6,9,0,0,0,11,4,0,72,37,4,22,0,4,0,13,3,0,84,27,9,11,0,0,0,10,10,0,62,37,3,13,0,0,6,17,13,0,90,19,3,6,0,0,0,5,9,0,39,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,177,23,69,8,8,10,61,42,3,402,0,0,0,0,0,4,0,0,0,7,3,6,0,0,4,0,0,4,0,23,3,27,0,4,18,0,6,7,0,58,9,13,0,7,15,3,0,8,3,68,12,8,3,8,8,4,0,3,0,50,10,3,4,9,12,3,3,4,0,53,10,0,0,3,3,0,0,0,0,21,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,53,47,8,31,70,24,5,32,3,278
LGA52590,0,0,8,3,0,8,0,17,0,31,7,0,11,0,0,6,4,16,4,54,22,15,52,5,3,7,18,41,0,162,46,17,45,4,0,0,10,25,4,153,49,18,40,5,4,9,48,20,0,193,56,16,39,3,0,6,62,26,5,219,38,11,14,4,5,9,12,9,3,95,15,0,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,233,86,206,22,16,42,158,152,17,937,3,0,0,8,0,5,0,13,0,28,0,5,0,8,4,5,5,9,0,43,16,33,10,22,20,8,7,25,0,151,14,28,5,21,33,9,4,14,0,138,29,24,9,15,27,12,9,16,0,151,36,22,7,19,42,17,7,27,7,185,18,6,3,8,14,3,3,3,4,62,6,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,118,134,38,101,152,62,45,116,16,772
LGA52660,3,0,53,16,0,49,6,84,0,226,5,8,98,16,8,30,40,76,7,284,54,46,302,16,25,34,128,99,22,731,90,85,252,34,30,16,158,100,16,783,103,85,205,28,36,28,146,75,12,716,93,69,140,20,28,21,161,63,7,607,40,26,27,8,7,9,33,14,4,170,16,0,0,0,0,3,4,3,0,29,3,0,0,0,0,0,0,0,0,4,416,313,1072,141,138,196,685,515,72,3551,0,0,4,47,17,102,6,45,0,234,20,24,23,70,36,37,13,26,5,254,47,141,54,102,155,86,18,37,13,646,71,177,43,140,164,71,17,65,8,762,64,128,44,146,160,75,16,82,8,717,37,94,25,102,122,72,13,44,0,505,17,18,3,8,25,6,0,14,0,103,9,0,0,0,3,3,0,4,0,18,0,0,0,0,0,0,0,0,0,0,268,583,198,627,685,455,77,315,42,3239
LGA52730,0,0,16,12,0,20,3,39,0,94,3,3,25,0,0,3,3,9,0,43,19,24,63,3,0,0,11,10,3,145,48,56,73,12,11,5,19,25,3,245,76,55,55,14,9,9,20,27,7,278,86,51,60,16,17,16,37,30,3,318,53,23,12,3,3,8,9,21,0,131,15,3,5,0,0,0,0,3,4,34,5,0,0,0,0,0,0,0,0,5,305,214,308,58,39,68,106,169,27,1285,0,0,4,17,0,26,0,18,0,67,3,0,10,15,3,9,0,4,0,37,26,57,8,24,23,8,0,13,4,168,39,89,22,41,48,16,7,27,0,298,58,90,21,48,52,21,7,32,3,333,52,82,15,52,52,23,4,34,0,303,35,15,4,11,15,7,0,4,4,103,0,3,0,0,3,4,0,0,3,14,0,0,0,0,0,0,0,0,0,0,211,336,78,205,199,110,18,141,23,1319
LGA52800,0,3,4,3,0,7,0,16,0,30,9,19,24,20,0,0,7,31,5,110,43,78,72,53,14,10,27,58,14,354,30,43,65,50,17,8,24,35,6,275,54,58,51,29,11,0,47,30,6,297,63,51,58,48,11,12,32,25,7,307,26,19,13,22,5,11,15,13,5,120,6,0,3,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,225,263,294,222,62,45,155,198,48,1506,0,0,5,8,11,6,0,6,3,40,8,35,0,27,18,9,5,13,6,109,23,141,9,73,57,12,3,23,7,351,28,103,4,57,38,10,0,12,0,263,38,69,5,64,51,12,3,10,5,260,44,87,8,48,62,16,4,11,3,282,13,35,4,7,11,3,3,11,0,82,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,158,462,39,290,239,69,18,87,28,1397
LGA52870,4,0,30,9,0,6,8,32,0,90,7,7,32,3,6,3,8,24,0,84,13,14,75,3,0,6,25,37,0,178,40,18,82,6,3,3,62,26,9,257,73,32,77,8,11,6,77,35,3,325,60,33,64,20,14,10,68,34,5,309,50,23,25,3,5,3,20,16,3,141,17,0,0,0,0,0,0,3,0,31,0,0,0,0,0,0,0,0,0,3,268,130,382,63,39,45,265,214,24,1423,3,0,3,15,7,22,0,12,6,76,0,4,6,14,8,3,9,9,0,61,24,32,16,21,19,19,3,36,5,166,42,66,21,41,47,18,7,25,5,258,54,71,7,44,57,19,7,37,3,307,44,69,16,56,59,15,4,33,0,298,25,18,3,10,7,7,0,9,0,88,6,0,0,0,4,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,199,259,68,200,211,107,37,168,25,1276
LGA52940,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,5,0,20,5,0,3,0,0,0,6,4,0,21,18,8,4,0,0,0,0,4,0,33,24,0,6,0,0,0,6,4,0,45,15,0,6,3,3,0,4,3,0,31,17,0,5,0,0,0,8,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,86,10,26,3,3,0,30,23,3,182,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,7,4,0,0,0,4,0,0,3,0,17,10,10,0,5,7,0,0,0,0,34,10,5,0,7,5,0,0,0,0,29,4,0,3,3,6,5,0,0,0,27,5,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,41,20,3,28,27,7,5,11,0,139
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,9,10,3,0,0,0,0,3,9,0,31,17,3,4,0,0,0,4,5,0,39,19,0,0,0,0,0,4,6,0,36,22,0,7,5,0,0,3,8,0,42,17,0,0,0,0,0,4,0,0,21,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,89,5,21,4,0,0,18,27,6,177,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,4,5,7,5,0,8,0,0,0,0,24,9,4,5,3,6,0,0,0,0,28,4,4,0,6,5,5,0,4,0,29,17,5,0,3,0,0,0,3,0,34,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,11,18,31,7,0,11,5,140
LGA53080,0,0,0,0,0,0,0,0,0,9,3,10,3,0,0,4,3,5,0,27,9,4,17,10,0,5,8,8,0,51,0,6,9,6,3,0,14,5,0,42,6,12,20,5,0,0,24,9,0,80,5,6,10,0,0,0,12,12,0,45,8,4,7,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,46,72,13,10,10,69,34,4,284,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,14,0,21,6,12,4,3,0,7,3,42,5,11,3,4,3,0,0,8,0,27,12,3,3,0,5,0,0,5,0,30,9,3,4,4,9,0,6,5,0,46,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,15,23,24,8,8,22,4,171
LGA53150,0,5,19,24,3,15,7,30,0,98,9,25,21,29,6,23,15,25,0,152,41,89,55,28,10,15,13,21,4,279,96,144,35,14,15,11,3,17,4,336,156,179,53,14,20,25,18,12,5,477,133,123,60,16,19,16,10,16,0,395,33,54,13,6,0,16,6,10,8,141,8,6,4,0,5,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,468,624,252,133,86,128,64,128,21,1907,0,3,4,55,8,47,0,17,0,141,6,38,3,54,26,25,0,4,0,156,41,152,18,40,38,12,0,0,4,305,75,207,9,27,54,16,0,7,5,401,78,229,12,42,95,33,0,4,4,492,67,175,16,37,71,28,0,0,5,407,6,49,0,3,24,9,0,3,0,107,6,4,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,276,852,60,269,311,168,10,50,21,2022
LGA53220,0,3,20,9,0,10,13,35,0,100,5,53,151,10,5,14,87,87,7,423,112,312,908,46,29,20,493,223,17,2156,168,233,947,34,57,5,622,171,28,2264,181,187,699,42,38,8,669,118,24,1970,83,113,397,23,31,4,538,103,15,1305,23,22,43,4,0,8,87,20,0,202,0,0,3,0,0,0,5,3,0,13,0,0,0,0,0,0,0,0,0,0,583,921,3173,176,166,64,2502,757,97,8441,4,3,5,16,13,16,3,10,0,70,8,37,40,28,36,15,63,57,6,288,45,208,123,78,106,24,175,116,18,891,54,97,82,39,79,15,129,68,16,573,53,58,54,42,66,20,163,65,0,531,29,53,18,32,50,12,81,55,5,334,4,8,0,9,14,0,4,3,5,49,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,191,460,329,249,359,104,623,387,48,2753
LGA53290,5,0,67,11,4,45,21,62,6,221,16,14,111,5,5,19,42,49,5,265,85,63,196,14,11,36,94,100,14,627,145,57,164,22,21,28,123,90,19,673,209,80,151,20,22,28,143,84,16,749,155,76,117,13,24,18,171,81,22,685,64,17,20,0,14,7,52,21,4,197,30,0,0,0,0,0,0,0,3,42,4,0,0,0,0,0,0,0,0,3,718,315,827,95,100,178,645,485,100,3467,0,0,14,38,18,77,6,40,4,192,11,36,20,53,36,41,17,18,7,237,53,131,27,77,121,54,21,49,8,539,82,135,35,84,130,61,14,62,9,610,133,109,35,113,164,60,17,64,15,703,90,88,22,87,114,41,14,75,16,547,38,24,3,25,29,3,3,17,0,147,12,3,0,0,3,0,3,4,0,30,0,0,0,0,0,0,0,0,0,0,414,526,156,471,617,331,92,334,57,3001
LGA53360,4,0,22,7,0,24,5,21,0,69,4,14,34,14,3,11,11,12,0,97,29,59,125,37,6,15,17,45,6,336,64,53,105,22,8,9,30,31,5,333,77,52,81,19,14,8,23,29,12,313,68,53,65,21,14,11,41,33,9,302,40,10,18,0,3,0,9,8,5,89,5,3,3,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,3,293,231,448,120,48,80,128,183,42,1566,0,0,0,25,0,18,0,13,0,60,3,12,6,37,29,8,0,21,3,124,32,95,33,82,64,15,8,39,5,374,47,73,17,52,63,18,4,23,4,307,40,59,11,34,73,28,3,23,9,283,42,58,9,23,68,33,10,16,6,259,16,12,0,0,22,7,0,3,5,73,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,193,313,76,255,324,136,20,144,34,1488
LGA53430,9,6,48,53,4,78,16,89,0,307,29,80,124,158,30,70,36,81,5,610,190,646,366,160,68,56,63,116,29,1695,384,667,341,120,85,47,80,90,34,1845,380,564,246,72,80,41,74,95,21,1570,349,450,219,51,79,36,115,94,31,1428,90,192,72,20,30,29,34,32,11,500,15,33,3,4,3,6,0,8,6,81,0,5,0,0,0,0,0,0,0,7,1441,2638,1408,643,383,358,427,599,149,8049,0,11,12,147,11,129,7,44,0,359,22,125,38,281,81,107,11,33,9,710,215,829,123,271,197,76,15,53,27,1803,273,840,79,169,202,70,18,40,19,1711,240,780,76,182,263,76,18,41,12,1691,190,598,50,163,270,80,14,47,12,1432,44,196,15,42,82,27,4,13,4,434,5,18,0,6,4,4,0,0,0,36,0,0,0,0,0,0,0,0,0,6,997,3392,392,1251,1116,573,79,284,86,8177
LGA53570,3,0,10,0,0,9,6,23,4,50,11,0,26,0,0,0,13,43,0,93,28,7,47,5,3,0,32,97,0,221,57,15,52,0,3,0,37,36,7,207,66,19,73,3,3,7,53,41,10,281,74,25,54,5,3,8,57,52,7,277,34,15,14,0,0,9,14,18,8,105,17,4,0,0,3,0,0,0,3,35,0,0,0,0,0,0,0,0,0,5,285,75,271,22,19,38,209,309,37,1270,0,0,0,15,4,11,0,12,3,49,5,0,5,16,10,6,5,17,0,62,19,15,10,20,37,6,8,111,5,231,27,31,13,20,45,17,7,38,9,210,50,37,13,35,42,12,10,48,6,257,48,31,7,18,51,14,11,38,5,229,14,16,0,5,10,4,0,12,5,65,9,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,175,136,51,123,208,75,38,279,26,1114
LGA53640,0,0,0,0,0,0,4,5,0,12,0,4,9,0,0,0,6,5,0,27,29,0,19,0,0,0,5,16,0,72,23,4,13,0,4,0,4,10,0,64,35,5,9,3,0,0,5,11,0,66,31,7,8,0,0,0,8,10,3,71,22,0,0,0,0,0,14,7,0,51,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,147,11,68,3,5,8,48,64,6,363,0,0,0,0,4,0,0,0,0,4,0,0,0,4,5,0,0,3,0,18,11,16,3,11,15,5,5,6,6,66,12,13,3,3,9,0,3,11,0,47,24,5,0,0,6,6,3,7,0,52,12,0,9,0,6,0,3,3,0,39,9,0,5,0,3,0,0,6,0,24,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,61,38,17,21,44,15,11,33,6,249
LGA53710,0,0,3,0,0,0,0,5,0,11,0,0,3,0,0,0,0,7,0,12,4,3,11,0,0,0,3,7,0,25,17,5,8,0,0,0,7,7,0,46,30,0,4,0,0,0,9,5,0,47,19,4,5,3,0,4,11,0,0,49,18,0,3,0,0,0,6,4,0,32,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,92,14,39,8,0,7,29,34,3,228,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,3,0,0,0,18,0,3,0,3,6,0,0,0,0,17,12,4,0,9,11,4,4,0,0,46,6,13,3,5,11,0,3,3,0,41,11,4,9,12,6,0,3,3,0,51,5,4,0,0,3,0,0,0,0,16,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,32,19,34,42,10,10,17,4,197
LGA53780,21,35,290,118,36,366,178,548,24,1613,87,236,809,286,151,355,434,618,87,3065,447,956,1744,383,399,355,1134,873,160,6451,904,1534,2107,454,553,265,1266,692,168,7943,786,927,1748,340,408,224,1052,654,134,6279,529,550,1016,218,316,161,984,487,92,4363,136,177,253,66,114,68,238,203,24,1273,17,19,13,11,9,10,13,19,6,104,3,0,0,0,0,0,0,0,0,6,2928,4428,7981,1877,1979,1804,5299,4094,700,31092,24,30,52,322,84,756,36,226,35,1564,106,347,184,713,414,552,78,227,52,2663,364,1373,418,1217,1028,492,130,437,98,5557,535,1659,385,1281,1303,437,141,577,76,6398,494,1053,287,1040,1306,421,152,685,73,5510,261,607,177,662,981,344,109,458,51,3657,56,141,40,132,259,79,34,105,12,839,3,12,3,11,16,0,0,9,7,66,0,0,0,0,0,0,0,0,0,4,1838,5211,1540,5377,5398,3088,679,2723,400,26250
LGA53800,9,3,181,34,10,143,38,204,11,631,29,24,286,50,22,79,62,150,16,709,129,193,592,116,59,92,207,251,31,1671,267,235,490,102,59,81,218,220,23,1693,297,262,423,127,75,84,340,199,38,1847,244,217,379,108,89,68,361,169,29,1668,109,79,97,31,26,15,100,57,8,523,31,9,9,3,0,3,4,6,9,83,5,0,0,0,0,0,0,0,0,7,1136,1028,2457,565,335,567,1334,1252,160,8833,4,14,36,206,38,281,10,96,5,692,27,109,54,216,106,117,16,52,7,703,111,458,88,332,293,142,22,103,12,1557,165,508,91,339,372,146,31,110,16,1773,202,525,88,386,409,181,44,163,29,2037,164,297,61,295,366,148,44,163,22,1550,50,76,14,63,108,36,3,47,8,407,10,11,5,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,3,3,736,1986,425,1835,1692,1060,178,742,109,8765
LGA53920,0,0,0,3,0,0,0,3,0,9,3,7,3,14,0,3,3,11,0,41,15,35,29,28,6,4,18,10,13,158,19,33,37,21,3,0,19,21,3,151,29,34,22,12,4,0,17,19,4,145,30,20,21,22,3,3,23,12,5,132,13,9,11,0,3,0,8,3,0,45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,108,140,117,96,22,13,89,75,29,687,0,0,0,10,0,4,0,11,0,21,4,13,6,14,4,4,0,10,5,54,12,58,4,30,20,9,6,5,6,147,12,36,4,31,19,4,0,5,6,116,22,35,7,27,11,7,4,5,3,118,22,43,6,20,21,0,4,4,3,129,5,16,0,9,5,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,193,23,140,81,31,16,41,24,624
LGA53990,3,4,126,20,3,97,39,158,11,458,16,19,197,17,12,30,82,118,6,500,88,93,468,35,29,37,204,291,24,1269,168,140,485,44,41,33,295,227,39,1477,193,155,456,61,54,41,318,153,34,1456,183,154,318,48,51,39,264,129,15,1204,74,52,66,18,13,12,60,46,11,358,28,3,0,0,0,4,4,3,5,42,6,0,0,0,0,0,0,0,0,5,759,621,2110,245,206,291,1271,1126,150,6783,6,0,29,121,33,198,13,91,10,501,19,45,41,100,82,54,11,61,10,418,64,253,110,181,203,95,36,172,13,1129,126,335,93,273,292,137,38,157,24,1465,157,271,86,289,339,132,33,125,13,1447,81,211,50,192,227,100,33,123,9,1024,36,43,7,31,61,11,7,29,7,233,4,0,0,0,4,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,497,1163,415,1190,1238,721,169,761,89,6239
LGA54060,0,0,9,8,0,7,0,16,3,42,0,0,17,4,0,4,3,11,0,46,9,9,29,7,0,7,13,11,6,88,26,24,56,0,4,0,13,22,0,143,53,8,50,5,4,5,29,20,5,175,37,17,53,5,5,6,36,27,10,186,34,6,12,0,4,5,14,8,5,83,3,4,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,158,75,222,27,15,31,117,114,33,794,0,0,4,15,0,19,0,3,3,48,0,3,6,8,4,7,0,3,4,39,5,14,3,7,8,19,0,6,0,72,17,29,4,23,29,9,4,25,0,144,24,29,13,30,35,17,6,27,3,181,25,28,14,26,32,18,12,22,0,180,14,6,3,8,12,7,0,6,0,58,3,0,0,0,4,0,0,4,3,15,0,0,0,0,0,0,0,0,0,0,92,122,43,118,133,90,23,90,13,734
LGA54130,0,0,5,0,0,0,0,0,0,9,3,0,5,0,0,0,3,7,0,30,24,3,9,0,0,0,10,11,0,54,46,0,12,0,0,0,7,6,4,73,34,0,13,0,0,0,9,9,0,65,28,9,12,0,6,0,11,12,0,72,19,5,6,0,0,0,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,20,55,0,5,5,37,55,3,334,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,19,15,11,4,7,4,3,0,8,0,49,24,8,0,4,11,7,4,6,0,60,18,5,8,3,4,0,3,3,0,48,15,5,0,7,7,0,5,13,0,54,6,4,3,4,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,37,14,26,39,16,11,25,3,258
LGA54170,18,46,485,353,70,581,171,834,17,2592,113,437,998,463,211,543,256,585,58,3662,645,1431,2146,502,342,317,491,547,139,6560,1858,2280,2320,452,494,284,526,494,128,8831,2385,2260,2083,485,574,357,622,510,175,9450,1754,1669,1743,393,533,311,653,535,119,7699,471,564,484,108,199,150,228,213,34,2447,25,62,28,5,20,24,17,39,6,231,3,3,4,0,6,0,0,4,5,16,7272,8760,10298,2770,2441,2560,2970,3749,671,41491,30,54,89,830,161,1233,31,372,19,2811,152,595,168,994,575,698,41,183,36,3449,613,2495,393,938,1236,468,61,185,105,6482,1111,3374,401,1134,1890,419,53,213,124,8718,1141,2989,454,1411,2392,607,63,324,103,9495,699,2007,320,1130,2208,612,73,360,76,7488,129,402,68,234,608,161,14,109,25,1746,12,30,9,12,36,13,0,9,8,120,0,0,0,0,0,0,0,0,0,3,3885,11935,1901,6680,9105,4203,344,1769,492,40303
LGA54200,10,9,181,75,19,187,83,276,11,848,38,86,419,113,64,133,162,238,14,1272,205,365,937,140,134,104,327,260,66,2539,586,593,904,149,194,114,454,199,59,3249,620,547,798,147,201,94,498,216,61,3179,494,395,583,114,183,68,521,193,41,2584,167,179,164,30,58,37,137,68,13,856,26,22,17,5,7,9,8,16,7,111,6,4,0,0,0,0,0,0,7,14,2146,2200,4000,765,862,746,2193,1464,269,14650,15,12,43,238,69,355,16,128,13,891,32,126,89,331,205,219,36,78,24,1137,213,670,163,396,559,172,67,94,41,2379,313,925,180,439,759,196,71,152,48,3077,345,767,153,474,797,219,79,206,45,3086,227,467,115,385,669,211,49,157,28,2309,72,139,27,82,180,53,20,55,10,648,8,9,0,11,17,0,0,5,4,53,0,0,0,0,0,0,0,0,0,6,1223,3124,770,2351,3256,1434,340,874,209,13587
