LGA_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
LGA52380,0,0,0,0,4,0,0,5,0,0,0,0,19,0,0,19,15,3,0,21,58,9,0,84,25,0,0,28,21,5,0,55,11,0,0,13,55,8,0,78,0,4,0,5,67,4,0,73,0,0,0,0,47,5,0,53,0,0,0,0,18,0,0,19,0,0,0,0,0,0,0,0,59,11,0,70,297,33,3,399,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,13,0,7,0,4,9,0,0,20,0,0,0,3,8,3,0,15,4,0,0,5,13,0,0,23,0,5,0,5,33,4,0,36,0,0,0,0,33,4,0,37,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,6,7,0,11,124,18,0,155,0,0,0,0,6,0,0,8,0,0,0,0,29,0,0,34,21,6,0,24,66,12,0,103,30,4,0,32,32,7,0,74,18,5,0,20,71,12,0,96
LGA52450,0,8,0,8,117,3,0,126,0,0,0,0,26,3,0,26,31,0,0,31,48,5,0,82,40,0,0,38,16,4,0,65,21,3,0,22,37,12,0,73,4,8,0,11,72,4,0,83,5,3,0,8,54,9,0,66,0,0,0,0,31,0,0,33,0,0,0,0,12,0,0,14,100,18,0,123,410,34,0,568,0,16,0,16,48,14,0,71,3,5,0,4,17,3,0,27,37,0,0,42,18,5,0,65,53,5,4,60,16,11,0,80,10,6,0,19,40,7,0,68,0,21,0,20,44,0,0,69,0,14,0,14,48,6,0,69,0,0,0,0,19,6,0,22,0,0,0,0,11,0,0,10,113,64,5,180,264,50,0,492,0,19,0,19,161,20,0,200,9,5,0,6,39,6,0,55,69,0,0,70,68,5,0,149,92,5,5,103,33,11,0,147,32,9,0,44,78,15,0,138
LGA52520,0,0,0,0,17,4,0,26,3,3,0,5,26,3,0,36,20,8,0,28,46,16,0,87,51,0,0,55,34,22,0,109,21,3,0,22,49,20,0,90,5,3,0,13,99,29,0,136,0,9,0,9,59,14,0,82,0,6,0,6,23,8,0,27,0,0,0,0,10,0,0,11,101,30,0,125,364,102,0,599,0,0,0,0,11,3,0,18,9,7,0,11,18,9,0,33,37,7,0,46,22,11,0,79,52,0,3,57,21,17,0,97,14,0,0,20,37,16,0,66,0,25,0,23,49,11,0,86,0,9,0,9,40,4,0,51,0,5,0,5,26,6,0,43,0,0,0,0,23,4,0,22,109,58,10,170,250,80,0,498,0,5,0,5,32,9,0,41,11,6,0,11,48,11,0,68,60,13,0,69,73,22,0,169,100,3,3,110,58,39,0,206,28,8,0,35,86,27,0,151
LGA52590,0,0,0,0,44,9,0,59,3,4,0,7,52,15,0,74,47,3,0,59,118,43,7,221,89,6,3,98,76,44,15,232,56,3,3,65,152,49,3,267,3,8,0,15,276,41,0,333,0,14,0,14,306,35,0,349,0,3,0,3,122,16,0,138,0,0,0,0,26,0,0,30,208,45,8,263,1167,258,23,1707,0,6,0,6,43,11,0,55,3,0,0,6,41,13,0,58,67,9,6,88,88,32,0,209,103,3,4,115,58,19,0,195,35,12,0,47,134,26,0,204,0,40,0,41,240,22,0,308,0,27,0,27,242,28,0,297,0,3,0,3,98,18,0,123,0,0,0,0,30,8,0,41,213,100,12,329,981,175,8,1489,0,5,0,5,86,17,0,110,7,7,0,13,94,25,0,138,123,12,11,146,204,76,14,433,196,9,12,215,129,68,10,425,91,21,3,113,285,72,0,476
LGA52660,7,22,0,27,374,16,0,420,24,15,0,42,300,19,0,355,282,23,13,315,487,37,5,842,522,18,24,560,272,35,0,875,234,25,11,270,512,46,0,833,46,83,0,135,636,27,0,802,5,82,0,91,553,54,7,705,0,10,0,16,319,31,0,366,0,0,0,0,115,40,0,152,1123,280,44,1447,3577,310,9,5343,0,37,0,36,352,19,0,406,44,16,0,60,250,12,0,322,459,37,26,520,351,38,0,907,635,34,53,724,219,29,0,970,231,92,9,334,564,42,0,935,16,201,4,223,604,30,0,860,5,127,0,130,509,37,3,675,0,16,0,18,407,59,0,489,0,0,0,0,149,62,0,206,1390,555,95,2038,3409,327,9,5776,6,60,0,61,730,28,0,820,64,29,4,101,547,31,0,675,746,61,38,835,834,76,4,1755,1158,51,73,1282,496,67,0,1842,467,113,21,606,1081,87,0,1768
LGA52730,3,6,0,10,174,20,0,208,0,5,0,5,47,5,0,61,66,3,3,72,87,28,0,187,175,4,4,185,103,36,0,320,128,8,9,149,193,39,0,377,37,31,0,73,376,47,0,491,12,43,0,54,399,44,0,496,0,11,0,11,241,29,0,283,0,0,0,0,62,9,0,70,412,116,16,545,1682,261,5,2495,0,23,0,19,146,30,0,194,8,4,0,9,40,9,0,64,101,11,10,118,100,29,0,251,239,12,23,280,85,43,0,402,127,29,12,162,230,50,0,445,14,64,0,87,411,42,0,532,3,70,0,75,391,47,4,513,0,16,0,16,219,22,0,254,0,0,0,0,75,10,0,89,493,221,50,763,1689,284,7,2740,0,30,0,32,323,49,0,405,8,4,0,15,88,16,0,118,160,13,12,190,192,57,0,434,415,21,28,463,187,76,0,727,256,43,22,313,419,92,0,824
LGA52800,7,27,0,34,156,39,0,233,42,26,0,71,179,83,0,331,158,39,17,214,384,201,7,798,169,31,23,219,255,139,0,616,90,35,8,129,341,138,0,611,21,43,0,72,449,127,0,640,4,23,0,23,403,84,9,518,0,5,0,5,86,14,0,107,0,0,0,0,14,0,0,10,488,222,44,759,2264,827,17,3859,17,31,3,51,144,50,0,246,77,25,3,114,154,61,9,336,221,49,20,297,304,153,9,759,211,52,28,296,182,111,4,590,62,65,10,145,307,105,0,552,10,68,0,80,444,103,0,623,0,41,0,38,324,67,0,426,0,8,0,8,65,24,0,97,0,0,0,0,18,0,0,21,607,338,66,1016,1944,675,26,3659,23,55,3,84,301,92,0,483,119,59,6,183,328,146,13,668,380,88,36,505,687,355,12,1557,375,83,46,513,443,248,4,1207,155,99,19,270,649,240,0,1161
LGA52870,0,5,0,3,155,24,0,182,3,0,0,11,110,7,0,125,79,6,3,85,117,20,0,222,160,3,7,173,110,24,3,308,108,13,0,123,234,24,0,387,19,23,0,47,372,27,0,443,4,45,0,51,395,21,0,465,0,7,0,7,198,20,0,221,0,0,0,0,46,0,0,48,380,101,12,494,1737,165,3,2399,0,9,0,9,122,12,0,137,12,6,0,20,64,0,9,93,124,12,7,135,115,16,6,273,213,10,20,243,90,11,6,354,101,34,0,140,254,27,0,416,8,88,0,96,398,14,0,512,6,65,0,71,338,30,0,444,0,4,0,4,205,17,0,227,0,0,0,0,70,10,0,77,455,231,36,721,1655,140,20,2537,0,15,0,13,274,32,0,320,18,11,0,22,180,7,4,222,202,13,8,223,228,32,6,497,372,15,32,422,196,36,8,662,206,45,9,257,490,51,0,801
LGA52940,0,0,0,0,6,0,0,9,0,3,0,3,21,5,0,22,13,0,0,13,12,0,0,25,27,0,0,27,11,3,0,42,16,0,3,20,34,5,0,57,0,3,0,10,34,0,0,43,0,6,0,6,52,3,0,56,0,0,0,0,13,3,0,21,0,0,0,0,3,0,0,3,46,19,3,72,188,28,0,285,0,0,0,0,5,3,0,7,3,0,0,4,10,3,0,12,13,4,0,13,9,0,0,31,29,0,3,33,12,0,0,45,10,0,0,11,24,3,0,38,0,7,0,7,27,5,0,42,0,18,0,18,40,0,0,60,0,4,0,4,14,0,0,17,0,0,0,0,5,0,0,10,52,42,3,99,148,21,0,259,0,0,0,0,10,4,0,17,3,3,0,5,32,7,0,40,24,4,0,30,23,6,0,51,52,0,5,58,24,3,0,83,26,3,3,34,54,7,0,96
LGA53010,0,0,0,0,3,3,0,8,0,0,0,0,9,0,0,10,14,4,0,18,16,12,0,40,27,0,0,27,17,8,0,51,15,3,0,14,24,17,0,60,0,4,0,4,46,18,0,60,0,6,0,6,32,9,0,46,0,0,0,0,15,6,0,28,0,0,0,0,0,0,0,0,57,11,0,74,157,78,0,307,0,0,0,0,3,0,0,5,0,0,0,5,3,0,0,12,18,0,0,21,11,0,0,36,22,0,5,26,6,5,0,41,10,5,0,11,23,9,0,40,0,10,0,10,33,7,0,50,0,7,0,7,26,14,0,37,0,3,0,3,9,4,0,12,0,0,0,0,0,0,0,4,51,24,5,79,119,41,0,246,0,0,0,0,6,5,0,13,0,0,0,5,16,3,0,19,33,3,0,35,28,13,5,80,49,0,5,57,21,20,0,96,26,7,0,32,46,27,0,103
LGA53080,0,0,0,0,6,8,0,15,3,0,0,3,30,12,0,38,18,0,0,18,52,28,0,93,16,0,0,11,32,13,0,62,17,5,0,19,78,43,0,147,0,3,0,6,74,19,0,104,0,0,0,0,77,15,0,95,0,0,0,0,27,0,0,26,0,0,0,0,4,0,0,5,53,8,4,64,375,147,9,585,0,0,0,0,7,0,0,7,5,0,0,5,13,7,0,24,12,3,0,12,38,15,0,67,13,0,0,13,25,13,0,52,4,6,0,4,48,10,0,67,4,6,0,8,63,18,0,84,0,0,0,0,56,8,0,67,0,0,0,0,11,0,0,21,0,0,0,0,0,0,0,0,34,11,0,41,257,77,5,385,0,0,0,0,16,7,0,19,6,0,0,6,42,17,0,63,22,4,0,30,86,41,0,157,24,0,0,29,55,27,0,104,26,5,0,25,126,64,0,219
LGA53150,0,9,0,9,240,5,0,252,0,4,0,0,181,0,4,189,44,9,0,62,266,20,12,355,231,8,8,247,123,21,5,399,246,6,9,264,262,22,3,550,57,30,0,86,392,16,3,500,10,93,0,101,288,17,0,412,0,24,0,24,177,18,0,215,0,0,0,0,86,16,0,102,595,189,22,801,2014,122,34,2969,0,17,0,17,250,4,0,282,0,10,0,10,163,0,0,179,82,29,5,115,242,14,3,370,328,19,24,363,116,25,0,503,269,19,18,308,290,12,0,615,25,107,0,129,412,12,0,557,3,140,0,149,248,9,0,406,0,29,0,32,202,15,0,254,0,0,0,0,127,28,0,151,714,375,48,1134,2053,115,3,3308,0,28,0,28,491,13,0,534,0,10,0,14,344,9,4,366,130,41,3,173,504,33,14,726,557,27,34,617,236,44,6,901,519,30,26,569,554,31,3,1157
LGA53220,0,47,0,48,147,52,0,243,23,29,7,55,405,225,5,692,526,75,37,629,1613,1303,24,3571,1002,70,51,1122,1221,1425,24,3797,508,66,19,591,1448,1185,22,3250,57,102,5,162,1273,759,15,2204,3,43,0,42,359,131,4,543,0,10,0,10,58,11,0,78,0,0,0,0,7,0,0,7,2118,423,118,2663,6531,5088,95,14376,6,42,10,54,108,26,0,183,28,37,9,74,269,130,7,485,234,67,39,343,691,376,17,1421,274,46,47,364,350,203,0,922,64,65,10,145,473,221,0,836,4,58,0,64,418,140,7,632,0,36,3,38,202,23,0,263,0,3,0,3,38,8,0,52,0,0,3,3,3,0,0,5,604,359,115,1085,2553,1128,30,4801,9,87,9,101,251,72,0,428,51,72,13,133,679,355,16,1180,758,142,79,975,2302,1677,38,4990,1278,113,96,1487,1574,1631,24,4716,572,133,24,732,1919,1409,26,4084
LGA53290,4,14,0,16,387,58,0,462,12,6,0,20,278,49,5,346,212,26,11,243,421,105,7,782,408,15,15,439,285,83,0,808,235,26,12,275,561,129,0,966,37,82,0,125,734,107,5,966,0,52,0,52,593,90,0,729,0,15,0,16,350,63,0,435,0,0,0,0,103,13,0,110,907,244,37,1185,3709,697,20,5615,3,35,0,38,308,46,0,394,40,22,0,62,229,33,0,324,336,37,28,407,315,72,4,796,481,28,52,565,197,98,0,853,197,92,11,298,523,82,0,906,19,162,0,187,644,78,3,905,3,100,0,105,548,79,0,729,5,27,0,30,367,58,0,461,0,5,0,3,151,12,0,173,1089,510,89,1692,3287,563,6,5543,4,49,0,55,695,104,0,856,50,29,0,83,508,76,5,676,546,69,37,648,740,176,15,1579,889,44,64,999,483,180,0,1662,437,115,24,575,1082,216,0,1871
LGA53360,0,0,0,0,82,7,0,95,0,5,0,5,116,11,0,131,69,4,0,72,303,30,10,416,185,6,11,202,158,22,3,389,105,3,4,111,237,26,0,375,16,31,0,47,437,33,0,519,0,48,0,47,588,34,0,672,0,7,0,7,228,11,0,249,0,0,0,0,18,4,0,22,374,104,13,492,2178,183,19,2872,0,11,0,11,70,11,0,93,0,12,0,11,128,12,11,164,107,13,7,126,326,39,10,497,216,14,16,245,121,23,0,386,69,11,4,89,242,24,0,354,4,68,0,69,413,25,4,511,0,56,0,62,506,36,5,602,0,3,0,3,150,10,0,171,0,0,0,0,16,0,0,16,405,185,30,616,1979,173,26,2790,0,11,0,11,154,19,0,189,3,11,0,16,246,20,12,296,173,15,6,201,629,66,16,915,402,21,22,446,285,46,0,773,173,20,3,198,480,53,0,731
LGA53430,0,41,0,41,628,37,0,707,8,24,0,31,734,83,15,858,256,37,7,304,1617,180,35,2136,989,49,36,1069,986,176,13,2240,729,49,21,797,1092,199,12,2099,182,109,10,298,1676,158,12,2148,26,249,0,277,1312,103,8,1696,4,71,0,73,720,76,0,878,0,6,0,4,284,56,3,349,2188,630,75,2892,9038,1068,99,13105,0,44,0,46,640,35,0,720,16,52,5,69,824,79,10,985,413,115,24,550,1584,162,30,2323,1156,94,93,1346,748,118,9,2215,748,111,51,908,1161,128,14,2209,76,347,7,430,1675,104,8,2216,8,499,4,509,1226,101,6,1840,4,110,0,113,814,88,5,1022,0,0,0,0,433,87,0,522,2422,1370,176,3966,9104,903,75,14052,0,85,0,86,1264,76,5,1428,19,78,5,94,1558,158,25,1835,669,150,34,847,3197,344,68,4457,2144,145,121,2416,1734,295,20,4457,1476,158,72,1701,2252,327,22,4309
LGA53570,0,4,0,4,114,11,0,127,4,0,0,4,93,10,0,115,63,0,5,64,182,19,10,279,100,7,3,108,122,18,7,259,87,10,0,102,234,21,0,356,19,36,0,53,333,33,0,427,3,34,0,35,414,37,3,494,0,10,0,9,228,29,0,262,0,0,0,0,38,0,0,38,275,110,7,393,1760,180,29,2360,0,4,0,4,98,19,0,120,12,4,0,15,68,11,4,98,106,10,10,124,180,17,16,328,148,17,10,170,106,11,14,302,73,33,5,110,218,32,5,357,4,75,0,84,305,22,0,406,0,46,0,49,329,36,0,415,0,10,0,11,151,26,0,190,0,0,0,0,42,4,0,42,352,202,22,578,1479,171,40,2271,0,17,0,17,215,24,0,249,15,9,0,27,163,25,3,213,162,13,11,184,357,33,32,610,250,19,13,286,230,30,21,557,162,44,3,209,451,51,3,715
LGA53640,0,5,0,5,20,0,0,22,4,0,0,4,22,6,0,32,33,5,0,39,47,4,0,86,46,0,0,53,25,9,0,82,20,7,0,31,42,5,0,76,3,10,0,7,78,12,0,106,0,3,0,8,71,6,0,87,0,0,0,0,18,0,0,22,0,0,0,0,4,0,0,5,109,30,3,134,332,47,0,515,0,3,0,3,12,6,0,15,7,0,0,7,17,3,0,29,58,3,0,57,28,7,0,99,38,6,9,48,17,6,0,78,12,5,0,23,47,0,0,68,0,14,0,16,56,5,0,69,0,3,0,3,45,8,0,62,0,0,0,0,11,0,0,12,0,0,0,0,7,0,0,7,111,40,11,159,245,30,0,437,0,4,0,4,32,3,0,41,5,0,0,7,44,4,0,59,88,8,0,94,76,10,0,183,87,9,6,99,40,19,0,157,34,12,0,47,94,8,0,148
LGA53710,0,0,0,0,12,7,0,23,0,0,0,0,17,5,0,15,11,0,0,11,25,0,0,32,31,0,0,31,19,3,0,54,18,0,0,14,35,13,0,58,6,7,0,8,58,8,0,76,0,3,0,3,70,8,0,86,0,0,0,0,27,3,0,34,0,0,0,0,9,3,0,11,61,8,0,74,267,50,0,391,0,0,0,0,12,0,0,14,0,0,0,4,13,6,0,18,21,0,0,24,6,3,0,34,37,0,3,43,16,4,0,63,12,3,0,21,38,11,0,60,0,17,0,17,58,9,0,85,0,8,0,8,53,8,0,75,0,0,0,0,18,7,0,29,0,0,0,0,11,0,0,12,75,33,3,111,228,43,0,385,0,0,0,0,26,9,0,37,0,0,0,4,29,11,0,39,30,0,0,31,32,3,0,67,69,0,3,71,32,10,0,112,27,8,0,32,68,17,0,121
LGA53780,18,201,3,220,3580,301,0,4098,117,176,9,293,3727,330,14,4356,1904,218,38,2158,5414,918,20,8502,4810,149,109,5066,3899,793,24,9781,2288,213,65,2569,4811,506,20,7904,418,473,16,895,4944,268,20,6129,96,638,9,735,3917,192,29,4870,19,148,0,163,2053,139,8,2356,0,8,0,9,600,104,5,715,9653,2209,236,12102,32944,3543,131,48717,35,329,3,360,3187,215,6,3767,331,305,22,655,3091,231,7,3978,3596,340,151,4084,4113,574,17,8789,5782,296,252,6329,2843,488,13,9676,2059,578,92,2730,4772,334,12,7854,201,1405,21,1622,4638,222,48,6530,63,1087,6,1155,3758,214,47,5167,10,160,0,172,2354,199,12,2733,0,9,0,9,971,174,3,1158,12071,4498,556,17123,29722,2642,163,49651,45,527,8,581,6765,519,5,7866,445,474,23,942,6818,554,17,8334,5502,556,189,6246,9527,1487,36,17300,10596,439,361,11396,6745,1278,31,19460,4345,795,154,5297,9580,844,37,15759
LGA53800,0,56,0,62,1082,150,0,1285,45,33,5,77,813,110,3,1004,619,70,24,714,1202,294,6,2218,1038,42,32,1113,867,315,0,2301,630,67,23,722,1496,232,0,2457,127,195,3,324,1978,210,3,2514,25,191,0,210,1661,158,0,2030,0,39,0,44,893,113,5,1057,0,0,0,0,302,56,3,359,2490,705,80,3270,10282,1639,27,15223,14,115,3,126,974,109,0,1214,135,72,5,216,737,115,0,1062,978,111,83,1176,980,235,4,2401,1387,93,121,1601,647,259,0,2515,611,229,41,877,1641,202,3,2722,63,483,8,552,1850,176,3,2582,11,341,6,357,1608,173,0,2142,3,45,0,47,957,126,4,1145,0,6,0,6,393,86,0,488,3204,1495,265,4960,9808,1484,17,16265,9,167,3,183,2051,264,0,2500,177,104,10,289,1551,224,4,2062,1598,185,106,1888,2180,528,13,4617,2424,135,152,2717,1522,574,0,4813,1247,293,59,1596,3140,433,7,5179
LGA53920,0,39,0,40,103,24,0,173,12,31,5,46,86,20,0,156,61,39,37,128,186,56,4,372,77,34,22,140,140,61,5,343,39,31,9,81,157,65,4,313,6,18,0,28,207,52,0,287,0,9,0,15,199,38,0,256,0,0,0,0,51,16,0,73,0,0,0,0,0,3,0,8,202,201,78,482,1140,341,16,1979,7,32,6,47,85,26,0,157,30,40,20,90,71,21,0,182,68,46,59,169,168,51,9,390,94,46,36,177,95,43,0,314,26,60,12,101,136,38,0,270,0,36,0,43,219,40,0,299,0,24,4,26,176,48,0,246,0,0,0,0,36,17,0,57,0,4,0,3,4,0,0,11,229,282,134,645,995,273,14,1928,7,72,3,84,190,51,0,323,45,68,24,137,159,43,4,344,122,81,92,293,354,99,8,763,169,80,63,311,235,106,5,659,69,90,20,184,295,102,5,584
LGA53990,5,38,0,37,891,61,0,995,32,20,0,55,550,34,0,636,516,44,14,576,824,69,6,1478,976,31,39,1052,599,73,8,1724,502,59,8,575,1069,83,5,1728,79,138,6,218,1372,91,0,1688,15,157,0,170,1154,61,0,1383,0,21,0,24,610,40,0,673,0,4,0,4,156,9,0,170,2132,512,75,2713,7226,529,19,10484,0,84,0,86,797,46,0,929,75,50,11,134,421,28,0,588,821,56,64,946,621,72,5,1642,1230,56,91,1377,457,61,0,1903,464,147,32,642,1127,65,0,1828,36,419,4,451,1323,65,6,1845,6,243,0,246,1142,60,0,1449,5,46,0,54,632,40,0,725,0,0,0,5,198,19,0,225,2649,1092,197,3937,6720,454,12,11128,9,114,0,130,1692,108,3,1928,107,64,12,185,972,60,0,1220,1341,101,80,1524,1446,142,10,3121,2208,84,135,2426,1053,140,5,3623,967,204,40,1216,2189,151,3,3562
LGA54060,0,0,0,0,82,11,0,101,0,4,0,9,51,8,0,64,38,4,0,47,69,29,0,138,86,0,3,95,58,34,0,184,63,4,5,71,134,31,0,240,19,20,0,35,248,45,0,333,0,26,0,23,309,48,0,377,4,0,0,3,163,26,0,194,0,0,0,0,38,7,0,44,215,59,13,283,1148,246,0,1675,0,4,0,4,65,8,0,77,6,5,0,13,43,10,0,62,63,3,0,71,38,19,0,129,122,8,4,136,45,23,0,204,62,8,3,79,148,22,0,239,12,43,3,60,258,35,0,342,0,37,0,38,295,36,0,367,0,6,0,6,167,24,0,196,0,0,0,0,34,0,0,38,271,114,15,397,1081,169,0,1654,0,5,0,5,151,22,0,179,9,9,0,17,95,13,0,125,107,4,4,115,107,47,0,269,209,9,9,228,99,62,0,387,127,13,7,149,283,54,0,479
LGA54130,0,0,0,0,8,3,0,15,0,0,0,0,30,6,0,29,29,0,0,32,25,4,6,62,47,0,4,55,24,8,0,82,21,4,0,25,47,5,0,74,5,8,0,11,88,8,0,107,0,8,0,7,65,7,0,83,0,0,0,0,21,0,0,22,0,0,0,0,0,4,0,9,104,17,4,126,311,49,6,484,0,0,0,0,3,4,0,11,0,0,0,0,19,6,0,25,39,0,0,37,31,6,0,78,52,0,0,55,13,3,0,76,11,6,0,17,38,12,0,71,3,12,0,16,58,5,0,81,0,4,0,4,54,4,0,66,0,0,0,0,10,4,0,15,0,0,0,0,3,0,0,3,110,34,0,142,235,42,5,421,0,0,0,0,14,5,0,26,0,0,0,0,44,4,0,53,66,0,3,71,57,9,9,142,108,0,5,112,31,15,0,161,32,8,0,38,90,18,0,147
