LGA_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA58050,70,223,1660,16662,24682,2702,513,1766,48282,6,327,1074,2053,185,10,5,283,3952,0,85,368,382,43,0,0,99,978,6,413,1444,2436,230,10,4,385,4931,0,90,192,73,3,0,0,39,402,0,64,271,19,0,0,0,22,375,0,24,64,8,0,0,0,16,110,0,17,33,3,0,0,0,12,63,0,19,23,10,8,6,4,3,74,3,211,585,120,9,6,4,93,1025,39,113,91,16,7,0,0,445,715,3,10,8,25,14,0,4,48,117,131,972,3784,19249,24945,2724,529,2727,55068
LGA58190,4,0,30,64,37,3,5,28,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,30,64,37,3,5,26,165
LGA58260,0,13,25,89,59,10,6,33,218,0,3,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,3,0,0,0,7,0,15,33,89,60,11,3,33,253
LGA58330,15,57,249,695,498,119,42,229,1897,0,0,0,5,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,0,21,45,3,0,0,0,3,0,0,0,13,15,72,261,702,507,123,42,257,1970
LGA58400,0,7,21,61,34,3,5,19,141,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,24,63,34,4,0,19,150
LGA58470,0,6,6,18,6,0,0,0,39,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,10,9,4,0,0,12,73,0,0,3,9,6,0,0,6,16,27,25,19,32,18,0,3,19,136
LGA58510,16,149,1162,4527,2057,333,101,325,8677,24,231,610,1386,108,8,6,132,2508,19,134,323,755,96,4,0,94,1427,47,366,932,2138,206,13,4,226,3938,7,338,254,201,58,9,3,81,948,10,221,421,44,0,0,0,69,761,12,504,476,80,5,0,0,102,1178,0,73,414,114,22,0,3,27,658,0,0,0,0,0,0,0,0,0,30,1133,1566,444,90,13,5,273,3545,0,0,0,0,0,0,0,16,21,3,3,0,5,4,0,0,8,27,98,1657,3666,7113,2358,356,113,857,16209
LGA58540,4,8,40,132,81,14,3,32,321,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,15,0,0,6,0,0,0,0,5,7,4,14,46,130,89,17,3,50,349
LGA58570,4,105,1375,3711,1870,309,54,200,7610,6,158,593,560,100,8,0,68,1491,0,133,605,1065,151,3,0,80,2045,5,288,1200,1627,251,11,6,147,3536,12,327,491,121,8,0,3,81,1032,39,621,851,169,9,0,0,130,1815,48,811,916,112,4,0,0,158,2048,0,3,25,0,0,0,0,0,31,0,0,0,3,0,0,0,0,12,97,1764,2281,406,16,0,3,367,4935,0,14,33,9,3,0,0,53,108,0,3,7,6,3,0,0,3,28,108,2174,4888,5757,2151,324,61,767,16224
LGA58610,0,6,99,311,176,36,10,69,707,0,10,23,0,0,0,0,6,40,0,0,0,0,0,0,0,0,0,0,10,23,0,0,0,0,6,38,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,14,123,314,180,32,10,77,760
LGA58680,0,5,23,66,70,10,0,42,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,23,66,70,10,0,42,228
LGA58760,47,268,1937,20149,38229,3971,615,2311,67535,5,349,1273,2406,229,16,8,277,4562,0,47,224,386,40,3,0,51,749,5,392,1492,2789,270,21,10,324,5310,0,12,51,20,0,0,0,8,89,0,47,84,12,0,0,0,10,154,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,21,8,10,5,4,4,78,0,77,164,38,11,5,4,23,323,23,79,57,10,14,0,0,58,244,0,4,4,15,6,0,3,15,53,84,819,3658,23009,38523,4001,629,2744,73463
LGA58820,12,26,172,535,593,99,24,69,1536,0,12,55,21,6,0,0,12,101,0,0,0,0,0,0,0,0,0,0,12,55,21,9,0,0,12,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,4,0,0,0,0,11,35,0,3,3,6,0,0,0,5,15,17,60,235,563,603,99,26,97,1692
LGA58890,3,11,36,132,93,13,0,41,323,0,3,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,3,15,41,135,93,13,0,41,336
LGA59030,0,5,22,37,30,5,4,7,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,37,30,9,4,7,115
LGA59100,0,3,35,97,77,13,0,43,269,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,99,77,13,0,43,279
LGA59170,0,14,30,164,106,24,6,43,388,0,0,9,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,13,45,164,109,24,6,49,412
LGA59250,0,9,23,40,11,0,3,26,112,0,5,7,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,7,7,0,0,0,0,0,7,18,8,24,25,42,11,0,11,36,156
LGA59310,0,16,62,236,148,30,6,41,527,0,12,4,5,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,12,4,5,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,3,8,35,68,247,148,29,5,43,577
LGA59320,4,3,23,68,46,12,9,14,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,23,68,46,12,9,15,174
LGA59330,0,6,34,114,47,3,0,24,232,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,122,47,3,0,24,240
LGA59340,20,79,192,716,419,52,14,306,1798,3,35,84,76,12,0,0,60,277,0,5,4,22,3,0,0,10,36,3,40,89,96,13,0,0,68,311,0,10,65,44,0,0,0,36,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,65,44,0,0,0,36,153,312,443,66,40,28,6,6,434,1354,16,40,21,17,19,4,10,65,190,355,615,428,913,488,59,32,914,3806
LGA59350,0,4,11,14,6,5,0,21,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,3,0,3,3,23,3,11,3,6,0,3,0,6,28,10,19,15,19,11,6,3,32,116
LGA59360,11,33,38,171,111,12,8,38,422,0,10,7,10,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,10,7,10,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,0,0,0,0,0,0,22,0,6,0,0,4,0,0,0,14,20,60,46,182,115,12,9,43,485
LGA59370,8,44,238,588,386,74,22,132,1485,0,8,18,6,0,0,0,3,41,0,0,0,0,0,0,0,0,3,0,8,19,14,3,0,0,3,46,0,0,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,9,3,8,3,0,0,0,0,3,23,0,8,3,4,3,0,0,0,27,12,68,265,604,398,72,21,147,1587
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,8,0,0,3,3,0,0,4,0,13
