LGA_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
LGA52450,0,4,3,0,0,3,0,0,0,6,19,20,38,61,53,39,17,4,0,248,28,12,23,31,28,27,9,3,0,162,0,0,7,4,0,4,0,0,0,15,3,3,12,11,8,6,5,0,0,52,0,3,0,0,4,7,0,0,0,11,5,6,9,3,0,11,0,0,0,31,0,0,5,5,4,0,3,0,0,24,7,5,7,6,3,3,3,0,0,34,10,0,3,0,3,5,0,0,0,18,0,0,3,4,5,0,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,9,0,3,6,5,3,9,6,3,0,35,0,4,16,21,20,10,9,0,0,82,0,0,6,10,14,0,0,0,0,37,0,0,0,0,0,0,0,0,0,5
LGA52520,0,3,0,0,3,0,0,0,0,12,7,23,58,68,50,53,21,5,0,278,3,9,38,42,33,54,32,9,3,233,0,0,10,12,5,4,0,0,0,24,5,12,20,31,9,10,4,0,0,81,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,9,0,0,0,18,0,5,6,5,4,3,0,0,0,22,3,0,0,5,6,14,0,0,0,38,0,0,9,3,9,0,0,0,0,23,0,0,6,3,4,9,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,3,8,0,0,3,0,0,15,0,0,0,0,4,4,4,0,0,11,0,4,0,6,11,9,0,0,0,32,0,6,17,9,9,4,6,0,0,52,0,0,6,12,11,13,0,0,0,35,0,0,0,0,0,0,0,0,0,0
LGA52590,0,0,5,5,9,7,5,0,0,33,28,43,151,138,151,185,62,10,0,772,8,24,65,66,46,70,48,20,3,352,0,12,25,29,50,42,9,0,0,169,0,6,6,8,10,15,6,0,0,54,0,0,3,5,9,0,0,0,0,27,4,4,34,29,44,39,18,0,0,175,0,0,3,6,8,7,0,0,0,29,18,17,18,9,28,35,4,0,0,127,13,9,36,19,17,36,14,0,0,138,0,0,10,6,8,15,7,4,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,15,0,0,0,3,4,10,7,4,0,27,0,3,8,10,9,10,3,0,0,40,3,0,7,4,9,7,0,0,0,42,0,3,15,22,28,30,14,0,0,104,0,0,21,29,25,31,15,0,0,115,0,3,22,14,19,24,4,3,0,105,0,0,0,0,8,4,0,0,0,19
LGA52660,9,9,19,28,16,11,4,3,0,94,234,254,646,762,717,505,103,18,0,3239,10,11,24,32,43,45,36,13,3,222,5,32,107,138,104,80,11,0,0,477,29,66,168,185,160,102,11,0,0,727,6,7,37,29,35,39,5,0,0,160,30,72,183,180,151,116,31,10,0,758,6,8,25,23,46,26,0,0,0,141,109,88,159,126,116,106,16,4,0,713,173,48,61,45,43,19,4,0,0,396,5,12,53,62,78,82,20,0,0,319,6,3,4,8,7,3,10,0,0,40,0,5,21,26,25,13,0,0,0,86,8,9,18,18,23,15,3,0,0,98,6,14,46,61,46,31,16,0,0,225,4,14,18,43,27,26,13,0,0,145,0,15,62,74,77,72,13,3,0,316,0,19,77,119,147,106,21,0,0,499,18,63,164,239,198,148,27,0,0,856,9,6,10,12,6,6,0,0,0,53
LGA52730,5,0,8,8,14,15,6,3,0,56,67,37,168,298,333,303,103,14,0,1319,12,3,9,25,50,67,57,27,4,247,0,0,14,34,20,17,4,0,0,88,13,10,21,43,41,22,15,0,0,161,0,0,0,5,0,4,0,0,0,10,12,17,51,56,33,55,12,3,0,243,3,0,3,7,7,8,0,0,0,33,54,7,18,24,51,38,20,0,0,225,46,12,35,44,34,35,11,0,0,222,4,0,3,18,15,33,9,0,0,77,0,0,0,7,5,0,4,0,0,23,0,0,0,7,11,15,3,0,0,39,0,0,0,4,6,7,0,0,0,33,0,4,15,33,36,30,13,3,0,134,0,3,19,23,20,23,10,0,0,99,0,0,8,31,44,43,6,0,0,141,0,3,25,69,86,73,20,3,0,291,3,0,46,69,95,94,29,3,0,325,0,0,0,9,4,12,7,0,0,38
LGA52800,0,9,12,4,9,3,7,0,0,46,40,109,351,263,260,282,82,4,0,1397,19,27,35,18,27,32,20,0,0,172,0,17,52,51,54,37,8,0,0,218,0,3,6,3,3,9,6,0,0,34,0,0,0,12,0,6,3,0,0,32,4,14,42,28,29,57,10,0,0,182,0,0,3,4,7,6,0,0,0,20,18,10,36,23,32,24,13,0,0,159,0,11,34,15,21,26,11,0,0,122,3,11,20,17,13,19,12,0,0,97,0,0,0,8,0,0,0,0,0,15,0,0,0,6,7,3,0,0,0,23,0,0,5,3,4,11,4,0,0,30,0,0,23,17,18,28,5,0,0,94,5,6,16,16,19,18,7,0,0,90,3,13,65,72,76,78,22,0,0,326,7,50,128,97,99,77,30,0,0,490,6,26,131,109,90,115,34,0,0,510,4,12,33,11,9,7,6,0,0,88
LGA52870,6,0,7,9,18,0,4,3,0,45,76,61,166,258,307,298,88,18,0,1276,18,18,43,62,60,90,61,32,0,370,0,17,45,53,78,41,11,0,0,251,8,13,15,36,26,31,11,0,0,137,0,0,0,10,19,5,0,0,0,46,12,21,44,56,35,53,14,0,0,236,3,0,4,10,13,9,9,3,0,48,38,21,35,40,48,30,6,0,0,224,35,14,11,24,24,21,7,0,0,139,0,7,10,12,37,29,10,0,0,105,0,5,0,0,4,0,0,0,0,9,0,0,0,8,3,5,0,0,0,17,0,0,6,5,10,0,4,0,0,33,7,0,9,23,17,15,9,0,0,85,4,9,19,21,11,25,7,0,0,99,0,0,18,23,39,47,11,0,0,141,0,6,11,38,64,61,15,0,0,204,6,11,36,52,77,102,26,0,0,311,0,0,0,6,6,5,0,0,0,28
LGA52940,0,0,0,0,0,6,0,0,0,0,3,7,17,34,29,27,18,6,4,139,0,11,18,31,31,20,16,3,0,132,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,14,0,4,0,6,6,0,0,0,0,12,0,0,0,0,0,7,0,0,0,10,3,0,0,0,0,4,0,0,0,13,0,0,4,0,8,3,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,8,0,4,0,0,4,0,0,0,0,4,0,4,6,0,6,9,0,0,0,25,0,0,4,15,11,4,0,0,0,32,0,0,0,8,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4
LGA53010,0,0,0,0,3,0,0,0,0,9,0,4,24,28,29,34,9,0,0,140,0,7,23,33,31,40,17,4,0,149,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,0,4,0,0,0,0,0,5,0,0,0,5,6,3,0,0,0,13,0,0,3,0,0,0,0,0,0,10,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,4,11,8,0,0,0,33,0,0,0,5,6,6,6,0,0,26,0,0,4,4,3,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,3,0,5,0,0,0,0,13,4,14,42,27,30,46,8,0,0,171,0,0,0,0,3,0,3,0,0,16,0,15,45,35,45,26,5,0,0,176,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,4,0,0,8,6,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,11,4,6,4,3,0,0,0,38,5,0,20,3,8,13,10,0,0,52,0,0,0,5,5,3,5,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,5,7,12,8,3,0,0,38,0,0,5,6,8,4,0,0,0,21,0,0,3,5,8,11,4,0,0,31,0,0,0,0,0,0,0,0,0,0
LGA53150,5,6,7,15,17,11,3,3,0,65,141,156,305,401,492,407,107,13,0,2022,0,4,5,7,0,3,5,0,0,22,0,4,41,52,64,47,8,0,0,227,15,14,24,21,38,35,3,6,0,150,0,6,0,11,6,6,0,0,0,29,10,11,39,61,57,55,12,5,0,252,0,10,8,10,35,16,3,0,0,84,57,42,35,34,38,39,18,8,0,273,94,54,35,26,31,19,8,0,0,259,0,12,12,24,31,26,5,0,0,109,0,5,6,9,10,9,9,0,0,46,0,6,16,31,38,20,9,4,0,123,0,7,6,21,31,19,9,4,0,99,0,19,64,105,147,82,23,3,0,458,0,4,16,13,19,15,8,0,0,72,0,20,39,43,66,55,12,4,0,233,21,21,57,76,109,141,43,5,0,476,11,37,123,130,169,156,37,3,0,660,12,8,16,17,14,17,5,0,0,90
LGA53220,3,4,10,6,0,9,0,0,0,32,70,288,891,573,531,334,49,7,0,2753,12,24,35,12,19,22,12,3,0,147,38,331,1781,1811,1515,946,106,5,0,6534,0,14,33,38,30,22,7,0,0,142,0,3,13,26,25,20,3,0,0,93,14,80,296,328,284,216,27,0,0,1243,7,4,81,50,36,18,0,0,0,197,25,29,54,33,32,15,8,0,0,198,32,52,148,77,87,65,15,0,0,474,5,14,30,40,70,43,6,0,0,208,0,0,6,0,4,0,0,0,0,12,0,4,4,0,4,4,0,0,0,15,7,4,34,19,26,12,3,0,0,114,3,17,104,67,61,54,3,0,0,302,9,36,110,86,86,47,17,0,0,394,3,15,64,41,46,41,3,0,0,212,4,27,62,53,61,41,19,0,0,269,7,13,71,56,46,41,19,0,0,254,9,11,15,15,9,5,0,0,0,58
LGA53290,5,12,14,20,19,16,13,0,0,106,192,237,539,610,703,547,147,30,0,3001,34,57,181,227,275,200,92,38,0,1103,0,11,42,35,43,31,5,0,0,170,23,19,38,30,37,25,11,4,0,176,6,5,13,34,26,13,0,0,0,100,39,53,122,102,83,102,26,0,0,524,10,17,44,49,63,53,4,0,0,247,101,66,100,109,91,81,9,0,0,573,108,59,56,58,62,57,21,0,0,422,3,22,99,124,137,127,31,3,0,554,3,3,0,5,4,3,0,0,0,25,0,5,18,21,13,15,3,0,0,75,0,3,12,12,19,15,3,0,0,65,6,12,44,31,29,32,11,0,0,172,0,5,24,23,35,41,8,3,0,143,4,12,36,68,97,71,17,0,0,307,7,24,107,114,155,119,33,0,0,551,12,51,105,121,143,149,33,4,0,621,8,8,5,7,13,4,0,0,0,43
LGA53360,0,11,25,11,7,12,3,0,0,69,60,124,374,307,283,259,73,10,0,1488,3,7,27,18,22,29,16,6,0,124,0,5,41,36,22,23,0,0,0,131,3,12,24,23,18,23,5,0,0,115,0,0,5,5,12,3,0,0,0,31,13,17,66,66,55,52,21,0,0,294,4,5,9,3,8,9,10,0,0,52,34,19,44,38,52,34,12,5,0,238,32,51,95,64,36,32,10,0,0,322,5,16,51,38,31,47,12,0,0,218,0,0,3,6,0,5,4,0,0,15,0,0,10,4,6,7,0,0,0,42,0,4,11,19,11,13,10,0,0,66,0,9,51,66,57,50,12,0,0,247,3,9,36,36,26,16,10,0,0,139,3,9,56,58,65,37,8,0,0,239,0,7,29,52,49,49,7,0,0,199,0,10,65,47,48,74,17,0,0,270,0,4,12,15,10,13,0,0,0,51
LGA53430,11,24,76,79,55,35,18,4,0,304,359,710,1803,1711,1691,1432,434,36,6,8177,0,6,27,21,28,35,10,3,0,135,0,26,203,247,189,114,25,7,0,807,27,59,143,166,156,134,37,0,0,724,0,0,34,51,35,40,9,0,0,165,16,71,256,259,230,200,54,8,0,1090,9,21,56,65,62,64,9,6,0,287,155,185,167,165,131,134,59,9,0,1008,263,307,302,141,74,71,26,3,0,1189,14,25,90,109,126,131,41,0,0,533,4,10,31,45,43,30,13,0,0,179,0,9,53,82,74,44,19,0,0,275,7,8,37,43,48,32,27,7,5,217,9,96,412,491,409,293,119,16,0,1839,15,21,74,82,80,77,19,0,0,371,3,64,254,260,235,202,65,7,0,1094,22,97,343,431,497,492,136,12,0,2037,25,172,584,507,541,520,164,12,0,2531,22,54,110,119,62,66,33,9,0,474
LGA53570,5,3,8,12,11,8,4,0,0,58,49,62,231,210,257,229,65,9,0,1114,26,62,220,121,117,106,69,23,0,744,5,11,21,45,52,45,3,0,0,179,7,0,22,25,26,28,4,5,0,115,0,0,0,0,15,13,0,0,0,28,7,15,47,49,62,55,12,3,0,241,3,8,0,5,14,10,0,0,0,46,18,9,15,17,28,24,9,0,0,129,15,8,18,19,26,30,4,4,0,117,0,3,10,8,19,30,9,0,0,79,0,0,0,0,0,0,0,0,0,8,0,0,0,4,5,9,0,0,0,15,0,0,0,0,4,5,6,0,0,18,0,0,10,6,10,14,11,3,0,54,0,5,10,6,16,17,13,0,0,69,0,3,11,20,28,32,5,0,0,96,0,0,13,24,34,32,11,0,0,109,5,8,13,21,40,29,7,0,0,126,4,3,0,4,4,5,0,0,0,13
LGA53640,0,4,7,0,0,0,0,0,0,10,4,18,66,47,52,39,24,7,0,249,7,15,60,50,47,48,31,6,0,273,0,0,0,0,0,0,0,0,0,0,0,3,0,12,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,9,4,0,0,36,4,5,9,9,8,10,3,0,0,56,0,0,3,0,4,3,6,0,0,18,0,0,0,0,4,0,3,0,0,13,0,0,4,4,0,5,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,8,0,4,7,4,11,10,4,0,0,33,0,3,9,8,11,7,4,0,0,49,0,0,8,10,3,3,5,0,0,32,0,0,0,0,0,0,0,0,0,5
LGA53710,0,0,0,0,0,5,0,0,0,4,4,18,17,46,41,51,16,3,0,197,5,7,6,39,25,23,26,6,0,141,0,0,4,0,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,4,6,0,0,31,0,3,0,3,0,0,0,0,0,11,0,3,0,3,4,9,3,0,0,26,0,0,0,4,5,6,0,0,0,19,0,0,0,5,9,9,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,5,0,0,4,0,0,0,0,9,0,0,0,4,3,0,0,0,0,8,0,0,4,9,5,8,0,0,0,25,0,0,4,10,5,6,0,0,0,34,0,0,3,4,8,11,0,0,0,37,0,0,0,0,0,0,0,0,0,0
LGA53780,65,132,274,282,205,155,41,8,0,1163,1564,2663,5557,6398,5510,3657,839,66,4,26250,7,25,72,77,86,53,22,8,4,352,12,138,552,857,602,322,55,8,0,2552,124,284,772,1077,985,639,167,9,0,4051,7,37,108,173,162,101,22,0,0,614,164,483,1165,1247,977,633,167,5,0,4837,58,144,397,491,477,279,74,4,0,1929,775,1062,1099,1080,868,632,178,16,0,5711,1201,674,755,579,422,246,53,4,0,3935,78,292,920,1046,876,739,202,9,0,4155,31,39,96,130,67,57,3,0,0,423,10,66,266,357,256,136,25,0,0,1119,12,41,156,161,149,100,46,3,0,674,33,273,730,1045,635,336,92,10,0,3148,51,210,410,458,409,304,106,3,0,1949,37,178,484,815,763,635,128,13,0,3034,100,310,674,1047,1096,727,179,15,0,4148,125,699,1793,2052,1700,1193,327,21,0,7913,84,125,171,198,121,76,32,7,0,821
LGA53800,25,26,38,59,61,41,16,4,3,268,692,703,1557,1773,2037,1550,407,36,3,8765,32,53,108,131,168,162,94,33,3,778,10,60,200,263,246,159,23,0,0,957,35,37,89,96,82,87,29,8,0,463,4,13,30,36,33,45,8,0,0,169,101,170,364,330,270,298,75,3,0,1602,13,29,83,115,110,89,11,4,0,458,366,251,319,292,324,258,75,14,0,1909,448,165,194,152,131,108,38,4,0,1232,18,35,174,195,309,293,96,5,0,1125,12,10,25,20,12,24,0,0,0,108,0,11,36,42,60,48,12,0,0,215,10,7,32,21,45,37,18,4,0,162,9,40,136,146,169,108,43,4,0,654,18,28,85,88,125,95,20,3,0,473,15,43,160,237,310,272,56,5,0,1098,30,86,309,432,510,398,82,5,0,1847,73,192,578,593,667,507,156,4,0,2767,10,20,17,24,33,34,6,3,0,145
LGA53920,0,0,9,7,6,3,0,0,0,18,21,54,147,116,118,129,41,0,0,624,8,10,3,6,14,12,3,0,0,56,0,8,29,19,28,27,6,0,0,115,0,0,0,9,4,8,0,0,0,21,0,0,4,6,5,0,0,0,0,13,0,4,19,27,16,17,11,0,0,94,0,0,3,0,0,5,4,0,0,12,4,10,15,12,13,11,0,0,0,59,5,3,16,15,15,11,0,0,0,65,0,4,7,5,8,11,5,0,0,38,0,0,0,0,7,0,0,0,0,9,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,12,0,8,5,9,9,0,9,0,0,33,3,0,21,17,15,15,0,0,0,74,0,7,34,26,23,25,4,0,0,121,9,23,67,62,42,41,6,0,0,254,0,23,53,37,47,53,23,0,0,235,0,3,9,6,9,3,3,0,0,26
LGA53990,15,12,38,38,39,26,11,0,0,189,501,418,1129,1465,1447,1024,233,20,0,6239,27,39,136,110,104,120,81,38,0,656,16,55,232,307,240,161,14,0,0,1024,92,137,414,459,364,242,50,0,0,1758,3,20,54,72,76,40,9,0,0,273,72,125,283,303,307,243,64,9,0,1410,13,16,40,60,52,33,12,0,0,229,210,110,188,226,223,178,21,0,0,1163,308,62,78,84,83,45,21,3,0,684,8,30,49,94,118,115,42,7,0,474,5,3,13,6,5,5,6,0,0,43,0,7,23,29,41,22,9,0,0,138,4,12,32,21,42,20,10,0,0,139,4,20,70,105,93,63,23,4,0,386,8,18,54,55,58,58,17,0,0,266,7,27,86,132,159,146,34,0,0,603,15,21,153,296,325,262,62,5,0,1139,50,116,252,370,397,304,56,0,0,1554,26,13,28,30,17,12,3,0,0,118
LGA54060,6,0,0,0,10,0,4,3,0,23,48,39,72,144,181,180,58,15,0,734,0,11,7,37,38,37,42,9,0,192,0,3,9,35,41,23,11,0,0,129,10,6,9,17,14,22,0,3,0,81,0,0,5,6,3,3,5,0,0,22,6,9,19,34,31,32,12,0,0,144,0,8,8,8,11,10,4,0,0,44,33,3,16,24,29,35,12,0,0,148,21,8,20,18,21,20,5,4,0,119,0,0,8,12,16,35,8,4,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,3,5,3,4,3,4,0,0,24,0,4,12,12,10,9,6,0,0,54,0,0,8,9,5,6,4,0,0,36,0,6,13,13,16,25,4,0,0,71,0,3,10,26,33,30,8,0,0,117,0,4,11,19,49,30,11,0,0,128,0,0,0,3,3,3,0,0,0,7
LGA54130,0,0,0,0,0,0,0,0,0,5,4,19,49,60,48,54,28,0,0,258,4,24,56,67,60,48,28,0,0,290,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,11,0,0,0,0,6,3,0,0,0,7,0,3,0,6,7,3,3,0,0,20,0,0,0,3,0,4,0,0,0,11,0,3,3,6,0,5,0,0,0,14,0,4,5,7,10,9,5,0,0,44,0,0,3,5,6,7,9,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,6,0,0,0,7,0,0,3,3,4,11,0,0,0,24,0,0,7,15,10,8,4,0,0,53,0,6,3,5,8,5,5,0,0,27,0,0,0,0,0,5,0,0,0,5
LGA54170,81,95,231,285,305,211,63,14,0,1293,2811,3449,6482,8718,9495,7488,1746,120,3,40303,13,34,68,56,90,61,25,7,0,359,24,171,859,1271,1171,647,125,7,0,4275,187,209,428,625,813,773,213,18,0,3263,11,32,151,269,278,187,39,0,0,973,411,727,1842,2399,2089,1520,346,14,3,9353,51,124,284,393,516,426,116,8,0,1917,1382,1375,973,855,1090,1036,326,40,5,7076,1912,871,517,412,365,300,96,9,0,4474,55,121,350,474,615,576,199,17,0,2399,72,96,110,190,174,136,33,4,0,820,23,120,404,732,751,515,143,9,0,2702,17,73,198,265,278,264,98,13,3,1217,80,492,1127,1897,1806,1125,375,44,5,6956,74,218,353,486,555,474,157,21,0,2337,45,208,785,1311,1463,1232,277,17,0,5340,206,468,1257,2027,2567,2102,512,28,0,9162,201,895,1925,2292,2721,2484,638,48,0,11208,284,246,223,237,237,169,60,6,0,1474
LGA54200,20,37,97,110,106,68,26,5,0,472,891,1137,2379,3077,3086,2309,648,53,6,13587,15,22,32,49,57,68,51,18,3,305,21,91,416,522,460,282,53,9,0,1849,91,125,257,408,422,309,88,11,0,1714,5,14,49,92,74,53,12,0,0,314,99,232,596,613,532,424,116,15,0,2639,23,80,177,249,271,193,46,4,0,1058,426,415,386,407,390,332,123,8,0,2500,588,275,193,153,133,99,36,0,0,1480,38,137,315,469,499,509,153,12,0,2141,9,28,33,51,56,26,14,3,0,216,6,12,81,137,135,76,21,3,0,474,8,22,71,80,106,66,38,4,0,400,17,87,312,486,409,259,97,13,0,1692,32,72,127,181,166,161,41,0,0,786,12,64,251,390,438,352,76,10,0,1596,63,132,346,589,738,533,149,9,0,2560,82,260,630,786,782,653,206,14,0,3409,62,65,98,91,68,58,27,3,0,465
