LGA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
LGA52940,360,326,685,29,15,43,50,46,98,9,7,17,22,12,40,25,31,51,42,45,83,57,38,96,43,42,86,56,60,119,21,17,38,3,10,10,0,0,0,362,327,679,0,0,4,15,10,27,0,0,0,0,0,0,15,10,27,304,268,568,25,29,53,325,294,621,7,5,11,322,296,612,5,0,11,47,42,89,7,4,10,4,4,4,0,10,10,114,108,228,25,35,53,85,76,163,16,7,26,10,3,16,0,0,0
LGA53010,366,303,674,25,28,48,37,36,78,8,5,13,10,12,19,40,36,80,51,41,96,60,40,103,60,50,112,46,37,83,28,12,38,0,4,4,0,0,5,342,299,637,30,9,33,15,19,32,0,0,0,0,0,0,15,23,33,253,225,475,24,35,62,276,245,521,6,9,13,264,236,506,5,10,8,29,30,65,3,3,6,3,3,7,3,4,7,120,114,238,21,16,38,62,45,107,10,12,22,12,10,15,0,0,0
LGA53080,638,417,1056,24,10,32,30,20,52,15,7,19,38,24,63,93,67,157,62,52,104,147,67,219,104,84,187,95,67,161,26,21,46,5,0,10,9,5,7,353,300,660,282,113,399,47,44,91,0,0,0,0,4,4,51,47,95,369,242,615,116,88,204,459,297,759,29,30,59,450,287,735,0,0,0,20,18,36,6,3,4,3,3,7,16,8,23,196,130,323,56,36,91,128,96,226,34,26,62,22,10,36,0,0,0
LGA53150,3629,4009,7641,189,174,362,474,530,1000,252,282,534,189,179,366,355,370,726,399,503,901,550,615,1157,500,557,1053,412,406,817,215,254,468,102,151,259,34,3,34,3493,3877,7377,133,129,266,30,34,63,0,0,0,0,0,0,33,37,65,2567,2882,5448,898,967,1868,3222,3531,6752,247,325,580,3268,3620,6891,58,62,120,454,508,957,223,249,471,106,107,210,98,180,276,2034,2344,4378,214,198,415,365,411,784,97,99,197,57,52,112,9,3,7
LGA53220,15196,5544,20742,287,245,539,527,498,1027,243,183,428,692,485,1180,3571,1421,4990,3797,922,4716,3250,836,4084,2204,632,2834,543,263,807,78,52,132,7,5,9,95,30,126,3299,2972,6268,11895,2575,14473,1039,865,1905,32,20,51,19,13,32,1089,899,1988,6829,3138,9967,3227,1203,4430,8196,3284,11480,1831,1050,2883,8634,3667,12304,51,56,104,446,423,870,81,70,154,55,34,92,290,198,487,4860,2215,7072,1431,489,1918,2404,721,3129,338,114,451,127,82,212,41,29,71
LGA53290,6998,6879,13875,404,384,791,982,940,1922,462,394,856,346,324,676,782,796,1579,808,853,1662,966,906,1871,966,905,1876,729,729,1459,435,461,894,110,173,284,20,6,28,6623,6621,13245,377,254,632,330,309,648,6,5,14,0,3,8,344,316,665,5334,5124,10459,837,1003,1837,5871,5818,11688,297,351,650,5839,5775,11608,90,107,196,852,818,1669,271,268,537,37,73,109,72,203,278,2016,2488,4503,714,747,1460,1565,1217,2784,358,305,667,204,167,364,10,15,29
LGA53360,3321,3190,6510,140,132,278,304,266,575,95,93,189,131,164,296,416,497,915,389,386,773,375,354,731,519,511,1029,672,602,1271,249,171,416,22,16,44,19,26,45,2944,2832,5777,368,359,735,54,42,106,3,0,3,0,8,5,63,48,107,2456,2282,4735,633,685,1314,2957,2804,5762,135,186,320,2919,2739,5659,31,24,57,269,242,508,55,46,97,13,21,30,33,99,133,1334,1538,2868,317,285,609,749,615,1362,173,105,277,65,33,97,10,8,13
LGA53430,15436,16297,31729,882,810,1691,1450,1425,2876,707,720,1428,858,985,1835,2136,2323,4457,2240,2215,4457,2099,2209,4309,2148,2216,4367,1696,1840,3539,878,1022,1893,349,522,877,107,84,192,14516,15647,30167,918,645,1560,287,279,567,14,6,16,3,10,11,299,293,595,9942,10554,20500,4375,4751,9123,12407,13015,25427,1800,2243,4042,12981,13940,26926,248,228,471,1355,1342,2695,532,582,1117,333,501,833,576,945,1524,8278,9446,17717,978,840,1817,1780,1714,3498,386,396,785,376,479,848,70,91,160
LGA53570,2753,2649,5395,125,113,231,268,268,542,127,120,249,115,98,213,279,328,610,259,302,557,356,357,715,427,406,837,494,415,908,262,190,451,38,42,84,29,40,69,2638,2536,5177,117,108,225,77,53,128,0,4,4,5,0,7,80,57,135,1801,1648,3457,689,745,1430,2281,2123,4411,248,305,548,2265,2136,4409,28,30,57,245,249,494,87,87,174,5,18,27,28,64,94,850,984,1835,227,232,458,769,618,1385,134,108,246,119,62,185,18,22,37
LGA53640,645,559,1208,57,51,109,74,72,146,22,15,41,32,29,59,86,99,183,82,78,157,76,68,148,106,69,178,87,62,140,22,12,34,5,7,8,0,0,0,639,540,1178,9,15,26,41,46,91,0,0,0,0,0,0,41,47,88,498,419,915,93,95,183,553,474,1025,46,42,85,556,468,1017,8,6,14,70,58,132,15,10,25,0,4,9,7,18,23,235,220,459,41,27,66,142,118,254,39,14,51,11,12,26,3,6,4
LGA53710,469,467,940,26,20,47,59,62,118,23,14,37,15,18,39,32,34,67,54,63,112,58,60,121,76,85,158,86,75,157,34,29,67,11,12,24,0,0,0,464,456,919,12,7,24,15,15,35,0,0,0,0,0,0,15,15,35,376,362,731,45,51,97,414,413,825,5,5,11,405,401,798,7,4,15,51,56,110,9,12,20,5,0,3,4,5,13,140,162,301,37,35,71,128,105,230,24,18,46,19,15,36,0,0,0
LGA53780,62186,62507,124686,4332,4178,8513,9131,8682,17807,4098,3767,7866,4356,3978,8334,8502,8789,17300,9781,9676,19460,7904,7854,15759,6129,6530,12658,4870,5167,10043,2356,2733,5093,715,1158,1873,142,178,320,60814,61794,122611,1371,710,2083,1755,1626,3379,28,16,46,34,38,73,1819,1672,3493,32800,31731,64540,26679,28004,54676,36347,36291,72642,21810,22888,44700,48406,48579,96987,1146,1156,2297,8537,8114,16650,3025,2965,5994,1612,1731,3341,1944,3111,5055,26148,27920,54067,4550,4455,9000,10473,9702,20178,2305,2171,4473,1678,1779,3455,805,915,1724
LGA53800,19215,20143,39361,1186,1188,2374,2817,2686,5501,1285,1214,2500,1004,1062,2062,2218,2401,4617,2301,2515,4813,2457,2722,5179,2514,2582,5095,2030,2142,4170,1057,1145,2198,359,488,848,33,21,52,18378,19586,37967,841,555,1394,1857,1968,3828,10,10,26,37,18,54,1903,2000,3909,14835,15288,30124,2647,3094,5746,15886,16662,32547,1380,1628,3009,16375,17284,33659,277,285,560,2514,2384,4899,741,791,1531,140,230,369,337,842,1175,5479,7046,12532,1978,2150,4131,4458,3977,8438,1007,883,1891,666,548,1216,89,97,191
LGA53920,2496,2400,4898,173,147,324,342,320,668,173,157,323,156,182,344,372,390,763,343,314,659,313,270,584,287,299,587,256,246,502,73,57,125,8,11,17,16,14,25,2029,2139,4172,465,259,726,1357,1410,2764,0,0,0,3,11,14,1358,1416,2773,1898,1911,3810,239,215,454,1256,1215,2469,866,900,1765,2062,2041,4101,23,20,45,278,265,544,58,52,107,7,7,14,20,28,46,572,671,1243,237,225,464,471,477,952,118,109,225,156,120,275,35,36,73
LGA53990,13650,13934,27585,940,792,1728,2224,2016,4241,995,929,1928,636,588,1220,1478,1642,3121,1724,1903,3623,1728,1828,3562,1688,1845,3533,1383,1449,2835,673,725,1397,170,225,394,19,18,36,13477,13821,27301,170,113,283,395,386,780,3,9,18,7,5,7,406,400,809,10464,10567,21028,2560,2841,5403,11983,12211,24191,1053,1189,2246,12020,12248,24270,268,213,485,2105,1924,4027,682,683,1362,86,120,206,196,493,690,4148,5185,9336,1386,1444,2826,3305,3053,6356,692,574,1259,338,306,648,30,29,56
LGA54060,1960,1942,3899,70,69,143,210,212,425,101,77,179,64,62,125,138,129,269,184,204,387,240,239,479,333,342,673,377,367,741,194,196,388,44,38,81,0,0,4,1849,1906,3756,110,31,141,52,83,132,3,0,3,0,0,5,61,78,140,1446,1452,2897,228,279,504,1661,1717,3371,39,38,76,1635,1673,3312,14,19,31,180,192,366,62,50,114,11,6,17,11,50,63,517,614,1130,190,209,400,491,489,984,144,98,238,74,56,131,0,3,3
LGA54130,613,537,1151,52,38,88,77,78,157,15,11,26,29,25,53,62,78,142,82,76,161,74,71,147,107,81,185,83,66,151,22,15,42,9,3,10,6,5,9,598,528,1120,15,15,31,19,9,30,3,0,6,0,0,0,21,9,32,480,405,889,67,73,142,527,467,996,23,25,47,519,450,972,9,4,15,67,68,136,0,4,7,0,3,8,0,17,20,229,227,455,42,45,87,132,88,216,27,14,40,12,4,14,0,0,0
LGA54170,76350,79816,156162,4399,4155,8558,10974,10327,21297,5324,4930,10251,4680,4148,8829,7695,8108,15810,9867,10885,20751,10560,11458,22018,9761,11013,20771,8383,8927,17306,3636,4090,7730,1067,1776,2847,98,111,211,75607,78786,154402,739,1024,1763,652,643,1292,32,26,60,15,23,40,703,691,1393,46826,47635,94458,27729,30297,58019,66700,68413,135121,7671,9376,17044,68210,70797,139003,1435,1340,2781,10662,9981,20641,4247,4196,8445,1966,1989,3957,1894,3165,5056,37593,41645,79236,6126,6133,12259,11824,11809,23636,2391,2236,4624,893,1119,2011,144,187,331
LGA54200,28041,29197,57243,1740,1571,3311,4134,3909,8039,1852,1730,3581,1650,1450,3102,2965,3243,6209,3710,4044,7749,3674,3885,7559,3320,3583,6904,2826,3168,5990,1638,1875,3516,533,736,1266,39,21,58,27679,28834,56510,365,370,731,645,681,1326,12,11,23,11,12,24,665,703,1365,19375,19599,38971,7787,8701,16488,23680,24232,47912,3365,3972,7341,24921,25684,50608,479,463,945,3928,3729,7661,1366,1347,2709,554,572,1127,615,1130,1746,11470,13369,24839,2513,2458,4967,5394,5101,10495,1213,1032,2244,575,587,1162,126,137,260
LGA54280,16548,14125,30673,1141,1058,2199,2186,2033,4215,855,761,1615,1145,935,2080,2750,2412,5162,2573,2128,4694,2277,1874,4152,2095,1601,3694,1104,865,1965,363,329,697,66,136,199,47,44,93,14761,13480,28243,1786,641,2427,1177,1010,2188,30,21,44,38,30,69,1244,1056,2300,10704,9244,19953,3760,3482,7240,12172,10685,22858,1937,1861,3798,11936,10571,22511,270,287,555,1926,1810,3731,486,441,930,177,150,328,415,624,1041,5130,5271,10404,1564,1228,2789,3451,2395,5850,661,472,1127,304,267,574,73,43,110
LGA54310,16367,11313,27682,996,847,1848,1951,1846,3800,691,523,1206,792,590,1380,2868,2168,5031,3363,2018,5380,2698,1521,4218,1980,1042,3023,816,593,1413,205,158,364,16,13,24,109,40,149,11572,10543,22118,4796,771,5569,1280,1085,2368,61,44,100,70,46,123,1413,1178,2589,9315,7232,16551,2941,2226,5170,10344,7955,18299,1670,1416,3081,10740,8337,19075,256,217,471,1628,1527,3158,387,319,704,60,92,148,298,476,770,4867,4299,9171,1438,866,2304,2608,1483,4092,466,283,749,181,131,317,57,17,73
LGA54340,2091,1969,4061,148,131,279,256,244,502,129,123,254,129,118,251,290,249,537,261,222,482,256,236,485,268,251,521,204,216,419,108,122,226,39,59,94,3,0,3,2026,1908,3937,58,61,121,168,184,347,3,5,5,0,0,0,168,181,350,1384,1324,2708,453,421,876,1424,1390,2818,411,373,780,1592,1567,3159,29,30,53,215,203,417,66,61,133,18,20,38,22,71,100,577,621,1191,181,184,366,402,346,751,109,90,206,111,102,213,59,51,115
LGA54410,571,544,1117,35,23,53,54,44,96,24,26,56,23,20,39,56,43,102,55,60,111,76,81,151,101,99,196,85,66,146,53,56,110,11,31,43,0,0,0,546,511,1058,22,35,57,46,30,76,0,0,0,0,0,0,44,29,76,437,404,837,59,77,136,490,452,948,21,26,49,485,452,940,5,4,6,49,39,84,13,19,33,4,0,3,7,12,17,163,157,319,39,50,92,132,135,272,44,35,74,30,23,57,3,0,5
LGA54480,257,219,480,21,23,41,36,30,68,10,3,11,12,10,19,29,33,60,44,40,79,46,37,81,28,20,48,25,24,46,9,10,18,0,0,0,0,0,0,255,220,474,3,3,5,0,0,3,0,0,0,0,0,0,0,0,3,205,168,377,23,29,51,218,188,407,11,10,17,218,173,396,3,4,11,38,24,61,5,3,5,0,4,4,0,10,13,93,94,186,16,17,33,53,32,82,10,4,7,9,0,9,0,0,0
LGA54550,956,894,1847,59,53,110,132,124,253,27,23,53,37,30,71,85,90,175,137,114,248,109,117,230,177,139,317,103,96,199,71,77,137,23,34,55,0,0,0,935,871,1804,26,25,41,46,52,97,0,0,0,0,0,0,45,52,101,738,694,1432,133,119,250,823,764,1590,51,51,103,804,752,1559,12,10,28,120,114,230,9,13,18,0,4,7,8,28,31,340,376,715,71,66,136,204,150,360,40,19,61,25,29,52,0,0,0
LGA54620,697,408,1105,31,18,50,49,44,93,23,10,28,45,23,66,111,42,149,103,59,155,108,63,171,118,72,195,72,56,123,25,22,48,15,10,23,3,0,4,439,382,818,258,30,286,32,35,69,0,0,0,0,0,0,32,35,69,519,303,816,102,54,153,582,349,923,37,17,53,567,338,906,4,4,11,42,41,79,5,0,10,0,0,4,12,12,27,256,158,419,74,41,109,158,83,237,31,18,47,26,7,37,4,0,4
LGA54690,199,156,354,8,9,18,31,17,48,4,9,13,3,3,5,15,17,27,23,17,39,33,24,55,27,31,58,36,27,60,15,10,24,0,0,3,0,0,0,193,152,348,6,0,10,0,10,9,0,0,0,0,0,0,0,10,9,164,130,292,28,21,51,192,149,341,4,0,5,178,141,319,4,4,5,31,17,48,0,0,3,0,0,5,3,3,8,64,62,133,20,8,28,45,34,80,10,10,22,13,5,12,0,0,0
LGA54760,369,347,719,17,30,50,56,60,115,3,10,14,16,3,22,38,38,75,53,44,100,63,52,115,52,48,100,45,38,82,21,14,39,5,4,10,0,0,0,366,346,715,4,4,3,6,12,19,0,0,0,0,0,0,6,12,19,292,269,563,29,39,67,328,303,625,4,15,18,319,297,617,7,11,14,47,51,101,0,9,9,0,6,0,6,15,19,154,145,294,21,25,50,60,48,106,9,10,16,14,4,20,3,0,0
LGA54830,22691,22119,44805,1933,1860,3790,3443,3141,6586,1374,1222,2600,1564,1394,2954,3747,3775,7517,3823,3669,7496,2795,2680,5475,1940,2073,4012,1275,1391,2664,622,687,1301,176,238,413,44,24,74,21394,21999,43395,1301,116,1415,1185,733,1915,17,16,31,50,20,62,1244,763,2010,14079,13187,27264,7628,8013,15636,15806,16033,31839,4599,5094,9699,17729,18006,35736,482,531,1011,3213,2929,6145,924,887,1807,369,436,805,616,1158,1774,8237,9486,17721,1857,1786,3646,4722,3636,8360,865,767,1633,462,450,905,150,113,266
LGA54900,693,555,1253,49,41,95,78,67,142,27,15,42,35,27,63,78,76,149,93,90,185,108,73,178,117,83,198,78,55,126,30,26,58,0,10,12,0,0,3,657,537,1197,37,19,53,12,13,21,0,0,0,4,3,9,16,17,32,540,431,973,90,80,172,602,477,1078,34,37,68,587,484,1070,10,10,25,71,59,134,8,11,15,5,9,8,0,4,8,272,246,515,58,48,105,137,95,232,23,15,39,14,7,17,0,4,3
LGA54970,3076,855,3929,26,23,46,51,38,83,36,25,63,166,82,246,707,219,926,696,147,841,730,152,876,552,121,678,110,33,141,12,11,21,0,0,0,18,0,20,335,319,652,2743,537,3280,180,171,355,0,0,0,3,0,3,180,171,355,1103,417,1521,487,143,629,1347,409,1754,239,143,391,1375,476,1857,0,8,5,38,33,66,15,7,21,7,6,19,47,19,69,807,257,1058,241,72,315,387,126,514,63,23,83,25,15,43,3,0,5
LGA55040,2751,999,3752,50,55,102,89,76,158,35,33,66,230,90,316,719,226,938,623,165,783,507,130,640,353,142,495,129,75,205,24,12,32,3,3,7,18,9,21,627,576,1201,2123,424,2547,100,105,206,6,0,13,0,3,5,102,110,217,1018,484,1505,438,179,617,1253,549,1808,187,105,286,1236,536,1773,12,14,21,72,51,123,3,6,11,6,6,17,39,22,66,727,287,1013,187,72,259,326,129,448,46,22,71,27,27,57,8,0,7
LGA55110,40394,45553,85956,2378,2377,4756,5458,5486,10942,2508,2399,4912,2081,2209,4287,3952,4747,8701,4202,5170,9371,4676,5603,10286,5040,6032,11074,5464,6077,11540,3548,3861,7415,1082,1589,2671,44,48,89,39948,44796,84745,446,762,1203,1174,1267,2444,31,28,58,22,29,54,1225,1331,2555,27587,30413,57996,10918,13007,23921,35873,39925,75802,2629,3457,6081,35332,39527,74854,680,663,1347,5137,5134,10274,1737,1797,3527,475,682,1156,684,1696,2384,13669,16916,30582,3938,4471,8409,9436,10366,19800,2272,2246,4512,1228,1269,2498,115,109,224
LGA55180,4578,4507,9085,232,216,444,554,507,1057,272,254,525,224,170,389,479,481,956,462,530,990,607,626,1234,746,769,1511,606,554,1159,314,293,605,93,117,209,34,17,48,4322,4293,8611,262,217,474,142,144,283,8,10,19,0,0,0,151,153,306,3491,3378,6873,714,787,1499,3900,3875,7770,307,301,609,3958,3910,7865,74,50,123,493,461,958,159,172,329,23,15,34,51,112,156,1421,1735,3159,425,485,912,1107,872,1988,276,192,471,153,138,292,40,25,61
LGA55250,1649,736,2388,39,32,71,49,53,98,32,38,77,118,62,176,374,134,512,313,97,411,315,110,429,247,114,363,127,72,197,36,15,47,0,0,0,7,4,12,530,487,1019,1119,243,1367,219,233,457,0,0,3,0,0,5,226,242,466,814,432,1247,318,118,436,963,450,1411,177,92,268,996,485,1483,5,4,7,41,43,87,14,11,29,3,6,13,24,21,50,489,218,713,134,72,202,325,127,450,48,25,65,42,20,65,0,3,3
LGA55320,48435,53759,102196,2522,2470,4996,6584,6364,12948,3247,3309,6551,3020,3078,6100,5191,5548,10743,6067,7092,13162,6275,7203,13479,5824,6791,12612,5318,6121,11434,3103,3641,6743,1287,2139,3422,148,145,292,47483,51989,99468,951,1770,2722,423,438,857,13,10,21,13,15,28,442,465,906,30389,32851,63241,16335,18894,35229,37197,40164,77363,9421,11422,20845,42096,46167,88263,833,787,1623,6338,6124,12467,2753,2889,5646,1638,1771,3412,1525,2250,3775,27181,30307,57491,2861,3083,5946,5421,6626,12049,1258,1447,2704,672,1021,1697,132,205,336
LGA55390,1103,281,1379,6,0,6,4,7,14,11,5,16,92,38,128,258,51,318,270,35,312,235,52,284,146,60,210,60,18,75,11,6,11,0,0,0,4,0,3,143,109,252,954,173,1127,61,48,106,0,0,0,0,0,0,61,48,110,445,140,586,218,51,267,565,158,722,91,42,133,560,169,730,0,0,0,8,7,11,3,0,4,7,3,7,20,7,27,350,98,448,88,22,108,168,51,222,29,3,27,8,3,12,7,7,8
LGA55460,1628,1503,3133,93,96,184,194,204,392,81,88,167,105,70,174,208,181,384,187,184,370,220,196,421,226,218,444,197,166,363,80,77,157,27,40,68,0,3,3,1546,1451,2999,81,51,131,90,80,166,0,0,0,0,0,0,90,80,166,1207,1128,2332,195,180,381,1343,1258,2598,87,74,157,1343,1277,2618,21,19,37,179,172,349,44,57,98,10,10,28,26,36,59,488,501,994,163,151,313,361,286,643,86,66,152,65,40,102,0,4,4
LGA55530,289,241,530,14,22,39,27,20,44,6,6,7,10,11,18,22,22,40,25,33,57,34,31,72,60,47,106,60,42,99,24,16,41,7,0,4,0,0,0,279,238,523,11,3,6,10,9,19,0,0,0,0,0,0,10,9,19,209,170,378,19,21,40,226,187,407,7,3,10,223,184,409,4,0,12,23,17,41,4,6,4,0,0,3,4,4,5,90,86,173,21,19,41,43,40,85,14,15,26,15,6,21,0,0,0
LGA55600,1240,1125,2362,62,53,114,158,159,319,60,55,115,79,54,134,158,122,279,126,124,248,161,158,318,200,156,355,140,134,277,76,69,141,15,33,47,51,0,51,1116,1077,2190,118,51,169,137,153,282,0,0,5,0,0,4,137,151,287,902,839,1744,112,145,258,988,941,1926,36,45,82,972,938,1908,16,15,26,128,134,262,37,30,69,4,6,15,8,26,32,351,422,773,106,104,213,260,184,444,59,40,97,35,30,64,0,0,0
LGA55670,386,355,743,26,23,45,62,47,106,19,21,42,20,13,33,34,30,65,33,35,66,47,32,80,50,61,105,69,63,127,29,28,51,12,7,20,0,0,0,336,318,649,52,34,90,40,40,78,0,0,0,0,0,0,40,40,78,266,237,507,26,35,56,282,257,540,4,12,16,278,247,528,4,3,8,39,32,71,6,8,13,0,0,0,0,12,11,104,120,224,27,30,60,70,48,121,11,10,27,10,6,19,0,0,0
LGA55740,4199,4733,8930,204,187,389,531,623,1155,244,398,639,264,279,539,457,521,970,537,578,1113,625,685,1314,540,548,1088,464,463,931,262,305,574,81,139,218,18,22,37,4111,4539,8649,83,196,277,47,50,94,4,0,8,0,0,5,46,53,102,2647,2964,5619,1350,1540,2887,3411,3812,7221,569,692,1261,3596,4027,7618,70,59,133,498,590,1092,212,362,570,161,156,314,160,253,422,2604,2909,5515,213,248,462,308,394,703,75,96,175,46,47,90,16,12,28
LGA55810,909,448,1356,15,27,46,53,35,81,8,16,30,45,24,71,159,68,227,179,74,252,192,62,254,150,87,240,81,52,137,20,10,24,0,0,3,0,0,0,348,313,662,559,132,697,38,29,60,0,0,0,0,0,0,36,27,65,329,170,499,132,76,208,428,231,657,37,17,50,391,220,607,0,5,3,19,16,35,4,0,4,0,0,3,11,8,24,205,117,321,70,24,95,104,49,152,27,11,36,17,10,25,3,0,6
LGA55880,234,204,440,22,18,38,19,23,38,0,3,8,3,8,12,27,18,45,31,32,64,44,34,73,44,38,79,29,18,49,12,8,13,4,12,16,0,0,0,234,199,436,0,5,5,10,9,20,0,0,0,0,0,0,10,9,20,189,165,361,21,19,42,210,184,394,3,7,8,203,180,384,0,7,11,17,17,32,0,0,0,0,4,4,3,4,9,86,79,162,18,17,33,54,42,97,13,10,19,11,0,15,0,3,0
LGA55950,321,278,598,28,20,38,45,34,77,16,11,28,6,3,13,31,28,60,32,36,65,45,36,81,40,49,93,42,39,80,22,23,46,7,0,9,0,0,0,315,278,594,4,0,4,10,16,25,0,0,0,0,0,0,10,16,25,248,218,469,23,28,55,273,244,514,5,8,7,261,235,502,3,3,11,35,29,64,5,8,10,0,0,3,4,9,7,80,93,175,20,29,46,93,59,153,14,10,30,7,6,17,0,0,0
LGA56090,19307,18459,37765,973,897,1867,2418,2223,4639,1207,1123,2326,1111,820,1931,2291,1796,4089,2453,2259,4716,2670,2728,5399,2646,2745,5397,2089,2228,4319,1147,1205,2352,305,432,734,19,20,40,17363,18294,35663,1940,162,2100,968,381,1347,18,6,20,38,0,39,1024,383,1410,14233,13245,27482,4483,4611,9098,15918,16590,32507,940,1211,2148,15894,16669,32560,268,263,531,2298,2124,4422,875,868,1745,281,307,583,342,716,1060,7239,8536,15776,1671,1624,3293,4865,3429,8289,768,671,1444,401,353,759,149,43,190
LGA56160,76,90,169,0,3,9,10,18,21,0,0,0,0,0,0,9,14,23,15,9,24,12,12,26,13,12,22,13,15,35,0,0,0,0,0,0,0,0,0,77,84,159,6,0,4,29,19,45,0,0,0,0,0,0,29,19,45,55,68,122,15,16,30,64,72,135,9,12,20,62,77,145,0,0,0,9,9,15,0,0,0,0,0,0,0,3,4,32,46,76,3,5,13,16,9,21,5,0,8,0,0,0,0,0,0
LGA56230,8377,8863,17239,484,451,928,1191,1152,2344,488,559,1049,402,389,788,776,897,1673,844,1027,1871,1025,1117,2143,1121,1211,2332,1165,1174,2338,686,678,1362,198,208,399,9,9,22,8325,8811,17141,50,49,103,232,232,462,4,6,13,0,0,6,237,240,475,6423,6636,13057,1412,1685,3093,7618,8014,15628,229,303,537,7489,7890,15380,106,111,225,1095,1057,2155,315,392,712,77,88,168,89,297,387,2297,2844,5142,827,1025,1847,2212,2180,4394,528,430,960,310,236,549,29,12,41
LGA56300,791,769,1563,30,30,56,74,78,154,35,24,59,16,11,22,49,54,104,96,97,189,91,83,177,130,162,288,181,146,330,79,65,144,15,18,26,3,0,3,778,752,1527,10,20,37,25,23,44,0,0,0,0,0,0,25,23,44,521,481,1007,154,168,318,664,638,1308,28,25,47,643,608,1248,3,8,11,66,58,123,20,16,39,0,0,0,6,18,25,272,298,562,71,74,149,192,150,349,33,27,60,22,16,37,3,0,4
LGA56370,409,362,770,23,29,48,53,46,100,5,7,13,15,9,24,58,46,105,40,39,81,58,47,109,55,51,105,50,36,82,30,37,62,14,23,39,0,0,0,388,341,732,16,23,38,16,19,28,0,0,0,0,0,0,16,19,28,300,270,567,37,40,75,321,288,608,16,21,42,321,291,613,5,10,6,44,40,85,5,0,6,0,0,0,4,7,9,127,137,260,34,34,66,74,59,135,19,10,30,15,12,26,0,0,0
