ILOC_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
ILOC50500901,180,142,325,21755,22474,44226,994,673,1662,22926,23286,46212,106,85,194,15637,14560,30194,36,36,71,15790,14677,30462,12,13,22,795,656,1453,3,4,4,812,668,1476,123,94,217,16433,15210,31647,41,38,79,16598,15341,31941,57,46,101,5168,7076,12247,25,45,70,5252,7167,12417,4,3,3,147,188,334,924,593,1516,1074,779,1852,10.6,9.6,10.1,4.8,4.3,4.6,4.9,5.4,5.1,4.9,4.4,4.6,68,66.7,67.4,75.6,67.7,71.6,4.1,5.5,4.7,72.4,65.9,69.1,60.8,60.3,60.6,71.9,64.8,68.3,3.9,5.2,4.4,68.9,63,65.9,17,27,39,1830,2873,4702,0,5,4,1846,2907,4753,95,58,150,13686,11575,25256,35,29,62,13812,11662,25474,4,7,4,1181,759,1942,5,0,10,1186,766,1954,0,4,4,1154,1005,2162,3,0,3,1157,1010,2163,3,3,7,415,760,1177,3,0,0,421,763,1186,11,19,29,3328,4554,7882,0,7,13,3346,4581,7927,13,16,28,2328,2884,5210,3,3,9,2345,2906,5251,47,30,79,6139,2824,8959,19,6
ILOC50500902,281,288,570,39265,41793,81060,1355,961,2316,40897,43048,83945,183,168,345,26964,25851,52811,59,53,113,27204,26069,53273,20,5,25,1317,1032,2354,3,5,5,1343,1048,2386,201,173,376,28281,26883,55167,63,54,122,28548,27113,55656,70,108,177,10775,14660,25428,54,75,135,10899,14844,25746,11,3,13,207,257,465,1239,821,2061,1459,1087,2539,9.4,5.2,7.4,4.7,3.8,4.3,3.2,7,5,4.7,3.9,4.3,71.9,60.2,66,72,64.3,68.1,4.6,5.9,5.1,69.8,63,66.3,65.1,57.1,61.1,68.7,61.8,65.2,4.4,5.5,4.9,66.5,60.6,63.5,26,48,72,3259,5667,8930,5,9,18,3293,5723,9016,153,119,275,23512,20008,43518,48,39,88,23721,20166,43882,5,4,11,2032,1486,3517,6,0,4,2038,1490,3532,11,11,21,2326,2088,4412,3,5,10,2335,2097,4433,8,10,15,891,1828,2719,0,0,0,900,1838,2737,21,28,42,7144,9458,16602,16,12,25,7174,9494,16670,21,19,45,4263,5024,9288,10,12,20,4291,5053,9349,74,49,127,10335,4549,14887,32,11
ILOC50501001,148,152,296,4764,4943,9703,282,202,487,5192,5298,10489,70,73,140,3320,2869,6188,14,3,14,3399,2946,6343,25,16,38,182,155,333,0,0,0,205,166,372,90,86,172,3500,3021,6522,14,3,14,3599,3111,6712,52,58,111,1221,1863,3084,8,18,17,1282,1931,3214,5,5,16,39,60,93,265,183,451,314,249,558,25.6,16.3,21,5.1,5.1,5.1,0,0,0,5.6,5.4,5.5,60.4,57,58.7,73.5,61.1,67.2,3.9,2,3.1,69.3,58.8,64,45,47.7,46.3,69.7,58.1,63.8,3.9,2,3.1,65.4,55.6,60.5,5,17,21,246,470,720,0,0,0,251,488,739,58,53,113,3017,2365,5381,9,0,14,3090,2423,5510,0,3,3,194,109,303,0,0,0,194,110,300,0,0,0,116,105,217,0,0,0,116,105,220,0,3,3,42,94,132,0,0,0,42,92,138,0,3,5,396,641,1037,0,0,0,399,645,1049,0,10,13,378,519,896,0,0,0,383,527,911,36,32,64,1571,828,2399,8,3
ILOC50501002,120,146,261,4465,4741,9203,234,190,418,4810,5072,9883,82,78,161,3201,2867,6066,6,12,11,3286,2959,6237,12,7,17,158,153,308,0,0,0,168,160,326,91,88,177,3357,3020,6374,6,12,11,3448,3114,6560,28,53,81,1059,1657,2714,7,13,22,1097,1720,2814,0,9,5,44,65,111,215,164,389,264,240,504,11.2,8.1,9.7,4.6,5,4.8,0,0,0,4.8,5.1,4.9,75.4,60.1,67,75.2,63.7,69.3,2.2,4.8,3.3,71.7,61.4,66.4,66.9,55.2,60.5,71.7,60.5,65.9,2.2,4.8,3.3,68.3,58.3,63.1,3,16,22,220,508,729,0,0,0,225,524,748,71,61,132,2943,2335,5280,6,12,11,3015,2403,5427,4,3,0,159,122,280,0,0,0,161,124,284,0,0,0,61,81,142,0,0,0,61,81,142,0,0,0,39,99,138,0,0,0,43,100,140,3,7,9,321,583,911,0,0,0,326,590,923,6,18,28,314,489,798,0,0,0,319,509,827,30,22,53,1473,804,2276,0,4
ILOC50501003,139,163,299,12570,13240,25804,516,402,922,13222,13804,27029,88,87,180,8409,7770,16183,24,4,32,8525,7867,16391,9,5,15,366,317,680,0,3,3,372,327,701,100,97,193,8777,8086,16862,24,10,34,8902,8197,17092,38,60,101,3656,5005,8666,14,30,40,3706,5097,8808,8,3,4,138,146,282,478,367,844,617,516,1132,8.2,8.2,8.2,4.2,3.9,4.1,0,22.2,5.9,4.2,4,4.1,71,59.9,65,69.8,61.1,65.3,4.8,2.2,3.7,67.3,59.4,63.2,65.2,54.9,59.7,66.9,58.7,62.7,4.8,1.7,3.5,64.5,57,60.6,5,23,30,899,1710,2612,0,0,0,913,1735,2643,80,69,144,7416,6011,13426,23,7,27,7522,6077,13596,0,7,8,601,443,1045,5,0,4,602,450,1052,5,6,3,658,670,1331,3,0,3,664,673,1340,3,0,3,256,479,736,0,0,0,261,475,737,8,19,27,1923,2676,4601,4,5,7,1933,2698,4636,5,11,16,1323,1654,2976,4,0,3,1329,1671,3001,37,26,69,3407,1536,4946,8,7
ILOC50501101,291,331,619,6676,6822,13496,498,409,911,7470,7558,15028,128,139,272,4009,3413,7422,13,5,23,4154,3560,7716,42,31,69,450,371,816,0,0,0,491,400,896,175,167,342,4457,3786,8245,15,13,23,4650,3962,8609,104,157,257,2132,2947,5079,17,26,44,2251,3126,5379,14,7,19,85,92,180,469,375,846,566,473,1038,24.3,17.2,20.8,10.1,9.8,9.9,6.3,11.1,8,10.6,10.1,10.4,60.1,51.1,55.3,66.8,55.5,61.1,3.2,2.2,2.7,62.3,52.4,57.3,45.5,42.3,43.8,60.1,50,55,3,2,2.5,55.7,47.1,51.4,14,30,41,331,514,846,0,0,6,345,546,885,114,110,221,3618,2859,6472,14,3,20,3749,2971,6715,0,5,8,199,159,358,0,0,0,206,163,369,0,6,6,95,136,229,0,0,0,91,142,235,0,3,4,40,114,152,0,0,0,39,120,158,4,17,19,400,633,1031,0,0,0,398,652,1052,12,27,35,416,598,1015,0,0,0,429,626,1053,51,64,110,1899,1144,3044,12,3
ILOC50501102,656,175,833,9514,9338,18852,450,292,747,10626,9803,20428,115,90,199,7049,6382,13436,8,14,21,7175,6484,13663,13,15,22,308,364,670,0,0,3,323,374,698,123,100,229,7362,6747,14103,15,12,24,7497,6859,14360,533,67,601,2086,2517,4608,10,4,16,2631,2595,5220,3,0,7,65,73,139,431,277,706,497,350,847,10.5,10.9,10.7,4.2,5.4,4.7,14.3,7.7,11.1,4.3,5.5,4.9,18.8,58.4,27.1,77.4,72.2,74.8,3.1,4.4,3.6,70.6,70,70.3,16.9,52,24.2,74.1,68.4,71.3,2.6,4.1,3.2,67.5,66.2,66.9,13,32,43,695,1124,1823,0,0,0,714,1153,1869,99,56,157,6279,5188,11464,7,11,20,6384,5261,11639,4,9,13,311,249,559,0,0,0,313,257,568,4,0,3,413,477,898,0,0,0,417,481,904,4,0,5,103,283,382,0,0,0,103,283,388,14,21,29,1324,1959,3284,0,0,4,1340,1979,3315,5,10,15,843,1120,1960,0,0,8,854,1129,1980,66,38,107,2630,1542,4167,9,0
ILOC50501201,182,158,343,21842,25044,46886,833,739,1577,22860,25948,48809,114,84,199,15066,15001,30067,26,22,49,15211,15109,30316,22,14,34,678,623,1300,0,0,0,699,638,1335,133,94,232,15746,15627,31373,26,22,49,15905,15742,31648,45,53,100,5957,9253,15211,52,68,113,6050,9377,15429,3,11,20,136,168,302,757,657,1412,901,833,1729,14.9,13.3,14.2,4.3,4,4.2,0,0,0,4.4,4,4.2,72.8,60.5,67.1,72.1,62.4,66.9,3.2,2.8,3,69.6,60.7,64.8,62,52.5,57.5,69,59.9,64.1,3.2,2.8,3,66.5,58.2,62.1,20,20,44,1708,3406,5119,3,4,10,1736,3436,5169,92,61,150,13261,11509,24765,23,16,37,13371,11585,24956,4,0,4,872,895,1768,8,4,10,881,904,1784,7,7,20,2286,2134,4419,3,0,3,2299,2140,4439,5,9,14,722,1256,1976,0,5,7,723,1269,1993,17,32,50,5878,7232,13114,6,13,23,5902,7276,13177,23,17,44,2134,2752,4893,3,8,10,2162,2778,4945,36,16,52,3630,1859,5486,18,4
ILOC50501202,133,183,316,17894,19528,37416,665,553,1226,18692,20267,38955,66,76,137,11651,11031,22684,15,21,38,11729,11127,22859,16,5,20,575,559,1136,3,0,3,600,564,1159,85,79,162,12229,11589,23816,15,24,38,12332,11685,24015,48,99,144,5482,7714,13199,42,47,82,5567,7857,13425,3,6,12,176,223,402,614,490,1099,790,721,1517,19.8,5.1,12.5,4.7,4.8,4.8,16.7,4.8,10.3,4.8,4.8,4.8,61.4,43.2,50.8,68.4,59.3,63.7,2.7,3.8,3.2,66,57.7,61.7,49.2,41,44.4,65.1,56.5,60.6,2.2,3.6,2.9,62.8,54.9,58.7,3,20,24,1624,2588,4210,3,4,10,1630,2612,4242,59,53,113,9915,8361,18278,15,15,27,9984,8434,18416,0,0,0,667,567,1238,0,0,0,667,567,1238,3,4,7,1792,1460,3251,0,0,0,1790,1469,3256,0,4,4,489,839,1331,0,0,0,494,841,1340,8,19,26,4342,4983,9329,3,13,17,4359,5014,9371,3,13,14,1777,2146,3921,4,8,11,1790,2163,3951,25,17,38,3094,1460,4551,16,3
ILOC50501301,780,188,972,13022,12478,25499,657,472,1128,14460,13141,27604,119,110,232,7953,7477,15428,36,22,59,8111,7607,15717,17,12,25,330,299,628,0,0,0,343,314,657,137,121,260,8282,7780,16055,34,22,61,8453,7920,16376,642,65,704,4622,4564,9183,15,25,47,5274,4656,9932,3,6,8,120,142,264,606,417,1027,732,567,1293,10.9,9.1,10,4,3.9,3.9,5.6,0,3.4,4.1,4,4,17.7,63.4,26.7,63.6,62.3,63,5.5,4.9,5.2,58.5,60.3,59.3,15.8,57.6,24,61.1,59.9,60.5,5.2,4.9,5.1,56.1,57.9,56.9,14,44,61,906,1629,2532,3,6,5,927,1677,2604,104,67,170,6963,5784,12744,26,18,48,7094,5859,12957,0,0,3,681,513,1194,0,3,5,684,518,1201,0,4,8,497,532,1033,0,0,0,498,540,1038,0,3,3,251,468,720,0,0,0,251,473,720,16,17,28,1502,2318,3824,9,8,14,1526,2346,3867,16,26,42,1151,1529,2684,7,3,7,1166,1560,2728,58,34,92,3774,1728,5501,15,4
ILOC50501302,135,125,258,2895,3117,6013,194,157,348,3223,3401,6621,72,65,138,1812,1692,3506,9,3,14,1891,1766,3655,12,12,21,129,98,223,0,0,0,138,109,245,82,79,158,1935,1788,3727,9,4,17,2028,1873,3900,51,48,95,920,1286,2213,12,16,26,980,1353,2332,4,0,8,34,38,76,170,133,306,214,174,387,13.4,14.1,13.8,6.6,5.3,6,0,16.7,6.7,6.9,5.7,6.3,61.2,61.9,61.5,66.9,57.3,62,4.6,3.9,4.3,63,55.1,58.9,53,53.2,53.1,62.5,54.3,58.3,4.6,3.2,4,58.6,51.9,55.2,9,13,21,173,291,464,0,0,0,182,306,488,60,54,108,1608,1379,2996,6,3,14,1677,1436,3117,3,0,3,115,99,218,0,0,0,120,99,220,0,4,3,50,77,130,0,0,0,51,79,137,0,0,5,29,79,106,0,0,0,31,82,112,4,6,16,219,356,571,0,0,4,217,371,589,5,17,24,204,332,532,0,0,0,206,352,558,43,18,61,893,470,1362,4,0
ILOC50501401,235,239,474,23955,23237,47194,2203,1507,3708,26394,24982,51377,141,139,285,18070,16211,34285,26,28,52,18240,16376,34620,20,23,40,929,773,1698,4,0,4,946,794,1740,162,164,326,18997,16987,35982,27,28,54,19188,17174,36356,60,70,135,4720,6065,10787,22,19,46,4802,6162,10962,8,4,16,241,188,426,2149,1465,3611,2404,1657,4056,12.2,13.6,12.9,4.9,4.5,4.7,7.1,0,3.8,4.9,4.6,4.8,69.8,67.2,68.5,79.3,73.1,76.2,1.3,1.6,1.4,72.7,68.7,70.8,61.3,58.1,59.7,75.4,69.8,72.6,1.2,1.6,1.3,69.1,65.6,67.4,22,37,54,2289,3180,5473,4,0,7,2313,3217,5532,117,104,226,15619,12915,28526,18,22,45,15756,13039,28795,3,4,11,962,803,1768,4,0,5,968,808,1779,8,15,28,3211,3058,6268,3,0,3,3225,3080,6302,3,4,7,771,1120,1888,0,0,0,777,1125,1899,34,34,75,7590,7830,15422,5,8,10,7630,7874,15505,21,21,39,2285,2460,4748,7,9,11,2315,2488,4804,48,40,89,3056,1571,4623,9,3
ILOC50501402,212,228,440,34805,38200,73008,1543,1425,2969,36561,39856,76426,116,121,240,23602,22463,46064,50,44,94,23771,22625,46399,13,21,34,1023,948,1970,4,0,4,1040,969,2008,133,146,272,24626,23409,48030,57,44,102,24812,23597,48408,85,84,167,9893,14434,24323,63,75,142,10041,14595,24633,0,5,3,289,360,649,1425,1307,2731,1715,1670,3381,12.2,14.1,13.2,4.2,4,4.1,7.1,4.3,5.9,4.2,4.1,4.2,61.2,62,61.6,70.7,61.3,65.8,3.6,3.2,3.4,67.9,59.2,63.3,53.7,53.3,53.5,67.8,58.8,63.1,3.4,3.1,3.2,65,56.8,60.7,27,27,49,3059,4612,7679,7,11,16,3090,4653,7739,90,94,186,20382,17693,38082,45,31,78,20522,17817,38344,4,6,8,1385,1546,2927,0,0,3,1388,1554,2944,13,9,26,6483,5400,11887,4,8,13,6504,5422,11923,6,5,13,1179,2208,3390,0,3,3,1187,2220,3406,43,38,83,12095,13345,25439,43,39,79,12178,13424,25602,8,14,25,2571,3704,6273,13,14,25,2594,3729,6317,27,23,58,2583,1461,4044,10,4
ILOC50501501,457,500,954,16073,17102,33182,1113,783,1898,17651,18381,36033,243,211,454,10302,9121,19429,31,21,54,10582,9354,19933,58,54,114,852,740,1593,6,3,10,919,799,1715,304,268,570,11157,9860,21018,37,24,58,11499,10153,21651,138,213,347,4724,6988,11708,40,58,99,4904,7256,12155,24,23,41,196,252,448,1042,696,1738,1257,972,2229,20,20.3,20.1,7.6,7.5,7.6,14.3,16,15,8,7.9,7.9,66.4,53.5,59.7,69.4,57.7,63.3,3.1,3.2,3.2,65.1,55.2,60.1,53.2,42.7,47.7,64.1,53.3,58.5,2.7,2.7,2.7,59.9,50.9,55.3,33,42,77,1118,1654,2772,0,3,6,1155,1696,2856,204,162,370,9058,7394,16451,26,19,40,9286,7580,16863,8,3,11,547,441,988,3,3,3,557,449,1004,0,0,0,219,281,494,0,0,0,218,278,496,0,5,3,151,307,454,0,0,0,152,309,464,11,23,39,847,1680,2525,0,5,5,859,1708,2564,23,42,60,1292,1783,3076,9,7,11,1319,1823,3146,112,101,216,5506,3155,8663,19,9
ILOC50501502,183,181,371,10530,11410,21939,806,604,1409,11525,12194,23719,97,89,192,5904,5524,11430,18,13,33,6024,5624,11645,23,15,36,526,405,930,0,0,0,544,424,967,119,101,222,6433,5928,12361,18,13,34,6570,6046,12618,61,69,131,3924,5236,9155,38,52,88,4022,5352,9372,4,8,15,173,250,426,749,534,1285,934,794,1724,16.8,14.3,15.6,8.2,6.9,7.5,0,7.1,2.9,8.3,7,7.7,64.3,57.1,60.7,61.1,51.9,56.3,2.5,2.3,2.4,57,49.6,53.2,53.5,48.9,51.2,56.1,48.4,52.1,2.5,2.2,2.3,52.3,46.1,49.1,15,18,29,845,1125,1969,0,0,0,861,1141,1999,78,68,151,4982,4344,9324,17,10,24,5071,4424,9497,0,8,8,353,267,622,0,0,0,356,276,633,0,0,3,234,269,502,0,0,0,233,269,505,0,3,3,107,258,369,0,0,0,107,268,370,7,8,16,783,1312,2098,3,0,3,792,1320,2113,10,10,18,929,1236,2167,3,3,7,943,1249,2193,60,40,100,3459,1742,5207,15,4
ILOC50501503,389,430,824,20405,22324,42735,1366,810,2174,22158,23568,45726,282,268,549,15741,14717,30458,48,29,79,16072,15016,31088,21,41,64,738,839,1574,3,0,3,765,882,1646,305,302,610,16479,15557,32034,52,29,83,16836,15897,32731,83,125,203,3794,6593,10388,29,31,55,3900,6744,10647,6,0,12,139,169,311,1283,748,2030,1422,923,2346,7.2,13.1,10.1,4.5,5.4,4.9,5.9,0,3.6,4.5,5.5,5,78.3,70.8,74.3,80.7,69.7,75,3.7,3.9,3.8,76,67.5,71.6,72.6,61.5,66.8,77.1,65.9,71.3,3.5,3.9,3.7,72.5,63.7,68,41,55,101,1916,2756,4668,5,4,7,1960,2818,4777,233,204,435,13652,11829,25479,41,25,69,13934,12055,25984,6,5,9,673,678,1354,0,4,4,678,690,1365,3,4,8,456,513,970,5,0,4,460,519,975,3,7,10,214,579,793,0,0,4,215,588,802,13,38,51,1662,3215,4876,3,3,5,1678,3257,4930,22,44,62,2016,2827,4836,4,5,6,2036,2871,4907,133,119,252,7101,4458,11565,28,11
ILOC50501601,263,262,523,11074,11522,22600,638,448,1085,11974,12239,24215,153,172,327,8210,7505,15719,34,19,48,8394,7699,16089,8,14,25,289,345,633,0,0,0,301,358,656,162,188,348,8502,7851,16347,34,19,50,8690,8053,16747,95,75,169,2491,3571,6062,15,28,42,2597,3679,6273,9,5,11,85,98,184,596,399,993,685,504,1187,4.9,8,6.6,3.4,4.4,3.9,0,5.6,2,3.4,4.5,3.9,62.3,71.2,66.8,76.7,68.1,72.3,4.9,4,4.5,72.6,65.8,69.2,59.2,65.5,62.4,74.1,65.1,69.5,4.9,3.8,4.4,70.1,62.9,66.5,17,47,55,638,1234,1875,0,3,7,651,1281,1936,140,126,264,7454,6188,13638,26,12,41,7616,6323,13941,6,3,3,589,418,1008,3,0,3,601,423,1014,0,6,6,221,263,480,0,0,0,220,263,483,0,5,10,106,279,379,0,0,0,102,282,386,9,13,22,831,1472,2297,0,0,0,837,1490,2323,6,25,31,854,1448,2303,3,4,11,866,1478,2344,64,76,131,3901,2145,6047,24,8
ILOC50501701,222,222,446,16769,18109,34880,775,745,1522,17767,19075,36845,113,82,193,11531,11103,22634,17,17,39,11666,11209,22875,15,13,33,564,479,1040,0,3,3,578,497,1075,126,96,225,12096,11582,23680,23,19,42,12244,11705,23951,89,108,194,4473,6241,10718,16,34,51,4574,6388,10960,11,14,28,198,289,481,740,683,1426,945,982,1934,11.7,16.2,13.7,4.7,4.1,4.4,4.5,9.1,6.8,4.7,4.2,4.5,57.1,44.8,51,72.1,64,67.9,2.8,3,2.9,68.9,61.4,65,50.4,37.6,44,68.8,61.3,64.9,2.7,2.7,2.7,65.7,58.7,62.1,12,19,33,1402,2361,3762,0,3,5,1411,2385,3795,100,66,161,10034,8677,18709,18,15,36,10155,8747,18902,0,4,5,646,605,1252,0,0,0,653,607,1260,7,12,13,2136,1912,4050,7,0,4,2150,1920,4071,0,0,0,544,886,1435,0,0,0,545,891,1433,28,21,47,4859,5411,10261,6,12,19,4886,5440,10334,14,17,33,1554,1864,3420,0,4,4,1571,1883,3451,33,31,63,2180,1238,3418,7,3
ILOC50501702,265,262,525,14719,15064,29785,987,766,1752,15967,16091,32063,134,120,251,10600,9725,20326,17,19,41,10757,9862,20619,20,25,48,552,472,1030,0,0,0,575,498,1077,152,143,295,11158,10202,21355,22,18,40,11329,10362,21690,97,106,198,3235,4457,7692,28,28,52,3355,4589,7945,17,13,30,331,407,739,938,722,1658,1285,1141,2429,13.6,16.2,14.9,5,4.6,4.8,4.8,5.6,5.1,5.1,4.8,4.9,58.1,54.8,56.5,75.8,67.7,71.7,2.1,2.3,2.2,70.9,64.4,67.6,50.2,45.9,48.1,72,64.6,68.2,2,2.2,2.1,67.3,61.3,64.3,19,22,47,1354,2128,3485,0,4,9,1378,2163,3534,111,89,204,9143,7525,16664,20,11,31,9272,7627,16896,0,3,4,590,419,1008,0,5,0,595,425,1019,10,10,18,1427,1515,2944,3,0,3,1440,1526,2968,0,3,7,393,637,1028,0,0,0,392,646,1031,22,35,58,3586,4151,7737,4,5,15,3614,4195,7806,19,22,39,1432,1583,3014,4,3,9,1451,1607,3063,53,43,95,2510,1363,3877,7,4
ILOC50501801,226,233,459,30207,33611,63816,1499,1251,2750,31932,35092,67024,136,120,255,21564,21542,43106,47,33,80,21743,21695,43438,16,18,29,840,757,1594,3,0,0,854,776,1630,148,135,279,22404,22299,44701,53,38,82,22598,22466,45066,71,94,167,7587,11025,18614,34,66,105,7702,11185,18883,4,3,9,218,284,497,1410,1151,2566,1632,1438,3075,9,12.4,10.6,3.7,3.4,3.6,6.1,2.9,4.8,3.8,3.4,3.6,64.4,58.8,61.6,74.2,66.3,70,3.3,2.7,3,70.8,64,67.2,58.7,51.5,55,71.4,64.1,67.5,3.1,2.6,2.9,68.1,61.8,64.8,14,35,51,2398,4534,6934,0,8,8,2415,4577,6993,113,84,198,18988,16853,35842,41,19,64,19146,16959,36107,5,6,11,1368,1239,2611,3,0,6,1381,1249,2625,12,7,23,2832,2836,5667,0,3,8,2847,2853,5699,3,4,7,961,1742,2701,6,7,8,966,1749,2719,28,27,55,8039,9951,17990,16,16,34,8078,9992,18079,7,20,27,3124,3791,6913,9,8,20,3142,3820,6960,55,30,87,5483,2567,8060,19,5
