ILOC_CODE_2021,Co_LTHC_1ms_LTHC_twoc_In_ns_P,Co_LTHC_1ms_LTHC_twoc_Tot_M,Co_LTHC_1ms_LTHC_twoc_Tot_F,Co_LTHC_1ms_LTHC_twoc_Tot_P,Co_LTHC_1ms_LTHC_3oMc_Ind_M,Co_LTHC_1ms_LTHC_3oMc_Ind_F,Co_LTHC_1ms_LTHC_3oMc_Ind_P,Co_LTHC_1ms_LTHC_3oMc_NoInd_M,Co_LTHC_1ms_LTHC_3oMc_NoInd_F,Co_LTHC_1ms_LTHC_3oMc_NoInd_P,Co_LTHC_1ms_LTHC_3oMc_In_ns_M,Co_LTHC_1ms_LTHC_3oMc_In_ns_F,Co_LTHC_1ms_LTHC_3oMc_In_ns_P,Co_LTHC_1ms_LTHC_3oMc_Tot_M,Co_LTHC_1ms_LTHC_3oMc_Tot_F,Co_LTHC_1ms_LTHC_3oMc_Tot_P,Co_LTHC_1ms_LTHC_Tot_Ind_M,Co_LTHC_1ms_LTHC_Tot_Ind_F,Co_LTHC_1ms_LTHC_Tot_Ind_P,Co_LTHC_1ms_LTHC_Tot_NoInd_M,Co_LTHC_1ms_LTHC_Tot_NoInd_F,Co_LTHC_1ms_LTHC_Tot_NoInd_P,Co_LTHC_1ms_LTHC_Tot_In_ns_M,Co_LTHC_1ms_LTHC_Tot_In_ns_F,Co_LTHC_1ms_LTHC_Tot_In_ns_P,Co_LTHC_1ms_LTHC_Tot_Tot_M,Co_LTHC_1ms_LTHC_Tot_Tot_F,Co_LTHC_1ms_LTHC_Tot_Tot_P,Co_LTHC_Ns_Ind_M,Co_LTHC_Ns_Ind_F,Co_LTHC_Ns_Ind_P,Co_LTHC_Ns_NoInd_M,Co_LTHC_Ns_NoInd_F,Co_LTHC_Ns_NoInd_P,Co_LTHC_Ns_In_ns_M,Co_LTHC_Ns_In_ns_F,Co_LTHC_Ns_In_ns_P,Co_LTHC_Ns_Tot_M,Co_LTHC_Ns_Tot_F,Co_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_Tot_p_M,Tot_p_In_Tot_p_F,Tot_p_In_Tot_p_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P
ILOC50500902,28,2519,3146,5665,14,17,26,1059,1271,2337,12,7,18,1082,1299,2378,122,124,247,12907,15113,28022,56,65,117,13084,15306,28389,32,28,61,1755,1856,3610,1384,965,2346,3173,2850,6019,420,447,869,49204,51185,100393,1524,1121,2646,51149,52753,103909
ILOC50501001,9,332,483,816,5,10,18,170,217,386,0,0,0,178,232,404,56,78,134,1685,2008,3693,0,11,9,1738,2097,3839,17,26,41,207,198,402,306,217,525,533,439,975,232,228,464,5936,6005,11942,323,238,565,6495,6478,12968
ILOC50501002,0,330,437,763,6,0,9,156,245,404,0,0,0,164,250,413,42,60,105,1570,1967,3538,3,3,14,1621,2034,3654,8,12,17,216,206,424,272,188,462,494,409,906,199,213,414,5534,5747,11281,292,211,502,6029,6169,12198
ILOC50501003,11,869,1047,1922,4,8,17,388,417,804,4,0,7,399,423,820,60,63,122,4309,4902,9211,12,21,35,4385,4985,9368,11,8,15,598,581,1176,551,440,991,1161,1023,2191,229,246,471,15754,16281,32037,601,484,1086,16582,17012,33594
ILOC50501101,13,591,857,1444,12,23,38,326,481,807,0,4,0,343,506,849,136,176,309,2688,3233,5923,19,19,35,2844,3427,6268,30,21,54,392,321,713,594,492,1087,1014,835,1851,474,475,953,8316,8289,16602,632,525,1165,9425,9295,18721
ILOC50501102,0,437,583,1016,0,3,7,160,211,364,0,0,0,162,211,379,72,97,170,2391,2927,5318,9,3,8,2473,3023,5491,507,17,522,1143,370,1512,524,367,889,2174,756,2933,782,276,1060,12716,12423,25135,556,389,948,14059,13084,27148
ILOC50501201,27,1206,1644,2850,9,8,18,518,624,1143,5,14,18,530,645,1177,65,65,134,6600,8228,14831,37,54,90,6707,8350,15055,17,23,43,843,984,1824,854,746,1602,1719,1752,3473,246,243,493,27076,30078,57149,944,841,1786,28268,31167,59435
ILOC50501202,16,1070,1423,2490,3,8,18,465,628,1087,6,7,17,478,641,1119,60,87,147,5557,6637,12196,34,40,66,5648,6763,12408,11,20,31,735,816,1551,680,549,1226,1423,1384,2813,194,238,428,21711,23178,44891,753,629,1373,22656,24040,46697
ILOC50501301,13,872,1096,1968,4,5,15,408,458,861,4,0,6,415,463,878,55,83,140,4215,4948,9155,15,25,43,4289,5052,9340,606,13,617,1795,538,2333,693,476,1170,3094,1029,4120,888,273,1166,15774,15004,30780,751,537,1291,17414,15824,33235
ILOC50501302,0,245,348,593,6,5,11,114,148,264,0,4,0,119,155,280,58,61,120,1108,1333,2438,3,14,18,1171,1402,2571,23,16,38,158,143,304,212,160,370,395,323,713,212,217,430,3414,3628,7046,228,181,411,3856,4032,7889
ILOC50501401,9,1027,1291,2319,9,21,28,400,439,841,0,0,3,413,457,872,81,125,205,5937,6547,12488,20,20,33,6040,6689,12732,19,8,28,791,706,1499,2277,1571,3846,3085,2283,5372,278,282,558,27025,26168,53191,2330,1609,3939,29633,28055,57688
ILOC50501402,25,1901,2368,4269,0,9,9,821,899,1723,12,10,24,835,920,1755,86,91,174,10285,12075,22363,53,60,119,10424,12229,22651,17,13,25,1358,1434,2797,1596,1478,3072,2966,2920,5890,290,325,609,42658,45629,88285,1731,1616,3346,44674,47572,92244
ILOC50501501,28,1284,1863,3147,20,34,52,715,962,1679,6,9,17,742,1004,1750,212,276,490,6247,7767,14015,46,54,102,6510,8098,14610,61,55,117,890,882,1774,1277,925,2202,2225,1868,4092,773,834,1605,20235,21039,41271,1359,1021,2386,22369,22899,45263
ILOC50501502,19,972,1210,2187,11,19,29,587,678,1262,8,9,20,614,700,1308,99,119,215,4192,4991,9188,34,43,74,4324,5147,9471,18,15,32,566,603,1163,832,599,1435,1413,1217,2632,281,266,544,12452,13098,25551,900,680,1579,13633,14044,27673
ILOC50501503,10,1141,1709,2846,15,20,33,410,567,980,0,8,4,425,591,1013,173,215,387,6357,8085,14441,23,25,44,6556,8320,14877,38,43,77,995,1180,2177,1549,1010,2560,2583,2233,4814,702,727,1432,28130,29675,57807,1645,1087,2734,30481,31487,61967
ILOC50501601,9,670,914,1580,4,8,10,271,342,617,0,4,6,279,358,634,103,121,227,3579,4265,7839,18,22,47,3705,4408,8114,80,20,106,838,545,1380,709,506,1211,1630,1067,2694,472,448,920,14864,15128,29997,770,557,1326,16103,16138,32242
ILOC50501701,13,890,1221,2111,11,19,33,402,527,924,0,4,8,415,553,960,83,88,171,4848,5859,10705,17,34,50,4946,5979,10931,27,24,49,688,762,1452,821,773,1590,1534,1563,3095,327,308,631,19831,20814,40640,863,835,1696,21022,21954,42973
ILOC50501702,14,791,1087,1884,12,21,32,358,448,808,3,3,8,377,470,847,110,117,225,4081,4865,8945,27,22,51,4216,5000,9218,22,27,47,631,755,1390,1036,817,1850,1684,1607,3289,342,320,664,17205,17489,34697,1087,866,1956,18634,18683,37317
ILOC50501801,25,1655,2281,3936,11,13,25,703,982,1686,3,10,11,713,1004,1714,73,98,173,8990,11180,20169,39,56,104,9109,11335,20443,28,14,39,1153,1333,2486,1571,1305,2883,2755,2652,5406,339,307,642,37452,40435,77887,1681,1424,3105,39469,42167,81636
ILOC50501802,16,1214,1675,2886,12,19,30,599,795,1393,0,8,12,611,825,1429,101,123,228,6141,7694,13837,33,42,75,6276,7861,14141,27,24,49,840,841,1681,921,773,1692,1789,1633,3427,320,313,635,24048,25617,49669,993,874,1869,25364,26807,52170
ILOC50501803,7,401,540,941,3,16,19,219,295,509,0,3,0,223,314,536,60,84,149,1912,2404,4317,10,10,22,1982,2499,4482,14,12,32,297,301,593,647,535,1183,954,850,1805,215,222,443,8704,8685,17387,683,564,1248,9606,9472,19078
ILOC50501804,34,1724,2538,4264,12,33,47,866,1128,1990,7,12,18,884,1165,2050,136,227,366,9021,11507,20528,50,73,119,9203,11808,21012,25,32,52,1293,1298,2589,1885,1741,3627,3203,3071,6275,431,555,984,39876,42850,82724,2010,1879,3896,42320,45286,87603
ILOC50501901,0,499,649,1146,3,8,13,247,254,505,0,0,0,249,262,517,52,50,100,2412,2756,5167,4,7,12,2467,2819,5283,14,15,30,394,383,774,333,274,605,735,672,1409,205,218,423,9334,9442,18775,357,301,657,9897,9960,19855
ILOC50501902,7,492,669,1161,13,27,35,239,358,597,8,0,9,255,382,642,111,140,254,2502,2888,5389,21,8,30,2633,3036,5676,51,39,90,436,419,853,451,384,832,936,840,1782,427,467,892,9943,9825,19764,502,413,911,10872,10701,21573
ILOC50501903,5,58,68,122,3,7,10,25,64,85,0,0,0,25,69,93,13,18,31,278,304,578,0,3,3,291,319,609,9,8,16,46,38,80,67,59,121,117,99,213,44,55,103,855,775,1629,68,68,139,966,896,1861
ILOC50501904,4,867,1219,2091,13,14,24,327,413,748,0,5,5,340,434,778,156,176,336,5030,5943,10973,14,22,37,5195,6143,11340,48,160,207,844,964,1804,1122,731,1851,2008,1856,3868,676,818,1497,24717,25303,50016,1192,796,1983,26586,26917,53503
ILOC50501905,5,548,912,1463,8,12,21,297,414,711,0,10,9,301,438,740,111,136,239,2993,3959,6955,10,22,34,3114,4114,7229,22,25,45,533,469,1000,619,505,1122,1176,995,2175,467,433,901,12354,13119,25470,653,546,1201,13473,14091,27568
ILOC50501906,3,228,299,524,3,7,10,91,135,230,0,0,0,93,145,238,39,37,77,1136,1344,2480,4,3,12,1179,1383,2566,4,0,12,167,146,315,159,125,286,336,274,609,138,88,224,4014,4092,8108,179,131,309,4326,4319,8645
ILOC50501907,3,155,260,416,3,9,9,70,129,198,0,0,0,73,135,211,35,51,87,730,930,1658,6,11,13,774,988,1760,9,11,19,124,163,292,257,196,455,388,373,763,114,120,232,2316,2505,4818,264,216,478,2691,2844,5532
ILOC50501908,3,209,262,468,6,16,21,101,163,259,0,0,5,106,174,284,55,99,150,875,1011,1886,9,6,13,938,1120,2053,23,19,42,123,89,216,223,190,414,367,294,666,237,244,476,2967,2965,5930,236,215,450,3437,3424,6859
ILOC50501909,4,147,243,391,4,9,13,82,114,195,0,3,3,85,128,207,52,62,109,930,1090,2017,3,4,10,982,1160,2141,4,10,15,128,126,258,126,95,222,263,232,492,215,210,424,3142,3197,6336,146,115,262,3505,3519,7019
ILOC50502001,33,2560,3434,5993,21,45,70,1192,1560,2749,6,14,18,1222,1617,2842,255,338,592,13286,16157,29441,61,69,128,13602,16559,30163,76,68,149,2216,2183,4404,2082,1503,3586,4379,3761,8141,973,1086,2061,57523,59550,117069,2246,1655,3901,60745,62290,123036
ILOC50502101,25,1764,2649,4414,29,28,57,810,1179,1983,6,12,19,836,1218,2059,240,279,519,9443,12211,21658,50,55,105,9734,12551,22281,62,64,129,1570,1620,3189,2102,1520,3630,3736,3209,6946,935,971,1910,38905,41385,80286,2242,1664,3903,42079,44020,86103
ILOC50600102,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,15,20,33,0,0,0,0,0,0,18,22,38,0,0,0,0,0,0,3,4,3,0,6,6,136,134,269,7,10,17,3,4,3,147,146,289
ILOC50600103,0,5,14,23,3,0,8,0,0,0,0,0,0,3,0,8,17,36,51,4,0,4,0,0,0,22,36,54,5,0,10,0,0,0,0,0,0,5,0,10,77,90,171,8,4,14,0,0,0,86,94,180
ILOC50600104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,15,0,0,0,0,0,0,5,13,15,0,0,0,0,0,0,0,0,0,0,0,3,32,41,75,0,3,6,0,0,0,37,43,83
ILOC50600105,0,11,0,9,3,0,3,0,0,5,0,0,0,3,0,3,14,8,15,16,7,24,0,0,0,27,11,42,4,5,5,0,3,7,12,7,13,16,10,28,50,38,93,42,28,73,14,7,19,107,79,179
ILOC50600106,0,38,55,97,7,3,9,5,13,20,0,0,0,9,17,29,33,45,82,269,302,569,0,0,3,305,351,651,19,16,38,57,51,107,246,234,480,319,300,627,275,279,556,1655,1519,3171,261,246,506,2191,2047,4239
ILOC50600107,0,4,0,4,0,4,4,0,0,0,0,0,0,0,4,4,3,13,17,10,4,12,0,0,0,10,15,24,0,0,0,5,5,8,8,0,6,10,6,11,47,46,90,27,17,45,8,0,6,76,66,147
ILOC50600108,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0,0,0,0,0,0,5,3,15,9,3,15,0,0,0,0,0,0,9,3,15,48,50,99,10,7,21,0,0,0,60,55,117
ILOC50600109,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,0,0,0,8,7,18,0,0,3,0,0,0,0,0,0,0,4,5,63,47,110,7,4,13,0,0,0,69,57,126
ILOC50600110,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,9,14,0,0,0,0,0,0,8,9,19,0,0,0,0,0,0,0,0,0,0,0,0,36,44,87,3,4,9,0,0,0,43,52,90
ILOC50600111,0,44,19,58,0,0,0,8,9,13,0,0,0,7,4,16,37,12,49,279,97,372,5,0,5,309,112,420,6,0,5,82,17,101,1418,297,1722,1506,319,1828,145,50,195,1860,518,2384,1430,301,1735,3442,873,4312
ILOC50600112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600201,3,83,68,151,3,0,9,37,23,62,0,0,0,45,27,67,37,32,73,437,360,798,8,0,13,487,387,879,14,9,19,90,66,161,535,229,765,641,303,944,203,131,337,2480,1854,4333,560,251,810,3243,2238,5482
ILOC50600202,0,14,15,26,0,9,8,8,6,8,0,0,0,8,11,15,11,27,37,65,54,116,0,0,0,69,77,147,4,3,13,9,11,25,74,75,157,100,98,192,52,69,121,278,260,538,74,75,157,406,406,813
ILOC50600203,3,20,16,33,0,0,0,4,0,8,0,0,0,3,0,7,16,7,23,83,75,154,0,0,3,96,91,185,0,0,0,10,6,19,189,96,277,199,106,301,66,45,114,504,417,916,188,98,287,756,562,1319
ILOC50600204,0,30,39,69,3,3,3,4,12,12,0,0,0,9,10,20,30,38,77,216,183,400,0,6,6,250,225,475,0,5,8,31,34,65,203,171,375,240,213,449,145,151,300,1151,1040,2185,207,179,391,1503,1367,2874
ILOC50600301,0,151,203,352,11,11,25,42,42,85,0,0,0,51,59,114,127,171,301,1064,1120,2190,9,3,17,1205,1300,2506,46,55,95,265,206,470,1373,1071,2444,1678,1325,3005,755,773,1530,6820,6167,12984,1405,1096,2500,8976,8036,17013
ILOC50600401,0,0,9,5,0,3,3,0,0,0,0,0,0,0,3,3,5,16,21,0,0,0,0,0,0,5,11,19,0,0,0,0,0,0,0,0,0,0,0,0,24,23,53,0,0,3,0,0,0,29,29,59
ILOC50600402,0,10,5,13,0,6,3,0,0,3,0,0,0,3,7,7,12,10,26,21,12,35,0,0,0,36,23,63,0,0,0,0,0,0,32,23,60,32,30,64,52,49,101,90,75,169,34,23,58,177,152,327
ILOC50600403,0,43,51,91,0,4,5,10,14,25,0,0,0,10,20,36,32,35,61,286,300,585,0,0,0,321,331,652,19,14,36,73,56,125,281,254,540,374,325,698,163,142,306,1767,1629,3394,290,258,546,2226,2027,4249
ILOC50600404,0,133,165,294,15,27,42,36,29,66,0,0,0,51,60,112,246,320,566,631,657,1283,0,5,7,874,978,1856,99,108,207,140,122,264,891,661,1545,1133,888,2025,1190,1266,2454,3693,3303,6993,919,681,1594,5801,5249,11046
ILOC50600405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600501,0,6,3,11,0,3,3,4,3,6,0,0,0,4,5,13,9,6,24,27,22,54,0,0,0,44,36,78,159,14,172,37,6,41,19,15,38,215,34,247,201,47,249,144,113,257,19,16,39,369,172,543
ILOC50600502,0,18,24,40,0,0,0,6,9,10,0,0,0,6,9,11,5,0,4,120,103,228,0,0,0,124,105,234,9,0,9,37,27,71,358,138,495,403,165,566,37,21,60,801,575,1377,358,135,493,1193,736,1929
ILOC50600503,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,15,24,0,3,3,0,0,0,15,16,32,0,0,0,0,0,4,3,0,3,8,7,8,52,50,101,13,19,35,3,0,3,68,73,139
ILOC50600504,0,20,26,47,6,11,12,6,6,8,0,0,0,11,13,25,56,70,129,25,23,54,0,0,0,82,92,176,3,0,5,4,5,3,20,16,37,30,22,48,185,187,374,72,68,142,20,24,49,278,279,558
ILOC50600505,0,29,16,42,5,0,4,3,3,10,0,0,0,6,4,12,32,25,56,126,119,244,5,0,5,158,140,308,10,10,22,29,18,44,217,139,363,259,166,428,165,126,291,759,602,1358,223,147,374,1149,871,2016
ILOC50700101,13,576,892,1475,11,16,27,338,489,829,0,7,7,345,516,863,92,125,216,2580,3408,5985,8,38,50,2685,3562,6247,42,35,75,311,338,645,368,365,736,720,742,1459,357,364,723,7189,8322,15517,410,425,835,7952,9117,17068
ILOC50700102,8,655,772,1427,5,8,13,273,298,566,3,3,9,279,308,586,87,89,172,2993,3245,6243,22,23,44,3096,3361,6455,171,29,201,610,403,1016,538,393,934,1319,824,2143,451,300,755,10039,9868,19908,586,449,1034,11076,10616,21691
ILOC50700201,14,627,622,1250,13,20,36,306,323,629,3,0,3,323,345,670,99,121,216,2669,2701,5365,22,20,45,2794,2843,5637,22,23,52,623,251,872,933,797,1733,1583,1075,2660,355,329,679,8278,7583,15857,1001,875,1877,9634,8782,18413
ILOC50700202,0,49,54,99,0,0,3,27,30,53,0,0,0,27,29,52,7,10,16,153,178,333,0,0,4,167,192,354,3,0,6,7,8,20,38,32,74,47,46,93,22,24,40,373,382,753,41,36,76,433,444,869
ILOC50700203,5,55,53,108,12,0,16,17,27,50,4,4,6,30,36,65,19,14,32,164,186,355,9,9,16,192,207,397,4,5,10,15,15,26,60,49,114,80,66,145,50,35,85,462,462,926,73,61,136,584,554,1138
ILOC50700204,0,28,30,59,0,0,0,13,14,28,0,0,0,13,15,25,10,9,26,69,103,170,0,0,0,82,110,194,0,0,0,15,16,24,66,64,132,79,79,154,30,32,64,176,216,387,69,63,134,276,305,582
ILOC50700205,5,113,111,219,5,5,12,58,57,115,0,0,0,62,63,131,21,20,44,391,458,851,3,8,6,414,487,901,3,0,5,42,48,88,103,75,179,151,123,277,42,65,108,1026,1067,2095,110,83,198,1185,1214,2399
ILOC50700301,7,508,651,1163,3,13,25,258,366,627,3,0,9,264,387,656,49,70,122,2280,2905,5189,14,31,42,2343,3007,5345,5,15,26,322,316,638,431,343,771,763,676,1437,176,210,386,7466,8069,15535,464,397,857,8093,8679,16775
ILOC50700302,0,104,139,249,0,4,4,55,54,103,0,0,0,52,60,109,18,30,41,539,619,1154,4,0,5,554,651,1202,4,17,17,76,70,147,71,54,120,149,140,286,77,108,183,1854,1932,3790,77,59,132,2010,2096,4106
ILOC50700303,0,103,132,236,0,5,9,41,67,109,0,0,0,44,73,117,16,32,53,480,591,1069,0,4,6,501,629,1130,113,8,124,481,74,551,96,82,177,692,171,857,176,95,269,1911,1584,3497,109,89,201,2199,1766,3972
ILOC50700304,4,187,291,473,3,16,19,98,195,294,0,4,4,103,209,311,52,70,124,758,1049,1804,11,11,17,814,1130,1948,10,13,28,87,101,189,177,204,384,274,321,594,163,155,315,2066,2360,4426,196,218,417,2422,2732,5155
ILOC50700305,0,99,153,255,3,12,15,72,85,151,0,3,3,81,91,176,31,50,83,459,556,1015,4,10,13,493,616,1111,9,4,13,60,48,104,125,102,227,191,155,348,113,129,244,1220,1269,2489,131,119,246,1464,1515,2979
ILOC50700401,21,1146,1457,2607,17,14,31,522,671,1195,6,4,14,548,686,1235,102,111,209,5311,6410,11715,42,48,89,5455,6565,12015,42,27,63,700,750,1450,1067,905,1969,1808,1683,3481,418,383,797,18108,19456,37565,1170,1011,2181,19696,20852,40544
ILOC50700501,5,160,170,330,0,13,13,72,85,155,4,0,4,80,97,174,42,40,84,635,699,1331,9,3,10,680,744,1424,9,6,22,93,79,166,323,262,578,422,347,762,120,116,232,2067,1977,4042,337,273,612,2529,2367,4893
ILOC50700502,0,96,100,200,0,5,6,51,51,99,0,0,0,53,55,105,18,20,34,420,376,788,4,6,3,437,398,834,5,4,9,61,43,104,254,142,402,327,190,515,55,45,100,1375,1114,2483,267,147,415,1702,1305,3005
ILOC50700601,14,757,995,1746,13,14,30,353,439,791,4,7,8,370,460,829,123,124,242,3664,4256,7921,19,33,56,3801,4414,8219,20,22,43,561,532,1102,714,495,1207,1297,1048,2348,410,408,815,13097,13304,26403,775,576,1354,14285,14286,28567
ILOC50700701,5,92,94,184,3,7,12,45,62,103,0,3,3,49,72,116,15,31,45,377,405,781,3,9,13,398,438,842,8,8,19,36,29,68,117,105,229,161,144,313,51,71,125,1086,1014,2098,126,120,252,1265,1206,2468
ILOC50700702,4,108,125,227,6,4,10,43,49,90,0,0,0,45,54,95,15,40,56,533,535,1062,6,0,11,554,574,1130,6,7,10,76,74,146,247,203,454,327,282,615,72,82,158,1922,1695,3619,255,216,474,2253,1996,4249
ILOC50700703,0,43,46,88,0,0,4,16,20,36,0,0,0,15,24,34,17,18,35,184,159,342,5,4,5,198,191,384,0,6,8,22,21,40,21,26,52,46,54,99,47,55,104,456,417,873,31,30,60,534,502,1037
ILOC50700801,0,66,80,150,0,5,9,38,30,70,0,0,0,39,33,74,21,18,35,350,331,678,0,0,0,367,351,712,9,8,13,57,41,93,123,113,241,188,160,348,77,62,134,1339,1139,2483,128,118,246,1542,1320,2862
ILOC50700802,3,127,134,262,4,8,6,64,62,125,0,0,3,71,72,136,32,46,76,567,539,1104,11,7,15,606,590,1196,16,24,38,65,56,118,161,165,325,243,243,487,115,145,261,1780,1649,3432,173,178,362,2074,1976,4053
ILOC50700901,74,3313,4242,7553,41,66,107,1878,2176,4061,20,27,46,1939,2273,4208,372,472,843,14142,16989,31131,104,138,241,14618,17599,32220,96,96,195,1938,2065,4002,2590,1956,4547,4625,4121,8749,1341,1431,2771,42773,46793,89565,2830,2216,5040,46942,50439,97378
ILOC50701001,7,385,461,843,6,4,9,203,207,408,3,4,8,210,213,426,27,66,95,1662,1887,3550,13,13,32,1706,1968,3677,10,7,12,277,189,465,518,456,970,804,650,1452,120,140,256,5175,5192,10364,566,506,1075,5855,5837,11695
ILOC50701002,3,282,352,632,9,3,7,137,176,315,0,4,8,146,182,328,49,50,91,1237,1434,2670,10,17,29,1295,1500,2790,5,9,14,165,134,295,312,289,598,480,429,903,153,152,302,4083,4055,8132,343,316,659,4574,4522,9093
ILOC50701101,8,473,508,975,5,4,11,236,227,463,3,0,3,244,239,484,69,58,127,2154,2188,4342,22,13,38,2249,2259,4507,8,12,21,266,216,481,701,486,1188,972,710,1683,230,212,435,7110,6767,13877,796,558,1353,8131,7537,15668
ILOC50701102,0,62,79,145,5,4,14,27,31,58,0,0,0,37,40,73,38,52,88,270,301,573,4,8,8,308,361,665,10,18,20,39,24,63,119,114,238,167,154,323,137,157,294,885,858,1742,133,119,252,1153,1133,2292
ILOC50701201,0,59,71,128,0,0,5,26,45,79,0,0,0,32,45,80,14,21,32,324,320,643,0,4,3,335,346,680,0,0,0,32,28,64,111,94,208,144,122,270,43,36,83,1055,1008,2067,123,110,230,1215,1156,2376
ILOC50701202,7,328,411,739,3,8,12,218,201,415,4,0,4,217,217,431,39,62,99,1539,1735,3277,11,14,23,1593,1805,3399,14,12,24,232,236,464,336,295,628,577,545,1122,166,153,325,4511,4733,9247,359,333,688,5042,5219,10263
ILOC50701203,4,138,201,344,0,0,3,70,71,145,0,0,0,74,74,147,31,23,54,592,688,1280,5,5,8,627,713,1338,5,4,7,123,94,215,140,105,250,267,204,468,85,71,159,1878,1927,3800,159,122,280,2114,2120,4234
ILOC50701301,4,110,187,294,11,11,22,66,73,139,0,0,0,73,88,163,49,63,114,527,612,1142,7,6,14,589,678,1270,13,14,28,77,66,145,200,171,373,289,252,545,177,188,366,1922,1796,3715,228,196,425,2325,2182,4512
ILOC50701302,11,286,347,633,6,8,13,147,187,335,4,5,7,155,202,360,62,59,126,1204,1396,2598,17,20,35,1287,1475,2762,22,22,50,166,136,306,440,424,862,631,582,1213,179,184,367,3984,3935,7921,480,460,944,4645,4589,9231
ILOC50701401,4,185,295,485,11,19,25,118,144,259,0,0,0,130,160,288,64,90,156,888,1109,2006,10,10,14,962,1213,2174,40,26,60,99,99,201,332,305,643,473,432,902,273,288,557,2625,2812,5441,353,327,679,3254,3424,6679
ILOC50701501,6,326,442,768,0,0,6,127,173,296,6,6,8,133,184,313,28,21,55,1746,2034,3778,18,30,42,1787,2081,3870,9,9,20,288,254,543,681,545,1226,980,813,1789,113,114,231,7532,7676,15210,732,613,1347,8385,8403,16787
ILOC50701502,8,274,364,635,6,6,10,123,173,294,0,0,0,133,177,306,31,36,68,1209,1432,2637,13,13,24,1255,1479,2727,3,0,5,132,140,274,377,332,712,517,476,990,83,73,153,3794,3875,7672,415,369,785,4292,4315,8606
ILOC50701503,17,883,1148,2030,14,18,26,398,495,899,6,8,11,410,521,933,125,150,279,4194,4976,9169,20,24,45,4342,5151,9494,28,42,64,630,626,1255,825,639,1468,1484,1309,2790,440,498,937,14894,15540,30438,880,698,1577,16216,16740,32958
ILOC50701504,0,281,387,666,5,7,11,177,201,379,0,0,4,186,205,395,50,52,109,1310,1527,2837,9,6,12,1370,1592,2956,8,18,25,211,171,392,303,257,565,521,452,976,200,178,374,3936,3881,7823,324,287,615,4468,4347,8812
ILOC50701505,9,195,230,422,0,0,0,80,103,182,0,3,4,79,111,194,19,20,40,863,977,1838,16,16,31,900,1012,1907,7,4,9,81,89,175,190,147,338,277,241,517,75,79,153,2753,2859,5612,218,173,391,3039,3112,6155
ILOC50800101,0,55,62,114,10,14,21,13,12,20,0,0,0,18,28,50,90,131,222,143,142,284,4,0,5,228,278,507,24,36,57,25,21,44,342,393,736,385,452,834,397,447,844,571,530,1101,346,401,746,1313,1379,2691
ILOC50800102,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,0,0,0,0,0,0,5,9,10,0,5,0,0,0,0,0,0,9,4,6,13,44,35,77,0,0,0,3,0,8,47,37,84
ILOC50800103,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,6,10,14,24,0,0,0,0,0,0,10,14,24,10,13,20,0,0,0,3,7,6,12,16,29,108,117,226,0,0,0,3,4,4,110,125,234
ILOC50800301,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,17,26,3,0,3,0,0,0,8,17,27,0,0,4,0,0,0,3,0,3,3,5,7,143,143,289,8,8,12,3,0,3,150,157,308
ILOC50800302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,37,0,0,0,0,0,0,16,22,38
ILOC50800303,0,3,4,5,0,0,0,0,0,3,0,0,0,0,0,0,9,14,23,4,7,8,0,0,0,16,20,32,0,3,7,0,0,0,7,0,5,8,6,13,73,68,148,19,7,27,8,0,7,96,84,179
ILOC50800304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,38,42,81,0,0,0,0,0,0,38,42,81
ILOC50800305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
