ILOC_CODE_2021,One_f_h_N_pe_UR_One_ATSIF,One_f_h_N_pe_UR_Two_ATSIF,One_f_h_N_pe_UR_Three_ATSIF,One_f_h_N_pe_UR_Four_ATSIF,One_f_h_N_pe_UR_Five_ATSIF,One_f_h_N_pe_UR_Six_m_ATSIF,One_f_h_Tot_ATSIF,Two_f_h_N_pe_UR_One_ATSIF,Two_f_h_N_pe_UR_Two_ATSIF,Two_f_h_N_pe_UR_Three_ATSIF,Two_f_h_N_pe_UR_Four_ATSIF,Two_f_h_N_pe_UR_Five_ATSIF,Two_f_h_N_pe_UR_Six_m_ATSIF,Two_f_h_Tot_ATSIF,Thr_m_f_h_N_pe_UR_One_ATSIF,Thr_m_f_h_N_pe_UR_Two_ATSIF,Thr_m_f_h_N_pe_UR_Three_ATSIF,Thr_m_f_h_N_pe_UR_Four_ATSIF,Thr_m_f_h_N_pe_UR_Five_ATSIF,Thr_m_f_h_N_pe_UR_Six_m_ATSIF,Thr_m_f_h_Tot_ATSIF,Tot_N_pe_UR_One_ATSIF,Tot_N_pe_UR_Two_ATSIF,Tot_N_pe_UR_Three_ATSIF,Tot_N_pe_UR_Four_ATSIF,Tot_N_pe_UR_Five_ATSIF,Tot_N_pe_UR_Six_m_ATSIF,Tot_Tot_ATSIF,One_f_h_N_pe_UR_One_Oth_f,One_f_h_N_pe_UR_Two_Oth_f,One_f_h_N_pe_UR_Three_Oth_f,One_f_h_N_pe_UR_Four_Oth_f,One_f_h_N_pe_UR_Five_Oth_f,One_f_h_N_pe_UR_Six_m_Oth_f,One_f_h_Tot_Oth_f,Two_f_h_N_pe_UR_One_Oth_f,Two_f_h_N_pe_UR_Two_Oth_f,Two_f_h_N_pe_UR_Three_Oth_f,Two_f_h_N_pe_UR_Four_Oth_f,Two_f_h_N_pe_UR_Five_Oth_f,Two_f_h_N_pe_UR_Six_m_Oth_f,Two_f_h_Tot_Oth_f,Thr_m_f_h_N_pe_UR_One_Oth_f,Thr_m_f_h_N_pe_UR_Two_Oth_f,Thr_m_f_h_N_pe_UR_Three_Oth_f,Thr_m_f_h_N_pe_UR_Four_Oth_f,Thr_m_f_h_N_pe_UR_Five_Oth_f,Thr_m_f_h_N_pe_UR_Six_m_Oth_f,Thr_m_f_h_Tot_Oth_f,Tot_N_pe_UR_One_Oth_f,Tot_N_pe_UR_Two_Oth_f,Tot_N_pe_UR_Three_Oth_f,Tot_N_pe_UR_Four_Oth_f,Tot_N_pe_UR_Five_Oth_f,Tot_N_pe_UR_Six_m_Oth_f,Tot_Tot_Oth_f
ILOC50500805,..,15,18,13,12,4,69,..,..,..,0,0,0,6,..,..,..,..,..,0,0,..,15,18,15,12,10,71,..,474,299,267,139,87,1265,..,..,..,7,21,49,71,..,..,..,..,..,10,10,..,474,299,279,163,140,1350
ILOC50500806,..,16,12,11,5,0,43,..,..,..,0,0,0,0,..,..,..,..,..,6,6,..,16,12,11,5,9,55,..,442,313,246,135,72,1219,..,..,..,29,28,39,98,..,..,..,..,..,0,0,..,442,313,277,162,111,1316
ILOC50500807,..,42,34,23,18,10,131,..,..,..,0,7,13,16,..,..,..,..,..,4,4,..,42,34,28,23,25,149,..,1303,728,706,356,222,3317,..,..,..,54,39,147,235,..,..,..,..,..,19,19,..,1303,728,757,392,386,3569
ILOC50500808,..,60,33,41,23,22,185,..,..,..,3,0,15,18,..,..,..,..,..,4,4,..,60,33,50,23,42,207,..,2585,1399,1235,542,267,6027,..,..,..,95,91,121,306,..,..,..,..,..,32,32,..,2585,1399,1336,634,416,6367
ILOC50500901,..,56,54,53,29,15,206,..,..,..,3,4,6,9,..,..,..,..,..,7,7,..,56,54,52,31,23,222,..,6490,3404,3701,1295,321,15204,..,..,..,208,209,262,682,..,..,..,..,..,15,15,..,6490,3404,3910,1504,598,15902
ILOC50500902,..,104,99,75,41,23,352,..,..,..,9,8,5,21,..,..,..,..,..,0,0,..,104,99,80,46,31,372,..,12522,6119,7344,2437,528,28947,..,..,..,343,282,314,939,..,..,..,..,..,32,32,..,12522,6119,7684,2720,869,29918
ILOC50501001,..,48,36,31,16,10,143,..,..,..,0,3,5,9,..,..,..,..,..,0,0,..,48,36,32,22,16,154,..,1538,773,626,262,76,3279,..,..,..,47,49,51,146,..,..,..,..,..,5,5,..,1538,773,676,309,136,3433
ILOC50501002,..,44,32,38,15,11,140,..,..,..,0,5,8,16,..,..,..,..,..,0,0,..,44,32,40,18,23,161,..,1410,716,612,263,81,3090,..,..,..,44,34,46,132,..,..,..,..,..,6,6,..,1410,716,656,296,134,3221
ILOC50501003,..,40,39,40,33,11,164,..,..,..,0,4,8,8,..,..,..,..,..,0,0,..,40,39,44,36,21,173,..,3960,1768,2080,853,285,8949,..,..,..,117,122,165,402,..,..,..,..,..,34,34,..,3960,1768,2196,977,487,9381
ILOC50501101,..,96,76,65,31,21,295,..,..,..,3,5,23,30,..,..,..,..,..,0,0,..,96,76,61,37,46,325,..,1946,980,784,346,182,4237,..,..,..,55,57,89,200,..,..,..,..,..,7,7,..,1946,980,834,404,284,4446
ILOC50501102,..,56,48,46,26,19,195,..,..,..,4,3,12,16,..,..,..,..,..,0,0,..,56,48,50,29,29,213,..,2164,1609,1719,700,255,6443,..,..,..,69,111,241,420,..,..,..,..,..,36,36,..,2164,1609,1790,813,532,6901
ILOC50501201,..,74,45,45,24,8,190,..,..,..,0,3,9,10,..,..,..,..,..,0,0,..,74,45,51,28,14,203,..,7040,3291,3784,1291,277,15689,..,..,..,109,141,176,424,..,..,..,..,..,11,11,..,7040,3291,3894,1435,461,16117
ILOC50501202,..,44,32,34,17,8,136,..,..,..,6,0,12,11,..,..,..,..,..,0,0,..,44,32,36,17,17,150,..,5391,2713,2937,1033,251,12323,..,..,..,138,183,293,611,..,..,..,..,..,20,20,..,5391,2713,3075,1221,559,12961
ILOC50501301,..,60,48,53,40,20,216,..,..,..,8,10,8,26,..,..,..,..,..,0,0,..,60,48,57,43,25,242,..,3913,1778,1776,731,197,8389,..,..,..,122,126,190,437,..,..,..,..,..,15,15,..,3913,1778,1894,855,405,8842
ILOC50501302,..,45,35,23,20,23,142,..,..,..,4,4,5,9,..,..,..,..,..,5,5,..,45,35,26,22,20,154,..,1048,431,311,124,39,1959,..,..,..,29,35,42,110,..,..,..,..,..,0,0,..,1048,431,343,161,80,2064
ILOC50501401,..,108,28,18,3,5,164,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,108,28,22,3,5,159,..,7830,2554,1981,485,81,12932,..,..,..,54,51,49,153,..,..,..,..,..,7,7,..,7830,2554,2033,537,136,13091
ILOC50501402,..,67,36,39,18,3,166,..,..,..,5,0,6,9,..,..,..,..,..,0,0,..,67,36,41,19,9,172,..,10496,4519,5485,2293,450,23240,..,..,..,149,129,192,476,..,..,..,..,..,17,17,..,10496,4519,5632,2427,660,23737
ILOC50501501,..,126,135,131,76,65,529,..,..,..,5,20,20,42,..,..,..,..,..,0,0,..,126,135,135,91,86,576,..,5053,2616,2275,922,392,11253,..,..,..,176,155,238,566,..,..,..,..,..,28,28,..,5053,2616,2445,1078,661,11856
ILOC50501502,..,77,51,42,23,8,194,..,..,..,5,9,0,15,..,..,..,..,..,0,0,..,77,51,48,33,7,211,..,3908,1405,1047,390,136,6882,..,..,..,85,51,94,233,..,..,..,..,..,9,9,..,3908,1405,1131,442,236,7124
ILOC50501503,..,129,129,134,88,44,527,..,..,..,8,8,21,36,..,..,..,..,..,0,0,..,129,129,137,98,62,562,..,5442,3595,4188,1793,652,15669,..,..,..,177,223,296,691,..,..,..,..,..,38,38,..,5442,3595,4366,2014,981,16397
ILOC50501601,..,83,66,81,48,34,322,..,..,..,0,8,13,25,..,..,..,..,..,0,0,..,83,66,79,61,52,347,..,2955,1716,1906,865,394,7836,..,..,..,132,164,290,591,..,..,..,..,..,35,35,..,2955,1716,2041,1037,716,8456
ILOC50501701,..,65,33,33,14,8,161,..,..,..,5,0,3,9,..,..,..,..,..,0,0,..,65,33,35,14,12,165,..,5613,2232,2079,646,130,10697,..,..,..,69,71,78,225,..,..,..,..,..,13,13,..,5613,2232,2149,717,226,10929
ILOC50501702,..,86,51,26,9,9,187,..,..,..,4,0,7,10,..,..,..,..,..,0,0,..,86,51,29,17,12,200,..,4548,1985,1628,413,119,8698,..,..,..,69,40,77,186,..,..,..,..,..,9,9,..,4548,1985,1700,454,207,8895
ILOC50501801,..,91,39,38,18,12,202,..,..,..,7,3,3,17,..,..,..,..,..,0,0,..,91,39,45,21,17,218,..,9685,4444,5214,1492,275,21102,..,..,..,168,151,190,504,..,..,..,..,..,25,25,..,9685,4444,5381,1639,483,21631
ILOC50501802,..,84,57,42,17,10,214,..,..,..,3,7,4,14,..,..,..,..,..,0,0,..,84,57,44,23,18,229,..,5866,2806,2691,956,401,12719,..,..,..,143,174,302,616,..,..,..,..,..,30,30,..,5866,2806,2833,1125,730,13369
ILOC50501803,..,55,31,33,19,8,140,..,..,..,4,0,10,13,..,..,..,..,..,0,0,..,55,31,33,19,14,157,..,1995,1143,884,350,153,4520,..,..,..,48,61,82,188,..,..,..,..,..,11,11,..,1995,1143,937,406,254,4724
ILOC50501804,..,151,89,58,26,3,328,..,..,..,5,8,3,14,..,..,..,..,..,3,3,..,151,89,64,32,7,344,..,10689,5117,4351,1305,353,21816,..,..,..,198,240,350,787,..,..,..,..,..,20,20,..,10689,5117,4558,1546,719,22626
ILOC50501901,..,34,42,30,21,10,137,..,..,..,5,4,10,20,..,..,..,..,..,0,0,..,34,42,36,22,18,151,..,1942,1213,1111,491,236,4999,..,..,..,88,93,175,362,..,..,..,..,..,16,16,..,1942,1213,1204,587,429,5372
ILOC50501902,..,71,52,55,34,34,250,..,..,..,14,3,23,39,..,..,..,..,..,3,3,..,71,52,62,44,62,293,..,1958,1207,1118,476,277,5041,..,..,..,61,120,173,351,..,..,..,..,..,27,27,..,1958,1207,1180,597,482,5422
ILOC50501903,..,8,12,6,9,4,28,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,8,12,6,9,4,32,..,215,93,73,18,4,407,..,..,..,7,6,5,22,..,..,..,..,..,0,0,..,215,93,83,23,10,426
ILOC50501904,..,121,115,131,56,45,461,..,..,..,7,8,30,35,..,..,..,..,..,0,0,..,121,115,134,57,70,502,..,5041,3224,3379,1245,533,13422,..,..,..,165,244,447,861,..,..,..,..,..,83,83,..,5041,3224,3545,1497,1066,14369
ILOC50501905,..,72,62,77,48,27,292,..,..,..,7,16,18,33,..,..,..,..,..,4,4,..,72,62,82,60,49,326,..,2252,1534,1784,736,337,6637,..,..,..,90,99,184,371,..,..,..,..,..,18,18,..,2252,1534,1876,835,532,7026
ILOC50501906,..,34,25,8,9,5,81,..,..,..,5,0,3,8,..,..,..,..,..,0,0,..,34,25,14,9,11,85,..,1025,550,442,150,32,2211,..,..,..,16,26,29,63,..,..,..,..,..,7,7,..,1025,550,460,177,64,2281
ILOC50501907,..,32,17,16,0,3,75,..,..,..,0,0,0,3,..,..,..,..,..,0,0,..,32,17,19,0,4,78,..,666,250,150,49,8,1126,..,..,..,8,4,13,26,..,..,..,..,..,0,0,..,666,250,158,58,19,1152
ILOC50501908,..,47,41,24,9,9,134,..,..,..,5,4,12,20,..,..,..,..,..,11,11,..,47,41,30,13,34,166,..,668,340,277,110,46,1438,..,..,..,28,28,44,101,..,..,..,..,..,16,16,..,668,340,307,137,106,1555
ILOC50501909,..,25,36,38,19,17,131,..,..,..,0,3,8,13,..,..,..,..,..,0,0,..,25,36,38,19,24,143,..,683,438,414,129,56,1722,..,..,..,24,32,37,94,..,..,..,..,..,6,6,..,683,438,444,161,98,1823
ILOC50502001,..,179,198,159,87,73,692,..,..,..,20,23,45,83,..,..,..,..,..,10,10,..,179,198,177,104,128,788,..,11127,7301,8140,3086,1262,30931,..,..,..,508,569,961,2040,..,..,..,..,..,103,103,..,11127,7301,8656,3659,2331,33071
ILOC50502101,..,160,164,153,96,80,659,..,..,..,16,12,21,46,..,..,..,..,..,0,0,..,160,164,170,112,101,706,..,8782,5297,5180,2086,742,22084,..,..,..,302,328,423,1049,..,..,..,..,..,31,31,..,8782,5297,5481,2419,1196,23167
ILOC50600102,..,0,5,5,10,6,31,..,..,..,3,0,21,29,..,..,..,..,..,7,7,..,0,5,7,13,36,62,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,3
ILOC50600103,..,0,0,4,0,6,13,..,..,..,4,3,14,19,..,..,..,..,..,11,11,..,0,0,8,3,29,44,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50600104,..,0,0,3,4,0,10,..,..,..,0,3,3,10,..,..,..,..,..,4,4,..,0,0,3,8,10,22,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50600105,..,5,0,3,0,0,11,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,5,0,3,0,12,19,..,9,0,0,0,0,13,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,9,0,0,0,0,13
ILOC50600106,..,40,29,45,24,13,154,..,..,..,4,0,11,13,..,..,..,..,..,0,0,..,40,29,48,24,26,162,..,301,176,183,79,35,774,..,..,..,3,4,7,17,..,..,..,..,..,0,0,..,301,176,188,86,43,789
ILOC50600107,..,0,4,0,0,0,10,..,..,..,0,0,4,4,..,..,..,..,..,14,14,..,0,4,0,0,19,26,..,5,0,0,0,0,8,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,0,0,0,0,8
ILOC50600108,..,4,3,4,0,0,10,..,..,..,0,0,8,8,..,..,..,..,..,4,4,..,4,3,4,0,16,25,..,0,0,0,0,0,3,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,3
ILOC50600109,..,0,9,0,0,7,19,..,..,..,4,0,7,8,..,..,..,..,..,0,0,..,0,9,5,4,13,23,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50600110,..,0,0,0,0,0,10,..,..,..,0,3,6,12,..,..,..,..,..,8,8,..,0,0,0,9,14,22,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50600111,..,0,3,0,0,0,3,..,..,..,0,4,6,9,..,..,..,..,..,0,0,..,0,3,0,4,4,13,..,13,4,0,0,0,16,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,13,4,0,0,3,19
ILOC50600112,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50600201,..,30,18,16,5,3,65,..,..,..,0,5,0,7,..,..,..,..,..,0,0,..,30,18,16,8,4,68,..,383,145,167,67,12,777,..,..,..,7,7,10,33,..,..,..,..,..,0,0,..,383,145,181,75,29,809
ILOC50600202,..,26,12,4,4,0,40,..,..,..,0,3,0,3,..,..,..,..,..,0,0,..,26,12,4,4,0,45,..,67,28,36,12,0,144,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,67,28,36,12,0,144
ILOC50600203,..,11,4,10,4,0,29,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,11,4,8,4,0,34,..,85,45,39,23,5,197,..,..,..,4,0,0,4,..,..,..,..,..,0,0,..,85,45,43,23,5,204
ILOC50600204,..,25,9,20,14,9,86,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,25,9,20,14,14,84,..,174,96,161,84,23,528,..,..,..,6,0,3,6,..,..,..,..,..,0,0,..,174,96,160,83,23,537
ILOC50600301,..,112,99,114,57,46,425,..,..,..,7,4,17,30,..,..,..,..,..,0,0,..,112,99,122,61,61,451,..,1183,705,914,399,99,3289,..,..,..,13,23,41,78,..,..,..,..,..,8,8,..,1183,705,931,422,142,3375
ILOC50600401,..,4,0,3,3,0,15,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,0,3,3,0,13,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50600402,..,6,6,7,3,3,29,..,..,..,0,0,7,7,..,..,..,..,..,0,0,..,6,6,7,3,4,32,..,14,3,11,7,0,33,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,14,3,11,8,0,36
ILOC50600403,..,46,25,17,16,3,103,..,..,..,0,0,3,6,..,..,..,..,..,0,0,..,46,25,14,16,9,105,..,350,173,203,91,25,843,..,..,..,0,3,4,6,..,..,..,..,..,0,0,..,350,173,208,91,29,851
ILOC50600404,..,206,140,123,84,70,627,..,..,..,13,9,39,58,..,..,..,..,..,6,6,..,206,140,136,91,114,694,..,687,395,375,175,79,1715,..,..,..,13,13,27,53,..,..,..,..,..,3,3,..,687,395,392,190,104,1772
ILOC50600405,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,0,0,0,0,0,0
ILOC50600501,..,4,4,7,4,0,12,..,..,..,3,0,0,4,..,..,..,..,..,0,0,..,4,4,7,4,4,20,..,39,7,10,3,4,62,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,39,7,10,3,4,62
ILOC50600502,..,5,8,4,3,6,20,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,5,8,4,3,6,20,..,120,63,89,30,11,312,..,..,..,0,3,5,6,..,..,..,..,..,0,0,..,120,63,89,34,20,320
ILOC50600503,..,4,0,7,4,0,14,..,..,..,0,4,9,11,..,..,..,..,..,0,0,..,4,0,11,4,10,25,..,8,0,0,0,0,6,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,0,0,0,0,6
ILOC50600504,..,29,21,16,13,3,80,..,..,..,3,3,8,16,..,..,..,..,..,3,3,..,29,21,23,18,16,103,..,20,9,6,0,0,36,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,20,9,6,0,0,34
ILOC50600505,..,20,25,13,12,11,79,..,..,..,0,0,8,8,..,..,..,..,..,0,0,..,20,25,13,12,14,84,..,94,70,88,56,10,310,..,..,..,0,5,0,6,..,..,..,..,..,0,0,..,94,70,90,56,10,316
ILOC50700101,..,76,63,39,36,18,229,..,..,..,5,0,7,14,..,..,..,..,..,0,0,..,76,63,43,37,22,240,..,2247,782,574,220,102,3922,..,..,..,41,14,48,112,..,..,..,..,..,3,3,..,2247,782,618,236,154,4037
ILOC50700102,..,76,53,50,26,23,217,..,..,..,0,3,6,13,..,..,..,..,..,3,3,..,76,53,49,27,35,234,..,2804,980,1057,461,179,5475,..,..,..,51,62,89,200,..,..,..,..,..,20,20,..,2804,980,1104,522,285,5700
ILOC50700201,..,78,47,42,23,29,219,..,..,..,4,10,5,24,..,..,..,..,..,0,0,..,78,47,47,34,34,237,..,2444,731,642,379,121,4313,..,..,..,48,34,91,175,..,..,..,..,..,3,3,..,2444,731,694,408,216,4492
ILOC50700202,..,6,3,5,0,0,17,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,6,3,5,0,0,17,..,136,30,19,8,3,201,..,..,..,0,4,0,4,..,..,..,..,..,0,0,..,136,30,19,12,3,206
ILOC50700203,..,10,7,4,0,0,28,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,10,7,4,0,0,28,..,143,45,27,14,12,246,..,..,..,3,6,0,10,..,..,..,..,..,0,0,..,143,45,36,12,14,253
ILOC50700204,..,3,3,3,0,0,16,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,3,3,3,0,0,16,..,81,8,7,3,0,106,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,81,8,10,3,3,113
ILOC50700205,..,10,5,4,0,0,33,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,10,5,4,3,0,36,..,386,93,70,25,9,588,..,..,..,3,3,5,11,..,..,..,..,..,0,0,..,386,93,75,35,11,603
ILOC50700301,..,48,26,20,13,8,121,..,..,..,0,0,7,10,..,..,..,..,..,3,3,..,48,26,28,15,20,129,..,2397,766,687,230,59,4135,..,..,..,46,20,30,98,..,..,..,..,..,0,0,..,2397,766,734,245,87,4233
ILOC50700302,..,15,15,10,10,8,56,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,15,15,10,10,9,60,..,503,215,215,71,38,1041,..,..,..,14,10,17,43,..,..,..,..,..,4,4,..,503,215,231,85,54,1089
ILOC50700303,..,15,17,14,6,5,56,..,..,..,0,3,4,9,..,..,..,..,..,0,0,..,15,17,14,10,6,65,..,398,175,159,73,31,828,..,..,..,18,9,18,40,..,..,..,..,..,0,0,..,398,175,176,76,48,872
ILOC50700304,..,35,28,18,5,11,99,..,..,..,8,0,6,16,..,..,..,..,..,6,6,..,35,28,25,5,21,111,..,623,237,167,60,17,1104,..,..,..,16,7,4,28,..,..,..,..,..,0,0,..,623,237,176,66,29,1132
ILOC50700305,..,32,23,18,0,6,75,..,..,..,0,4,4,12,..,..,..,..,..,0,0,..,32,23,18,7,11,87,..,354,135,110,36,9,650,..,..,..,0,5,4,13,..,..,..,..,..,0,0,..,354,135,113,40,18,663
ILOC50700401,..,79,81,63,30,27,290,..,..,..,5,3,11,16,..,..,..,..,..,0,0,..,79,81,67,33,43,302,..,5376,1924,2029,770,216,10315,..,..,..,88,146,137,374,..,..,..,..,..,23,23,..,5376,1924,2120,917,370,10712
ILOC50700501,..,23,22,21,11,7,74,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,23,22,21,11,4,81,..,598,189,172,102,30,1086,..,..,..,3,3,3,14,..,..,..,..,..,0,0,..,598,189,172,105,29,1100
ILOC50700502,..,16,5,4,3,0,37,..,..,..,0,0,5,5,..,..,..,..,..,0,0,..,16,5,4,3,3,39,..,382,95,101,40,18,628,..,..,..,5,0,10,12,..,..,..,..,..,0,0,..,382,95,105,40,26,641
ILOC50700601,..,90,64,82,42,26,298,..,..,..,0,3,15,25,..,..,..,..,..,0,0,..,90,64,82,41,44,318,..,3470,1420,1535,643,235,7311,..,..,..,93,107,124,328,..,..,..,..,..,16,16,..,3470,1420,1629,752,375,7653
ILOC50700701,..,13,5,3,7,6,33,..,..,..,3,0,0,3,..,..,..,..,..,0,0,..,13,5,5,7,6,34,..,343,89,79,59,12,579,..,..,..,4,4,5,11,..,..,..,..,..,0,0,..,343,89,82,61,20,599
ILOC50700702,..,17,19,4,7,3,48,..,..,..,0,0,0,3,..,..,..,..,..,0,0,..,17,19,6,7,3,53,..,541,130,164,110,22,973,..,..,..,3,0,6,17,..,..,..,..,..,0,0,..,541,130,173,111,32,994
ILOC50700703,..,8,9,6,5,3,24,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,8,9,6,5,3,33,..,155,40,31,16,8,248,..,..,..,0,0,3,3,..,..,..,..,..,0,0,..,155,40,31,16,11,248
ILOC50700801,..,9,6,8,8,4,37,..,..,..,0,0,4,4,..,..,..,..,..,0,0,..,9,6,8,8,3,37,..,331,99,150,71,19,669,..,..,..,8,0,5,11,..,..,..,..,..,0,0,..,331,99,154,71,24,683
ILOC50700802,..,22,15,13,10,13,68,..,..,..,0,3,3,7,..,..,..,..,..,0,0,..,22,15,13,12,15,76,..,495,155,161,87,25,928,..,..,..,3,0,9,15,..,..,..,..,..,0,0,..,495,155,168,91,36,945
ILOC50700901,..,323,239,197,135,82,974,..,..,..,18,23,44,95,..,..,..,..,..,0,0,..,323,239,219,157,130,1068,..,13609,4776,4353,1663,584,24987,..,..,..,269,281,391,938,..,..,..,..,..,35,35,..,13609,4776,4621,1944,1007,25963
ILOC50701001,..,32,21,27,12,8,96,..,..,..,4,0,0,3,..,..,..,..,..,0,0,..,32,21,31,12,6,100,..,1646,502,408,189,81,2827,..,..,..,23,31,47,101,..,..,..,..,..,0,0,..,1646,502,434,218,128,2930
ILOC50701002,..,29,33,29,14,11,105,..,..,..,0,0,0,3,..,..,..,..,..,0,0,..,29,33,29,13,8,110,..,1263,374,341,159,54,2179,..,..,..,11,13,19,47,..,..,..,..,..,0,0,..,1263,374,350,170,74,2233
ILOC50701101,..,57,37,20,18,7,139,..,..,..,5,4,10,20,..,..,..,..,..,0,0,..,57,37,30,20,22,157,..,2115,678,598,287,123,3802,..,..,..,64,46,114,222,..,..,..,..,..,13,13,..,2115,678,666,328,246,4038
ILOC50701102,..,25,17,13,7,12,74,..,..,..,7,0,0,11,..,..,..,..,..,0,0,..,25,17,21,10,7,83,..,258,79,92,31,9,459,..,..,..,4,9,0,8,..,..,..,..,..,6,6,..,258,79,88,40,8,475
ILOC50701201,..,4,7,0,3,0,23,..,..,..,0,0,0,0,..,..,..,..,..,0,0,..,4,7,0,5,0,25,..,299,106,106,48,17,578,..,..,..,5,7,3,11,..,..,..,..,..,0,0,..,299,106,108,54,23,591
ILOC50701202,..,44,31,26,22,3,125,..,..,..,5,0,0,8,..,..,..,..,..,0,0,..,44,31,27,24,9,129,..,1278,475,460,206,99,2513,..,..,..,52,37,72,159,..,..,..,..,..,5,5,..,1278,475,509,237,172,2678
ILOC50701203,..,17,11,10,9,4,53,..,..,..,0,0,8,9,..,..,..,..,..,0,0,..,17,11,10,6,14,58,..,565,166,165,85,29,1017,..,..,..,9,7,34,52,..,..,..,..,..,0,0,..,565,166,174,94,64,1071
ILOC50701301,..,42,31,17,14,10,110,..,..,..,3,0,6,11,..,..,..,..,..,4,4,..,42,31,20,14,23,124,..,484,183,171,63,50,950,..,..,..,3,6,37,50,..,..,..,..,..,0,0,..,484,183,176,73,87,1000
ILOC50701302,..,49,23,21,10,14,111,..,..,..,5,0,0,4,..,..,..,..,..,0,0,..,49,23,29,10,11,120,..,1228,355,327,158,59,2128,..,..,..,18,15,16,49,..,..,..,..,..,4,4,..,1228,355,347,179,77,2179
ILOC50701401,..,47,41,32,18,20,147,..,..,..,0,0,14,14,..,..,..,..,..,4,4,..,47,41,32,18,35,163,..,773,260,227,111,57,1423,..,..,..,24,14,12,44,..,..,..,..,..,0,0,..,773,260,248,121,68,1473
ILOC50701501,..,34,26,16,8,5,95,..,..,..,0,4,0,7,..,..,..,..,..,0,0,..,34,26,16,11,7,96,..,1940,843,881,316,71,4050,..,..,..,43,47,47,132,..,..,..,..,..,4,4,..,1940,843,924,362,118,4191
ILOC50701502,..,27,12,6,8,4,63,..,..,..,6,0,0,4,..,..,..,..,..,0,0,..,27,12,16,8,7,68,..,1355,325,314,161,48,2206,..,..,..,21,11,19,54,..,..,..,..,..,0,0,..,1355,325,336,172,70,2263
ILOC50701503,..,83,93,79,46,34,333,..,..,..,6,0,17,26,..,..,..,..,..,0,0,..,83,93,82,51,53,359,..,3846,1774,1844,806,258,8538,..,..,..,85,71,110,266,..,..,..,..,..,20,20,..,3846,1774,1928,877,393,8821
ILOC50701504,..,38,20,28,16,13,118,..,..,..,4,4,5,10,..,..,..,..,..,0,0,..,38,20,29,21,22,128,..,1105,399,369,160,50,2084,..,..,..,35,23,24,78,..,..,..,..,..,0,0,..,1105,399,402,184,72,2162
ILOC50701505,..,16,15,14,9,5,55,..,..,..,5,0,0,8,..,..,..,..,..,0,0,..,16,15,16,9,7,65,..,929,247,255,105,47,1587,..,..,..,13,27,23,67,..,..,..,..,..,0,0,..,929,247,275,133,67,1649
ILOC50800101,..,62,35,36,20,20,174,..,..,..,9,8,26,40,..,..,..,..,..,6,6,..,62,35,45,31,54,223,..,149,47,37,8,3,248,..,..,..,4,0,6,5,..,..,..,..,..,0,0,..,149,47,39,8,11,261
