ILOC_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
ILOC50300401,27,37,62,0,0,0,3,4,10,33,40,69,9,3,12,0,0,0,0,0,0,9,3,12,8,6,11,0,0,0,0,0,0,8,6,15,4,3,4,0,0,0,0,0,0,4,3,4,8,14,22,0,0,0,0,5,0,11,16,27,4,6,12,0,0,0,0,0,0,4,4,12,0,0,3,0,0,0,0,0,0,3,7,4,25,36,58,0,0,0,6,6,5,33,40,67,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300402,63,51,117,4,0,4,3,7,10,68,57,133,5,3,11,0,0,0,0,0,0,5,3,11,9,8,15,0,0,0,0,0,0,9,9,16,15,7,19,0,0,0,0,0,0,15,7,19,13,16,30,3,0,9,0,0,0,18,19,36,19,13,35,0,0,0,3,3,0,19,18,37,5,3,10,0,0,0,0,0,0,5,3,10,63,51,117,4,0,4,3,0,5,66,57,123,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,0,6,6,0,0,0,0,0,0,0,6,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300403,55,52,112,5,4,7,0,4,5,57,62,124,3,5,7,0,0,0,0,0,0,3,5,7,16,12,30,0,0,0,0,0,0,16,12,30,9,6,22,0,0,0,0,0,0,9,6,22,18,18,36,3,0,3,0,4,5,19,23,42,4,6,12,0,0,0,0,0,0,4,6,12,0,3,0,0,0,3,0,0,0,4,4,9,55,52,106,5,4,7,0,4,5,57,59,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,3,3,6,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300405,43,32,79,0,0,0,6,3,13,50,44,94,0,6,5,0,0,0,0,4,4,0,7,8,15,8,20,0,0,0,0,0,0,15,9,22,6,9,18,0,0,0,3,0,3,12,9,18,11,9,21,0,0,0,0,3,7,11,11,25,6,5,11,0,0,0,0,0,0,6,9,18,0,3,0,0,0,0,0,0,0,0,3,0,42,35,79,0,0,0,6,3,13,48,39,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300406,59,85,136,5,7,10,5,11,17,66,99,162,5,0,9,0,0,0,0,0,0,5,0,9,14,20,33,0,0,0,0,0,0,14,20,33,13,16,30,0,0,0,0,0,0,13,18,31,13,23,41,0,0,4,5,0,5,19,28,45,9,14,17,0,3,6,0,7,12,15,28,35,3,4,6,0,0,0,0,0,0,3,4,6,55,75,131,5,7,10,4,4,11,61,93,149,0,0,0,0,0,0,3,5,9,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300407,50,50,97,5,10,16,6,0,4,59,51,117,5,0,7,0,0,0,0,0,0,5,0,7,11,5,12,0,0,0,0,0,0,11,5,12,9,10,15,0,0,0,0,0,0,9,8,14,19,17,31,4,5,3,0,0,0,26,17,36,11,11,19,0,3,3,0,0,4,13,12,30,8,8,13,0,0,0,0,0,0,6,8,14,50,50,97,4,7,10,0,0,0,58,50,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,4,9,0,0,0,9,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300408,79,83,158,7,8,18,10,3,12,90,96,185,3,5,7,0,0,0,0,0,0,3,5,7,16,15,30,0,0,0,0,0,0,19,17,35,22,13,34,0,0,0,0,0,0,22,13,34,28,20,47,5,4,8,0,4,3,32,27,60,7,26,30,0,4,5,4,0,4,16,27,39,0,3,7,0,0,0,0,0,0,0,3,7,71,79,149,5,10,11,0,4,4,77,89,167,6,3,4,0,0,0,5,0,3,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,7,0,0,0,6,5,13,3,7,9,0,0,0,0,0,0,3,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ILOC50300409,95,92,184,389,153,536,349,96,446,835,336,1169,4,5,8,4,3,16,4,0,7,17,11,26,19,12,29,8,5,16,9,6,13,30,25,58,18,11,33,24,17,42,29,12,41,75,41,112,30,28,57,174,66,234,168,44,215,374,136,509,24,26,53,148,48,200,133,32,160,300,106,409,0,4,7,28,10,41,8,0,10,45,16,59,86,84,170,350,135,484,332,84,412,765,303,1070,0,0,0,29,6,37,8,0,8,38,7,47,0,0,0,22,3,27,19,0,19,43,3,42,0,0,0,13,7,22,13,0,18,27,9,37,0,0,0,23,4,30,26,0,29,52,5,59,0,0,0,11,3,14,7,0,8,24,5,27,24,5,35,962,220,1183,1027,189,1221,2015,419,2435,0,0,0,9,0,9,8,0,8,12,0,17,0,0,0,0,0,0,5,0,5,9,0,9,0,0,0,0,0,0,0,0
ILOC50300410,43,57,95,6,6,16,15,7,21,66,63,134,4,5,10,0,0,0,0,0,0,4,5,10,3,9,12,0,0,0,0,0,0,3,9,12,4,12,19,0,0,0,0,0,0,7,11,21,10,15,27,0,0,7,0,0,0,13,17,31,15,10,26,5,8,14,10,6,16,31,16,49,3,9,9,0,0,0,0,0,0,9,9,8,38,42,80,8,3,12,9,7,18,50,56,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,5,5,3,3,0,4,4,8,3,10,25,4,32,34,9,48,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300501,46,65,111,194,150,342,80,34,111,310,255,567,5,9,14,9,11,19,0,4,4,16,21,34,6,11,21,14,13,26,3,0,3,25,24,52,5,11,16,18,9,28,7,6,10,31,23,54,9,20,30,55,45,107,40,12,55,109,79,188,6,12,25,65,44,115,25,13,37,95,74,166,3,5,10,30,25,50,3,0,6,41,34,69,46,62,106,165,140,305,70,30,100,282,237,517,0,0,0,3,0,3,0,0,0,7,0,8,0,0,0,4,5,3,3,0,3,8,4,11,0,0,0,9,7,8,6,0,9,14,5,23,0,0,0,9,4,8,8,0,9,22,3,21,0,0,0,5,0,7,0,0,0,5,0,7,14,17,41,178,49,227,157,43,195,356,114,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300502,61,45,110,570,280,851,408,115,526,1040,450,1480,0,4,6,18,25,45,11,4,13,34,36,66,14,13,26,43,34,82,8,11,17,71,53,127,12,8,19,73,41,109,64,25,91,149,70,224,21,7,30,257,90,345,217,41,254,490,136,629,6,14,22,140,79,218,91,32,122,234,121,355,4,3,9,41,14,54,17,3,18,59,23,80,63,38,102,527,254,778,397,114,513,982,409,1395,0,6,6,4,0,5,0,3,0,0,7,8,0,0,0,14,0,21,11,0,11,29,3,30,0,0,0,16,6,20,11,3,12,23,4,30,0,0,0,25,7,34,24,3,27,52,11,60,0,0,0,12,0,10,7,0,7,21,0,22,32,11,45,987,222,1212,986,199,1189,2004,438,2443,0,0,0,4,0,6,3,5,3,7,5,14,0,0,0,3,0,9,3,0,3,7,0,12,0,0,0,0,0,0,0,0
ILOC50300503,22,26,47,4,11,11,0,0,0,25,35,64,0,0,3,0,0,0,0,0,0,0,0,3,5,3,10,0,0,0,0,0,0,5,3,10,4,0,4,0,0,0,0,0,0,4,0,4,3,11,17,0,0,0,0,0,0,3,7,19,0,5,11,0,8,8,0,0,0,8,14,22,0,0,3,0,0,0,0,0,0,3,0,10,10,15,34,3,6,9,0,0,0,16,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300601,206,225,431,37,30,61,9,8,16,247,264,511,18,18,36,4,0,4,0,0,0,22,15,37,35,25,60,0,0,0,0,0,0,37,30,65,44,48,94,0,3,0,0,0,4,51,52,102,63,72,137,15,14,32,5,0,7,86,91,179,32,50,82,11,13,21,0,0,4,49,62,107,4,4,12,4,0,5,0,0,0,9,13,13,193,208,408,28,27,59,10,7,17,233,245,475,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,3,3,6,0,0,0,3,3,6,3,0,4,0,0,0,0,0,0,3,0,4,0,3,3,8,3,15,0,0,3,10,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0
ILOC50300701,63,73,141,162,75,236,117,39,161,345,189,535,7,9,15,0,4,10,0,0,3,6,15,21,17,12,30,9,4,17,12,5,20,32,29,63,16,11,24,21,3,26,19,5,19,54,20,72,17,21,35,66,28,98,55,16,75,141,61,204,6,14,25,52,15,65,27,7,34,85,39,128,8,7,19,15,7,23,8,4,12,27,17,50,60,69,129,148,61,213,117,40,156,328,170,502,0,0,6,0,0,4,0,0,4,3,4,6,0,0,0,10,0,10,4,0,4,17,0,17,0,0,0,0,0,6,4,0,5,5,6,12,0,0,0,6,0,6,8,0,8,18,0,18,0,0,0,3,0,3,3,0,3,6,0,9,9,12,22,324,90,418,257,48,303,589,154,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,3,0,0,0,0,0,0,0,0
ILOC50400101,75,59,138,83,60,145,13,13,27,171,139,306,11,11,23,4,4,7,0,0,0,16,9,25,10,10,21,0,0,0,0,0,0,19,10,24,9,12,20,10,5,15,3,0,3,21,17,34,23,20,47,37,28,65,6,4,9,66,53,118,12,9,16,23,22,46,3,3,13,33,37,68,9,3,13,6,3,10,0,3,3,16,11,28,72,54,132,78,59,140,10,11,26,164,126,293,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,52,54,106,5,0,4,59,53,113,0,0,0,93,90,186,0,0,7,95,92,190,0,0,0,43,36,79,4,4,9,49,39,88,0,0,0,27,25,54,0,0,0,27,25,54,23,5,25,307,194,502,48,8,57,375,201,584,0,0,0,6,11,15,3,3,3,10,14,20,0,0,0,23,15,35,3,0,3,22,15,42,0,0,0,4,3,7,0,0
ILOC50400102,19,26,43,5,4,8,4,8,12,21,36,63,0,0,3,0,0,0,0,0,0,0,0,4,6,10,12,0,0,0,0,0,3,3,12,13,3,9,10,0,0,0,0,0,0,3,9,10,7,7,10,0,4,5,0,3,3,3,13,17,6,3,6,0,0,0,0,0,0,5,3,9,0,0,4,0,0,0,0,6,4,3,0,7,16,25,37,5,4,8,4,4,10,20,33,55,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,15,0,0,0,11,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ILOC50400103,205,198,409,12,14,29,13,10,24,233,223,457,28,18,49,0,0,0,0,0,0,28,18,49,26,33,58,0,0,0,0,3,3,26,39,63,49,48,98,0,5,4,0,0,0,48,53,103,70,56,130,5,5,6,0,0,0,70,64,134,26,29,59,9,3,11,8,6,12,42,39,79,3,11,14,3,0,6,5,0,8,13,15,30,192,189,382,17,11,23,6,6,10,208,203,415,0,0,0,0,0,0,6,0,11,6,0,11,0,0,0,4,0,7,0,0,0,4,0,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,4,10,0,0,0,5,7,14,0,0,0,0,4,6,0,0,0,0,6,7,4,3,4,11,21,28,0,0,0,13,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400201,226,205,430,12,23,37,4,0,4,244,229,472,19,12,36,0,0,0,0,0,0,19,12,36,44,40,80,0,0,0,0,0,0,44,40,80,51,35,89,3,6,10,0,0,0,55,42,96,70,76,145,9,7,15,0,0,0,73,82,159,32,29,62,4,9,9,4,0,4,43,40,77,4,12,20,0,3,9,0,0,0,6,15,26,221,194,412,9,20,31,0,0,0,229,213,450,5,4,12,0,0,0,0,0,0,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,16,25,0,0,0,14,17,30,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0
ILOC50400202,38,36,70,42,28,68,26,20,48,103,84,191,5,0,8,0,0,0,3,0,4,11,4,14,10,5,15,0,0,0,9,3,6,14,11,22,3,9,15,5,16,18,0,6,6,6,22,34,7,6,13,14,4,21,5,4,8,29,15,47,6,9,19,16,6,21,7,3,15,35,24,60,3,5,3,5,0,3,0,7,3,5,9,14,36,33,66,42,28,68,26,19,48,100,78,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,46,5,0,4,25,19,49,0,0,0,41,55,93,4,10,13,45,66,113,8,0,4,31,44,79,4,0,0,41,47,85,0,0,0,13,14,33,4,3,4,19,21,31,17,8,21,149,132,280,47,32,78,211,169,376,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,11,11,18,0,0,0,12,11,23,0,0,0,5,5,5,0,0
ILOC50400203,50,72,126,4,3,9,6,4,5,63,78,141,4,10,11,0,0,0,0,0,0,5,10,15,14,12,24,0,0,0,0,0,0,14,12,24,10,15,30,0,0,0,0,0,0,10,17,36,19,26,39,0,0,6,0,0,5,21,27,47,4,5,12,0,0,3,0,0,0,5,8,19,0,5,4,0,0,0,0,0,0,0,5,4,48,70,113,0,7,8,0,4,4,50,73,126,5,6,9,0,0,0,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400204,85,95,178,11,11,15,0,3,3,93,103,202,11,11,24,4,0,4,0,0,0,13,11,21,15,19,39,0,0,0,0,0,0,15,19,39,20,25,40,0,0,0,0,0,0,20,25,40,24,34,58,5,0,8,0,0,0,28,35,61,13,13,24,4,4,10,0,0,0,18,21,36,3,0,3,0,0,0,0,0,0,3,3,9,84,94,176,7,9,18,0,0,0,90,103,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,3,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400205,58,51,111,0,5,4,5,0,5,61,57,120,7,0,12,0,0,0,0,0,0,10,0,11,11,8,21,0,0,0,0,0,0,10,8,21,17,10,24,0,0,0,0,0,0,17,10,24,21,15,37,0,0,0,0,0,0,21,16,41,5,8,15,0,0,4,0,0,4,8,12,22,0,4,0,0,0,0,0,0,0,0,4,0,56,49,108,0,5,4,0,0,0,64,54,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400301,337,404,745,144,134,283,94,81,171,576,619,1193,33,44,79,5,0,5,7,0,8,51,45,94,80,61,141,8,7,11,11,14,26,100,73,177,69,81,144,7,11,11,10,9,16,81,88,172,83,117,199,59,74,132,27,29,58,168,220,384,54,86,140,52,33,83,30,22,45,133,139,272,18,29,45,15,14,33,12,12,20,46,49,91,323,386,708,134,125,255,87,71,161,545,578,1124,3,8,12,0,6,0,0,0,0,4,14,21,0,0,0,9,8,16,0,0,0,15,8,21,5,0,4,17,18,37,4,4,6,24,22,48,0,0,0,21,20,41,7,4,10,31,20,47,0,0,0,9,3,11,3,4,6,9,7,18,7,10,17,80,54,136,48,25,71,137,88,229,0,0,0,0,0,5,0,0,0,0,0,5,0,5,5,6,4,12,5,3,6,10,7,18,0,0,0,3,0,7,0,0
ILOC50400302,122,128,253,0,0,0,6,8,19,128,140,271,19,11,25,0,0,0,0,0,0,19,11,25,22,27,50,0,0,0,0,6,5,29,27,50,19,24,41,0,0,0,0,0,0,19,27,41,33,40,73,0,0,0,0,4,4,35,46,84,21,23,39,0,0,0,3,4,5,20,25,44,14,6,19,0,0,0,0,0,0,17,6,21,112,127,242,0,0,0,3,9,13,118,135,255,3,0,3,0,0,0,0,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400303,64,73,136,0,0,0,0,0,0,67,73,140,6,7,15,0,0,0,0,0,0,6,7,15,16,17,36,0,0,0,0,0,0,16,17,36,13,13,23,0,0,0,0,0,0,13,13,23,20,20,36,0,0,0,0,0,0,19,20,38,4,11,21,0,0,0,0,0,0,4,11,21,0,0,0,0,0,0,0,0,0,0,0,3,60,74,129,0,0,0,0,0,0,64,74,133,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400401,182,165,349,32,13,50,10,8,22,233,194,421,12,16,23,0,0,0,0,0,0,12,16,23,36,33,69,4,0,4,0,0,0,40,32,75,45,34,78,5,0,4,3,4,5,52,38,93,45,52,104,10,0,15,5,3,4,65,59,120,26,29,58,14,8,25,0,4,4,45,39,82,12,7,17,3,3,9,0,0,3,15,12,28,175,151,325,32,12,50,11,8,20,219,177,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,26,0,0,0,12,14,29,0,0,0,11,14,28,6,4,8,14,17,32,0,0,0,12,13,26,0,0,4,9,12,25,0,0,0,8,6,9,0,0,0,8,6,9,8,10,18,66,39,104,4,10,13,76,58,138,0,0,0,5,0,6,4,0,7,7,0,10,0,0,0,4,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0
