ILOC_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
ILOC50501402,290,325,609,42658,45629,88285,1731,1616,3346,44674,47572,92244,24,34,51,1986,1853,3836,48,52,106,2062,1937,3996,50,67,111,5864,5574,11433,134,138,274,6051,5776,11822,87,101,181,5963,5958,11919,178,198,373,6225,6251,12475,69,67,131,9580,10518,20095,524,424,953,10177,11007,21181,46,52,95,11003,12116,23117,426,356,780,11473,12520,23991,17,13,34,8259,9614,17877,419,449,868,8695,10080,18774,268,298,565,40713,43758,84474,1189,1252,2439,42161,45317,87476,5,0,6,58,67,122,0,0,0,61,68,128,0,0,0,51,55,105,4,3,13,58,59,120,0,0,0,43,65,110,0,4,3,49,72,118,0,0,0,10,12,21,6,0,6,19,16,31,0,0,0,7,5,17,0,0,0,14,5,19,60,76,139,1356,1536,2893,395,461,854,1817,2070,3889,0,0,0,16,21,37,0,3,3,16,28,37,3,4,0,18,7,25,3,0,8,24,16,38,0,0,0,4,10,15,0,4
ILOC50501501,773,834,1605,20235,21039,41271,1359,1021,2386,22369,22899,45263,95,106,204,1262,1159,2421,64,69,136,1422,1339,2762,218,230,443,2893,2775,5669,181,169,350,3294,3176,6467,147,137,291,2670,2496,5158,140,122,254,2953,2753,5704,179,190,371,4763,5151,9913,479,293,774,5421,5633,11057,100,133,232,5562,5973,11537,380,225,607,6044,6335,12380,24,40,63,3083,3489,6564,120,135,258,3230,3663,6892,727,806,1531,19064,20314,39380,882,896,1778,20671,22015,42687,3,0,3,33,30,60,0,3,6,37,33,70,0,0,0,4,12,15,0,0,0,4,15,16,0,0,0,0,6,9,0,0,0,0,6,9,0,0,0,4,4,12,0,0,0,4,4,12,0,0,0,6,3,7,0,0,0,6,3,7,32,23,53,372,404,784,40,53,92,446,489,932,0,0,0,4,8,14,0,0,0,4,8,14,0,3,4,3,5,5,0,0,0,0,10,9,0,0,0,9,0,9,0,0
ILOC50501502,281,266,544,12452,13098,25551,900,680,1579,13633,14044,27673,32,24,56,594,518,1116,26,14,43,655,560,1208,62,59,120,1328,1171,2499,64,61,125,1459,1291,2748,43,46,89,1253,1229,2483,85,69,155,1372,1345,2721,73,69,136,2688,2832,5520,247,162,406,3013,3059,6068,52,48,106,3482,3640,7122,272,160,436,3807,3849,7657,22,21,39,3105,3708,6816,208,209,417,3337,3941,7270,255,248,498,11655,12525,24180,562,539,1104,12463,13313,25780,0,0,0,38,23,59,3,0,3,39,24,60,0,0,0,39,9,49,4,0,4,41,13,50,0,0,0,5,7,9,0,0,0,14,7,17,0,0,0,16,8,28,6,0,4,24,14,33,0,0,0,11,4,15,0,0,0,9,4,15,7,20,24,338,334,674,29,22,49,374,370,751,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0
ILOC50501503,702,727,1432,28130,29675,57807,1645,1087,2734,30481,31487,61967,94,102,202,2548,2253,4798,97,81,177,2744,2438,5182,213,194,405,5177,5095,10271,187,198,382,5580,5485,11065,111,135,240,3758,3747,7503,168,141,306,4039,4014,8054,192,208,395,8280,9580,17855,651,367,1017,9120,10151,19267,71,84,153,6116,6460,12574,442,215,649,6625,6753,13380,15,12,29,2256,2540,4800,102,94,200,2378,2654,5032,653,685,1339,26540,28730,55270,848,893,1745,28041,30309,58354,0,0,0,36,21,57,0,0,4,34,22,59,0,0,3,6,6,11,0,0,0,6,6,13,0,0,0,14,14,26,0,0,0,14,17,24,0,0,0,11,8,14,0,0,0,11,8,14,0,0,0,0,3,3,0,0,0,0,3,3,14,19,33,410,438,846,26,19,36,448,472,921,0,0,0,9,7,15,0,0,0,9,7,18,0,0,0,4,4,6,0,0,0,4,4,6,0,0,0,0,0,0,0,0
ILOC50501601,472,448,920,14864,15128,29997,770,557,1326,16103,16138,32242,80,62,145,1289,1283,2577,35,26,59,1405,1370,2778,130,120,252,2499,2320,4820,98,81,183,2723,2529,5249,63,79,142,1688,1743,3435,80,59,140,1832,1883,3719,127,119,247,4307,4691,9000,255,177,428,4686,4991,9678,53,58,108,3483,3520,7002,232,135,363,3763,3713,7478,12,6,27,1598,1561,3162,74,75,151,1688,1646,3339,444,425,871,14121,14655,28777,453,448,895,15023,15520,30550,0,0,3,18,15,31,0,0,0,22,20,32,0,0,0,3,9,12,0,0,0,3,9,12,0,0,0,10,13,15,0,0,0,10,9,20,0,0,4,4,6,12,0,0,0,6,11,10,0,0,0,0,5,6,0,0,0,0,5,6,9,6,21,229,276,504,13,17,33,248,305,553,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50501701,327,308,631,19831,20814,40640,863,835,1696,21022,21954,42973,20,29,44,972,920,1889,31,33,64,1025,976,1999,87,59,143,2085,1784,3873,54,62,114,2225,1902,4127,100,65,164,2853,2654,5510,97,82,179,3053,2805,5852,59,77,131,5693,5835,11526,286,243,530,6035,6151,12190,49,67,116,4603,5215,9814,221,187,410,4876,5467,10340,17,15,30,3621,4404,8027,168,233,403,3806,4654,8458,304,290,588,18916,19971,38886,567,655,1219,19783,20913,40698,0,0,0,32,39,71,0,0,3,33,43,71,0,0,0,26,13,37,0,0,0,25,13,41,0,0,0,22,20,42,0,3,3,23,20,48,0,0,3,16,14,35,6,0,8,26,14,41,0,0,0,6,7,14,3,0,3,13,7,13,29,28,55,548,553,1099,57,65,125,633,645,1277,0,0,0,4,8,9,0,0,0,9,8,12,0,0,0,4,4,4,0,0,0,4,3,5,0,0,0,9,4,8,4,5
ILOC50501702,342,320,664,17205,17489,34697,1087,866,1956,18634,18683,37317,23,21,45,947,991,1939,36,44,75,1011,1055,2063,53,40,91,1534,1436,2970,66,62,125,1653,1530,3190,66,57,127,2062,2176,4236,132,104,232,2266,2337,4599,102,97,207,6484,6334,12816,474,338,809,7059,6774,13832,72,75,150,3830,3675,7507,260,186,451,4168,3940,8105,15,27,43,2340,2887,5225,123,141,263,2477,3049,5529,324,304,625,16477,16865,33345,819,740,1562,17620,17910,35529,0,0,0,28,30,58,3,5,3,28,28,61,0,0,0,15,27,39,0,4,8,17,28,41,0,0,0,10,10,25,5,4,8,19,13,34,0,0,0,10,6,16,7,0,6,14,7,22,0,0,0,10,0,6,5,3,11,17,5,20,31,24,49,527,589,1117,178,236,415,733,848,1580,0,0,0,9,4,17,6,0,8,17,8,23,0,0,0,0,3,6,0,0,0,0,5,4,0,0,0,0,0,0,0,0
ILOC50501801,339,307,642,37452,40435,77887,1681,1424,3105,39469,42167,81636,37,18,54,2351,2186,4530,59,71,125,2441,2269,4716,73,57,131,4895,4643,9536,124,109,230,5095,4806,9898,59,43,104,4204,4122,8322,120,120,242,4386,4289,8676,96,93,191,10694,11914,22606,711,500,1212,11508,12508,24008,47,74,122,9177,9785,18960,383,259,644,9613,10120,19732,14,18,32,6137,7795,13927,283,370,651,6432,8182,14608,308,276,588,35578,39021,74599,999,1084,2083,36888,40383,77268,0,0,0,34,34,69,0,3,3,32,34,70,4,0,4,30,40,73,5,3,3,38,39,77,0,0,0,34,36,77,0,0,0,39,36,78,0,0,0,26,13,45,7,3,14,39,16,60,0,0,0,17,5,24,4,0,4,19,5,24,14,36,47,650,763,1408,44,49,90,701,848,1549,0,0,0,9,13,23,6,0,5,16,17,31,0,0,0,0,9,8,0,0,0,3,10,6,0,0,0,10,3,13,0,0
ILOC50501802,320,313,635,24048,25617,49669,993,874,1869,25364,26807,52170,27,24,49,1259,1191,2444,40,38,77,1325,1247,2575,57,38,93,2778,2614,5391,107,73,177,2940,2720,5663,76,70,148,2946,3080,6030,88,95,177,3111,3240,6353,77,77,159,6501,6790,13292,336,261,595,6912,7131,14042,64,77,138,6209,6580,12792,260,177,436,6530,6835,13363,20,23,48,4351,5363,9714,167,235,402,4540,5623,10169,301,302,600,23233,24860,48096,731,724,1456,24266,25889,50156,4,0,6,35,42,77,0,3,4,40,43,82,0,0,0,12,16,25,0,0,0,12,16,25,0,0,0,17,23,42,0,0,0,20,23,41,0,0,6,8,7,10,3,0,3,12,5,16,0,0,0,4,5,4,0,0,0,4,5,4,36,24,58,430,453,879,45,23,60,501,495,995,0,0,0,5,4,7,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ILOC50501803,215,222,443,8704,8685,17387,683,564,1248,9606,9472,19078,29,18,50,755,674,1424,53,45,96,841,733,1574,46,37,84,1090,1034,2125,88,80,170,1224,1151,2382,49,38,87,957,882,1841,97,77,178,1109,996,2099,50,63,115,3054,3009,6062,260,192,453,3357,3267,6626,32,45,78,1691,1736,3428,130,106,235,1850,1890,3741,9,18,31,1163,1346,2506,55,60,118,1229,1431,2657,196,202,398,8368,8428,16801,584,525,1105,9149,9156,18311,0,0,0,17,18,33,3,3,5,24,22,40,0,0,0,3,3,6,0,0,0,3,6,8,0,0,0,4,0,4,0,0,0,4,0,7,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,4,7,0,0,0,0,4,7,10,18,32,166,128,297,15,11,28,187,161,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50501804,431,555,984,39876,42850,82724,2010,1879,3896,42320,45286,87603,52,53,103,2572,2463,5038,92,97,193,2721,2615,5339,75,84,155,4191,4057,8242,152,181,335,4408,4320,8734,73,90,166,4046,4284,8327,192,182,375,4305,4562,8871,121,191,313,14864,15515,30373,864,735,1597,15849,16440,32289,98,107,202,8703,9150,17853,483,375,858,9282,9627,18906,13,29,43,5503,7383,12889,231,302,532,5751,7713,13466,393,520,918,38453,41602,80054,1535,1606,3145,40389,43730,84117,0,0,0,39,49,93,3,5,6,39,57,96,0,0,0,15,12,28,0,0,4,20,14,33,0,0,0,23,17,44,4,3,4,27,23,52,0,0,0,3,3,5,5,0,5,6,3,12,0,0,0,0,3,9,0,0,0,0,4,11,21,21,45,716,738,1453,53,62,115,793,820,1615,0,0,0,3,0,8,0,0,0,8,0,8,0,0,0,3,0,9,0,0,0,4,0,11,0,0,0,4,5,5,0,0
ILOC50501901,205,218,423,9334,9442,18775,357,301,657,9897,9960,19855,19,16,37,531,533,1063,20,23,44,571,572,1142,68,55,127,1243,1177,2418,51,47,93,1360,1279,2638,39,43,80,1379,1242,2621,34,36,69,1452,1314,2773,37,54,90,2310,2328,4644,99,75,178,2446,2455,4905,37,42,80,2607,2805,5407,112,67,178,2753,2909,5663,4,9,9,1269,1358,2633,43,51,96,1315,1421,2741,195,207,399,9005,9210,18210,244,250,495,9437,9671,19104,0,0,0,16,10,26,4,0,4,15,10,31,0,0,0,6,8,10,0,0,0,6,8,8,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,9,146,138,285,7,5,10,161,148,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50501902,427,467,892,9943,9825,19764,502,413,911,10872,10701,21573,48,45,93,578,575,1151,35,23,60,660,642,1298,136,128,270,1457,1254,2713,72,65,139,1670,1445,3117,85,75,155,1367,1211,2575,52,61,117,1503,1342,2844,88,114,205,2749,2698,5441,163,125,288,2994,2935,5939,59,86,144,2536,2677,5211,123,82,201,2715,2843,5560,10,21,32,1264,1414,2674,53,52,109,1327,1491,2811,400,443,850,9599,9582,19182,378,360,740,10378,10395,20769,5,0,7,13,13,25,0,0,0,11,17,30,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,8,7,0,0,0,0,8,7,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,18,29,46,184,150,328,11,13,26,212,195,402,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,9,0,0,0,9,4,14,0,0,0,0,0,0,0,0
ILOC50501903,44,55,103,855,775,1629,68,68,139,966,896,1861,0,4,9,51,43,91,0,6,6,48,55,106,12,14,20,81,81,161,9,7,20,102,101,199,12,14,17,106,84,190,14,8,25,128,105,231,18,7,22,243,238,482,11,18,31,272,265,534,6,13,19,215,195,409,24,20,42,249,223,474,3,5,8,156,136,295,12,5,12,171,147,315,41,49,94,801,745,1542,50,57,107,892,854,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,21,20,39,4,0,4,25,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ILOC50501904,676,818,1497,24717,25303,50016,1192,796,1983,26586,26917,53503,115,100,213,2499,2220,4723,56,42,102,2666,2368,5035,170,166,333,3679,3524,7208,114,104,216,3960,3790,7753,106,121,225,2828,2738,5573,103,94,194,3039,2956,5993,198,323,523,8374,9156,17531,467,266,727,9039,9737,18779,83,96,179,5032,5440,10469,356,191,544,5466,5730,11192,19,22,39,2290,2220,4517,102,92,194,2415,2335,4748,637,788,1421,23555,24601,48154,644,631,1270,24833,26010,50846,0,0,0,38,36,71,5,0,6,44,31,75,0,3,3,12,10,22,0,0,0,17,13,27,0,0,0,27,8,41,10,0,10,43,8,51,0,0,0,22,8,25,3,0,3,29,8,28,0,0,0,9,9,20,0,0,0,15,9,22,73,69,149,478,449,925,44,17,62,599,537,1136,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
ILOC50501905,467,433,901,12354,13119,25470,653,546,1201,13473,14091,27568,54,45,100,961,852,1816,44,44,80,1060,938,2000,141,136,268,2282,2203,4486,94,88,181,2514,2422,4936,101,82,183,1804,1713,3517,82,67,146,1980,1865,3850,102,100,203,3276,3813,7088,225,187,412,3602,4098,7702,71,58,126,2850,3038,5890,169,110,276,3087,3203,6291,11,14,25,1178,1495,2674,41,57,99,1232,1569,2799,434,404,840,11820,12805,24626,423,466,893,12684,13671,26357,0,0,0,16,13,25,0,0,0,16,14,26,0,0,0,3,0,5,0,0,0,7,0,7,0,0,0,8,9,11,0,0,0,8,7,15,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,3,23,28,53,167,193,359,6,11,13,201,222,426,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50501906,138,88,224,4014,4092,8108,179,131,309,4326,4319,8645,12,4,12,247,237,486,4,8,10,258,244,509,24,18,41,514,447,960,9,6,22,554,464,1019,34,19,52,464,370,838,14,15,29,513,402,915,30,22,53,1106,1191,2297,71,34,103,1212,1247,2456,29,21,47,1038,1128,2166,45,42,92,1113,1189,2306,7,6,18,642,726,1369,36,26,59,684,758,1443,126,85,213,3802,3932,7741,96,77,176,4031,4098,8126,0,0,0,8,13,22,0,0,0,8,13,22,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,3,0,0,0,0,0,3,15,22,35,96,93,185,4,3,10,113,124,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50501907,114,120,232,2316,2505,4818,264,216,478,2691,2844,5532,12,9,25,98,112,211,0,9,16,117,135,250,16,15,26,181,177,357,22,16,31,219,205,418,18,27,42,281,312,594,34,39,77,336,373,712,38,31,71,752,718,1466,89,58,150,877,815,1687,21,36,55,575,601,1173,80,53,137,670,689,1359,5,8,15,430,587,1017,34,33,73,478,631,1101,110,119,222,2191,2405,4593,196,188,382,2492,2705,5199,0,0,0,7,7,18,0,0,0,7,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,4,0,4,83,66,151,241,212,450,60,67,122,390,343,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0
ILOC50501908,237,244,476,2967,2965,5930,236,215,450,3437,3424,6859,29,24,55,177,197,371,8,11,15,216,233,444,52,48,97,330,304,630,33,34,70,406,383,793,42,40,84,397,360,758,22,32,55,462,434,898,58,60,126,907,920,1826,85,66,150,1051,1049,2101,35,43,81,748,698,1447,61,35,99,846,784,1624,10,24,38,419,485,900,26,34,57,457,541,1000,225,229,456,2822,2869,5692,179,185,363,3229,3288,6518,0,0,0,12,4,16,0,0,5,14,7,15,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,40,55,99,80,77,164,3,12,16,132,145,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50501909,215,210,424,3142,3197,6336,146,115,262,3505,3519,7019,34,26,64,202,173,374,3,8,14,240,200,437,69,48,117,459,396,851,16,20,34,542,462,1001,34,42,70,430,405,836,15,11,22,468,457,926,47,48,97,851,890,1744,50,31,83,949,975,1926,26,33,56,865,934,1798,41,28,68,930,989,1926,5,10,16,342,402,748,20,17,40,373,431,801,203,196,402,3020,3096,6113,84,91,175,3306,3384,6686,0,0,0,3,5,6,0,0,0,4,4,9,0,0,0,3,0,7,0,0,0,3,0,7,3,6,5,0,0,0,0,0,0,3,5,4,0,0,0,0,3,4,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,61,37,102,0,4,8,71,50,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50502001,973,1086,2061,57523,59550,117069,2246,1655,3901,60745,62290,123036,152,145,299,4067,3973,8039,110,96,208,4334,4215,8543,224,237,461,8943,8523,17463,266,254,519,9430,9017,18446,195,211,404,7736,7289,15020,268,183,457,8194,7680,15878,242,262,501,16154,17549,33708,740,488,1228,17140,18298,35433,129,180,307,13793,14310,28103,625,371,1001,14545,14863,29409,31,56,85,6831,7905,14738,238,258,496,7098,8222,15321,931,1045,1977,55396,58173,113563,1417,1400,2822,57747,60618,118359,0,0,0,44,51,95,5,3,9,49,52,101,0,0,0,15,17,31,0,0,0,15,17,31,0,3,3,11,20,27,0,0,0,11,20,28,0,0,0,17,18,30,0,5,5,16,16,33,0,0,0,6,12,12,0,0,0,6,12,12,36,25,61,853,825,1681,23,23,51,913,878,1791,0,0,0,4,3,9,0,0,0,4,3,9,0,0,0,7,4,11,0,0,0,7,8,13,0,0,0,0,3,3,0,0
ILOC50502101,935,971,1910,38905,41385,80286,2242,1664,3903,42079,44020,86103,127,141,265,2908,2812,5719,125,92,218,3161,3044,6208,295,247,542,6199,5687,11886,262,236,494,6756,6166,12921,173,149,325,5340,5320,10661,260,211,475,5780,5680,11454,202,271,480,10727,12088,22807,771,523,1288,11705,12877,24579,104,131,240,9423,10339,19760,661,391,1053,10189,10867,21051,26,29,57,4309,5150,9455,166,215,377,4497,5391,9892,881,923,1807,36902,40141,77043,1331,1386,2720,39118,42456,81570,0,0,3,63,47,109,0,4,7,67,48,116,0,0,0,14,6,16,0,0,0,14,6,16,0,0,0,10,15,21,0,0,0,10,15,28,0,0,0,10,5,13,0,0,0,11,9,21,0,0,0,4,0,5,0,0,0,4,0,5,37,34,71,569,568,1138,40,26,64,647,629,1278,0,0,0,0,0,5,0,0,0,4,0,6,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,5,4,0,0
ILOC50600102,136,134,269,7,10,17,3,4,3,147,146,289,24,11,34,0,0,3,0,0,0,25,14,38,35,33,69,0,0,0,0,0,0,35,33,69,25,20,44,0,0,0,0,0,0,25,20,44,35,47,76,0,8,9,0,0,0,32,56,86,19,24,37,5,3,3,3,0,3,22,22,43,0,4,8,0,0,0,0,0,0,3,4,9,124,126,254,7,10,17,3,0,3,137,135,273,3,5,8,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,4,3,9,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
