ILOC_CODE_2021,Emp_Worked_FT_A_15_24_y_M,Emp_Worked_FT_A_25_34_y_M,Emp_Worked_FT_A_35_44_y_M,Emp_Worked_FT_A_45_54_y_M,Emp_Worked_FT_A_55_64_y_M,Emp_Worked_FT_A_65_and_over_M,Emp_Worked_FT_Tot_M,Emp_Worked_PT_A_15_24_y_M,Emp_Worked_PT_A_25_34_y_M,Emp_Worked_PT_A_35_44_y_M,Emp_Worked_PT_A_45_54_y_M,Emp_Worked_PT_A_55_64_y_M,Emp_Worked_PT_A_65_and_over_M,Emp_Worked_PT_Tot_M,EAfW_A_15_24_y_M,EAfW_A_25_34_y_M,EAfW_A_35_44_y_M,EAfW_A_45_54_y_M,EAfW_A_55_64_y_M,EAfW_A_65_over_M,EAfW_Tot_M,Emp_Tot_Age_15_24_y_M,Emp_Tot_Age_25_34_y_M,Emp_Tot_Age_35_44_y_M,Emp_Tot_Age_45_54_y_M,Emp_Tot_Age_55_64_y_M,Emp_Tot_A_65_over_M,Emp_Tot_Tot_M,Unemp_A_15_24_y_M,Unemp_A_25_34_y_M,Unemp_A_35_44_y_M,Unemp_A_45_54_y_M,Unemp_A_55_64_y_M,Unemp_A_65_over_M,Unemp_Tot_M,Tot_LF_Ag_15_24_y_M,Tot_LF_Ag_25_34_y_M,Tot_LF_Ag_35_44_y_M,Tot_LF_Ag_45_54_y_M,Tot_LF_Ag_55_64_y_M,Tot_LF_Ag_65_and_over_M,Tot_LF_Tot_M,Not_in_LF_Age_15_24_y_M,Not_in_LF_Age_25_34_y_M,Not_in_LF_Age_35_44_y_M,Not_in_LF_Age_45_54_y_M,Not_in_LF_Age_55_64_y_M,Not_in_LF_A_65and_over_M,Not_In_LF_Tot_M,LF_stat_NS_A_15_24_y_M,LF_stat_NS_A_25_34_y_M,LF_stat_NS_A_35_44_y_M,LF_stat_NS_A_45_54_y_M,LF_stat_NS_A_55_64_y_M,LF_stat_NS_A_65and_over_M,LF_status_NS_Tot_M,Tot_Age_15_24_y_M,Tot_Age_25_34_y_M,Tot_Age_35_44_y_M,Tot_Age_45_54_y_M,Tot_Age_55_64_y_M,Tot_A_65_and_over_M,Tot_Tot_M,Emp_Worked_FT_A_15_24_y_F,Emp_Worked_FT_A_25_34_y_F,Emp_Worked_FT_A_35_44_y_F,Emp_Worked_FT_A_45_54_y_F,Emp_Worked_FT_A_55_64_y_F,Emp_Worked_FT_A_65_and_over_F,Emp_Worked_FT_Tot_F,Emp_Worked_PT_A_15_24_y_F,Emp_Worked_PT_A_25_34_y_F,Emp_Worked_PT_A_35_44_y_F,Emp_Worked_PT_A_45_54_y_F,Emp_Worked_PT_A_55_64_y_F,Emp_Worked_PT_A_65_and_over_F,Emp_Worked_PT_Tot_F,EAfW_A_15_24_y_F,EAfW_A_25_34_y_F,EAfW_A_35_44_y_F,EAfW_A_45_54_y_F,EAfW_A_55_64_y_F,EAfW_A_65_over_F,EAfW_Tot_F,Emp_Tot_Age_15_24_y_F,Emp_Tot_Age_25_34_y_F,Emp_Tot_Age_35_44_y_F,Emp_Tot_Age_45_54_y_F,Emp_Tot_Age_55_64_y_F,Emp_Tot_A_65_over_F,Emp_Tot_Tot_F,Unemp_A_15_24_y_F,Unemp_A_25_34_y_F,Unemp_A_35_44_y_F,Unemp_A_45_54_y_F,Unemp_A_55_64_y_F,Unemp_A_65_over_F,Unemp_Tot_F,Tot_LF_Ag_15_24_y_F,Tot_LF_Ag_25_34_y_F,Tot_LF_Ag_35_44_y_F,Tot_LF_Ag_45_54_y_F,Tot_LF_Ag_55_64_y_F,Tot_LF_Ag_65_and_over_F,Tot_LF_Tot_F,Not_in_LF_Age_15_24_y_F,Not_in_LF_Age_25_34_y_F,Not_in_LF_Age_35_44_y_F,Not_in_LF_Age_45_54_y_F,Not_in_LF_Age_55_64_y_F,Not_in_LF_A_65and_over_F,Not_In_LF_Tot_F,LF_stat_NS_A_15_24_y_F,LF_stat_NS_A_25_34_y_F,LF_stat_NS_A_35_44_y_F,LF_stat_NS_A_45_54_y_F,LF_stat_NS_A_55_64_y_F,LF_stat_NS_A_65and_over_F,LF_status_NS_Tot_F,Tot_Age_15_24_y_F,Tot_Age_25_34_y_F,Tot_Age_35_44_y_F,Tot_Age_45_54_y_F,Tot_Age_55_64_y_F,Tot_A_65_and_over_F,Tot_Tot_F,Emp_Worked_FT_A_15_24_y_P,Emp_Worked_FT_A_25_34_y_P,Emp_Worked_FT_A_35_44_y_P,Emp_Worked_FT_A_45_54_y_P,Emp_Worked_FT_A_55_64_y_P,Emp_Worked_FT_A_65_and_over_P,Emp_Worked_FT_Tot_P,Emp_Worked_PT_A_15_24_y_P,Emp_Worked_PT_A_25_34_y_P,Emp_Worked_PT_A_35_44_y_P,Emp_Worked_PT_A_45_54_y_P,Emp_Worked_PT_A_55_64_y_P,Emp_Worked_PT_A_65_and_over_P,Emp_Worked_PT_Tot_P,EAfW_A_15_24_y_P,EAfW_A_25_34_y_P,EAfW_A_35_44_y_P,EAfW_A_45_54_y_P,EAfW_A_55_64_y_P,EAfW_A_65_over_P,EAfW_Tot_P,Emp_Tot_Age_15_24_y_P,Emp_Tot_Age_25_34_y_P,Emp_Tot_Age_35_44_y_P,Emp_Tot_Age_45_54_y_P,Emp_Tot_Age_55_64_y_P,Emp_Tot_A_65_over_P,Emp_Tot_Tot_P,Unemp_A_15_24_y_P,Unemp_A_25_34_y_P,Unemp_A_35_44_y_P,Unemp_A_45_54_y_P,Unemp_A_55_64_y_P,Unemp_A_65_over_P,Unemp_Tot_P,Tot_LF_Ag_15_24_y_P,Tot_LF_Ag_25_34_y_P,Tot_LF_Ag_35_44_y_P,Tot_LF_Ag_45_54_y_P,Tot_LF_Ag_55_64_y_P,Tot_LF_Ag_65_and_over_P,Tot_LF_Tot_P,Not_in_LF_Age_15_24_y_P,Not_in_LF_Age_25_34_y_P,Not_in_LF_Age_35_44_y_P,Not_in_LF_Age_45_54_y_P,Not_in_LF_Age_55_64_y_P,Not_in_LF_A_65and_over_P,Not_In_LF_Tot_P,LF_stat_NS_A_15_24_y_P,LF_stat_NS_A_25_34_y_P,LF_stat_NS_A_35_44_y_P,LF_stat_NS_A_45_54_y_P,LF_stat_NS_A_55_64_y_P,LF_stat_NS_A_65and_over_P,LF_status_NS_Tot_P,Tot_Age_15_24_y_P,Tot_Age_25_34_y_P,Tot_Age_35_44_y_P,Tot_Age_45_54_y_P,Tot_Age_55_64_y_P,Tot_A_65_and_over_P,Tot_Tot_P
ILOC50300403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,11,3,0,6,0,0,0,7,8,5,5,0,7,0,26,0,0,0,0,0,0,0,9,6,5,3,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,0,0,0,0,3,4,0,0,0,0,0,9,8,11,3,3,0,0,27,0,0,0,0,0,0,0,6,9,3,4,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,6,4,0,0,0,16,3,4,8,0,0,0,19,14,16,4,5,0,5,48,0,0,0,0,0,0,5,22,19,13,8,0,0,75
ILOC50300405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,4,6,0,4,0,4,0,22,0,0,0,0,0,0,0,6,0,3,3,4,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,7,5,4,0,3,18,0,0,0,0,0,0,0,9,7,8,4,0,3,22,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,4,0,0,0,4,0,0,11,16,6,11,6,5,0,43,0,0,0,0,0,0,0,18,9,11,6,5,0,49
ILOC50300406,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,11,9,4,5,7,0,3,30,0,0,0,0,0,0,0,13,8,5,7,0,3,40,0,0,0,0,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,3,0,3,4,3,0,15,0,3,0,0,0,0,9,3,4,6,4,3,0,23,10,12,0,3,4,4,32,0,0,5,0,0,0,4,16,18,9,9,7,4,60,0,0,0,0,0,0,4,5,3,6,3,3,0,17,4,0,0,0,0,0,3,4,3,5,4,3,0,19,4,4,0,0,0,0,11,9,7,10,4,3,0,33,21,18,8,6,5,6,63,0,0,5,0,0,0,3,30,21,17,14,9,6,99
ILOC50300407,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,0,0,5,0,0,0,5,4,0,8,5,3,5,32,0,6,0,0,0,0,4,9,9,11,3,3,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,6,4,10,30,0,4,0,0,0,0,5,10,5,9,7,4,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,0,5,0,0,3,4,0,0,11,9,8,12,9,4,13,64,0,9,3,0,0,4,12,15,15,16,14,4,13,80
ILOC50300408,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,15,10,10,5,0,0,42,0,0,0,0,0,0,0,22,13,17,3,3,0,58,0,0,0,0,0,0,0,0,4,4,3,9,3,16,0,0,0,0,0,0,0,0,4,4,3,8,3,18,0,0,0,0,0,0,0,0,4,4,3,8,3,21,12,7,7,6,5,0,40,0,0,0,0,3,0,3,13,6,12,12,14,3,61,0,0,0,0,0,0,0,0,4,4,7,8,5,24,0,0,0,0,5,0,5,0,4,4,7,10,5,21,0,0,0,0,0,0,5,0,3,0,7,10,5,26,30,16,26,9,10,0,90,0,0,0,0,3,0,3,34,17,29,10,21,7,114
ILOC50300409,5,5,4,0,3,0,17,0,0,0,3,0,0,6,0,4,0,0,0,0,4,6,8,4,6,3,0,21,0,0,8,0,3,0,12,7,10,12,7,0,0,35,15,8,0,8,9,0,40,0,0,0,0,0,0,0,18,18,12,16,13,0,74,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,5,0,3,0,0,17,0,0,0,0,0,0,3,0,7,3,5,0,0,23,7,10,13,9,4,4,53,0,0,0,0,0,0,0,11,14,15,18,5,4,71,3,8,4,0,0,0,23,0,0,0,8,0,0,7,3,0,0,4,0,0,5,4,15,3,7,0,0,37,0,0,4,3,3,0,14,8,17,10,13,5,0,56,19,16,15,16,18,7,92,0,0,0,0,0,0,4,33,33,26,30,24,7,146
ILOC50300410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,8,3,5,8,9,4,3,29,0,0,0,0,0,0,0,4,3,9,10,4,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,6,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,7,9,5,5,3,0,9,34,0,0,0,0,0,0,0,12,3,8,3,5,9,40,0,0,0,0,0,0,4,3,3,0,0,0,0,5,0,0,3,0,3,0,3,3,3,3,4,5,0,10,0,0,0,0,0,0,0,3,3,3,5,5,0,16,12,7,9,10,8,9,58,0,0,0,0,0,0,0,19,11,15,13,7,9,79
ILOC50300501,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,7,0,3,6,18,0,0,0,0,0,0,0,5,8,7,3,6,3,30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,8,6,5,8,6,4,5,33,0,0,0,0,0,0,4,11,9,9,8,5,5,46,0,6,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,9,3,0,6,0,20,0,0,0,0,0,0,0,3,9,9,0,6,0,20,14,8,11,6,8,8,51,0,0,0,0,0,0,7,16,13,17,12,9,10,79
ILOC50300502,5,6,5,0,0,0,20,5,0,0,0,0,0,7,0,0,0,0,0,0,3,8,5,7,0,0,0,28,0,4,4,4,0,0,6,11,6,12,3,0,0,33,3,6,0,0,0,0,11,0,0,0,0,0,0,0,12,12,15,4,5,4,46,3,0,0,0,0,0,3,0,0,0,4,3,0,6,0,0,0,0,0,0,5,3,0,0,5,3,0,14,0,0,0,0,0,0,6,4,0,3,4,3,0,17,5,0,0,4,0,5,18,0,0,0,0,0,0,0,8,3,4,9,4,3,30,5,6,5,5,0,0,20,5,0,0,4,3,0,14,0,0,0,0,0,0,5,12,8,8,10,3,0,41,4,4,5,5,0,0,14,10,10,14,8,3,0,54,6,0,6,5,0,4,27,0,0,0,0,0,0,0,19,11,18,12,8,9,75
ILOC50300503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,5,5,5,0,0,12,0,0,0,0,0,0,0,4,3,5,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,0,20,0,0,0,0,0,0,0,0,4,3,7,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,4,9,9,9,3,32,0,0,0,0,0,0,0,4,7,9,9,9,3,31
ILOC50300601,5,0,0,3,0,0,9,0,3,3,0,0,0,3,0,0,0,0,0,0,4,4,0,3,3,0,4,19,8,8,3,0,3,0,20,11,12,9,5,5,4,43,31,23,25,23,6,4,106,3,0,0,0,0,0,3,44,33,32,29,9,4,151,0,0,0,0,0,0,8,0,0,5,0,0,0,6,0,0,0,0,0,0,0,4,0,5,8,0,0,16,4,4,4,0,0,0,18,8,3,8,9,0,0,31,38,29,29,23,18,9,145,3,0,0,4,0,0,11,48,37,40,29,23,4,181,4,0,0,6,0,0,18,0,3,3,0,0,0,9,3,0,0,0,0,0,3,9,4,6,6,0,3,32,14,8,8,0,3,0,38,23,18,18,10,7,3,72,70,57,50,40,26,8,247,4,0,0,3,0,0,15,94,76,67,56,31,12,337
ILOC50300701,0,4,3,0,0,0,10,3,0,3,0,0,0,3,0,0,0,0,0,0,0,3,4,6,3,0,0,12,0,0,0,0,0,0,6,3,3,6,3,4,0,14,10,4,4,3,0,4,33,0,0,0,0,0,0,0,16,8,5,4,3,8,48,0,0,0,0,0,0,5,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,5,0,5,0,0,9,0,0,0,0,0,0,0,0,5,0,5,0,0,9,11,9,5,12,4,7,44,0,0,0,0,0,0,0,11,12,8,8,7,7,49,0,0,3,0,0,0,7,3,0,6,3,0,0,14,0,0,0,6,0,0,6,3,6,8,3,0,0,24,0,0,0,0,0,0,6,3,5,8,3,3,0,24,21,12,13,7,7,13,77,0,0,0,0,0,0,0,24,18,18,17,13,19,99
ILOC50400101,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,14,0,0,7,0,0,0,8,0,0,11,3,3,0,20,7,3,6,0,6,8,31,0,0,0,0,0,0,0,9,7,12,6,3,9,50,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,6,10,5,7,5,0,3,32,0,0,0,0,0,0,0,12,9,8,5,4,3,39,0,0,7,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,7,0,21,0,0,7,0,0,0,8,3,4,15,3,7,0,29,18,14,12,6,3,12,65,0,0,0,0,0,0,0,20,18,25,7,11,13,96
ILOC50400102,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,17,0,0,0,0,0,0,0,9,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,0,4,0,4,4,25,0,0,0,0,0,0,0,10,0,7,6,6,4,26
ILOC50400103,0,9,8,8,0,0,20,0,0,8,8,0,0,12,0,4,0,0,0,0,9,0,13,14,10,0,0,37,4,3,4,0,0,0,16,11,21,16,10,0,0,58,37,21,13,11,9,3,91,0,0,0,0,0,0,5,49,44,27,22,7,3,152,0,10,0,5,0,0,11,3,8,8,5,3,0,22,0,0,0,0,0,0,0,3,19,8,10,3,0,37,6,3,4,0,0,0,15,11,23,8,10,5,0,56,36,19,11,8,5,7,88,0,0,0,0,0,0,4,48,36,21,23,13,11,147,0,17,8,13,0,0,33,6,8,9,6,3,0,32,0,5,0,0,0,0,12,5,28,15,23,3,0,81,12,10,10,0,0,0,30,19,42,23,23,5,0,111,76,34,25,20,10,13,181,0,0,0,0,0,0,7,98,81,50,44,20,14,295
ILOC50400201,0,0,7,3,0,0,6,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,3,0,0,12,20,10,10,6,0,0,49,20,17,13,12,5,0,62,30,24,18,19,3,4,92,0,0,0,0,0,0,4,51,36,34,23,10,4,166,0,3,3,0,0,0,10,4,3,0,0,0,4,8,0,0,0,0,0,0,3,6,9,6,4,3,4,21,6,9,13,3,0,0,31,11,15,16,7,3,4,57,21,28,22,12,9,10,95,3,0,0,0,0,0,8,35,42,32,24,7,12,149,0,3,4,0,0,0,17,4,3,8,0,0,4,16,0,0,0,0,3,0,4,6,16,11,5,4,4,38,33,21,17,8,0,0,78,36,31,25,14,3,4,117,47,45,38,34,10,19,183,7,0,3,0,0,0,12,89,75,67,48,18,20,313
ILOC50400202,0,0,0,3,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,3,7,0,0,12,0,0,0,0,0,0,0,3,0,3,7,0,0,12,0,0,0,3,0,0,10,0,0,0,0,0,0,0,3,0,4,6,0,3,25,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,3,0,0,13,4,3,0,0,4,5,15,3,0,0,0,0,0,3,9,4,0,4,7,5,32,6,0,4,3,0,0,10,0,0,4,6,0,0,9,0,0,0,0,0,0,0,0,0,8,8,0,0,21,0,0,0,0,0,0,0,3,0,8,12,0,0,24,7,3,0,3,4,0,20,5,0,0,0,0,0,4,15,10,5,13,7,3,53
ILOC50400203,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,6,4,0,0,0,5,3,0,0,0,0,0,8,10,6,3,4,0,0,16,6,3,8,0,0,0,14,0,0,0,0,0,0,0,10,7,13,4,4,0,38,0,0,0,0,0,0,0,4,5,0,0,0,0,6,0,0,0,0,0,0,0,4,5,0,0,0,0,10,5,0,3,0,0,0,7,8,5,4,0,0,0,12,10,7,9,0,0,5,35,0,0,0,0,0,0,0,15,13,11,3,4,5,52,0,0,0,0,6,0,4,7,7,3,3,0,0,14,0,0,0,0,0,0,0,7,6,4,3,6,0,19,7,0,3,0,0,0,13,16,6,3,6,6,0,29,18,10,16,0,3,4,53,0,0,0,0,0,0,0,30,15,23,3,10,4,87
ILOC50400204,0,0,0,0,0,0,5,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,11,4,7,0,4,0,0,12,7,9,0,8,0,0,24,8,4,3,3,0,0,25,0,5,4,0,0,0,11,20,15,7,13,3,3,59,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,3,3,3,0,10,0,0,15,15,15,8,3,0,0,41,3,5,0,0,0,0,12,25,18,11,7,0,0,62,0,0,0,4,0,0,3,6,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,4,9,0,0,18,4,7,0,0,0,0,15,10,10,4,7,0,0,33,23,18,8,6,4,5,69,0,8,7,0,5,0,26,40,37,19,18,4,3,126
ILOC50400205,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,8,11,5,0,0,0,0,15,11,9,3,0,0,0,20,10,10,0,5,0,0,17,0,0,0,0,0,0,0,17,15,10,5,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,3,4,0,0,8,0,0,5,4,0,0,18,6,3,6,0,0,3,19,0,0,0,0,0,0,3,10,7,10,10,3,4,37,0,0,0,0,0,0,5,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,9,4,0,0,12,10,4,0,4,0,0,29,10,11,7,4,0,0,34,9,12,6,5,5,3,40,0,0,0,0,0,0,0,24,26,14,11,3,0,78
ILOC50400301,5,9,14,8,4,0,37,0,4,4,0,3,0,13,5,6,4,0,0,0,12,11,15,20,9,5,0,60,0,5,5,4,0,0,23,15,19,20,16,5,0,81,44,19,12,21,15,13,126,4,6,5,3,0,0,13,69,39,41,39,17,18,225,8,0,9,12,0,0,33,4,0,3,4,0,0,15,0,5,3,3,5,0,21,9,10,16,21,8,4,65,3,4,0,0,3,0,16,18,17,19,19,11,4,81,53,37,43,29,22,18,198,7,5,5,5,0,4,18,81,54,65,49,32,29,305,10,12,22,23,9,5,65,12,9,11,4,3,4,28,6,10,4,3,5,0,32,20,22,35,31,12,8,129,9,10,10,4,4,0,34,36,33,43,29,15,8,160,97,60,56,48,33,33,329,11,8,5,6,0,4,38,144,95,105,92,53,45,526
ILOC50400302,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,14,0,6,4,0,0,0,9,3,3,6,3,3,0,20,12,13,3,7,3,10,54,0,0,4,0,3,0,6,19,15,18,12,7,14,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,3,0,0,4,0,0,0,6,20,25,12,8,10,5,74,0,0,0,0,0,0,6,24,24,19,14,9,6,91,0,0,0,0,3,0,7,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,3,3,8,0,13,0,6,5,0,0,0,14,5,6,13,4,8,0,29,33,33,16,14,13,19,130,0,0,0,0,4,5,10,41,39,34,20,18,19,175
ILOC50400303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,14,9,10,7,0,0,38,0,0,0,0,0,0,0,13,8,11,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,7,9,3,4,0,40,0,0,0,0,0,0,0,13,7,16,8,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,3,3,0,0,5,21,15,21,10,7,0,77,0,0,0,0,0,0,0,23,13,22,16,7,0,82
ILOC50400401,0,0,0,4,0,0,10,4,3,5,0,0,0,9,0,0,0,0,0,0,0,4,4,5,4,0,0,20,7,3,6,5,0,0,19,9,10,11,4,6,0,37,24,12,10,8,5,7,63,13,0,10,0,5,4,29,45,23,22,15,11,12,134,4,0,3,0,0,0,4,0,9,4,4,0,0,15,0,0,5,0,0,0,4,4,9,10,6,0,0,26,0,0,5,0,0,0,11,8,13,9,8,4,0,36,24,14,8,6,5,5,62,3,3,4,0,0,3,21,34,33,20,17,15,7,124,0,4,6,3,4,0,16,4,10,6,4,3,0,27,0,0,5,0,0,0,6,9,12,13,8,7,0,46,6,5,11,3,0,0,29,14,22,21,14,7,3,75,45,30,15,17,11,16,132,18,9,17,9,7,5,53,78,51,46,30,24,17,258
ILOC50400501,3,4,0,3,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,4,3,4,0,0,13,0,0,5,4,0,0,8,10,5,6,7,0,0,25,33,15,22,10,5,3,90,0,0,0,0,0,0,0,43,19,26,12,4,3,115,3,0,0,0,3,0,4,3,0,3,5,6,0,12,0,0,0,0,0,0,0,5,0,3,4,4,0,16,3,3,5,0,0,0,11,9,4,6,4,4,0,24,34,20,14,15,13,7,104,0,0,0,0,0,0,0,41,22,22,21,16,7,128,3,4,3,0,3,0,17,4,0,3,7,6,0,13,5,0,0,0,0,0,7,14,4,10,9,4,0,33,3,5,9,4,0,0,16,13,7,13,8,4,0,49,70,32,34,24,17,5,193,0,0,0,0,0,0,0,87,44,50,38,19,5,244
ILOC50400601,14,35,24,21,11,0,107,8,11,4,0,0,0,21,6,0,8,5,0,0,18,23,47,33,21,16,3,147,7,14,9,0,0,0,25,30,59,36,24,20,3,174,44,18,17,15,13,19,125,13,6,3,9,0,3,26,86,77,59,50,32,26,323,14,29,25,25,7,7,107,11,12,9,9,10,0,51,0,3,0,0,0,0,8,26,47,34,35,13,7,163,6,8,4,4,0,0,19,34,50,38,41,19,7,183,61,39,28,38,18,27,215,5,5,3,9,0,0,22,101,97,67,84,38,30,420,26,62,43,48,18,10,210,19,19,13,12,11,0,68,3,6,9,5,0,0,27,48,90,67,57,31,10,306,11,22,7,4,4,0,48,62,108,75,61,32,10,353,103,58,46,62,37,43,343,17,9,4,13,0,3,47,184,174,126,133,72,59,749
ILOC50400602,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,10,6,5,0,3,33,0,0,0,0,0,0,0,11,15,7,6,3,3,40,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,10,10,7,3,8,39,0,0,0,0,0,0,0,10,9,8,7,6,8,42,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,3,0,0,0,0,3,0,3,9,0,0,0,15,18,17,11,11,7,8,67,0,0,0,0,0,0,0,20,21,17,13,5,8,84
