ILOC_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
ILOC50400302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,5,3,0,6,0,0,0,0,3,3,6,6,7,83,76,160,0,0,0,0,6,5,87,88,173,33,50,82,0,0,0,0,0,0,33,50,82,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,5,10,31,46,74,0,0,0,0,0,0,31,46,74,0,0,0,0,0,0,0,0,0,0,0,0,80,89,174,0,0,0,0,0,0,80,95,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,49,0
ILOC50400303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,6,0,4,46,43,90,0,0,0,0,0,0,44,43,93,14,24,39,0,0,0,0,0,0,14,24,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,12,22,40,0,0,0,0,0,0,12,22,40,0,0,0,0,0,0,0,0,0,0,0,0,44,53,100,0,0,0,0,0,0,44,53,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14,0
ILOC50400401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,117,88,201,13,17,26,135,111,245,6,12,19,117,88,201,13,17,26,135,114,246,25,29,55,29,12,47,4,0,3,62,43,107,120,112,237,0,0,0,0,0,0,125,112,237,3,3,4,4,0,4,0,0,0,0,6,6,11,3,13,0,0,0,0,0,0,11,3,13,107,100,207,0,0,0,0,0,0,109,100,211,0,0,0,0,0,0,0,0,0,0,0,0,110,91,195,15,8,27,4,0,3,127,100,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,42,0,0,0,0,0,0,19,21,42,0,0,0,0,0,3,0,0,0,0,0,3,19,21,42,0,0,3,0,0,0,20,26,45,17,26,42,13
ILOC50400501,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,12,23,7,0,0,16,15,29,4,3,6,7,12,23,4,0,9,18,20,37,134,136,271,10,13,19,0,0,0,145,146,295,25,27,51,0,0,0,0,0,0,25,27,51,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,16,27,45,0,0,0,0,0,0,16,27,45,0,0,0,0,0,0,0,0,0,0,0,0,162,166,328,3,6,8,0,0,0,165,174,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,8,4,0,0,0,4
ILOC50400601,0,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,38,36,76,643,673,1323,49,70,121,731,786,1517,48,41,83,660,691,1349,49,70,121,755,805,1555,398,509,907,1149,1106,2252,20,25,51,1570,1643,3214,55,65,119,0,4,4,0,0,0,55,72,123,13,9,19,156,212,360,3,0,3,171,220,389,0,0,0,0,0,0,0,0,0,0,0,0,50,67,116,0,4,4,0,0,0,50,65,117,3,0,3,13,36,53,0,0,0,15,36,51,211,325,529,406,506,914,3,7,14,622,839,1459,0,0,0,18,12,28,0,0,0,18,12,28,0,0,0,10,12,21,0,0,0,10,12,21,0,0,0,0,5,3,0,0,0,0,5,3,6,0,11,0,0,0,0,0,0,6,0,11,0,0,3,7,4,13,0,0,0,7,8,17,6,3,10,7,4,13,0,0,0,11,14,21,234,238,470,811
ILOC50400602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,23,43,0,0,0,0,0,0,15,23,43,36,30,67,0,0,0,0,0,0,36,30,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,67,0,0,0,0,0,0,36,30,67,0,0,0,0,0,0,0,0,0,0,0,0,15,23,36,0,0,0,0,0,0,15,23,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,7,9,38,29,64,0
ILOC50400603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,3,6,7,3,6,7,0,0,0,0,0,0,3,6,7,15,21,32,0,0,0,0,0,0,15,21,32,13,11,19,0,0,0,0,0,0,13,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,15,0,0,0,0,0,0,9,4,15,0,0,0,0,0,0,0,0,0,0,0,0,11,13,26,0,0,0,0,0,0,11,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,5,0,9,4,4,10,0
ILOC50400701,0,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,14,4,16,175,171,344,27,19,52,214,198,412,14,4,16,175,171,344,27,19,52,214,198,412,68,65,126,292,315,605,10,5,16,363,384,744,9,14,28,0,0,0,0,0,0,9,14,28,0,0,0,29,19,47,0,0,0,29,19,47,6,0,6,0,0,0,0,0,0,6,0,6,8,14,20,0,0,0,0,0,0,8,14,20,0,0,0,0,3,3,0,0,0,0,3,3,36,27,63,110,144,253,0,0,3,150,173,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,18,0,0,0,0,0,0,11,6,18,0,0,0,0,0,5,0,0,0,0,0,5,11,6,18,0,0,5,0,0,0,10,10,18,24,18,47,200
ILOC50400702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,31,345,192,533,101,36,135,466,228,701,17,9,31,345,192,533,104,35,135,469,231,701,27,25,48,62,28,83,0,0,0,82,55,132,8,12,22,0,0,0,0,0,4,12,10,23,0,0,0,8,4,11,0,0,0,8,4,11,0,4,4,0,0,0,0,0,0,0,4,4,8,8,19,0,0,0,0,0,4,12,10,22,0,0,0,0,0,0,0,0,0,0,0,0,27,34,58,20,9,34,5,0,3,53,42,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,33
ILOC50400801,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20,90,52,141,58,26,86,157,90,252,6,12,24,94,52,143,58,26,86,164,97,253,177,200,384,101,76,181,0,0,0,280,279,558,20,25,46,0,0,3,0,4,4,25,29,51,0,0,3,10,0,17,0,0,0,10,6,18,0,0,0,0,0,0,0,0,0,0,0,0,20,25,46,0,0,3,0,4,4,25,29,51,0,0,0,4,0,5,0,0,0,4,0,5,98,111,204,35,32,66,0,0,0,130,140,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20,0,0,0,0,4,4,8,11,23,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20,0,0,0,0,4,4,8,11,23,84,105,186,71
ILOC50500101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,45,158,131,290,17,12,29,203,167,367,27,22,49,181,151,331,19,17,43,231,190,419,345,353,703,4700,4960,9665,44,47,90,5093,5366,10456,22,29,52,0,0,0,0,0,0,24,34,51,3,0,5,727,864,1590,5,7,13,739,872,1612,0,0,0,0,0,0,0,0,0,0,0,0,20,31,50,0,0,0,0,0,0,22,28,51,0,0,0,59,110,168,0,0,0,63,108,171,109,147,256,2188,2663,4857,25,38,63,2326,2849,5174,0,0,0,80,72,153,0,3,3,80,79,154,0,4,3,117,112,225,0,0,0,118,117,229,0,0,0,3,0,3,0,0,0,3,0,3,5,3,3,0,0,0,0,0,0,5,3,3,0,0,0,51,71,125,0,0,0,51,71,125,5,3,3,51,71,125,0,0,0,59,72,131,268,264,529,2821
ILOC50500102,0,0,4,5,0,0,0,0,3,3,0,0,0,0,3,3,22,14,35,370,406,779,53,71,118,443,494,931,23,14,40,394,429,824,51,70,122,465,517,983,380,412,792,17669,17819,35490,48,52,102,18106,18284,36390,14,15,29,3,4,7,0,0,0,16,16,33,3,5,8,7662,8229,15890,14,20,26,7681,8254,15932,0,0,0,0,0,0,0,0,0,0,0,0,14,15,30,3,4,7,0,0,0,13,16,32,5,0,3,677,870,1545,0,3,3,674,869,1545,109,146,256,10166,11374,21545,32,31,66,10313,11558,21867,0,0,0,1796,1799,3595,0,4,3,1795,1802,3600,0,0,0,817,864,1679,0,5,4,818,866,1686,0,0,0,9,10,22,0,0,0,9,10,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1074,1022,2101,4,3,3,1084,1032,2106,3,0,9,1074,1021,2100,4,3,3,1085,1028,2109,280,293,572,10357
ILOC50500103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,13,97,104,201,8,8,14,114,114,227,10,10,15,103,112,215,11,11,18,121,121,246,172,180,349,4102,4129,8229,17,28,50,4296,4339,8631,9,9,17,0,0,0,0,0,0,9,9,17,0,3,6,549,614,1162,4,3,9,551,624,1175,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,0,0,0,0,0,0,9,9,17,4,0,4,61,102,163,0,0,0,61,97,164,66,58,121,1814,2120,3935,12,26,35,1889,2203,4087,0,0,0,97,81,177,0,0,0,97,81,177,0,0,0,117,91,204,0,0,0,117,93,203,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,47,52,106,0,0,0,47,61,111,0,6,6,47,52,106,0,0,0,47,61,111,116,124,240,2412
ILOC50500104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,64,69,129,3,0,8,74,76,149,9,8,14,63,70,128,3,0,8,78,79,154,213,218,434,3745,3789,7535,17,15,30,3974,4018,7997,11,8,16,0,0,0,0,0,0,11,12,18,0,0,0,1318,1353,2667,4,8,6,1320,1351,2672,0,0,0,0,0,0,0,0,0,0,0,0,11,8,16,0,0,0,0,0,0,11,12,18,0,0,0,82,96,177,0,0,0,79,96,178,43,50,98,2046,2340,4389,8,7,15,2096,2406,4501,0,0,0,196,170,365,0,0,0,196,170,365,0,0,0,218,233,449,0,0,0,218,228,444,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,99,207,0,0,0,102,100,209,0,0,0,102,99,207,0,0,0,102,100,209,183,174,354,2318
ILOC50500105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,45,23,71,3,0,7,55,29,79,4,0,8,45,27,72,3,3,6,55,33,87,109,101,214,1632,1596,3227,11,7,10,1756,1697,3445,5,5,11,0,0,0,0,0,0,5,5,8,0,0,0,328,361,686,0,0,0,328,361,686,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,0,0,0,0,0,0,5,3,13,0,0,0,34,37,69,0,0,0,33,37,70,33,29,63,750,857,1607,7,0,11,790,887,1678,0,0,0,20,18,45,0,0,0,20,18,45,0,0,0,85,58,140,0,0,0,85,58,140,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,30,0,0,0,11,15,30,0,0,0,11,15,30,0,0,0,17,15,31,82,74,159,1002
ILOC50500201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,139,145,286,14,0,16,163,153,314,8,4,12,153,156,310,14,0,16,175,164,340,184,172,362,6118,6319,12436,25,33,56,6327,6529,12856,8,10,14,0,0,5,0,0,0,6,11,23,6,3,8,970,1214,2182,0,0,5,977,1225,2201,0,0,0,0,0,0,0,0,0,0,0,0,8,10,14,0,0,5,0,0,0,6,11,23,0,0,0,105,191,296,0,0,0,107,196,303,67,65,132,2827,3483,6308,11,28,42,2900,3580,6483,0,0,0,95,101,193,0,0,0,95,98,199,0,0,0,92,76,170,0,0,0,92,76,170,0,0,0,11,9,14,0,0,0,11,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,69,109,0,0,0,44,67,110,0,3,3,44,69,109,0,0,0,44,72,111,128,118,251,3765
ILOC50500301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,29,289,252,543,13,14,25,310,283,592,12,14,28,306,278,581,13,14,25,330,303,633,241,238,479,9953,9657,19610,36,26,68,10228,9927,20153,9,16,27,0,0,0,0,0,0,9,16,27,11,7,18,5283,5808,11088,14,15,25,5307,5833,11138,0,0,0,0,0,0,0,0,0,0,0,0,9,17,25,0,0,0,0,0,0,9,17,25,0,0,4,742,929,1666,0,0,4,740,935,1678,97,97,190,7201,8137,15341,28,33,65,7326,8269,15596,0,0,0,464,378,842,0,0,3,469,382,845,0,0,0,696,638,1337,5,0,7,706,641,1341,0,0,0,152,174,329,0,0,0,152,172,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,204,200,402,0,0,4,209,198,406,0,7,6,204,200,402,0,0,4,209,199,410,153,164,320,5556
ILOC50500302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,61,358,331,691,35,23,59,431,381,810,36,20,61,380,356,740,35,20,58,457,405,857,229,233,461,12541,12638,25177,44,31,74,12813,12901,25718,6,12,18,0,0,0,0,0,0,6,14,16,0,5,3,3292,3713,7006,3,16,19,3297,3732,7033,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18,0,0,0,0,0,0,6,14,16,0,0,0,369,551,920,0,5,0,372,552,921,80,115,195,5985,6861,12844,12,23,34,6078,6994,13072,0,0,0,434,390,826,0,0,0,434,390,826,0,3,3,412,351,761,0,0,0,410,359,770,0,0,0,56,54,108,0,0,0,56,58,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,174,352,0,0,0,180,174,350,0,0,4,174,174,352,0,0,0,180,174,354,165,129,300,8072
ILOC50500401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,61,412,241,655,95,43,136,534,312,847,33,31,61,425,257,681,97,43,134,548,330,875,206,216,422,4859,4621,9477,15,15,33,5084,4849,9934,19,10,28,0,6,4,0,0,0,20,10,30,5,5,14,1900,1955,3851,7,3,11,1909,1963,3874,0,0,0,0,0,0,0,0,0,0,0,0,15,10,27,0,6,4,0,0,0,13,10,24,3,0,3,228,281,506,0,0,0,228,281,511,74,101,170,2738,3022,5754,11,11,22,2825,3132,5951,0,0,0,224,179,406,0,3,3,224,181,408,0,0,0,418,383,795,3,0,3,421,381,800,0,4,4,0,8,6,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,101,76,174,0,0,0,102,78,180,4,0,8,101,76,174,0,0,0,102,78,180,139,126,265,2874
ILOC50500402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,15,76,81,163,7,11,13,90,105,191,7,13,15,81,87,166,5,11,15,98,105,201,118,129,245,2486,2461,4951,17,14,30,2619,2605,5222,6,3,13,0,0,0,0,0,0,6,3,13,3,0,3,1452,1494,2948,4,10,15,1456,1501,2962,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,6,3,5,0,0,0,172,207,376,0,0,0,172,203,377,41,49,86,1540,1805,3344,11,11,24,1591,1864,3456,0,0,0,151,130,281,0,0,0,151,130,281,0,0,0,368,323,693,0,7,3,370,325,701,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,61,138,6,3,6,83,61,147,0,0,0,75,61,138,6,3,6,83,61,147,88,80,172,1562
ILOC50500403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,67,58,123,4,0,4,76,64,140,8,4,12,68,64,133,3,0,10,83,68,148,47,49,89,2046,2018,4061,13,6,21,2099,2078,4173,0,14,17,0,0,0,0,0,0,0,14,17,5,0,5,1364,1415,2778,0,0,0,1366,1418,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,14,15,0,0,0,136,155,288,0,0,0,136,155,289,27,29,52,1190,1441,2636,5,12,14,1224,1480,2702,0,0,0,125,96,218,0,0,0,125,96,218,0,3,0,634,569,1205,0,0,0,637,572,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,34,78,0,4,4,46,35,80,0,0,0,46,34,78,0,4,4,46,35,80,23,37,59,1239
ILOC50500404,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,7,6,20,187,116,304,110,48,162,312,168,483,12,13,22,193,121,316,110,48,162,322,184,499,112,120,229,3428,3100,6521,21,18,42,3561,3242,6796,8,5,8,0,0,0,0,0,0,8,5,8,0,7,7,1659,1738,3398,0,8,9,1661,1748,3415,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,0,0,0,0,0,0,8,5,8,0,0,0,202,289,491,0,0,0,202,291,489,50,63,117,1764,1987,3754,7,12,28,1826,2075,3893,4,0,4,210,154,364,0,0,0,214,154,370,0,0,0,363,279,642,6,0,4,367,282,653,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,71,142,0,0,0,67,71,142,0,0,0,67,71,142,0,0,0,67,71,142,65,68,133,2374
ILOC50500501,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8,19,26,310,324,635,4,0,5,322,341,665,8,19,26,330,356,686,5,3,10,347,376,718,167,166,332,13635,13821,27455,47,45,88,13846,14031,27871,17,18,32,0,0,0,0,0,0,17,14,35,3,0,3,8878,9555,18428,12,21,37,8889,9578,18468,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30,0,0,0,0,0,0,16,16,29,0,0,0,1387,1708,3101,3,5,9,1394,1717,3111,67,64,135,8694,10295,18985,27,38,60,8788,10393,19183,0,0,0,1556,1480,3040,8,5,8,1559,1487,3042,0,0,0,1020,1023,2046,4,3,0,1026,1025,2051,0,0,0,13,10,19,0,0,0,13,10,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,350,328,672,0,0,0,348,328,677,3,0,3,350,328,672,0,0,0,348,328,677,115,114,227,9088
