ILOC_CODE_2021,Ind_15_19_PD_GD_GCL_M,Ind_15_19_BDL_M,Ind_15_19_ADip_DipL_M,Ind_15_19_Ct_III_IV_M,Ind_15_19_Ct_I_II_M,Ind_15_19_CL_nfd_M,Ind_15_19_LoE_NS_M,Ind_15_19_Tot_M,Ind_20_24_PD_GD_GCL_M,Ind_20_24_BDL_M,Ind_20_24_ADip_DipL_M,Ind_20_24_Ct_III_IV_M,Ind_20_24_Ct_I_II_M,Ind_20_24_CL_nfd_M,Ind_20_24_LoE_NS_M,Ind_20_24_Tot_M,Ind_25_34_PD_GD_GCL_M,Ind_25_34_BDL_M,Ind_25_34_ADip_DipL_M,Ind_25_34_Ct_III_IV_M,Ind_25_34_Ct_I_II_M,Ind_25_34_CL_nfd_M,Ind_25_34_LoE_NS_M,Ind_25_34_Tot_M,Ind_35_44_PD_GD_GCL_M,Ind_35_44_BDL_M,Ind_35_44_ADip_DipL_M,Ind_35_44_Ct_III_IV_M,Ind_35_44_Ct_I_II_M,Ind_35_44_CL_nfd_M,Ind_35_44_LoE_NS_M,Ind_35_44_Tot_M,Ind_45_54_PD_GD_GCL_M,Ind_45_54_BDL_M,Ind_45_54_ADip_DipL_M,Ind_45_54_Ct_III_IV_M,Ind_45_54_Ct_I_II_M,Ind_45_54_CL_nfd_M,Ind_45_54_LoE_NS_M,Ind_45_54_Tot_M,Ind_55_64_PD_GD_GCL_M,Ind_55_64_BDL_M,Ind_55_64_ADip_DipL_M,Ind_55_64_Ct_III_IV_M,Ind_55_64_Ct_I_II_M,Ind_55_64_CL_nfd_M,Ind_55_64_LoE_NS_M,Ind_55_64_Tot_M,Ind_65ov_PtgdDe_GdDp_GdCt_M,Ind_65ov_BDL_M,Ind_65ov_ADip_DipL_M,Ind_65ov_Ct_III_IV_M,Ind_65ov_Ct_I_II_M,Ind_65ov_CL_nfd_M,Ind_65ov_LoE_NS_M,Ind_65ov_Tot_M,Ind_Tot_PD_GD_GCL_M,Ind_Tot_BDL_M,Ind_Tot_ADip_DipL_M,Ind_Tot_Ct_III_IV_M,Ind_Tot_Ct_I_II_M,Ind_tot_CL_nfd_M,Ind_Tot_LoE_NS_M,Ind_Tot_Tot_M,NonI_15_19_PD_GD_GCL_M,NonI_15_19_BDL_M,NonI_15_19_ADip_DipL_M,NonI_15_19_Ct_III_IV_M,NonI_15_19_Ct_I_II_M,NonI_15_19_CL_nfd_M,NonI_15_19_LoE_NS_M,NonI_15_19_Tot_M,NonI_20_24_PD_GD_GCL_M,NonI_20_24_BDL_M,NonI_20_24_ADip_DipL_M,NonI_20_24_Ct_III_IV_M,NonI_20_24_Ct_I_II_M,NonI_20_24_CL_nfd_M,NonI_20_24_LoE_NS_M,NonI_20_24_Tot_M,NonI_25_34_PD_GD_GCL_M,NonI_25_34_BDL_M,NonI_25_34_ADip_DipL_M,NonI_25_34_Ct_III_IV_M,NonI_25_34_Ct_I_II_M,NonI_25_34_CL_nfd_M,NonI_25_34_LoE_NS_M,NonI_25_34_Tot_M,NonI_35_44_PD_GD_GCL_M,NonI_35_44_BDL_M,NonI_35_44_ADip_DipL_M,NonI_35_44_Ct_III_IV_M,NonI_35_44_Ct_I_II_M,NonI_35_44_CL_nfd_M,NonI_35_44_LoE_NS_M,NonI_35_44_Tot_M,NonI_45_54_PD_GD_GCL_M,NonI_45_54_BDL_M,NonI_45_54_ADip_DipL_M,NonI_45_54_Ct_III_IV_M,NonI_45_54_Ct_I_II_M,NonI_45_54_CL_nfd_M,NonI_45_54_LoE_NS_M,NonI_45_54_Tot_M,NonI_55_64_PD_GD_GCL_M,NonI_55_64_BDL_M,NonI_55_64_ADip_DipL_M,NonI_55_64_Ct_III_IV_M,NonI_55_64_Ct_I_II_M,NonI_55_64_CL_nfd_M,NonI_55_64_LoE_NS_M,NonI_55_64_Tot_M,NonI_65ov_PtgdDe_GdDp_GdCt_M,NonI_65ov_BDL_M,NonI_65ov_ADip_DipL_M,NonI_65ov_Ct_III_IV_M,NonI_65ov_Ct_I_II_M,NonI_65ov_CL_nfd_M,NonI_65ov_LoE_NS_M,NonI_65ov_Tot_M,NonI_Tot_PD_GD_GCL_M,NonI_Tot_BDL_M,NonI_Tot_ADip_DipL_M,NonI_Tot_Ct_III_IV_M,NonI_Tot_Ct_I_II_M,NonI_tot_CL_nfd_M,NonI_Tot_LoE_NS_M,NonI_Tot_Tot_M,IS_NS_15_19_PD_GD_GCL_M,IS_NS_15_19_BDL_M,IS_NS_15_19_ADip_DipL_M,IS_NS_15_19_Ct_III_IV_M,IS_NS_15_19_Ct_I_II_M,IS_NS_15_19_CL_nfd_M,IS_NS_15_19_LoE_NS_M,IS_NS_15_19_Tot_M,IS_NS_20_24_PD_GD_GCL_M,IS_NS_20_24_BDL_M,IS_NS_20_24_ADip_DipL_M,IS_NS_20_24_Ct_III_IV_M,IS_NS_20_24_Ct_I_II_M,IS_NS_20_24_CL_nfd_M,IS_NS_20_24_LoE_NS_M,IS_NS_20_24_Tot_M,IS_NS_25_34_PD_GD_GCL_M,IS_NS_25_34_BDL_M,IS_NS_25_34_ADip_DipL_M,IS_NS_25_34_Ct_III_IV_M,IS_NS_25_34_Ct_I_II_M,IS_NS_25_34_CL_nfd_M,IS_NS_25_34_LoE_NS_M,IS_NS_25_34_Tot_M,IS_NS_35_44_PD_GD_GCL_M,IS_NS_35_44_BDL_M,IS_NS_35_44_ADip_DipL_M,IS_NS_35_44_Ct_III_IV_M,IS_NS_35_44_Ct_I_II_M,IS_NS_35_44_CL_nfd_M,IS_NS_35_44_LoE_NS_M,IS_NS_35_44_Tot_M,IS_NS_45_54_PD_GD_GCL_M,IS_NS_45_54_BDL_M,IS_NS_45_54_ADip_DipL_M,IS_NS_45_54_Ct_III_IV_M,IS_NS_45_54_Ct_I_II_M,IS_NS_45_54_CL_nfd_M,IS_NS_45_54_LoE_NS_M,IS_NS_45_54_Tot_M,IS_NS_55_64_PD_GD_GCL_M,IS_NS_55_64_BDL_M,IS_NS_55_64_ADip_DipL_M,IS_NS_55_64_Ct_III_IV_M,IS_NS_55_64_Ct_I_II_M,IS_NS_55_64_CL_nfd_M,IS_NS_55_64_LoE_NS_M,IS_NS_55_64_Tot_M,IS_NS_65ov_PtgdDe_GdDp_GdCt_M,IS_NS_65ov_BDL_M,IS_NS_65ov_ADip_DipL_M,IS_NS_65ov_Ct_III_IV_M,IS_NS_65ov_Ct_I_II_M,IS_NS_65ov_CL_nfd_M,IS_NS_65ov_LoE_NS_M,IS_NS_65ov_Tot_M,IS_NS_Tot_PD_GD_GCL_M,IS_NS_Tot_BDL_M,IS_NS_Tot_ADip_DipL_M,IS_NS_Tot_Ct_III_IV_M,IS_NS_Tot_Ct_I_II_M,IS_NS_tot_CL_nfd_M,IS_NS_Tot_LoE_NS_M,IS_NS_Tot_Tot_M,Tot_15_19_PD_GD_GCL_M,Tot_15_19_BDL_M,Tot_15_19_ADip_DipL_M,Tot_15_19_Ct_III_IV_M,Tot_15_19_Ct_I_II_M,Tot_15_19_CL_nfd_M,Tot_15_19_LoE_NS_M,Tot_15_19_Tot_M
ILOC50500603,0,0,0,0,3,0,0,4,0,0,0,6,3,0,0,13,0,0,7,18,9,0,0,34,0,0,5,15,0,0,0,24,0,0,3,13,0,0,3,15,0,0,0,3,0,0,3,11,0,0,0,4,0,0,0,4,9,6,18,56,11,0,7,109,0,0,9,71,70,7,21,176,19,176,87,281,66,17,27,668,293,838,310,910,45,33,95,2525,502,865,417,901,24,43,104,2856,273,506,363,838,16,51,81,2118,144,245,182,584,12,38,74,1277,107,182,197,501,8,43,171,1210,1337,2810,1558,4083,239,231,570,10830,0,0,0,0,0,0,42,42,0,0,0,0,0,0,56,60,0,0,0,0,0,0,141,144,0,0,0,0,0,0,162,168,0,0,0,5,0,0,116,122,0,0,0,0,0,0,64,68,0,0,0,0,0,0,52,53,0,0,0,11,0,0,628,642,0,0,9,76,68,7,59,214
ILOC50500604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,12,0,0,0,10,6,0,0,14,4,23,6,40,8,0,3,87,47,127,38,138,6,3,11,373,43,76,38,115,5,11,13,294,22,49,26,70,4,7,13,192,23,26,18,73,0,8,9,151,10,18,20,84,0,4,18,157,149,309,146,525,28,34,74,1268,0,0,0,0,0,0,7,7,0,0,0,0,0,0,16,16,0,0,0,0,0,0,37,37,0,0,0,0,0,0,37,37,0,0,0,0,0,0,14,13,0,0,0,0,0,0,6,4,0,0,0,0,0,0,28,28,0,0,0,0,0,0,138,139,0,0,0,10,6,0,9,21
ILOC50500605,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,0,0,14,6,0,4,4,0,0,0,13,0,0,0,0,0,0,0,8,0,3,0,5,0,0,0,7,0,0,0,0,0,0,0,4,9,4,4,23,0,0,3,47,0,0,0,17,11,0,5,35,3,30,27,86,12,4,12,169,67,207,70,272,10,13,25,665,90,176,106,230,8,12,35,658,64,132,85,190,7,19,29,527,64,92,51,183,7,17,31,446,46,76,73,212,6,17,59,483,333,705,409,1192,67,84,183,2979,0,0,0,0,0,0,12,12,0,0,0,0,0,0,23,23,0,0,0,0,0,0,75,74,0,0,0,0,0,0,71,75,0,0,0,0,0,0,53,52,0,0,0,0,0,0,47,42,0,0,0,0,0,0,89,83,0,0,0,3,0,0,361,368,0,0,0,17,11,0,19,51
ILOC50500701,0,0,0,4,3,0,0,9,0,0,0,5,0,0,4,9,0,5,0,10,0,0,4,27,0,5,4,4,0,0,0,14,0,6,9,8,0,0,4,31,5,0,0,3,0,4,0,12,0,0,3,3,0,0,0,11,4,14,16,43,3,9,18,109,0,0,10,40,31,4,7,91,21,178,50,132,37,10,19,447,299,811,193,425,17,33,65,1840,459,773,263,455,18,24,69,2061,468,672,294,422,8,34,72,1973,450,593,282,473,18,49,79,1944,453,606,387,549,22,64,270,2349,2152,3637,1478,2493,157,219,571,10706,0,0,0,0,0,0,36,40,0,0,0,0,0,0,57,57,0,0,0,0,0,0,202,204,0,0,4,0,0,0,179,186,0,0,0,0,0,0,187,186,0,0,0,0,0,0,143,145,0,7,0,11,0,0,164,177,4,7,3,16,0,0,962,990,0,0,10,41,36,4,44,139
ILOC50500801,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,12,0,0,0,12,0,0,0,0,0,0,3,5,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,3,4,34,0,0,3,22,12,0,8,40,9,38,42,78,12,4,12,196,75,178,114,161,8,10,41,585,85,202,97,175,8,6,22,609,33,65,53,137,3,6,18,315,9,36,18,100,0,5,7,186,18,27,40,141,0,5,29,258,229,548,366,810,54,43,137,2191,0,0,0,0,0,0,14,14,0,0,0,0,0,0,18,18,0,0,0,0,0,0,54,58,0,0,0,0,0,0,43,43,0,0,0,0,0,0,34,34,0,0,0,0,0,0,15,15,0,0,0,0,0,0,20,23,0,0,0,0,0,0,197,200,0,0,3,22,12,0,21,55
ILOC50500802,0,0,0,0,0,0,12,10,0,0,0,5,0,0,6,10,0,3,0,8,0,0,0,9,0,3,0,3,0,0,0,11,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,23,0,0,19,53,0,0,9,64,51,5,29,168,25,168,88,190,43,7,21,538,208,546,255,436,12,23,69,1551,523,852,327,548,17,21,81,2372,346,507,315,526,19,24,65,1803,177,255,203,431,9,17,50,1141,99,171,154,407,5,25,68,930,1379,2501,1358,2602,154,135,385,8501,0,0,0,0,0,0,20,20,0,0,0,0,0,0,36,38,0,0,0,0,0,0,91,91,0,0,0,3,0,0,111,112,0,0,0,0,0,0,90,92,0,0,0,0,0,0,56,54,0,0,0,0,0,0,36,34,0,0,3,7,0,0,433,442,0,0,9,70,51,5,56,196
ILOC50500803,0,0,0,4,5,0,4,6,0,0,0,6,0,0,0,12,0,0,0,14,0,0,6,20,0,0,0,16,0,5,5,22,4,0,0,10,0,0,0,17,0,0,0,8,0,0,3,10,0,0,0,3,0,0,7,11,4,0,9,56,3,4,27,99,0,0,0,43,18,4,7,80,5,45,41,152,34,7,16,292,46,123,104,331,41,16,44,695,90,157,139,364,23,18,59,846,44,92,90,341,15,23,42,654,19,61,80,275,9,17,47,510,35,76,94,431,13,18,143,810,241,548,554,1938,145,105,356,3882,0,0,0,0,0,0,23,23,0,0,0,0,0,0,32,34,0,0,0,0,0,0,75,77,0,0,0,0,0,0,91,100,0,0,0,0,0,0,101,98,0,0,0,0,0,0,56,58,0,0,0,0,0,0,80,81,0,0,3,12,0,0,456,465,0,0,0,48,24,4,36,108
ILOC50500804,0,0,0,0,0,0,3,6,0,0,0,4,0,0,0,7,0,0,0,11,0,0,5,15,0,0,0,5,0,0,0,12,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,24,4,0,9,47,0,0,3,19,11,6,0,29,4,29,18,56,24,8,7,137,16,65,51,169,14,10,20,347,44,97,65,194,3,9,25,441,28,54,46,174,4,6,18,333,12,39,41,129,0,8,13,246,15,24,32,172,4,3,24,268,125,310,254,906,58,44,109,1805,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,26,29,0,0,0,0,0,0,30,31,0,0,0,0,0,0,27,27,0,0,0,0,0,0,17,18,0,0,0,3,0,0,11,12,0,0,4,3,0,0,130,133,0,0,3,14,11,6,11,44
ILOC50500805,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,6,0,0,5,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,13,0,0,5,24,0,0,0,13,8,0,7,17,0,13,14,41,14,4,3,90,28,52,54,91,8,4,15,257,41,55,64,92,6,7,20,284,8,39,29,94,0,0,12,192,20,20,19,85,7,8,8,159,10,10,13,95,0,5,15,145,104,193,191,504,31,34,79,1138,0,0,0,0,0,0,3,3,0,0,0,0,0,0,16,16,0,0,0,0,0,0,27,27,0,0,0,0,0,0,21,21,0,0,0,0,0,0,25,25,0,0,0,0,0,0,12,12,0,0,0,0,0,0,13,13,0,0,0,0,0,0,117,120,0,0,0,10,8,0,15,26
ILOC50500806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,13,0,0,0,4,4,0,5,10,4,25,11,34,8,7,12,89,38,80,52,70,6,0,35,286,48,70,53,69,0,4,26,273,23,46,36,60,8,0,17,185,7,31,18,57,0,0,8,123,10,30,17,77,0,10,23,166,121,278,183,376,24,27,130,1138,0,0,0,0,0,0,13,13,0,0,0,0,0,0,17,15,0,0,0,0,0,0,14,14,0,0,0,0,0,0,30,35,0,0,0,0,0,0,25,23,0,0,0,0,0,0,11,11,0,0,0,0,0,0,13,12,0,0,0,4,0,0,115,124,0,0,0,4,4,0,15,29
ILOC50500807,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,6,0,0,0,6,0,0,0,10,0,0,0,3,0,0,4,12,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,6,0,0,9,21,4,3,9,45,0,0,0,36,24,0,4,62,0,30,24,92,22,5,18,198,54,123,92,252,27,11,32,589,96,172,111,286,15,18,56,749,30,95,95,221,7,12,47,508,17,57,49,232,7,13,31,401,19,62,52,263,3,20,106,527,217,540,425,1381,101,78,283,3039,0,0,0,0,0,0,23,23,0,0,0,0,0,0,23,19,0,0,0,0,0,0,70,70,0,3,0,0,0,0,68,73,0,0,0,0,0,0,76,76,0,0,0,0,0,0,53,55,0,0,0,5,0,0,40,45,0,6,0,9,0,0,356,366,0,0,5,36,24,0,26,86
ILOC50500808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,17,0,0,4,14,0,0,0,12,0,0,0,18,0,0,3,7,0,0,4,10,0,0,0,4,0,0,3,12,0,0,0,0,0,0,0,7,4,0,7,34,8,0,6,67,0,0,6,56,33,3,9,100,0,48,55,156,24,5,21,308,81,275,145,346,30,11,58,946,164,313,166,395,10,22,57,1116,87,195,183,393,10,21,53,937,65,128,127,407,4,23,44,789,56,116,160,548,8,42,87,1026,459,1062,831,2303,116,137,320,5230,0,0,0,0,0,0,21,21,0,0,0,0,0,0,26,26,0,0,0,0,0,0,57,60,0,0,0,4,0,0,88,89,0,0,0,3,0,0,70,74,0,0,0,0,0,0,43,45,0,0,0,0,0,0,42,47,0,0,0,10,0,0,346,360,0,0,6,56,33,3,32,128
ILOC50500901,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,6,3,14,0,0,3,22,0,3,6,9,0,0,0,21,0,0,3,4,0,0,0,15,0,7,3,7,0,0,0,19,0,0,0,5,0,0,0,5,3,11,13,47,5,0,5,87,0,0,21,135,73,7,26,263,18,273,117,391,81,24,49,954,245,647,244,954,43,34,69,2232,344,659,402,1058,23,48,87,2616,410,810,547,1100,13,71,119,3073,349,552,545,1317,15,77,84,2938,208,394,450,1185,22,90,248,2589,1568,3328,2328,6139,266,350,674,14661,0,0,0,0,0,0,44,44,0,0,0,0,0,0,66,70,0,0,0,0,0,0,143,142,0,0,0,0,0,0,163,164,0,0,0,6,0,0,204,204,0,0,0,8,0,0,161,174,3,0,5,5,0,0,143,157,3,0,3,19,0,0,933,962,0,0,21,137,73,7,76,315
ILOC50500902,0,0,0,0,4,0,0,7,0,0,0,9,0,0,4,16,0,5,0,25,3,0,0,35,5,0,9,18,0,0,7,32,5,3,0,10,0,0,9,28,0,4,6,7,0,3,0,20,4,4,10,8,0,0,0,17,13,21,21,74,8,3,18,157,0,0,20,227,129,14,38,423,34,439,136,500,79,17,33,1234,344,1140,381,1595,46,37,124,3673,739,1691,785,1912,37,82,175,5422,849,1512,860,1768,34,102,177,5305,638,1144,823,1862,27,90,148,4733,621,1223,1261,2468,35,185,414,6202,3218,7144,4263,10335,396,530,1105,26998,0,0,0,4,0,0,50,50,0,0,0,0,0,0,67,71,0,0,0,3,0,0,192,195,0,4,0,6,0,0,270,278,0,6,0,8,0,0,253,263,0,3,0,9,0,0,202,213,0,3,7,7,0,0,224,237,0,16,10,32,0,0,1249,1310,0,0,20,235,135,14,88,485
ILOC50501001,0,0,0,5,3,0,5,16,0,0,0,6,0,0,0,4,0,0,0,12,0,0,0,15,0,0,0,4,0,0,0,7,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,36,7,0,8,57,0,0,4,19,23,0,5,44,7,17,22,110,20,7,8,183,26,96,63,332,19,9,16,569,53,121,88,296,8,6,29,613,16,75,74,263,7,13,16,470,24,33,63,246,4,10,17,398,23,51,65,301,7,25,54,521,155,396,378,1571,90,70,137,2798,0,0,0,0,0,0,13,13,0,0,0,3,0,0,24,26,0,0,0,0,0,0,53,54,0,0,0,0,0,0,67,65,0,0,0,0,0,0,45,46,0,0,0,0,0,0,40,48,0,0,0,0,0,0,25,29,0,0,0,8,0,0,268,281,0,0,4,24,24,0,20,71
ILOC50501002,0,0,0,3,0,0,6,9,0,0,0,3,0,0,0,4,0,0,5,16,0,0,0,22,0,0,0,10,0,0,0,11,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,6,30,3,0,6,49,0,0,0,22,21,3,11,50,0,6,17,102,19,9,9,159,19,73,42,323,16,11,20,504,24,92,73,299,10,11,19,532,21,65,66,238,5,14,24,427,15,38,41,239,4,14,9,361,20,44,71,256,0,17,41,448,100,321,314,1473,68,71,129,2490,0,0,0,0,0,0,11,16,0,0,0,0,0,0,19,19,0,0,0,0,0,0,64,64,0,0,0,0,0,0,33,33,0,0,0,0,0,0,37,37,0,0,0,0,0,3,35,37,0,0,0,0,0,0,26,26,0,0,0,0,0,3,215,220,0,0,0,23,21,3,26,72
ILOC50501003,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,5,0,0,0,10,0,4,3,18,0,3,0,9,0,0,0,19,0,8,0,8,0,0,0,17,3,0,0,4,0,0,0,12,0,0,0,4,0,0,0,3,8,8,5,37,8,4,8,71,0,0,8,69,35,5,18,146,9,111,50,160,48,5,17,396,84,218,100,474,26,10,29,947,203,407,265,591,7,19,48,1547,226,422,281,659,12,36,60,1694,165,290,228,624,9,34,73,1412,226,471,390,829,14,69,207,2208,919,1923,1323,3407,150,177,449,8347,0,0,0,0,0,0,15,15,0,0,0,0,0,0,30,32,0,0,0,0,0,0,69,69,0,0,0,0,0,0,100,105,0,0,0,0,0,0,93,101,0,0,0,7,0,0,79,83,0,0,4,0,0,0,87,90,3,4,4,8,0,0,479,499,0,0,8,76,40,5,33,168
ILOC50501101,0,0,0,3,0,0,0,9,0,0,0,6,0,0,9,19,0,0,4,19,6,0,4,38,0,0,6,8,0,0,3,21,0,0,3,3,0,0,3,14,0,0,0,0,0,0,0,8,0,0,0,5,0,0,6,11,0,4,12,51,17,3,25,110,0,0,3,35,29,0,8,84,4,22,12,133,43,3,16,237,21,73,69,358,40,14,31,603,42,135,95,376,13,23,47,729,28,84,106,356,16,19,53,661,17,50,74,300,10,18,40,511,20,32,49,345,8,23,90,556,134,400,416,1899,155,90,290,3378,0,0,0,0,0,0,36,36,0,0,0,0,0,0,32,34,0,0,0,0,0,0,107,105,0,0,0,0,0,0,106,104,0,0,0,3,0,0,91,90,0,0,0,7,0,0,60,66,0,0,0,0,0,0,43,46,0,0,0,12,0,0,477,487,0,0,3,43,29,0,47,124
ILOC50501102,0,0,0,3,0,0,0,4,0,0,0,12,0,0,0,10,4,6,0,24,0,0,3,34,0,0,0,16,0,0,0,20,0,0,3,6,0,0,0,11,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,4,0,14,5,66,4,0,7,98,0,0,3,41,42,5,16,100,7,81,47,210,49,7,25,413,101,369,227,767,45,23,54,1590,262,515,252,642,25,29,79,1811,65,228,181,456,6,28,53,1017,41,79,72,294,6,18,20,528,33,52,65,211,3,13,36,420,521,1324,843,2630,176,117,269,5881,0,0,0,0,0,0,36,30,0,0,0,0,0,0,26,26,0,0,0,0,0,0,134,137,0,0,0,0,0,0,111,111,0,0,0,4,0,0,61,63,0,0,0,0,0,0,45,46,0,0,0,3,0,0,26,25,0,0,0,9,0,0,426,442,0,0,3,47,41,5,43,138
ILOC50501201,0,0,0,3,5,0,4,10,0,0,0,5,0,0,0,7,0,6,4,14,0,0,3,27,9,0,7,3,0,0,0,20,3,3,9,6,0,0,5,18,5,4,4,0,0,0,0,17,0,0,3,8,0,0,0,8,12,17,23,36,0,0,7,104,0,0,9,89,46,3,14,156,32,354,81,219,48,18,30,767,374,1067,197,519,23,25,73,2276,676,1303,368,550,27,39,86,3050,722,1198,457,639,22,55,90,3181,558,891,402,689,17,61,103,2719,649,1058,622,929,25,99,281,3660,3006,5878,2134,3630,204,296,666,15816,0,0,0,0,0,0,27,27,0,0,0,3,0,0,37,40,0,0,0,0,0,0,125,128,0,4,0,0,0,0,141,148,0,4,0,3,0,0,150,150,0,0,0,0,0,0,136,146,0,0,0,6,0,0,172,186,3,6,3,18,0,0,780,818,0,0,9,94,49,3,38,189
ILOC50501202,0,0,0,0,0,0,4,10,0,0,0,6,4,0,0,9,0,3,0,0,0,0,0,10,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,9,0,3,0,9,0,0,0,5,0,0,0,5,3,8,3,25,6,4,7,51,0,0,10,72,64,3,22,167,41,296,83,172,51,18,43,701,339,899,205,475,25,15,69,2026,509,977,246,460,15,28,70,2301,493,726,327,495,7,39,79,2163,432,592,295,568,6,50,74,2020,460,857,614,855,23,97,244,3151,2282,4342,1777,3094,193,243,601,12529,0,0,0,0,0,0,36,36,0,0,0,0,0,0,32,35,0,0,0,0,0,0,85,86,0,0,0,0,0,0,108,108,0,0,0,5,0,0,101,109,0,0,0,0,0,0,90,95,0,0,4,8,0,0,161,176,0,3,4,16,0,0,617,642,0,0,10,76,64,3,63,213
ILOC50501301,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,9,0,0,0,16,0,0,8,29,0,0,0,14,5,0,4,24,0,3,5,16,0,0,0,24,0,0,0,9,0,0,0,13,0,0,5,0,0,0,0,6,0,16,16,58,7,0,14,111,0,0,0,56,40,3,20,123,8,56,36,189,37,10,9,339,58,196,87,620,30,15,45,1054,143,308,184,613,19,27,44,1334,172,342,244,697,11,26,47,1546,172,269,252,747,6,38,64,1548,199,335,348,845,13,68,173,1984,743,1502,1151,3774,152,192,413,7926,0,0,0,0,0,0,34,34,0,0,0,0,0,0,22,26,0,0,0,7,0,0,82,90,0,0,0,0,0,0,115,119,0,0,0,3,0,0,119,126,0,0,0,4,0,0,124,127,0,5,0,5,0,0,107,115,0,9,7,15,0,0,605,635,0,0,0,62,41,3,52,162
ILOC50501302,0,0,0,3,0,0,0,7,0,0,0,8,0,0,0,7,0,0,0,18,0,0,0,17,4,0,0,13,0,0,0,15,0,0,0,6,0,0,0,9,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,9,4,4,5,43,5,0,3,64,0,0,0,12,14,0,3,29,0,4,3,59,13,0,10,97,15,43,27,173,15,0,14,285,15,43,22,142,6,8,9,240,18,41,49,142,7,12,20,288,27,34,35,137,4,12,16,267,12,44,61,217,5,13,43,400,84,219,204,893,53,49,117,1610,0,0,0,0,0,0,11,11,0,0,0,0,0,0,12,15,0,0,0,0,0,0,29,29,0,0,0,0,0,0,39,39,0,0,0,0,0,0,31,31,0,0,0,0,0,0,34,34,0,0,0,6,0,0,20,30,0,0,0,4,0,0,176,185,0,0,0,21,17,0,10,46
ILOC50501401,0,0,0,0,0,0,0,5,0,5,3,10,5,0,0,20,5,8,7,11,3,0,5,38,0,12,3,8,0,0,3,31,3,0,8,8,0,0,3,23,4,0,4,5,0,0,3,13,0,4,0,6,0,0,10,13,15,34,21,48,9,0,19,146,0,0,8,50,45,4,17,118,79,605,194,273,58,16,64,1279,1332,2801,599,821,55,46,182,5835,1132,1867,524,602,28,39,142,4327,616,1001,326,449,4,45,81,2536,453,722,321,465,12,32,82,2092,371,590,322,402,8,56,189,1938,3977,7590,2285,3056,212,240,760,18129,0,0,0,0,0,0,48,48,0,0,0,0,0,0,214,213,0,0,3,0,0,0,730,733,0,0,3,4,0,0,434,439,0,0,0,4,0,0,298,299,0,0,0,0,0,0,225,234,3,0,0,0,0,0,208,216,3,5,7,9,0,3,2159,2186,0,0,8,49,48,7,61,170
ILOC50501402,0,0,0,3,6,0,0,7,0,7,4,3,0,0,0,19,3,9,4,4,5,0,0,26,0,3,4,8,0,0,0,20,6,10,0,5,0,0,3,20,4,3,0,0,0,0,0,8,0,6,0,3,0,0,0,12,18,43,8,27,8,0,7,114,0,3,17,100,48,5,29,207,107,938,112,194,30,9,45,1432,1168,2114,253,444,32,25,99,4136,1506,2036,364,361,26,33,118,4443,1715,2403,473,396,18,52,147,5192,1440,2007,451,428,17,51,127,4518,1723,2592,909,660,15,115,506,6528,7660,12095,2571,2583,186,288,1066,26454,0,0,0,0,0,0,77,73,0,8,0,0,0,0,83,93,0,3,0,0,0,0,279,291,0,4,0,0,0,0,228,230,0,4,0,0,0,0,205,203,3,7,0,0,0,0,191,211,4,17,8,4,0,0,374,406,7,43,13,10,0,0,1438,1505,0,8,17,100,52,5,108,285
