ILOC_CODE_2021,Age_14_IndSt_nsP,Age_14_TotM,Age_14_TotF,Age_14_TotP,Age_10_14_Indig_M,Age_10_14_Indig_F,Age_10_14_Indig_P,Age_10_14_NonInd_M,Age_10_14_NonInd_F,Age_10_14_NonInd_P,Age_10_14_Indig_st_nsM,Age_10_14_Indig_st_nsF,Age_10_14_Indig_st_nsP,Age_10_14_TotM,Age_10_14_TotF,Age_10_14_TotP,Age_15_Indig_M,Age_15_Indig_F,Age_15_Indig_P,Age_15_NonInd_M,Age_15_NonInd_F,Age_15_NonInd_P,Age_15_Indig_st_nsM,Age_15_Indig_st_nsF,Age_15_Indig_st_nsP,Age_15_TotM,Age_15_TotF,Age_15_TotP,Age_16_Indig_M,Age_16_Indig_F,Age_16_Indig_P,Age_16_NonInd_M,Age_16_NonInd_F,Age_16_NonInd_P,Age_16_IndigStat_nsM,Age_16_IndigStat_nsF,Age_16_IndigStat_nsP,Age_16_TotM,Age_16_TotF,Age_16_TotP,Age_17_Indig_M,Age_17_Indig_F,Age_17_Indig_P,Age_17_NonInd_M,Age_17_NonInd_F,Age_17_NonInd_P,Age_17_IndigStat_nsM,Age_17_IndigStat_nsF,Age_17_IndigStat_nsP,Age_17_TotM,Age_17_TotF,Age_17_TotP,Age_18_Indig_M,Age_18_Indig_F,Age_18_Indig_P,Age_18_NonInd_M,Age_18_NonInd_F,Age_18_NonInd_P,Age_18_IndigStat_nsM,Age_18_IndigStat_nsF,Age_18_IndigStat_nsP,Age_18_TotM,Age_18_TotF,Age_18_TotP,Age_19_Indig_M,Age_19_Indig_F,Age_19_Indig_P,Age_19_NonInd_M,Age_19_NonInd_F,Age_19_NonInd_P,Age_19_IndigStat_nsM,Age_19_IndigStat_nsF,Age_19_IndigStat_nsP,Age_19_TotM,Age_19_TotF,Age_19_TotP,Age_15_19_Indig_M,Age_15_19_Indig_F,Age_15_19_Indig_P,Age_15_19_NonInd_M,Age_15_19_NonInd_F,Age_15_19_NonInd_P,Age_15_19_IndSt_nsM,Age_15_19_IndSt_nsF,Age_15_19_IndSt_nsP,Age_15_19_TotM,Age_15_19_TotF,Age_15_19_TotP,Age_20_Indig_M,Age_20_Indig_F,Age_20_Indig_P,Age_20_NonInd_M,Age_20_NonInd_F,Age_20_NonInd_P,Age_20_Ind_status_nsM,Age_20_Ind_status_nsF,Age_20_Ind_status_nsP,Age_20_TotM,Age_20_TotF,Age_20_TotP,Age_21_Indig_M,Age_21_Indig_F,Age_21_Indig_P,Age_21_NonInd_M,Age_21_NonInd_F,Age_21_NonInd_P,Age_21_Ind_status_nsM,Age_21_Ind_status_nsF,Age_21_Ind_status_nsP,Age_21_TotM,Age_21_TotF,Age_21_TotP,Age_22_Indig_M,Age_22_Indig_F,Age_22_Indig_P,Age_22_NonInd_M,Age_22_NonInd_F,Age_22_NonInd_P,Age_22_Indig_st_nsM,Age_22_Indig_st_nsF,Age_22_Indig_st_nsP,Age_22_TotM,Age_22_TotF,Age_22_TotP,Age_23_Indig_M,Age_23_Indig_F,Age_23_Indig_P,Age_23_NonInd_M,Age_23_NonInd_F,Age_23_NonInd_P,Age_23_Indig_st_nsM,Age_23_Indig_st_nsF,Age_23_Indig_st_nsP,Age_23_TotM,Age_23_TotF,Age_23_TotP,Age_24_Indig_M,Age_24_Indig_F,Age_24_Indig_P,Age_24_NonInd_M,Age_24_NonInd_F,Age_24_NonInd_P,Age_24_Indig_st_nsM,Age_24_Indig_st_nsF,Age_24_Indig_st_nsP,Age_24_TotM,Age_24_TotF,Age_24_TotP,Age_20_24_Indig_M,Age_20_24_Indig_F,Age_20_24_Indig_P,Age_20_24_NonInd_M,Age_20_24_NonInd_F,Age_20_24_NonInd_P,Age_20_24_Indig_st_nsM,Age_20_24_Indig_st_nsF,Age_20_24_Indig_st_nsP,Age_20_24_TotM,Age_20_24_TotF,Age_20_24_TotP,Age_25_29_Indig_M,Age_25_29_Indig_F,Age_25_29_Indig_P,Age_25_29_NonInd_M,Age_25_29_NonInd_F,Age_25_29_NonInd_P,Age_25_29_Indig_st_nsM,Age_25_29_Indig_st_nsF,Age_25_29_Indig_st_nsP,Age_25_29_TotM,Age_25_29_TotF,Age_25_29_TotP,Age_30_34_Indig_M,Age_30_34_Indig_F,Age_30_34_Indig_P,Age_30_34_NonInd_M,Age_30_34_NonInd_F,Age_30_34_NonInd_P,Age_30_34_Indig_st_nsM,Age_30_34_Indig_st_nsF,Age_30_34_Indig_st_nsP,Age_30_34_TotM,Age_30_34_TotF,Age_30_34_TotP,Age_35_39_Indig_M,Age_35_39_Indig_F,Age_35_39_Indig_P,Age_35_39_NonInd_M,Age_35_39_NonInd_F,Age_35_39_NonInd_P,Age_35_39_Indig_st_nsM,Age_35_39_Indig_st_nsF,Age_35_39_Indig_st_nsP,Age_35_39_TotM,Age_35_39_TotF,Age_35_39_TotP,Age_40_44_Indig_M,Age_40_44_Indig_F,Age_40_44_Indig_P,Age_40_44_NonInd_M
ILOC50200602,0,4,3,7,21,22,39,6,5,9,0,0,0,22,27,49,3,13,16,0,0,0,0,0,0,6,12,17,4,0,9,0,0,0,0,0,0,4,3,9,6,0,11,0,0,0,0,0,0,7,0,12,0,7,6,0,0,0,0,0,0,0,8,12,3,0,3,0,0,0,0,4,4,3,0,8,21,19,40,0,3,6,6,3,10,28,28,51,7,3,9,3,0,3,3,0,5,8,6,17,3,11,7,3,0,7,0,0,0,12,9,21,0,10,10,4,0,9,4,3,9,9,11,20,8,8,11,14,0,12,5,0,10,18,10,27,5,0,7,5,4,7,0,0,5,12,5,18,16,30,46,32,5,37,13,9,26,64,40,105,20,13,29,53,26,74,34,11,43,99,51,149,12,14,25,38,19,60,17,7,30,68,43,118,9,13,23,23,3,26,16,8,20,46,25,70,11,9,16,34
ILOC50200701,0,0,0,0,5,5,11,0,0,0,0,0,0,5,5,11,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,5,0,8,9,3,11,0,0,0,0,0,0,9,3,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,0,0,4,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
ILOC50200702,6,3,0,10,0,0,4,18,23,44,6,6,12,28,32,58,0,0,0,4,0,3,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,4,4,0,5,4,4,11,0,0,0,5,0,3,0,0,0,10,4,11,0,0,0,7,9,14,0,0,3,3,12,12,0,3,7,15,16,31,6,7,10,22,28,48,0,0,0,3,8,12,0,0,0,3,10,10,0,0,0,5,4,13,4,0,4,5,4,16,0,0,0,6,9,19,0,0,0,6,8,17,0,5,5,4,6,10,0,4,4,4,14,17,0,0,0,3,14,16,0,0,0,3,13,19,0,8,8,25,41,64,4,6,6,28,49,82,5,0,10,45,52,98,7,3,11,55,56,111,4,0,4,45,66,117,3,9,11,50,78,125,5,0,6,54,52,104,6,9,15,63,58,127,5,0,4,38
ILOC50300101,19,73,77,158,30,27,56,281,271,555,41,46,88,353,342,700,12,7,18,49,55,110,8,3,16,76,72,143,9,6,14,54,52,106,7,9,20,78,63,142,13,3,21,70,57,129,3,7,11,79,69,157,8,5,10,56,26,74,7,0,11,74,30,98,7,11,12,42,42,85,3,3,9,52,48,102,48,29,75,270,234,504,39,26,68,351,291,640,0,6,8,38,30,77,8,6,11,49,43,94,0,4,7,47,33,77,7,10,7,51,43,94,7,7,9,51,47,96,5,9,16,61,57,117,0,4,4,41,49,96,3,0,9,45,59,99,3,4,6,43,50,92,6,0,6,49,59,108,16,24,36,219,215,430,25,23,46,258,257,513,10,19,33,243,263,505,30,25,56,283,308,599,12,13,24,262,286,550,30,25,58,304,330,637,12,14,23,255,279,537,32,38,72,298,332,633,8,12,16,252
ILOC50300102,11,48,33,78,6,8,16,138,171,313,17,25,41,169,206,368,0,4,4,26,20,44,5,3,4,32,25,59,0,3,3,16,10,31,0,0,5,22,16,38,0,0,4,19,22,39,0,0,0,22,21,44,0,0,0,23,21,48,3,0,8,30,22,52,0,0,0,24,16,43,0,0,0,29,18,49,3,12,13,115,95,205,8,8,20,129,111,237,0,5,5,19,10,29,3,3,7,22,15,38,3,0,0,10,14,23,4,0,5,14,16,30,0,0,0,19,29,46,7,3,8,26,29,55,5,0,4,26,13,38,9,0,9,32,16,51,4,0,4,22,21,43,3,9,11,36,25,57,9,3,8,104,85,185,21,7,37,135,102,236,3,0,3,137,129,264,17,7,22,154,136,293,3,7,11,141,144,284,16,20,37,160,167,332,9,9,15,156,153,300,19,15,34,175,172,348,3,3,9,150
ILOC50300201,4,4,0,9,9,3,5,12,15,27,8,4,11,29,22,51,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,4,6,0,3,3,4,0,3,0,0,0,4,3,8,0,5,5,0,6,6,3,0,3,3,6,8,0,0,0,0,0,0,0,0,0,0,8,5,0,6,8,7,7,16,4,5,12,14,26,36,0,0,0,7,0,6,0,0,0,9,0,8,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,6,11,9,19,3,8,4,17,10,29,4,0,0,11,6,20,0,6,11,18,13,30,3,9,5,11,16,25,5,3,4,11,20,36,0,4,5,16,8,21,9,6,13,24,22,42,0,3,9,8
ILOC50300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300203,0,0,0,0,0,0,0,5,7,8,0,0,0,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,3,4,0,0,0,3,0,4,0,0,0,5,0,3,0,0,4,3,5,12,4,0,6,10,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,6,0,6,0,0,0,6,0,4,4,0,4,4,0,9,0,0,0,7,3,11,6,0,6,16,3,20,0,0,0,5,0,5,5,0,5,10,0,10,0,0,0,27,3,29,16,0,16,42,3,40,4,0,4,32,8,41,31,10,37,66,15,82,0,0,0,20,5,24,21,0,21,44,5,52,4,0,4,18,5,28,16,5,19,34,16,50,0,0,0,22
ILOC50300204,4,17,24,37,0,4,9,67,61,133,15,21,43,90,91,178,0,4,4,11,11,23,0,8,8,11,25,35,0,0,0,15,9,23,4,3,13,14,15,33,4,3,3,6,14,19,5,3,7,16,21,33,4,0,3,12,9,13,4,5,7,19,12,26,0,4,4,10,5,18,3,0,0,11,11,29,9,14,15,52,41,101,13,22,36,73,79,154,0,3,3,13,9,18,3,4,7,16,15,29,0,3,3,6,8,19,0,0,3,14,15,24,0,0,0,10,12,22,4,4,7,18,14,29,0,8,8,9,16,22,4,4,7,13,24,35,0,3,4,9,20,26,0,13,8,12,28,46,0,15,12,47,64,107,22,26,41,66,95,166,9,0,9,59,55,113,19,23,41,94,75,167,4,5,6,66,58,123,25,11,39,95,74,174,3,10,8,63,68,132,25,23,44,86,95,177,4,0,5,56
ILOC50300205,0,0,0,0,8,0,4,0,0,0,0,0,0,8,0,4,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,4,6,4,11,0,13,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,3,3,8,0,0,0,0,0,0,3,3,8,3,5,3,0,0,0,0,0,0,3,5,3,0,5,5,0,0,0,0,0,0,0,5,5,0,0,3,0
ILOC50300206,4,0,0,5,0,0,3,8,9,15,0,6,3,14,8,26,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,6,4,8,0,0,7,13,9,23,0,4,4,0,3,5,0,0,0,0,3,6,0,3,4,0,0,3,0,0,0,3,3,7,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,4,0,0,0,0,0,3,11,4,10,13,7,9,15,0,0,3,12,19,29,4,6,14,7,9,14,4,4,11,17,14,34,0,0,4,16,10,26,3,9,5,23,18,35,0,6,8,8,3,12,0,0,0,10,7,16,0,0,0,6
ILOC50300301,28,192,188,374,144,123,263,801,777,1572,110,79,194,1062,971,2033,26,24,50,149,144,298,23,10,26,197,175,378,10,22,30,131,106,245,7,8,15,150,136,282,14,20,35,157,122,272,9,13,22,177,153,329,16,18,34,123,117,240,9,16,22,146,143,292,22,13,33,137,126,262,9,17,28,165,159,324,88,95,184,705,615,1323,52,60,112,849,772,1616,18,19,33,154,110,264,11,18,33,182,144,327,21,19,40,152,138,295,12,12,28,195,168,361,26,9,30,184,143,333,24,14,40,234,167,401,31,20,46,165,190,357,18,21,42,220,228,451,26,6,33,163,167,342,29,24,48,216,198,417,118,72,186,828,760,1587,103,87,186,1048,912,1961,105,79,182,1025,942,1964,135,115,246,1261,1128,2393,101,56,165,973,1028,1997,97,96,192,1170,1181,2347,57,72,130,1037,985,2019,96,101,198,1196,1156,2349,72,54,134,879
ILOC50300302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50300401,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,7,0,0,0,0,0,0,0,3,7,5,0,9,0,0,0,0,5,5,5,9,9,5,7,10,0,0,0,0,0,0,9,7,10,0,0,0,0
ILOC50300402,0,0,0,3,4,0,5,0,0,0,0,0,0,4,0,5,3,0,3,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,4,7,5,15,0,0,0,0,0,0,7,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,9,0,10,0,4,9,0,0,0,0,0,0,0,4,9,4,8,11,0,0,0,0,0,0,4,4,11,7,6,7,0,0,0,0,0,0,3,6,14,4,6,6,0
ILOC50300403,0,0,0,0,8,9,15,0,0,0,0,0,0,8,9,15,4,0,3,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,0,0,0,0,0,0,6,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,4,0,6,0,0,0,0,0,0,4,0,6,6,6,10,0,0,0,0,0,0,6,9,13,0,7,9,3,0,6,0,0,3,7,10,17,4,3,3,0,0,0,0,0,0,4,3,3,8,6,7,0
ILOC50300405,0,0,0,0,8,4,6,0,0,0,0,0,0,8,4,9,3,0,3,0,0,0,3,0,3,4,0,4,3,0,4,0,0,0,0,0,0,3,0,4,5,0,5,0,0,0,5,0,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,3,0,3,10,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,4,7,0,4,3,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,3,5,4,4,10,0
ILOC50300406,0,0,3,3,8,8,14,0,0,0,0,0,0,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,4,3,0,0,0,0,0,0,3,4,3,5,3,7,0,0,0,0,0,0,5,3,7,10,8,13,0,0,0,0,0,0,10,8,13,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,0,0,0,0,0,0,8,10,15,4,9,20,0,0,4,5,0,5,12,16,22,4,0,4,0,0,0,0,0,0,4,0,4,8,5,9,0,0,0,0,0,0,8,5,9,5,4,5,0
ILOC50300407,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,5,13,0,0,0,0,0,0,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,6,4,11,0,0,0,0,0,0,5,4,11,4,0,7,0,0,0,0,0,0,4,0,10,3,4,7,0,0,0,0,0,0,3,4,7,5,0,7,0
ILOC50300408,0,3,0,5,9,6,20,0,0,0,0,0,0,13,8,17,4,4,5,0,0,0,0,0,0,4,4,5,3,0,6,0,0,0,0,0,0,3,0,6,0,0,5,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,4,0,3,11,9,19,0,0,0,0,0,0,11,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,3,5,8,4,0,4,4,4,7,0,0,0,8,7,11,5,5,13,0,5,5,0,3,3,5,15,16,7,10,15,0,0,0,4,0,4,9,10,21,9,5,8,0
ILOC50300409,0,3,4,6,3,7,14,0,5,8,0,0,3,13,12,20,0,4,4,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,0,0,0,0,5,6,5,0,3,0,0,0,0,0,0,5,0,3,3,0,3,0,5,3,0,0,0,0,3,7,3,0,3,0,0,0,0,0,0,3,0,8,9,4,14,0,3,4,0,4,0,14,13,27,0,0,0,0,0,6,6,0,4,8,5,10,0,3,4,3,0,6,3,0,9,4,11,12,4,0,8,3,0,6,9,0,9,18,0,21,3,0,3,3,0,11,8,6,11,9,8,20,0,3,0,5,0,9,4,4,11,16,6,25,11,6,18,20,8,31,25,9,38,62,26,87,10,7,18,48,19,66,55,15,67,108,41,156,8,7,20,50,23,69,42,19,63,100,47,147,4,8,14,40,13,50,37,6,41,80,27,112,3,10,12,41
ILOC50300410,0,4,0,3,3,6,8,0,0,0,0,0,0,3,6,8,3,0,8,0,0,0,0,0,0,3,0,8,3,4,4,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,0,0,0,0,0,0,3,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,0,0,0,4,10,0,3,5,0,0,0,0,0,0,0,3,5,0,4,6,0,0,0,0,0,0,0,3,7,0,4,8,0
ILOC50300501,0,0,0,4,7,5,8,5,5,12,0,0,0,18,10,19,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,4,5,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,5,0,0,0,0,4,0,0,0,0,3,4,4,0,4,8,8,4,14,0,0,3,11,8,22,0,0,5,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,5,5,4,6,10,0,0,0,3,0,3,3,0,3,6,0,10,0,0,0,6,0,4,0,0,0,5,4,4,0,7,7,10,9,12,7,0,9,20,12,31,3,0,3,18,16,38,13,0,13,40,20,49,7,9,9,16,16,31,16,3,20,33,26,58,4,3,9,14,11,19,4,3,8,22,17,36,0,7,7,11
ILOC50300502,0,5,8,13,8,4,13,8,12,21,5,0,9,19,21,40,0,3,3,0,0,3,0,0,0,0,5,10,0,0,0,0,0,5,0,3,3,3,0,3,0,0,0,0,0,3,0,0,0,0,5,0,5,0,5,4,5,3,7,0,7,6,0,12,0,0,0,3,0,3,0,0,4,3,9,12,3,7,5,10,6,18,3,11,9,19,21,39,0,0,0,7,0,11,7,0,3,14,0,15,0,0,5,17,8,26,15,5,18,30,10,41,3,0,3,15,9,23,17,7,21,37,15,53,0,0,0,17,5,21,10,5,20,27,13,38,5,0,0,12,13,19,10,5,17,28,14,41,9,5,11,67,27,93,60,19,77,130,53,180,3,3,5,69,26,90,57,18,79,131,46,172,7,0,6,71,26,95,58,7,67,135,37,168,10,0,8,65,27,92,55,10,66,128,41,167,8,0,11,50
ILOC50300503,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,5,7,4,0,4,0,0,0,0,0,0,4,0,4,5,3,7,0,0,0,0,0,0,5,3,7,0,4,4,0
ILOC50300601,0,4,0,4,18,13,27,0,0,0,0,0,0,18,11,28,9,5,6,0,0,0,0,0,0,9,5,6,3,7,11,0,0,0,0,0,0,3,7,11,9,0,4,0,0,0,0,0,0,9,0,4,6,6,6,0,0,0,0,0,0,6,6,6,3,4,12,0,0,0,0,0,0,3,4,12,19,19,42,0,0,0,0,0,0,19,19,42,6,6,8,0,0,0,0,0,0,6,6,8,4,7,9,0,0,0,0,0,0,4,7,9,9,8,16,0,0,0,0,0,0,9,9,17,4,4,11,0,0,0,0,0,0,4,10,12,3,0,6,0,0,0,0,0,3,7,3,16,20,30,49,0,3,0,0,0,4,25,35,57,24,32,55,3,4,13,0,0,3,30,40,67,7,6,20,3,0,4,0,0,0,16,8,27,14,19,34,6,3,8,0,4,3,17,28,46,15,18,34,3
ILOC50300701,5,7,3,12,6,5,11,6,3,3,3,5,4,17,13,24,0,0,5,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,0,0,0,5,0,5,0,0,4,5,0,0,9,0,9,8,4,14,6,8,10,6,0,7,7,5,11,16,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,4,0,4,7,5,8,6,0,3,5,0,4,0,0,0,7,0,10,0,3,3,4,0,4,3,0,3,15,3,17,0,0,0,5,0,5,4,0,4,13,0,13,6,0,10,17,5,23,12,0,12,35,11,46,0,5,5,14,10,22,12,3,21,35,24,57,9,3,12,22,3,30,12,0,19,42,8,51,3,0,0,17,5,24,18,4,25,39,16,52,4,7,13,11
ILOC50400101,0,3,5,3,4,4,10,0,0,0,0,0,0,8,4,14,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,7,6,0,11,0,8,8,3,0,3,10,6,18,0,4,4,0,0,0,0,0,0,0,6,6,3,3,7,0,0,0,0,0,0,3,3,4,0,3,3,0,0,0,0,0,0,0,3,3,0,3,0,5,0,5,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,8,0,7,0,0,0,12,9,18,5,3,7,17,13,29,0,0,5,25,17,39,4,6,9,10,3,15,0,3,3,16,17,27,12,6,14,5,7,10,0,0,0,13,9,20,10,5,15,9
