ILOC_CODE_2021,Age_14_IndSt_nsP,Age_14_TotM,Age_14_TotF,Age_14_TotP,Age_10_14_Indig_M,Age_10_14_Indig_F,Age_10_14_Indig_P,Age_10_14_NonInd_M,Age_10_14_NonInd_F,Age_10_14_NonInd_P,Age_10_14_Indig_st_nsM,Age_10_14_Indig_st_nsF,Age_10_14_Indig_st_nsP,Age_10_14_TotM,Age_10_14_TotF,Age_10_14_TotP,Age_15_Indig_M,Age_15_Indig_F,Age_15_Indig_P,Age_15_NonInd_M,Age_15_NonInd_F,Age_15_NonInd_P,Age_15_Indig_st_nsM,Age_15_Indig_st_nsF,Age_15_Indig_st_nsP,Age_15_TotM,Age_15_TotF,Age_15_TotP,Age_16_Indig_M,Age_16_Indig_F,Age_16_Indig_P,Age_16_NonInd_M,Age_16_NonInd_F,Age_16_NonInd_P,Age_16_IndigStat_nsM,Age_16_IndigStat_nsF,Age_16_IndigStat_nsP,Age_16_TotM,Age_16_TotF,Age_16_TotP,Age_17_Indig_M,Age_17_Indig_F,Age_17_Indig_P,Age_17_NonInd_M,Age_17_NonInd_F,Age_17_NonInd_P,Age_17_IndigStat_nsM,Age_17_IndigStat_nsF,Age_17_IndigStat_nsP,Age_17_TotM,Age_17_TotF,Age_17_TotP,Age_18_Indig_M,Age_18_Indig_F,Age_18_Indig_P,Age_18_NonInd_M,Age_18_NonInd_F,Age_18_NonInd_P,Age_18_IndigStat_nsM,Age_18_IndigStat_nsF,Age_18_IndigStat_nsP,Age_18_TotM,Age_18_TotF,Age_18_TotP,Age_19_Indig_M,Age_19_Indig_F,Age_19_Indig_P,Age_19_NonInd_M,Age_19_NonInd_F,Age_19_NonInd_P,Age_19_IndigStat_nsM,Age_19_IndigStat_nsF,Age_19_IndigStat_nsP,Age_19_TotM,Age_19_TotF,Age_19_TotP,Age_15_19_Indig_M,Age_15_19_Indig_F,Age_15_19_Indig_P,Age_15_19_NonInd_M,Age_15_19_NonInd_F,Age_15_19_NonInd_P,Age_15_19_IndSt_nsM,Age_15_19_IndSt_nsF,Age_15_19_IndSt_nsP,Age_15_19_TotM,Age_15_19_TotF,Age_15_19_TotP,Age_20_Indig_M,Age_20_Indig_F,Age_20_Indig_P,Age_20_NonInd_M,Age_20_NonInd_F,Age_20_NonInd_P,Age_20_Ind_status_nsM,Age_20_Ind_status_nsF,Age_20_Ind_status_nsP,Age_20_TotM,Age_20_TotF,Age_20_TotP,Age_21_Indig_M,Age_21_Indig_F,Age_21_Indig_P,Age_21_NonInd_M,Age_21_NonInd_F,Age_21_NonInd_P,Age_21_Ind_status_nsM,Age_21_Ind_status_nsF,Age_21_Ind_status_nsP,Age_21_TotM,Age_21_TotF,Age_21_TotP,Age_22_Indig_M,Age_22_Indig_F,Age_22_Indig_P,Age_22_NonInd_M,Age_22_NonInd_F,Age_22_NonInd_P,Age_22_Indig_st_nsM,Age_22_Indig_st_nsF,Age_22_Indig_st_nsP,Age_22_TotM,Age_22_TotF,Age_22_TotP,Age_23_Indig_M,Age_23_Indig_F,Age_23_Indig_P,Age_23_NonInd_M,Age_23_NonInd_F,Age_23_NonInd_P,Age_23_Indig_st_nsM,Age_23_Indig_st_nsF,Age_23_Indig_st_nsP,Age_23_TotM,Age_23_TotF,Age_23_TotP,Age_24_Indig_M,Age_24_Indig_F,Age_24_Indig_P,Age_24_NonInd_M,Age_24_NonInd_F,Age_24_NonInd_P,Age_24_Indig_st_nsM,Age_24_Indig_st_nsF,Age_24_Indig_st_nsP,Age_24_TotM,Age_24_TotF,Age_24_TotP,Age_20_24_Indig_M,Age_20_24_Indig_F,Age_20_24_Indig_P,Age_20_24_NonInd_M,Age_20_24_NonInd_F,Age_20_24_NonInd_P,Age_20_24_Indig_st_nsM,Age_20_24_Indig_st_nsF,Age_20_24_Indig_st_nsP,Age_20_24_TotM,Age_20_24_TotF,Age_20_24_TotP,Age_25_29_Indig_M,Age_25_29_Indig_F,Age_25_29_Indig_P,Age_25_29_NonInd_M,Age_25_29_NonInd_F,Age_25_29_NonInd_P,Age_25_29_Indig_st_nsM,Age_25_29_Indig_st_nsF,Age_25_29_Indig_st_nsP,Age_25_29_TotM,Age_25_29_TotF,Age_25_29_TotP,Age_30_34_Indig_M,Age_30_34_Indig_F,Age_30_34_Indig_P,Age_30_34_NonInd_M,Age_30_34_NonInd_F,Age_30_34_NonInd_P,Age_30_34_Indig_st_nsM,Age_30_34_Indig_st_nsF,Age_30_34_Indig_st_nsP,Age_30_34_TotM,Age_30_34_TotF,Age_30_34_TotP,Age_35_39_Indig_M,Age_35_39_Indig_F,Age_35_39_Indig_P,Age_35_39_NonInd_M,Age_35_39_NonInd_F,Age_35_39_NonInd_P,Age_35_39_Indig_st_nsM,Age_35_39_Indig_st_nsF,Age_35_39_Indig_st_nsP,Age_35_39_TotM,Age_35_39_TotF,Age_35_39_TotP,Age_40_44_Indig_M,Age_40_44_Indig_F,Age_40_44_Indig_P,Age_40_44_NonInd_M
ILOC50500402,9,44,49,94,12,10,25,200,200,403,14,16,26,226,233,455,3,0,9,26,28,51,0,4,4,32,36,67,0,0,6,50,42,92,5,3,8,55,45,101,4,0,4,37,36,70,3,3,8,43,40,81,4,3,4,42,49,91,7,0,3,45,55,103,3,0,4,59,58,115,6,4,6,66,64,128,17,8,32,201,208,412,13,20,35,242,242,482,4,7,12,42,58,98,3,3,10,53,69,118,0,0,0,70,65,130,3,0,6,78,70,140,4,8,6,57,52,103,4,4,10,68,59,127,0,0,0,75,65,140,8,11,19,78,79,161,0,5,3,60,70,133,4,0,9,66,78,141,12,19,34,297,309,607,27,22,52,342,353,689,9,8,18,415,378,795,35,40,72,458,428,891,11,10,18,406,404,800,34,30,60,451,435,885,3,7,12,358,340,697,27,30,56,389,373,766,11,6,18,282
ILOC50500403,4,45,32,77,7,9,19,187,177,364,10,6,16,197,196,393,0,0,5,47,32,82,0,3,5,53,35,92,3,6,8,38,29,70,0,0,0,42,33,74,0,5,5,32,35,67,0,0,5,35,40,70,0,0,0,28,35,60,3,0,5,31,39,66,0,0,0,38,21,63,0,0,0,39,26,66,5,8,17,187,149,339,7,5,11,197,165,366,4,4,4,23,37,66,0,3,3,30,40,71,0,0,0,44,39,86,0,0,0,51,39,90,0,0,0,40,45,84,4,4,8,40,50,94,0,0,0,44,49,90,4,4,11,45,52,98,0,0,0,49,47,93,4,6,6,55,47,106,5,0,11,202,215,419,21,16,34,231,228,459,5,7,14,281,287,566,14,26,41,302,316,620,0,3,5,301,346,642,15,17,33,319,364,680,4,3,5,321,301,625,24,20,39,348,322,664,7,0,7,241
ILOC50500404,3,36,31,68,6,8,19,188,166,352,16,8,31,220,184,398,7,0,6,21,29,50,0,4,5,30,33,64,3,3,9,23,18,40,0,0,0,26,20,48,3,0,8,29,23,53,0,0,0,31,29,61,0,0,0,29,35,63,0,4,3,28,39,68,6,0,3,37,47,77,0,0,3,37,45,84,15,7,17,139,146,288,9,10,15,158,163,322,4,3,5,44,52,94,0,0,3,53,58,109,0,3,3,65,78,135,3,6,11,64,86,153,5,0,5,95,89,188,9,5,10,108,98,200,0,0,0,97,97,197,7,3,12,102,103,207,0,5,5,118,101,219,8,6,8,126,105,238,8,14,25,417,421,839,23,14,43,453,450,900,11,14,22,646,632,1281,38,30,68,691,679,1372,6,12,20,715,638,1349,44,32,71,767,675,1443,0,10,15,516,437,960,40,36,74,561,484,1047,8,10,13,366
ILOC50500501,5,395,377,768,26,22,44,1966,1833,3801,24,39,61,2018,1889,3905,9,0,12,397,349,741,6,8,14,404,356,767,3,6,9,359,349,701,7,3,10,364,360,726,3,4,11,343,314,650,5,6,10,357,322,677,3,13,17,326,312,632,8,5,12,336,327,665,3,4,8,260,282,541,6,6,10,266,296,556,24,27,51,1668,1606,3277,28,30,57,1720,1667,3388,5,4,8,311,249,557,9,10,18,320,261,581,6,5,10,310,262,572,9,5,8,317,265,590,5,3,9,290,272,562,11,3,19,310,281,589,3,0,0,264,261,533,8,4,13,276,266,547,5,0,6,239,199,439,10,6,13,256,204,456,20,14,34,1416,1242,2660,45,26,71,1483,1283,2762,14,17,32,1084,944,2033,44,24,60,1139,986,2125,7,9,16,1047,1200,2246,32,35,72,1093,1236,2332,4,10,13,1445,1757,3194,48,36,84,1496,1797,3293,4,5,12,1693
ILOC50500502,12,168,145,310,41,38,79,749,692,1439,31,39,68,818,771,1588,3,9,17,128,129,259,9,7,16,143,147,292,9,12,18,132,132,269,8,4,13,151,146,295,10,5,11,116,128,239,7,5,11,132,134,265,9,11,16,170,157,327,4,5,10,181,176,358,13,9,20,225,220,448,9,10,20,245,245,489,39,48,88,775,766,1542,40,32,79,858,848,1705,4,10,21,337,286,617,27,16,37,371,307,682,17,12,27,406,371,777,26,22,51,450,404,860,7,4,15,472,397,865,39,18,54,517,419,936,4,7,14,433,364,798,34,19,50,470,400,868,3,7,13,467,398,867,20,21,40,494,432,922,41,50,89,2112,1810,3930,144,97,243,2301,1961,4265,33,41,80,2511,2081,4586,164,127,292,2707,2240,4951,21,24,46,2168,1914,4081,144,113,257,2335,2049,4385,17,26,39,1622,1532,3153,86,78,170,1726,1636,3363,21,24,44,1179
ILOC50500503,4,90,79,163,5,9,10,361,352,717,4,6,17,374,364,739,3,0,5,85,86,169,0,0,3,88,86,175,0,0,0,78,95,168,0,0,3,77,92,170,0,0,0,85,69,157,0,5,5,85,76,161,0,0,0,66,87,153,0,0,0,66,85,158,0,3,3,69,61,132,3,4,8,70,67,143,5,9,13,383,396,779,3,5,13,397,413,806,0,0,0,68,81,153,0,0,0,68,79,151,0,3,4,74,57,131,0,0,0,80,64,136,0,0,3,76,81,159,0,0,0,77,82,159,0,0,0,91,59,145,3,0,0,96,56,146,0,0,0,60,57,118,0,0,0,60,57,113,4,3,8,372,331,704,7,5,11,378,332,720,0,9,9,263,262,518,11,6,12,267,271,534,0,0,0,225,263,489,12,8,17,237,274,515,0,6,0,249,299,547,19,4,22,271,304,569,5,0,9,299
ILOC50500601,10,189,184,373,27,32,57,940,853,1793,30,23,55,991,912,1901,6,9,10,153,143,300,5,3,10,166,156,321,11,3,14,154,147,300,9,4,10,167,156,321,7,5,10,141,156,304,0,9,12,149,172,323,0,5,6,136,146,280,3,5,6,138,152,294,7,5,16,168,147,313,11,4,14,182,159,344,30,34,55,756,738,1493,23,24,46,805,794,1600,12,3,16,158,162,323,3,0,9,175,163,340,9,6,16,158,165,326,5,4,10,169,182,349,11,4,15,148,173,314,6,12,18,159,190,348,0,8,9,171,147,316,13,0,9,184,155,338,5,3,11,173,166,340,7,5,12,185,173,364,32,27,61,809,809,1626,31,21,54,873,858,1733,27,24,46,944,954,1898,40,36,76,1009,1013,2017,17,22,34,998,1153,2148,57,44,102,1073,1216,2288,21,30,50,1156,1227,2384,76,40,122,1252,1300,2554,10,6,10,999
ILOC50500602,14,119,118,232,20,12,25,587,571,1151,20,27,48,624,603,1232,0,0,0,120,121,238,0,0,0,119,128,242,10,0,9,115,113,228,4,0,6,123,117,243,0,6,6,103,100,199,0,3,7,110,105,216,3,4,3,121,121,238,7,7,12,128,134,261,5,6,9,108,129,239,15,16,34,130,150,279,11,19,26,565,577,1138,37,33,68,613,624,1233,11,6,23,130,136,268,28,15,49,170,160,329,6,3,12,154,154,307,38,12,47,202,170,371,0,6,6,157,140,291,42,15,50,203,158,354,10,0,9,157,141,298,38,16,54,198,158,356,4,6,6,150,137,290,29,13,41,182,157,337,32,22,51,745,708,1452,180,69,244,958,799,1751,13,16,29,683,670,1352,114,49,158,809,735,1542,20,27,42,754,817,1569,87,46,127,855,889,1745,7,9,18,792,790,1577,69,28,94,867,820,1688,8,5,15,736
ILOC50500603,12,324,295,621,60,52,116,1552,1420,2977,41,31,68,1659,1500,3158,9,10,24,293,251,546,7,7,17,309,270,582,6,6,19,281,254,532,9,3,15,298,267,562,9,3,13,264,259,529,7,9,16,284,277,555,9,8,15,284,262,542,9,9,16,291,280,573,8,3,14,250,257,505,9,7,8,268,268,535,48,39,82,1370,1291,2657,42,28,72,1448,1356,2809,4,6,9,289,254,548,6,11,18,304,270,581,6,11,14,231,287,518,10,4,14,247,302,551,7,4,14,327,315,645,15,10,23,349,333,682,11,12,14,293,296,593,14,12,25,321,316,634,8,12,18,260,286,541,8,14,18,270,313,582,29,43,75,1406,1437,2846,60,46,104,1496,1527,3025,31,25,55,1521,1616,3138,61,40,108,1610,1681,3296,27,36,64,1776,1928,3705,80,58,140,1885,2016,3904,23,22,50,1894,1963,3850,102,61,159,2011,2049,4061,10,22,39,1686
ILOC50500604,0,28,30,61,11,14,26,121,121,242,10,9,15,139,135,276,0,0,6,14,16,37,0,0,0,20,17,39,0,7,9,16,17,29,0,0,0,22,20,39,4,0,4,14,16,35,0,0,0,18,20,34,0,3,0,15,26,45,0,0,3,24,27,47,0,0,0,28,25,54,5,0,3,33,25,58,9,9,18,98,97,196,7,0,12,112,111,224,4,0,8,25,23,47,0,0,0,26,31,56,4,0,3,31,36,69,6,0,8,41,41,79,0,0,0,41,42,82,5,6,10,48,48,97,0,0,0,36,48,80,3,3,4,43,49,90,3,0,4,51,31,81,0,0,0,53,31,83,9,5,19,184,175,365,13,9,19,211,192,400,9,7,14,226,254,484,6,13,23,239,282,516,5,15,20,277,260,534,30,10,44,305,289,599,6,5,4,195,219,409,16,11,24,208,225,440,0,10,10,195
ILOC50500605,11,81,62,144,27,20,45,271,271,548,23,8,32,316,297,622,0,0,0,53,45,103,5,0,0,61,49,106,5,4,11,54,60,115,6,4,7,59,65,130,8,3,7,51,46,95,0,3,3,56,54,109,8,0,8,55,48,101,0,0,5,64,46,111,3,3,9,54,49,105,3,0,3,61,51,109,19,12,29,272,246,515,16,8,20,302,267,570,3,4,5,63,59,122,0,4,3,71,63,132,0,4,3,71,73,147,6,4,10,84,83,162,5,0,7,58,66,128,0,3,7,70,73,140,0,0,5,71,81,149,11,6,13,82,89,171,0,4,5,76,82,155,6,6,11,80,90,177,13,17,28,345,362,704,22,32,54,383,399,781,10,4,17,379,423,799,23,24,48,409,457,865,12,19,27,500,565,1062,52,34,82,559,613,1171,9,13,21,483,481,963,44,24,62,531,515,1054,16,8,15,358
ILOC50500701,29,219,230,449,36,24,63,911,941,1854,44,42,81,996,999,1996,7,6,14,194,192,380,7,7,10,209,203,408,12,8,20,165,193,357,9,5,14,182,207,391,0,11,8,182,189,370,17,9,26,200,202,403,6,8,6,164,183,353,7,13,18,181,200,378,12,5,18,170,190,363,9,8,16,193,199,395,37,28,63,885,943,1827,42,36,84,960,1013,1977,3,9,13,188,205,391,9,4,18,195,214,414,7,8,8,169,195,363,13,10,20,185,210,394,0,3,3,183,218,397,9,16,25,192,237,430,6,4,11,201,219,421,6,14,19,210,236,446,4,9,10,190,211,402,16,18,36,212,237,449,14,32,47,926,1049,1973,53,62,118,996,1140,2135,21,32,48,1065,1175,2240,97,82,182,1187,1287,2471,21,24,46,1202,1343,2547,110,78,186,1329,1445,2776,15,24,35,1261,1350,2613,82,83,159,1362,1454,2811,15,12,29,1190
ILOC50500801,0,51,46,97,15,10,21,243,220,468,9,9,17,267,239,508,3,4,7,52,28,84,0,7,10,56,35,94,0,4,3,35,39,80,4,5,7,41,48,86,0,3,4,35,28,58,3,5,10,41,33,68,0,0,0,36,39,81,3,3,5,45,49,88,0,7,7,51,36,89,0,3,5,50,41,98,6,12,15,214,170,386,14,19,33,236,203,438,0,7,10,57,49,114,7,0,7,70,59,125,4,0,0,64,59,126,6,3,3,73,63,135,10,4,8,58,67,121,0,0,3,67,70,135,0,0,3,91,59,150,5,3,7,91,65,160,3,5,4,81,68,150,3,7,15,87,75,171,16,12,28,356,301,661,18,19,36,389,335,729,9,12,26,411,373,784,33,29,55,456,416,874,8,9,17,368,436,804,28,17,44,404,466,872,5,0,9,459,389,847,22,17,42,481,407,895,3,9,13,346
ILOC50500802,15,291,256,549,16,19,41,1346,1314,2659,26,22,47,1392,1354,2747,4,4,10,266,257,521,3,8,11,271,273,544,7,0,6,277,260,540,10,3,12,290,266,557,0,8,11,274,225,500,3,3,4,281,234,512,13,0,21,257,216,467,8,8,12,279,223,504,6,4,7,259,250,512,7,6,7,271,261,530,34,21,57,1341,1206,2541,26,32,53,1394,1257,2647,4,8,13,253,244,495,7,6,13,264,258,522,17,4,23,279,244,526,8,7,6,306,251,557,13,5,13,280,260,540,6,9,14,297,273,571,10,0,10,238,216,457,10,6,14,257,226,485,18,3,18,206,210,414,12,5,17,234,219,456,60,18,80,1256,1176,2434,43,28,71,1357,1218,2578,80,30,112,1070,996,2069,41,37,78,1196,1065,2261,77,30,110,1184,1313,2499,50,37,91,1316,1380,2696,58,32,82,1566,1660,3227,62,28,89,1680,1722,3405,42,14,55,1482
ILOC50500803,17,130,118,243,53,43,92,646,553,1194,37,45,78,729,638,1371,4,5,12,123,97,217,4,0,3,136,105,239,6,11,17,85,108,187,4,4,8,93,121,213,3,10,13,109,107,213,3,10,16,118,126,243,3,6,12,106,92,199,0,6,3,115,102,218,5,8,18,97,102,205,11,6,13,116,120,231,27,40,70,519,509,1024,26,24,47,572,573,1147,7,5,8,137,105,239,7,6,12,152,112,268,5,14,17,117,123,240,7,5,9,128,137,268,9,0,8,115,99,216,4,4,7,129,106,234,10,10,14,139,133,263,10,3,15,152,142,299,6,15,20,121,114,230,8,7,10,131,132,262,39,37,71,623,570,1198,31,29,65,692,636,1334,16,31,53,617,630,1249,35,43,79,673,707,1380,14,15,37,643,683,1326,44,31,81,708,730,1442,21,27,49,723,722,1439,62,48,109,799,789,1592,18,22,43,678
ILOC50500804,3,59,59,118,22,16,40,329,279,604,14,9,23,360,298,666,0,5,10,53,62,117,0,4,4,53,72,125,4,3,5,66,58,124,0,3,3,70,67,138,0,4,7,63,57,118,0,0,8,65,66,129,3,0,8,60,51,114,0,4,3,68,56,122,0,0,5,47,45,83,0,0,0,52,38,91,18,15,27,284,271,559,8,4,15,307,298,608,8,0,5,63,59,130,0,0,0,75,61,136,0,3,6,49,54,97,3,0,5,53,54,106,9,3,9,51,52,100,0,0,0,53,57,112,4,6,10,60,52,113,0,0,0,66,63,126,0,0,0,60,51,114,3,4,6,68,53,123,17,14,25,287,268,552,9,6,15,309,286,602,11,10,24,278,266,546,17,11,25,304,284,593,12,7,25,272,321,594,21,12,30,302,346,649,4,12,18,344,362,710,19,11,28,370,383,750,6,5,13,289
ILOC50500805,4,39,29,66,12,8,21,188,147,334,3,11,14,202,165,373,4,5,6,43,31,73,3,0,3,44,35,86,3,5,5,34,31,62,0,3,4,36,34,72,0,0,0,29,20,51,0,0,0,35,19,54,0,0,3,25,35,58,0,5,5,32,38,68,0,0,0,30,29,53,5,0,5,29,29,56,11,9,21,158,138,300,3,10,12,173,157,330,0,3,3,34,26,63,0,0,3,37,34,72,0,0,0,47,29,75,0,5,9,53,33,82,8,4,12,40,35,77,7,0,4,51,39,91,5,0,7,40,32,72,7,3,5,45,35,77,4,4,9,29,28,61,0,7,6,34,35,71,14,14,26,191,148,340,16,9,24,220,175,389,5,12,20,195,183,374,15,8,23,214,198,414,6,9,17,202,200,401,12,13,21,221,219,442,8,10,15,229,212,440,18,11,32,258,236,488,5,11,12,175
ILOC50500806,9,44,32,73,0,12,16,168,156,325,13,12,27,190,177,370,0,0,0,32,29,61,0,0,6,35,33,67,0,0,0,35,31,64,3,0,4,43,33,68,0,0,3,41,20,58,0,0,8,45,25,69,0,0,0,28,29,56,0,0,0,28,32,58,0,0,0,30,29,59,0,0,5,32,31,59,4,6,9,156,136,293,13,7,16,175,146,318,4,0,5,43,32,81,6,0,6,50,34,83,0,4,4,45,38,81,4,4,8,40,47,91,0,0,0,44,31,82,0,3,8,49,36,83,0,0,0,34,44,77,0,0,8,36,46,85,0,0,0,33,31,60,3,3,9,40,36,73,7,5,11,199,178,379,16,15,26,217,201,417,4,5,11,188,169,357,6,11,18,201,189,387,9,7,13,197,189,387,7,7,22,220,205,422,0,4,4,190,192,387,14,14,31,206,214,420,0,8,9,211
ILOC50500807,13,119,100,218,28,20,51,462,413,871,21,19,47,507,462,969,4,0,7,75,72,143,0,3,4,81,72,156,4,5,8,99,88,184,9,0,12,109,100,208,5,3,5,80,80,161,0,3,3,83,85,171,3,0,6,80,80,162,3,6,7,96,87,178,5,3,8,79,66,142,3,7,7,91,72,160,19,12,33,420,386,800,18,15,38,454,411,870,6,6,9,66,80,149,4,4,5,72,81,158,5,5,10,102,84,185,4,0,4,110,96,205,4,0,4,110,86,196,6,6,10,118,93,207,5,0,5,72,101,172,3,5,8,82,103,190,0,0,4,85,95,180,6,9,20,95,107,197,19,14,35,432,443,872,19,23,46,479,476,960,23,28,48,451,472,923,32,35,63,505,532,1039,12,19,30,517,535,1054,43,41,75,569,589,1162,14,15,27,591,563,1151,35,27,60,635,603,1238,10,12,21,535
ILOC50500808,10,154,144,296,36,37,72,712,713,1424,28,29,63,778,781,1561,9,5,15,131,129,263,3,9,12,149,144,291,8,8,9,128,128,254,4,6,10,134,139,271,4,3,8,143,137,282,0,11,17,152,153,304,3,8,9,138,132,267,5,6,10,145,138,287,3,4,14,137,132,266,4,0,5,147,131,287,24,26,49,682,650,1333,24,29,51,727,703,1434,8,5,17,139,118,257,6,8,10,154,126,282,3,3,7,138,153,287,4,8,13,142,159,306,10,10,15,152,126,280,8,0,10,171,141,308,7,5,5,116,114,232,4,7,12,125,131,255,5,3,6,144,134,276,9,7,22,157,152,306,25,25,50,689,647,1338,31,28,62,745,701,1454,23,20,42,655,650,1303,17,30,53,698,698,1401,16,24,40,714,779,1497,39,29,68,767,833,1605,14,18,36,843,803,1649,51,33,83,904,855,1765,14,18,35,735
ILOC50500901,25,416,387,802,33,30,66,1841,1725,3565,43,39,82,1915,1800,3715,10,7,16,398,335,728,19,5,27,429,345,771,11,3,16,389,347,743,9,7,20,410,362,775,4,3,8,360,370,730,5,8,10,374,376,754,4,4,10,367,344,716,10,12,23,384,358,750,6,0,9,366,340,711,8,9,14,384,346,731,39,17,54,1888,1737,3625,51,40,87,1975,1793,3772,6,5,3,391,377,773,16,6,19,410,386,798,3,3,7,382,387,772,12,12,21,400,405,805,8,3,12,423,331,757,22,11,37,452,352,803,5,4,5,386,327,707,4,14,21,402,337,741,0,0,5,382,299,680,15,7,23,398,304,701,19,15,30,1974,1712,3693,74,53,127,2063,1785,3846,20,9,30,1512,1362,2873,81,48,131,1610,1425,3037,21,16,33,1478,1595,3069,65,55,122,1561,1664,3225,16,16,33,1653,1656,3310,87,47,137,1756,1725,3484,11,16,26,1595
ILOC50500902,17,740,720,1452,59,55,113,3713,3533,7246,64,61,125,3838,3648,7482,7,9,14,725,660,1383,4,8,14,736,678,1416,13,9,14,666,624,1291,13,5,25,694,641,1336,9,13,18,661,639,1303,9,9,17,682,654,1336,4,7,12,623,600,1220,18,13,28,644,619,1258,6,10,13,601,522,1124,10,11,25,618,545,1164,34,43,84,3280,3045,6320,63,51,109,3373,3135,6511,7,3,11,608,523,1130,12,19,27,623,544,1166,7,4,15,535,483,1015,11,11,16,550,498,1048,0,11,11,559,507,1066,17,3,23,586,520,1101,7,0,8,471,413,879,13,11,24,490,428,912,6,3,17,473,419,893,21,7,27,498,439,934,29,30,56,2644,2342,4989,74,53,121,2739,2428,5165,31,21,53,2117,2084,4192,77,63,146,2224,2166,4397,26,37,64,2537,2840,5383,118,70,188,2683,2951,5635,24,26,53,3344,3591,6928,136,68,208,3505,3683,7189,31,29,58,3281
ILOC50501001,4,91,64,154,29,28,53,368,350,717,20,25,44,420,396,818,8,0,13,62,69,126,4,3,7,80,70,150,8,8,14,64,54,116,3,0,3,76,62,138,12,0,11,56,56,114,3,4,6,71,63,131,4,0,9,57,72,126,3,4,3,67,75,136,3,5,11,51,66,118,0,0,0,54,72,130,39,21,53,296,313,609,16,9,22,343,344,684,4,0,5,81,56,133,3,0,10,84,55,145,3,5,6,84,69,156,4,3,11,94,80,170,0,7,10,68,47,118,4,3,11,77,56,137,3,3,10,73,62,136,4,6,9,75,71,148,0,9,10,79,74,146,5,0,8,86,81,165,14,24,42,377,309,691,26,9,40,417,348,765,17,15,32,383,406,791,30,19,48,432,440,873,16,14,34,436,450,882,24,10,38,479,478,951,11,8,26,477,461,935,30,22,57,523,493,1017,13,11,22,416
ILOC50501002,6,93,94,181,24,21,42,349,377,719,24,10,30,387,408,798,4,4,10,73,73,140,3,0,6,80,75,158,5,3,6,68,72,146,5,4,3,77,81,156,6,0,9,82,58,142,0,0,3,87,58,152,3,3,8,63,65,128,5,0,3,72,67,145,7,7,11,56,69,126,5,3,4,66,76,140,24,15,39,350,333,679,15,13,23,387,355,746,0,6,7,72,63,137,5,0,3,79,68,146,4,0,4,72,59,129,6,3,9,81,60,144,6,10,7,62,74,129,4,0,5,64,78,139,4,0,0,75,64,141,5,0,4,79,70,145,6,3,9,58,65,117,3,4,12,72,70,137,17,21,34,340,320,662,19,9,28,371,344,718,15,19,39,381,374,757,28,24,55,428,426,849,14,15,30,386,416,801,29,21,52,428,450,878,11,17,29,401,414,809,12,19,29,431,444,873,6,13,27,374
ILOC50501003,17,270,230,501,39,41,80,1263,1181,2448,32,32,66,1342,1255,2591,6,3,10,256,239,499,8,0,8,272,249,517,6,8,19,235,204,436,3,9,12,242,217,460,4,20,26,201,168,372,3,6,9,208,195,403,6,3,9,192,190,383,3,8,14,198,208,404,3,4,3,191,173,360,4,10,14,194,188,380,25,43,68,1073,983,2046,24,39,58,1115,1057,2172,6,0,9,200,160,353,4,6,8,204,167,374,3,3,5,214,170,385,6,9,9,222,178,402,0,5,11,175,144,315,3,7,11,183,151,338,0,6,4,151,132,286,4,5,16,161,144,307,4,0,8,130,119,245,12,0,12,145,125,263,14,18,33,872,726,1591,32,19,51,914,763,1679,11,10,16,567,595,1166,24,25,46,600,628,1228,13,17,29,714,849,1566,44,25,69,775,892,1668,13,11,30,921,1072,1993,41,39,80,977,1128,2105,6,5,18,1042
ILOC50501101,13,129,120,249,66,41,115,535,498,1024,44,40,89,648,580,1229,12,9,17,99,102,203,13,4,17,120,119,240,13,15,22,93,94,187,8,8,8,109,116,223,10,9,16,101,99,200,6,3,14,121,105,228,11,10,26,103,96,200,9,13,17,123,117,239,7,9,14,98,94,196,5,4,13,117,113,226,53,52,97,498,488,988,39,33,70,588,569,1158,13,7,20,105,83,188,4,7,11,120,98,221,13,10,22,97,86,183,4,0,4,115,91,208,14,9,22,122,110,229,9,3,12,138,123,259,12,7,19,116,95,213,8,8,16,135,119,251,5,10,15,126,86,205,10,7,18,140,98,236,54,40,94,561,459,1017,34,22,61,650,522,1175,34,40,79,515,565,1077,48,47,89,598,657,1248,26,37,67,512,523,1041,65,48,104,605,609,1211,19,28,47,567,635,1199,52,39,86,639,702,1338,16,25,50,573
ILOC50501102,11,191,156,342,35,29,66,900,805,1708,27,37,58,964,871,1837,14,6,13,171,140,310,5,9,12,185,147,340,6,5,15,142,110,255,3,4,5,146,125,273,4,4,9,119,117,238,7,5,13,132,130,259,13,8,21,128,135,261,11,4,13,154,144,292,12,0,20,151,118,265,15,4,20,176,128,303,51,22,70,714,616,1330,36,25,59,797,664,1463,19,7,25,157,147,298,9,6,9,181,150,332,18,5,28,138,168,307,3,6,11,159,179,339,25,6,30,149,166,311,0,0,8,175,174,345,26,5,27,184,171,362,3,3,13,214,187,397,14,0,19,197,184,386,8,10,16,229,196,424,104,25,131,830,834,1668,25,28,55,960,888,1847,145,33,171,1065,1099,2165,61,52,112,1268,1173,2448,104,21,126,1335,1380,2716,73,24,96,1523,1424,2943,85,17,104,1401,1351,2750,69,52,118,1555,1417,2973,69,12,84,1066
