ILOC_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
ILOC50501501,0,0,0,0,0,0,150,156,0,0,0,0,0,0,130,136,0,0,3,4,0,0,119,119,0,0,0,0,0,0,90,93,0,4,0,0,0,0,106,107,0,5,7,9,0,0,710,729,0,0,12,123,78,13,88,315,14,118,85,309,92,25,84,725,108,354,330,732,99,39,228,1894,167,410,361,684,67,72,217,1982,139,380,442,670,61,98,226,2016,103,246,362,520,46,108,207,1601,51,199,227,235,32,91,471,1309,588,1708,1823,3269,479,454,1517,9842,0,0,3,13,11,0,7,33,0,0,3,33,17,4,5,64,0,5,15,62,12,4,10,114,0,11,16,40,5,7,7,85,4,6,11,34,6,0,10,75,0,11,8,14,0,0,9,47,0,3,3,12,0,0,16,38,4,39,60,216,49,10,75,454,0,0,16,216,156,23,62,471,17,158,141,628,178,42,60,1230,159,522,474,1702,167,60,137,3223
ILOC50501502,0,0,0,0,0,0,88,88,0,0,0,0,0,0,63,63,0,0,0,0,0,0,72,68,0,0,0,0,0,0,75,76,0,0,0,0,0,0,179,184,0,0,3,4,4,0,544,559,0,0,8,56,36,3,38,142,4,84,56,169,43,6,72,435,82,281,148,374,51,21,127,1086,141,304,210,340,24,39,124,1186,114,225,281,333,33,55,125,1162,113,221,257,294,52,75,200,1206,75,215,291,221,35,104,667,1605,535,1320,1249,1784,278,301,1355,6822,0,0,0,4,0,0,0,6,0,0,0,14,4,0,0,24,0,8,4,27,8,0,5,49,5,0,3,18,0,0,4,33,0,6,9,17,0,0,0,31,0,0,4,12,3,0,10,27,0,0,0,11,0,0,3,16,9,16,18,100,18,0,25,179,0,0,13,93,70,9,29,212,10,126,79,356,90,13,37,713,115,411,241,900,77,38,70,1851
ILOC50501503,0,0,0,8,0,0,199,202,0,0,5,0,0,0,154,161,0,0,0,4,0,0,126,135,0,0,0,0,0,0,67,70,0,0,0,0,0,0,80,86,3,3,5,11,0,5,757,776,0,0,13,212,122,12,99,471,22,194,184,455,91,35,106,1093,264,882,657,1394,151,84,323,3751,369,1030,807,1107,105,135,290,3842,270,684,669,819,62,133,238,2874,115,273,354,423,38,89,166,1461,67,189,191,181,25,76,313,1034,1105,3257,2871,4587,599,562,1544,14523,0,0,0,12,9,0,0,22,0,5,8,41,4,0,4,63,4,15,26,84,7,3,3,141,4,11,12,66,4,3,5,110,5,11,10,35,0,0,3,64,3,6,5,12,0,0,0,26,0,6,4,0,0,0,3,10,16,51,62,252,27,9,25,444,0,0,20,369,240,26,71,735,35,283,235,896,180,61,79,1754,358,1205,975,3167,221,135,205,6275
ILOC50501601,0,0,0,0,0,0,86,90,0,0,0,0,0,0,86,88,0,0,4,0,0,0,64,72,0,0,0,3,0,0,57,62,0,0,5,0,0,3,59,65,0,0,4,8,0,3,412,426,0,0,10,97,54,9,40,211,13,76,71,250,43,17,51,520,137,457,359,708,59,40,154,1918,186,420,363,505,46,56,154,1726,102,256,294,350,38,80,136,1251,71,163,243,210,31,58,117,887,35,121,140,106,13,47,183,651,542,1490,1478,2223,277,310,832,7162,0,0,0,9,7,0,0,15,0,0,0,12,9,0,0,25,5,8,9,46,0,0,8,73,4,13,7,37,0,5,0,68,0,4,7,21,0,0,0,33,0,4,5,6,0,0,0,13,0,0,0,4,0,0,0,8,9,22,31,131,22,13,10,240,0,0,18,163,91,20,35,323,15,113,96,504,82,26,45,885,177,624,489,1661,88,62,110,3212
ILOC50501701,0,0,0,0,0,0,139,141,0,3,0,0,0,0,94,98,0,3,0,0,0,0,82,84,0,4,0,0,0,0,91,95,0,0,3,0,0,0,214,218,3,12,4,3,0,0,697,723,0,0,13,53,30,5,41,140,73,498,113,201,44,10,94,1028,729,1441,225,263,22,23,202,2898,708,1198,293,201,20,24,165,2605,523,961,326,209,25,50,148,2241,435,701,395,192,27,80,194,2021,343,649,524,165,29,143,820,2673,2815,5440,1883,1271,201,338,1660,13612,0,0,0,7,6,6,21,31,0,0,3,12,0,0,4,30,0,21,12,17,6,0,9,61,0,6,3,6,0,0,5,29,5,10,10,8,0,0,11,40,7,6,4,4,0,0,3,28,0,3,6,0,0,0,15,19,13,47,33,63,15,3,60,237,0,0,19,126,63,4,28,238,125,879,222,347,79,18,71,1726,1322,2665,453,687,49,46,132,5349
ILOC50501702,0,0,6,0,0,0,199,202,0,0,0,0,0,0,132,136,0,0,0,0,0,0,92,101,0,6,0,0,0,0,79,82,0,0,0,5,0,0,129,130,0,5,3,4,0,0,733,743,0,0,11,84,44,7,45,190,49,360,167,210,59,8,103,958,748,1565,357,329,36,22,291,3347,653,1067,314,262,28,35,193,2541,347,563,282,233,22,66,162,1671,226,328,234,175,29,48,156,1196,151,304,241,127,17,73,691,1610,2170,4195,1607,1413,240,257,1641,11523,0,0,0,4,7,0,3,12,0,10,6,16,8,0,5,37,5,17,12,27,0,0,6,78,8,11,5,16,3,4,0,44,4,12,6,13,0,0,9,46,6,10,9,9,0,3,13,48,6,9,0,6,0,0,14,27,28,58,39,95,18,8,53,300,0,0,23,120,81,9,24,254,80,614,298,397,115,14,88,1604,1301,2821,674,911,76,49,203,6032
ILOC50501801,0,5,0,0,0,0,288,290,3,0,0,0,0,0,199,212,0,4,3,0,0,0,136,140,8,0,4,0,0,0,107,109,3,3,9,0,0,0,320,335,10,16,8,5,0,0,1162,1207,0,0,12,108,43,17,71,247,65,584,122,275,50,21,116,1231,1040,2608,576,588,55,65,444,5371,1345,2669,700,458,54,96,346,5675,1007,1863,799,448,46,158,275,4603,642,1082,693,365,47,158,259,3248,499,1185,924,362,73,279,1045,4376,4602,9992,3820,2610,370,793,2557,24746,0,0,0,4,3,0,5,17,0,3,0,8,0,0,0,20,5,21,3,35,0,0,0,68,9,15,4,17,0,0,7,50,11,9,11,21,0,6,4,49,0,6,3,5,0,0,3,24,5,4,3,3,0,0,6,21,28,55,27,87,10,11,23,242,0,0,22,217,88,26,35,385,119,1035,211,541,104,40,81,2135,1639,4284,1023,1834,101,99,286,9268
ILOC50501802,0,5,0,0,0,0,131,133,0,0,0,0,0,0,120,124,4,0,0,0,0,0,86,97,0,0,0,0,0,0,68,73,0,0,3,0,0,0,205,210,5,7,7,8,0,0,693,721,0,0,15,68,64,12,61,227,59,422,150,178,53,20,85,959,611,1390,352,314,48,40,227,2979,611,1234,396,329,41,53,217,2889,457,912,436,338,51,126,186,2504,342,646,412,309,37,126,195,2068,266,625,473,247,45,146,679,2487,2348,5231,2242,1778,343,524,1651,14113,0,0,0,0,0,0,0,8,0,3,0,12,10,0,3,28,5,12,3,23,4,0,0,43,4,13,8,19,0,0,0,46,5,13,4,9,0,3,4,38,9,8,4,7,0,0,5,34,0,4,6,7,0,0,6,20,24,45,27,80,14,6,21,224,0,0,29,142,97,17,38,320,101,711,257,381,91,33,87,1667,1055,2439,637,895,71,63,194,5353
ILOC50501803,0,0,0,0,0,0,90,90,0,0,0,0,0,0,95,97,0,0,0,0,0,0,63,61,0,0,0,0,0,0,35,39,0,0,0,0,0,0,54,63,0,0,0,5,0,0,413,430,0,0,6,34,15,5,40,99,17,75,64,93,33,4,61,349,210,466,242,279,25,28,161,1409,133,354,182,216,26,33,143,1078,68,160,126,136,16,39,104,655,36,76,118,106,12,18,72,441,22,121,117,88,11,35,165,556,482,1252,848,954,131,167,751,4584,0,0,0,0,4,0,6,9,0,3,5,3,5,0,0,16,0,0,3,28,0,0,5,40,0,3,3,11,0,0,3,24,0,0,3,5,0,0,4,14,0,0,8,10,0,0,0,20,0,0,4,7,0,0,0,11,3,10,25,61,10,4,22,139,0,6,10,57,30,8,13,117,30,127,135,215,59,15,33,617,389,792,456,639,54,48,129,2504
ILOC50501804,4,4,0,0,0,0,409,415,0,3,4,0,3,0,305,314,0,4,3,0,0,0,165,180,0,5,0,4,0,0,175,182,0,3,0,0,0,0,258,266,4,17,3,12,3,7,1491,1528,0,0,16,113,62,10,81,286,94,664,260,407,94,25,185,1741,1663,3392,971,883,98,85,681,7778,1449,2489,925,705,87,119,504,6277,672,1252,693,557,63,157,320,3716,393,710,569,469,57,152,358,2707,274,728,641,350,61,194,903,3144,4545,9225,4080,3489,513,744,3045,25642,0,0,0,3,5,0,7,13,0,10,5,17,6,3,0,46,5,27,12,47,8,0,8,115,10,9,9,31,4,4,9,74,4,6,13,26,0,4,3,56,5,3,9,15,6,0,13,47,3,4,0,3,0,0,5,15,25,71,53,141,20,14,48,371,0,3,25,197,115,17,46,404,150,1116,485,773,170,46,147,2892,2927,5885,1819,2202,166,141,518,13655
ILOC50501901,0,0,0,0,0,0,41,41,0,0,0,0,0,0,36,36,0,0,0,0,0,0,38,40,0,0,0,0,0,0,24,24,0,0,0,0,0,0,49,47,0,0,0,0,0,6,215,221,0,0,0,38,25,5,20,88,18,117,57,102,19,15,38,364,83,245,153,225,23,18,80,833,91,250,163,209,32,19,77,847,63,199,141,218,20,52,69,777,54,136,163,182,19,75,86,710,33,119,82,89,10,32,128,501,337,1061,769,1068,150,219,513,4121,0,0,0,5,3,0,0,11,0,3,0,8,4,0,0,19,0,0,4,16,0,0,4,23,0,4,0,13,0,0,0,19,3,0,5,3,0,0,0,19,4,3,0,8,0,4,0,15,0,0,0,0,0,0,0,3,6,7,10,52,12,4,7,105,0,0,3,80,41,9,27,155,23,184,78,239,54,23,44,643,139,436,247,609,42,38,87,1592
ILOC50501902,0,0,0,0,0,0,74,74,0,0,0,0,0,0,51,50,0,0,0,0,0,0,38,38,0,0,0,0,0,0,40,42,0,0,0,0,0,0,44,49,0,0,0,5,0,0,302,309,0,0,5,59,30,10,53,161,10,103,58,119,28,10,50,380,109,297,148,263,31,18,140,1008,117,281,190,244,30,34,96,994,69,173,160,228,31,55,87,792,43,132,113,169,12,38,98,617,16,88,90,85,9,34,166,484,369,1076,768,1160,165,209,694,4433,0,0,0,9,6,0,6,19,0,0,0,17,0,0,8,24,0,0,12,45,0,0,8,60,0,0,4,18,0,0,5,28,0,9,11,19,0,0,9,43,0,6,0,13,0,0,8,29,0,0,4,0,0,0,3,14,3,14,25,122,7,4,49,218,0,6,9,100,64,18,36,227,19,177,87,249,47,14,46,653,177,491,254,598,66,28,103,1723
ILOC50501903,0,0,0,0,0,0,12,12,0,0,0,0,0,0,8,6,0,0,0,0,0,0,7,7,0,0,0,0,0,0,12,12,0,0,0,0,0,0,5,5,0,0,0,0,0,0,47,49,0,0,0,6,7,0,8,17,0,6,3,10,6,4,8,37,0,31,17,32,3,0,12,91,6,13,12,27,5,0,12,76,4,11,15,19,6,0,12,63,4,9,7,15,4,7,16,60,7,13,10,9,0,4,23,63,27,78,65,118,21,13,81,407,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,5,0,0,3,8,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,9,0,0,0,0,0,0,0,3,0,0,5,10,4,0,13,34,0,0,0,9,0,0,4,20,0,6,7,27,5,3,3,60,12,42,27,80,6,3,10,167
ILOC50501904,0,0,0,5,0,0,140,141,0,0,0,0,0,0,112,122,0,0,0,5,0,0,104,109,0,0,0,4,0,0,75,73,0,0,0,0,0,0,80,80,3,3,6,7,0,3,596,621,0,3,11,108,61,16,67,254,22,196,129,351,72,20,92,878,483,1308,695,1082,101,85,288,4042,492,1110,615,704,71,106,261,3361,247,545,457,504,51,94,221,2129,152,263,339,304,36,93,187,1378,80,185,187,154,17,64,256,943,1479,3616,2423,3217,412,476,1363,12987,0,0,0,10,5,4,4,22,0,3,0,24,7,0,4,41,7,25,23,116,3,6,7,192,3,10,16,44,0,4,11,84,5,7,9,22,5,3,11,56,0,6,7,17,0,5,6,38,0,7,0,5,0,0,3,19,15,46,58,238,20,14,46,447,0,0,16,204,123,18,61,425,29,320,218,686,141,40,77,1516,688,1923,1144,2542,172,133,246,6856
ILOC50501905,0,0,0,5,0,0,90,93,0,0,0,0,0,0,86,86,0,0,0,0,0,0,66,70,0,0,0,0,0,0,34,34,0,0,0,0,0,0,43,47,0,0,0,9,0,0,390,399,0,0,3,74,38,12,54,186,13,93,65,223,40,18,40,504,105,346,216,418,51,29,149,1319,153,406,359,444,45,68,153,1625,106,278,297,324,46,72,127,1242,43,111,140,195,16,25,92,625,40,81,116,95,17,33,197,577,456,1310,1197,1778,256,268,819,6077,0,0,0,7,6,0,0,19,0,0,0,24,5,0,0,37,0,5,5,36,7,0,5,60,3,5,4,27,0,0,3,46,4,11,4,10,0,0,5,39,0,4,0,7,0,0,9,20,0,0,4,5,0,0,0,11,6,23,19,125,21,10,24,229,0,0,8,144,86,18,27,287,17,141,100,400,82,27,48,808,152,467,333,931,76,51,94,2103
ILOC50501906,0,0,0,0,0,0,16,16,0,0,0,0,0,0,18,18,0,0,0,0,0,0,23,23,0,0,0,0,0,0,23,23,0,0,0,0,0,0,26,26,0,0,0,0,0,0,110,112,0,0,3,15,8,6,5,35,0,33,16,39,10,0,14,114,56,209,70,95,12,9,26,481,109,204,66,95,17,11,40,536,72,148,90,92,6,16,36,460,57,90,81,67,10,33,41,373,32,89,83,45,9,16,102,380,327,774,413,450,64,91,259,2382,0,0,0,3,0,0,3,5,0,0,0,4,0,0,0,3,0,4,3,12,0,0,0,23,0,0,5,4,0,0,0,7,0,0,5,7,0,0,0,15,0,0,3,3,0,0,7,12,0,0,4,0,0,0,5,3,3,10,18,34,0,0,11,71,0,0,3,31,17,5,8,64,0,58,24,72,15,5,6,190,101,349,107,262,13,9,26,869
ILOC50501907,0,0,0,0,0,0,38,38,0,0,0,0,0,0,29,29,0,0,0,0,0,0,32,30,0,0,0,0,0,0,14,14,0,0,0,0,0,0,33,37,0,0,0,0,0,0,174,180,0,0,0,16,3,0,14,39,0,14,22,55,14,3,40,146,48,88,51,76,16,6,50,333,36,80,37,58,6,7,34,266,26,51,48,42,9,12,54,247,13,30,39,41,7,17,30,175,9,30,31,29,5,12,216,337,135,298,235,323,55,50,443,1533,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,16,0,0,4,10,5,0,4,23,0,5,0,9,0,0,0,17,0,0,6,4,0,0,0,8,0,0,0,0,0,0,4,9,0,0,4,0,0,0,5,3,0,11,14,24,7,0,17,76,0,0,0,30,11,0,6,44,5,21,18,84,28,9,17,180,79,147,86,210,21,9,25,576
ILOC50501908,0,0,0,0,0,0,35,35,0,0,0,0,0,0,29,29,0,0,0,0,0,0,20,20,0,0,0,0,0,0,9,15,0,0,0,0,0,0,32,32,0,0,0,0,5,0,153,161,0,0,4,7,15,0,18,44,9,19,19,67,19,5,24,156,32,116,63,117,15,4,55,394,36,74,72,86,7,16,46,331,15,48,44,64,3,21,26,223,4,35,33,57,6,15,34,182,8,23,39,27,3,10,89,191,103,313,268,428,66,68,282,1521,0,0,0,8,0,0,5,12,0,0,0,9,6,0,5,20,0,0,4,26,9,0,3,42,0,0,6,9,0,0,3,18,0,4,0,5,0,0,3,15,0,0,7,13,0,0,0,16,0,0,4,6,0,0,5,15,5,12,24,63,12,0,31,135,0,0,4,19,16,0,0,51,8,23,34,123,26,9,13,234,51,167,114,252,20,5,40,653
ILOC50501909,0,0,0,0,0,0,20,20,0,0,0,0,0,0,9,13,0,0,0,0,0,0,7,16,0,0,0,0,0,0,12,10,0,0,0,0,0,0,17,16,0,0,0,4,0,0,74,78,0,0,0,13,15,0,8,44,6,16,13,48,7,0,10,105,18,87,44,124,14,7,31,318,40,60,70,95,11,19,17,307,24,70,79,104,6,23,25,325,21,35,53,67,6,14,28,217,9,23,28,27,3,17,40,146,123,285,285,473,62,84,164,1471,0,0,0,0,0,0,0,3,0,0,0,7,5,0,0,11,0,4,3,11,0,0,3,21,0,0,8,12,5,0,0,19,0,4,3,7,5,0,0,13,0,0,0,6,0,0,0,3,0,0,4,0,0,0,0,5,0,8,14,46,8,0,3,84,0,0,0,32,30,8,7,74,8,29,19,93,19,3,14,187,31,123,67,292,25,13,25,576
ILOC50502001,0,0,0,0,0,0,234,239,0,0,0,0,0,0,231,234,0,5,0,6,0,0,193,199,0,5,0,0,0,0,140,148,0,0,0,6,0,0,214,224,0,12,4,21,0,0,1189,1219,5,0,41,285,173,42,157,706,63,554,347,714,171,80,193,2123,708,2287,1116,1599,177,132,504,6528,963,2388,1341,1471,163,225,564,7108,526,1374,1180,1277,156,282,518,5306,267,642,828,823,126,233,407,3319,135,503,597,449,74,240,1037,3043,2660,7753,5444,6622,1036,1228,3384,28128,0,0,0,8,8,3,9,33,0,4,5,38,13,8,5,74,4,27,20,82,17,11,13,168,7,11,15,46,0,4,5,95,6,11,17,31,4,4,7,77,0,12,12,26,0,0,13,67,0,10,3,8,0,4,18,42,25,67,67,249,46,28,73,556,5,5,61,534,339,68,161,1166,101,924,548,1516,333,116,211,3754,1052,3494,1731,4082,288,204,494,11339
ILOC50502101,0,0,0,0,0,0,268,270,0,4,9,7,0,0,230,247,0,3,0,0,0,0,209,223,0,3,0,0,0,0,148,157,0,0,0,0,0,3,179,183,4,15,8,17,5,5,1229,1278,0,3,14,193,151,26,145,527,42,330,247,586,143,46,180,1585,404,1341,925,1440,142,99,440,4785,520,1362,1016,1154,129,162,446,4784,414,1019,1065,1086,107,223,426,4328,212,519,697,665,71,146,333,2637,142,342,423,332,60,154,770,2223,1729,4911,4379,5457,804,856,2734,20871,0,0,0,18,15,0,4,34,0,3,3,27,4,0,4,37,5,12,26,86,24,0,12,158,3,8,12,62,5,5,7,109,3,11,19,28,3,0,10,77,0,3,9,19,0,0,6,42,7,0,4,5,0,0,5,24,20,35,64,249,53,12,39,476,0,5,31,370,277,40,90,811,51,512,382,1138,273,77,148,2582,577,1973,1348,3461,248,178,325,8115
ILOC50600102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,3,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
ILOC50600103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
