ILOC_CODE_2021,Neg_Nil_inc_Hh_with_Ind_psns,Neg_Nil_inc_Other_households,Neg_Nil_income_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_2499_Hh_with_Indig_psn,2000_2499_Other_households,2000_2499_Tot_hhlds,2500_2999_Hh_with_Indig_psn,2500_2999_Other_households,2500_2999_Tot_hhlds,3000_3499_Hh_with_Indig_psn,3000_3499_Other_households,3000_3499_Tot_hhlds,3500_more_Hh_with_Indig_psn,3500_more_stated_Other_hhds,3500_more_stated_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
ILOC50500902,7,500,503,0,242,242,9,337,346,10,569,572,18,1617,1630,11,1243,1252,11,1789,1803,15,1800,1810,29,2196,2225,34,2152,2189,21,1700,1719,16,1685,1701,58,3798,3862,44,2900,2945,50,2905,2957,87,8545,8633,34,2799,2835,3,426,433,445,37214,37658
ILOC50501001,0,69,67,0,43,43,3,46,56,11,112,120,9,261,273,14,203,215,15,266,277,10,282,288,18,343,360,16,361,381,9,312,323,18,266,284,24,583,606,15,359,375,10,307,318,17,497,514,16,395,413,0,75,77,204,4774,4977
ILOC50501002,5,80,85,0,24,21,3,44,43,5,77,78,5,204,207,6,188,194,5,254,267,4,253,258,11,326,338,10,294,302,12,243,250,15,241,257,17,562,580,15,364,383,13,319,333,23,493,519,18,359,374,4,66,70,176,4392,4571
ILOC50501003,3,161,167,0,85,85,0,120,122,5,185,193,3,512,510,3,392,394,9,581,597,11,557,565,4,728,739,16,739,754,8,522,532,6,551,556,25,1188,1212,25,915,936,14,823,839,47,2370,2412,20,894,915,0,163,160,201,11498,11700
ILOC50501101,9,112,118,6,40,48,5,125,130,16,236,250,20,550,572,24,408,435,29,468,500,27,549,581,45,556,597,35,546,576,23,473,497,18,386,408,31,671,706,25,384,405,19,291,306,32,345,376,31,511,541,6,129,140,406,6771,7182
ILOC50501102,3,70,78,6,22,25,10,33,48,5,81,86,0,171,172,10,169,177,15,276,291,7,324,339,10,472,486,22,554,579,23,548,568,14,569,582,27,1215,1242,21,862,879,24,698,721,39,1202,1241,23,877,905,0,71,78,250,8234,8487
ILOC50501201,5,391,397,3,182,187,6,263,270,3,422,430,17,1121,1142,9,850,861,9,1013,1027,3,1022,1023,15,1272,1289,11,1266,1276,13,1020,1034,7,1013,1022,20,2120,2143,18,1330,1355,19,1489,1504,74,6213,6284,23,1353,1377,3,260,264,279,22600,22877
ILOC50501202,4,274,280,3,144,150,7,210,213,6,308,318,11,827,837,9,605,607,10,805,822,8,850,864,15,934,951,14,960,973,12,738,748,8,742,751,12,1657,1667,21,1135,1156,5,1242,1256,30,3664,3697,6,1072,1078,0,197,204,194,16377,16578
ILOC50501301,6,155,155,0,51,55,3,131,129,0,180,179,7,516,524,3,357,359,16,557,575,7,530,533,17,645,660,7,652,660,11,471,479,9,553,566,26,1109,1132,29,829,858,12,845,858,59,2076,2140,46,1097,1146,0,160,160,252,10909,11164
ILOC50501302,4,48,51,3,20,19,6,57,63,5,74,77,9,237,251,8,157,160,11,197,201,16,210,225,12,211,226,16,238,258,11,140,156,5,156,160,24,321,343,13,180,190,8,152,156,18,300,317,13,211,235,6,68,76,175,2980,3158
ILOC50501401,11,549,562,6,134,141,7,298,309,13,535,552,12,871,884,9,757,765,8,820,833,14,1015,1035,16,1439,1456,19,1502,1520,20,1410,1428,14,1409,1422,40,3117,3153,22,1467,1485,26,1733,1759,62,5759,5819,19,1375,1389,3,229,232,322,24426,24747
ILOC50501402,4,597,599,5,264,270,4,380,380,6,667,672,8,1295,1305,10,1194,1205,9,1151,1155,9,1354,1361,19,1632,1653,17,1663,1682,13,1358,1372,5,1421,1430,32,2902,2932,13,1566,1579,12,1865,1877,75,12618,12693,16,2160,2174,5,360,366,269,34431,34701
ILOC50501501,6,252,258,3,91,91,9,174,180,12,338,357,22,881,902,45,695,734,43,1040,1084,38,998,1039,42,1094,1133,43,1128,1166,42,938,986,35,834,874,98,1750,1841,40,1132,1172,35,937,970,74,1530,1608,79,1482,1560,23,252,273,680,15543,16226
ILOC50501502,0,208,207,0,81,78,10,188,197,8,429,439,19,1057,1071,24,802,826,22,860,882,18,882,907,25,903,927,16,765,786,24,647,669,8,561,570,28,1010,1037,20,596,620,12,554,563,25,1064,1087,24,824,851,10,260,267,295,11689,11981
ILOC50501503,6,212,216,0,68,68,9,124,130,10,196,204,13,510,523,15,567,584,34,810,837,30,818,848,35,1007,1043,49,1119,1168,32,1100,1136,23,1154,1171,81,2570,2649,56,1712,1768,60,1626,1687,116,3364,3479,86,2403,2489,8,213,218,653,19567,20223
ILOC50501601,3,114,116,0,45,45,0,81,81,6,109,112,0,271,270,9,241,250,16,420,436,14,412,420,27,542,567,28,630,658,22,575,594,22,638,667,51,1350,1400,39,944,980,36,763,797,51,1516,1570,52,1079,1134,4,127,135,384,9852,10232
ILOC50501701,9,370,377,4,131,134,7,239,248,12,365,376,13,796,809,18,739,756,15,709,720,8,807,817,12,1008,1018,11,1066,1079,11,922,940,9,850,860,24,1787,1815,11,972,979,11,1075,1084,55,4244,4294,23,998,1018,8,193,203,258,17271,17530
ILOC50501702,9,294,296,0,93,100,15,202,216,16,402,418,14,795,815,19,731,751,13,685,696,30,767,796,20,915,939,26,990,1014,26,849,873,22,753,771,35,1774,1818,23,980,1004,17,1012,1032,49,2829,2873,20,908,927,11,190,198,356,15174,15527
ILOC50501801,11,445,459,0,212,213,10,412,419,7,571,579,20,1432,1454,14,1061,1066,16,1264,1276,16,1354,1371,20,1629,1642,18,1682,1699,8,1355,1363,10,1424,1436,32,3176,3207,20,1943,1964,29,2302,2334,78,8359,8442,24,2179,2199,7,343,349,331,31144,31474
ILOC50501802,3,399,406,3,133,137,6,318,326,19,488,509,20,1271,1291,18,940,958,19,1087,1105,20,1109,1130,19,1289,1306,29,1307,1334,21,1055,1077,9,973,980,31,1958,1986,21,1164,1180,18,1178,1195,56,4008,4061,21,1094,1118,11,287,299,331,20069,20400
ILOC50501803,3,120,125,5,42,43,3,119,123,4,193,197,15,466,477,11,329,337,9,450,460,15,528,543,17,624,646,20,645,666,18,458,469,9,432,437,10,805,816,14,418,431,4,341,347,22,561,574,22,457,474,6,113,115,205,7083,7292
ILOC50501804,17,620,637,7,216,224,19,514,530,25,950,974,34,2229,2264,21,1598,1617,36,1877,1913,47,2041,2096,46,2619,2662,38,2731,2770,25,2340,2369,24,2047,2067,53,4236,4285,27,2214,2240,27,2085,2113,65,5550,5615,30,1845,1877,26,486,509,558,36197,36752
ILOC50501901,9,108,112,0,34,34,0,68,72,7,111,118,5,310,311,4,206,211,13,384,400,9,399,412,13,494,505,11,483,495,9,410,419,11,393,403,14,784,803,13,550,564,5,401,407,20,797,814,17,500,518,4,87,89,164,6532,6695
ILOC50501902,15,113,126,4,44,53,12,90,96,11,170,181,16,409,426,18,254,272,24,454,479,18,465,485,33,564,592,20,611,633,25,467,497,23,421,442,29,844,875,15,585,607,21,359,378,23,612,637,30,506,536,13,121,132,336,7096,7434
ILOC50501903,5,16,13,0,4,5,0,9,12,0,25,27,3,77,83,0,31,28,3,49,58,4,54,58,4,70,72,6,71,75,3,42,51,0,35,35,3,79,80,0,46,53,0,23,27,5,42,45,3,49,55,0,20,20,45,745,798
ILOC50501904,0,215,220,0,77,77,0,97,105,7,155,164,9,372,381,13,349,366,20,581,599,25,630,657,45,999,1041,33,1234,1274,34,1078,1111,35,1053,1092,89,2482,2576,58,1722,1779,39,1355,1396,107,2724,2832,67,1734,1799,8,183,188,603,17056,17659
ILOC50501905,11,83,95,0,35,38,7,64,72,12,118,130,11,302,313,14,264,280,7,445,457,17,406,425,18,553,572,21,558,576,25,475,500,24,547,570,61,1127,1187,24,777,802,18,656,679,58,1151,1209,32,818,852,12,111,116,365,8507,8872
ILOC50501906,3,52,58,0,25,25,4,31,39,7,51,59,7,138,144,4,131,132,5,123,122,5,138,143,4,182,183,3,189,193,3,145,152,5,155,158,7,373,380,7,223,227,14,241,259,30,624,661,0,250,253,0,32,32,101,3118,3221
ILOC50501907,4,48,52,3,16,19,0,41,43,8,91,94,12,178,190,5,161,172,14,154,167,9,193,205,12,196,211,6,205,213,11,157,165,6,130,140,10,252,266,7,115,125,3,88,90,3,132,139,8,116,123,6,58,65,130,2339,2465
ILOC50501908,3,65,68,0,14,15,7,45,55,9,100,110,15,202,213,9,133,137,15,151,169,12,173,189,26,233,256,10,203,220,13,141,159,7,151,158,15,287,304,10,151,160,9,105,114,8,142,155,23,184,207,10,61,68,202,2554,2752
ILOC50501909,6,36,33,0,5,5,0,24,24,6,36,45,10,101,104,10,78,87,5,124,129,8,134,142,7,182,186,15,166,177,10,147,158,15,136,147,8,297,305,14,199,211,9,154,159,20,324,338,20,186,207,0,23,25,159,2343,2496
ILOC50502001,14,574,595,8,176,185,17,364,389,19,658,681,50,1721,1762,40,1352,1392,50,1996,2044,52,2101,2153,44,2491,2536,71,2763,2830,54,2381,2433,54,2335,2386,103,4957,5067,67,3734,3800,64,2988,3050,124,5929,6051,84,3313,3396,14,596,613,930,40427,41359
ILOC50502101,14,401,419,4,124,129,16,264,278,15,507,520,32,1183,1213,39,1028,1071,46,1468,1518,58,1601,1658,47,1861,1911,50,2039,2091,45,1675,1725,35,1660,1701,95,3597,3694,65,2348,2409,40,2038,2077,95,3926,4023,98,2975,3074,9,396,403,807,29092,29898
ILOC50600102,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,5,0,5,13,0,13,5,0,5,4,0,4,3,0,0,0,0,5,6,0,0,0,6,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,8,58
ILOC50600103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,3,8,4,0,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,24,5,33
ILOC50600104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,15,0,18
ILOC50600105,0,0,5,0,0,0,0,3,7,3,0,3,0,0,3,0,0,0,4,3,5,0,3,3,5,9,13,0,3,5,3,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,6,24,39,64
ILOC50600106,0,8,8,0,0,0,0,3,3,0,5,5,0,7,6,0,4,4,0,9,10,6,16,17,9,19,28,9,51,58,16,52,66,13,71,83,19,148,167,19,100,121,27,122,146,47,386,438,23,97,125,4,12,10,198,1107,1305
ILOC50600107,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,0,0,0,0,0,0,3,3,7,0,5,0,0,0,0,0,0,6,0,0,0,0,3,3,18,25,35
ILOC50600108,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,28
ILOC50600109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,4,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,26,6,33
ILOC50600110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,17
ILOC50600111,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,5,0,6,0,0,7,7,3,4,8,4,4,6,0,5,5,0,0,0,0,4,4,0,0,0,0,0,0,0,8,8,0,0,3,0,10,10,11,52,58
ILOC50600112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600201,5,20,27,0,4,4,5,10,18,6,15,24,12,42,53,7,41,40,3,46,55,8,50,54,6,72,75,0,65,65,4,55,58,0,67,71,3,150,152,3,90,93,3,76,82,6,168,177,7,172,181,8,46,49,94,1190,1290
ILOC50600202,0,0,0,0,0,0,0,0,0,4,3,5,0,9,7,9,0,7,3,4,12,6,4,8,0,10,11,0,9,10,0,3,4,5,9,12,3,32,36,6,21,27,3,18,21,18,67,80,3,8,11,0,0,6,57,200,254
ILOC50600203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,5,5,0,8,14,4,14,20,10,61,66,0,8,8,3,43,47,13,100,118,7,30,42,0,0,0,46,292,338
ILOC50600204,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,15,16,5,21,18,4,15,16,7,34,37,19,128,151,13,57,62,20,98,117,28,246,273,13,69,77,4,3,4,105,692,797
ILOC50600301,12,20,28,3,3,11,7,14,20,13,23,29,14,33,49,11,27,39,5,42,50,22,51,73,27,90,116,15,134,152,21,186,208,32,238,271,59,589,644,43,308,346,50,497,546,159,1772,1932,65,407,469,20,41,57,577,4486,5062
ILOC50600401,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,21
ILOC50600402,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,6,0,6,3,0,3,6,0,4,0,0,0,0,0,0,3,6,3,0,9,9,0,3,5,0,10,8,3,18,23,8,0,5,0,0,0,40,47,84
ILOC50600403,3,13,15,0,3,3,5,3,6,4,8,17,5,12,9,0,12,8,0,9,9,3,10,14,4,21,27,3,27,29,5,48,54,4,47,50,25,149,172,9,67,75,17,145,166,48,545,591,13,105,117,3,17,26,142,1245,1390
ILOC50600404,23,15,38,4,4,11,18,14,29,27,18,48,28,16,47,21,29,46,42,24,66,31,39,74,35,75,114,43,97,142,27,125,154,39,153,188,94,383,476,46,209,260,67,291,356,153,776,927,102,206,311,47,42,93,856,2522,3377
ILOC50600405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600501,0,0,3,0,0,0,3,0,3,3,0,4,7,0,3,0,0,3,0,0,3,0,4,8,4,7,9,3,9,12,0,9,13,0,4,6,0,13,13,0,3,3,0,9,9,0,31,31,3,4,11,0,5,5,25,96,121
ILOC50600502,0,8,12,0,0,0,0,0,0,0,6,9,0,0,0,0,4,4,0,6,6,0,3,3,0,17,17,0,7,14,0,12,12,0,9,9,0,25,30,0,18,23,0,38,38,4,173,182,0,41,47,0,11,11,20,393,410
ILOC50600503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,0,4,3,0,5,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,5,0,0,0,21,7,31
ILOC50600504,0,0,0,0,0,0,8,0,4,9,0,8,9,0,9,4,0,11,12,0,17,19,0,20,13,4,13,7,7,14,9,0,7,6,4,10,9,13,16,7,3,5,0,3,10,3,12,10,3,4,9,0,0,0,113,53,168
ILOC50600505,0,0,0,0,0,3,0,0,0,0,3,3,0,6,4,0,0,0,4,5,4,4,4,3,4,6,12,7,6,12,3,10,13,3,7,19,11,53,63,7,30,37,10,53,61,36,175,216,3,39,41,0,5,8,102,407,509
ILOC50700101,5,87,96,0,60,63,11,118,131,25,219,249,30,632,667,19,511,528,29,547,568,32,528,559,30,537,567,25,546,570,19,360,381,14,323,335,24,646,669,9,360,370,11,274,285,17,479,501,16,355,368,9,173,185,321,6767,7089
ILOC50700102,4,136,134,4,60,64,0,71,77,8,147,158,14,413,420,17,333,347,16,539,556,17,468,481,21,584,608,18,535,554,8,450,457,9,431,444,29,826,854,26,570,589,11,423,436,36,691,729,39,584,622,3,107,109,274,7369,7642
ILOC50700201,7,105,109,0,43,43,3,96,101,11,147,159,12,519,528,20,308,325,16,479,503,22,449,474,22,465,489,30,446,475,20,331,356,11,310,319,35,646,678,19,372,389,14,294,309,22,603,626,24,645,666,15,156,167,299,6424,6723
ILOC50700202,0,14,14,0,5,5,0,8,8,0,13,13,0,53,53,0,24,30,3,43,44,0,44,47,0,35,35,0,22,26,0,12,12,0,14,12,7,18,22,0,9,15,0,10,6,0,13,13,0,18,23,4,9,12,18,363,387
ILOC50700203,0,16,16,3,5,6,0,8,10,0,9,15,0,45,44,3,20,18,6,34,41,0,28,32,0,23,25,5,24,25,3,10,16,0,21,21,0,41,43,0,26,27,0,9,11,0,25,25,0,37,33,7,10,17,37,394,436
ILOC50700204,0,8,8,0,0,0,0,3,7,4,10,11,0,19,16,0,17,17,6,18,23,0,15,21,3,18,18,0,14,14,0,11,11,4,11,10,0,13,12,0,6,6,0,3,3,0,8,8,4,13,13,0,3,3,14,184,200
ILOC50700205,0,20,18,0,12,11,0,23,20,0,37,42,4,117,119,5,62,74,0,87,90,0,73,82,7,74,77,3,59,67,0,41,43,3,49,52,4,83,88,5,45,48,5,34,31,0,56,60,3,60,59,0,26,31,43,959,1004
ILOC50700301,3,79,86,4,43,42,0,102,103,0,188,192,7,551,560,13,399,413,14,532,544,12,491,499,19,514,528,13,476,484,11,345,360,21,405,419,27,648,670,8,404,417,10,384,398,20,818,838,11,442,451,0,118,118,190,6940,7126
ILOC50700302,0,15,15,0,8,8,5,4,10,0,25,25,7,65,69,0,59,61,5,76,82,8,91,99,3,108,110,10,104,111,0,87,92,4,106,111,7,168,174,4,96,96,6,95,98,4,158,167,6,113,118,0,20,21,68,1395,1465
ILOC50700303,0,23,23,0,0,0,0,19,23,0,42,42,5,77,78,6,51,59,3,77,79,5,85,93,3,79,85,8,102,106,4,71,76,6,77,81,8,136,150,7,100,103,6,77,82,8,100,106,9,73,80,4,18,26,71,1209,1281
ILOC50700304,3,53,61,0,16,16,7,40,49,3,110,114,6,206,209,7,160,173,8,186,193,7,191,194,14,187,207,9,165,178,13,118,135,9,92,103,14,176,190,6,91,95,0,61,62,8,69,73,15,115,130,3,51,51,141,2091,2231
ILOC50700305,0,19,25,0,6,6,4,20,32,0,62,63,9,126,132,16,79,94,8,125,127,9,92,98,11,101,107,9,86,92,13,73,84,6,51,57,7,90,96,4,44,46,0,39,40,3,37,45,6,81,88,0,30,31,104,1154,1257
ILOC50700401,3,209,211,3,93,98,11,182,189,10,307,317,19,893,908,15,745,758,20,1079,1099,22,935,960,37,1131,1162,34,1059,1096,25,733,760,10,712,727,40,1463,1500,20,987,1001,21,773,798,33,1627,1663,45,1396,1438,10,276,282,361,14599,14957
ILOC50700501,3,32,32,0,16,16,6,22,29,0,40,43,5,123,126,3,71,75,10,121,124,11,107,110,15,124,138,7,143,148,9,90,96,4,90,93,9,187,194,3,88,95,3,79,78,7,148,158,6,136,139,8,30,38,110,1642,1747
ILOC50700502,0,22,23,0,17,17,0,17,17,0,31,29,8,92,96,4,46,50,3,60,67,3,72,74,3,87,90,0,77,80,0,57,57,0,51,54,10,85,96,0,64,66,0,50,50,5,88,91,5,101,110,3,27,37,49,1037,1092
ILOC50700601,3,135,137,0,55,54,0,101,105,11,202,208,17,559,571,20,352,370,14,606,622,17,526,548,25,614,646,29,610,640,19,463,488,17,536,555,37,1149,1190,32,759,790,24,681,703,41,1269,1312,44,934,978,5,150,154,368,9709,10077
ILOC50700701,0,9,14,5,6,6,0,22,24,3,15,23,3,60,59,3,42,45,9,59,65,0,66,66,4,55,60,4,59,65,0,54,54,5,43,45,0,88,92,0,56,54,4,36,38,0,86,85,4,81,95,8,32,29,48,862,910
ILOC50700702,0,27,28,4,7,12,3,14,17,6,25,22,6,91,99,3,43,46,5,85,87,7,97,109,3,121,124,0,112,105,9,79,88,0,86,95,3,150,150,3,92,97,0,76,76,0,136,138,15,136,151,3,54,55,69,1430,1503
ILOC50700703,0,15,17,0,5,5,0,3,3,3,14,18,6,39,52,7,25,29,8,41,47,4,31,35,4,30,31,3,34,33,0,21,17,0,12,18,3,27,33,0,10,15,0,19,24,0,21,21,4,27,30,0,13,13,46,389,432
ILOC50700801,0,22,22,0,6,6,4,16,14,0,25,20,7,37,45,0,43,43,4,54,59,3,56,61,7,88,90,3,90,99,0,41,46,0,54,59,7,112,115,3,61,60,0,63,63,4,95,100,6,92,96,0,20,22,52,980,1033
ILOC50700802,0,21,25,0,14,12,4,31,29,0,28,32,8,96,101,3,57,66,9,100,106,8,98,110,4,122,127,8,104,110,9,69,75,3,77,86,3,156,158,3,71,73,10,63,70,4,152,156,3,112,121,16,45,60,100,1423,1520
ILOC50700901,26,728,756,7,267,270,22,533,554,28,1033,1065,61,2856,2917,84,2213,2299,83,3101,3183,91,2679,2770,89,2671,2767,78,2392,2473,72,1640,1717,57,1613,1676,128,3315,3442,81,1965,2044,52,1839,1891,129,3828,3951,150,3332,3483,28,755,789,1263,36781,38048
ILOC50701001,5,65,70,0,33,33,3,79,75,5,125,127,9,403,408,8,264,267,5,367,378,11,343,355,3,350,353,7,301,310,7,191,201,5,198,198,13,323,336,9,247,252,4,159,166,7,326,329,10,387,403,4,89,94,116,4248,4366
ILOC50701002,0,50,50,0,32,30,3,79,85,5,95,99,4,284,296,12,184,195,15,267,283,9,278,291,20,282,306,14,242,255,7,180,192,9,190,197,15,319,338,5,198,204,11,140,151,7,193,200,8,251,258,0,89,86,145,3367,3514
ILOC50701101,0,105,110,0,42,42,0,76,77,4,143,148,5,336,347,3,185,189,16,355,371,11,351,357,10,314,321,7,349,360,13,244,260,12,291,301,23,495,517,15,334,351,15,303,315,16,640,659,33,618,640,3,128,133,181,5316,5500
ILOC50701102,5,14,22,0,0,0,5,7,17,0,15,13,9,53,63,3,30,35,7,55,66,9,41,54,13,46,60,4,49,55,7,42,48,5,39,46,3,83,84,3,50,60,5,45,55,0,64,71,8,61,72,9,18,21,106,712,824
ILOC50701201,3,19,18,0,12,12,5,14,20,0,19,18,0,48,48,3,36,40,0,46,46,0,42,43,4,50,58,7,45,47,0,30,33,0,45,45,5,97,100,3,44,45,0,46,46,5,114,112,3,88,97,0,16,16,35,810,837
ILOC50701202,0,53,55,0,26,26,6,48,54,7,102,105,6,263,272,3,191,193,14,310,329,12,226,233,14,236,251,16,205,219,5,151,155,7,161,172,6,315,317,3,221,225,19,189,209,18,347,366,21,394,411,3,91,97,156,3538,3691
ILOC50701203,0,41,41,0,20,20,0,29,29,0,45,52,3,113,119,3,69,71,0,125,123,3,101,109,7,97,104,0,87,91,4,65,70,3,70,72,3,141,147,8,81,90,4,70,80,14,148,159,8,155,164,0,52,52,69,1514,1584
ILOC50701301,5,17,22,3,12,18,0,17,18,3,30,36,17,102,114,9,72,85,14,118,135,14,112,134,15,106,122,6,111,116,10,95,107,6,89,92,8,157,165,8,98,112,8,62,67,6,102,103,15,116,130,3,29,37,154,1461,1614
ILOC50701302,6,42,54,5,28,24,11,58,67,4,93,94,10,285,299,11,166,174,15,226,244,11,224,238,22,280,298,14,245,251,12,177,192,4,183,185,16,335,342,4,182,193,9,156,170,4,301,308,6,278,283,7,96,102,165,3362,3527
ILOC50701401,0,33,39,4,16,19,4,37,40,6,70,79,16,217,232,14,130,147,16,182,192,17,156,173,20,186,202,14,172,182,11,122,130,12,112,119,11,238,250,7,142,153,11,100,104,7,163,168,15,157,173,12,61,74,195,2288,2484
ILOC50701501,0,79,80,3,45,48,3,70,79,3,119,126,6,302,313,5,263,265,0,352,348,6,350,357,4,459,462,8,456,467,11,338,346,12,328,336,8,639,649,12,399,412,4,313,319,10,551,556,13,621,632,3,82,83,118,5767,5884
ILOC50701502,4,69,71,0,40,44,0,56,56,0,91,94,12,284,295,0,175,179,10,281,293,8,257,259,8,240,246,7,241,246,0,145,154,7,163,165,8,296,307,5,173,175,3,144,146,10,232,246,11,274,282,0,81,75,100,3227,3321
ILOC50701503,3,140,144,0,69,67,5,99,102,3,194,194,13,557,572,16,381,393,18,682,698,20,592,617,29,692,723,28,717,742,23,596,620,25,566,592,44,1355,1400,38,937,971,19,822,844,50,1490,1547,52,1114,1163,5,161,166,405,11155,11557
ILOC50701504,0,63,63,0,12,13,7,56,62,7,127,139,12,342,353,3,157,162,12,276,287,16,219,232,14,234,246,15,227,244,13,156,166,13,155,166,17,284,299,7,192,201,11,170,181,10,249,260,15,241,251,3,83,87,165,3238,3404
ILOC50701505,0,43,44,0,38,38,0,24,24,0,50,52,3,180,180,4,94,101,4,182,189,3,166,169,9,173,177,5,166,172,5,96,101,3,99,99,8,201,211,7,136,147,0,115,121,9,228,234,15,189,207,3,43,46,82,2221,2305
ILOC50800101,4,3,9,0,0,0,12,3,16,10,0,12,18,16,34,4,13,14,19,9,28,9,14,28,11,31,43,19,48,66,22,48,62,19,32,48,22,73,96,11,30,41,17,38,56,21,67,86,35,45,82,7,12,18,264,480,746
ILOC50800102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,22,0,22
ILOC50800103,0,0,0,0,0,0,3,0,3,0,0,0,17,0,17,4,0,4,3,0,3,3,0,3,3,0,3,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,53,0,54
ILOC50800301,0,0,0,0,0,0,7,0,7,5,0,5,13,0,13,8,0,8,19,0,19,0,0,0,4,0,4,3,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,72
ILOC50800302,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14
ILOC50800303,0,0,0,0,0,0,3,0,3,0,0,0,11,0,11,4,0,4,5,0,5,0,0,0,8,0,8,4,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,0,0,0,42,10,50
ILOC50800304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
