POW_SA2_CODE_2021,M_EW_FT_ATSI,M_EW_FT_NI,M_EW_FT_Isns,M_EW_FT_Total,M_EW_PT_ATSI,M_EW_PT_NI,M_EW_PT_Isns,M_EW_PT_Total,M_EW_Em_afw_ATSI,M_EW_Em_afw_NI,M_EW_Em_afw_Isns,M_EW_Em_afw_Total,M_Tot_ATSI,M_Tot_NI,M_Tot_Isns,M_Tot_Total,F_EW_FT_ATSI,F_EW_FT_NI,F_EW_FT_Isns,F_EW_FT_Total,F_EW_PT_ATSI,F_EW_PT_NI,F_EW_PT_Isns,F_EW_PT_Total,F_EW_Em_afw_ATSI,F_EW_Em_afw_NI,F_EW_Em_afw_Isns,F_EW_Em_afw_Total,F_Tot_ATSI,F_Tot_NI,F_Tot_Isns,F_Tot_Total,P_EW_FT_ATSI,P_EW_FT_NI,P_EW_FT_Isns,P_EW_FT_Total,P_EW_PT_ATSI,P_EW_PT_NI,P_EW_PT_Isns,P_EW_PT_Total,P_EW_Em_afw_ATSI,P_EW_Em_afw_NI,P_EW_Em_afw_Isns,P_EW_Em_afw_Total,P_Tot_ATSI,P_Tot_NI,P_Tot_Isns,P_Tot_Total
505031303,14,1226,0,1241,8,356,4,369,0,69,0,74,19,1659,3,1684,4,435,0,439,9,598,0,607,0,49,0,49,8,1075,0,1089,21,1660,0,1678,9,958,5,976,0,120,0,118,34,2740,5,2770
505031304,0,272,0,272,0,144,0,147,0,10,0,13,5,431,0,435,0,231,0,231,4,357,0,357,0,44,0,44,4,636,0,637,0,503,0,503,5,505,0,504,0,56,0,56,5,1066,0,1070
505031305,71,10913,30,11010,31,1989,8,2025,12,506,4,517,114,13403,39,13553,20,2874,5,2905,16,2954,7,2983,0,276,3,283,41,6112,12,6169,91,13785,35,13914,54,4947,11,5003,13,785,3,805,154,19515,46,19722
505031306,6,989,0,989,3,550,0,557,0,83,0,86,11,1618,3,1630,14,942,3,954,10,1447,0,1464,0,150,0,150,19,2537,4,2565,14,1927,5,1950,14,1998,5,2018,0,232,0,230,36,4154,11,4193
506011110,23,1588,5,1614,18,716,0,738,4,127,0,133,45,2436,10,2487,35,1497,0,1531,57,2134,7,2189,11,245,0,254,98,3873,10,3983,59,3087,5,3147,72,2845,12,2926,11,376,3,384,138,6306,20,6464
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,0,189,0,193,0,100,0,103,0,20,0,20,8,312,4,316,3,218,0,213,3,219,0,225,0,20,0,25,4,462,0,465,5,403,0,412,0,325,0,325,5,38,0,41,9,769,4,781
506011114,23,1254,0,1275,10,493,0,506,3,86,3,85,34,1827,6,1872,6,662,0,670,16,966,4,984,0,95,0,94,24,1724,3,1750,31,1912,0,1941,25,1459,4,1492,0,178,3,186,59,3555,8,3623
506011115,0,454,0,454,3,170,0,173,3,41,0,41,8,666,0,674,11,801,0,816,11,906,0,915,3,177,5,187,24,1889,3,1917,12,1252,0,1265,9,1083,0,1097,10,221,0,233,33,2553,8,2592
506011116,0,266,0,269,0,179,0,180,0,17,0,17,0,466,0,464,4,176,0,184,3,367,0,375,0,33,0,33,5,581,0,584,3,448,0,451,3,552,0,554,0,51,0,51,5,1047,0,1051
506011117,6,179,0,180,5,145,0,150,0,17,0,17,10,339,0,345,6,209,0,217,3,372,0,376,0,37,0,31,18,610,0,630,10,379,0,396,9,516,0,526,0,53,0,54,24,952,0,972
506011307,4,397,0,397,5,249,0,252,0,25,0,25,7,670,0,676,6,451,0,453,9,672,5,675,0,63,0,63,15,1175,3,1200,7,843,0,853,10,917,4,935,0,88,0,86,23,1850,0,1876
506011308,18,1867,6,1889,3,349,0,358,7,92,0,96,23,2313,6,2342,6,700,5,715,11,688,3,699,0,72,3,78,17,1462,7,1492,22,2572,7,2604,19,1038,3,1058,6,171,3,174,48,3778,10,3832
506021118,80,6859,11,6947,30,1528,4,1556,9,448,3,456,117,8828,17,8956,33,3022,4,3062,37,2398,3,2440,5,394,0,400,79,5808,15,5902,113,9879,11,10006,70,3926,6,3999,13,840,7,855,199,14640,26,14863
506021119,16,1839,5,1861,15,963,5,978,4,115,0,115,39,2909,8,2957,20,1242,0,1262,6,1810,3,1823,0,163,0,166,34,3210,9,3249,39,3078,5,3119,22,2770,6,2797,4,273,0,284,66,6123,16,6200
506021120,52,4842,13,4903,10,604,0,613,11,276,4,287,72,5720,19,5810,12,1219,0,1232,4,530,0,530,3,114,0,119,21,1860,5,1882,63,6061,12,6140,12,1127,0,1145,13,390,3,407,92,7582,18,7690
506021121,104,7705,10,7821,24,1633,3,1660,11,763,0,772,132,10100,16,10253,47,2550,0,2596,29,1683,0,1706,10,490,5,500,84,4716,5,4805,146,10252,11,10412,49,3317,4,3377,21,1249,4,1271,215,14818,26,15057
506021123,57,4787,14,4861,29,2193,0,2224,5,362,0,372,86,7348,19,7455,47,3172,12,3227,39,3320,9,3369,6,424,3,431,94,6913,23,7027,105,7960,25,8085,67,5519,13,5596,12,784,0,803,179,14259,41,14480
506021309,3,594,0,595,8,507,0,512,0,57,0,58,14,1160,5,1170,7,711,4,724,28,1153,5,1183,0,93,0,95,36,1954,7,2001,16,1306,4,1322,32,1664,0,1697,4,144,0,154,49,3113,12,3174
506021310,5,251,0,252,0,138,0,137,0,13,0,13,3,400,0,408,3,270,0,271,3,254,0,261,0,24,0,24,10,549,0,557,10,520,0,523,5,389,0,394,0,33,0,33,11,949,0,959
506021311,17,1805,6,1823,5,342,0,349,4,94,5,97,24,2241,10,2271,11,953,0,970,3,742,0,747,0,98,0,98,15,1797,0,1816,28,2759,6,2792,7,1085,0,1098,4,189,5,193,42,4035,10,4083
506031124,43,4256,3,4305,23,1569,4,1595,3,263,0,266,70,6089,9,6164,63,3544,4,3613,51,3103,9,3158,5,412,8,429,119,7063,19,7204,106,7800,8,7920,72,4672,7,4758,6,679,8,688,187,13154,27,13362
506031125,4,319,0,319,0,290,0,290,0,32,0,32,4,642,0,647,4,298,0,298,0,647,0,651,0,57,0,57,6,998,0,1006,8,613,0,625,0,936,0,942,0,94,0,94,8,1644,0,1655
506031126,103,9577,24,9711,28,1534,4,1564,6,461,3,470,140,11570,29,11739,24,2842,3,2877,13,1696,5,1708,8,203,0,209,40,4741,8,4789,130,12422,29,12586,39,3233,3,3270,13,658,3,681,181,16310,39,16535
506031127,28,2642,6,2681,9,1522,6,1536,4,182,0,189,49,4349,9,4406,43,2382,0,2422,42,3254,3,3297,8,353,0,358,88,5992,3,6082,72,5029,6,5104,53,4769,13,4837,8,542,0,545,135,10341,14,10488
506031128,8,360,0,365,5,381,0,387,0,30,0,30,9,777,5,783,0,381,0,382,5,760,4,772,0,59,0,61,11,1204,3,1218,10,740,3,749,8,1140,4,1153,0,94,3,93,16,1977,4,1998
506031129,0,324,0,323,0,301,0,301,0,16,0,16,0,643,0,647,0,350,0,350,6,816,4,819,0,59,0,59,6,1213,3,1221,0,672,0,671,6,1114,0,1117,0,72,0,72,8,1862,6,1871
506031130,173,12744,21,12944,30,1678,4,1712,19,650,4,670,220,15078,28,15324,57,2818,3,2884,10,1355,5,1372,12,261,5,275,77,4439,10,4532,235,15567,28,15827,38,3041,9,3082,28,911,4,947,299,19515,36,19853
506031131,5,1297,0,1300,5,755,3,762,3,65,0,71,8,2120,9,2137,7,910,0,917,10,1652,0,1665,0,113,0,117,13,2676,0,2692,7,2212,0,2216,20,2410,9,2429,0,182,0,183,28,4798,8,4837
506041132,36,2085,5,2121,8,600,0,601,0,124,0,127,46,2807,5,2851,10,776,0,791,23,905,0,928,3,91,0,96,39,1768,0,1816,49,2859,7,2913,29,1500,0,1530,7,215,0,227,86,4579,4,4665
506041133,32,1345,7,1376,4,515,0,518,4,127,0,130,36,1985,7,2028,15,1082,3,1097,12,1096,0,1111,0,122,0,130,28,2301,4,2336,41,2427,8,2474,15,1614,0,1629,10,252,0,261,69,4291,11,4362
506041134,15,652,0,666,7,434,3,446,0,63,0,69,17,1155,3,1180,19,860,0,879,20,1183,5,1211,0,128,0,126,37,2169,7,2216,26,1510,4,1540,28,1623,8,1655,5,192,5,196,62,3324,9,3393
506041135,3,529,0,532,6,332,0,338,0,38,0,40,7,901,0,909,0,484,0,480,9,757,0,764,5,62,0,65,9,1303,0,1313,3,1013,0,1014,9,1085,0,1097,0,107,0,109,19,2200,0,2219
506041136,64,4650,6,4722,24,1022,0,1048,12,273,3,280,95,5945,9,6053,27,1709,0,1735,28,1818,4,1846,8,225,4,235,67,3746,12,3825,96,6358,7,6463,47,2838,9,2893,18,496,9,516,164,9688,18,9872
506041137,6,660,0,663,8,534,0,541,0,62,0,63,15,1245,0,1262,11,617,0,632,18,1137,0,1150,0,85,0,85,25,1842,0,1872,17,1276,0,1294,21,1668,0,1692,7,143,0,148,41,3089,3,3134
506051138,60,4118,13,4194,7,782,0,791,4,213,0,215,71,5116,13,5201,19,1321,3,1346,19,1207,0,1230,0,146,0,147,40,2676,3,2718,84,5440,13,5534,22,1995,0,2020,3,362,0,366,109,7795,19,7918
506051139,11,863,0,875,8,325,0,333,0,50,0,48,16,1239,0,1255,4,421,4,423,7,640,5,655,0,53,0,55,13,1113,9,1131,15,1287,4,1302,14,968,5,979,6,100,0,106,31,2357,9,2390
506051140,10,740,0,757,3,493,0,495,0,63,0,70,12,1295,8,1316,11,743,0,759,8,1230,0,1242,4,108,0,110,16,2091,5,2111,21,1487,5,1513,8,1723,4,1736,5,175,0,178,31,3386,11,3434
506051141,12,771,0,784,8,324,0,328,0,63,0,60,18,1159,0,1175,3,541,3,547,10,823,0,827,0,91,0,91,9,1455,3,1469,12,1313,3,1330,11,1147,0,1156,0,156,0,156,22,2617,5,2642
506061142,8,726,0,733,13,408,4,426,0,70,0,72,18,1200,8,1225,10,670,0,683,30,1171,3,1205,4,112,0,112,39,1956,3,2002,19,1395,0,1419,40,1581,7,1625,4,182,0,186,60,3156,9,3230
506061143,12,936,0,946,5,204,0,212,4,64,0,64,15,1209,0,1225,7,389,0,390,6,416,0,418,3,56,0,58,12,854,0,871,20,1321,4,1344,5,620,0,630,5,120,0,122,25,2065,4,2089
506061144,4,399,3,405,0,127,7,132,0,61,0,61,5,582,7,596,0,185,3,184,4,254,0,262,0,37,0,37,5,477,4,486,7,584,0,596,0,380,5,385,0,95,0,95,10,1060,12,1080
506071145,8,883,0,889,0,425,4,432,3,50,0,55,12,1360,4,1377,8,825,0,834,3,1136,0,1139,0,104,0,109,13,2067,0,2081,16,1706,0,1719,8,1564,7,1575,3,161,0,163,22,3432,9,3460
506071146,12,534,4,546,10,438,0,444,3,49,0,50,28,1014,3,1048,19,587,0,599,9,968,0,983,0,88,0,89,33,1639,0,1666,31,1121,4,1151,23,1403,0,1423,3,135,0,141,54,2658,3,2713
506071147,23,2486,4,2510,10,919,0,925,3,153,0,161,33,3557,6,3597,18,2060,6,2087,15,2277,5,2294,5,270,0,273,38,4601,12,4651,41,4543,9,4591,22,3199,3,3221,5,420,0,432,70,8159,13,8248
507011148,4,570,0,576,0,306,0,308,0,35,0,35,6,905,0,915,4,621,0,632,8,935,0,949,0,89,0,86,19,1648,0,1668,9,1190,0,1207,15,1241,0,1251,0,125,0,126,25,2556,0,2580
507011150,80,6450,12,6544,15,938,0,950,8,306,0,317,100,7695,16,7808,16,1514,0,1531,20,1139,4,1160,0,128,0,130,32,2784,6,2816,90,7964,18,8069,29,2077,3,2112,12,435,0,446,127,10480,18,10631
507011151,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,4,0,8,0,8,0,0,0,0,0,7,0,7,0,13,0,13,0,8,0,8,0,0,0,0,0,18,0,18
507011152,11,397,0,408,0,125,0,124,0,28,0,34,8,554,3,565,0,213,0,214,0,349,0,351,0,34,0,34,6,599,0,601,6,613,0,620,0,474,3,482,0,61,0,65,14,1150,4,1170
507011153,0,147,0,152,5,134,0,138,0,12,0,12,6,295,0,301,4,157,0,166,4,295,0,300,0,30,0,32,9,483,0,498,5,308,0,312,6,427,0,439,0,44,0,47,12,780,0,793
507011154,4,578,3,582,0,279,0,285,0,38,0,38,3,900,3,905,9,415,0,423,11,686,0,696,0,62,0,64,13,1170,0,1186,12,991,3,1007,12,969,0,981,0,102,0,104,18,2067,3,2088
507011155,60,4972,10,5044,10,331,4,341,7,174,3,186,76,5482,13,5570,6,780,0,786,4,253,0,256,0,72,0,73,11,1106,0,1118,65,5752,10,5835,13,583,4,598,10,248,0,259,88,6583,14,6690
507011158,3,271,0,279,0,124,0,128,0,10,0,10,3,406,0,412,0,177,0,177,0,260,0,260,0,28,0,28,0,462,0,462,3,450,0,449,0,384,0,387,0,36,0,36,3,869,0,875
507011159,34,2062,11,2107,16,818,0,835,4,139,0,144,47,3025,12,3086,17,1242,0,1258,19,1465,0,1480,0,145,0,146,37,2852,3,2890,54,3302,10,3369,35,2280,6,2320,7,286,0,294,88,5875,16,5978
507011160,4,497,0,501,5,322,0,331,0,44,3,45,10,865,4,875,5,473,3,484,16,895,0,914,0,73,0,71,29,1432,5,1462,11,968,3,984,23,1218,0,1246,3,108,3,111,35,2297,9,2345
507011161,9,540,3,552,11,545,0,557,4,55,0,61,21,1138,5,1166,13,781,0,792,13,1571,0,1587,4,152,0,154,30,2508,0,2542,19,1328,4,1349,24,2113,5,2143,13,205,0,217,54,3648,9,3705
507011163,5,568,0,568,0,129,0,129,0,33,0,33,4,730,0,731,0,210,0,207,3,362,0,360,0,20,0,21,6,588,0,595,3,775,0,779,3,491,0,491,0,49,0,54,3,1322,0,1327
507011259,5,808,0,814,5,292,0,294,0,43,0,45,9,1142,5,1158,3,441,0,441,3,588,8,596,0,74,0,74,8,1100,5,1111,12,1249,3,1260,9,877,8,893,0,116,0,118,19,2244,6,2271
507011260,30,4759,8,4802,15,900,0,908,4,300,5,304,51,5957,12,6018,16,1671,6,1690,17,1181,0,1202,0,174,0,183,39,3028,5,3069,50,6429,13,6489,32,2084,0,2110,8,480,5,485,88,8987,14,9089
507021164,3,561,0,561,7,309,0,318,0,31,0,32,3,903,0,912,3,468,0,477,6,704,0,707,0,64,0,69,11,1238,0,1250,4,1030,0,1033,4,1015,0,1024,5,95,0,101,14,2137,5,2159
507021165,71,5917,11,6001,30,2293,5,2332,13,524,0,541,116,8741,18,8875,56,4503,15,4573,45,4719,4,4774,9,553,0,566,111,9778,22,9915,125,10424,27,10575,77,7011,11,7100,22,1082,3,1112,229,18516,43,18789
507021166,12,1175,4,1186,12,715,0,726,0,80,0,80,23,1963,7,1993,14,953,0,959,23,1456,0,1485,3,154,0,151,38,2557,0,2599,22,2122,4,2147,30,2166,5,2208,0,232,0,237,62,4521,10,4589
507021167,26,2273,6,2302,8,585,0,590,0,131,0,138,34,2994,6,3030,11,683,0,695,10,768,0,778,0,81,0,84,18,1537,0,1554,35,2961,6,2999,13,1357,0,1371,6,213,0,214,51,4528,6,4586
507031169,4,326,0,328,3,170,0,179,0,27,0,27,14,529,0,537,4,387,0,392,8,521,0,528,7,60,0,62,19,964,0,987,9,712,0,727,10,693,0,708,7,84,0,87,29,1491,0,1520
507031170,16,284,0,300,3,126,0,129,3,29,0,33,20,443,0,462,6,306,0,316,18,473,0,492,3,49,0,53,27,824,0,860,17,591,4,618,26,596,0,621,6,82,0,84,50,1269,4,1319
507031172,10,859,0,874,5,115,0,119,0,68,0,68,20,1038,0,1061,7,173,0,176,8,164,0,164,0,23,0,26,10,356,0,365,19,1030,0,1054,5,272,0,288,3,88,0,97,29,1397,4,1432
507031173,85,6380,17,6484,15,504,0,516,10,340,0,351,115,7219,16,7348,22,1076,4,1096,15,365,0,384,5,122,0,126,38,1565,4,1605,108,7457,18,7578,33,870,0,902,10,462,0,479,153,8788,21,8958
507031174,14,369,0,381,9,274,0,291,3,48,0,46,21,694,3,714,15,555,3,578,15,813,0,827,4,93,0,94,37,1459,7,1501,28,929,0,958,25,1083,4,1113,4,136,0,140,61,2148,10,2219
507031261,20,924,4,945,9,168,0,178,0,87,0,91,27,1186,4,1212,9,418,5,430,8,356,4,366,0,73,0,74,21,846,4,877,26,1347,4,1379,15,524,4,546,4,157,0,159,50,2030,10,2088
507041175,11,1904,4,1917,8,652,0,656,8,148,0,150,28,2696,3,2725,8,1110,0,1119,3,1278,0,1284,0,130,0,134,15,2519,3,2537,20,3014,4,3037,11,1925,0,1941,6,280,0,282,36,5214,8,5265
507041176,0,124,0,128,0,63,0,63,0,8,0,8,0,195,0,195,0,177,0,181,0,241,0,244,0,24,0,24,0,444,0,443,0,301,0,302,0,307,0,306,0,30,0,30,0,634,0,639
507041177,7,1212,0,1219,7,590,6,603,0,94,0,94,8,1895,3,1914,6,694,0,701,3,1163,0,1172,3,94,0,95,15,1953,0,1968,16,1911,0,1925,5,1759,4,1770,3,181,0,182,25,3851,10,3877
507041178,13,1863,7,1880,6,953,4,965,4,135,5,139,30,2953,10,2991,8,1464,3,1481,19,2628,4,2648,5,224,0,230,31,4317,12,4361,28,3328,8,3363,24,3576,9,3611,6,365,4,374,56,7269,17,7348
507041179,0,370,0,370,3,304,0,306,0,34,0,37,6,709,0,713,3,531,0,539,6,812,5,816,0,64,0,68,11,1406,4,1419,10,905,0,914,8,1111,4,1118,0,96,0,104,14,2112,3,2129
507041180,6,338,0,344,0,244,0,246,0,27,0,24,5,605,0,615,0,375,0,379,3,574,0,572,0,41,0,45,3,993,0,999,3,711,4,725,7,815,0,818,5,69,0,67,12,1594,3,1609
507041181,16,2085,0,2107,3,928,6,935,5,110,0,112,21,3124,5,3157,7,1417,3,1424,12,2071,5,2086,0,173,0,171,17,3657,10,3687,27,3504,5,3531,11,3001,12,3025,3,281,0,286,41,6785,16,6840
507041182,26,3594,7,3631,13,1111,0,1124,0,265,0,265,38,4971,4,5018,51,5207,6,5257,50,4625,6,4685,11,859,0,875,106,10692,12,10815,75,8794,9,8883,58,5737,6,5803,9,1130,0,1139,152,15660,23,15827
507041183,0,164,0,164,3,124,0,125,0,11,0,11,3,304,0,303,3,199,0,202,7,349,0,354,0,38,0,38,9,581,0,589,3,364,0,367,9,471,0,479,0,51,0,51,8,886,0,895
507041184,0,138,0,138,0,137,0,137,0,8,0,8,0,289,0,289,0,123,0,125,0,281,0,284,0,12,0,12,0,418,0,419,0,266,0,266,0,422,0,425,0,21,0,21,0,706,0,709
507051186,0,337,0,336,6,142,0,151,3,44,0,46,8,519,0,526,20,710,0,723,12,891,3,909,4,150,0,161,38,1747,5,1795,21,1038,0,1061,17,1032,3,1052,10,197,0,200,50,2267,6,2322
507051187,13,803,0,817,3,366,0,369,8,57,0,62,22,1224,3,1252,14,607,0,625,16,1043,0,1064,0,108,0,108,28,1757,3,1790,25,1412,0,1442,21,1411,6,1434,8,164,0,173,47,2987,3,3039
507051188,126,6643,12,6782,25,1382,4,1421,16,449,0,463,169,8471,18,8665,69,3316,8,3392,65,3326,0,3402,17,429,0,446,146,7074,12,7233,199,9953,18,10174,93,4710,12,4816,26,879,7,909,320,15548,32,15901
507051189,0,11,0,11,0,5,0,5,0,0,0,0,0,17,0,17,0,4,0,4,0,4,0,4,0,0,0,0,0,12,0,12,0,12,0,12,0,8,0,8,0,0,0,0,0,26,0,26
507051190,6,278,0,289,0,195,0,193,0,27,0,27,10,500,0,510,5,408,0,409,9,666,0,678,0,79,0,79,16,1144,0,1165,11,689,0,702,13,854,0,871,0,99,0,99,23,1646,3,1673
507051191,5,461,3,469,4,338,0,345,3,55,0,56,8,852,12,870,8,573,0,584,12,949,0,963,4,97,0,95,22,1621,0,1648,12,1036,3,1052,18,1291,0,1307,3,149,0,155,34,2477,10,2517
507051192,3,228,0,231,4,165,0,170,0,16,0,16,9,413,0,422,3,327,0,332,6,584,0,592,0,70,0,71,11,980,0,994,9,559,0,565,9,751,0,764,0,87,0,94,23,1395,0,1420
507051193,8,272,0,279,3,301,3,313,0,35,0,35,11,610,4,627,6,444,0,452,17,905,0,922,0,83,0,84,33,1425,0,1461,18,710,4,732,27,1199,3,1236,0,116,0,121,40,2037,8,2082
507051312,7,451,0,460,13,528,3,538,0,65,0,67,17,1043,0,1067,5,574,0,582,16,1207,0,1237,3,110,0,115,27,1898,4,1934,15,1025,0,1041,28,1734,4,1770,6,182,4,186,47,2939,9,2994
507051313,3,508,3,513,4,213,0,217,0,34,0,35,8,754,4,769,11,731,0,745,7,812,0,822,0,86,0,87,17,1630,0,1656,17,1243,4,1258,7,1030,0,1039,0,125,0,122,27,2391,4,2419
507051314,7,108,0,112,0,57,0,57,0,15,0,15,4,175,0,185,0,79,0,79,0,147,0,155,0,7,0,12,3,232,0,236,7,185,0,192,0,201,0,204,0,24,0,25,5,413,0,419
509011225,51,2805,8,2867,37,1243,8,1283,16,253,0,272,99,4294,21,4416,53,2487,10,2550,71,3326,16,3409,7,405,0,417,138,6221,23,6372,104,5288,18,5412,105,4562,23,4692,25,658,3,685,238,10513,41,10788
509011226,11,461,5,470,4,172,0,170,0,56,0,56,9,683,5,693,3,185,0,189,3,253,0,257,3,47,0,45,13,482,0,488,9,645,5,657,3,419,0,428,3,92,0,98,17,1162,5,1186
509011227,3,176,3,181,11,81,0,92,0,13,0,13,12,270,4,285,4,97,0,95,8,156,0,159,0,21,0,21,8,272,0,285,4,272,3,279,11,245,0,256,0,34,0,34,20,545,4,568
509011228,8,536,9,549,10,338,6,350,0,63,0,63,12,942,12,960,9,352,3,365,6,612,3,623,0,93,0,89,13,1058,4,1075,12,893,10,911,14,947,9,971,0,156,0,156,23,1996,15,2037
509011229,18,684,0,701,3,104,0,110,0,47,0,42,22,833,6,854,6,289,0,289,7,256,0,268,0,40,0,47,15,582,7,603,21,971,3,992,11,360,4,379,4,86,0,89,37,1419,6,1459
509011230,27,740,10,781,6,201,0,213,4,70,0,74,41,1011,14,1065,20,426,3,447,34,421,0,460,5,78,0,82,58,922,7,985,45,1164,12,1225,40,627,4,671,8,146,0,150,99,1932,14,2049
509011231,20,808,5,828,4,154,6,157,3,76,0,84,27,1038,10,1074,8,335,6,348,10,345,0,356,5,70,0,72,19,751,7,775,27,1139,10,1174,11,503,4,517,5,142,3,157,46,1786,20,1848
509011232,9,343,0,352,0,104,0,110,4,50,0,54,9,502,0,514,3,111,0,109,0,156,0,166,0,23,0,23,7,296,0,300,9,455,0,462,5,268,0,271,4,76,0,76,13,798,0,816
509011233,30,1300,0,1331,8,287,0,293,8,110,0,121,40,1694,4,1740,9,481,0,488,10,560,0,575,0,84,0,79,23,1120,3,1147,40,1780,0,1816,19,849,4,869,8,191,0,200,68,2819,4,2891
509011234,18,888,6,910,10,237,4,246,6,79,0,85,37,1204,9,1249,7,373,5,385,8,426,3,434,4,71,0,72,18,866,8,896,28,1258,13,1300,18,661,8,685,4,154,0,160,53,2079,18,2143
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,13,592,7,609,0,166,0,170,7,60,0,64,17,821,7,843,5,305,5,310,6,340,0,346,0,47,0,46,12,691,3,703,16,891,11,920,11,506,0,515,7,104,0,109,33,1506,15,1549
509021237,12,620,8,635,6,121,0,124,0,37,0,42,16,778,9,803,4,240,0,244,7,310,0,318,0,48,0,52,13,602,0,612,15,860,9,880,11,430,0,445,0,88,0,90,26,1382,6,1416
509021238,20,715,6,745,6,138,0,141,0,40,0,43,27,889,4,927,4,311,0,316,13,377,3,390,0,56,0,53,20,744,3,760,24,1025,5,1057,13,518,0,534,5,93,0,94,43,1631,10,1687
509021239,28,1492,15,1544,10,429,3,443,8,156,4,161,48,2070,23,2147,12,783,9,798,26,748,10,787,3,125,0,127,46,1649,17,1713,51,2273,20,2340,39,1171,15,1225,11,273,5,293,98,3721,34,3855
509021240,22,960,7,983,9,165,0,176,5,58,0,58,33,1180,6,1219,13,482,5,491,16,441,8,466,6,84,0,92,35,1013,6,1048,31,1442,6,1473,32,608,8,641,9,142,0,150,67,2192,13,2271
509021241,39,949,7,993,5,172,5,184,10,59,0,67,52,1181,9,1241,20,454,0,478,23,443,0,471,3,52,0,60,55,954,0,1006,60,1406,7,1470,35,616,6,653,6,112,0,120,102,2134,5,2244
509021242,15,1252,4,1275,0,157,0,162,8,120,0,130,28,1526,10,1561,7,349,0,356,3,209,0,210,0,70,0,73,13,622,0,638,23,1602,10,1632,4,362,0,371,5,191,0,197,39,2156,9,2202
509021243,47,1699,7,1749,17,401,4,423,9,123,3,139,73,2226,16,2313,43,1178,4,1225,29,1096,3,1130,8,151,4,169,84,2423,9,2518,93,2876,9,2974,49,1495,7,1549,18,278,8,307,157,4652,24,4828
509021244,6,287,0,294,4,117,0,119,0,23,0,25,14,429,0,444,0,153,0,154,0,239,0,237,0,30,0,30,5,423,0,426,7,438,0,453,6,358,0,358,3,56,0,60,16,852,0,871
509021245,8,526,8,540,3,187,0,192,0,56,4,60,13,768,7,793,10,275,3,291,10,381,4,399,0,70,0,73,22,733,8,762,22,804,7,833,17,566,4,589,4,125,4,130,35,1500,18,1554
509031246,8,596,3,611,0,127,0,126,0,53,0,53,15,778,0,792,9,295,0,302,14,302,0,325,3,42,0,43,18,644,9,676,16,897,4,911,19,429,3,453,3,95,0,100,31,1419,13,1464
509031247,7,1235,3,1250,0,168,5,171,7,101,0,109,19,1501,7,1525,4,454,0,454,13,403,0,423,6,78,0,80,22,933,5,963,14,1689,3,1707,22,571,5,591,7,185,5,189,36,2442,13,2485
509031248,67,1728,11,1811,6,167,0,172,15,265,0,284,88,2165,14,2266,18,413,8,436,9,228,4,242,5,90,3,98,34,737,11,778,85,2142,16,2248,8,396,4,412,19,356,4,382,119,2900,26,3039
509031249,20,646,10,677,8,201,6,217,4,53,0,55,27,908,15,946,21,553,4,575,11,553,7,574,3,83,0,89,41,1191,11,1236,40,1201,8,1247,17,756,8,786,8,135,0,142,69,2093,19,2182
509031250,13,826,7,843,5,172,0,185,3,67,6,72,20,1067,11,1095,6,309,0,316,6,370,6,382,0,64,0,66,11,745,3,760,12,1138,7,1159,12,544,6,566,3,130,5,132,28,1810,19,1859
510011262,293,2269,11,2573,100,469,10,578,36,201,0,239,426,2947,26,3392,318,2008,8,2331,177,1169,4,1345,48,240,5,290,540,3419,15,3971,606,4282,17,4903,272,1643,14,1925,86,439,3,529,966,6365,39,7364
510011263,181,853,5,1042,100,117,0,213,38,76,5,116,318,1042,16,1374,158,625,4,789,141,120,0,265,40,55,4,97,346,794,12,1153,341,1480,14,1833,245,227,0,479,77,129,9,213,664,1834,22,2523
510011264,91,340,5,437,61,33,0,93,20,52,4,80,169,428,6,604,74,264,0,339,87,29,0,121,25,22,3,53,189,318,9,511,161,602,8,775,150,65,0,211,49,82,3,132,360,745,8,1119
510011265,183,1203,14,1406,49,193,3,246,36,109,0,145,274,1504,22,1801,161,987,4,1146,97,366,0,465,22,97,0,116,272,1452,6,1734,341,2190,16,2551,148,560,6,715,55,205,4,267,546,2957,27,3529
510011266,53,189,4,240,32,30,0,61,12,16,0,30,90,236,3,334,39,168,0,202,41,38,0,78,5,7,0,12,84,214,0,296,90,354,4,444,73,71,3,148,15,24,3,46,180,449,6,632
510021267,457,8671,25,9149,63,617,3,684,94,1491,12,1598,612,10779,45,11442,146,1897,9,2044,37,225,0,265,40,344,0,381,222,2467,8,2695,603,10562,37,11204,105,845,4,955,133,1838,11,1983,835,13245,52,14131
510021268,114,1904,6,2025,15,179,4,201,15,334,7,360,154,2420,17,2593,58,744,5,809,36,265,0,303,17,116,0,136,113,1131,7,1248,174,2653,12,2841,53,448,9,509,33,455,4,497,263,3549,25,3840
