POW_SA2_CODE_2021,F_IDNS_H_0,F_IDNS_H_1_19,F_IDNS_H_20_29,F_IDNS_H_30_34,F_IDNS_H_35_39,F_IDNS_H_40_44,F_IDNS_H_45_49,F_IDNS_H_50ov,F_IDNS_H_NS,F_IDNS_H_Tot,F_Tot_H_0,F_Tot_H_1_19,F_Tot_H_20_29,F_Tot_H_30_34,F_Tot_H_35_39,F_Tot_H_40_44,F_Tot_H_45_49,F_Tot_H_50ov,F_Tot_H_NS,F_Tot_H_Tot,P_AgFF_H_0,P_AgFF_H_1_19,P_AgFF_H_20_29,P_AgFF_H_30_34,P_AgFF_H_35_39,P_AgFF_H_40_44,P_AgFF_H_45_49,P_AgFF_H_50ov,P_AgFF_H_NS,P_AgFF_H_Tot,P_Min_H_0,P_Min_H_1_19,P_Min_H_20_29,P_Min_H_30_34,P_Min_H_35_39,P_Min_H_40_44,P_Min_H_45_49,P_Min_H_50ov,P_Min_H_NS,P_Min_H_Tot,P_Mnf_H_0,P_Mnf_H_1_19,P_Mnf_H_20_29,P_Mnf_H_30_34,P_Mnf_H_35_39,P_Mnf_H_40_44,P_Mnf_H_45_49,P_Mnf_H_50ov,P_Mnf_H_NS,P_Mnf_H_Tot,P_EGWWS_H_0,P_EGWWS_H_1_19,P_EGWWS_H_20_29,P_EGWWS_H_30_34,P_EGWWS_H_35_39,P_EGWWS_H_40_44,P_EGWWS_H_45_49,P_EGWWS_H_50ov,P_EGWWS_H_NS,P_EGWWS_H_Tot,P_Const_H_0,P_Const_H_1_19,P_Const_H_20_29,P_Const_H_30_34,P_Const_H_35_39,P_Const_H_40_44,P_Const_H_45_49,P_Const_H_50ov,P_Const_H_NS,P_Const_H_Tot,P_WST_H_0,P_WST_H_1_19,P_WST_H_20_29,P_WST_H_30_34,P_WST_H_35_39,P_WST_H_40_44,P_WST_H_45_49,P_WST_H_50ov,P_WST_H_NS,P_WST_H_Tot,P_RetT_H_0,P_RetT_H_1_19,P_RetT_H_20_29,P_RetT_H_30_34,P_RetT_H_35_39,P_RetT_H_40_44,P_RetT_H_45_49,P_RetT_H_50ov,P_RetT_H_NS,P_RetT_H_Tot,P_AcFd_H_0,P_AcFd_H_1_19,P_AcFd_H_20_29,P_AcFd_H_30_34,P_AcFd_H_35_39,P_AcFd_H_40_44,P_AcFd_H_45_49,P_AcFd_H_50ov,P_AcFd_H_NS,P_AcFd_H_Tot,P_TPW_H_0,P_TPW_H_1_19,P_TPW_H_20_29,P_TPW_H_30_34,P_TPW_H_35_39,P_TPW_H_40_44,P_TPW_H_45_49,P_TPW_H_50ov,P_TPW_H_NS,P_TPW_H_Tot,P_IMT_H_0,P_IMT_H_1_19,P_IMT_H_20_29,P_IMT_H_30_34,P_IMT_H_35_39,P_IMT_H_40_44,P_IMT_H_45_49,P_IMT_H_50ov,P_IMT_H_NS,P_IMT_H_Tot,P_FinIns_H_0,P_FinIns_H_1_19,P_FinIns_H_20_29,P_FinIns_H_30_34,P_FinIns_H_35_39,P_FinIns_H_40_44,P_FinIns_H_45_49,P_FinIns_H_50ov,P_FinIns_H_NS,P_FinIns_H_Tot,P_RHRE_H_0,P_RHRE_H_1_19,P_RHRE_H_20_29,P_RHRE_H_30_34,P_RHRE_H_35_39,P_RHRE_H_40_44,P_RHRE_H_45_49,P_RHRE_H_50ov,P_RHRE_H_NS,P_RHRE_H_Tot,P_ProSTS_H_0,P_ProSTS_H_1_19,P_ProSTS_H_20_29,P_ProSTS_H_30_34,P_ProSTS_H_35_39,P_ProSTS_H_40_44,P_ProSTS_H_45_49,P_ProSTS_H_50ov,P_ProSTS_H_NS,P_ProSTS_H_Tot,P_AdSup_H_0,P_AdSup_H_1_19,P_AdSup_H_20_29,P_AdSup_H_30_34,P_AdSup_H_35_39,P_AdSup_H_40_44,P_AdSup_H_45_49,P_AdSup_H_50ov,P_AdSup_H_NS,P_AdSup_H_Tot,P_PubAS_H_0,P_PubAS_H_1_19,P_PubAS_H_20_29,P_PubAS_H_30_34,P_PubAS_H_35_39,P_PubAS_H_40_44,P_PubAS_H_45_49,P_PubAS_H_50ov,P_PubAS_H_NS,P_PubAS_H_Tot,P_EdTrn_H_0,P_EdTrn_H_1_19,P_EdTrn_H_20_29,P_EdTrn_H_30_34,P_EdTrn_H_35_39,P_EdTrn_H_40_44,P_EdTrn_H_45_49,P_EdTrn_H_50ov,P_EdTrn_H_NS,P_EdTrn_H_Tot,P_HltHC_SA_H_0,P_HltHC_SA_H_1_19,P_HltHC_SA_H_20_29,P_HltHC_SA_H_30_34,P_HltHC_SA_H_35_39,P_HltHC_SA_H_40_44,P_HltHC_SA_H_45_49,P_HltHC_SA_H_50ov,P_HltHC_SA_H_NS,P_HltHC_SA_H_Tot,P_ArtsR_H_0,P_ArtsR_H_1_19,P_ArtsR_H_20_29,P_ArtsR_H_30_34,P_ArtsR_H_35_39,P_ArtsR_H_40_44,P_ArtsR_H_45_49,P_ArtsR_H_50ov,P_ArtsR_H_NS,P_ArtsR_H_Tot
505031256,0,12,6,3,5,3,0,0,0,27,10,78,65,39,94,67,4,30,8,403,10,31,48,22,65,75,12,70,13,340,0,0,0,0,0,4,0,10,0,15,0,4,0,0,14,4,4,7,0,24,0,0,0,0,13,4,0,3,0,22,0,3,10,0,4,17,0,3,3,49,9,10,26,12,84,44,4,18,0,211,0,4,9,0,0,3,0,3,0,19,0,17,7,4,6,13,0,3,0,49,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,14,6,7,11,4,8,8,0,3,0,41,0,0,0,3,9,4,3,0,0,16,0,4,5,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,6,5,15,0,7,0,3,0,6,0,29
505031257,0,0,0,0,0,0,0,0,4,5,10,69,67,20,31,32,9,21,9,277,3,0,0,8,3,3,0,3,0,19,0,0,0,0,0,0,0,0,4,7,0,6,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,7,4,6,9,3,13,5,8,0,61,0,0,0,0,0,0,0,0,0,4,0,14,11,0,6,3,0,4,0,44,0,20,10,12,11,9,8,4,3,75,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,18,0,0,0,0,0,3,0,5,0,12,0,8,8,0,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,3,5,10,23,8,8,7,6,6,0,68,0,15,12,7,7,0,0,9,0,49,0,0,0,0,0,0,0,0,0,5
505031258,0,12,3,0,0,4,0,0,4,26,54,245,218,110,133,96,40,63,16,972,3,4,0,0,0,0,0,3,0,16,3,0,0,0,0,3,0,4,5,10,0,3,0,0,0,3,7,6,0,22,0,0,0,0,0,0,0,0,0,4,7,20,17,11,25,50,17,45,9,202,0,0,5,0,0,0,0,0,0,10,10,62,54,17,36,19,8,12,3,213,6,73,39,20,19,16,0,13,0,188,0,9,8,0,4,4,0,3,0,25,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,5,0,9,0,0,4,0,7,0,0,8,0,19,0,8,8,4,5,10,3,8,0,49,0,18,19,6,3,4,0,4,0,50,3,0,0,0,3,15,0,3,0,26,15,46,41,40,45,49,23,37,0,308,20,50,73,38,37,31,6,12,4,266,0,7,3,3,5,6,0,0,0,29
505031303,5,19,5,9,11,9,7,5,11,75,32,284,211,110,177,159,32,67,16,1089,3,27,17,29,13,30,6,30,0,160,3,5,0,0,6,5,0,15,0,35,3,19,13,5,32,38,17,26,0,164,0,0,0,0,5,20,10,16,0,52,19,57,48,46,129,193,59,166,7,724,5,6,9,8,40,38,7,20,0,134,3,86,53,12,34,36,11,8,0,240,0,12,18,0,8,14,4,7,0,61,7,24,23,6,15,26,6,33,0,131,0,3,3,0,14,9,0,0,0,30,0,8,3,0,0,6,0,6,0,20,0,8,3,0,0,0,0,3,0,20,4,28,18,8,15,29,6,19,0,133,0,10,9,4,6,19,0,9,0,57,0,0,0,0,6,9,0,4,0,21,9,48,41,23,33,27,13,30,5,223,5,34,25,27,38,31,5,19,0,180,0,11,7,3,10,13,0,5,0,58
505031304,0,5,0,0,4,7,0,5,4,21,30,169,128,62,89,70,29,41,15,637,0,4,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,6,5,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,19,21,8,12,48,10,21,5,156,0,0,0,0,0,0,0,3,0,10,0,35,18,6,10,9,12,3,4,103,0,30,0,3,4,0,0,5,0,50,0,3,8,4,3,9,0,11,0,39,0,0,0,3,4,0,0,4,0,9,0,0,4,0,0,7,3,3,0,22,0,3,4,0,3,3,0,0,0,15,5,16,18,3,16,10,6,6,0,77,3,20,11,3,13,6,0,8,0,64,0,0,0,0,4,0,0,0,0,8,13,28,45,13,29,33,20,22,3,213,4,18,21,22,31,17,10,9,0,140,0,7,0,0,0,0,0,0,0,10
505031305,8,75,68,35,88,79,10,29,47,447,193,1192,1157,627,1368,973,215,346,86,6169,0,8,9,4,12,12,3,15,0,69,40,25,23,24,124,131,48,274,8,700,67,200,213,130,959,844,241,457,12,3119,9,13,21,14,48,60,27,56,0,250,103,212,263,182,872,1393,422,981,56,4485,18,86,103,51,228,278,85,146,5,1004,45,271,266,129,406,318,133,277,12,1862,10,244,115,46,53,68,16,50,0,602,32,59,114,63,142,180,78,153,5,821,0,7,10,6,16,23,6,15,0,78,0,29,26,8,63,55,18,54,0,256,4,22,15,8,21,39,19,59,4,191,24,72,64,53,244,218,60,96,3,828,11,43,53,32,86,67,13,43,4,361,14,43,47,26,58,92,40,40,0,360,25,193,129,85,116,138,64,81,0,834,42,124,158,100,158,109,31,48,3,777,6,59,20,18,25,19,11,15,6,177
505031306,0,19,10,5,6,3,5,3,8,50,119,652,496,316,515,261,64,111,29,2565,0,4,16,9,9,5,4,8,0,47,0,7,0,3,0,11,3,12,0,28,0,24,14,7,27,20,4,18,0,121,0,0,3,0,0,0,0,4,0,11,5,24,15,25,35,61,19,34,3,222,0,4,12,0,18,5,0,4,0,45,19,195,70,45,64,45,17,19,8,474,16,210,108,36,45,27,10,24,3,468,6,10,12,3,10,17,4,5,0,57,0,3,6,4,6,7,0,4,0,35,0,9,5,0,8,5,0,8,0,34,0,8,5,0,10,20,0,3,0,50,8,33,22,15,21,25,16,15,0,151,0,20,16,13,30,17,0,4,0,105,45,49,51,48,287,151,28,47,3,719,14,84,72,55,85,83,29,35,0,462,33,151,177,129,160,64,13,42,7,782,6,44,14,7,13,11,4,9,0,91
506011110,0,16,20,10,20,9,0,3,20,100,201,1006,727,455,810,435,113,173,54,3983,0,11,0,0,6,3,4,4,0,31,0,0,0,0,4,3,0,12,0,22,9,40,17,6,65,71,44,39,0,303,0,0,0,3,4,7,4,6,0,20,5,28,24,24,80,100,42,80,3,397,0,5,0,4,13,18,4,7,0,49,63,450,250,108,205,107,34,50,14,1275,10,283,102,50,57,38,10,20,9,588,4,17,13,0,15,23,7,18,0,99,0,19,4,3,13,8,0,0,0,47,4,8,21,5,5,14,3,0,0,57,3,4,8,8,12,3,0,3,0,38,5,22,20,15,19,19,4,7,0,116,8,43,23,13,56,24,7,11,3,187,50,53,53,26,222,203,61,48,3,711,34,125,132,121,177,128,42,91,8,853,62,187,190,154,305,148,41,62,12,1166,0,12,13,3,5,0,0,4,0,30
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,0,0,0,0,0,0,0,0,3,13,16,85,84,50,80,72,27,35,10,465,0,0,3,3,3,4,0,0,0,16,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,7,3,8,7,5,6,0,41,0,0,0,0,0,0,0,0,0,3,0,10,5,4,16,6,0,3,0,45,0,14,5,0,0,4,0,0,0,33,9,10,23,10,33,26,17,8,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,6,0,3,0,18,0,11,5,0,0,0,0,0,0,16,0,3,0,0,0,3,0,3,0,14,9,37,46,43,49,60,26,36,0,292,6,19,19,9,22,9,0,9,0,95,0,5,0,0,0,0,0,0,0,5
506011114,0,18,11,6,3,9,0,9,6,64,67,442,328,215,298,210,54,109,29,1750,0,0,3,0,3,0,3,0,0,6,0,6,3,0,8,24,8,18,0,76,4,20,15,15,53,44,27,33,0,195,9,0,4,11,29,16,6,7,0,86,11,26,27,20,40,118,36,95,7,384,5,0,3,0,11,10,5,8,0,48,24,135,80,43,80,64,14,26,7,469,9,148,45,16,40,7,3,18,3,294,8,27,42,16,32,40,23,30,7,214,0,9,4,0,0,4,0,0,0,23,0,6,0,0,3,5,0,3,0,10,0,9,11,3,21,12,7,7,0,74,0,23,16,18,25,29,8,23,0,135,4,27,15,9,17,16,0,5,0,86,0,12,9,4,64,34,14,10,0,144,15,69,47,52,68,68,23,47,0,397,16,86,105,76,75,53,21,38,0,475,5,14,4,8,9,3,0,4,0,39
506011115,0,10,0,6,3,3,0,0,17,46,154,253,326,335,347,321,55,95,33,1917,0,7,0,0,0,0,0,5,0,12,0,0,0,0,0,5,0,5,0,8,0,9,3,0,0,5,0,8,0,24,0,0,0,0,0,4,0,0,0,0,0,17,8,6,20,22,0,19,0,81,0,3,0,0,0,3,0,0,0,8,3,0,8,4,0,0,0,0,0,22,3,22,9,4,7,7,6,3,3,70,3,0,5,4,6,9,0,3,0,29,0,0,0,4,0,0,0,0,3,8,0,0,7,0,0,6,0,0,0,14,0,4,0,0,0,4,0,3,0,11,0,23,13,3,0,7,0,3,0,53,0,15,3,3,3,9,0,6,0,42,0,5,6,4,14,12,0,5,0,53,3,19,26,16,32,28,8,28,0,156,157,163,269,328,349,387,53,103,11,1821,0,3,3,0,0,0,0,0,0,11
506011116,0,10,0,0,0,4,0,0,3,24,24,168,133,68,72,66,15,32,11,584,0,22,18,12,12,20,4,21,0,112,0,0,0,0,0,3,0,0,0,5,0,9,0,4,5,3,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0,15,14,10,10,38,10,18,6,113,0,3,5,0,0,5,0,0,0,17,4,52,36,14,9,12,6,12,0,137,0,31,16,10,10,3,4,11,3,87,0,0,3,0,7,5,3,13,0,25,0,4,3,0,6,4,0,4,0,17,0,0,4,6,4,0,0,0,0,14,0,0,12,9,0,4,0,0,0,30,0,12,13,7,9,14,0,9,0,57,3,8,10,8,5,4,0,0,0,37,0,4,0,0,0,0,0,0,0,4,9,18,19,17,27,23,9,12,0,130,6,17,24,6,15,6,4,0,0,71,0,15,4,5,5,7,0,3,0,41
506011117,0,0,3,0,4,0,0,0,3,14,23,168,126,86,96,58,23,36,8,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,3,10,3,12,8,9,3,60,0,3,0,0,0,0,0,0,0,4,9,37,29,27,32,11,3,4,0,157,4,41,10,6,7,7,0,3,0,78,0,4,9,3,6,14,5,9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,18,0,10,11,3,5,7,0,0,0,37,4,21,15,5,12,10,0,4,0,64,14,37,36,36,40,51,23,22,4,259,4,35,30,22,31,9,6,11,0,134,0,23,16,4,7,3,0,4,0,50
506011307,0,11,3,0,7,0,0,0,6,35,53,327,232,124,198,125,48,82,16,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,13,6,0,5,5,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,7,6,8,9,36,5,15,0,84,0,0,0,0,4,0,3,0,0,4,15,101,61,37,67,30,4,11,0,334,7,158,50,18,15,25,3,5,3,279,0,10,8,7,7,15,0,9,0,56,0,0,0,0,0,4,0,0,0,9,0,0,0,0,6,5,0,4,0,21,0,0,6,0,0,0,0,0,0,10,0,12,7,5,6,6,0,8,0,47,0,9,14,6,3,6,4,4,0,40,0,3,0,0,3,0,0,0,0,14,22,91,94,51,121,102,59,93,0,645,9,19,28,22,32,24,0,12,3,147,5,8,0,0,3,0,0,0,0,22
506011308,5,24,7,13,27,23,0,4,22,134,40,280,262,154,277,244,65,122,38,1492,0,22,3,10,20,23,9,22,0,109,10,3,7,0,17,32,15,64,0,143,10,16,21,17,104,96,47,79,0,399,0,0,0,0,9,3,5,9,0,28,16,30,54,22,78,186,65,113,7,576,11,17,14,14,95,86,42,93,7,369,8,24,23,10,26,47,6,19,0,169,4,69,8,8,8,11,4,8,0,134,9,20,17,13,20,54,18,90,7,230,0,0,0,3,6,13,0,4,0,23,0,0,3,0,3,5,5,4,0,23,3,5,5,3,7,15,9,15,0,61,3,25,31,16,25,38,7,25,0,173,6,20,14,14,35,34,8,12,0,142,8,7,10,4,10,35,4,11,5,103,18,70,74,42,74,76,33,60,4,454,3,23,27,11,18,14,0,19,0,119,0,7,3,5,4,9,3,8,0,28
506021118,10,40,41,28,54,63,5,12,38,285,317,960,931,546,1271,1045,333,420,85,5902,0,0,9,4,8,14,0,3,0,38,65,26,31,20,120,311,98,375,15,1058,13,50,33,29,147,150,60,117,0,590,3,3,6,3,24,21,8,22,0,96,63,85,68,54,291,668,207,554,21,2012,19,38,40,37,219,241,79,113,3,790,25,164,161,77,208,161,37,54,4,889,29,318,162,70,108,97,20,42,7,863,63,98,120,96,299,324,113,196,11,1322,6,11,7,14,36,27,7,18,0,118,0,12,12,11,25,33,4,18,0,117,9,17,25,9,56,67,35,62,0,279,31,65,76,46,156,285,83,155,3,901,26,128,108,39,110,103,31,58,8,608,16,35,32,20,115,131,56,79,3,493,14,67,62,52,93,83,37,34,6,447,190,260,298,197,561,325,254,236,21,2348,18,108,52,32,47,49,15,33,3,356
506021119,5,22,13,9,11,16,0,7,12,99,125,818,671,337,595,381,87,194,38,3249,0,0,0,0,4,0,0,0,0,4,0,0,3,4,12,13,4,18,3,54,5,31,39,18,57,48,16,27,3,250,0,4,0,0,4,0,3,0,0,12,11,34,29,24,56,136,41,98,9,440,0,11,18,0,21,28,10,8,0,95,33,257,136,56,98,125,36,69,0,816,16,275,230,51,95,98,26,57,13,861,0,22,14,10,22,20,8,17,8,128,0,6,5,7,4,11,4,0,0,35,4,9,17,16,29,31,9,26,0,138,0,12,17,6,20,33,3,20,0,114,5,58,53,29,103,93,22,67,5,438,6,39,43,18,32,18,5,14,0,175,13,47,34,22,49,62,10,25,0,257,21,126,89,52,134,87,25,35,3,562,58,196,203,162,283,113,28,77,9,1128,0,34,15,8,9,17,0,10,4,100
506021120,3,17,23,15,34,39,15,10,26,178,78,163,223,141,468,487,142,134,44,1882,6,4,0,0,7,8,5,13,0,36,39,10,21,8,87,138,45,132,11,490,34,35,51,32,317,383,112,147,3,1109,11,6,4,11,95,72,10,36,0,248,18,23,14,19,104,120,43,100,5,448,19,36,41,41,208,221,73,92,3,733,26,47,59,42,153,146,51,63,7,587,0,12,12,0,11,8,3,13,0,58,56,104,110,83,392,512,245,531,25,2056,4,3,0,0,36,25,7,5,0,90,0,0,4,0,0,10,0,10,0,18,12,8,8,10,34,39,8,32,5,145,7,10,18,15,48,115,29,29,0,266,12,36,29,10,66,86,26,35,5,289,3,8,9,12,14,30,12,12,5,103,0,0,6,0,8,0,0,0,0,16,0,3,3,3,13,18,0,10,0,55,0,0,0,0,0,0,0,0,0,5
506021121,5,20,14,8,20,29,0,8,56,161,378,593,673,446,1083,879,225,404,117,4805,0,4,0,0,6,0,0,9,0,13,307,88,77,31,289,685,316,1282,41,3130,12,17,21,17,109,130,41,77,4,422,0,0,0,0,10,8,0,10,0,31,13,8,10,11,24,76,20,103,4,265,28,30,25,19,166,225,74,239,3,806,62,244,232,185,508,297,80,73,28,1700,26,75,59,34,151,61,7,25,10,440,410,446,622,468,1192,1228,438,618,61,5478,0,0,0,0,13,13,4,5,0,39,3,3,0,0,4,6,0,5,0,27,4,6,12,10,58,19,11,11,0,126,17,18,20,13,99,99,57,60,4,383,32,55,64,36,87,71,25,71,7,444,45,39,76,76,247,224,113,86,6,910,3,11,12,0,15,13,0,11,0,68,9,28,25,13,28,24,4,3,4,143,0,0,4,0,0,0,0,0,0,11
506021123,8,36,29,14,35,22,7,7,54,220,330,1476,1184,708,1313,1184,293,436,97,7027,0,0,0,3,0,3,0,0,0,10,9,5,6,0,13,22,10,47,0,120,6,17,9,11,21,30,5,19,5,112,0,0,0,0,9,4,0,0,0,13,82,65,79,66,153,596,111,410,15,1579,4,13,15,10,34,42,12,29,0,157,9,130,88,50,153,125,64,168,8,783,41,417,296,136,192,182,64,100,16,1454,9,36,51,40,71,70,25,59,0,367,4,26,17,12,37,32,9,14,0,143,9,41,49,28,80,144,29,40,3,423,15,43,42,21,86,78,21,37,3,345,22,92,90,59,145,294,58,132,9,895,31,167,156,66,184,129,53,87,10,873,14,40,52,18,131,92,20,26,0,403,24,136,80,60,94,88,42,65,10,591,36,174,179,135,314,151,43,72,3,1097,230,990,554,443,794,702,183,249,26,4178
506021309,0,7,7,8,4,0,0,3,11,48,70,601,402,176,345,241,65,75,26,2001,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,8,0,21,3,9,0,3,6,13,0,0,0,43,0,0,0,0,0,0,0,0,0,0,3,8,5,7,7,18,4,13,0,56,0,3,0,0,3,3,3,0,0,15,32,364,180,60,149,72,18,27,6,900,7,186,86,41,50,38,16,12,3,434,4,8,5,5,5,16,5,8,0,65,0,33,15,4,12,5,0,0,0,77,5,4,9,5,29,31,9,4,0,96,0,8,17,0,8,24,4,14,0,73,0,20,8,10,16,17,8,10,0,83,4,21,11,7,37,17,4,3,0,106,12,21,27,14,51,81,16,20,4,247,9,57,52,34,50,32,16,31,4,285,4,82,96,43,72,49,16,18,5,380,0,11,5,4,0,0,0,0,0,33
506021310,4,0,0,0,0,5,0,0,6,11,21,87,117,53,131,76,21,46,8,557,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,8,0,0,6,0,3,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,5,10,9,11,0,14,0,54,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,3,0,4,0,25,0,9,0,0,3,3,0,0,0,21,0,11,11,5,4,12,3,4,0,50,0,0,0,0,5,0,0,0,0,7,0,3,0,0,0,3,0,0,0,12,0,0,0,0,0,0,3,6,0,11,0,11,5,5,6,28,8,12,0,73,0,14,10,6,3,7,0,5,0,44,0,8,4,0,0,0,0,0,0,8,11,33,57,28,90,69,12,29,0,324,5,40,49,21,62,22,3,24,0,231,0,0,0,0,0,0,0,0,0,3
506021311,0,10,11,3,16,8,0,8,10,73,74,261,307,179,378,382,84,126,22,1816,0,0,3,0,0,0,0,0,0,6,12,6,4,9,10,30,6,50,3,129,3,10,4,3,36,25,15,28,0,126,0,0,0,0,4,0,0,4,0,12,5,22,17,15,31,83,22,51,3,247,8,0,10,4,38,44,18,24,0,143,15,35,51,36,52,303,40,51,3,589,6,65,55,35,33,32,5,16,4,247,0,14,15,10,15,62,20,30,0,162,3,6,0,7,8,20,0,7,0,58,4,3,5,4,11,16,3,11,0,66,0,0,7,7,13,9,0,7,0,43,16,40,27,28,110,185,51,101,0,557,6,28,27,9,19,62,13,29,3,190,13,14,20,19,48,65,30,49,0,257,6,19,16,10,19,27,6,14,0,108,31,95,108,82,224,106,33,53,4,744,0,21,12,9,8,11,4,5,0,65
506031124,4,37,27,19,14,31,0,9,52,195,328,1160,1191,811,1686,1180,292,455,96,7204,0,0,0,0,10,0,6,4,0,28,25,0,3,5,6,34,6,36,0,115,29,44,44,44,124,288,58,91,3,727,10,8,14,17,118,108,29,51,5,362,18,17,22,21,59,131,55,78,9,411,8,19,18,23,60,74,29,42,6,277,19,149,86,55,125,115,32,83,6,667,12,146,96,30,58,37,12,24,3,421,12,27,64,19,52,67,27,25,5,294,0,9,10,3,22,15,6,3,0,72,0,4,7,0,0,8,4,4,0,30,0,12,5,6,13,11,0,7,0,54,22,44,58,38,166,185,30,53,0,601,6,67,64,26,60,53,8,29,3,311,19,20,24,10,102,118,14,32,3,354,169,740,479,355,1337,862,279,449,16,4685,136,390,609,404,686,461,84,153,23,2944,6,36,11,11,18,18,0,20,0,117
506031125,0,3,3,5,4,5,0,0,5,27,35,318,209,123,125,93,23,56,22,1006,0,0,0,0,0,3,0,3,0,10,6,0,0,0,0,0,0,3,0,11,0,7,0,0,6,0,0,3,0,21,0,3,0,0,3,3,0,7,0,24,3,12,13,10,20,14,0,20,0,89,0,5,4,0,0,4,0,4,0,19,12,92,61,28,35,22,9,8,8,261,12,170,46,10,19,22,4,0,0,279,0,5,13,3,7,7,6,15,0,54,0,3,0,0,0,4,0,0,0,15,0,4,3,3,3,10,4,0,0,34,0,3,3,0,5,0,0,4,0,19,0,22,19,12,16,17,12,11,0,103,0,16,8,5,3,7,0,0,0,40,0,0,0,0,7,3,0,0,0,23,9,47,44,35,18,20,6,34,0,232,3,45,44,31,50,13,5,6,0,207,0,4,4,3,0,7,0,0,0,20
506031126,14,80,64,48,127,90,10,21,52,504,134,635,684,396,1356,953,259,302,74,4789,5,16,12,10,30,38,11,15,0,129,53,29,38,18,153,205,99,285,14,905,52,160,211,133,848,808,380,546,18,3163,9,7,10,14,89,87,35,75,3,329,52,68,86,60,346,573,206,436,17,1844,61,134,180,112,726,662,227,324,13,2440,24,145,138,82,280,252,98,138,11,1170,9,57,38,14,32,32,14,20,4,215,47,107,135,88,284,356,138,253,18,1427,0,8,7,4,22,22,3,11,0,79,6,11,12,9,41,26,3,11,0,110,3,11,11,8,30,52,22,62,0,195,27,71,47,38,266,255,94,130,11,937,6,66,58,35,95,67,17,33,8,385,14,8,23,12,43,52,40,47,0,250,0,42,11,5,12,16,3,4,0,92,15,77,71,49,144,58,27,34,4,469,0,23,6,0,4,8,0,3,0,45
506031127,5,37,35,14,28,17,6,5,37,182,259,1469,1204,622,1321,716,160,229,101,6082,0,0,0,0,0,0,0,3,0,10,4,0,0,0,0,4,0,9,0,16,0,21,16,14,42,34,5,23,0,153,0,4,0,0,0,5,0,0,0,10,8,26,32,16,71,123,32,80,6,401,0,16,9,8,24,22,8,7,0,107,85,875,581,261,518,265,75,134,27,2821,19,466,246,78,111,95,19,43,6,1085,3,40,64,21,47,57,14,18,8,278,7,46,21,8,23,12,0,0,4,117,7,9,17,15,29,26,0,10,0,115,3,27,19,10,35,36,8,17,3,163,8,31,27,11,37,29,19,13,0,171,5,40,52,16,87,24,4,6,3,243,73,78,102,66,485,351,54,70,4,1277,39,144,135,104,194,145,56,92,3,914,70,189,189,152,403,272,39,83,18,1429,6,79,64,25,26,12,8,10,0,240
