POW_SA2_CODE_2021,TPW_Oth_tspt_P,TPW_PstCour_PU_D_Svc_M,TPW_PstCour_PU_D_Svc_F,TPW_PstCour_PU_D_Svc_P,TPW_Tspt_supt_Svs_M,TPW_Tspt_supt_Svs_F,TPW_Tspt_supt_Svs_P,TPW_Wh_storage_Svs_M,TPW_Wh_storage_Svs_F,TPW_Wh_storage_Svs_P,TPW_Tot_M,TPW_Tot_F,TPW_Tot_P,IMT_IMT_nfd_M,IMT_IMT_nfd_F,IMT_IMT_nfd_P,IMT_PubExc_InetMusP_M,IMT_PubExc_InetMusP_F,IMT_PubExc_InetMusP_P,IMT_MotionP_SR_Act_M,IMT_MotionP_SR_Act_F,IMT_MotionP_SR_Act_P,IMT_Brdcast_ex_Inet_M,IMT_Brdcast_ex_Inet_F,IMT_Brdcast_ex_Inet_P,IMT_InetPub_brdcast_M,IMT_InetPub_brdcast_F,IMT_InetPub_brdcast_P,IMT_Tel_Svs_M,IMT_Tel_Svs_F,IMT_Tel_Svs_P,IMT_ISP_WSP_DP_svce_M,IMT_ISP_WSP_DP_svce_F,IMT_ISP_WSP_DP_svce_P,IMT_Lib_and_oth_IS_M,IMT_Lib_and_oth_IS_F,IMT_Lib_and_oth_IS_P,IMT_Tot_M,IMT_Tot_F,IMT_Tot_P,FinIns_FinIns_nfd_M,FinIns_FinIns_nfd_F,FinIns_FinIns_nfd_P,FinIns_Finance_M,FinIns_Finance_F,FinIns_Finance_P,FinIns_Ins_and_super_funds_M,FinIns_Ins_and_super_funds_F,FinIns_Ins_and_super_funds_P,FinIns_Aux_FinIns_Svs_M,FinIns_Aux_FinIns_Svs_F,FinIns_Aux_FinIns_Svs_P,FinIns_Tot_M,FinIns_Tot_F,FinIns_Tot_P,RHRE_RHRE_nfd_M,RHRE_RHRE_nfd_F,RHRE_RHRE_nfd_P,RHRE_RHSvc_ex_RealE_M,RHRE_RHSvc_ex_RealE_F,RHRE_RHSvc_ex_RealE_P,RHRE_POps_and_RE_svs_M,RHRE_POps_and_RE_svs_F,RHRE_POps_and_RE_svs_P,RHRE_Tot_M,RHRE_Tot_F,RHRE_Tot_P,ProSTS_ProSTS_nfd_M,ProSTS_ProSTS_nfd_F,ProSTS_ProSTS_nfd_P,ProSTS_ProSTS_ex_CSD_RS_M,ProSTS_ProSTS_ex_CSD_RS_F,ProSTS_ProSTS_ex_CSD_RS_P,ProSTS_CSD_RS_M,ProSTS_CSD_RS_F,ProSTS_CSD_RS_P,ProSTS_Tot_M,ProSTS_Tot_F,ProSTS_Tot_P,AdSup_AdSup_nfd_M,AdSup_AdSup_nfd_F,AdSup_AdSup_nfd_P,AdSup_Admin_Svs_M,AdSup_Admin_Svs_F,AdSup_Admin_Svs_P,AdSup_BldCln_PC_oth_Svc_M,AdSup_BldCln_PC_oth_Svc_F,AdSup_BldCln_PC_oth_Svc_P,AdSup_Tot_M,AdSup_Tot_F,AdSup_Tot_P,PubAS_PubAS_nfd_M,PubAS_PubAS_nfd_F,PubAS_PubAS_nfd_P,PubAS_PubAdm_M,PubAS_PubAdm_F,PubAS_PubAdm_P,PubAS_Defen_M,PubAS_Defen_F,PubAS_Defen_P,PubAS_PO_S_and_R_Svs_M,PubAS_PO_S_and_R_Svs_F,PubAS_PO_S_and_R_Svs_P,PubAS_Tot_M,PubAS_Tot_F,PubAS_Tot_P,EdTrn_EdTrn_nfd_M,EdTrn_EdTrn_nfd_F,EdTrn_EdTrn_nfd_P,EdTrn_PreSch_and_Sch_ed_M,EdTrn_PreSch_and_Sch_ed_F,EdTrn_PreSch_and_Sch_ed_P,EdTrn_Tertiary_ed_M,EdTrn_Tertiary_ed_F,EdTrn_Tertiary_ed_P,EdTrn_AdultCom_andOthEd_M,EdTrn_AdultCom_andOthEd_F,EdTrn_AdultCom_andOthEd_P,EdTrn_Tot_M,EdTrn_Tot_F,EdTrn_Tot_P,HC_SA_HC_SA_nfd_M,HC_SA_HC_SA_nfd_F,HC_SA_HC_SA_nfd_P,HC_SA_Hospitals_M,HC_SA_Hospitals_F,HC_SA_Hospitals_P,HC_SA_Med_oth_HCS_M,HC_SA_Med_oth_HCS_F,HC_SA_Med_oth_HCS_P,HC_SA_Resident_CS_M,HC_SA_Resident_CS_F,HC_SA_Resident_CS_P,HC_SA_Soc_assis_Svs_M,HC_SA_Soc_assis_Svs_F,HC_SA_Soc_assis_Svs_P,HC_SA_Tot_M,HC_SA_Tot_F,HC_SA_Tot_P,ArtsR_ArtsR_nfd_M,ArtsR_ArtsR_nfd_F,ArtsR_ArtsR_nfd_P,ArtsR_Heritage_ac_M,ArtsR_Heritage_ac_F,ArtsR_Heritage_ac_P,ArtsR_Creative_PAA_M,ArtsR_Creative_PAA_F,ArtsR_Creative_PAA_P,ArtsR_Sports_rec_ac_M,ArtsR_Sports_rec_ac_F,ArtsR_Sports_rec_ac_P,ArtsR_Gambling_ac_M,ArtsR_Gambling_ac_F,ArtsR_Gambling_ac_P,ArtsR_Tot_M,ArtsR_Tot_F,ArtsR_Tot_P,OthSvs_OthSvs_nfd_M,OthSvs_OthSvs_nfd_F,OthSvs_OthSvs_nfd_P,OthSvs_Repair_maintenanc_M,OthSvs_Repair_maintenanc_F,OthSvs_Repair_maintenanc_P,OthSvs_Personal_OthSvs_M,OthSvs_Personal_OthSvs_F,OthSvs_Personal_OthSvs_P,OthSvs_PriHES_UG_SPA_HOU_M,OthSvs_PriHES_UG_SPA_HOU_F,OthSvs_PriHES_UG_SPA_HOU_P,OthSvs_Tot_M,OthSvs_Tot_F,OthSvs_Tot_P,Inad_des_M,Inad_des_F,Inad_des_P,Industry_of_em_NS_M,Industry_of_em_NS_F,Industry_of_em_NS_P,Tot_M,Tot_F,Tot_P
504011047,0,24,15,42,4,0,5,0,3,4,104,23,126,0,0,0,3,0,3,10,12,24,3,0,6,0,0,0,21,11,30,8,5,14,0,0,0,41,32,77,0,4,5,21,69,87,9,28,33,29,19,42,55,120,176,0,0,0,7,0,7,38,60,102,45,65,109,0,0,0,126,163,288,68,16,81,192,181,373,0,0,0,44,100,144,58,63,125,102,159,261,0,0,0,86,155,242,0,0,0,28,10,40,109,164,277,3,11,20,107,394,505,7,3,12,44,66,117,165,481,650,3,8,18,0,0,0,123,445,566,30,87,115,46,226,277,202,772,973,0,3,6,0,0,0,3,13,20,54,56,114,6,12,13,70,87,157,0,0,3,175,36,216,85,217,303,0,3,3,265,259,523,131,125,253,53,42,97,3324,4550,7876
504011048,0,5,3,8,0,0,0,0,0,0,18,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,7,0,0,3,0,0,4,0,0,0,3,0,3,9,3,8,0,0,0,0,0,0,8,3,10,8,3,10,0,0,0,21,24,45,7,0,8,30,25,51,0,0,0,19,16,33,9,16,24,27,27,51,0,0,0,0,0,3,0,0,0,5,0,5,4,0,7,0,4,3,52,178,226,4,0,6,11,6,19,59,186,246,0,5,4,0,4,6,17,68,84,9,58,65,7,25,31,32,156,183,0,0,0,0,0,0,0,0,0,6,14,18,0,0,0,5,18,24,0,0,0,8,0,8,8,33,44,0,0,0,20,37,59,8,14,26,17,3,18,475,724,1195
504021049,0,3,4,7,0,0,0,0,0,0,12,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,8,12,0,0,0,13,8,24,3,0,3,13,10,23,0,0,0,0,3,3,4,5,8,4,9,11,0,0,0,14,5,17,0,0,0,327,245,575,342,251,596,0,0,0,3,33,35,0,5,8,5,5,9,14,41,48,0,0,0,0,0,0,0,3,6,0,0,3,10,29,37,15,32,46,0,0,0,0,6,6,0,0,0,0,4,3,0,0,0,3,6,12,0,0,0,0,0,0,3,8,12,0,0,0,3,8,10,17,12,28,13,3,18,657,499,1152
504021050,0,6,3,10,0,0,0,0,0,0,11,10,18,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,4,0,4,0,0,5,0,0,0,7,3,13,13,6,21,0,0,0,0,0,0,10,20,21,6,20,20,0,0,3,49,58,103,9,3,7,58,57,112,0,0,0,4,4,8,12,6,22,21,15,29,0,0,0,3,11,12,0,0,0,0,3,4,6,8,18,0,0,0,68,206,271,0,0,3,6,20,22,79,231,304,0,0,0,0,0,0,16,74,85,0,0,0,4,37,42,22,107,134,0,0,0,0,0,0,5,10,13,0,0,0,0,0,0,8,11,16,0,0,0,10,6,12,5,19,27,0,0,0,8,29,38,17,12,26,8,4,18,422,637,1062
504021051,0,3,0,7,0,0,0,0,0,0,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,4,0,5,3,4,0,0,0,0,0,0,4,4,13,7,4,8,0,0,0,22,15,35,8,0,5,26,16,42,0,0,0,0,0,6,12,11,21,11,12,21,0,0,0,0,7,9,0,0,0,0,3,4,5,12,13,0,0,0,14,72,79,0,0,0,0,5,5,11,69,87,0,0,0,0,3,3,12,40,54,4,0,4,4,24,23,10,66,85,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,4,4,11,0,0,0,4,4,6,4,14,20,0,0,0,8,16,25,9,8,14,3,4,4,233,327,560
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,6,3,0,0,3,0,3,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12
504021053,3,34,15,47,0,0,0,0,0,0,60,34,94,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,7,4,10,0,0,0,0,4,6,0,0,0,10,7,17,13,8,21,0,0,0,0,3,3,13,21,37,17,22,46,0,0,0,50,78,128,13,10,19,57,85,149,0,0,0,9,7,12,32,23,49,36,29,67,0,0,0,141,114,251,5,0,5,13,6,19,154,115,276,0,4,5,81,409,490,0,0,4,5,28,32,93,440,538,0,4,7,0,3,3,27,112,144,12,50,57,24,97,128,65,264,329,0,0,0,3,9,9,8,5,6,13,22,36,0,0,0,18,39,53,0,0,0,52,22,82,13,76,92,0,0,0,73,98,173,55,40,95,24,9,33,1329,1843,3167
504021054,0,13,5,19,5,0,10,3,0,3,268,81,348,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,4,4,5,0,8,9,3,8,0,0,0,6,4,9,8,12,19,12,16,32,3,0,3,80,94,174,8,0,8,93,94,187,0,0,0,8,10,23,25,18,39,34,26,65,0,0,0,5,26,31,3,0,3,38,19,59,46,49,92,0,4,6,56,294,351,3,0,0,10,24,33,66,325,392,0,5,4,0,11,13,11,35,45,26,116,135,22,88,110,59,250,313,0,0,0,0,0,0,3,5,7,12,13,21,0,0,0,11,23,30,0,0,0,168,38,202,7,53,65,0,0,0,179,94,268,153,61,216,27,24,50,2197,1700,3897
504031055,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10
504031056,0,18,4,29,0,0,0,5,0,5,74,13,87,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,32,3,38,9,0,14,0,0,0,48,8,55,0,0,0,3,5,12,0,7,9,0,4,4,8,15,22,0,0,0,4,4,5,13,37,49,15,35,57,4,0,4,38,49,82,17,8,23,59,52,107,0,0,0,6,6,13,52,44,89,56,50,103,0,0,0,10,21,26,0,0,0,16,6,23,22,25,47,4,4,3,67,448,519,0,0,3,6,31,31,79,481,560,3,3,11,0,3,3,24,93,117,0,21,22,25,126,152,50,246,301,0,0,0,0,0,0,4,0,6,10,9,23,3,0,3,14,17,32,0,0,0,33,6,43,27,74,93,0,0,0,63,78,139,58,35,87,19,16,35,1094,1433,2525
504031057,0,22,11,31,3,0,3,0,0,0,82,19,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,5,0,10,0,0,0,7,10,16,3,0,7,6,0,5,9,11,22,0,0,0,4,3,3,11,11,16,10,9,20,0,0,0,32,48,82,15,5,13,45,54,98,0,0,0,16,11,24,21,21,43,36,32,65,0,0,0,21,53,72,3,0,3,77,100,170,99,153,249,0,13,11,44,326,366,3,7,7,19,18,35,69,348,416,0,0,0,4,3,13,14,57,72,4,17,20,38,159,198,62,237,301,0,0,0,28,21,46,3,3,3,23,24,49,0,4,7,53,54,109,0,0,0,20,3,24,20,58,75,0,0,0,35,59,101,36,40,83,18,19,40,1158,1591,2750
504031058,0,5,9,9,0,0,0,0,0,0,84,26,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,4,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,3,9,13,22,10,15,25,0,0,0,51,28,80,11,0,12,60,30,87,0,0,0,0,3,4,19,12,29,21,12,35,0,0,0,5,14,16,340,101,438,18,6,24,365,117,481,3,0,6,20,110,136,6,5,11,5,13,17,34,126,165,0,0,6,0,0,0,13,34,44,0,0,4,3,33,42,22,73,95,0,0,0,0,0,0,0,4,4,17,21,38,0,0,0,18,24,43,0,0,0,31,9,40,4,8,16,0,0,0,34,23,57,49,21,71,14,8,23,1364,884,2248
504031060,0,0,4,0,0,0,0,0,0,0,8,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,3,5,13,5,5,12,0,0,0,9,15,22,4,0,4,9,15,24,0,0,0,0,0,0,5,3,6,5,6,13,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,5,34,42,0,0,0,0,11,14,11,48,61,0,0,0,0,0,0,0,12,11,0,0,6,5,12,13,3,20,22,0,0,0,3,0,3,0,0,3,4,3,4,0,0,0,10,4,12,0,0,0,13,7,12,0,9,10,0,0,0,12,8,25,5,7,11,0,3,7,210,237,453
504031061,0,77,7,82,208,39,248,99,42,144,1672,407,2079,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,6,0,8,0,0,0,0,0,4,7,5,15,0,0,0,78,15,91,42,11,54,124,30,148,0,0,0,50,33,81,11,3,16,58,35,92,0,0,0,63,18,84,14,9,26,85,30,112,0,0,0,0,0,0,9,9,24,17,0,18,31,8,40,0,0,0,0,3,3,0,0,0,5,3,4,3,9,12,0,3,3,3,15,16,7,21,26,3,9,5,0,13,19,18,58,72,0,0,0,0,0,0,4,0,4,8,12,17,0,0,0,7,12,19,0,0,0,183,22,207,8,16,21,0,0,0,188,34,224,193,54,247,48,40,89,6075,1691,7762
504031062,0,6,8,11,0,0,0,0,0,0,36,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,18,6,26,0,0,0,5,5,3,0,3,0,0,0,0,8,4,11,0,0,0,0,0,0,9,7,14,10,7,14,0,0,0,12,15,34,7,4,13,26,23,42,0,0,0,0,3,9,19,20,39,21,29,50,0,0,0,10,16,18,0,0,0,45,17,63,54,29,86,3,0,3,57,263,318,0,3,7,8,14,19,66,281,341,3,8,10,4,32,33,19,59,75,3,4,8,46,126,171,73,223,297,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,9,6,12,0,0,0,0,5,8,20,36,54,0,0,0,22,36,60,28,24,56,13,9,24,768,1032,1797
504031063,19,240,82,318,10,0,9,101,20,130,847,180,1025,5,0,7,3,5,11,3,0,8,46,11,56,0,0,0,136,35,169,18,6,26,7,0,9,226,71,293,0,0,0,23,32,52,6,9,14,15,24,35,42,63,101,0,0,0,63,27,87,24,26,57,87,58,143,0,0,0,546,286,829,136,23,159,683,311,992,0,0,0,138,85,219,289,144,433,423,223,651,4,0,4,11,14,27,0,0,0,245,73,313,265,82,345,5,11,18,10,17,27,22,11,27,24,58,82,61,102,159,4,4,13,4,0,6,31,57,87,41,47,92,26,66,86,104,178,282,0,0,0,10,0,10,13,8,17,80,48,132,4,7,7,104,66,169,0,0,0,689,141,830,122,202,322,0,0,0,818,336,1153,1169,423,1596,149,71,217,12373,4773,17146
504031064,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,22
504031065,0,3,0,3,0,0,0,3,0,0,55,36,91,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,5,4,5,6,5,11,10,10,20,0,0,0,6,7,15,4,4,8,11,10,22,0,0,0,7,11,15,31,10,42,41,21,59,0,0,0,142,40,178,0,0,0,0,6,11,140,47,193,7,4,5,147,409,548,77,42,119,5,6,10,226,455,680,6,0,4,0,3,11,7,34,42,5,24,29,39,90,133,62,158,219,0,0,0,0,5,6,3,5,3,11,10,21,0,0,0,15,22,34,0,0,0,21,3,19,30,152,181,0,0,0,48,158,200,46,34,82,8,7,14,1262,1272,2531
504031066,0,46,25,71,4,3,8,6,7,12,220,78,298,0,0,0,0,12,12,21,18,42,0,0,0,0,0,0,16,8,24,3,0,5,0,0,0,38,47,85,0,0,0,38,69,106,12,34,42,24,30,53,72,130,204,0,0,0,38,22,54,38,75,115,71,91,168,0,0,0,156,198,353,62,18,72,215,211,426,0,0,0,77,132,209,61,75,137,142,208,351,0,4,7,506,640,1149,4,0,4,908,526,1430,1417,1169,2591,4,12,15,223,454,678,23,22,48,25,56,80,279,544,826,11,73,81,416,1678,2092,220,860,1087,55,346,404,293,992,1288,996,3954,4953,0,0,0,3,11,14,7,16,19,26,43,67,3,10,14,40,75,121,0,0,0,240,39,285,55,294,350,0,0,0,302,334,640,254,153,407,124,84,209,6888,9976,16867
504031067,0,0,0,0,0,0,0,0,0,0,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,4,4,13,6,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,8,4,8,13,12,22,0,0,0,6,3,9,3,8,6,7,9,16,0,0,0,3,4,9,0,0,0,0,0,0,3,4,9,0,4,4,3,71,73,0,0,0,3,0,3,10,73,77,0,0,0,0,8,8,0,10,10,0,5,5,3,57,62,3,75,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,3,14,16,0,0,0,9,15,28,9,6,11,4,6,5,205,319,524
504031068,0,3,0,5,4,0,4,0,0,0,32,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,10,0,0,0,0,4,0,0,0,7,7,6,14,8,12,26,0,0,0,7,0,9,6,11,22,15,11,28,0,0,0,26,39,64,11,3,13,37,45,77,0,0,0,3,7,12,17,19,35,22,25,47,0,0,0,3,6,10,0,0,0,7,3,7,7,6,17,0,0,0,9,128,132,0,0,0,5,9,12,11,140,149,0,7,3,0,4,12,3,17,22,0,0,0,9,52,60,19,80,93,0,0,0,0,0,0,0,3,4,23,18,36,0,6,4,21,26,49,0,0,0,18,9,23,9,44,47,0,0,0,24,50,79,37,31,67,11,9,22,774,737,1506
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,0,4,4,10,0,0,0,4,0,3,30,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,5,4,11,0,0,0,0,0,5,0,0,3,3,3,4,10,5,10,0,0,0,3,0,3,4,11,17,9,14,23,0,0,0,18,25,36,9,3,20,26,22,52,0,0,0,0,8,6,5,28,30,6,28,42,0,0,0,4,4,9,0,0,0,6,0,10,6,7,12,0,0,3,97,420,517,0,0,0,7,20,26,107,442,552,0,0,4,0,0,0,14,62,80,0,0,4,4,73,81,15,142,164,0,0,0,0,0,0,0,6,10,0,0,7,0,0,0,3,13,11,0,0,0,10,3,17,15,58,73,0,0,0,24,64,91,22,28,46,16,8,27,578,1145,1716
504031299,0,0,0,5,6,0,8,0,0,0,48,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,0,4,4,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,3,0,4,6,5,3,3,0,0,0,8,8,15,8,3,11,16,13,29,0,0,0,3,7,15,13,16,30,13,25,39,0,0,0,0,0,0,0,0,0,28,0,26,28,5,25,0,0,0,9,62,70,0,0,0,3,12,12,12,69,84,0,0,0,0,0,0,0,3,9,0,5,3,11,26,37,13,32,47,3,3,5,9,5,11,6,0,6,16,18,33,0,0,0,24,27,49,0,0,0,7,0,12,8,24,30,0,0,0,9,29,42,14,16,32,3,6,8,606,550,1157
504031300,0,27,20,46,5,0,0,0,0,0,73,31,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,5,0,5,0,0,0,9,6,21,4,0,4,10,30,42,6,4,8,4,8,15,19,42,62,0,0,0,0,3,0,14,46,62,16,49,65,0,0,0,27,72,98,9,6,6,34,69,108,0,0,0,4,5,6,29,35,60,34,35,71,0,0,0,36,92,125,0,0,0,25,34,56,57,119,176,0,4,4,131,669,797,0,11,13,25,44,72,156,727,887,3,10,10,4,10,15,41,241,283,8,231,241,18,149,163,81,629,713,0,0,0,0,3,5,3,5,8,11,29,44,0,4,4,20,36,51,0,0,0,59,12,67,32,161,188,0,0,0,86,172,256,45,28,69,38,25,65,1357,3076,4434
505011070,4,4,0,10,0,0,0,0,0,0,90,15,98,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,3,3,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,7,7,0,7,5,0,0,0,16,37,55,6,4,10,25,44,69,0,0,0,0,3,3,26,28,50,28,29,53,0,0,0,97,79,171,0,0,0,9,0,11,101,81,187,0,0,7,78,389,466,0,0,0,5,13,21,90,409,498,0,3,3,0,9,9,36,117,156,0,16,19,4,90,94,47,232,276,0,0,0,3,0,3,8,4,6,21,43,61,0,0,0,27,50,75,0,0,0,23,7,27,16,53,66,0,0,0,42,55,93,33,26,55,9,13,21,916,1353,2270
505011071,0,15,3,16,4,0,4,0,0,0,30,4,31,0,0,0,0,0,0,21,29,51,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,27,35,56,0,6,8,0,0,0,0,4,3,14,9,21,13,19,30,0,0,0,0,0,4,15,31,49,19,33,49,0,0,0,37,58,97,24,6,32,64,62,129,0,0,0,8,3,10,25,27,50,33,31,62,0,0,0,5,0,5,0,0,0,4,0,9,9,0,13,0,0,0,55,294,350,0,0,0,3,14,19,59,310,372,0,3,6,0,6,6,46,184,228,8,127,142,13,107,119,67,433,502,0,0,0,0,0,0,5,3,9,9,17,27,0,0,5,16,25,39,0,0,0,9,5,13,20,87,107,0,0,0,28,90,117,28,28,55,10,14,23,945,1578,2519
505011072,0,11,3,8,0,0,0,0,0,0,28,7,32,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,11,0,12,0,0,4,6,3,6,4,5,6,15,14,23,24,18,37,0,0,0,0,4,4,26,46,73,26,50,72,0,0,0,94,93,185,19,7,27,115,100,216,0,0,0,4,23,24,26,13,37,32,30,64,0,0,0,9,11,21,0,0,0,32,7,33,36,25,57,0,5,5,143,520,657,6,8,7,22,37,61,166,568,734,0,12,14,25,222,241,81,285,367,12,123,135,16,140,153,136,780,914,0,5,5,0,0,0,7,5,9,10,6,17,5,0,4,20,14,33,0,0,0,18,9,25,24,91,120,0,0,0,49,100,149,46,44,86,15,19,33,1212,2199,3414
505011073,0,12,12,22,0,0,0,0,0,0,19,18,40,0,0,0,0,0,0,29,21,57,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,44,27,73,0,4,4,15,35,54,4,0,3,11,11,17,26,52,80,0,0,0,10,4,9,12,21,29,14,21,40,0,0,0,46,72,120,23,7,29,66,76,149,0,0,0,21,34,55,24,16,44,45,54,98,0,0,0,17,39,56,0,0,0,116,32,148,133,69,206,0,7,10,119,452,571,5,7,9,5,44,51,133,508,644,0,0,0,3,11,15,68,226,298,5,19,23,19,136,158,102,393,495,0,0,0,0,0,0,0,6,13,51,35,84,0,0,5,61,47,109,0,0,0,38,9,46,48,120,175,0,4,4,83,129,217,45,44,86,12,19,36,1635,2332,3971
505011074,0,6,0,6,0,0,0,0,0,0,20,8,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,3,3,5,13,4,0,3,5,5,9,13,13,26,0,0,0,0,0,0,5,3,7,5,3,7,0,0,0,28,24,44,13,0,13,36,21,62,0,0,0,3,3,13,26,16,43,28,18,50,0,0,0,0,0,0,0,0,0,0,4,6,3,4,3,0,3,3,17,190,210,0,0,0,9,5,19,30,202,237,0,3,3,0,4,3,3,26,30,0,18,21,4,43,46,10,91,101,0,0,0,0,0,0,4,4,0,6,0,6,0,0,0,12,5,13,0,0,0,15,4,28,7,45,52,0,0,0,27,57,86,16,19,42,0,0,7,492,621,1113
