POW_SA2_CODE_2021,Tot_HC_SA_Bf_91,Tot_HC_SA_91_95,Tot_HC_SA_96_00,Tot_HC_SA_01_05,Tot_HC_SA_06_10,Tot_HC_SA_11_15,Tot_HC_SA_16_20,Tot_HC_SA_2021,Tot_HC_SA_NS,Tot_HC_SA_Tot,Tot_ArtsR_Bf_91,Tot_ArtsR_91_95,Tot_ArtsR_96_00,Tot_ArtsR_01_05,Tot_ArtsR_06_10,Tot_ArtsR_11_15,Tot_ArtsR_16_20,Tot_ArtsR_2021,Tot_ArtsR_NS,Tot_ArtsR_Tot,Tot_OthSvs_Bf_91,Tot_OthSvs_91_95,Tot_OthSvs_96_00,Tot_OthSvs_01_05,Tot_OthSvs_06_10,Tot_OthSvs_11_15,Tot_OthSvs_16_20,Tot_OthSvs_2021,Tot_OthSvs_NS,Tot_OthSvs_Tot,Tot_IDNS_Bf_91,Tot_IDNS_91_95,Tot_IDNS_96_00,Tot_IDNS_01_05,Tot_IDNS_06_10,Tot_IDNS_11_15,Tot_IDNS_16_20,Tot_IDNS_2021,Tot_IDNS_NS,Tot_IDNS_Tot,Tot_Tot_Bf_91,Tot_Tot_91_95,Tot_Tot_96_00,Tot_Tot_01_05,Tot_Tot_06_10,Tot_Tot_11_15,Tot_Tot_16_20,Tot_Tot_2021,Tot_Tot_NS,Tot_Tot_Tot
511011274,39,4,16,15,26,17,16,0,0,138,0,0,0,0,0,5,0,0,0,7,11,0,9,3,4,7,10,0,0,42,11,0,0,5,5,0,6,0,4,35,298,37,72,94,157,126,95,3,20,902
511011275,4,0,0,3,5,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,7,0,0,3,4,3,0,0,0,14,151,17,48,53,126,120,111,0,21,655
511021276,24,0,5,6,16,15,9,0,3,82,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,12,11,0,0,3,0,3,10,0,0,26,214,20,34,47,71,90,137,5,25,645
511021277,6,0,4,5,0,6,9,0,0,27,8,0,0,0,0,3,0,0,0,15,0,0,3,0,3,0,13,0,0,17,4,4,0,6,5,0,7,0,3,29,155,22,35,39,81,87,220,7,21,667
511031278,0,4,0,0,10,6,8,0,0,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,10,4,0,0,32,9,0,0,3,7,4,0,0,4,28,118,31,33,41,124,117,77,5,13,559
511031279,47,11,21,27,84,100,64,0,4,362,4,3,0,4,10,5,7,0,0,30,24,3,5,10,35,42,16,6,0,145,16,4,10,23,41,27,31,3,12,164,476,108,178,295,768,758,635,26,43,3286
511031280,48,14,16,38,60,62,25,0,5,260,0,0,0,0,0,5,0,0,0,4,0,0,0,6,4,4,0,0,0,13,0,0,0,0,0,0,4,0,0,11,87,14,24,50,81,97,49,0,8,411
511031281,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7,6,5,10,7,0,0,37
511031282,13,0,0,0,3,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,11,0,6,7,6,8,8,0,5,44,315,58,110,158,415,334,192,6,39,1630
511031283,8,0,0,4,3,15,4,0,0,32,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,5,0,0,0,15,15,0,5,7,12,14,16,0,10,75,548,121,207,254,618,442,306,13,51,2553
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,50,16,17,33,72,60,35,0,4,286
511041285,154,24,49,61,173,167,116,0,9,761,4,0,0,0,0,5,4,0,0,15,27,3,7,8,28,14,18,0,4,101,18,4,7,8,6,10,8,0,5,67,629,94,153,198,528,496,295,16,38,2445
511041286,16,0,4,7,8,6,5,0,0,37,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,12,5,0,0,3,4,8,0,0,0,17,142,22,29,48,105,97,31,0,12,489
511041287,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,50,7,9,9,18,23,15,0,0,132
511041288,3,0,4,6,12,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,10,43,7,13,22,41,27,14,0,3,160
511041289,6,0,0,0,6,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,10,60,8,16,9,29,16,16,0,0,154
511041290,13,0,0,0,5,5,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,5,0,0,9,6,11,0,0,39,325,80,130,157,328,236,217,10,50,1529
511041291,6,0,0,0,8,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,4,3,0,0,4,16,116,18,29,48,81,80,41,4,14,436
511041292,11,0,0,0,4,0,8,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,113,8,19,27,50,31,29,0,8,286
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,4,11,6,4,0,0,64,116,31,45,56,97,76,47,0,14,480
599999499,688,119,195,269,448,370,266,9,30,2388,54,10,21,19,42,29,21,0,4,192,283,46,71,97,200,143,83,0,7,933,284,49,73,132,241,190,165,9,66,1211,6105,1200,1702,2320,4460,3800,2728,65,414,22790
