SA2_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
503021295,65,65,129,792,750,1539,3,0,0,0,0,0,36,42,86,1547,1081,2624,105,204,309,6,0,6,30,3,36,61,11,79,100,29,131,391,313,703,3146,2503,5650,59,78,140,0,0,0,0,0,0,4,5,3,0,0,0,3,0,3,67,83,152,0,0,0,0,0,0,4,7,15,5,20,18,19,19,39,30,47,74,28,12,42,127,138,266,20,17,31,9,7,14,3,4,5,28,24,52,364,265,625,439,363,803,26,12,34,4125,3299,7428
503021296,64,66,133,393,387,783,0,0,0,0,0,0,46,61,110,1570,1362,2936,109,177,287,10,0,16,30,7,32,144,73,216,65,14,78,460,368,835,2894,2521,5416,52,52,100,0,0,0,0,0,0,8,4,5,3,0,5,4,0,4,62,54,112,0,0,0,0,0,0,8,9,15,0,15,12,10,14,28,16,38,57,46,11,49,120,104,226,9,13,21,8,3,13,0,4,4,22,17,39,349,274,622,289,365,656,13,10,26,3690,3303,6991
503021297,119,135,249,459,514,974,0,5,3,0,0,0,37,56,91,1361,865,2227,90,167,251,11,0,11,27,8,39,85,25,101,153,50,201,1062,730,1794,3404,2546,5945,55,105,162,0,0,0,0,0,0,6,0,10,0,7,3,12,6,14,69,119,189,0,0,0,0,0,0,11,6,12,3,12,14,21,21,47,35,38,73,36,16,55,139,181,320,10,19,29,11,0,16,7,0,7,23,27,55,363,268,629,581,487,1073,28,15,44,4542,3515,8059
504011044,203,213,411,39,38,81,0,0,0,0,0,0,12,18,37,2509,2392,4903,125,174,301,29,3,31,21,4,22,61,15,79,56,20,70,38,40,68,3091,2924,6007,36,39,80,0,0,0,0,0,0,28,27,57,4,7,19,6,9,16,73,87,161,0,0,0,0,0,0,6,3,7,4,3,3,5,5,3,8,7,15,24,9,35,106,108,216,11,19,30,4,0,6,0,0,0,14,20,37,328,353,676,386,550,932,12,6,22,3930,3959,7887
504011045,278,240,519,299,310,612,0,0,0,0,0,5,29,29,64,3962,3629,7590,214,339,551,44,0,44,40,3,47,166,39,205,84,31,111,59,37,98,5184,4653,9836,57,53,114,0,0,0,0,0,0,37,40,76,4,15,23,5,4,11,104,116,219,0,0,0,0,0,0,10,12,23,6,10,18,9,0,10,24,21,44,43,15,66,175,163,330,7,15,22,5,0,9,0,0,0,16,17,36,516,605,1119,568,930,1498,25,12,34,6481,6378,12855
504011046,226,207,438,226,234,462,0,0,0,0,0,0,37,32,72,2200,1958,4155,96,206,308,14,0,11,24,0,26,109,40,152,66,18,88,54,44,98,3052,2750,5801,61,67,129,0,0,0,0,0,0,17,15,36,5,5,13,7,8,11,87,97,186,0,0,0,0,0,0,10,5,17,5,8,12,5,7,14,24,26,46,29,29,57,142,154,291,18,27,45,5,4,6,0,0,0,22,25,51,293,335,626,361,470,829,30,8,34,3891,3746,7634
504011047,45,68,117,184,237,416,3,0,3,0,0,0,26,31,58,4142,3260,7407,208,315,523,58,0,57,36,0,31,44,10,52,88,21,111,40,47,83,4870,3985,8855,32,40,76,0,0,0,0,0,0,47,42,90,3,5,11,3,0,3,82,92,173,0,0,0,0,0,0,31,31,60,9,31,40,8,6,12,41,69,108,51,34,80,177,187,362,14,13,24,5,3,9,0,0,0,24,11,32,263,378,648,472,668,1137,27,20,51,5823,5253,11080
504011048,10,8,18,59,39,97,0,0,0,0,0,0,9,4,14,1453,1234,2688,69,111,182,22,0,22,10,0,10,14,0,14,18,3,24,4,9,15,1662,1420,3078,5,3,8,0,0,0,0,0,0,8,18,31,0,5,5,0,0,0,15,19,36,0,0,0,0,0,0,6,15,19,4,4,10,0,0,0,15,16,27,10,5,21,34,49,86,3,3,8,0,0,0,0,0,0,6,5,7,123,150,279,167,214,377,4,3,8,2005,1836,3836
504021049,0,6,6,12,4,16,0,0,0,0,0,0,0,0,0,435,448,885,24,27,44,23,0,25,4,0,4,0,0,0,14,0,14,3,9,9,516,490,1004,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,4,6,3,12,14,14,27,0,0,0,0,0,0,0,0,0,0,0,0,48,76,124,98,101,199,10,5,19,689,684,1376
504021050,30,23,54,13,9,21,0,0,0,0,0,0,3,0,3,1130,1077,2208,52,45,94,22,0,22,9,0,9,17,0,16,24,8,26,11,20,32,1309,1188,2501,7,8,11,0,0,0,0,0,0,43,20,60,4,7,7,0,0,0,48,31,77,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,10,17,7,24,70,40,106,4,9,12,0,0,0,0,0,0,4,9,14,202,247,447,190,265,453,11,5,17,1778,1761,3535
504021051,14,14,32,14,6,20,0,0,0,0,0,0,3,0,0,1014,892,1899,46,60,102,31,0,29,13,0,13,11,0,11,15,6,20,3,6,9,1153,983,2137,7,3,19,0,0,0,0,0,0,15,13,26,0,0,0,0,0,0,23,16,47,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,4,7,6,3,7,32,25,57,3,5,9,0,0,0,0,0,0,3,5,9,93,120,216,162,226,384,7,6,14,1451,1366,2823
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,3,6,8
504021053,13,24,29,30,14,48,0,0,0,0,0,0,6,0,3,2069,2029,4097,113,124,230,84,8,91,20,0,21,9,0,15,68,15,87,28,27,55,2429,2240,4670,9,3,5,0,0,0,0,0,0,56,42,98,0,0,3,0,0,0,69,49,118,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,4,3,10,21,11,32,99,56,158,7,3,8,0,0,0,3,0,6,6,3,12,239,352,592,404,448,854,25,7,31,3209,3111,6318
504021054,47,40,86,37,30,67,0,0,0,0,0,0,6,11,20,2046,1812,3859,119,155,277,43,0,44,13,3,25,12,9,20,53,12,63,22,35,53,2396,2111,4508,24,17,41,0,0,0,0,0,0,29,35,60,8,9,23,0,0,0,55,64,125,0,0,0,0,0,0,0,0,0,3,0,3,3,3,5,3,3,10,18,16,36,88,82,169,8,19,21,4,0,5,0,0,0,10,18,28,116,206,322,336,390,728,20,15,32,2963,2820,5782
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,9
504031056,17,12,25,134,122,258,0,0,0,0,0,0,17,11,34,3450,2852,6303,181,259,434,65,0,61,17,0,20,22,0,23,70,14,85,14,34,47,3995,3304,7291,19,20,43,0,0,0,0,0,0,8,14,26,0,0,0,0,0,0,37,35,67,0,0,0,0,0,0,9,14,22,6,10,22,6,5,8,18,27,47,32,26,58,83,93,176,16,10,26,6,0,3,0,0,0,14,14,30,208,279,490,409,546,956,34,10,46,4737,4255,8989
504031057,65,68,130,55,64,117,3,3,6,0,0,0,30,33,60,4026,3167,7194,211,286,495,70,0,76,32,0,32,11,7,20,93,26,124,22,29,54,4617,3685,8301,39,64,102,0,0,0,0,0,0,54,51,111,6,7,18,5,0,5,104,129,226,0,0,0,0,0,0,7,8,14,3,15,14,4,3,11,16,24,42,62,27,94,184,183,366,11,23,41,3,7,10,0,3,0,18,33,55,175,315,486,433,520,955,15,13,28,5446,4750,10189
504031058,0,3,5,11,3,17,0,0,0,0,0,0,0,0,0,968,852,1820,51,45,97,55,3,55,3,0,0,6,0,9,38,6,41,52,24,75,1177,947,2128,4,0,3,0,0,0,0,0,0,7,8,18,0,0,0,0,0,0,11,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,10,4,18,25,20,38,5,0,5,0,0,0,0,0,0,4,0,4,82,161,240,154,165,323,12,3,20,1452,1300,2750
504031060,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,446,426,874,19,22,43,24,0,24,0,0,0,0,0,0,24,0,21,17,9,29,536,461,995,0,0,0,0,0,0,0,0,0,3,11,13,0,0,3,0,0,0,4,8,17,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,7,13,24,0,7,7,0,0,0,0,0,0,0,7,7,82,115,200,99,89,191,4,0,7,729,690,1420
504031061,33,28,67,13,12,27,0,0,0,0,0,0,7,3,5,977,920,1895,33,54,90,22,0,22,7,0,7,17,0,17,31,4,33,18,9,30,1158,1033,2195,0,10,10,0,0,0,0,0,0,12,8,26,3,3,7,0,0,0,24,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,14,30,26,60,0,3,3,4,0,4,0,0,0,4,7,8,107,132,235,149,189,341,5,5,5,1451,1390,2840
504031062,38,62,103,25,30,51,0,0,0,0,0,0,15,9,19,2237,1818,4056,130,187,311,40,3,45,19,5,24,15,0,15,55,14,70,20,14,39,2586,2143,4732,34,39,72,0,0,0,0,0,0,39,33,73,3,4,10,3,5,6,73,84,159,0,0,0,0,0,0,8,0,6,0,7,6,0,0,0,6,11,16,22,20,42,101,113,218,14,18,31,0,0,0,0,0,0,17,18,31,142,215,358,319,399,714,18,10,21,3187,2889,6078
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,13
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,14,34,54,11,13,25,0,0,0,0,0,0,0,9,11,921,810,1726,42,68,109,30,0,30,5,0,5,14,7,17,36,3,39,25,18,37,1103,951,2053,4,9,16,0,0,0,0,0,0,7,14,25,3,0,3,0,0,0,17,27,43,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,5,3,9,7,4,13,24,31,59,8,6,13,0,0,0,0,0,0,8,10,7,83,125,207,139,171,309,8,6,12,1357,1293,2656
504031066,88,89,173,31,27,63,0,0,0,0,0,0,11,9,21,1638,1431,3071,103,138,240,19,6,23,18,4,16,42,14,47,58,15,73,92,96,189,2098,1826,3923,38,37,76,0,0,0,0,0,0,12,15,20,3,8,9,13,5,10,60,59,119,0,0,0,0,0,0,0,0,3,0,8,10,4,0,10,4,9,15,19,21,37,87,89,178,9,13,17,0,0,0,0,0,3,8,19,24,115,162,273,293,332,635,14,17,34,2623,2445,5066
504031067,20,25,46,18,24,39,0,0,0,0,0,0,7,8,13,1301,1131,2429,64,88,153,25,0,25,10,0,13,7,0,8,33,7,40,5,3,10,1482,1291,2774,13,11,29,0,0,0,0,0,0,19,19,38,0,0,0,0,0,3,35,36,73,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,5,0,4,17,6,20,59,44,99,5,4,7,0,0,0,0,0,0,5,4,7,62,117,172,223,253,475,7,7,17,1835,1708,3540
504031068,14,19,30,32,25,61,0,0,0,0,0,0,5,4,7,2116,1995,4115,107,149,261,48,0,53,12,0,11,8,0,8,78,20,91,42,18,61,2463,2241,4706,6,10,20,0,0,0,0,0,0,38,28,64,5,3,10,0,0,0,52,44,97,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,5,12,27,16,38,81,63,142,6,10,21,0,0,6,0,0,0,9,14,22,218,348,563,355,406,760,5,4,12,3132,3078,6209
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,19,10,38,39,21,61,0,0,0,0,0,0,11,13,18,2926,2847,5768,157,196,349,29,0,29,15,0,17,8,4,16,104,18,122,17,29,49,3335,3142,6474,24,25,47,0,0,0,0,0,0,39,48,87,0,5,7,0,0,0,67,73,139,0,0,0,0,0,0,5,4,3,3,4,10,8,4,12,13,12,26,40,23,62,118,104,222,13,11,21,0,0,3,0,0,0,12,15,26,154,291,446,456,546,996,14,15,33,4087,4108,8194
504031299,23,27,48,29,26,51,0,0,0,0,0,0,13,7,21,2325,1896,4224,93,143,235,33,0,41,11,0,11,5,3,8,75,8,84,18,25,48,2632,2131,4764,18,34,49,0,0,0,0,0,0,32,37,71,3,4,5,0,0,0,48,75,125,0,0,0,0,0,0,3,0,7,4,0,8,0,0,3,10,6,14,32,16,45,93,97,187,12,28,35,0,0,3,0,0,0,12,28,40,117,182,302,319,368,684,11,3,10,3178,2806,5984
504031300,12,20,31,45,42,86,0,0,3,0,0,0,12,9,18,3150,2901,6056,207,253,462,53,3,53,25,0,25,9,0,9,105,27,124,22,47,73,3637,3301,6937,35,38,67,0,0,0,0,0,0,44,52,94,6,9,20,0,0,0,81,98,176,0,0,0,0,0,0,0,5,10,5,5,8,3,4,4,7,16,21,18,18,38,103,134,237,11,15,26,3,0,3,7,0,7,14,15,33,165,279,444,496,543,1038,16,20,33,4439,4288,8727
505011070,59,100,155,21,12,36,0,3,0,0,0,0,8,9,12,1834,1642,3477,92,130,222,32,0,34,20,0,16,14,5,11,63,11,76,11,15,24,2151,1917,4069,39,45,91,0,0,0,0,0,0,39,39,84,4,9,13,3,0,3,88,95,180,0,0,0,0,0,0,6,0,6,4,0,4,0,0,0,9,0,8,18,4,21,110,99,210,20,25,40,0,0,0,0,0,0,19,25,45,150,258,410,302,437,738,7,10,17,2743,2740,5482
505011071,226,179,408,18,16,37,3,0,3,0,0,0,9,5,14,2462,2255,4720,131,185,312,57,3,61,12,0,12,17,3,22,60,10,73,10,20,34,3005,2683,5688,41,38,83,0,0,0,0,0,0,51,48,98,13,4,21,10,0,9,116,97,213,0,0,0,0,0,0,0,3,6,0,3,3,0,0,3,5,7,8,17,16,29,136,117,252,17,23,37,0,0,0,0,0,0,15,29,42,262,343,604,400,526,923,10,10,19,3828,3697,7530
505011072,201,170,368,16,9,25,0,0,0,0,0,0,4,7,9,2384,2279,4663,100,145,248,40,0,39,11,0,11,50,6,58,34,7,39,21,37,57,2863,2652,5515,139,56,199,0,0,0,0,0,0,47,59,111,10,6,15,14,3,16,211,128,339,0,0,0,0,0,0,3,8,9,0,6,4,0,0,0,7,8,12,26,7,34,241,149,389,25,24,48,0,0,0,0,0,0,29,24,49,382,468,849,367,550,917,8,10,17,3895,3851,7744
505011073,150,128,283,19,24,44,0,0,3,0,0,0,7,8,18,2188,2008,4202,100,124,221,32,0,32,13,0,13,27,6,35,58,8,70,21,20,37,2614,2335,4954,66,63,124,0,0,0,0,0,0,49,33,78,0,11,14,4,0,3,120,107,225,0,0,0,0,0,0,3,7,5,0,0,0,3,0,3,3,3,6,19,5,24,141,117,257,22,19,39,0,0,0,0,0,0,20,19,42,247,330,578,355,522,877,12,12,24,3394,3338,6734
505011074,86,105,192,27,16,47,0,0,0,0,0,0,13,5,16,1863,1660,3520,101,119,218,36,4,40,16,0,16,13,9,25,55,10,64,18,19,37,2230,1942,4172,29,26,53,0,0,0,0,0,0,28,25,57,4,3,7,4,3,10,70,57,131,0,0,0,0,0,0,0,4,4,0,3,4,0,0,0,0,3,9,14,11,31,88,76,165,13,10,23,0,0,0,0,0,0,13,10,23,192,274,458,284,374,657,10,10,15,2804,2680,5484
505011075,89,73,160,6,6,15,0,0,0,0,0,0,9,0,10,1836,1703,3541,84,112,195,32,0,32,10,3,13,13,0,18,24,5,25,19,27,46,2127,1928,4051,48,35,81,0,0,0,0,0,0,65,53,120,3,11,14,3,0,0,124,96,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,5,21,140,100,242,19,17,35,0,0,0,0,0,0,19,17,37,368,397,761,259,361,617,4,5,15,2913,2811,5724
505011076,139,116,259,16,0,18,0,0,4,0,0,0,0,0,0,1743,1614,3362,94,129,216,25,0,25,4,0,4,6,0,9,45,4,50,14,9,20,2084,1880,3964,26,16,42,0,0,0,0,0,0,56,34,89,14,6,24,3,0,3,98,59,153,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,5,0,5,6,11,18,114,67,185,11,9,28,0,0,0,0,0,0,15,9,28,286,328,610,251,348,600,12,11,18,2763,2640,5407
505011077,193,184,377,39,45,78,0,0,0,0,0,0,15,12,25,2222,1913,4144,126,147,273,33,3,38,21,0,24,28,4,33,72,7,77,97,129,228,2847,2447,5289,88,81,170,0,0,0,0,0,0,26,42,70,9,19,24,13,0,13,133,141,276,0,0,0,0,0,0,0,0,0,0,8,6,0,0,3,9,7,14,32,15,47,175,163,340,22,32,51,0,0,0,3,0,6,29,30,56,242,304,549,378,512,885,11,13,20,3679,3467,7142
505011078,170,131,298,18,10,26,0,0,0,0,0,0,8,9,18,2035,1957,3995,97,114,214,30,0,30,15,5,20,18,0,21,37,6,50,17,25,40,2455,2258,4716,48,41,88,0,0,0,0,0,0,52,42,95,4,7,14,12,3,15,114,94,211,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,4,4,13,19,6,23,142,104,244,22,14,43,0,0,0,0,0,0,22,14,43,288,322,610,293,487,783,9,7,13,3216,3189,6406
505011079,80,69,147,20,9,26,0,0,5,0,0,0,10,0,9,1933,1778,3706,77,108,186,35,0,35,13,0,13,15,4,15,48,4,52,33,20,49,2252,2001,4253,56,37,90,0,0,0,0,0,0,58,47,107,6,0,3,0,0,0,118,89,207,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,13,11,26,139,97,236,16,13,32,0,0,0,0,0,0,20,13,33,273,384,652,297,410,704,6,3,12,2983,2906,5894
505011080,85,67,149,6,8,19,0,0,0,0,0,0,6,3,10,1298,1254,2552,74,87,162,26,0,30,12,0,17,13,4,11,34,0,34,15,19,27,1571,1439,3017,30,14,42,0,0,0,0,0,0,50,31,79,12,7,17,5,0,5,95,51,144,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,10,13,8,27,109,63,175,16,6,16,0,0,0,0,0,0,14,6,24,195,237,435,218,302,521,8,8,17,2119,2060,4175
505011081,57,78,140,14,5,17,0,0,0,0,0,0,5,7,11,1462,1301,2765,65,67,134,34,0,34,9,0,9,15,3,15,42,4,47,11,21,29,1711,1491,3199,42,25,72,0,0,0,0,0,0,43,30,71,6,3,14,7,0,7,101,61,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,5,20,112,65,182,11,15,24,0,0,3,3,0,3,14,12,31,135,208,344,230,345,578,10,8,16,2215,2132,4343
505011082,65,58,125,8,5,11,0,0,0,0,5,5,8,0,8,1629,1463,3086,56,92,148,26,0,26,13,0,16,17,9,20,27,7,33,18,20,36,1862,1651,3508,43,27,74,0,0,0,0,0,0,47,35,81,3,7,9,4,0,0,105,72,169,0,0,0,0,0,0,6,0,6,0,0,0,4,0,4,8,0,8,9,8,18,117,78,196,11,19,31,0,0,0,0,0,0,16,17,28,296,331,628,246,349,593,8,12,15,2547,2428,4974
505011083,115,94,212,18,10,28,0,0,0,0,0,0,8,4,7,1613,1606,3226,75,87,158,29,0,29,8,3,15,17,0,14,37,3,44,16,10,28,1933,1821,3746,49,38,89,0,0,0,0,0,0,39,42,82,6,9,15,4,0,4,103,84,189,0,0,0,0,0,0,0,0,3,3,5,5,3,0,3,3,5,13,10,5,14,124,91,214,18,11,32,0,0,0,0,0,0,18,11,32,203,244,447,286,379,660,3,0,3,2561,2542,5109
505021084,70,92,161,63,76,140,0,0,0,0,0,0,20,13,30,2809,2490,5293,114,205,325,55,0,58,18,0,19,37,3,39,56,9,70,22,30,47,3262,2919,6183,61,69,129,0,0,0,0,0,0,25,36,61,3,8,13,3,6,6,94,114,207,0,0,0,0,0,0,3,6,10,7,5,7,0,5,7,9,18,27,32,16,46,131,148,285,17,16,31,0,0,4,0,0,0,26,20,41,243,323,563,342,497,840,16,9,30,4023,3920,7943
505021085,26,44,73,109,142,248,0,0,0,0,0,0,48,26,75,3548,2617,6174,190,301,493,47,0,47,25,0,24,14,0,17,70,20,95,17,14,36,4106,3175,7279,42,54,99,0,0,0,0,0,0,19,28,39,0,7,7,0,0,0,67,92,151,0,0,0,0,0,0,18,16,31,11,16,24,7,6,12,33,46,76,45,15,60,138,147,284,19,35,47,8,4,10,0,0,0,19,36,58,124,189,313,361,423,781,42,22,69,4790,3996,8781
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,132,128,252,66,72,138,0,0,0,0,0,0,21,16,37,3034,3197,6228,157,216,380,32,0,32,35,0,40,72,22,92,96,20,112,41,54,98,3689,3720,7405,155,125,282,0,0,0,0,0,0,48,66,118,5,10,18,3,0,3,219,208,422,0,0,0,0,0,0,8,4,15,3,5,12,3,0,7,15,21,33,38,11,54,270,241,506,22,11,41,0,0,0,0,0,0,27,18,46,358,496,854,440,721,1158,15,8,22,4795,5198,9992
505021089,160,124,282,25,22,48,0,0,0,0,0,0,16,7,24,3436,3228,6665,159,225,385,33,0,33,27,0,32,78,6,89,63,18,80,30,42,69,4041,3673,7712,129,66,193,0,0,0,0,0,0,82,63,149,12,14,31,5,0,12,231,148,382,0,0,0,0,0,0,5,7,11,3,0,4,0,0,0,6,10,19,25,25,54,268,187,454,23,18,39,0,3,8,0,3,3,23,24,44,623,635,1259,487,832,1316,14,12,28,5452,5357,10808
505021090,25,42,63,242,356,602,0,0,3,0,0,0,37,37,75,3669,2986,6653,182,295,472,38,0,38,29,5,38,30,7,31,86,24,110,25,29,47,4352,3780,8138,41,61,95,0,0,0,0,0,0,23,26,45,0,6,6,0,0,0,64,89,156,0,0,0,0,0,0,19,20,33,7,14,26,6,5,17,27,45,71,35,22,57,120,154,284,13,19,34,7,8,14,0,0,5,21,28,48,232,260,491,369,543,911,27,13,41,5123,4783,9900
505021091,7,3,11,0,0,3,0,0,0,0,0,0,0,0,0,51,41,91,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,4,3,8,67,57,128,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,8,16,0,0,0,81,79,162
505021092,58,79,144,76,61,139,0,0,0,0,0,0,22,14,31,3130,3308,6437,127,200,325,22,0,22,40,4,46,59,17,73,122,25,145,59,61,121,3708,3771,7482,130,111,242,0,0,0,0,0,0,64,74,139,9,7,13,0,0,0,203,188,396,0,0,0,0,0,0,4,8,10,6,0,5,0,3,5,9,12,19,45,16,59,255,217,473,11,17,23,8,0,4,0,0,0,12,20,34,437,566,1000,493,667,1155,27,16,36,4930,5257,10185
