SA2_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
507051312,3779,4377,8153,2178,1235,3415,379,1215,1597,195,210,397,139,174,307,2894,2829,5723,716,1346,2060,4.7,6.1,5.4,76.5,64.7,70.2,72.9,60.7,66.4,73,85,156,32,101,129,308,587,897,320,500,816,1234,855,2092,65,115,176,61,91,148,1359,1064,2420,4118,4480,8594,887,976,1865,2153,2317,4468,2336,2686,5020
507051313,8356,9659,18017,4856,2811,7674,966,2939,3908,384,378,763,310,370,679,6523,6503,13022,1577,2839,4417,4.8,5.7,5.2,78,67.3,72.3,74.3,63.5,68.5,199,234,433,90,233,317,681,1303,1984,795,1221,2013,2675,1812,4489,143,262,409,121,231,353,2939,2308,5248,9679,10543,20221,1712,1998,3708,6019,6505,12526,4380,5151,9537
507051314,706,771,1471,392,199,585,77,254,331,42,35,84,18,27,48,529,519,1049,144,226,365,3.8,5.6,4.7,75.6,67.3,71.3,72.8,63.5,67.9,17,18,29,9,20,27,35,74,112,64,98,163,242,172,417,7,16,20,15,19,34,268,204,468,766,826,1591,145,177,326,463,480,948,357,435,790
509011225,5791,6827,12616,2224,1442,3666,836,1738,2576,185,200,386,161,111,277,3404,3496,6896,2014,2965,4987,4.8,3.2,4,58.8,51.2,54.7,56,49.5,52.5,192,237,424,98,210,308,622,1093,1715,478,702,1185,1419,900,2325,113,176,288,78,146,224,1617,1226,2836,5251,6118,11374,1127,1310,2435,3272,3834,7113,2800,3281,6082
509011226,1558,1440,3000,628,331,966,227,450,681,75,66,143,41,30,71,976,886,1864,409,444,853,4,3.7,3.9,62.5,61.5,62.1,60,59.3,59.7,42,55,94,14,45,59,149,250,404,129,186,313,390,198,585,21,41,65,22,33,51,427,272,697,1475,1381,2862,248,261,509,1056,939,1996,594,616,1212
509011227,1882,2119,4002,808,459,1267,282,663,949,57,62,121,44,42,86,1193,1229,2424,624,813,1438,3.6,3.5,3.6,63.2,58.1,60.5,60.9,56.1,58.4,40,48,84,23,70,88,141,300,440,149,253,406,564,345,909,37,67,112,36,55,90,638,472,1114,1958,2151,4111,307,329,639,1329,1412,2741,829,959,1787
509011228,2491,2736,5230,756,450,1204,437,760,1201,97,113,204,57,44,99,1347,1361,2707,890,1104,1992,4.2,3.1,3.7,54,49.7,51.8,51.7,48.2,49.9,124,133,255,46,107,156,337,503,838,209,360,571,594,296,888,31,51,81,36,59,89,653,405,1061,2254,2443,4697,445,480,921,1508,1588,3091,1069,1203,2275
509011229,1187,1018,2202,688,295,978,115,282,397,39,46,87,15,22,39,858,639,1501,225,285,512,1.7,3.6,2.5,72.4,62.8,68,71.2,60.5,66.3,9,18,23,7,21,31,89,165,249,68,87,154,269,130,399,15,16,29,16,19,35,298,165,463,1127,979,2110,208,183,390,773,643,1420,462,437,899
509011230,1853,1752,3608,834,421,1258,214,412,628,68,64,135,54,49,102,1179,946,2125,474,629,1104,4.8,5.1,4.9,63.5,54,58.9,60.4,51.3,56,17,25,43,14,35,44,89,159,248,70,122,186,384,205,593,41,50,98,25,33,64,456,290,745,1718,1641,3359,285,279,562,1221,1124,2345,660,674,1334
509011231,1626,1500,3122,824,357,1181,173,410,587,77,65,139,28,19,52,1107,862,1965,367,476,850,2.7,2.7,2.7,67.9,57.3,62.8,66.1,55.8,61.1,15,18,31,9,26,35,105,240,345,94,126,222,320,182,500,25,33,56,28,21,49,372,238,607,1615,1460,3076,204,197,396,1195,1065,2262,506,516,1017
509011232,1664,1317,2982,518,271,786,210,419,629,80,49,125,32,19,50,840,757,1599,773,523,1293,3.9,2.5,3.3,50.6,57.3,53.6,48.6,55.9,51.8,44,48,89,22,48,76,143,212,356,116,166,281,423,171,591,18,28,45,30,44,76,470,244,713,1373,1315,2688,172,181,348,1011,967,1980,468,469,934
509011233,4199,4452,8648,1843,1004,2844,602,1328,1933,157,164,318,134,91,225,2732,2594,5326,1252,1638,2888,4.8,3.6,4.2,65.1,58.3,61.6,62,56.2,59,37,47,83,31,73,97,204,458,665,253,480,735,1301,793,2093,94,128,225,49,109,161,1448,1030,2483,4352,4479,8829,734,751,1482,2893,2939,5837,1868,2031,3898
509011234,2188,2130,4320,837,416,1250,266,520,786,101,91,196,42,43,85,1247,1077,2325,730,835,1569,3.5,4.2,3.8,57,50.5,53.8,55,48.4,51.8,34,35,69,14,39,53,154,253,404,124,224,343,486,317,803,37,66,101,37,47,85,564,424,986,2049,1977,4027,257,278,535,1422,1377,2801,777,791,1569
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,2278,2318,4591,1100,600,1700,225,631,859,121,95,212,58,52,109,1502,1377,2879,623,787,1411,3.9,3.8,3.8,65.9,59.4,62.7,63.4,57.2,60.3,24,45,70,15,47,62,125,262,390,169,268,428,752,355,1102,26,60,87,32,64,93,808,476,1283,2245,2280,4522,361,372,738,1656,1653,3307,830,891,1715
509021237,1603,1509,3110,671,255,920,132,344,478,43,56,100,47,23,70,889,682,1571,498,607,1103,5.2,3.4,4.4,55.7,45.1,50.5,52.8,43.6,48.3,14,19,31,5,21,32,67,157,228,63,83,147,348,171,526,24,28,45,15,30,48,388,233,618,1423,1345,2765,187,185,377,1051,987,2044,473,458,932
509021238,1613,1432,3044,802,325,1126,154,393,545,56,55,111,28,34,64,1038,810,1848,436,505,941,3,4.4,3.6,64.1,56.6,60.6,62.2,54.1,58.4,13,12,27,6,24,28,80,145,224,58,127,188,370,192,564,28,46,70,18,24,44,411,262,679,1573,1407,2983,200,189,387,1179,1048,2219,506,482,987
509021239,4024,3708,7730,1503,849,2352,468,875,1346,229,165,398,99,63,159,2301,1949,4251,1296,1443,2734,4.4,3,3.8,57.3,52.5,55,54.8,50.9,52.9,57,69,129,22,76,95,216,420,638,266,360,626,1116,406,1513,38,64,102,61,88,151,1211,557,1771,3449,3153,6605,708,715,1422,2442,2194,4634,1531,1495,3020
509021240,2105,1846,3951,978,446,1425,193,454,649,61,66,129,56,33,91,1288,1001,2288,487,611,1094,4.4,3.6,4,61.1,54.3,57.9,58.4,52.3,55.6,35,20,61,14,41,51,104,224,323,73,132,203,497,197,695,28,58,90,22,40,62,549,294,847,1849,1729,3578,300,267,565,1344,1215,2555,697,656,1354
509021241,1902,1707,3613,973,447,1418,172,444,613,64,52,113,47,27,73,1253,971,2219,376,517,891,3.8,2.9,3.4,65.8,56.7,61.5,63.4,55,59.4,16,33,48,10,24,40,100,228,330,68,124,195,402,178,580,14,42,58,25,24,46,436,246,685,1756,1625,3383,202,216,411,1284,1111,2394,588,632,1219
509021242,2212,1221,3436,1118,360,1481,138,216,354,81,68,156,31,25,58,1370,672,2042,299,368,668,2.3,3.4,2.7,62,55,59.5,60.5,53.2,57.9,17,11,29,13,18,37,99,136,239,97,98,194,497,148,645,28,22,52,22,28,45,548,202,745,1549,1025,2573,294,167,462,1106,703,1808,655,428,1088
509021243,4528,4550,9077,1658,1043,2700,437,1039,1484,146,128,277,163,131,288,2407,2343,4749,1694,1794,3490,6.7,5.5,6.1,53.1,51.5,52.3,49.6,48.7,49.2,67,77,147,39,83,124,217,399,614,203,362,567,1083,586,1664,62,142,203,66,86,155,1213,812,2026,4012,4262,8275,667,709,1381,2819,2950,5764,1597,1779,3383
509021244,1887,1871,3760,650,385,1035,197,410,602,79,62,143,65,44,110,987,907,1893,681,781,1463,6.4,5.2,5.8,52.3,48.3,50.3,48.9,45.8,47.4,37,46,83,21,51,67,108,176,288,122,223,345,548,254,806,16,38,56,26,45,70,593,343,933,1690,1668,3360,240,261,507,1245,1219,2465,628,637,1268
509021245,2164,2173,4337,705,401,1107,237,479,711,98,92,192,73,50,127,1113,1022,2137,825,948,1776,6.5,5.3,5.9,51.4,47.1,49.3,48.1,44.6,46.4,30,45,74,17,55,71,147,243,390,146,230,369,507,252,758,21,34,58,48,46,91,574,332,908,1961,2001,3955,266,278,544,1450,1448,2906,690,756,1448
509031246,1436,1375,2816,662,301,965,122,324,444,55,43,95,50,29,75,878,701,1579,423,556,986,5.4,4.1,4.9,61.4,50.7,56.2,58.1,48.6,53.4,11,15,25,9,27,35,71,158,229,58,131,189,322,174,496,19,33,55,21,40,58,363,244,610,1347,1288,2635,193,207,400,998,914,1915,457,504,956
509031247,2059,1540,3595,1227,457,1683,178,416,594,90,77,167,33,16,48,1526,967,2496,259,391,651,2.1,1.7,1.9,74.1,63,69.3,72.5,61.9,68,17,14,31,8,29,34,118,262,385,104,148,253,474,163,642,28,22,49,24,31,55,526,219,743,1867,1469,3340,257,212,466,1373,1089,2460,635,476,1108
509031248,1236,965,2194,626,249,882,123,204,327,103,63,166,23,22,50,876,546,1420,269,341,602,3,4.8,3.7,71,56.8,64.8,68.9,54.1,62.4,26,18,41,10,19,29,96,116,212,72,84,158,398,130,532,15,32,49,21,20,36,435,185,621,1142,884,2019,229,199,425,759,594,1345,545,435,980
509031249,1805,1861,3662,726,462,1193,211,425,637,58,57,117,72,51,116,1073,992,2066,536,663,1197,6.5,4.8,5.7,59.5,53.4,56.4,55.6,50.8,53.2,23,21,47,27,36,66,136,233,371,90,170,262,422,236,658,18,39,58,15,29,46,457,307,768,1565,1660,3221,347,342,695,1114,1141,2255,712,762,1476
509031250,1933,1855,3786,889,416,1299,194,518,716,67,67,138,38,22,62,1190,1029,2220,549,637,1189,3.1,2.4,2.8,61.7,55.4,58.6,59.8,54.1,57,12,30,45,12,40,52,114,239,358,105,141,249,431,227,660,25,39,63,18,38,52,474,301,779,1899,1751,3648,210,236,444,1442,1314,2758,564,579,1144
510011262,7884,8809,16695,2938,2479,5411,762,1601,2358,595,675,1270,183,156,336,4476,4909,9387,2186,2513,4699,4.1,3.2,3.6,56.8,55.8,56.2,54.5,54,54.2,254,393,646,113,339,449,927,1609,2536,646,916,1560,1949,863,2814,81,183,263,129,167,293,2154,1211,3367,6627,6989,13619,1553,1949,3503,4178,4291,8471,3516,4173,7698
510011263,3823,3607,7434,1013,823,1834,228,312,537,266,262,528,76,67,143,1582,1455,3036,1585,1535,3124,4.8,4.4,4.6,41.3,40.3,40.9,39.4,38.6,39,80,126,206,48,89,140,257,444,705,195,202,399,725,288,1010,38,94,139,46,68,112,805,455,1259,3124,3015,6142,620,623,1248,2183,2048,4230,1303,1343,2645
510011264,1978,1929,3901,461,344,802,105,148,258,121,135,256,161,99,263,850,728,1576,796,944,1740,19,14.1,16.7,43,37.8,40.4,34.8,32.4,33.6,57,64,118,27,45,76,128,210,343,89,88,172,332,154,491,31,34,65,25,34,59,393,218,612,1824,1795,3618,282,323,605,1320,1321,2635,628,645,1277
510011265,4680,4304,8989,1769,1223,2993,307,545,854,442,394,834,97,61,163,2612,2229,4841,1301,1457,2756,3.7,2.8,3.3,55.8,51.7,53.8,53.7,50.3,52.1,148,174,329,62,139,203,480,759,1237,331,382,713,1178,441,1621,62,75,136,58,83,143,1302,593,1897,3735,3519,7257,951,977,1924,2395,2237,4634,2028,2011,4039
510011266,2047,2051,4095,349,301,650,119,170,289,240,277,513,60,65,122,774,805,1578,1084,1063,2150,7.9,7.7,7.8,37.6,39.3,38.4,34.6,36.2,35.4,56,73,130,32,64,92,171,308,483,142,200,346,525,202,726,24,36,60,30,48,81,582,286,870,1873,1855,3728,327,379,703,1430,1403,2829,674,711,1387
510021267,12391,3356,15746,5811,1299,7113,480,199,682,578,203,782,101,70,173,6977,1775,8753,648,639,1289,1.4,4,2,56.3,52.9,55.6,55.5,50.8,54.5,243,91,336,75,44,121,736,320,1065,599,249,847,3263,413,3677,140,83,228,81,43,123,3491,535,4025,6312,1959,8271,1567,693,2259,4104,1271,5374,3635,1309,4940
510021268,2132,1577,3711,1428,747,2176,135,277,414,130,92,227,28,33,64,1726,1155,2878,113,232,345,1.6,3.1,2.2,80.8,73.3,77.6,79.5,71,75.9,44,44,87,13,26,41,169,226,402,136,157,287,773,270,1039,36,40,80,21,33,55,841,340,1177,1766,1308,3077,549,527,1077,789,472,1259,1331,1208,2542
510021269,2551,1786,4339,1454,716,2175,144,273,413,137,124,269,27,24,51,1767,1144,2904,234,344,574,1.6,2.1,1.8,69.3,63.8,67,68.1,62.4,65.8,71,93,160,30,49,78,233,361,597,257,169,426,825,223,1041,21,32,57,42,38,80,883,290,1178,1822,1383,3209,614,529,1140,847,530,1379,1434,1227,2661
510021270,5936,4149,10082,2901,1466,4369,360,711,1071,275,201,472,141,106,248,3673,2485,6164,590,924,1513,3.9,4.2,4,61.9,59.9,61.1,59.5,57.4,58.6,84,63,145,39,70,114,267,466,734,309,340,647,1711,556,2269,63,129,193,50,61,110,1824,750,2577,4143,3308,7450,1274,1192,2467,1863,1346,3213,3108,2794,5901
510031271,9528,4149,13677,4799,1417,6211,420,536,959,589,330,919,65,54,115,5867,2340,8203,708,889,1601,1.1,2.3,1.4,61.6,56.3,60,60.9,55,59.1,199,115,309,63,81,144,600,572,1172,599,385,984,2869,579,3447,102,84,183,67,75,143,3037,732,3772,5757,2933,8688,1563,966,2526,3352,1466,4821,3683,2190,5872
510031272,8575,6346,14920,4786,2376,7158,595,1367,1968,426,296,721,139,129,268,5940,4169,10110,698,1180,1875,2.3,3.1,2.6,69.2,65.8,67.8,67.7,63.7,66,217,228,448,86,190,280,672,1049,1720,583,599,1182,2723,887,3615,122,170,296,90,117,209,2937,1180,4116,6476,5239,11714,2006,1857,3863,3090,2296,5387,4763,4246,9007
510031273,4733,2244,6983,1841,611,2448,205,335,537,214,133,348,54,45,96,2315,1113,3430,766,654,1419,2.3,3.9,2.8,48.8,49.7,49.1,47.7,47.7,47.7,63,38,106,33,53,80,234,235,470,238,190,434,1200,294,1500,48,54,101,36,35,71,1279,390,1670,2755,1716,4467,653,485,1140,1721,1009,2735,1510,1062,2575
511011274,4824,4907,9731,2239,1159,3400,476,1267,1742,210,184,395,96,71,167,3023,2669,5696,1238,1768,3007,3.2,2.5,2.9,62.7,54.4,58.5,60.7,53.1,56.8,69,70,143,33,107,141,287,585,873,249,432,685,1321,665,1977,62,127,187,49,88,137,1427,879,2302,4402,4494,8895,847,859,1710,2979,3003,5982,1983,2095,4085
511011275,2176,1445,3623,1252,412,1663,154,364,511,110,77,182,31,21,51,1537,873,2408,346,446,788,2,2.4,2.1,70.6,60.1,66.4,69.2,58.6,65,26,31,57,13,23,37,155,215,369,122,132,256,590,193,782,29,37,65,19,35,53,643,263,896,1799,1338,3133,385,288,678,1174,830,2009,893,670,1567
511021276,2706,2511,5220,793,626,1422,211,360,573,167,139,306,82,51,129,1251,1172,2421,1005,973,1976,6.3,4,5.2,46.1,46.8,46.4,43.2,44.9,44,49,51,91,26,41,67,166,285,450,150,206,358,623,239,862,35,49,80,41,44,85,697,330,1032,2223,2105,4325,393,366,759,1583,1467,3047,896,896,1792
511021277,5214,5022,10232,1488,934,2423,414,827,1242,803,712,1510,68,56,123,2770,2522,5299,1953,2037,3988,2.5,2.2,2.3,53.2,50.3,51.7,51.9,49.2,50.5,155,200,358,65,156,218,596,899,1498,484,540,1021,1607,592,2205,50,98,149,80,121,205,1734,814,2552,4524,4231,8761,854,919,1778,3212,2942,6149,1955,1999,3957
511031278,3276,2570,5845,1499,795,2291,239,535,775,123,74,201,89,65,155,1953,1469,3424,715,682,1396,4.6,4.4,4.5,59.6,57.1,58.5,56.9,54.7,55.9,29,23,52,10,29,41,104,144,250,82,166,252,856,388,1245,50,64,117,35,43,80,946,497,1441,2532,2216,4746,551,470,1020,1621,1360,2983,1279,1137,2420
511031279,6032,5068,11095,3534,1922,5455,478,1117,1591,246,196,444,145,100,246,4406,3337,7743,806,1203,2010,3.3,3,3.2,73,65.9,69.8,70.6,63.9,67.5,187,166,353,47,102,151,470,671,1145,320,389,708,1770,690,2461,86,127,215,60,98,156,1915,921,2834,5150,4583,9740,1335,1176,2509,3201,2739,5941,2840,2622,5461
511031280,3307,3211,6520,2152,1320,3468,254,748,1001,127,142,279,76,65,139,2613,2272,4883,483,745,1233,2.9,2.8,2.8,79,70.7,74.9,76.8,68.8,72.8,139,144,278,44,96,138,347,532,883,178,296,466,1120,435,1554,48,88,140,49,67,117,1215,594,1810,3149,3059,6215,872,825,1692,1866,1714,3575,1856,1875,3736
511031281,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,3524,1939,5460,1469,534,2000,175,251,427,141,78,222,66,45,106,1850,907,2758,488,534,1020,3.5,4.9,3.9,52.6,46.7,50.5,50.8,44.4,48.5,54,25,84,20,31,53,176,126,303,125,114,239,794,201,998,34,39,77,23,30,53,860,275,1129,2091,1338,3428,535,370,903,1373,845,2215,1146,775,1924
511031283,7240,2512,9748,2708,738,3444,286,209,498,304,91,397,92,58,150,3394,1092,4482,604,666,1265,2.7,5.2,3.3,46.9,43.5,46,45.6,41.2,44.5,125,50,169,32,44,77,424,211,629,282,133,414,1396,207,1598,65,37,101,36,32,73,1497,276,1770,3491,1595,5093,815,457,1266,2344,1113,3462,1846,845,2690
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,5004,5456,10468,1753,1163,2915,610,1191,1804,183,174,364,209,158,367,2752,2688,5444,1612,2190,3803,7.6,5.7,6.7,55,49.2,52,50.8,46.4,48.5,118,113,221,51,116,163,319,628,949,288,500,787,1288,683,1975,105,151,257,58,85,145,1442,929,2373,4302,4671,8977,865,979,1843,2863,3027,5888,2033,2345,4378
511041286,2976,2969,5943,1133,647,1782,342,774,1118,127,110,237,145,105,250,1748,1638,3385,926,1022,1944,8.1,6.4,7.3,58.7,55.1,56.9,53.9,51.6,52.8,13,36,46,18,44,64,91,220,310,121,240,356,863,476,1345,48,97,150,39,58,96,956,631,1591,2811,2900,5715,348,386,735,2026,2039,4061,946,1069,2012
511041287,3079,3330,6409,1484,884,2367,320,937,1256,144,152,292,89,75,162,2036,2045,4080,828,1068,1890,4.3,3.6,3.9,66.1,61.4,63.7,63.3,59.2,61.1,35,61,93,24,88,109,161,424,587,212,359,575,995,548,1545,61,104,165,43,83,127,1101,730,1834,3192,3279,6468,556,637,1191,2055,2090,4148,1454,1591,3042
511041288,3664,4069,7736,1921,1156,3077,466,1275,1738,128,141,265,111,94,203,2623,2661,5280,878,1201,2079,4.1,3.5,3.8,71.5,65.4,68.3,68.6,63.1,65.7,92,112,206,50,145,196,311,601,914,302,408,711,1109,645,1749,70,121,194,46,93,141,1221,864,2088,3796,4073,7872,729,771,1503,2482,2653,5129,1769,1943,3710
511041289,1671,1654,3328,547,300,853,157,365,524,87,66,159,36,32,62,829,765,1589,614,718,1336,4.1,3.7,3.9,49.3,46.2,47.8,47.3,44.5,45.9,24,19,43,10,32,47,94,153,252,85,153,238,448,186,636,27,39,61,17,22,39,494,249,743,1452,1503,2961,207,221,424,1077,1084,2157,529,585,1110
511041290,4764,1871,6636,1917,518,2437,198,132,329,224,96,317,45,32,77,2378,779,3157,488,487,979,1.8,4.1,2.4,49.9,41.7,47.6,49,40,46.5,83,39,120,32,37,70,320,203,519,230,124,355,1010,193,1204,43,39,82,25,35,59,1083,262,1343,2446,1131,3574,577,289,864,1622,703,2330,1324,649,1967
511041291,2322,1636,3955,978,380,1357,133,321,454,89,64,151,42,28,66,1244,787,2032,495,518,1017,3.2,3.4,3.3,53.6,48.2,51.3,51.8,46.5,49.6,33,26,60,8,51,57,127,175,299,114,131,243,522,178,697,19,35,58,33,33,63,572,245,821,1696,1295,2990,277,234,505,1244,924,2172,638,521,1158
511041292,3027,2862,5888,957,500,1458,323,572,896,229,186,417,81,45,123,1584,1309,2891,1029,1165,2193,5.1,3.4,4.4,52.4,45.7,49.2,49.8,44.2,47,45,57,104,26,50,76,190,359,547,158,255,406,772,317,1084,32,41,77,48,64,111,853,423,1275,2637,2467,5097,391,384,770,2028,1878,3902,882,851,1733
597979799,2854,392,3249,1339,139,1478,54,20,77,115,31,147,7,0,7,1525,190,1711,87,81,165,0.6,0.5,0.6,53.3,48.1,52.7,53,47.8,52.4,43,16,55,15,15,31,208,68,277,257,34,292,659,43,703,22,9,28,39,4,41,722,57,776,1324,213,1540,286,55,345,925,147,1067,678,129,801
