SAL_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
SAL51514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,3,0,0,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,5,0,9,0,0,9,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29
SAL51515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,23
SAL51516,0,5,0,0,5,0,11,0,0,11,0,3,0,0,3,0,3,0,0,7,0,9,0,0,13,0,8,3,0,11,0,5,0,0,3,0,9,0,0,11,0,4,5,0,9,6,0,0,0,6,0,0,0,0,0,3,51,14,0,65,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,0,0,0,0,0,0,5,0,0,8,0,12,0,0,6,0,8,0,0,10,0,3,0,0,9,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,8,36,5,0,59,0,7,0,0,7,0,9,0,0,11,0,13,0,0,13,0,5,0,0,6,0,16,5,0,18,0,17,3,0,17,0,11,0,0,14,4,13,5,0,21,0,0,0,0,7,9,0,0,0,7,0,0,0,0,0,17,89,23,0,122
SAL51517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,4,0,17
SAL51518,0,9,0,0,11,0,15,8,0,19,0,6,6,0,4,0,3,3,0,5,0,11,6,0,13,0,12,4,0,16,0,26,8,0,33,0,27,8,0,35,4,22,4,0,27,0,17,0,0,18,0,3,0,0,0,3,144,44,0,191,0,10,0,0,10,0,12,3,0,14,0,9,8,0,11,0,0,0,0,4,0,12,5,0,15,5,12,3,0,21,0,25,8,0,38,0,21,3,0,22,0,18,3,0,25,0,9,3,0,14,0,0,0,0,0,7,135,40,0,183,0,19,0,0,20,0,27,7,0,39,0,11,8,0,17,0,11,5,0,14,0,23,7,0,32,5,26,5,0,33,3,53,20,0,69,0,46,16,0,59,4,41,9,0,52,7,25,4,0,35,0,4,0,0,4,10,281,82,0,371
SAL51519,4,249,5,0,260,9,255,6,0,275,4,83,3,0,91,0,112,0,0,120,5,377,16,5,398,0,345,0,0,347,3,208,0,0,212,0,131,3,0,133,6,102,3,0,110,9,28,0,0,33,0,8,0,0,8,47,1905,40,5,1996,0,249,7,0,255,9,267,8,0,281,0,93,3,0,96,0,118,4,0,115,5,469,9,0,481,3,387,7,0,396,7,206,3,0,212,3,183,3,0,197,13,123,0,0,128,10,21,0,0,33,6,0,0,0,4,52,2099,47,0,2201,4,504,13,0,510,24,520,11,0,554,5,175,4,0,187,0,226,4,0,237,5,844,26,5,881,3,732,11,0,747,7,412,4,0,419,10,313,6,0,326,20,219,0,0,243,16,48,0,0,64,3,8,0,0,16,97,4008,88,5,4194
SAL51520,0,7,0,0,7,0,3,0,0,3,0,0,0,0,0,0,3,0,0,6,0,5,0,0,5,0,4,0,0,4,0,0,0,0,0,0,9,0,0,9,0,6,0,0,6,0,3,0,0,3,0,0,0,0,0,0,30,0,0,35,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,0,0,24,0,3,0,0,7,0,3,0,0,3,0,0,0,0,0,0,4,0,0,5,0,5,0,0,7,0,8,0,0,8,0,3,0,0,3,0,7,0,0,7,0,9,0,0,9,0,6,0,0,6,0,5,0,0,5,0,52,3,0,53
SAL51521,6,147,0,0,150,27,360,20,0,410,7,134,11,0,152,4,83,4,0,88,9,200,12,0,216,8,287,16,0,308,0,234,6,0,244,7,166,9,0,182,5,98,3,0,114,9,58,0,0,71,6,9,5,0,13,78,1779,89,6,1947,0,160,17,0,181,9,353,17,0,377,3,137,11,0,152,4,93,6,0,98,4,267,14,0,281,6,321,9,0,345,5,280,7,0,297,6,176,12,0,191,7,130,12,0,147,20,62,16,0,96,9,19,0,0,24,77,1999,119,0,2200,3,310,15,0,331,33,712,34,0,789,11,274,28,0,305,9,171,11,0,191,14,466,22,0,501,19,611,30,0,650,10,512,17,0,534,11,345,20,0,371,15,229,12,0,265,31,119,20,5,168,13,32,4,0,40,157,3775,207,9,4148
SAL51522,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,6,0,13,0,0,13,0,16,9,0,20,0,0,0,0,0,0,0,0,0,3,4,48,11,0,62,0,4,0,0,4,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,9,5,0,11,3,7,3,0,15,0,9,0,0,14,0,7,0,0,11,0,0,0,0,0,3,53,11,0,69,0,3,0,0,5,0,11,6,0,14,0,3,0,0,3,0,4,0,0,4,0,0,0,0,4,0,12,0,0,14,0,12,0,0,15,3,21,3,0,25,0,28,10,0,37,3,9,0,0,8,3,0,0,0,4,6,101,22,0,132
SAL51523,0,3,0,0,3,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,22,4,0,27,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,0,0,22,0,4,0,0,4,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,4,0,9,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,41,4,0,43
SAL51524,0,6,0,0,5,0,10,0,0,10,0,4,0,0,4,0,5,0,0,5,0,5,0,0,11,0,9,0,0,15,0,0,0,0,0,0,11,0,0,11,0,8,0,0,10,0,7,0,0,8,0,0,0,0,0,4,57,5,0,69,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,7,0,0,7,0,0,4,0,4,0,9,0,0,9,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,54,3,0,58,0,10,0,0,11,0,20,0,0,20,0,0,0,0,3,0,3,0,0,3,0,15,0,0,14,0,17,0,0,17,0,3,4,0,6,0,19,0,0,19,0,7,0,0,15,0,10,0,0,8,0,0,0,0,0,3,114,7,0,126
SAL51525,0,71,5,0,77,8,234,9,0,246,3,118,3,0,126,5,67,0,0,71,3,138,6,0,145,0,185,3,0,187,0,201,3,0,209,10,250,3,0,266,20,288,5,0,314,10,122,4,0,136,13,13,0,0,28,86,1681,41,0,1814,0,106,0,0,110,5,259,6,0,277,0,105,0,0,107,0,100,0,0,98,0,165,0,0,169,4,241,9,0,254,14,267,5,0,288,12,271,3,0,285,24,292,9,3,325,11,99,3,0,111,6,16,0,0,25,80,1925,40,9,2048,0,176,5,0,184,15,490,16,0,528,6,224,3,0,241,5,165,0,0,172,3,306,6,0,315,10,428,14,0,447,14,467,7,0,490,18,525,3,0,553,44,584,15,3,642,20,222,10,0,247,19,32,0,0,49,162,3610,78,9,3857
SAL51526,5,330,23,0,358,55,718,32,0,803,10,293,10,0,318,10,305,13,0,330,22,642,26,3,699,11,722,34,0,772,25,623,31,0,676,36,598,23,0,660,56,581,18,0,652,40,297,17,0,352,50,52,18,0,116,331,5157,250,10,5742,0,331,6,3,340,25,661,28,0,712,13,283,10,0,306,9,311,13,0,334,19,692,22,0,735,20,745,33,5,803,24,661,26,0,703,41,679,26,0,745,74,586,19,0,686,104,282,26,0,411,118,78,52,0,254,449,5311,261,15,6029,14,660,33,3,700,79,1376,60,0,1518,24,578,17,0,618,23,615,31,0,663,44,1336,54,9,1442,31,1470,66,5,1571,51,1277,50,0,1380,79,1282,46,0,1408,123,1174,42,0,1340,146,578,42,0,760,168,125,71,0,370,769,10464,506,25,11771
SAL51527,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,5,0,0,5,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,22,0,4,0,0,3,0,4,0,0,4,0,0,0,0,0,0,8,0,0,8,0,12,3,0,13,0,3,0,0,3,0,3,0,0,3,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,58
SAL51528,0,3,0,0,3,0,17,0,0,20,0,14,3,0,13,0,3,0,0,3,0,14,0,0,13,0,17,9,0,20,0,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,16,0,94,0,6,0,0,6,0,15,0,0,15,0,9,0,0,9,0,6,0,0,6,0,21,3,0,23,0,14,0,0,13,4,10,0,0,17,3,12,0,0,17,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,14,93,3,0,113,0,11,0,0,11,0,34,0,0,39,0,25,3,0,30,0,12,0,0,9,0,29,3,0,33,0,30,9,0,35,4,13,0,0,19,3,17,0,0,29,4,3,0,0,3,0,0,0,0,3,0,0,0,0,0,15,170,22,0,207
SAL51529,0,5,0,0,5,0,5,0,0,5,0,4,0,0,4,0,8,0,0,8,0,7,0,0,6,0,6,0,0,5,0,3,0,0,3,0,10,0,0,17,0,13,0,0,14,0,3,0,0,4,0,0,0,0,0,5,65,0,0,73,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,8,0,0,8,0,13,0,0,13,0,13,0,0,12,0,7,0,0,7,0,8,0,0,8,0,0,0,0,0,0,65,0,0,64,0,3,0,0,3,0,15,0,0,15,0,7,0,0,7,0,7,0,0,7,0,9,0,0,7,0,13,0,0,13,0,19,0,0,19,0,27,0,0,33,0,24,0,0,21,0,7,0,0,6,0,0,0,0,0,3,125,0,0,129
SAL51530,0,23,0,0,23,0,36,3,0,37,0,16,0,0,21,0,25,0,0,20,0,44,3,0,48,0,42,0,0,42,0,29,0,0,32,0,19,0,0,18,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,6,229,20,0,251,0,19,0,0,15,0,25,6,0,30,0,14,8,0,22,0,30,0,0,31,0,40,0,0,42,0,41,0,0,43,0,34,0,0,36,3,24,0,0,28,0,5,0,0,8,0,0,0,0,6,0,0,0,0,0,6,237,20,0,263,0,37,0,0,42,0,63,9,0,65,0,33,8,0,37,0,53,6,0,58,0,84,9,0,91,0,79,5,0,80,0,67,0,0,68,3,39,4,0,48,0,13,0,0,17,0,0,0,0,3,0,0,0,0,0,10,465,38,0,513
SAL51531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,5,0,0,5,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,5,0,28
SAL51532,0,4,0,0,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,5,0,5,0,0,5,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,24,0,0,24,0,4,0,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,31,0,9,0,0,9,0,6,0,0,5,0,3,0,0,3,0,0,0,0,0,0,11,0,0,11,0,11,0,0,11,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,52,0,0,58
SAL51533,0,29,0,0,29,0,23,3,0,29,0,28,0,0,30,0,16,0,3,20,0,38,0,0,39,5,29,0,0,33,0,20,10,0,34,4,10,0,0,12,0,8,0,0,7,0,4,0,0,10,0,0,0,0,0,12,203,18,3,241,0,18,0,0,18,0,29,0,0,29,0,13,0,0,13,0,30,3,0,36,0,37,4,6,41,0,28,5,0,26,0,24,6,0,32,0,14,3,0,17,7,10,0,0,14,4,4,5,0,9,0,0,0,0,0,9,216,20,6,250,0,45,0,0,45,0,59,3,0,57,0,38,0,0,39,0,45,6,3,54,0,75,5,6,84,5,57,5,0,64,0,47,11,0,62,3,19,0,0,32,5,19,0,0,26,4,7,12,0,15,0,0,0,0,0,16,424,47,6,485
SAL51534,8,344,17,0,370,58,670,40,0,768,22,296,19,0,340,11,279,8,0,299,18,591,27,0,649,15,557,25,0,599,29,548,20,0,600,60,632,23,0,717,37,327,18,3,383,62,173,5,0,232,23,36,5,0,64,351,4457,205,10,5018,3,301,19,0,325,38,670,48,0,755,11,330,17,0,356,6,301,11,0,323,18,627,27,0,666,16,631,28,0,676,34,671,21,0,731,59,657,12,0,728,60,409,9,0,477,54,209,12,0,274,44,32,5,0,78,344,4830,205,4,5388,11,650,33,0,691,99,1340,86,0,1524,37,630,39,0,693,21,578,22,0,629,38,1217,52,0,1312,31,1190,52,0,1274,63,1226,41,0,1331,122,1289,37,3,1444,94,735,26,3,861,118,382,11,0,511,64,69,7,0,142,690,9291,413,17,10404
SAL51535,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,7,0,4,0,0,4,0,7,0,0,7,0,0,0,0,4,0,0,0,0,0,0,26,0,0,28,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,20,0,5,0,0,5,0,3,0,0,3,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,8,5,0,7,0,7,0,0,7,0,5,0,0,5,0,8,0,0,8,0,3,0,0,0,0,0,0,0,0,0,49,5,0,48
SAL51536,0,52,0,0,62,10,151,7,0,165,3,64,9,0,72,0,58,4,0,68,0,100,10,0,109,3,116,9,0,130,4,146,12,0,167,11,179,12,0,198,12,176,9,0,199,15,71,12,0,101,14,24,10,0,40,76,1140,89,0,1308,0,76,9,0,79,6,171,10,0,182,0,73,7,0,76,0,48,0,0,53,5,119,9,0,131,5,145,8,0,161,8,167,17,0,192,9,190,5,0,201,15,172,5,0,190,26,66,14,0,112,13,12,18,0,45,98,1237,93,0,1431,0,133,10,0,142,16,316,14,0,345,3,138,15,0,157,0,111,5,0,118,6,222,15,0,247,9,264,16,0,284,13,316,31,0,359,22,360,16,0,399,31,346,15,0,387,49,141,27,0,213,28,38,29,0,93,171,2381,179,0,2733
SAL51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14
SAL51538,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,6,0,8,0,6,0,0,3,0,0,0,0,0,0,0,3,0,8,0,6,0,0,8,0,0,0,0,3,0,4,3,0,11,0,0,3,0,4,0,25,13,0,42,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,3,0,10,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,18,10,0,33,0,8,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,5,0,4,0,3,3,0,7,0,5,0,0,5,0,3,3,0,7,0,16,5,0,19,0,3,0,0,7,0,4,3,0,10,0,0,5,0,6,0,46,27,0,71
SAL51539,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,4,0,17,0,6,0,0,6,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,18,9,0,23
SAL51540,0,23,0,0,23,0,50,0,0,57,0,34,0,0,34,0,13,0,0,13,0,21,0,0,23,0,44,0,0,48,0,57,0,0,59,0,39,3,0,42,0,51,6,0,46,3,12,3,0,17,0,7,0,0,8,13,345,13,0,373,0,11,0,0,11,0,68,9,0,75,0,25,0,0,27,0,7,0,0,7,0,30,0,0,33,0,48,0,0,52,0,59,0,0,61,0,43,3,0,49,4,32,0,0,41,0,15,3,0,27,0,0,0,0,5,15,352,21,0,381,0,38,0,0,38,3,116,4,0,131,0,58,0,0,61,0,21,0,0,21,0,52,4,0,58,0,91,3,0,96,0,117,3,0,119,0,89,6,0,93,4,81,4,0,90,6,26,9,0,43,6,7,0,0,8,28,698,35,0,756
SAL51541,3,104,0,0,110,9,189,6,0,203,4,100,3,0,106,3,99,7,0,114,4,206,5,0,214,6,239,11,0,253,7,207,7,3,219,7,184,0,0,191,11,198,3,0,217,19,128,6,0,153,14,18,0,0,35,86,1668,45,6,1810,0,119,6,0,119,10,207,4,0,227,0,100,0,0,104,0,115,0,0,117,3,241,5,0,249,9,228,5,0,245,9,224,4,0,233,4,214,0,0,221,14,230,12,0,254,30,120,3,0,155,10,27,3,0,47,92,1825,44,0,1962,3,220,6,0,227,18,393,12,0,427,6,198,0,0,206,6,214,7,0,230,5,447,6,0,465,14,469,11,0,497,12,425,13,0,453,14,397,0,0,410,25,425,13,0,468,50,247,12,0,306,29,52,3,0,79,181,3496,90,4,3772
SAL51542,0,6,0,0,6,0,10,0,0,6,0,0,3,0,4,0,0,0,0,3,0,9,0,0,12,0,12,0,0,12,0,9,5,0,8,0,18,3,0,25,0,15,0,0,14,0,9,0,0,9,0,0,4,0,4,4,94,12,0,109,0,3,0,0,5,0,6,0,0,4,0,0,0,0,0,0,6,0,0,4,0,14,0,0,14,0,10,5,0,11,0,10,0,0,14,0,26,0,0,29,0,15,0,0,16,0,3,4,0,6,0,0,0,0,0,0,93,8,0,105,0,10,0,0,13,0,12,5,0,12,0,6,3,0,3,0,6,0,0,6,0,23,0,0,25,0,18,5,0,24,0,21,3,0,24,0,47,3,0,47,0,31,4,0,27,0,14,4,0,14,0,0,4,0,4,0,187,20,0,209
SAL51543,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,16,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,5,0,0,5,0,0,0,0,0,0,7,0,0,7,0,4,0,0,4,0,7,0,0,3,0,3,0,0,3,0,0,0,0,0,0,28,0,0,30
