SAL_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
SAL50473,3,100,13,0,115,8,210,10,0,226,0,88,6,0,95,3,99,6,0,104,8,227,23,0,257,4,237,13,0,257,10,194,3,0,209,9,175,4,0,191,15,147,6,0,171,19,63,7,0,89,10,15,0,0,24,86,1551,95,3,1734,0,97,3,0,103,5,207,8,0,224,0,87,3,0,90,3,93,3,0,101,14,261,19,0,292,5,266,15,0,286,7,205,8,0,224,14,207,10,0,231,20,173,13,6,205,28,71,4,0,104,14,21,3,0,38,119,1691,83,3,1897,4,200,14,0,221,15,416,20,0,453,5,175,10,0,185,8,190,12,0,205,25,487,35,0,549,10,507,22,0,537,16,401,15,0,430,28,384,12,0,420,31,316,21,0,374,47,138,16,0,196,23,39,5,0,60,203,3244,178,4,3630
SAL50474,4,144,0,0,144,18,278,8,0,302,6,119,0,0,127,0,122,5,0,124,0,236,8,0,255,3,292,6,0,305,0,252,3,0,259,11,266,4,0,280,14,224,8,0,244,14,100,8,0,118,12,18,0,0,36,86,2051,56,0,2193,0,128,5,0,131,6,297,3,0,315,3,98,0,0,101,0,96,0,0,96,0,254,3,0,264,0,329,4,0,338,3,282,3,0,282,9,317,17,0,341,20,253,8,0,284,36,103,8,0,148,33,26,10,0,61,120,2176,56,0,2358,3,267,3,0,279,27,579,14,0,620,12,215,0,0,233,0,210,5,0,217,3,496,10,0,516,5,619,16,0,635,3,533,9,0,543,16,583,22,0,624,31,475,15,0,527,52,205,14,0,268,51,43,8,0,93,210,4227,116,0,4549
SAL50475,0,7,0,0,10,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,0,0,3,0,0,3,0,3,3,0,5,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25,11,0,42,0,8,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,3,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,9,0,28,0,11,3,0,17,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,0,13,0,9,3,0,10,0,3,5,0,7,0,8,5,0,16,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,39,23,0,71
SAL50476,5,229,9,0,244,6,269,13,0,291,9,82,0,0,92,0,94,3,0,102,0,362,16,0,381,4,236,23,0,259,6,141,3,0,149,7,73,4,0,79,9,57,0,0,71,3,17,0,0,21,0,0,0,0,0,46,1557,78,3,1680,5,200,6,0,215,8,269,13,0,288,0,78,3,0,84,0,130,3,0,139,0,422,13,0,444,0,276,11,0,289,7,184,11,0,203,9,117,5,0,125,6,64,0,0,74,9,19,0,0,22,0,0,0,0,0,48,1758,79,0,1884,7,429,16,0,453,9,538,26,0,577,10,158,9,0,177,5,221,11,0,238,0,784,35,0,819,4,508,32,0,541,9,330,17,0,355,14,183,9,0,208,14,119,3,0,143,8,40,0,0,47,0,0,0,0,0,93,3309,155,3,3567
SAL50477,0,10,0,0,10,0,12,0,0,12,0,5,0,0,5,0,13,0,7,14,0,24,0,0,27,0,13,3,0,13,0,9,3,0,15,0,71,4,0,73,4,166,3,0,176,8,48,0,0,53,3,0,0,0,3,18,369,13,3,399,0,7,0,0,7,0,14,5,0,16,0,3,0,0,4,0,13,0,0,13,0,12,0,0,12,0,14,4,0,17,0,21,3,0,23,0,102,4,0,114,5,134,0,0,144,0,34,0,0,35,0,0,0,0,0,10,352,23,0,379,0,14,0,0,14,0,23,5,0,29,0,8,0,0,10,0,18,0,7,27,0,32,0,0,37,0,29,3,0,34,0,32,5,0,39,7,174,3,0,186,12,296,9,0,317,8,83,0,0,94,5,0,0,0,5,28,723,28,3,786
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,9,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,7,0,21
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11
SAL50480,0,8,0,0,8,0,9,4,0,8,0,4,0,0,0,0,4,0,0,4,0,3,0,0,3,0,7,0,0,7,0,7,5,0,10,0,6,0,0,6,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,61,8,0,69,0,0,0,0,0,0,10,0,0,10,0,3,0,0,3,0,5,0,0,5,0,0,0,0,0,0,10,0,0,10,0,9,0,0,10,0,16,0,0,11,0,7,0,0,7,0,5,0,0,5,0,0,0,0,0,0,61,4,0,65,0,7,0,0,9,0,14,4,0,20,0,4,0,0,7,0,9,0,0,9,0,7,0,0,7,0,16,0,0,16,0,17,3,0,19,0,25,0,0,24,0,20,0,0,17,0,0,0,0,0,0,0,0,0,0,0,122,15,0,135
SAL50481,0,3,0,0,3,0,21,0,0,25,0,6,0,0,6,0,0,0,0,4,0,13,0,0,13,0,9,0,0,9,0,26,5,0,26,0,27,9,0,33,0,30,0,0,37,0,11,0,0,11,0,0,0,0,5,5,164,11,0,175,0,9,0,0,13,0,14,0,0,14,0,11,0,0,11,0,0,0,0,0,0,7,0,0,16,0,19,0,0,15,0,17,0,0,21,0,31,3,0,35,0,29,4,0,27,0,4,0,0,4,0,0,0,0,0,3,145,11,0,161,0,15,0,0,19,0,32,0,0,38,0,13,0,0,22,0,3,0,0,6,4,24,0,0,28,0,29,0,0,27,0,43,6,0,48,3,56,5,0,71,0,55,3,0,63,0,21,0,0,21,0,0,0,0,0,10,307,24,0,339
SAL50482,28,976,54,0,1058,181,2002,111,0,2298,49,820,47,0,913,33,702,29,0,757,30,1373,80,3,1491,22,1625,72,0,1716,23,1343,58,4,1427,52,783,40,4,875,66,442,20,3,533,72,259,8,0,340,53,65,0,0,122,607,10386,522,12,11529,9,859,41,0,916,73,1992,99,0,2170,26,748,41,0,816,18,711,28,0,757,21,1765,93,0,1883,40,1889,90,0,2021,48,1421,64,3,1537,71,914,36,4,1025,76,571,21,3,677,137,298,13,3,446,137,70,9,4,210,662,11249,538,16,12465,38,1837,99,0,1973,259,3998,214,0,4465,74,1561,87,0,1725,54,1414,56,0,1516,55,3137,175,3,3371,65,3513,168,0,3741,70,2766,128,4,2965,119,1697,67,10,1899,140,1009,44,11,1205,206,556,25,0,792,190,132,9,4,334,1268,21635,1058,37,23994
SAL50483,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,9,0,6,0,0,6,0,0,0,0,0,0,30,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,6,0,4,0,0,4,0,0,0,0,0,0,20,0,0,23,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,6,0,0,0,0,0,0,8,0,0,8,0,3,0,0,3,0,18,0,0,18,0,9,0,0,6,0,0,0,0,0,0,47,5,0,53
SAL50484,0,118,7,0,124,16,175,9,0,201,7,93,6,0,106,0,94,3,0,94,3,291,18,0,317,0,271,15,0,289,3,193,5,0,207,10,165,8,0,184,16,95,6,0,118,25,58,5,0,89,26,18,3,0,54,110,1576,82,3,1785,0,104,10,0,114,3,166,14,0,184,0,60,4,0,58,6,97,5,0,102,8,281,10,0,301,8,291,12,0,313,5,220,8,0,239,14,151,7,0,175,9,109,0,0,127,46,53,3,0,100,72,11,5,0,86,178,1532,83,6,1800,0,223,10,0,232,20,340,25,0,388,7,149,13,0,172,6,185,11,0,200,11,574,30,0,621,10,561,23,3,600,12,412,23,0,444,25,312,12,3,357,30,207,9,0,243,69,112,7,0,188,100,32,9,0,139,292,3110,170,9,3579
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,7,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,0,0,28
SAL50486,0,0,0,0,0,3,4,0,0,7,0,3,0,0,7,0,0,0,0,0,0,7,0,0,6,0,10,3,0,13,0,9,0,0,8,0,27,5,0,30,4,26,8,0,38,12,14,0,0,25,12,5,0,0,23,33,104,25,0,167,0,0,0,0,0,0,6,0,0,6,0,7,0,0,7,0,4,0,0,11,4,7,0,0,13,0,10,0,0,7,0,15,5,0,20,0,32,4,0,36,3,34,5,0,42,18,15,6,0,33,21,10,0,0,27,44,146,18,0,207,0,3,0,0,3,3,13,0,0,11,0,9,0,0,15,0,8,0,0,12,4,17,3,0,19,0,21,5,0,18,0,24,5,0,30,0,55,10,0,66,10,64,13,0,85,21,35,5,0,63,31,12,3,0,49,79,250,41,0,371
SAL50487,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,15,6,0,16,0,12,0,0,11,0,15,0,0,16,0,21,0,0,21,0,3,0,0,6,0,0,0,0,0,3,74,5,0,83,0,5,0,0,5,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,9,0,0,9,0,6,5,0,10,0,9,0,0,9,0,14,3,0,18,0,4,0,0,12,0,4,0,0,6,0,0,0,0,0,4,64,7,0,74,0,5,0,0,5,0,6,0,0,12,0,0,0,0,3,0,5,0,0,5,0,10,0,0,10,0,20,4,0,27,0,21,0,0,22,0,30,3,0,32,0,25,0,0,30,5,9,0,0,15,0,0,0,0,0,9,136,18,0,157
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50491,0,96,7,0,106,19,185,7,0,212,9,75,3,0,87,6,75,0,0,80,7,170,5,0,187,9,155,3,0,171,7,180,9,0,191,23,238,0,0,266,43,407,10,0,452,69,358,18,0,440,43,69,7,0,115,233,2003,57,3,2304,0,89,0,0,89,10,186,11,0,203,0,106,6,0,113,3,94,0,0,95,5,202,0,0,211,5,211,7,0,221,12,219,9,0,242,18,350,4,0,373,55,543,12,0,609,57,421,9,0,492,55,87,5,0,150,215,2520,66,0,2806,0,189,7,0,196,20,379,17,0,420,9,184,10,0,199,5,166,0,0,177,9,376,11,0,399,15,360,8,0,388,24,398,14,0,433,43,592,6,0,635,95,954,23,0,1063,128,779,27,0,935,99,158,9,0,259,450,4527,126,5,5107
SAL50492,0,34,4,0,42,8,87,12,0,109,0,39,8,0,49,0,44,11,0,51,4,126,27,3,161,0,114,20,0,134,3,121,30,0,155,8,170,30,5,204,16,118,20,0,151,23,70,19,0,112,22,18,4,0,50,88,951,184,3,1231,0,32,8,0,42,0,85,18,0,105,0,43,7,0,50,0,46,6,0,51,3,122,20,0,144,3,104,14,0,122,7,127,13,0,142,8,145,17,0,170,8,112,22,0,135,32,112,16,0,155,60,41,8,0,107,119,963,135,0,1220,0,67,12,0,80,10,166,30,0,204,0,83,16,0,100,0,92,16,0,105,9,247,46,3,309,3,223,29,0,261,10,244,40,0,298,13,317,47,6,374,18,236,38,0,291,56,183,31,0,275,83,60,13,0,153,208,1911,328,10,2455
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,6,0,9,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,22,4,0,28,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,6,0,8,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,27,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,7,0,0,5,0,8,0,0,12,0,19,0,0,19,6,5,0,0,9,0,0,0,0,0,0,0,0,0,0,6,42,5,3,54
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,3,0,0,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18
SAL50497,3,110,13,0,124,11,210,19,0,239,0,82,3,0,86,0,99,8,0,109,0,313,24,8,344,3,291,23,0,313,8,269,19,0,296,3,331,21,0,364,14,414,17,0,444,14,176,7,0,201,3,16,4,0,20,54,2310,162,18,2544,0,100,9,0,110,0,204,9,0,213,0,71,6,0,78,3,113,6,5,121,0,382,28,10,423,0,285,22,0,318,3,242,11,0,256,4,343,13,0,362,11,395,25,0,435,12,121,7,0,140,9,11,0,0,16,49,2268,142,15,2468,4,210,17,0,228,11,416,27,0,453,0,152,14,0,159,3,209,12,11,234,4,692,56,19,774,7,577,43,0,628,13,510,30,0,551,5,672,36,3,726,24,807,41,0,875,26,298,15,0,339,10,25,4,0,41,106,4574,304,36,5013
SAL50498,0,6,0,0,6,0,14,0,0,16,0,4,0,0,4,0,0,0,0,3,0,22,0,0,21,0,13,0,0,13,0,15,0,0,15,0,50,0,0,50,0,70,0,0,74,0,9,0,0,16,0,0,0,0,0,4,204,3,0,215,0,3,0,0,3,0,11,0,0,11,0,3,0,0,3,0,11,3,0,13,0,19,0,0,24,0,14,0,0,15,0,17,0,0,18,0,52,0,0,55,0,52,0,0,55,0,6,0,0,7,0,0,0,0,0,4,189,9,5,202,0,9,0,0,9,0,26,0,0,29,0,3,0,0,3,0,18,4,0,17,0,40,5,0,45,0,23,0,0,22,0,36,0,0,37,0,97,0,0,106,0,121,0,0,123,0,13,4,0,21,0,0,0,0,0,3,394,15,6,416
SAL50499,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,6,0,4,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,8,0,26,0,0,0,0,0,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,16,7,0,25,0,0,0,0,0,0,3,0,0,7,0,3,0,0,5,0,3,0,0,3,0,4,0,0,4,0,3,0,0,3,0,3,0,0,10,0,10,3,0,10,0,4,4,0,10,0,3,0,0,3,0,0,0,0,0,0,41,10,0,53
SAL50500,0,120,9,0,128,16,260,7,0,279,0,138,6,0,149,0,109,6,0,115,5,203,14,0,219,9,208,9,0,221,12,268,15,0,292,27,341,8,0,375,26,399,12,0,440,37,187,7,0,229,13,44,0,0,57,143,2274,102,8,2522,0,107,0,0,109,3,248,19,0,268,4,118,3,0,125,3,120,6,0,127,3,243,11,0,255,8,250,11,0,269,18,326,15,0,363,30,406,13,0,442,36,372,12,3,424,46,172,8,0,224,37,35,0,0,75,182,2387,110,4,2683,0,224,17,0,237,20,506,29,0,550,6,256,14,0,276,0,231,12,0,246,8,445,26,0,479,12,455,22,3,490,29,595,27,0,655,47,747,20,0,819,67,766,26,5,863,82,358,14,0,452,49,79,3,0,128,322,4668,207,11,5205
SAL50501,0,3,0,0,3,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,5,0,0,5,0,20,5,0,21,4,12,0,0,19,0,13,0,0,18,0,8,0,0,9,0,0,0,0,0,7,89,8,0,103,0,3,0,0,3,0,11,0,0,14,0,7,0,0,7,0,0,0,0,0,0,7,0,0,5,0,5,0,0,5,0,12,3,0,20,0,23,0,0,22,0,13,0,0,17,0,14,0,0,14,0,0,0,0,0,0,102,6,0,110,0,12,0,0,12,0,18,0,0,20,0,10,0,0,10,0,0,0,0,0,0,15,0,0,19,0,14,0,0,18,0,36,8,0,38,4,37,0,0,40,0,28,4,0,29,0,21,0,0,23,0,0,0,0,3,7,191,13,0,210
SAL50502,0,131,0,0,139,16,205,12,0,234,7,114,3,0,122,3,115,8,0,127,9,252,3,0,269,6,283,10,0,302,3,222,8,0,227,9,212,9,0,228,26,213,7,0,247,26,99,3,0,132,17,32,15,0,68,123,1878,86,0,2090,4,125,0,0,128,6,214,7,0,222,8,89,5,0,96,0,119,0,0,115,9,290,7,0,309,6,283,7,0,297,10,242,6,0,258,8,235,4,0,251,28,256,8,0,289,36,107,21,0,165,39,24,23,0,90,149,1978,101,3,2233,5,258,3,0,268,20,416,21,0,456,10,202,10,0,219,3,235,8,0,244,17,544,11,0,573,11,565,22,0,601,19,458,12,0,487,18,447,17,0,477,53,469,15,0,541,59,208,23,0,294,57,59,37,3,157,272,3858,191,8,4330
