SAL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SAL50873,55,69,126,35,36,72,4,0,4,0,0,0,18,12,30,2144,1405,3552,139,185,320,30,0,30,10,0,10,9,0,14,43,14,61,17,16,32,2504,1737,4244,23,45,65,0,0,0,0,0,0,13,21,32,7,13,16,0,0,5,42,76,123,0,0,0,0,0,0,0,3,6,0,5,5,0,0,0,5,11,17,29,15,46,77,104,183,13,23,40,0,0,6,0,0,0,19,25,40,60,112,170,237,240,484,22,5,30,2911,2232,5150
SAL50874,41,43,86,8,12,18,0,0,0,0,0,0,4,0,8,1221,1098,2321,67,92,163,15,0,14,10,0,10,3,0,3,25,4,25,3,5,18,1397,1263,2657,25,25,50,0,0,0,0,0,0,36,28,63,0,5,7,0,0,0,66,55,121,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,5,10,0,11,77,61,137,3,10,13,0,4,4,0,0,0,3,8,21,105,151,266,136,208,345,9,6,14,1731,1708,3435
SAL50875,22,14,37,8,6,15,0,0,0,0,0,0,0,0,0,607,599,1206,43,42,83,9,0,9,0,0,0,0,0,5,29,9,29,4,4,8,720,670,1395,8,3,9,0,0,0,0,0,0,11,11,19,0,0,0,0,0,0,17,14,33,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,6,4,0,7,26,22,45,3,0,5,0,0,0,0,0,0,8,0,8,44,99,144,137,166,304,0,0,0,942,966,1900
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,3,4
SAL50877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,8,14
SAL50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,8,5,13
SAL50879,0,3,3,9,0,9,0,0,0,0,0,0,0,0,0,158,135,293,5,13,24,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,187,156,337,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,16,23,33,8,18,35,0,0,0,216,204,417
SAL50880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,155,323,4,7,15,3,0,3,0,0,0,6,0,3,0,0,0,0,3,9,186,170,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,29,16,47,0,0,0,225,197,423
SAL50881,4,8,10,19,14,31,0,0,0,0,0,0,0,0,0,786,709,1494,38,32,73,27,0,32,3,3,6,5,0,5,12,6,21,7,0,10,911,771,1682,3,0,0,0,0,0,0,0,0,12,4,19,0,0,0,0,0,0,15,4,20,0,0,0,0,0,0,0,0,5,0,6,0,0,0,4,0,4,8,11,4,15,29,14,43,0,0,0,0,0,0,0,0,0,0,0,0,68,122,194,140,190,322,3,3,6,1150,1097,2245
SAL50882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8
SAL50883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,3,3,0,0,0,5,10,19
SAL50884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,13
SAL50885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,11,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,0,0,3,14,14,28
SAL50886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,14,6,14
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,8
SAL50889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,61,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,5,9,11,0,0,0,42,38,82
SAL50890,33,39,72,22,36,57,0,0,0,0,0,0,12,11,17,879,818,1701,58,104,156,6,0,6,6,0,9,12,7,21,44,13,58,50,59,108,1117,1090,2203,19,19,39,0,0,0,0,0,0,3,0,10,0,4,4,0,0,0,28,25,55,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,4,4,6,23,14,33,59,38,92,10,15,20,0,0,0,0,0,0,10,15,20,54,85,139,203,223,420,16,23,38,1454,1469,2919
SAL50891,0,0,0,11,4,12,0,0,0,0,0,0,0,0,0,738,648,1384,67,67,136,17,0,17,3,0,3,10,4,15,10,0,7,33,22,60,892,741,1637,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,18,39,57,78,96,176,7,0,8,1004,885,1892
SAL50892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,15,9,26
SAL50893,22,11,32,45,28,76,0,0,0,0,0,0,5,0,5,672,615,1281,32,64,92,8,0,8,9,0,9,24,0,27,18,4,25,7,10,12,827,737,1564,22,17,40,0,0,0,0,0,0,4,3,10,0,0,3,3,0,3,31,25,53,0,0,0,0,0,0,4,3,7,0,6,7,5,0,3,9,10,21,6,6,10,47,34,82,8,6,7,0,0,0,0,0,0,8,6,7,109,114,222,78,157,227,3,0,8,1067,1051,2118
SAL50894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,3,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,16
SAL50895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,40,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,15,4,0,4,0,0,0,35,27,67
SAL50896,30,35,63,28,27,51,0,0,0,0,0,0,7,4,11,1860,1509,3369,95,130,227,36,0,36,11,0,11,5,0,5,45,10,54,13,13,20,2146,1724,3865,18,16,34,0,0,0,0,0,0,27,27,59,0,6,6,0,0,3,56,49,96,0,0,0,0,0,0,4,5,7,4,0,3,0,0,0,4,0,10,15,13,23,75,62,137,11,13,22,0,0,4,0,0,0,12,19,28,86,138,224,191,279,471,11,8,18,2514,2228,4746
SAL50897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,5,3,9,0,0,0,15,8,28
SAL50898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,78,164,6,3,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,101,87,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,31,9,11,25,0,0,0,127,112,236
SAL50899,0,0,0,171,19,191,0,0,0,0,0,0,0,0,6,195,36,232,106,25,134,28,3,32,0,0,0,0,0,0,130,48,179,74,57,133,719,197,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,10,0,12,34,3,37,50,5,48,0,0,0,6,0,6,3,0,4,6,0,13,11,4,18,25,22,47,18,6,25,825,232,1056
SAL50900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,4,4,0,0,0,10,10,24
SAL50901,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,78,70,154,4,4,6,9,0,9,0,0,0,0,0,0,0,0,3,3,0,3,102,80,175,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,17,23,36,8,24,35,0,0,0,127,125,257
SAL50902,0,0,6,283,25,309,0,0,0,0,0,0,4,0,4,131,8,142,87,14,109,3,0,3,0,0,0,0,0,0,146,28,176,29,30,56,692,105,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,12,13,0,19,25,0,25,39,3,39,6,0,3,15,0,19,0,0,0,22,0,25,3,0,6,16,8,26,8,3,13,775,127,899
SAL50903,0,0,0,17,4,25,0,0,0,0,0,0,0,0,0,1309,1345,2655,142,96,241,17,0,16,7,0,7,57,24,71,42,15,57,59,88,147,1652,1574,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,4,28,13,40,31,16,43,0,0,0,0,0,0,0,0,0,0,0,0,186,264,450,333,348,683,17,6,24,2221,2212,4438
SAL50904,5,9,8,0,0,0,0,0,0,0,0,0,0,0,3,145,105,248,3,9,13,12,0,13,3,0,3,0,0,0,6,4,11,10,5,12,185,133,316,0,3,7,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,28,40,62,18,27,39,0,0,0,234,196,430
SAL50905,8,20,31,0,0,5,0,0,0,0,0,0,0,0,0,394,336,729,14,20,33,8,0,8,3,0,6,0,0,4,8,0,8,6,3,6,445,379,828,9,6,15,0,0,0,0,0,0,4,10,8,3,5,5,0,0,0,14,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,20,14,31,5,4,8,0,0,0,0,0,0,5,4,8,66,100,162,55,83,140,0,0,0,588,577,1166
SAL50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL50907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,21,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,25,11,35
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50911,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,315,277,585,16,11,29,15,0,15,0,0,0,0,3,3,9,3,12,12,9,18,383,307,687,4,8,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,0,4,11,10,24,0,0,3,0,0,0,0,0,0,4,0,4,26,39,62,43,48,93,0,0,3,463,407,872
SAL50912,0,0,0,51,10,64,0,0,0,0,0,0,0,0,0,69,10,81,17,5,19,0,0,0,0,0,0,0,0,0,3,0,3,7,10,19,156,36,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,38,196
SAL50913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,32,74,11,4,14,0,0,0,0,0,0,0,0,0,4,0,4,5,0,11,60,39,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,18,19,34,0,0,0,82,62,148
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,7,3,11
SAL50916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,25,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,46,3,7,5,0,0,0,49,37,88
SAL50917,226,207,438,226,234,462,0,0,0,0,0,0,37,32,72,2200,1958,4155,96,206,308,14,0,11,24,0,26,109,40,152,66,18,88,54,44,98,3052,2750,5801,61,67,129,0,0,0,0,0,0,17,15,36,5,5,13,7,8,11,87,97,186,0,0,0,0,0,0,10,5,17,5,8,12,5,7,14,24,26,46,29,29,57,142,154,291,18,27,45,5,4,6,0,0,0,22,25,51,293,335,626,361,470,829,30,8,34,3891,3746,7634
SAL50918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,17,0,5,5,0,0,0,20,15,32
SAL50919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12
SAL50920,0,0,0,7,0,11,0,0,0,0,0,0,3,0,3,720,700,1422,62,61,120,9,0,9,0,0,0,4,0,7,10,5,15,5,0,6,818,769,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11,10,4,18,0,0,0,0,0,0,0,0,0,0,0,0,18,42,53,100,103,201,5,0,3,945,923,1868
SAL50921,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,13,0,13,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,29,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,11,0,0,0,34,12,46
SAL50922,17,25,43,32,13,50,0,0,0,0,0,0,7,9,9,1181,1223,2400,76,104,184,23,0,20,4,0,0,3,0,0,67,11,78,6,10,13,1409,1402,2814,10,13,16,0,0,0,0,0,0,22,13,33,0,4,7,5,0,3,30,29,55,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,5,8,9,17,12,38,58,44,100,6,6,13,0,0,4,0,3,0,11,10,16,80,140,219,294,311,604,8,6,7,1854,1913,3766
SAL50923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,47,0,4,5,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,33,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,10,5,17,0,0,0,49,41,92
SAL50924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,10,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,3,10,0,0,0,14,14,31
SAL50925,7,4,13,11,11,17,0,0,0,0,0,0,0,0,0,307,276,587,18,28,44,6,0,6,5,0,5,0,0,0,10,0,14,5,3,7,369,325,699,6,6,10,0,0,0,0,0,0,7,4,15,0,5,5,0,0,0,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,13,19,29,0,3,5,0,0,0,0,0,0,0,3,5,20,24,43,62,59,122,3,4,11,468,438,903
SAL50926,0,0,0,77,10,89,0,0,0,0,0,0,0,0,0,161,59,223,69,14,83,14,0,14,0,0,0,0,0,0,94,16,105,27,38,67,434,141,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,6,4,0,8,9,0,8,25,6,34,34,9,45,0,0,0,0,0,0,0,0,0,5,0,5,8,5,12,18,10,29,6,4,15,504,169,676
