SAL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,4,10
SAL50386,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,106,89,189,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,120,91,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,16,17,41,0,0,0,141,122,269
SAL50387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,121,252,9,4,11,6,0,5,0,0,0,0,0,0,5,0,5,3,0,0,156,130,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,14,25,30,19,48,5,7,9,197,173,366
SAL50388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,40,104,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,83,44,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,35,3,8,10,0,0,0,99,73,169
SAL50389,9,9,13,0,0,0,0,0,0,0,0,0,0,0,5,276,277,554,11,18,26,13,4,14,0,0,0,0,0,0,4,4,4,0,0,6,322,304,628,0,0,0,0,0,0,0,0,0,7,4,10,5,0,5,0,0,0,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,15,9,24,0,0,0,0,0,0,0,0,0,0,0,0,30,53,84,51,51,98,4,0,3,419,411,837
SAL50390,22,10,32,5,7,9,0,0,0,0,0,0,0,0,4,579,549,1123,30,23,56,13,0,13,6,0,6,9,0,7,13,3,11,12,11,19,684,600,1282,3,6,9,0,0,0,0,0,0,23,8,32,0,0,0,0,0,0,21,14,35,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,6,7,12,35,21,52,3,8,9,0,0,0,0,0,0,3,8,9,116,125,240,81,132,216,9,4,13,921,892,1811
SAL50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,14,0,16
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,6,11
SAL50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,0,0,0,0,0,0,14,9,20
SAL50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,4,10
SAL50395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5
SAL50396,10,10,23,30,24,53,0,0,0,0,0,0,0,0,0,769,839,1605,63,73,133,18,0,18,4,0,4,3,0,4,49,9,58,7,10,16,950,964,1906,4,3,7,0,0,0,0,0,0,11,12,26,0,0,0,0,0,0,15,21,32,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,4,0,5,30,3,28,42,28,69,3,5,7,0,0,0,0,0,0,3,5,10,93,123,214,270,222,491,5,13,14,1364,1349,2711
SAL50397,21,19,37,10,15,28,0,0,0,0,0,0,6,9,20,1199,931,2131,41,68,113,11,0,11,6,0,6,0,0,6,26,8,37,0,5,4,1333,1065,2394,11,36,47,0,0,0,0,0,0,18,21,39,3,0,8,0,3,7,34,59,92,0,0,0,0,0,0,0,0,0,4,10,9,3,0,3,9,10,15,22,6,30,65,71,134,7,8,18,0,3,0,0,0,0,6,12,21,35,82,116,124,167,291,0,3,4,1564,1398,2965
SAL50398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,7,0,0,0,13,8,26
SAL50399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,42,91,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,58,51,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,21,0,11,10,5,0,5,80,66,150
SAL50400,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,176,182,356,4,11,22,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,198,205,401,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,39,28,71,0,5,5,249,252,499
SAL50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,6,0,0,4,15,16,30
SAL50402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,0,0,4,0,0,0,29,25,48
SAL50403,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,136,132,268,9,11,22,4,0,9,0,0,0,10,10,17,4,4,10,53,58,112,232,217,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,24,32,59,194,183,373,3,0,9,461,437,896
SAL50404,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,287,311,598,17,25,44,5,0,9,0,0,5,10,7,16,12,0,13,32,32,59,373,379,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,46,61,109,59,89,143,0,3,7,484,533,1014
SAL50405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,341,685,35,42,77,5,0,8,3,0,3,6,12,16,10,14,27,69,83,154,473,491,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,10,0,14,0,0,0,0,0,0,0,0,3,0,0,3,27,27,54,102,103,203,10,6,11,619,639,1254
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,8
SAL50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,13,19,37
SAL50408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,9,17
SAL50409,21,30,55,293,334,631,4,0,4,0,0,0,34,23,55,4259,3657,7919,224,386,610,50,0,52,28,4,35,43,8,54,81,22,102,35,37,74,5080,4495,9576,29,42,67,0,0,0,0,0,0,16,17,39,0,4,3,3,0,3,52,62,110,0,0,0,0,0,0,24,21,44,15,18,36,3,0,3,40,42,82,49,24,70,141,121,259,6,11,17,0,3,3,0,0,0,6,10,22,457,512,970,470,691,1160,22,11,36,6177,5848,12028
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,7
SAL50411,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,39,27,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,34,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,16,4,8,12,0,0,0,48,49,93
SAL50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,33,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,18,0,5,5,0,0,0,45,30,73
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,4,10,0,0,0,8,9,22
SAL50414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,27,6,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,37,20,61
SAL50415,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,551,611,1157,58,53,111,5,0,7,14,12,22,32,14,43,10,6,12,11,19,27,679,711,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,14,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,21,46,64,102,143,245,6,3,15,821,913,1733
SAL50416,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,165,192,356,14,20,36,0,0,0,0,0,0,3,3,9,3,0,12,14,11,27,216,230,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,9,4,9,0,0,0,0,0,0,0,0,0,0,0,0,16,21,34,53,39,99,9,3,11,299,296,598
SAL50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12,0,4,4,0,0,0,19,12,37
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SAL50419,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,423,379,806,46,38,84,7,0,11,0,0,0,3,0,3,22,0,24,22,26,45,537,446,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,3,5,12,10,5,15,0,0,0,0,0,0,0,0,0,0,0,0,14,44,61,69,93,168,3,0,9,639,589,1221
SAL50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,3,17
SAL50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,3,0,8,0,0,0,20,20,45
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,44,39,82,33,30,63,0,0,0,0,0,0,6,3,10,1546,1566,3111,77,110,184,14,0,14,18,0,18,34,8,48,50,7,59,14,22,36,1833,1787,3625,89,68,150,0,0,0,0,0,0,27,33,58,3,5,10,3,0,3,119,102,224,0,0,0,0,0,0,6,3,4,0,5,3,0,0,4,8,6,13,12,7,21,139,122,257,9,9,14,0,0,0,0,0,0,7,9,18,211,277,489,241,349,590,3,0,12,2438,2549,4980
SAL50424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,49,111,3,0,3,8,0,9,0,0,0,0,0,0,3,4,4,4,7,11,84,61,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,16,11,14,23,4,0,3,107,76,187
SAL50425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,8,9,19
SAL50426,0,0,0,14,4,13,0,0,0,0,0,0,0,0,0,263,290,559,16,20,36,4,0,4,3,0,3,3,0,3,13,3,14,0,0,7,311,322,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,22,34,59,55,111,0,0,0,384,399,783
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4
SAL50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,3,0,0,0,0,0,0,0,0,4,4,0,3,0,0,8,21,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,20,15,32,0,0,0,46,28,73
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,20
SAL50430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,5,4,0,0,0,20,16,37
SAL50431,21,24,48,8,9,18,0,0,0,0,0,0,5,7,7,794,824,1616,69,85,154,14,0,14,6,0,4,6,5,10,37,12,52,14,18,30,964,986,1948,7,13,15,0,0,0,0,0,0,7,4,10,4,0,0,0,0,5,11,19,34,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,0,7,9,6,18,29,29,62,7,6,12,0,0,0,0,0,0,7,8,17,62,97,158,182,169,354,8,6,18,1267,1290,2556
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,3,12
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,8,5,10
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,8,9,14
SAL50435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,71,0,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,44,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,8,14,17,0,0,0,48,60,113
SAL50436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,51,5,0,6,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7,38,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,10,4,17,5,0,5,62,42,106
SAL50437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,66,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,10,17,56,40,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,13,13,0,0,0,61,52,117
SAL50438,201,170,368,16,9,25,0,0,0,0,0,0,4,7,9,2384,2279,4663,100,145,248,40,0,39,11,0,11,50,6,58,34,7,39,21,37,57,2863,2652,5515,139,56,199,0,0,0,0,0,0,47,59,111,10,6,15,14,3,16,211,128,339,0,0,0,0,0,0,3,8,9,0,6,4,0,0,0,7,8,12,26,7,34,241,149,389,25,24,48,0,0,0,0,0,0,29,24,49,382,468,849,367,550,917,8,10,17,3895,3851,7744
