SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
SAL50966,0,0,0,6,0,4,0,0,0,0,0,0,6,3,6,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17
SAL50967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SAL50968,0,0,0,4,3,9,3,0,4,0,5,5,8,6,20,0,4,3,0,0,0,3,0,3,3,4,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,0,0,0,25,23,53
SAL50969,15,12,27,35,39,75,3,7,9,16,17,34,56,66,121,47,44,90,4,10,10,14,25,38,68,74,139,5,5,7,7,5,9,8,5,16,4,19,29,0,0,0,21,33,51,5,7,14,0,10,11,0,0,0,8,11,19,0,0,0,14,31,45,31,63,101,0,0,3,0,7,13,0,0,0,7,9,12,43,52,94,3,0,3,223,274,492
SAL50970,80,52,134,230,222,450,59,69,126,87,83,165,381,373,751,229,184,414,100,86,184,67,65,131,395,329,728,26,29,54,31,44,77,20,13,30,28,67,97,0,0,0,108,153,258,90,129,214,29,32,62,30,27,61,9,25,38,0,0,0,162,214,377,273,363,640,23,23,47,30,35,68,0,0,0,52,58,112,260,233,489,3,8,9,1436,1427,2854
SAL50971,0,0,0,8,5,19,0,0,0,0,0,0,8,6,19,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,7,5,10,12,4,17,0,0,0,0,0,0,0,0,0,0,0,0,68,10,76,6,0,6,100,23,123
SAL50972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,4,7,17
SAL50973,0,0,0,3,8,11,0,0,0,0,0,0,3,8,11,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,9,12,24
SAL50974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,0,0,4,9
SAL50975,0,3,3,3,5,10,0,0,0,0,0,0,4,5,17,0,6,8,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,0,0,0,15,27,42
SAL50976,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,15,0,0,0,9,3,18
SAL50977,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,5,8,12
SAL50979,0,0,0,7,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SAL50980,6,0,3,24,18,35,0,4,4,5,5,7,27,21,48,13,8,13,0,0,0,0,3,3,14,10,19,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,4,7,10,0,3,3,0,7,7,0,0,0,0,4,3,0,0,0,0,10,6,3,12,19,0,0,0,0,4,4,0,0,0,0,4,4,21,21,39,0,0,0,59,69,131
SAL50981,0,0,4,4,0,0,0,0,3,0,0,0,7,6,9,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,10,11,22
SAL50982,0,0,0,0,3,5,4,0,0,0,0,0,7,3,7,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,11,5,19
SAL50983,0,0,0,4,4,13,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,0,5,4,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,28,19,44,0,0,0,37,34,71
SAL50984,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,5,10
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,6,5,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
SAL50987,0,3,3,4,0,6,8,4,9,3,4,10,17,9,21,4,3,10,0,0,0,3,0,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,5,5,0,0,0,0,5,8,38,31,65,0,0,0,63,55,115
SAL50988,8,13,19,18,26,46,38,43,79,0,0,0,56,71,126,68,53,126,0,0,0,0,0,0,68,58,132,4,0,4,3,0,4,6,3,13,0,8,9,0,0,0,11,14,29,0,3,10,0,4,4,0,0,0,0,4,4,0,0,0,0,16,18,10,29,42,0,0,0,0,4,3,0,0,4,0,3,10,134,116,243,51,0,51,339,280,622
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
SAL50991,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,6,5,10
SAL50992,0,7,7,19,28,47,0,0,0,3,4,11,22,31,59,10,18,29,0,4,3,5,4,9,23,23,41,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,7,11,5,0,6,0,3,3,0,0,0,0,0,4,0,0,0,10,3,14,9,10,20,0,0,0,0,0,0,0,0,0,0,3,3,10,4,15,0,0,0,69,77,144
SAL50993,4,3,5,12,8,17,0,0,0,0,3,4,13,12,25,3,5,12,0,0,0,6,0,4,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,3,7,11,0,0,0,0,3,3,0,0,0,0,5,5,101,81,179,0,0,0,123,111,237
SAL50994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50996,4,15,20,23,25,41,14,19,33,6,9,22,42,49,93,15,16,33,17,16,33,7,6,8,39,31,69,4,0,3,0,0,0,3,3,8,0,4,8,0,0,0,12,12,23,3,0,0,0,3,3,0,0,0,0,11,10,0,0,0,4,14,16,16,27,40,0,0,0,0,5,5,0,0,0,0,5,5,17,25,43,0,0,0,118,144,263
SAL50997,6,0,6,6,17,23,6,9,16,4,5,4,22,26,46,6,5,11,9,3,9,0,0,0,22,7,28,0,0,0,0,0,0,0,6,8,3,4,8,0,0,0,4,9,15,4,0,5,3,0,0,0,0,0,0,3,4,0,0,0,9,5,14,11,12,25,0,0,0,0,0,0,0,0,0,0,0,0,87,70,155,21,3,20,159,120,277
SAL50998,198,183,384,507,452,962,173,191,361,79,93,178,758,743,1502,373,320,701,201,161,366,94,80,181,681,564,1241,66,48,112,54,91,143,59,29,83,77,122,202,0,0,0,254,291,546,237,253,488,128,102,229,38,48,86,74,121,200,5,0,5,486,528,1017,749,821,1566,60,41,106,68,92,158,3,3,9,133,138,269,409,383,797,15,26,39,2941,2861,5802
SAL50999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,10,4,9
SAL51000,74,56,128,243,232,479,11,59,68,83,72,157,341,367,705,105,77,181,40,106,143,148,294,443,293,480,771,17,7,22,11,20,28,10,9,24,24,39,62,0,0,0,61,79,141,172,217,393,65,82,148,25,22,44,45,87,137,0,0,3,307,408,716,370,488,858,14,8,22,20,26,41,0,0,0,35,35,63,199,204,403,18,22,37,1317,1654,2971
SAL51001,0,6,6,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,16,16,33,106,89,190,0,4,0,12,12,14,114,98,211,72,73,139,0,6,6,11,9,17,88,80,167,6,7,14,0,0,10,11,6,21,8,23,28,0,0,0,30,37,66,3,3,4,4,5,8,0,4,4,3,16,22,0,0,0,8,27,33,40,62,105,3,3,11,8,3,8,0,0,0,8,9,17,159,146,305,0,3,3,420,422,836
SAL51005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL51006,0,3,3,3,0,3,0,0,0,3,9,14,9,9,18,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,72,18,90,0,0,0,85,28,109
SAL51007,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51008,45,45,86,139,100,235,59,59,117,51,45,103,256,207,459,95,68,156,87,75,162,115,66,178,291,201,499,8,9,6,7,3,7,12,8,15,9,8,19,0,0,0,29,28,55,116,112,225,20,24,42,17,11,27,27,30,60,0,0,0,181,174,350,209,200,408,0,0,3,9,16,23,0,0,0,9,15,26,89,108,196,5,4,10,906,777,1680
SAL51009,4,5,7,12,12,29,0,0,4,5,4,16,25,24,47,39,41,79,11,4,16,8,8,12,59,49,109,0,0,0,0,0,0,4,0,4,7,4,9,0,0,0,9,6,17,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,4,11,16,10,19,32,0,0,0,0,0,0,0,0,0,0,0,3,11,17,31,0,0,0,114,122,234
SAL51010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,10,4,20
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,6
SAL51012,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,10
SAL51013,0,3,3,9,0,12,0,0,0,0,0,0,9,0,12,10,0,7,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,28
SAL51014,7,4,13,11,3,12,0,0,0,26,28,52,35,34,62,0,11,8,0,0,0,3,13,25,4,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,25,0,0,0,59,76,137
SAL51015,122,77,203,344,333,676,54,43,96,30,40,64,432,411,842,200,188,387,94,79,168,39,48,90,330,320,649,16,22,31,7,16,22,20,7,27,12,33,42,0,0,0,48,78,128,98,117,220,33,47,78,19,28,42,49,79,135,0,0,0,203,268,470,254,349,598,5,11,16,28,22,52,0,0,0,34,33,67,88,78,176,7,12,17,1271,1285,2554
SAL51016,29,30,55,125,100,220,6,22,30,24,17,43,158,139,295,79,93,174,19,14,32,37,27,65,135,132,267,3,3,9,3,14,16,13,6,21,10,25,31,0,0,0,26,52,77,20,21,38,9,7,18,0,7,8,11,25,35,0,0,0,42,59,98,69,111,183,3,3,9,12,6,22,0,0,0,13,16,28,72,69,137,3,0,5,475,493,968
SAL51017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,4,6,6
SAL51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
SAL51019,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,6,8
SAL51020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,77,13,88,0,0,0,81,13,98
SAL51021,93,68,162,223,195,418,66,46,113,37,56,94,326,296,621,113,113,221,81,60,142,80,217,299,273,386,662,31,29,59,40,51,91,15,14,30,36,59,97,3,0,3,121,159,280,210,315,524,123,116,240,28,45,72,84,154,234,0,0,3,442,628,1066,560,782,1345,12,23,33,33,46,81,0,0,0,42,67,114,239,238,477,14,15,22,1554,1850,3411
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6
SAL51024,0,5,3,9,11,16,0,0,0,0,0,3,8,10,22,4,0,4,3,0,3,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,5,8,10,0,0,0,5,10,15,5,12,17,6,0,3,0,0,0,0,0,0,6,0,4,346,170,520,0,0,0,373,194,573
SAL51025,3,6,10,23,25,45,6,0,5,6,11,14,31,33,68,15,13,22,3,0,4,9,5,11,24,19,42,5,0,3,4,4,10,0,5,5,5,6,9,0,0,0,10,18,24,0,0,0,0,0,3,0,4,4,0,9,18,0,0,0,3,16,24,13,34,47,0,0,0,0,6,6,0,0,0,0,6,6,25,27,44,0,0,0,95,120,217
SAL51026,26,15,39,76,60,138,7,9,15,29,16,50,119,92,205,43,43,94,10,13,20,36,35,69,87,96,181,10,7,13,7,7,12,9,10,15,11,12,24,0,0,0,41,35,71,22,30,50,3,7,14,0,6,9,14,20,33,0,0,0,42,62,101,81,87,177,6,6,12,8,6,11,0,0,0,13,13,28,95,118,213,0,0,0,422,425,843
SAL51027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,64,64,130,230,175,406,58,51,112,32,35,70,320,262,588,126,142,265,71,53,123,69,80,146,264,268,531,11,7,16,6,10,21,13,9,20,26,23,49,0,0,0,54,50,105,122,151,274,30,29,63,22,17,36,37,57,97,0,0,0,208,260,471,265,309,575,0,9,9,10,25,33,0,0,0,11,32,42,80,75,157,19,19,40,1027,1038,2064
SAL51031,9,10,21,50,31,81,10,4,11,18,18,38,75,57,129,35,27,64,6,17,24,13,23,38,53,67,114,5,8,7,0,0,0,3,3,11,7,10,21,0,0,0,16,25,47,7,14,26,5,6,10,0,0,4,3,14,22,0,0,0,19,40,56,35,64,101,0,0,0,4,4,14,0,0,0,9,4,8,45,46,89,0,0,0,223,245,469
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,0,0,0,3,3,11,0,0,4,5,0,5,11,4,14,0,5,4,0,0,0,0,0,0,4,5,5,0,0,0,3,0,4,5,0,7,21,4,22,0,0,0,28,3,37,0,0,0,6,0,9,0,4,4,20,3,25,0,0,0,21,10,39,54,16,73,0,0,0,0,0,0,0,0,0,0,0,5,991,208,1194,15,3,20,1072,236,1310
