SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
SAL50347,22,33,60,140,109,250,10,3,7,17,20,34,165,133,294,55,60,121,6,10,16,9,7,13,69,81,146,0,0,0,4,0,6,13,4,12,4,23,32,0,0,0,16,29,44,0,0,3,4,8,9,0,0,0,3,17,18,0,0,0,6,30,35,21,59,84,3,0,4,9,14,20,0,0,0,12,8,26,123,126,246,4,5,9,412,446,859
SAL50348,0,0,0,0,5,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
SAL50349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,5,5,7
SAL50350,88,61,154,214,167,380,63,42,101,30,17,45,310,226,529,112,122,232,34,24,52,19,30,45,161,176,340,9,13,28,12,18,23,17,4,22,27,35,63,0,0,0,64,70,141,34,55,86,30,32,60,8,9,16,28,47,79,0,0,0,95,148,245,166,216,385,9,0,10,18,26,49,0,0,0,25,33,53,86,90,174,4,3,7,833,800,1635
SAL50351,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50352,3,5,8,16,21,36,5,0,5,5,0,11,20,18,45,7,14,23,0,0,0,0,3,3,8,17,24,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,28,23,57,0,0,0,69,69,143
SAL50353,20,16,37,73,66,134,3,3,10,3,0,4,80,69,142,26,25,48,4,0,5,9,7,13,29,40,65,8,10,18,5,5,10,5,0,0,6,11,12,0,0,0,17,27,40,767,846,1617,252,176,430,24,17,42,19,26,41,0,0,4,1067,1074,2140,1085,1100,2185,13,25,31,0,3,11,0,0,0,16,24,44,98,104,206,19,16,38,1347,1371,2716
SAL50354,0,3,3,3,0,8,0,0,0,0,0,0,4,8,13,8,7,14,0,0,6,3,0,3,11,6,21,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,0,0,0,34,32,67
SAL50355,0,0,0,4,8,6,0,0,0,0,0,4,6,5,9,4,6,11,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,10,15,33
SAL50356,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,8,15
SAL50357,0,0,7,12,16,28,0,0,0,0,0,0,12,17,31,10,4,20,0,0,0,0,0,4,10,7,19,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,12,0,0,0,0,0,0,0,0,0,0,0,4,11,14,31,3,0,3,44,53,95
SAL50358,0,0,5,0,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAL50359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,5,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,28,15,44,0,0,0,30,18,52
SAL50360,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,8
SAL50361,0,0,3,4,0,9,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,12,15,24
SAL50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,5,0,10,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,201,41,246,0,4,5,217,45,261
SAL50364,6,7,14,25,24,45,0,4,4,3,3,8,22,34,58,97,46,142,0,5,4,3,5,12,106,57,160,0,3,6,0,4,4,6,4,5,5,6,7,0,0,0,8,19,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,12,17,29,0,0,0,0,0,0,0,0,0,0,3,4,35,38,67,0,0,0,181,150,324
SAL50365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,0,0,0,6,13,17
SAL50366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL50367,45,47,92,216,180,392,56,65,119,29,42,67,295,287,586,116,137,252,78,68,143,74,71,138,264,271,539,13,17,26,7,21,31,29,16,44,18,34,52,0,0,0,67,82,154,93,118,209,26,31,63,9,26,36,22,48,72,0,0,0,153,225,379,225,304,538,8,6,13,23,32,50,0,0,0,25,41,66,66,83,146,4,5,3,926,1037,1966
SAL50368,0,0,0,6,4,9,0,0,0,0,0,0,4,3,9,3,3,10,3,3,5,0,0,3,10,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,16,0,0,0,24,27,48
SAL50369,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,10,44,0,0,0,39,12,49
SAL50371,19,25,39,47,26,81,4,3,6,7,5,10,58,36,91,59,42,108,4,3,8,13,7,26,80,63,145,0,5,7,0,7,6,0,0,0,6,6,9,0,0,0,9,16,28,34,42,79,21,17,35,8,6,11,10,17,30,0,0,0,78,79,154,86,91,179,0,0,0,0,3,3,0,0,0,0,3,3,19,16,29,0,0,0,266,234,494
SAL50372,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,16,22,35,0,0,0,20,25,51
SAL50373,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL50374,35,27,59,100,94,192,27,16,42,103,76,175,220,189,404,49,46,96,21,31,49,180,151,329,248,223,472,3,3,6,0,4,6,0,0,5,11,17,21,0,0,0,16,23,38,146,132,270,18,18,35,11,7,18,11,25,40,0,0,0,188,178,364,198,197,397,5,4,8,7,14,24,0,0,0,11,19,33,36,27,63,9,15,22,762,694,1454
SAL50375,8,14,19,32,21,58,0,0,0,3,3,3,36,24,63,10,15,32,0,0,0,3,8,15,19,22,40,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,11,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,3,3,10,6,5,16,0,0,0,0,0,0,0,0,0,0,0,0,76,64,143,0,0,0,147,134,285
SAL50376,98,106,207,344,336,680,82,80,158,137,122,258,569,535,1103,302,276,578,70,90,158,127,107,241,498,478,976,18,20,37,15,32,39,48,36,83,36,81,116,0,0,0,116,165,279,20,40,59,16,24,43,6,12,15,33,75,103,0,0,0,83,149,230,198,317,508,12,12,24,26,38,62,0,0,0,37,52,83,172,171,342,3,3,8,1565,1665,3231
SAL50377,0,0,0,6,3,11,0,0,0,0,0,0,6,3,11,0,5,12,0,0,0,0,0,0,4,5,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,6,18,0,0,0,22,19,41
SAL50378,17,15,31,84,66,143,9,6,6,3,0,10,92,71,162,22,23,44,22,29,55,0,0,0,44,56,97,0,0,0,0,0,0,5,0,13,4,9,11,0,0,0,19,6,26,0,0,0,0,3,3,0,4,4,0,12,15,0,0,0,0,16,22,19,24,45,0,0,0,3,6,5,0,0,0,4,6,9,72,82,150,5,0,5,243,243,489
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,13,15,31,50,41,89,46,38,81,11,18,28,106,95,201,17,13,22,21,11,31,9,10,19,41,32,71,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,5,8,0,7,7,0,0,0,0,0,0,0,10,10,0,0,0,0,15,20,9,22,29,0,0,6,0,0,3,0,0,0,3,4,4,114,104,214,8,5,11,285,275,564
SAL50381,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8
SAL50382,0,0,5,15,9,26,0,0,0,0,0,0,18,9,23,6,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,0,0,0,32,23,51
SAL50383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,23,0,0,0,11,10,18
SAL50384,70,55,128,285,267,557,50,59,113,69,60,131,406,395,798,272,242,511,50,56,103,86,99,179,405,394,800,31,12,40,6,23,27,24,13,40,21,34,51,0,0,0,80,75,157,134,150,284,21,31,43,31,25,55,22,39,62,0,0,0,202,237,445,284,323,605,10,9,20,17,34,50,0,0,0,29,46,72,82,70,155,0,10,8,1284,1286,2571
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50386,8,8,9,16,19,31,19,5,18,4,0,4,29,20,52,18,10,27,6,4,11,0,0,0,18,18,40,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,15,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,3,14,19,0,0,4,0,0,0,0,0,0,0,0,4,5,10,19,0,0,0,72,70,146
SAL50387,5,0,8,19,13,29,0,4,4,4,0,4,22,18,38,16,8,28,0,3,4,0,7,4,19,18,41,0,0,0,0,0,0,4,0,7,3,0,3,0,0,0,11,4,11,6,6,3,0,0,0,0,0,0,0,4,6,0,0,0,0,11,14,10,10,23,0,5,5,0,0,0,0,0,0,0,5,7,19,17,42,0,0,0,85,77,161
SAL50388,0,6,6,8,6,19,0,0,0,0,0,0,13,5,23,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,20,30,52,0,0,0,37,50,91
SAL50389,9,11,27,38,25,63,14,16,26,25,29,52,72,65,146,17,37,50,6,3,8,25,21,50,44,59,108,5,0,5,0,4,4,12,0,8,3,12,16,0,0,0,12,10,26,12,26,38,0,4,3,3,3,6,5,5,7,0,0,0,14,37,58,30,50,81,3,4,3,8,4,11,0,0,0,9,8,15,14,17,36,0,0,0,187,217,405
SAL50390,34,33,67,131,121,251,11,0,13,49,52,97,187,174,364,46,37,82,23,23,47,91,76,170,156,142,299,10,7,12,0,0,4,6,8,19,7,13,19,0,0,0,23,31,58,33,42,72,11,9,14,3,3,4,13,44,53,0,0,0,60,96,157,83,126,209,8,9,13,3,18,22,0,0,0,10,24,37,41,44,82,0,0,0,516,547,1059
SAL50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,4,7
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4
SAL50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50396,61,53,118,224,248,472,90,89,186,18,28,46,332,368,697,151,143,302,76,83,160,42,37,74,270,265,531,7,12,10,5,13,19,33,8,40,17,28,44,0,0,0,54,61,118,23,39,62,8,26,32,5,0,6,10,39,50,0,0,0,45,106,153,102,171,270,11,7,22,20,34,52,0,0,0,27,40,70,106,121,222,0,5,5,897,1018,1914
SAL50397,95,91,186,194,189,385,56,46,104,42,46,90,301,282,580,94,99,186,40,27,64,25,29,61,157,150,305,13,14,29,19,32,48,6,11,21,31,47,75,0,0,0,71,104,174,42,57,97,23,39,66,9,15,26,18,41,61,0,0,3,94,155,247,170,258,427,14,15,26,36,28,64,0,0,0,48,44,88,67,50,117,5,6,11,837,881,1723
SAL50398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,3,8,11
SAL50399,4,0,4,12,11,20,5,12,17,0,0,0,16,21,38,9,11,18,0,0,0,0,0,0,9,8,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,20,22,40,3,0,3,47,66,112
SAL50400,12,4,18,20,21,37,20,19,43,13,4,16,44,51,96,13,11,27,15,22,32,7,11,21,42,46,80,0,4,6,0,0,0,5,4,11,8,18,22,0,0,0,17,25,37,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,15,14,14,35,49,0,0,0,0,0,0,0,0,0,3,0,5,17,21,37,0,0,0,138,156,294
SAL50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,12,6,17
SAL50402,0,0,3,6,8,11,0,0,0,0,3,3,6,12,15,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,28
SAL50403,10,13,24,45,31,80,0,3,5,0,0,0,53,36,85,13,15,29,0,0,0,3,0,3,19,15,34,0,0,0,0,0,0,0,0,0,3,12,11,0,0,0,3,8,11,0,0,0,0,3,3,3,0,4,4,13,15,0,0,0,4,22,23,7,29,38,4,6,4,3,4,7,0,0,0,9,7,12,230,240,466,5,7,15,327,351,676
SAL50404,19,23,39,68,65,133,0,5,3,25,20,43,93,87,184,124,109,233,0,0,3,0,4,6,127,122,246,5,0,14,3,6,9,5,0,3,8,32,43,0,0,0,30,40,64,0,5,5,0,4,8,0,3,3,8,20,22,0,0,0,3,32,34,37,75,107,4,0,3,6,6,10,0,0,0,9,10,16,146,149,293,5,5,0,426,457,882
SAL50405,24,24,49,77,76,156,40,27,66,3,8,7,117,107,232,48,36,87,0,0,0,4,0,5,54,40,93,0,0,5,0,0,0,0,4,4,9,16,21,0,0,0,8,19,33,0,4,8,3,7,10,0,8,7,5,12,22,0,0,0,11,27,41,24,52,74,0,0,0,6,9,10,0,0,0,3,9,12,575,514,1087,5,8,13,811,748,1559
SAL50406,0,0,0,0,0,0,0,6,5,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL50407,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,4,0,4,0,0,0,6,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,9,0,0,0,18,8,25
SAL50408,0,0,0,0,6,5,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12
SAL50409,193,173,364,449,407,853,245,241,482,152,162,312,838,806,1648,265,233,494,265,253,520,205,219,427,734,708,1446,55,38,92,38,70,108,65,41,104,75,108,180,0,0,4,231,261,496,340,405,748,116,117,226,44,54,97,100,128,222,0,0,0,596,704,1304,827,967,1796,21,24,44,65,95,155,0,0,0,85,116,201,378,375,757,15,26,40,3074,3181,6259
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50411,0,0,0,4,7,14,0,0,0,0,0,0,4,7,14,7,0,10,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,13,25,0,0,0,25,27,50
SAL50412,7,3,10,5,3,10,6,5,9,0,0,0,9,10,20,0,6,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,18,0,0,0,22,23,46
SAL50413,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,6
SAL50414,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10
