SAL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,7,0,9,8,0,3,0,25
SAL50147,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,15,10,10,15,0,0,0,58,0,5,29,22,26,20,3,0,0,118
SAL50148,0,0,0,4,0,9,18,28,49,117,0,0,0,6,0,0,0,3,6,17,3,0,14,14,10,12,20,25,30,137,125,336,469,709,751,658,539,404,303,4290
SAL50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,0,0,14
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,10,20,29,28,20,3,114
SAL50152,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,4,0,12,7,3,0,0,36
SAL50153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,3,0,4,6,4,4,0,34
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL50155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,4,4,0,0,28
SAL50156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,3,6,0,0,17
SAL50157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,5,7,21,21,23,9,0,97
SAL50158,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,10,8,9,13,6,0,49
SAL50159,0,0,6,9,19,15,32,19,7,101,0,0,0,3,4,4,0,0,0,14,42,55,154,128,88,137,99,21,0,728,150,329,763,702,640,699,411,112,22,3829
SAL50160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,0,8,6,9,19,0,0,49
SAL50161,0,0,0,0,0,4,15,11,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,7,4,4,32,17,27,59,89,104,168,191,75,15,734
SAL50162,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,15,15,15,12,58,79,74,58,27,6,335
SAL50163,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16,8,7,5,0,49
SAL50164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,12,17,12,8,4,0,63
SAL50165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,8,12,6,18,30,8,5,88
SAL50166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,3,0,20
SAL50167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,13,10,10,13,0,0,59
SAL50168,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,5,0,4,0,0,3,4,0,4,0,3,0,14,11,34,83,76,90,74,72,44,15,505
SAL50169,0,0,0,0,0,4,11,14,4,24,0,0,0,0,0,0,0,0,0,0,7,0,11,8,20,15,17,6,0,91,28,46,95,162,165,214,149,76,10,948
SAL50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,6,0,0,0,0,26
SAL50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,7,4,0,0,25
SAL50172,0,0,0,0,3,6,7,12,6,33,0,0,0,0,0,0,0,5,0,6,0,0,14,11,20,19,11,16,0,94,7,38,67,97,111,156,126,97,30,727
SAL50173,0,0,9,18,14,16,15,3,0,81,0,0,3,15,15,4,11,4,0,57,9,14,58,31,13,10,5,0,0,140,161,490,2378,1641,654,344,140,42,0,5858
SAL50174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,23,0,0,18,24,14,27,13,11,0,109
SAL50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,4,16,10,3,0,32
SAL50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,0,0,0,22
SAL50177,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,25,7,18,39,38,51,80,81,34,4,359
SAL50178,0,0,0,0,3,4,7,3,8,32,0,0,0,0,4,0,0,0,0,5,4,0,6,7,9,14,10,4,5,67,55,141,278,264,310,235,183,88,58,1622
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,0,0,0,0,3,11,19,16,10,66,0,0,0,0,0,0,0,0,0,0,9,12,17,22,33,37,42,30,12,220,69,86,231,282,410,489,575,258,77,2487
SAL50181,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,17,35,57,70,138,168,143,105,33,7,756
SAL50182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,6,0,0,24
SAL50183,0,0,0,0,9,0,17,47,92,168,0,3,5,0,4,0,0,0,6,17,11,9,29,30,34,43,62,49,91,356,88,150,338,478,513,526,691,492,385,3671
SAL50184,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,0,0,0,16,26,38,66,131,116,81,18,0,0,489
SAL50185,0,0,0,0,8,3,7,12,0,30,0,0,0,0,0,0,0,6,6,8,10,11,27,30,22,29,12,12,0,163,29,52,139,111,146,142,125,58,13,818
SAL50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,3,0,3,0,18
SAL50187,3,0,7,3,12,4,10,3,0,47,0,0,0,3,3,3,0,0,0,17,19,14,27,30,26,20,13,14,0,162,105,197,459,428,342,264,168,55,11,2021
SAL50188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,10,16,23,17,46,37,37,10,4,196
SAL50189,0,7,0,0,4,3,8,9,9,39,0,0,0,0,0,0,0,0,0,4,3,4,6,14,9,15,6,3,3,59,11,32,66,77,99,107,91,69,38,585
SAL50190,5,0,4,5,6,16,29,17,9,92,0,0,6,10,4,9,3,5,3,35,47,50,167,103,129,117,62,26,12,720,145,279,752,666,660,664,587,209,44,4009
SAL50191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,11,16,14,7,4,0,83
SAL50192,0,0,3,0,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,0,24,4,5,22,21,21,44,34,14,0,165
SAL50193,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,0,0,0,22,6,4,16,34,26,22,19,0,0,122
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,0,12,0,4,7,17,21,57,86,19,0,224
SAL50196,0,0,0,0,4,0,8,8,6,24,0,0,0,0,0,0,0,0,0,0,5,3,11,7,14,16,15,17,9,96,12,28,80,95,81,89,113,62,22,589
SAL50197,0,0,4,0,0,3,14,13,7,43,0,0,0,0,0,0,0,0,0,0,8,0,10,10,8,16,14,8,5,81,54,60,127,125,172,159,140,77,17,921
SAL50198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,4,0,15
SAL50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,3,6,0,0,12,15,7,5,0,46
SAL50200,3,0,4,0,11,5,9,6,0,36,0,0,0,5,0,0,0,0,0,4,18,71,151,160,101,82,21,5,0,603,70,272,718,706,503,389,128,27,0,2818
SAL50201,0,0,0,4,8,12,24,28,30,114,0,0,0,0,0,4,6,7,21,45,6,7,3,26,19,24,33,56,82,261,170,385,591,1084,952,822,1048,660,368,6086
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,17,7,10,0,0,63
SAL50204,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,3,10,24,17,39,39,15,0,150
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,7,9,5,0,29
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50207,0,0,10,8,7,13,24,26,3,95,0,0,0,4,3,5,6,0,0,14,25,34,53,42,61,42,27,16,7,306,189,373,679,628,809,703,518,197,35,4139
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9
SAL50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,14,7,3,0,29
SAL50210,0,5,0,4,0,5,16,19,20,67,0,0,3,0,3,4,0,0,3,16,0,24,39,45,55,50,34,34,46,336,78,185,497,517,619,675,555,279,167,3569
SAL50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,15
SAL50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,9,4,0,0,4,3,9,0,4,0,25
SAL50213,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,16,6,0,7,4,0,40
SAL50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,8,10,0,5,40
SAL50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,0,0,23
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,0,0,0,0,0,4,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,0,16,18,30,69,125,100,93,68,35,4,549
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11
SAL50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,123,93,40,18,11,3,0,312,0,27,129,93,46,25,9,9,0,336
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50221,0,0,0,3,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,3,0,0,27,129,219,313,550,730,557,282,65,8,2864
SAL50222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,4,3,0,23,8,4,30,54,60,31,37,15,0,248
SAL50223,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,16,9,0,6,17,20,8,11,3,0,75
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,11
SAL50226,0,0,0,0,0,0,5,14,7,31,0,0,4,0,5,6,0,0,0,15,19,45,93,103,134,101,42,29,3,562,66,279,685,568,551,506,337,145,32,3175
SAL50227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,178,118,67,52,24,18,0,505
SAL50228,0,0,4,0,0,12,20,32,20,87,0,4,9,0,3,4,3,0,0,16,6,11,38,27,22,33,34,21,14,203,33,99,191,171,224,292,358,222,82,1665
SAL50229,4,3,16,11,19,19,30,23,7,124,0,4,5,8,17,6,9,0,0,51,33,26,80,72,48,41,32,32,6,364,503,995,1830,1911,1850,1059,730,326,67,9267
SAL50230,3,5,13,20,14,29,43,49,22,199,0,0,3,8,13,6,9,9,0,45,29,30,97,74,50,42,29,34,22,401,492,914,3281,2993,1835,1335,830,368,117,12168
SAL50231,0,0,4,5,10,14,56,43,8,139,0,0,0,4,6,0,0,4,0,10,43,79,250,190,219,276,224,105,12,1399,173,376,1277,1162,1162,1430,1511,534,49,7678
SAL50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,6,4,0,0,37
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,6
SAL50234,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,25,26,24,23,25,11,3,138
SAL50235,0,0,4,7,9,4,23,38,32,122,0,0,0,0,0,4,0,5,0,14,4,0,18,3,18,14,22,13,11,101,49,86,215,207,252,200,201,260,164,1634
SAL50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,0,4,10,11,7,0,39
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9
SAL50238,0,0,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,6,3,8,11,13,12,8,0,0,53,22,33,90,55,52,47,23,0,0,324
SAL50239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,12,10,14,9,0,0,0,0,0,0,37
SAL50240,3,0,8,12,15,23,39,23,6,134,0,0,9,14,7,17,13,6,5,67,20,16,37,39,37,24,16,14,6,211,158,259,566,584,493,552,450,185,58,3303
SAL50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,8,10,5,0,0,0,0,26
SAL50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,5,0,0,12
SAL50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,6,9,13,12,3,9,0,57
SAL50244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6
SAL50245,10,12,16,45,78,116,143,107,80,607,0,9,18,57,43,45,58,28,17,272,132,50,162,158,131,77,64,59,39,866,1111,2406,4279,5328,4785,3847,2561,1049,414,25779
SAL50246,0,5,29,19,19,23,32,34,8,170,0,3,22,9,7,9,16,18,10,92,17,66,177,74,39,49,33,12,6,472,114,789,2074,1019,521,461,357,180,66,5572
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50248,0,0,0,0,0,4,6,6,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,12,4,5,26,11,15,56,49,71,104,106,23,9,443
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11
SAL50250,0,0,0,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,13,36,23,38,60,86,24,0,278
SAL50251,0,0,0,0,3,7,16,14,7,52,0,0,0,0,0,0,0,0,0,7,12,5,4,16,17,25,20,14,7,118,65,104,233,310,365,314,292,138,39,1852
SAL50252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,6,5,7,23,27,17,15,0,103
SAL50253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,32,25,13,5,0,0,115,3,15,63,65,46,27,21,0,0,243
SAL50254,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,0,0,0,4,4,3,7,8,0,26
SAL50255,0,0,0,0,0,7,3,0,0,10,0,0,0,0,4,0,0,5,0,5,0,0,8,8,0,3,0,0,0,23,9,22,50,48,68,71,43,9,6,328
SAL50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,3,6,3,4,0,0,21
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,15,26,11,7,6,87
SAL50259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,7,9,23,18,23,3,3,98
SAL50260,0,0,0,0,0,4,9,7,4,18,0,0,0,0,0,0,0,0,0,0,6,0,3,0,8,3,3,3,3,29,51,73,101,139,215,137,96,36,3,849
SAL50261,4,0,0,9,18,23,41,64,42,192,0,0,4,0,6,9,8,5,3,36,26,24,76,53,57,51,40,30,23,383,139,345,702,606,603,668,511,312,171,4049
SAL50262,0,0,0,0,0,5,18,26,22,76,0,0,0,0,0,6,5,0,0,10,11,3,7,12,18,15,24,38,50,172,151,302,445,977,942,763,970,471,189,5204
SAL50263,0,0,0,5,13,7,32,34,32,129,0,0,0,7,6,5,10,6,3,43,18,23,57,34,46,51,57,51,20,363,148,513,1399,1054,765,644,591,272,121,5513
SAL50264,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,8,14,8,13,28,11,0,75
SAL50265,0,0,0,0,0,9,10,12,4,33,0,0,0,0,0,0,4,0,0,7,0,0,0,3,0,0,0,0,0,3,23,39,67,62,97,110,109,50,16,564
SAL50266,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,3,21,9,6,10,12,5,72,11,26,43,64,44,65,70,31,10,356
SAL50267,0,0,0,0,0,0,8,13,0,26,0,0,0,0,0,0,0,0,0,0,6,24,56,21,13,14,14,10,3,167,11,42,93,71,56,93,115,62,19,549
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,5,0,3,6,6,10,10,20,4,61,0,0,0,0,3,0,3,0,0,13,8,7,18,23,22,6,19,13,0,120,250,462,680,997,1172,837,464,188,37,5089
SAL50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,7,9,6,9,3,0,34
SAL50271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,10,9,10,0,0,0,36
SAL50272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,3,6,13,17,14,13,3,0,0,69
SAL50273,0,0,3,4,8,13,22,33,13,96,0,0,0,0,0,4,0,0,0,4,21,31,47,53,51,39,33,33,11,317,120,212,467,502,450,431,394,232,60,2862
SAL50274,8,8,12,5,5,4,3,4,0,48,0,0,3,25,24,5,3,5,0,64,0,9,46,41,13,11,9,3,0,127,60,198,533,418,285,190,95,35,9,1829
SAL50275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,58,36,33,31,3,0,0,185,12,24,73,60,74,59,3,0,0,311
SAL50276,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,9,5,21,18,16,35,22,12,0,144
SAL50277,0,0,9,8,16,24,34,27,9,132,0,0,4,9,9,6,6,3,3,52,17,16,37,33,36,22,27,19,3,215,149,370,1235,1369,855,644,419,172,36,5244
SAL50278,0,0,0,0,6,4,11,11,7,38,0,0,3,0,0,0,0,0,0,6,9,13,17,20,17,11,14,8,6,110,38,54,106,84,102,111,134,89,51,765
SAL50279,0,0,0,0,0,0,0,12,5,16,0,0,0,0,0,0,0,5,0,3,0,3,4,3,9,4,14,5,0,36,8,11,58,42,53,102,118,46,17,454
SAL50280,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,9,9,3,0,31,7,5,22,19,27,40,30,8,0,154
SAL50281,5,0,0,0,0,3,0,6,0,19,0,0,0,0,5,0,0,4,0,9,8,7,8,7,23,17,10,0,0,81,40,77,147,186,188,199,152,61,9,1064
SAL50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,5,0,0,0,18
SAL50283,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,12,6,6,3,0,44
SAL50284,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,4,0,15,4,0,18,18,19,27,14,8,0,115
SAL50285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,6,11,15,18,15,15,4,84
SAL50286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,4,11,12,5,10,9,0,52
SAL50287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,6,12,13,6,13,6,0,56
SAL50288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,5,0,0,14,4,0,7,3,13,10,8,7,0,54
SAL50289,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6,10,0,0,0,42,0,9,65,38,41,28,4,0,0,181
SAL50290,0,0,0,0,5,5,6,6,4,27,0,0,3,0,3,6,0,0,0,7,3,3,13,7,5,20,12,7,0,67,51,75,169,199,273,307,189,68,21,1349
SAL50291,0,0,0,0,4,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,10,7,9,17,9,6,3,71,26,45,91,112,169,171,119,42,9,778
SAL50292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,4,0,21
SAL50293,0,0,0,0,0,3,5,10,10,31,0,0,0,0,0,4,0,0,5,13,5,5,8,7,4,11,13,9,0,58,86,228,357,508,520,429,327,201,56,2706
SAL50294,0,0,0,0,0,0,7,21,23,51,0,0,0,0,0,5,0,0,4,8,7,3,7,7,23,15,23,27,9,127,208,368,368,561,1075,962,606,556,305,5017
SAL50295,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,10,0,0,22,7,15,31,31,44,60,56,16,4,260
SAL50296,0,0,0,5,6,0,9,20,17,55,0,0,0,0,0,4,3,0,0,6,27,32,59,45,53,47,54,52,55,424,249,586,1037,962,1121,1020,974,876,448,7282
SAL50297,5,7,5,20,26,27,37,21,7,164,0,0,3,16,16,15,10,9,0,64,32,44,84,107,72,66,34,20,10,466,374,932,2377,2111,1684,1405,821,349,68,10127
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
