SAL_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
SAL51467,32,2000,1180,450,2705,0.7,2478,2.7
SAL51468,44,2292,949,230,2181,0.9,1875,2.5
SAL51469,0,0,0,0,0,0,0,0
SAL51470,43,3000,1075,485,3525,0.8,2758,2.7
SAL51471,50,560,1125,100,2250,0.7,1937,2.2
SAL51472,35,1647,952,320,2104,0.7,1531,2
SAL51473,65,0,1375,0,3499,0.5,3374,2
SAL51474,39,1965,871,330,2166,1,2083,2.8
SAL51475,39,1800,684,330,1862,0.7,1516,2.7
SAL51476,36,350,591,0,1218,0.8,1093,3.2
SAL51477,37,1390,1187,200,2499,0.9,1999,3.2
SAL51478,40,2000,769,250,2203,0.9,2166,3
SAL51479,44,0,2300,0,0,0,0,0
SAL51480,47,1647,716,300,2062,0.8,1541,2.8
SAL51481,80,1000,725,0,1125,0.4,1024,1.5
SAL51482,52,1885,661,300,1819,0.7,1482,2.5
SAL51483,55,1733,553,47,1125,1.1,949,2.6
SAL51484,39,0,1333,150,2571,0.9,2337,2.8
SAL51485,39,1343,685,300,1638,0.7,1401,2.4
SAL51486,33,1300,612,240,1461,0.8,1348,2.6
SAL51487,27,0,1574,160,2250,1.3,2250,4
SAL51488,48,271,900,151,2749,0.6,1458,1.9
SAL51489,37,1733,765,420,2002,0.8,1800,2.9
SAL51490,35,1944,1028,345,2413,0.8,1824,2.1
SAL51491,46,0,949,0,0,0,1625,0
SAL51492,35,1603,1142,280,2926,0.8,2320,2.6
SAL51493,0,0,0,0,0,0,0,0
SAL51494,39,1800,897,340,2240,0.7,1830,2.4
SAL51495,45,0,1031,200,1958,0.7,1875,2.8
SAL51496,44,0,1325,170,2250,0.8,1958,2.7
SAL51497,40,0,900,0,1687,0.7,1687,2.4
SAL51498,37,1667,1138,250,2416,0.9,2333,3.2
SAL51499,43,2286,849,300,1125,0.7,1916,2.3
SAL51500,36,1529,735,290,1940,0.8,1565,2.7
SAL51501,51,932,604,193,1518,0.7,1073,2.1
SAL51502,38,1600,723,320,1935,0.7,1607,2.6
SAL51503,55,1367,1208,0,2750,0.7,2666,2.5
SAL51504,31,1300,1292,200,2625,0.9,2125,3
SAL51505,47,1509,635,260,1593,0.7,1270,2.5
SAL51506,44,0,1625,0,0,0,3249,0
SAL51507,48,0,2499,0,0,0,0,0
SAL51508,39,1950,840,350,2187,0.8,1887,2.8
SAL51509,44,1227,749,250,1812,1,1812,2.9
SAL51510,57,975,502,225,1037,0.6,775,1.8
SAL51511,44,867,566,226,1199,1.1,1437,2.8
SAL51512,45,0,1071,140,2250,0.8,1875,2.8
SAL51513,84,0,450,0,0,1,450,1
SAL51514,36,0,1593,190,3083,0.7,3083,2.8
SAL51515,39,0,1375,200,3250,0.8,1875,3.1
SAL51516,40,0,357,75,949,1.1,1218,2.9
SAL51517,44,9000,962,0,1125,0.8,1125,2.6
SAL51518,51,1600,746,200,1924,0.7,1553,2.4
SAL51519,32,2058,1103,410,2525,0.8,2368,2.9
SAL51520,46,3049,924,243,2083,0.8,1875,2.4
SAL51521,34,1790,966,340,2400,0.7,2235,2.9
SAL51522,60,1800,545,265,1187,0.8,1124,2.3
SAL51523,51,2150,725,360,1624,0.9,1625,2.4
SAL51524,39,2000,747,243,1875,0.8,1666,2.7
SAL51525,45,1885,648,365,1813,0.7,1459,2.5
SAL51526,40,1733,718,350,1973,0.7,1555,2.5
SAL51527,34,2000,1125,0,2374,0.7,2250,2.8
SAL51528,32,0,319,70,619,1.3,1093,3.9
SAL51529,52,1820,825,265,1833,0.6,1542,2.5
SAL51530,28,0,451,63,1018,1.2,1619,3.5
SAL51531,48,2500,1083,0,2625,0.6,1875,2.2
SAL51532,34,998,900,225,2125,0.7,1812,2.8
SAL51533,29,373,369,90,746,1.8,1365,4.2
SAL51534,37,1517,665,320,1784,0.7,1498,2.6
SAL51535,49,0,587,250,1562,0.8,1624,2.7
SAL51536,47,1517,605,270,1647,0.7,1266,2.4
SAL51537,37,0,1062,0,1187,1,1499,2.3
SAL51538,57,708,774,24,2124,0.6,1375,2.3
SAL51539,34,0,1374,0,2250,0.6,2250,2.7
SAL51540,42,1950,832,300,2479,0.7,2211,2.9
SAL51541,41,1950,789,420,2151,0.7,1747,2.5
SAL51542,52,3192,808,200,2625,1,1297,2.1
SAL51543,45,1040,1042,125,2250,1,2250,3.4
SAL51544,40,2817,795,410,2554,0.7,2287,2.8
SAL51545,51,1517,628,250,1624,0.7,1375,2.3
SAL51546,48,2934,1093,410,3053,0.7,2195,2.4
SAL51547,45,531,860,160,2416,0.8,1542,2.5
SAL51548,35,1997,1525,450,3250,1,2333,3.2
SAL51549,34,1993,951,430,2449,0.8,2375,3.3
SAL51550,50,1625,647,375,1649,0.7,1355,2.5
SAL51551,50,0,900,0,1625,0.9,1562,2.3
SAL51552,34,1300,612,223,1895,0.9,1354,2.8
SAL51553,59,1850,825,0,2625,0.8,1875,1.8
SAL51554,44,1089,924,100,2666,0.7,2250,2.9
SAL51555,44,7000,1625,900,2625,0.8,2324,2.1
SAL51556,40,0,774,0,2749,0.8,2374,2.9
SAL51557,38,0,2452,0,0,0,450,0
SAL51558,30,1904,959,350,2250,0.8,2111,3
SAL51559,51,0,612,200,1374,0.6,1083,2.7
SAL51560,55,1000,575,0,999,0.8,999,2
SAL51561,48,1659,1055,450,2849,0.9,2700,2.8
SAL51562,39,900,743,104,1531,0.6,1333,2.1
SAL51563,52,1000,1062,300,7000,0.9,1375,1.5
SAL51564,37,2445,1040,294,2921,0.9,2003,2.4
SAL51565,41,2762,1062,473,3324,0.8,2619,2.7
SAL51566,32,0,949,0,2166,0.9,2125,3.2
SAL51567,42,1733,994,350,2374,0.7,2099,2.5
SAL51568,65,450,1208,0,1875,0.7,1875,2
SAL51569,46,1625,648,340,1580,0.7,1183,2.3
SAL51570,62,0,425,0,0,1,450,1
SAL51571,49,0,687,0,2250,0.7,1999,2.4
SAL51572,45,2000,547,425,2041,0.8,1562,2.6
SAL51573,64,1044,538,229,1016,0.7,788,1.6
SAL51574,36,0,1166,0,2749,0.6,1875,2.1
SAL51575,31,0,949,38,3249,0.6,2499,2.8
SAL51576,47,1717,1125,475,2250,0.7,2062,1.8
SAL51577,34,1733,1319,350,2962,0.8,2457,2.7
SAL51578,38,2276,1338,400,3388,0.9,2376,2.2
SAL51579,57,0,1024,0,0,0.1,2124,1
SAL51580,35,1777,1232,400,2768,0.9,1915,1.8
SAL51581,46,1200,1014,120,2312,0.8,1625,2.7
SAL51582,37,2600,770,320,2312,0.9,2349,3.2
SAL51583,41,1408,589,100,1792,0.8,966,2.5
SAL51584,37,0,1125,0,2750,0.6,2083,2.4
SAL51585,42,2600,708,350,1833,0.7,1489,2.5
SAL51586,54,1517,581,300,1550,0.8,1422,2.4
SAL51587,46,1725,556,107,1624,1,1333,2.8
SAL51588,34,1517,766,330,1631,0.8,1401,2.3
SAL51589,52,800,1583,85,1343,0.6,1174,1.8
SAL51590,46,3033,900,162,2624,0.7,1625,2.4
SAL51591,64,500,575,0,2124,0.8,1333,2.5
SAL51592,28,1950,1001,360,2220,0.7,2120,3
SAL51593,41,2167,912,320,2630,0.8,1896,2.4
SAL51594,35,2184,1008,250,2695,0.9,2579,3.1
SAL51595,54,0,899,120,3250,0.8,1375,2
SAL51596,49,1500,899,0,1999,0.8,1999,3
SAL51597,40,0,450,0,1625,1,1625,3.2
SAL51598,36,1262,2250,0,4750,0.6,2749,2.5
SAL51599,0,0,0,0,0,0,0,0
SAL51600,42,1083,713,150,1593,0.7,1238,2.4
SAL51601,34,800,1787,117,3698,0.9,3318,2.9
SAL51602,47,0,850,290,4750,0.6,949,2
SAL51603,30,0,362,45,949,1.2,1125,3.1
SAL51604,63,0,1125,100,3250,0.4,2249,1.8
SAL51605,53,0,1375,250,3250,0.8,2149,2
SAL51606,44,1049,630,200,949,0.7,833,2.3
SAL51607,63,50,417,105,1125,0.8,1375,3.5
SAL51608,57,0,825,300,1375,0.8,1312,2
SAL51609,47,4623,774,0,3124,0.8,2750,2.7
SAL51610,36,1967,810,280,2393,0.8,1641,2.3
SAL51611,43,1425,619,109,866,0.8,1166,2.6
SAL51612,39,2100,748,400,2379,0.8,2175,3.1
SAL51613,51,2192,622,250,1375,1,1145,2.6
SAL51614,40,1300,998,200,2256,0.7,1722,2.5
SAL51615,49,650,575,215,2549,0.6,987,1.9
SAL51616,42,2143,853,241,2299,0.9,2033,2.8
SAL51617,35,1842,738,350,2065,0.8,1667,2.5
SAL51618,37,500,1958,120,725,1,1402,2.4
SAL51619,49,1759,1053,300,2449,0.7,2156,2.4
SAL51620,49,2500,850,475,2343,0.6,2305,2.7
SAL51621,60,0,483,0,749,0.6,695,1.5
SAL51622,47,1465,971,230,2113,0.8,1875,2.7
SAL51623,44,2317,754,550,2405,0.7,2326,3
SAL51624,38,1962,859,310,2111,0.9,2008,2.7
SAL51625,39,1300,545,240,1256,0.7,981,2.2
SAL51626,0,0,0,0,0,0,0,0
SAL51627,41,4333,1774,0,3250,0.8,3250,3.3
SAL51628,51,0,1187,220,1875,0.6,1792,1.8
SAL51629,28,2384,358,300,1916,0.8,2125,2.9
SAL51630,47,2167,900,143,2166,0.7,2125,2.4
SAL51631,49,1150,525,280,1624,0.7,1187,2.2
SAL51632,42,1083,720,180,1547,0.7,1179,2.2
SAL51633,38,0,1875,0,3250,0.9,5250,3.6
SAL51634,52,2048,955,310,2062,0.7,1468,2.4
SAL51635,42,1300,610,230,1503,0.7,1067,2.1
SAL51636,53,1033,570,155,1187,0.8,1010,2.1
SAL51637,42,2097,836,325,2272,0.7,1642,2.3
SAL51638,44,2600,871,420,2990,0.8,2086,2.6
SAL51639,0,0,0,0,0,0,0,0
SAL51640,48,1800,485,380,1670,0.8,1487,2.7
SAL51641,43,2167,888,480,2653,0.7,2328,2.8
SAL51642,37,266,1018,150,2812,0.8,2083,2.7
SAL51643,0,0,0,0,0,0,0,0
SAL51644,45,0,1083,0,2250,0.7,2124,2.9
SAL51645,60,1774,780,175,1416,0.7,1266,1.9
SAL51646,37,1686,727,360,2147,0.8,1895,2.6
SAL51647,45,1857,851,300,2338,0.7,2035,2.7
SAL51648,58,1365,1125,399,2416,0.7,2083,2.6
SAL51649,63,4943,575,126,1375,0.7,1125,1.9
SAL51650,42,1096,866,165,1812,0.9,1375,2.6
SAL51651,46,1400,690,250,1762,0.8,1519,2.5
SAL51652,41,2600,613,440,1910,0.8,1875,3.3
SAL51653,0,0,0,0,0,0,0,0
SAL51654,53,531,537,155,1270,0.6,795,1.8
SAL51655,50,0,450,250,2249,0.8,1875,2.7
SAL51656,40,1224,673,160,1237,1,1275,2.7
SAL51657,26,0,1437,150,3499,0.7,2750,3.6
SAL51658,42,4250,1550,0,3249,0.7,2750,2.4
SAL51659,48,1560,560,300,2083,0.7,1937,2.5
SAL51660,45,1517,634,320,1719,0.7,1235,2.3
SAL51661,0,0,0,0,0,0,0,0
SAL51662,39,223,2043,150,1562,0.9,1600,2.6
SAL51663,58,1275,684,200,1292,0.8,1271,2
SAL51664,49,2286,997,534,2331,0.8,2273,2.6
SAL51665,46,2500,967,656,2446,0.9,2326,2.8
SAL51666,35,1733,792,418,1984,0.7,1766,2.7
SAL51667,35,1842,740,340,1990,0.7,1695,2.8
SAL51668,54,544,1374,0,2250,0.8,1375,2.4
SAL51669,38,0,1375,0,2749,0.8,2749,3
SAL51670,36,1733,863,350,2233,0.7,1908,2.6
SAL51671,53,1517,805,200,1674,0.7,1437,2.3
SAL51672,61,4000,575,205,1875,1,1075,2
SAL51673,40,0,1375,270,5750,0.8,1375,2.9
SAL51674,55,1910,762,0,1937,0.7,1437,2.1
SAL51675,43,1594,580,270,1481,0.8,1081,2.4
SAL51676,45,0,1374,0,2374,0.7,2125,2.8
SAL51677,52,0,933,0,2250,0.7,1875,2.5
SAL51678,50,1733,912,170,2200,0.7,1781,2.3
SAL51679,0,0,0,0,0,0,0,0
SAL51680,55,719,638,100,1791,0.7,1062,2.1
SAL51681,62,0,450,0,0,0.6,900,2
SAL51682,69,0,200,0,0,0,500,0
SAL51683,41,2492,1107,246,2374,0.7,1958,2.5
SAL51684,44,0,1406,168,3062,0.6,1708,2
SAL51685,61,1570,749,260,1374,0.5,1374,1.8
SAL51686,39,0,959,200,2250,0.7,2250,2.8
SAL51687,34,434,949,0,2750,0.9,2750,3
SAL51688,38,1950,929,325,2299,0.8,1716,2.2
SAL51689,58,1950,596,270,1399,0.7,1424,2.6
SAL51690,56,1348,562,260,1403,0.7,1036,2.1
SAL51691,45,871,630,165,1375,0.7,1312,2
SAL51692,47,1654,687,150,1792,0.8,1406,2.4
SAL51693,47,0,949,250,3750,0.9,3750,2.9
SAL51694,44,1038,624,0,1458,0.7,1333,2.4
SAL51695,50,1580,616,260,1587,0.8,1286,2.5
SAL51696,37,0,1125,0,2250,0.9,2250,3.3
SAL51697,31,9771,724,0,1437,0.8,1375,2.5
SAL51698,0,0,0,0,0,0,0,0
SAL51699,58,0,725,0,0,0,1375,0
SAL59797,45,1733,2700,0,1375,0.7,1833,1.7
