SAL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50197,0,3,6,5,10,0,0,0,0,25,3,0,3,3,5,6,9,0,0,22,40,41,71,90,124,98,36,6,3,503
SAL50198,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,4,0,13
SAL50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,4,0,25
SAL50200,0,8,17,16,10,3,0,0,0,58,8,12,29,32,20,16,0,0,0,113,79,178,498,493,374,265,50,0,0,1934
SAL50201,11,4,13,22,22,13,10,0,0,101,5,13,22,40,30,27,15,0,0,158,189,286,483,875,796,535,232,30,0,3440
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,12,7,4,0,0,53
SAL50204,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,10,16,15,26,6,0,0,80
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,4,0,0,17
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50207,7,20,29,19,28,33,4,0,0,150,10,18,22,29,34,31,8,0,0,157,166,282,522,500,625,483,166,9,3,2750
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10
SAL50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,9,0,0,0,24
SAL50210,0,0,8,7,11,10,4,0,0,52,5,0,13,12,13,14,12,0,0,78,111,126,388,392,493,463,159,12,0,2148
SAL50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,8
SAL50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,16
SAL50213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,4,0,32
SAL50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,3,0,0,26
SAL50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,17
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,0,0,4,3,4,5,0,0,0,20,3,0,0,6,0,0,0,0,0,15,24,28,50,104,91,63,12,3,0,385
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7
SAL50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,14
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50221,7,11,18,17,24,14,0,0,0,100,13,6,17,17,33,13,4,0,0,108,171,187,263,482,667,419,51,0,0,2246
SAL50222,0,0,0,4,0,0,0,0,0,3,0,0,0,4,5,0,0,0,0,10,10,7,14,46,52,23,3,0,0,164
SAL50223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,15,3,0,0,0,43
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4
SAL50226,0,5,23,8,13,16,0,0,0,62,4,7,25,13,9,13,7,0,0,80,47,183,524,409,360,280,116,9,0,1926
SAL50227,0,5,11,3,4,6,0,0,0,20,0,0,0,0,0,5,0,0,0,11,20,37,168,101,64,34,6,0,0,432
SAL50228,0,0,0,4,12,9,3,0,0,34,0,0,9,3,3,0,4,0,0,20,39,65,119,117,169,171,50,8,0,739
SAL50229,20,50,72,69,73,29,7,0,0,313,13,31,79,78,52,29,8,0,0,291,494,729,1345,1490,1481,710,153,8,0,6416
SAL50230,30,47,161,97,63,44,10,0,0,439,28,40,133,135,56,39,5,3,0,445,580,702,2603,2477,1500,911,187,13,0,8977
SAL50231,4,8,28,36,27,16,7,0,0,133,7,14,32,43,30,23,12,6,0,159,159,217,840,851,814,743,327,53,0,4006
SAL50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,7,3,0,0,27
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,21,13,16,13,9,0,0,87
SAL50235,0,0,4,10,7,0,0,0,0,31,3,4,10,8,6,3,7,0,0,49,46,61,131,137,155,99,26,3,0,665
SAL50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,10,4,0,0,20
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50238,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,9,39,14,19,19,8,0,0,101
SAL50239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,27
SAL50240,3,5,17,16,14,11,4,0,0,77,10,12,33,31,23,13,5,0,0,125,92,165,357,390,325,322,90,5,0,1733
SAL50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,22
SAL50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAL50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,3,0,31
SAL50244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7
SAL50245,34,66,119,146,144,103,44,4,0,649,46,98,192,201,208,118,32,6,0,912,1060,1721,3007,4031,3833,2682,680,53,0,17076
SAL50246,3,19,71,36,20,17,3,4,0,173,8,56,117,38,30,11,4,0,0,266,86,538,1535,726,350,248,79,6,0,3570
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50248,0,0,4,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,12,15,11,44,38,60,62,21,0,0,238
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,8
SAL50250,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,8,4,12,27,16,31,33,4,0,0,124
SAL50251,3,4,5,14,13,9,0,0,0,48,6,3,10,12,10,8,0,0,0,48,86,77,185,237,289,194,52,8,0,1126
SAL50252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,6,22,20,0,5,0,65
SAL50253,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,31,33,17,12,0,0,0,100
SAL50254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
SAL50255,0,0,3,3,0,3,4,0,0,15,0,0,0,0,4,0,0,0,0,11,18,16,32,37,57,51,24,0,6,242
SAL50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,15
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50258,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,0,13,11,11,23,5,0,0,70
SAL50259,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,6,5,10,13,6,0,0,42
SAL50260,3,9,7,3,9,6,0,0,0,40,0,5,0,12,5,3,4,0,0,38,65,59,84,115,178,109,30,6,0,640
SAL50261,4,16,14,18,18,20,0,0,0,96,4,12,20,23,11,14,4,0,0,84,124,228,444,393,371,371,89,9,0,2025
SAL50262,3,12,9,27,35,20,11,3,0,121,10,8,8,36,28,14,15,0,0,129,234,264,392,882,836,582,247,24,0,3466
SAL50263,8,18,44,25,28,8,0,0,0,130,0,16,45,39,25,13,5,0,0,154,122,380,1136,862,587,371,104,5,0,3567
SAL50264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,14,8,11,0,6,0,40
SAL50265,4,4,5,0,10,4,0,0,0,17,0,0,0,4,0,0,7,0,0,16,26,32,58,49,82,75,21,6,0,349
SAL50266,0,6,3,0,0,3,0,0,0,11,0,0,0,0,4,0,0,0,0,3,0,19,32,44,29,45,23,7,0,194
SAL50267,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,16,24,33,33,43,12,0,0,158
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,10,32,33,28,53,33,3,0,0,197,17,20,24,39,50,21,9,0,0,183,330,361,550,843,1049,658,116,0,0,3909
SAL50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,8,3,0,32
SAL50271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,4,12,0,0,0,35
SAL50272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,16,12,10,3,0,0,58
SAL50273,14,10,28,25,20,13,3,0,0,108,4,12,15,6,16,8,6,0,0,76,134,156,354,397,361,278,92,18,0,1797
SAL50274,0,0,3,7,9,5,0,0,0,20,0,4,4,3,4,3,0,0,0,19,38,44,48,53,114,98,15,0,0,412
SAL50275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,21,38,28,0,0,0,115
SAL50276,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,5,18,17,15,25,12,6,0,105
SAL50277,6,18,42,40,29,24,8,0,0,159,3,24,39,62,41,22,6,0,0,192,151,280,1033,1162,687,401,105,7,0,3830
SAL50278,0,0,0,3,0,3,0,0,0,16,0,3,0,0,3,0,0,0,0,9,22,41,64,56,69,67,22,0,0,348
SAL50279,0,0,0,0,0,6,0,0,0,7,0,3,0,4,3,5,3,0,0,12,3,11,45,33,35,65,20,7,0,220
SAL50280,0,0,4,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,7,5,14,14,18,21,3,0,0,77
SAL50281,4,0,13,9,9,5,0,0,0,36,0,3,7,11,12,4,0,0,0,35,35,59,108,145,114,123,30,0,0,618
SAL50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,0,12
SAL50283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,12,8,3,0,0,36
SAL50284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,12,16,17,3,0,0,75
SAL50285,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,11,14,16,9,4,3,51
SAL50286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,12,11,5,10,0,0,41
SAL50287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,6,12,8,0,11,0,0,37
SAL50288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,10,6,0,3,0,33
SAL50289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,8,53,30,32,21,0,0,0,142
SAL50290,9,7,10,10,8,4,0,0,0,39,9,5,0,4,6,5,0,0,0,39,61,65,123,168,220,206,57,7,0,908
SAL50291,0,3,4,7,4,7,0,0,0,27,0,3,4,6,0,3,0,0,0,14,22,27,67,90,133,127,17,4,0,497
SAL50292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,0,0,15
SAL50293,0,11,4,7,14,12,7,0,0,54,5,10,11,11,21,15,7,6,0,87,110,189,312,412,430,307,81,22,0,1865
SAL50294,6,9,0,10,14,11,7,4,0,70,9,8,13,28,60,33,9,0,3,170,242,297,297,473,891,681,210,58,17,3167
SAL50295,0,0,0,0,0,5,0,0,0,3,0,4,0,3,0,3,0,0,0,11,14,6,24,23,35,26,16,0,0,141
SAL50296,9,13,20,24,20,17,9,5,0,115,14,27,24,21,41,18,16,11,4,177,249,435,845,755,878,661,305,103,9,4254
SAL50297,16,45,107,69,47,41,5,3,0,337,11,33,86,76,56,32,7,3,0,310,351,664,1840,1660,1295,892,203,23,0,6920
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,0,0,0,17
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,14,19,59,41,41,17,4,0,0,188,9,23,80,64,25,26,9,0,0,238,205,474,1303,958,706,498,125,14,0,4288
SAL50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,6,0,0,29
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,6,8,16,3,3,0,0,0,0,37,3,3,16,8,4,6,0,0,0,42,35,166,371,162,119,75,25,0,0,952
SAL50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10
SAL50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,14,0,5,0,27
SAL50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,9,11,5,0,0,52
SAL50308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3
SAL50309,3,3,0,5,10,3,0,0,0,29,0,0,0,8,8,6,0,0,0,23,49,56,105,126,161,119,29,0,0,654
SAL50310,15,12,26,21,32,10,3,0,0,124,5,11,21,27,17,12,4,5,0,107,181,239,519,578,620,508,119,24,6,2790
SAL50311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,5,5,0,0,0,24
SAL50312,0,0,12,3,0,5,3,0,0,20,0,0,0,6,0,0,0,0,0,12,23,29,66,80,64,45,13,0,0,334
SAL50313,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,3,0,0,0,4,5,7,12,21,18,28,11,0,0,97
SAL50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,0,8,0,0,19
SAL50315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,14
SAL50316,7,35,86,45,50,34,13,5,0,282,11,32,91,72,42,26,18,3,5,306,299,976,2261,1705,1217,1044,373,61,7,7946
SAL50317,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,4,6,13,33,20,16,9,3,0,106
SAL50318,0,10,15,23,11,25,6,0,0,93,3,0,5,14,20,22,8,0,0,68,146,188,211,353,467,514,114,9,0,1996
SAL50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,0,4,5,0,6,0,13
SAL50320,3,4,10,5,10,5,7,0,0,54,9,4,17,13,9,9,0,0,0,61,89,94,221,227,275,236,86,3,0,1226
SAL50321,4,10,15,13,24,40,5,0,0,119,8,15,19,22,37,21,14,7,0,136,185,239,391,502,601,564,166,18,0,2665
SAL50322,0,0,0,0,0,5,0,0,0,6,4,3,0,3,4,0,0,0,0,15,19,19,37,46,78,63,12,3,0,273
SAL50323,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,26,29,32,17,4,0,0,112
SAL50324,0,16,31,24,16,13,0,0,0,98,0,16,47,36,15,10,0,0,0,127,96,291,842,637,481,349,78,16,0,2786
SAL50325,3,3,7,6,7,4,0,0,0,35,6,0,8,11,10,5,3,0,0,34,54,94,133,180,239,154,55,7,5,913
SAL50326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL50327,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,10,0,0,0,16,11,19,69,77,97,87,30,0,0,392
SAL50328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12
SAL50329,9,13,26,19,18,19,6,0,0,114,5,17,30,20,27,33,7,0,0,139,165,235,513,447,534,537,113,11,0,2546
SAL50330,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,16,24,29,34,45,28,15,0,0,195
SAL50331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18,16,7,6,0,0,66
SAL50332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,10,6,3,0,27
SAL50333,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,8,0,6,10,11,18,25,7,0,0,78
SAL50334,0,0,4,0,0,0,0,0,0,10,3,0,0,3,3,5,0,0,0,13,15,4,19,26,60,82,22,0,0,234
SAL50335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,16,15,18,19,8,5,0,95
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,9,9,0,0,0,30
SAL50338,0,3,4,5,7,0,0,0,0,20,0,0,6,0,0,3,0,0,0,14,14,49,125,121,72,104,30,4,0,523
SAL50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SAL50340,4,3,0,3,4,0,4,0,0,22,0,0,0,0,5,4,4,0,0,14,18,24,65,56,67,60,33,3,0,337
SAL50341,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,24,60,62,55,39,0,0,0,241
SAL50342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11
SAL50343,11,18,19,17,9,6,3,0,0,87,7,11,45,22,51,29,9,8,3,180,232,361,710,635,866,723,316,66,3,3906
SAL50344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,13,6,0,0,0,25
SAL50345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,5,3,0,0,0,13
SAL50346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,7,9,0,0,0,22
SAL50347,4,0,12,5,11,3,5,0,0,36,4,0,0,18,14,7,3,0,0,48,64,39,160,381,282,187,58,16,0,1184
SAL50348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,14
SAL50349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,9,0,0,0,26
SAL50350,8,15,49,48,24,21,8,0,0,172,3,14,48,40,22,21,4,0,0,148,121,280,1040,846,561,414,107,14,0,3375
SAL50351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,8,0,0,0,24
SAL50352,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,10,3,10,24,32,43,52,31,4,0,195
SAL50353,20,14,10,5,0,0,4,0,0,49,7,20,10,10,6,6,4,4,0,78,351,538,403,247,108,91,89,28,0,1864
SAL50354,0,0,6,0,0,0,0,0,0,9,0,0,0,0,4,0,3,0,0,4,6,11,17,24,25,31,12,0,0,127
SAL50355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,20,24,9,0,0,76
SAL50356,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,6,4,16,18,9,0,0,51
SAL50357,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,6,5,12,25,25,50,52,16,3,0,189
SAL50358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,9
SAL50359,0,0,0,0,0,6,4,0,0,9,0,0,0,0,3,0,0,4,0,14,6,7,15,13,19,29,9,4,0,97
SAL50360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,11
SAL50363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,103,75,59,26,8,0,0,299
SAL50364,0,0,0,0,3,0,3,0,0,9,5,3,4,0,3,3,0,0,0,22,51,27,78,69,66,56,23,0,0,367
SAL50365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,7,9,3,0,39
SAL50366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,16
SAL50367,4,16,34,36,20,27,4,0,0,149,13,15,25,19,26,22,0,5,0,128,254,412,635,650,918,750,118,9,0,3756
SAL50368,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,6,18,12,23,19,6,0,0,85
SAL50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,7,0,16
SAL50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,22,22,21,5,0,0,119
SAL50371,0,5,4,3,0,7,0,0,0,23,0,6,0,10,10,6,5,0,0,32,51,84,142,178,179,126,52,4,0,812
SAL50372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,0,10,0,27,22,8,0,0,81
SAL50373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,19
SAL50374,0,4,11,5,7,9,4,0,0,43,0,8,8,18,32,24,9,3,0,112,149,205,212,346,526,392,199,57,3,2090
SAL50375,0,0,7,7,0,5,0,0,0,16,6,4,6,3,0,4,4,0,0,19,15,32,91,94,57,73,29,9,4,397
SAL50376,11,21,56,43,48,27,3,0,0,215,13,19,30,43,42,15,4,3,0,164,407,407,910,1168,1142,633,112,9,0,4800
SAL50377,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,12,13,15,22,20,0,0,0,79
SAL50378,0,0,11,5,3,0,0,0,0,19,0,0,7,11,9,5,0,0,0,24,33,34,113,188,185,107,20,3,0,687
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,0,3,5,4,0,0,0,0,0,19,0,0,6,0,0,0,0,0,0,10,9,32,128,145,103,107,31,0,0,551
SAL50381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,15
SAL50382,0,0,0,0,3,0,0,0,0,4,0,0,6,0,0,7,0,0,0,10,6,15,34,28,33,43,19,5,0,182
SAL50383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
SAL50384,9,15,28,49,41,12,6,0,0,159,11,21,31,53,47,30,0,0,0,186,343,398,545,957,1035,486,93,11,0,3869
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,10
SAL50386,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,16,21,54,49,66,38,12,4,0,269
SAL50387,0,0,6,3,5,4,0,0,0,23,5,4,0,0,7,3,0,0,0,28,33,21,40,53,101,83,26,3,0,366
SAL50388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,11,22,23,34,45,25,8,0,169
SAL50389,4,0,12,11,7,14,3,0,0,51,5,5,9,12,4,6,4,0,0,45,60,70,145,165,180,162,49,0,0,837
SAL50390,8,0,3,15,19,9,3,0,0,57,3,3,8,17,22,15,3,4,0,74,118,118,177,405,468,366,133,25,0,1811
SAL50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,16
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,0,11
SAL50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,0,0,20
SAL50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,7,0,0,10
SAL50395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SAL50396,10,6,22,21,23,14,9,0,0,119,5,12,26,25,21,13,6,0,0,102,219,189,434,607,657,480,119,8,0,2711
SAL50397,9,15,39,27,14,8,3,0,0,109,3,16,37,47,15,9,5,0,0,128,106,246,1078,949,392,156,32,0,0,2965
SAL50398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,3,0,0,26
SAL50399,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,12,7,13,27,30,42,15,0,0,150
