SAL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50603,16,23,43,40,52,44,13,0,0,234,16,22,35,54,57,41,18,7,0,248,482,504,891,1187,1480,1208,319,39,0,6114
SAL50604,0,0,5,0,0,7,0,0,0,8,3,0,0,0,0,3,0,0,0,7,19,16,20,21,34,31,12,0,0,150
SAL50605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,9,4,0,0,31
SAL50606,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,0,11,8,13,17,5,0,0,55
SAL50607,6,9,16,35,25,14,3,0,0,118,3,9,25,39,29,20,7,0,0,135,125,183,555,640,527,356,131,11,0,2529
SAL50608,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,6,9,13,68,64,54,25,6,0,0,237
SAL50609,11,29,51,48,35,37,12,0,0,224,16,25,70,87,52,43,22,0,0,304,221,508,1319,1237,1035,755,225,16,0,5325
SAL50610,3,18,55,46,26,10,4,0,0,155,8,13,67,68,30,10,3,0,0,198,136,347,1173,1296,616,289,58,0,0,3914
SAL50611,3,8,9,13,14,9,4,0,0,58,4,3,9,7,9,10,0,0,0,42,61,112,347,313,245,176,52,9,0,1317
SAL50612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,13,12,0,0,0,44
SAL50613,7,18,52,77,38,12,0,0,0,213,11,18,79,109,44,26,3,0,0,296,310,360,1428,2248,1067,550,103,5,0,6076
SAL50614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,0,0,19
SAL50615,5,0,9,10,14,10,0,0,0,38,4,4,9,14,20,9,4,0,0,58,82,104,344,310,329,234,79,14,0,1494
SAL50616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,17
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,8,5,28,37,45,63,20,3,0,210
SAL50619,0,7,26,12,8,0,0,0,0,49,6,10,23,25,14,3,0,0,0,81,56,124,465,368,188,65,18,3,0,1282
SAL50620,0,6,11,4,5,11,0,0,0,27,0,0,6,3,7,3,3,0,0,23,31,35,79,64,87,78,38,6,0,420
SAL50621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,6,3,5,0,37
SAL50622,7,14,53,41,32,25,4,0,0,181,6,20,53,37,15,24,3,0,0,161,144,298,915,911,625,459,126,10,0,3486
SAL50623,8,11,18,11,10,15,0,0,0,80,8,4,21,15,26,15,5,0,0,88,141,210,383,368,433,389,107,12,4,2046
SAL50624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,3,0,0,0,22
SAL50625,0,6,4,17,16,8,3,0,0,58,0,0,7,10,15,13,9,0,0,53,101,121,154,218,296,253,61,15,0,1221
SAL50626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,11,19,15,19,12,0,0,77
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,0,0,8,12,9,6,0,0,0,41,0,3,5,15,10,9,8,0,0,43,43,63,113,125,156,153,70,7,0,737
SAL50629,0,0,3,0,0,0,0,0,0,5,0,0,0,6,5,3,0,0,0,14,5,12,19,38,56,49,12,0,0,193
SAL50630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,12,6,5,3,0,0,40
SAL50631,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,8,15,10,11,12,0,0,60
SAL50632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,20,12,0,0,0,60
SAL50633,25,39,77,63,54,50,15,0,0,325,18,29,68,66,54,42,17,0,0,299,391,549,1306,1325,1210,1018,239,17,0,6069
SAL50634,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,8,3,3,15,18,31,29,7,0,0,108
SAL50635,0,0,12,15,6,9,5,0,0,37,0,5,34,12,6,8,4,0,0,62,26,134,590,308,188,128,38,3,0,1419
SAL50636,3,16,42,23,10,3,0,0,0,104,4,12,35,24,15,6,0,0,0,93,93,239,785,544,325,177,31,0,0,2187
SAL50637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,12,15,11,3,0,62
SAL50638,5,17,30,32,43,44,9,0,0,179,20,20,34,56,44,49,19,4,0,237,415,505,699,1104,1393,1221,360,31,3,5724
SAL50639,0,0,9,8,8,3,0,0,0,29,3,0,3,7,5,3,0,0,0,28,51,50,118,167,140,124,36,5,0,691
SAL50640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,0,0,26
SAL50641,0,3,20,22,8,6,5,0,0,66,4,5,22,25,14,8,5,0,0,84,86,152,464,536,406,288,81,8,0,2015
SAL50642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,5,0,0,0,25
SAL50643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,0,0,22
SAL50644,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,10,12,9,3,0,4,47
SAL50645,10,19,48,43,30,21,0,0,0,174,8,17,42,46,35,16,0,0,0,172,225,304,772,1025,774,457,87,3,0,3654
SAL50646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,11,15,21,5,0,0,70
SAL50647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,13
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,10
SAL50650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,3,0,0,0,26
SAL50651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11
SAL50652,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,10,3,6,6,0,0,0,26
SAL50653,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,6,0,0,0,16,10,14,18,23,31,37,15,4,0,156
SAL50654,0,5,5,0,0,10,0,0,0,11,0,0,5,0,0,4,0,0,0,20,8,22,103,102,99,109,23,3,0,477
SAL50655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,19,23,32,4,3,0,105
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50657,5,0,0,8,4,0,3,0,0,15,0,0,0,0,5,0,3,0,0,14,31,28,43,42,88,99,40,14,0,375
SAL50658,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,4,11,19,14,5,6,0,60
SAL50659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,0,0,0,15
SAL50660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,15
SAL50661,9,19,50,46,36,28,7,0,0,202,10,18,49,58,40,27,3,0,0,214,245,417,877,1057,917,616,156,6,0,4296
SAL50662,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,13,5,14,29,48,49,44,21,10,5,235
SAL50663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,8
SAL50664,4,16,7,19,20,30,6,0,0,102,9,9,13,18,33,31,10,3,0,128,283,310,245,453,955,780,114,13,0,3157
SAL50665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,3,3,4,6,0,0,39
SAL50666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,5,8,0,0,0,11
SAL50667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11
SAL50668,9,10,21,25,28,25,4,0,0,118,4,11,17,18,24,9,7,0,0,87,147,282,710,781,666,512,138,5,0,3242
SAL50669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SAL50670,6,18,78,41,29,18,0,5,0,198,7,11,77,53,22,24,6,3,0,202,130,448,1893,1326,680,561,156,23,0,5220
SAL50671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,10
SAL50672,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,12,11,11,10,0,0,51
SAL50673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,0,0,0,24
SAL50674,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,7,3,0,0,30
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,6,4,6,0,0,30
SAL50677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,11,9,3,0,0,34
SAL50678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,5,0,0,0,0,34
SAL50679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,8,9,17,7,0,0,52
SAL50680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,12,0,0,0,0,20
SAL50681,0,3,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,11,13,11,13,18,33,31,24,0,0,153
SAL50682,9,7,10,6,11,19,0,0,0,60,10,5,16,9,9,9,12,0,0,77,106,112,205,237,305,271,114,10,0,1374
SAL50683,12,7,21,21,26,20,6,0,0,105,0,11,15,15,14,11,3,0,0,70,154,179,352,394,488,419,54,6,0,2055
SAL50684,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,7,3,9,20,15,25,19,0,0,96
SAL50685,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,0,0,0,17
SAL50686,3,0,0,0,3,7,0,0,0,23,0,5,7,3,5,7,0,0,0,34,39,37,77,95,146,129,32,8,0,558
SAL50687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50688,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,4,14,18,9,15,3,0,68
SAL50689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,4,3,0,0,26
SAL50690,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,4,3,0,0,28
SAL50691,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,13,48,127,77,95,68,8,0,4,439
SAL50692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,16,28,36,28,49,15,0,0,174
SAL50693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,18
SAL50694,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,21,8,11,6,0,0,0,55
SAL50695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,7,3,0,32
SAL50696,10,6,33,20,27,16,0,0,0,111,3,9,17,21,20,11,0,4,0,86,188,210,426,486,587,371,48,3,0,2324
SAL50697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,5,6,9,7,13,0,0,0,48
SAL50698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,4,7,6,17,20,14,5,4,0,77
SAL50699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,5,14,8,0,0,37
SAL50700,0,8,3,8,0,7,0,0,0,20,0,4,5,3,0,0,0,0,0,14,26,80,163,126,123,86,34,12,3,649
SAL50701,3,24,59,26,40,45,11,0,0,210,10,30,57,43,54,38,8,0,0,242,236,654,1119,856,886,866,189,13,4,4816
SAL50702,7,6,39,29,20,21,5,0,0,126,3,9,36,26,13,10,6,0,0,101,79,199,946,804,524,339,105,7,4,3007
SAL50703,0,0,0,0,3,3,0,0,0,4,0,0,0,0,4,4,0,0,0,7,6,13,10,16,39,35,15,6,0,140
SAL50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,7,0,0,0,0,23
SAL50705,0,7,6,5,9,3,0,0,0,31,0,3,13,3,8,10,5,0,0,48,40,39,158,154,188,193,74,13,0,866
SAL50706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,21
SAL50707,10,9,17,27,32,27,11,0,0,130,7,14,19,19,26,29,11,0,0,123,202,257,361,620,799,677,229,35,4,3189
SAL50708,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,7,10,20,14,14,5,3,0,79
SAL50709,3,4,3,5,3,0,5,0,0,24,0,0,5,11,7,13,6,0,0,47,34,53,118,167,195,265,100,12,0,939
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,3,9,0,3,5,3,0,0,0,26,0,0,0,5,0,5,0,5,0,16,27,27,50,77,107,84,33,10,0,413
SAL50712,3,5,27,17,29,7,5,0,0,87,5,15,28,14,17,18,7,0,0,102,103,257,640,468,443,375,87,9,0,2393
SAL50713,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,8,9,12,14,12,4,0,0,63
SAL50714,6,14,15,17,23,15,10,0,0,92,4,8,15,14,18,28,4,0,0,102,187,248,365,514,612,515,162,10,5,2619
SAL50715,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,0,6,6,8,7,5,0,0,30
SAL50716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,9,5,17,13,3,0,0,60
SAL50717,0,0,6,0,0,0,0,0,0,11,3,0,0,0,0,7,0,0,0,14,24,29,98,77,81,56,10,3,0,380
SAL50718,0,0,3,0,0,0,0,0,0,10,0,5,3,0,10,3,0,0,0,27,33,66,136,147,167,143,28,4,0,722
SAL50719,0,0,6,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,12,3,24,40,51,51,17,3,0,208
SAL50720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,10,15,20,16,9,0,0,80
SAL50723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,8,3,0,0,27
SAL50724,3,3,3,0,0,7,0,0,0,13,3,5,12,3,4,10,4,0,0,49,74,179,208,147,116,121,35,0,0,887
SAL50725,8,20,39,26,41,37,16,0,0,189,9,29,43,38,42,40,14,0,3,223,265,502,1003,870,882,940,281,25,3,4769
SAL50726,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,22,35,19,25,38,8,0,0,152
SAL50727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,8,6,18,7,4,0,0,57
SAL50728,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,11,5,0,48,47,30,20,0,0,0,143
SAL50729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,3,0,0,28
SAL50730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,11,9,20,31,26,31,3,0,0,126
SAL50731,5,3,19,8,9,4,0,0,0,51,5,0,19,15,6,9,0,0,0,52,58,78,321,198,174,138,26,3,0,1001
SAL50732,0,0,7,0,4,4,0,0,0,15,0,0,0,0,3,0,0,0,0,5,5,12,37,34,53,35,19,6,0,204
SAL50733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,18
SAL50734,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,12,15,7,15,12,28,23,3,0,0,97
SAL50735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,48,37,36,18,4,0,0,144
SAL50736,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,7,11,15,8,4,0,0,44
SAL50737,0,0,0,4,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8,4,19,38,32,36,32,11,0,0,163
SAL50738,0,0,7,6,0,0,0,0,0,13,4,0,0,0,3,0,0,0,0,11,11,20,50,71,54,54,11,0,0,266
SAL50739,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,5,0,0,0,7,11,18,30,33,41,40,16,3,0,189
SAL50740,5,16,20,32,51,21,10,0,0,160,3,13,37,47,54,19,8,3,0,187,294,372,696,1215,1166,744,226,33,0,4758
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,10,13,12,0,12,8,4,0,0,69,6,7,9,15,10,24,0,0,0,77,97,158,320,284,288,311,101,18,0,1581
SAL50743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,7,10,15,3,0,0,38
SAL50744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,5,0,0,0,17
SAL50745,0,6,7,8,4,3,0,0,0,23,0,3,15,3,0,0,0,0,0,25,33,65,205,131,82,48,9,0,0,564
SAL50746,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,6,4,0,3,0,0,27
SAL50747,0,0,0,0,0,5,0,0,0,6,5,0,0,0,0,4,4,3,0,19,24,13,54,54,71,90,21,4,0,340
SAL50748,14,32,48,39,52,31,4,0,0,227,17,22,68,55,51,55,16,0,7,278,285,435,939,923,905,822,214,19,7,4552
SAL50749,7,0,0,3,3,7,0,0,0,18,3,3,4,6,7,12,0,0,0,27,28,15,41,52,97,88,46,11,0,376
SAL50750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,5,3,0,0,15
SAL50751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,15
SAL50752,3,7,13,6,7,3,3,0,0,61,3,11,5,19,25,9,0,0,0,81,171,232,438,533,624,329,88,8,0,2424
SAL50753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,13,12,21,8,0,0,51
SAL50754,14,16,26,21,25,17,3,4,0,126,5,18,62,42,27,24,7,0,0,190,124,248,583,601,488,347,93,13,0,2495
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,4,9,37,40,27,17,9,0,0,142,11,14,54,37,21,25,7,0,0,167,146,310,958,890,637,487,134,13,0,3575
SAL50757,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,4,11,6,10,16,28,29,12,4,0,121
SAL50758,0,6,9,5,14,3,0,0,0,44,0,3,14,11,10,4,0,0,0,42,43,82,214,158,172,191,39,0,0,900
SAL50759,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,3,17,65,39,53,34,0,0,0,217
SAL50760,0,0,6,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,6,4,29,81,82,75,84,24,0,0,371
SAL50761,0,4,4,0,0,0,0,0,0,9,3,0,3,0,5,0,0,0,0,8,4,11,16,13,34,37,13,5,0,142
SAL50762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,12,3,0,0,17
SAL50763,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,9,33,34,32,69,39,3,0,220
SAL50764,16,27,29,62,38,35,32,0,0,234,11,18,35,45,54,53,15,0,0,232,409,486,893,1505,1397,1254,429,24,5,6406
SAL50765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,9
SAL50766,16,28,26,33,47,30,4,0,0,174,10,20,18,35,48,27,10,0,0,165,276,359,606,711,985,697,135,4,0,3777
SAL50767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,12
SAL50768,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,7,0,0,15,23,11,8,0,0,70
SAL50769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,8
SAL50770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,10
SAL50771,0,0,8,4,0,4,4,0,0,19,3,0,3,8,10,5,6,0,0,32,15,38,91,112,91,143,48,6,0,552
SAL50772,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,15,4,0,0,43
SAL50773,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,8,6,22,17,38,48,27,3,0,173
SAL50774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,6,0,0,0,21
SAL50775,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,9,5,3,0,41
SAL50776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,3,0,0,24
SAL50777,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,39,30,31,13,5,0,0,129
SAL50778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,4,0,0,0,11
SAL50779,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,11,40,37,48,29,5,0,0,169
SAL50780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,10,11,6,0,0,37
SAL50781,0,10,18,24,13,6,0,3,0,77,8,16,33,29,25,16,4,0,0,124,92,180,322,313,264,183,53,0,0,1410
SAL50782,0,0,6,3,0,0,3,0,0,21,0,4,4,4,5,7,0,0,0,33,12,46,115,91,68,63,16,0,0,418
SAL50783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,21,13,24,16,20,0,0,104
SAL50784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,0,0,19
SAL50785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,3,16,17,13,5,0,55
SAL50786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,7,3,0,0,28
SAL50787,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,10,4,8,22,41,45,12,0,0,141
SAL50788,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,8,8,23,4,0,0,54
SAL50789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,10,6,3,0,0,33
SAL50790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,7,0,0,23
SAL50791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,13,16,16,10,0,0,66
SAL50792,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,6,3,4,26,34,30,30,13,3,0,145
SAL50793,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,9,19,10,0,5,0,43
SAL50794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10
SAL50795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,44,49,23,13,0,0,171
SAL50796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,9,0,0,0,23
SAL50797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,0,0,0,27
SAL50798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,16
SAL50799,7,7,22,36,30,24,3,0,0,127,9,9,38,27,37,29,10,3,0,163,100,179,742,606,594,585,192,17,0,3017
SAL50800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,18,20,5,3,0,64
SAL50801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,17
SAL50802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,3,5,0,0,19
SAL50803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SAL50804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SAL50805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
