SAL_CODE_2021,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50854,0,0,0,0,13
SAL50855,4,0,0,0,10
SAL50856,0,0,0,0,3
SAL50857,175,123,56,5,1377
SAL50858,67,71,35,17,515
SAL50859,0,0,0,0,12
SAL50860,0,0,0,0,0
SAL50861,5,0,0,0,28
SAL50862,15,22,17,0,87
SAL50863,232,97,47,7,1116
SAL50864,3,0,0,0,8
SAL50865,182,132,64,23,900
SAL50866,30,26,3,0,101
SAL50867,7,10,0,0,59
SAL50868,13,4,3,0,46
SAL50869,0,0,0,0,6
SAL50870,37,47,10,0,140
SAL50871,194,128,81,25,1760
SAL50872,39,45,0,0,172
SAL50873,548,403,222,84,5196
SAL50874,333,271,162,91,3253
SAL50875,283,161,44,8,1759
SAL50876,3,13,0,0,23
SAL50877,0,0,0,0,7
SAL50878,0,0,0,0,10
SAL50879,96,69,19,10,438
SAL50880,71,33,24,3,428
SAL50881,356,264,116,36,2059
SAL50882,7,3,0,0,21
SAL50883,9,0,3,0,20
SAL50884,0,0,0,0,16
SAL50885,7,3,0,0,18
SAL50886,0,4,0,0,8
SAL50887,0,0,0,0,0
SAL50888,6,0,0,0,8
SAL50889,3,3,0,0,70
SAL50890,698,642,393,179,4212
SAL50891,245,200,106,42,1632
SAL50892,0,0,0,0,14
SAL50893,319,240,80,34,2254
SAL50894,3,4,0,0,18
SAL50895,13,8,7,0,72
SAL50896,600,415,231,131,4272
SAL50897,10,8,5,0,36
SAL50898,48,27,4,0,237
SAL50899,249,104,8,0,1573
SAL50900,3,4,4,0,25
SAL50901,33,10,11,4,204
SAL50902,322,50,0,0,2015
SAL50903,765,527,198,79,4736
SAL50904,79,66,23,0,387
SAL50905,232,220,85,19,1289
SAL50906,0,0,0,0,0
SAL50907,0,0,0,0,9
SAL50908,4,5,0,0,24
SAL50909,0,0,0,0,0
SAL50910,0,0,0,0,3
SAL50911,140,101,65,67,921
SAL50912,56,7,0,0,276
SAL50913,32,35,19,5,173
SAL50914,0,0,0,0,0
SAL50915,0,0,0,0,7
SAL50916,16,11,12,0,76
SAL50917,832,657,225,38,8264
SAL50918,9,6,0,0,24
SAL50919,0,4,0,0,13
SAL50920,207,135,73,9,1649
SAL50921,20,4,0,0,50
SAL50922,530,376,253,156,3962
SAL50923,11,15,8,0,79
SAL50924,12,13,0,0,54
SAL50925,180,104,35,10,1053
SAL50926,158,60,18,0,856
SAL50927,0,0,0,0,3
SAL50928,14,14,7,0,66
SAL50929,0,4,0,0,7
SAL50930,12,13,6,0,65
SAL50931,0,0,0,0,0
SAL50932,551,322,186,123,3341
SAL50933,245,220,262,151,1496
SAL50934,25,26,3,0,99
SAL50935,0,0,0,0,0
SAL50936,13,4,5,0,46
SAL50937,0,4,0,0,24
SAL50938,198,131,48,23,1192
SAL50939,236,207,221,168,2304
SAL50940,0,0,0,0,19
SAL50941,26,25,3,0,183
SAL50942,0,0,0,0,3
SAL50943,0,0,0,0,6
SAL50944,217,150,61,6,1379
SAL50945,24,21,0,0,97
SAL50946,102,79,38,25,479
SAL50947,430,314,230,205,3694
SAL50948,103,80,24,16,984
SAL50949,3,8,4,0,47
SAL50950,117,43,13,0,1066
SAL50951,131,59,27,3,1199
SAL50952,23,18,4,0,126
SAL50953,48,40,16,0,246
SAL50954,0,0,0,0,11
SAL50955,10,22,3,0,68
SAL50956,0,0,0,0,7
SAL50957,87,54,34,7,403
SAL50958,0,0,0,0,0
SAL50959,0,4,0,0,20
SAL50960,879,348,204,85,3987
SAL50961,5,0,3,0,22
SAL50962,0,0,0,0,12
SAL50963,52,46,21,5,193
SAL50964,5,11,6,0,42
SAL50965,13,15,4,0,47
SAL50966,0,0,4,0,13
SAL50967,5,4,0,0,10
SAL50968,41,29,12,0,187
SAL50969,182,129,85,27,987
SAL50970,412,271,97,39,2728
SAL50971,41,4,0,0,348
SAL50972,9,0,0,0,25
SAL50973,6,0,0,0,37
SAL50974,5,7,0,0,26
SAL50975,22,21,8,0,109
SAL50976,4,6,0,0,29
SAL50977,3,0,0,0,8
SAL50978,45,27,9,0,95
SAL50979,0,0,0,0,8
SAL50980,35,21,6,0,166
SAL50981,0,4,0,0,20
SAL50982,0,0,0,0,22
SAL50983,34,18,20,0,139
SAL50984,0,9,3,0,17
SAL50985,0,0,0,0,0
SAL50986,5,0,0,0,11
SAL50987,23,20,0,3,123
SAL50988,136,114,47,19,774
SAL50989,0,0,0,0,0
SAL50990,7,0,0,0,11
SAL50991,9,4,0,0,28
SAL50992,81,65,23,0,327
SAL50993,49,74,24,10,284
SAL50994,5,0,0,0,16
SAL50995,0,0,0,0,0
SAL50996,77,38,12,5,407
SAL50997,49,31,17,3,347
SAL50998,1361,1021,590,139,10792
SAL50999,3,3,0,0,20
SAL51000,866,682,382,131,5346
SAL51001,3,3,0,0,14
SAL51002,0,0,0,0,4
SAL51003,0,0,0,0,0
SAL51004,242,207,94,51,1282
SAL51005,0,0,0,0,4
SAL51006,20,0,0,0,113
SAL51007,0,0,0,0,4
SAL51008,526,417,253,139,2952
SAL51009,78,53,32,9,371
SAL51010,13,7,0,0,43
SAL51011,0,4,0,0,4
SAL51012,0,0,0,0,15
SAL51013,25,13,4,0,72
SAL51014,25,15,4,0,114
SAL51015,686,311,94,25,4498
SAL51016,284,186,80,15,1596
SAL51017,0,5,0,0,19
SAL51018,0,0,4,0,7
SAL51019,0,0,0,0,8
SAL51020,35,5,0,0,227
SAL51021,1011,746,301,153,7131
SAL51022,0,0,0,0,0
SAL51023,0,0,0,0,7
SAL51024,138,84,15,4,709
SAL51025,113,77,27,6,536
SAL51026,309,221,134,51,1628
SAL51027,0,0,0,0,0
SAL51028,0,0,0,0,0
SAL51029,0,0,0,0,0
SAL51030,760,642,294,88,4436
SAL51031,194,142,95,19,1004
SAL51032,0,0,0,0,0
SAL51033,352,63,0,0,2655
SAL51034,3,0,0,0,9
SAL51035,0,0,0,0,4
SAL51036,200,156,60,15,1458
SAL51037,6,0,0,0,18
SAL51038,0,0,0,0,0
SAL51039,0,0,0,0,0
SAL51040,70,43,19,5,389
SAL51041,11,5,9,5,73
SAL51042,39,15,0,0,184
SAL51043,0,0,0,0,5
SAL51044,26,22,12,4,153
SAL51045,0,0,0,0,0
SAL51046,0,0,0,0,13
SAL51047,598,411,122,29,3235
SAL51048,17,7,4,0,65
SAL51049,45,69,7,0,226
SAL51050,17,12,7,0,136
SAL51051,17,14,9,0,106
SAL51052,7,8,5,0,57
SAL51053,0,8,0,0,19
SAL51054,0,3,0,0,22
SAL51055,296,274,155,56,1604
SAL51056,78,54,13,4,502
SAL51057,5,0,0,0,8
SAL51058,8,3,0,0,23
SAL51059,15,4,5,0,57
SAL51060,11,11,9,0,99
SAL51061,0,0,0,0,13
SAL51062,7,9,10,0,46
SAL51063,7,22,0,0,57
SAL51064,327,405,378,306,2725
SAL51065,5,0,0,0,16
SAL51066,0,0,0,0,7
SAL51067,46,38,12,0,172
SAL51068,0,0,0,0,0
SAL51069,126,88,105,114,1148
SAL51070,34,41,24,0,245
SAL51071,13,11,0,0,59
SAL51072,0,0,4,0,5
SAL51073,0,0,0,0,3
SAL51074,0,0,0,0,8
SAL51075,4,0,0,0,11
SAL51076,27,13,6,0,151
SAL51077,0,0,0,0,12
SAL51078,6,3,0,4,24
SAL51079,8,0,5,0,21
SAL51080,0,0,0,0,3
SAL51081,9,10,4,0,38
SAL51082,0,3,0,0,13
SAL51083,115,126,57,12,510
SAL51084,6,9,0,0,52
SAL51085,47,56,17,0,175
SAL51086,20,17,4,0,103
SAL51087,5,4,0,0,11
SAL51088,37,15,22,13,185
SAL51089,6,5,0,0,22
SAL51090,8,3,0,0,37
SAL51091,0,0,0,0,16
SAL51092,42,43,11,0,223
SAL51093,282,213,121,74,1844
SAL51094,12,11,0,0,50
SAL51095,33,30,5,0,140
SAL51096,8,0,0,0,14
SAL51097,0,0,0,0,0
SAL51098,1148,1048,674,295,7385
SAL51099,0,5,0,0,29
SAL51100,0,0,0,0,3
SAL51101,11,9,4,0,57
SAL51102,15,22,19,0,131
SAL51103,3,0,0,0,4
SAL51104,3,0,0,0,29
SAL51105,0,0,0,0,0
SAL51106,5,0,0,0,14
SAL51107,22,20,12,0,65
SAL51108,0,0,0,0,3
SAL51109,9,6,0,0,71
SAL51110,12,3,3,0,41
SAL51111,1298,250,27,0,9540
SAL51112,17,3,0,0,67
SAL51113,242,86,24,0,2501
SAL51114,18,23,16,0,107
SAL51115,0,4,4,0,22
SAL51116,15,36,0,0,111
SAL51117,0,0,0,0,10
SAL51118,3,0,0,0,25
SAL51119,8,12,0,0,39
SAL51120,5,0,0,0,19
SAL51121,0,0,0,0,8
SAL51122,625,386,167,62,6844
SAL51123,4,0,0,0,20
SAL51124,594,574,269,61,3769
SAL51125,13,6,5,0,54
SAL51126,3,0,0,0,11
SAL51127,56,46,17,0,255
SAL51128,13,7,0,0,33
SAL51129,0,0,0,0,0
SAL51130,347,287,151,31,2085
SAL51131,0,0,0,0,0
SAL51132,51,23,3,0,174
SAL51133,0,0,0,0,6
SAL51134,0,0,0,0,10
SAL51135,460,273,75,29,2210
SAL51136,67,35,9,6,382
SAL51137,0,0,0,0,0
SAL51138,470,382,213,84,2510
SAL51139,43,11,0,0,152
SAL51140,8,0,0,0,36
SAL51141,0,0,0,0,11
SAL51142,17,3,0,0,63
SAL51143,0,4,0,0,11
SAL51144,150,68,27,9,731
SAL51145,6,0,0,0,6
SAL51146,3,0,0,0,15
SAL51147,813,463,171,79,5664
SAL51148,13,21,10,0,166
SAL51149,0,4,0,0,11
SAL51150,16,9,4,4,60
SAL51151,0,0,0,0,5
SAL51152,8,10,6,0,51
SAL51153,67,70,19,0,314
SAL51154,0,0,0,0,0
SAL51155,0,0,0,0,3
SAL51156,71,59,35,17,356
SAL51157,482,378,196,72,2776
SAL51158,70,74,35,8,325
SAL51159,83,36,7,5,1154
SAL51160,37,26,4,0,147
SAL51161,0,7,0,0,13
SAL51162,27,9,7,0,110
SAL51163,4,0,0,0,9
SAL51164,4,0,0,0,23
SAL51165,261,37,3,3,2163
SAL51166,5,3,0,0,18
SAL51167,67,46,21,3,417
SAL51168,18,15,7,0,85
SAL51169,0,0,4,0,14
SAL51170,16,17,3,0,83
SAL51171,9,18,3,0,97
SAL51172,45,18,11,3,255
SAL51173,0,0,0,0,0
SAL51174,262,133,39,4,1269
SAL51175,142,87,55,14,594
SAL51176,859,594,180,43,4226
SAL51177,0,3,0,0,21
SAL51178,4,0,0,0,17
SAL51179,19,21,3,3,132
SAL51180,10,10,0,0,38
SAL51181,178,152,37,0,919
SAL51182,20,19,0,0,87
SAL51183,0,0,0,0,8
SAL51184,127,86,54,9,851
SAL51185,99,57,18,4,346
SAL51186,0,4,0,0,19
SAL51187,3,4,0,0,20
SAL51188,92,100,16,0,386
SAL51189,236,155,68,21,1798
SAL51190,206,153,62,17,2738
SAL51191,25,17,5,0,101
SAL51192,624,475,175,37,4383
SAL51193,10,9,8,0,63
SAL51194,3,0,0,0,43
SAL51195,0,0,0,0,9
SAL51196,8,0,0,0,57
SAL51197,527,399,205,73,4160
SAL51198,47,10,0,0,380
SAL51199,0,0,0,0,9
SAL51200,8,0,0,0,39
SAL51201,148,22,8,4,1007
SAL51202,7,12,5,0,62
SAL51203,70,100,15,0,285
SAL51204,0,0,0,0,0
SAL51205,269,130,44,8,1207
SAL51206,0,0,0,0,3
SAL51207,4,4,0,0,19
SAL51208,60,41,10,0,250
SAL51209,471,409,156,25,2986
SAL51210,351,227,86,28,2481
SAL51211,6,9,0,0,38
SAL51212,0,0,0,0,0
SAL51213,3,9,4,0,42
SAL51214,13,0,0,0,28
SAL51215,9,15,9,0,48
SAL51216,0,0,0,0,3
SAL51217,6,8,3,0,29
SAL51218,45,23,6,0,262
SAL51219,228,140,43,5,2078
SAL51220,5,11,0,0,25
SAL51221,7,3,0,0,17
SAL51222,159,66,14,3,1282
SAL51223,106,84,42,4,475
SAL51224,91,51,22,11,421
SAL51225,187,140,63,28,846
SAL51226,68,41,17,0,287
SAL51227,23,33,8,5,147
SAL51228,5,3,0,0,23
SAL51229,0,0,0,0,8
SAL51230,1070,601,244,90,11396
SAL51231,0,0,0,0,24
SAL51232,21,9,5,3,76
SAL51233,0,0,0,0,5
SAL51234,450,191,40,10,7457
SAL51235,0,0,0,0,15
SAL51236,153,80,22,7,1209
SAL51237,51,38,16,3,252
SAL51238,7,3,0,0,15
SAL51239,17,22,12,4,77
SAL51240,27,11,10,0,113
SAL51241,0,4,0,0,16
SAL51242,5,0,0,0,5
SAL51243,5,7,0,0,30
SAL51244,66,49,26,8,285
SAL51245,14,13,6,0,108
SAL51246,6,4,0,0,34
SAL51247,281,263,157,84,1932
SAL51248,77,61,25,7,459
SAL51249,6,0,0,0,4
SAL51250,6,11,3,0,44
SAL51251,3,6,4,0,32
SAL51252,17,4,0,0,63
SAL51253,94,7,0,0,658
SAL51254,88,134,30,3,385
SAL51255,23,20,6,3,85
SAL51256,40,46,20,0,199
SAL51257,22,16,0,0,77
SAL51258,121,163,93,22,741
SAL51259,472,218,60,5,3242
SAL51260,903,413,214,99,5582
SAL51261,0,0,0,0,0
SAL51262,52,36,17,4,216
SAL51263,12,3,7,0,56
SAL51264,29,28,0,0,123
SAL51265,7,0,0,0,30
SAL51266,0,9,0,0,14
SAL51267,30,15,0,0,95
SAL51268,61,74,32,13,308
SAL51269,6,0,3,0,42
SAL51270,51,45,15,3,243
SAL51271,322,138,66,17,3750
SAL51272,5,7,0,0,33
SAL51273,0,0,0,0,4
SAL51274,4,0,3,0,16
SAL51275,173,150,64,0,795
SAL51276,0,0,0,0,10
SAL51277,22,25,12,4,98
SAL51278,727,319,123,40,4176
SAL51279,17,10,4,0,82
SAL51280,122,68,37,3,732
SAL51281,75,31,3,0,358
SAL51282,114,111,122,41,974
SAL51283,0,0,0,0,27
SAL51284,0,0,0,0,11
SAL51285,3,5,0,0,26
SAL51286,19,0,0,0,37
SAL51287,313,182,102,65,2419
SAL51288,20,15,6,0,73
SAL51289,21,13,8,3,92
SAL51290,0,0,8,0,29
SAL51291,0,3,0,0,4
SAL51292,6,6,0,0,16
SAL51293,28,28,6,3,135
SAL51294,0,0,0,0,0
SAL51295,0,0,0,0,0
SAL51296,230,143,149,30,1948
SAL51297,13,4,0,0,38
SAL51298,424,313,168,55,3220
SAL51299,668,381,160,52,6500
SAL51300,65,61,11,4,319
SAL51301,1297,997,619,243,7229
SAL51302,208,37,0,0,1058
SAL51303,0,0,0,0,0
SAL51304,10,7,3,0,37
SAL51305,50,24,9,0,243
SAL51306,314,379,65,4,1279
SAL51307,87,51,9,0,425
SAL51308,656,527,211,32,3566
SAL51309,22,20,4,0,100
SAL51310,24,27,0,0,113
SAL51311,0,0,0,0,6
SAL51312,343,281,232,113,2004
SAL51313,100,12,0,0,523
SAL51314,58,52,23,4,300
SAL51315,8,4,0,0,42
SAL51316,14,22,5,0,110
SAL51317,0,4,0,0,17
SAL51318,6,13,0,0,32
SAL51319,645,475,278,72,3573
SAL51320,13,3,0,0,48
SAL51321,307,210,163,125,1643
SAL51322,177,133,60,26,940
SAL51323,99,77,40,7,480
SAL51324,0,0,0,0,0
SAL51325,0,0,0,0,0
SAL51326,51,24,15,0,224
SAL51327,10,8,0,0,49
SAL51328,90,84,34,6,475
SAL51329,7,4,0,0,44
SAL51330,1263,788,385,111,10723
SAL51331,0,0,0,0,5
SAL51332,75,72,19,7,319
SAL51333,7,0,0,0,20
SAL51334,0,0,4,0,30
SAL51335,4,0,6,0,29
SAL51336,12,27,6,0,61
SAL51337,753,268,99,15,5479
SAL51338,14,7,3,4,80
SAL51339,211,151,64,17,1191
SAL51340,475,231,84,27,4451
SAL51341,16,9,0,0,62
SAL51342,94,111,38,6,484
SAL51343,0,0,0,0,11
SAL51344,0,0,0,0,0
SAL51345,448,335,178,28,2653
SAL51346,428,427,228,78,2898
SAL51347,0,3,0,0,6
SAL51348,444,284,224,140,2315
SAL51349,0,0,0,0,6
SAL51350,18,7,9,0,42
SAL51351,134,143,53,16,710
SAL51352,132,87,31,0,1419
SAL51353,47,26,17,3,292
SAL51354,259,120,49,15,1807
SAL51355,0,0,0,0,75
SAL51356,0,0,0,0,0
SAL51357,15,6,0,0,43
SAL51358,0,0,0,0,0
SAL51359,318,190,22,4,2239
SAL51360,823,706,302,83,4179
SAL51361,0,0,0,0,6
SAL51362,124,56,6,3,605
SAL51363,714,532,287,148,4415
SAL51364,0,3,0,0,11
SAL51365,104,65,26,4,521
SAL51366,0,0,0,0,10
SAL51367,7,0,3,0,24
SAL51368,455,368,130,19,2150
SAL51369,0,0,0,0,0
SAL51370,14,15,0,0,56
SAL51371,260,164,74,12,1845
SAL51372,917,290,51,15,6845
SAL51373,236,139,63,29,1862
SAL51374,3,0,0,0,8
SAL51375,0,3,3,0,35
SAL51376,0,3,4,0,9
SAL51377,367,203,71,23,2636
SAL51378,0,0,3,0,13
SAL51379,5,0,0,0,34
SAL51380,0,3,0,0,12
SAL51381,1298,1066,500,157,8041
SAL51382,8,0,4,0,52
SAL51383,6,0,0,0,21
SAL51384,0,0,0,0,7
SAL51385,15,0,0,0,56
SAL51386,0,0,0,0,8
SAL51387,0,0,0,0,9
SAL51388,0,0,0,0,7
SAL51389,0,0,0,0,9
SAL51390,277,272,137,28,1625
SAL51391,13,19,8,0,64
SAL51392,11,0,0,0,37
SAL51393,51,32,7,4,266
SAL51394,655,305,93,14,5946
SAL51395,117,105,32,6,792
SAL51396,730,524,268,136,5264
SAL51397,284,203,151,99,1622
SAL51398,19,3,0,0,37
SAL51399,37,13,9,4,121
SAL51400,0,6,0,0,4
SAL51401,14,7,4,0,181
SAL51402,300,158,51,20,2819
SAL51403,8,11,5,0,34
SAL51404,48,20,5,0,233
SAL51405,799,525,267,52,5184
SAL51406,18,17,0,0,95
SAL51407,0,0,0,0,0
SAL51408,230,188,76,16,1237
SAL51409,22,11,0,0,85
SAL51410,112,35,6,6,499
SAL51411,77,65,13,4,378
SAL51412,0,0,0,0,3
SAL51413,134,91,35,10,1186
SAL51414,0,6,0,0,12
SAL51415,21,6,0,0,94
SAL51416,1035,859,471,137,7029
SAL51417,547,261,144,61,5659
SAL51418,15,7,0,0,41
SAL51419,122,104,39,9,787
SAL51420,573,467,240,65,3538
SAL51421,439,346,161,70,2549
SAL51422,12,4,0,0,57
SAL51423,68,33,6,0,314
SAL51424,31,15,8,0,82
SAL51425,0,4,0,0,12
SAL51426,4,4,0,0,13
SAL51427,0,0,0,0,0
SAL51428,0,0,0,0,0
SAL51429,0,0,0,0,0
SAL51430,18,6,4,0,96
SAL51431,6,10,9,0,42
SAL51432,0,0,0,0,4
SAL51433,23,11,0,0,173
SAL51434,0,0,0,0,7
SAL51435,521,244,124,29,4334
SAL51436,139,83,28,7,684
SAL51437,0,0,0,0,4
SAL51438,0,0,0,0,11
SAL51439,9,9,3,0,52
SAL51440,121,16,0,0,887
SAL51441,0,0,4,0,20
SAL51442,19,19,10,3,110
SAL51443,7,0,0,0,7
SAL51444,3,0,0,0,20
SAL51445,0,0,0,0,0
SAL51446,495,251,111,13,2689
SAL51447,16,7,0,0,42
SAL51448,1522,1136,544,118,10653
SAL51449,38,29,18,0,197
SAL51450,3,3,3,0,30
SAL51451,0,0,0,0,0
SAL51452,7,5,0,0,21
SAL51453,11,3,0,0,33
SAL51454,0,0,0,0,0
SAL51455,0,0,0,0,3
SAL51456,287,149,33,0,1914
SAL51457,0,0,0,0,3
SAL51458,147,160,67,15,653
SAL51459,4,0,0,0,8
SAL51460,0,0,0,0,0
SAL51461,0,4,0,0,8
SAL51462,53,25,10,0,242
SAL51463,9,4,3,0,72
SAL51464,0,0,0,0,8
SAL51465,0,0,0,0,0
SAL51466,10,5,4,0,39
SAL51467,161,138,75,33,2425
SAL51468,9,9,0,0,66
SAL51469,0,0,0,0,0
SAL51470,267,224,130,37,1586
SAL51471,5,0,0,0,19
SAL51472,458,299,116,40,4532
SAL51473,0,0,0,0,3
SAL51474,5,4,0,0,34
SAL51475,306,199,84,8,1644
SAL51476,6,0,0,0,32
SAL51477,0,0,0,0,13
SAL51478,21,26,8,0,146
SAL51479,31,6,0,0,188
SAL51480,15,17,0,0,83
SAL51481,0,0,0,0,0
SAL51482,43,51,18,3,227
SAL51483,9,11,0,0,39
SAL51484,20,8,0,0,82
SAL51485,137,104,30,9,861
SAL51486,87,44,18,0,561
SAL51487,0,0,0,0,0
SAL51488,5,6,0,0,25
SAL51489,168,101,50,0,1147
SAL51490,618,424,122,31,5765
SAL51491,0,0,0,0,3
SAL51492,44,18,3,0,329
SAL51493,0,0,0,0,0
SAL51494,116,53,34,12,639
SAL51495,7,6,0,0,48
SAL51496,0,0,0,0,12
SAL51497,6,0,0,0,12
SAL51498,4,0,0,0,28
SAL51499,0,6,8,0,25
SAL51500,166,129,53,5,1148
SAL51501,102,96,46,7,525
SAL51502,957,538,227,87,5442
SAL51503,0,4,0,0,12
SAL51504,3,0,0,0,30
SAL51505,18,8,3,4,81
SAL51506,0,0,0,0,5
SAL51507,0,0,0,0,6
SAL51508,69,71,24,12,470
SAL51509,3,7,0,0,15
SAL51510,71,62,25,3,266
SAL51511,0,7,0,0,28
SAL51512,0,0,0,0,10
SAL51513,0,0,0,0,0
SAL51514,0,0,0,0,12
SAL51515,0,0,0,0,7
SAL51516,16,5,0,0,30
SAL51517,0,0,0,0,8
SAL51518,32,32,18,0,190
SAL51519,197,133,27,7,2201
SAL51520,5,7,0,0,29
SAL51521,214,130,70,16,1872
SAL51522,21,23,4,0,71
SAL51523,6,0,0,0,13
SAL51524,10,7,3,0,51
SAL51525,324,347,119,23,1786
SAL51526,825,680,341,170,5496
SAL51527,6,0,0,0,18
SAL51528,8,0,0,0,42
SAL51529,11,17,4,0,60
SAL51530,19,8,0,0,117
SAL51531,0,4,0,0,13
SAL51532,0,0,4,0,20
SAL51533,13,10,10,0,160
SAL51534,827,403,208,51,4464
SAL51535,3,5,0,0,19
SAL51536,197,152,88,47,1142
SAL51537,0,0,0,0,5
SAL51538,8,7,7,5,46
SAL51539,0,3,0,0,9
SAL51540,52,39,19,0,333
SAL51541,279,264,149,30,1956
SAL51542,37,18,8,4,128
SAL51543,4,0,0,0,13
SAL51544,281,223,113,14,1508
SAL51545,5,3,4,6,46
SAL51546,137,136,72,16,755
SAL51547,14,5,5,0,56
SAL51548,4,3,0,0,26
SAL51549,315,153,44,5,3011
SAL51550,51,27,12,0,179
SAL51551,9,0,0,0,13
SAL51552,11,4,3,0,56
SAL51553,10,0,0,0,16
SAL51554,8,8,0,0,31
SAL51555,26,4,0,0,89
SAL51556,4,0,0,0,19
SAL51557,21,0,0,0,179
SAL51558,524,262,93,15,6742
SAL51559,5,0,0,0,11
SAL51560,4,0,0,0,4
SAL51561,30,11,3,0,84
SAL51562,8,5,4,0,38
SAL51563,4,0,0,0,11
SAL51564,862,625,313,202,7216
SAL51565,620,421,282,109,3767
SAL51566,0,0,0,0,16
SAL51567,121,73,46,9,714
SAL51568,4,3,3,0,11
SAL51569,733,571,316,113,4053
SAL51570,5,0,0,0,0
SAL51571,0,0,0,0,5
SAL51572,21,12,3,0,86
SAL51573,51,83,47,15,310
SAL51574,0,0,0,0,10
SAL51575,0,0,0,0,10
SAL51576,0,0,0,0,14
SAL51577,82,55,10,0,604
SAL51578,382,290,111,64,2843
SAL51579,0,4,0,0,12
SAL51580,443,285,147,50,4496
SAL51581,3,8,3,0,35
SAL51582,25,20,3,5,164
SAL51583,0,8,0,0,28
SAL51584,5,4,0,0,29
SAL51585,62,53,23,4,277
SAL51586,83,49,16,4,269
SAL51587,0,6,5,3,31
SAL51588,330,196,98,22,3513
SAL51589,43,9,10,0,179
SAL51590,6,3,0,0,18
SAL51591,3,13,3,0,19
SAL51592,51,16,0,3,444
SAL51593,324,190,49,30,1864
SAL51594,36,22,10,0,272
SAL51595,0,0,0,0,3
SAL51596,0,0,0,0,4
SAL51597,0,0,0,0,14
SAL51598,0,0,0,0,4
SAL51599,0,0,0,0,0
SAL51600,33,20,10,7,141
SAL51601,197,42,3,0,1421
SAL51602,8,4,0,0,73
SAL51603,0,6,0,0,13
SAL51604,5,3,0,0,14
SAL51605,4,0,0,0,7
SAL51606,3,3,0,0,25
SAL51607,4,0,0,0,9
SAL51608,0,0,0,0,12
SAL51609,3,0,0,0,14
SAL51610,306,191,145,72,2759
SAL51611,24,29,0,0,127
SAL51612,1404,1097,454,84,9845
SAL51613,27,18,6,0,101
SAL51614,70,44,27,7,446
SAL51615,8,5,0,0,41
SAL51616,37,23,6,6,249
SAL51617,465,301,182,82,3721
SAL51618,105,37,7,0,934
SAL51619,29,22,7,0,130
SAL51620,9,3,8,0,55
SAL51621,10,0,0,0,20
SAL51622,28,22,7,0,95
SAL51623,621,548,196,47,3342
SAL51624,47,21,7,0,237
SAL51625,181,135,63,15,1226
SAL51626,0,0,0,0,0
SAL51627,0,0,0,0,6
SAL51628,0,0,0,0,13
SAL51629,40,16,3,0,175
SAL51630,0,0,0,0,10
SAL51631,6,0,0,0,19
SAL51632,66,62,19,8,384
SAL51633,0,0,0,0,14
SAL51634,14,23,9,4,87
SAL51635,126,74,33,27,718
SAL51636,16,29,4,0,97
SAL51637,113,79,43,7,642
SAL51638,365,260,254,122,2511
SAL51639,0,0,0,0,0
SAL51640,44,37,24,3,269
SAL51641,1046,581,191,66,4868
SAL51642,10,7,0,0,55
SAL51643,0,0,0,0,0
SAL51644,0,0,3,0,17
SAL51645,58,43,7,0,141
SAL51646,112,58,16,3,586
SAL51647,108,67,29,9,577
SAL51648,9,9,0,0,38
SAL51649,12,6,4,0,23
SAL51650,11,3,0,0,24
SAL51651,106,88,47,9,546
SAL51652,30,22,8,4,162
SAL51653,0,0,0,0,0
SAL51654,20,27,16,9,153
SAL51655,0,0,0,0,10
SAL51656,119,91,17,0,605
SAL51657,5,0,0,0,10
SAL51658,0,0,0,0,5
SAL51659,16,7,5,0,76
SAL51660,189,145,137,100,1363
SAL51661,0,0,0,0,0
SAL51662,118,44,8,0,812
SAL51663,14,16,4,0,58
SAL51664,211,178,45,12,946
SAL51665,37,29,15,0,185
SAL51666,146,125,55,4,1246
SAL51667,662,449,253,88,4702
SAL51668,3,0,0,0,9
SAL51669,0,0,0,0,0
SAL51670,502,275,88,25,3522
SAL51671,16,7,0,0,58
SAL51672,9,21,5,0,53
SAL51673,0,0,0,0,6
SAL51674,6,5,3,0,22
SAL51675,39,31,8,9,201
SAL51676,0,0,4,0,7
SAL51677,3,5,0,0,34
SAL51678,14,5,5,3,74
SAL51679,0,0,0,0,0
SAL51680,13,10,0,0,47
SAL51681,0,0,0,0,0
SAL51682,0,0,0,0,6
SAL51683,8,9,0,0,55
SAL51684,4,4,0,0,32
SAL51685,9,8,0,0,27
SAL51686,9,0,0,0,21
SAL51687,0,0,0,0,7
SAL51688,895,567,275,156,7170
SAL51689,18,3,3,0,49
SAL51690,218,254,150,40,1145
SAL51691,10,4,3,0,21
SAL51692,4,7,4,0,43
SAL51693,0,0,0,0,10
SAL51694,0,6,0,0,14
SAL51695,39,25,9,0,164
SAL51696,3,0,0,0,10
SAL51697,8,0,0,0,22
SAL51698,0,0,0,0,0
SAL51699,6,0,0,0,6
SAL59797,465,123,24,0,2853
