SAL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50151,69,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,68,131,26,..,96,131
SAL50152,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,45,4,..,22,45
SAL50153,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,0,..,16,34
SAL50154,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,6,0,0,0,7,10,0,..,7,10
SAL50155,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,3,..,22,36
SAL50156,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,7,..,15,28
SAL50157,49,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,49,111,12,..,65,111
SAL50158,31,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,62,3,..,35,62
SAL50159,1527,3969,287,540,29,66,320,607,0,0,0,0,0,0,0,0,0,0,0,0,5,9,212,331,0,0,4,11,219,350,3,4,2066,4920,295,..,2367,4920
SAL50160,22,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,57,8,..,34,57
SAL50161,333,768,43,61,5,7,53,65,0,0,0,0,0,0,0,0,0,0,0,0,10,12,9,9,0,0,0,0,15,22,5,3,406,860,118,..,520,860
SAL50162,152,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,155,457,15,..,172,457
SAL50163,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,68,19,..,51,68
SAL50164,30,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,85,6,..,37,85
SAL50165,52,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,52,106,8,..,63,106
SAL50166,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,31,0,..,12,31
SAL50167,29,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,81,12,..,47,81
SAL50168,260,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,657,22,..,282,657
SAL50169,484,1203,6,29,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,0,0,497,1243,43,..,536,1243
SAL50170,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,..,12,28
SAL50171,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,7,..,18,37
SAL50172,399,863,5,10,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,3,0,0,7,8,5,3,411,881,78,..,493,881
SAL50173,2835,8348,51,131,7,13,61,145,0,0,11,12,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,5,2908,8505,115,..,3016,8505
SAL50174,39,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,0,0,6,13,5,11,47,124,11,..,58,124
SAL50175,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38,0,..,18,38
SAL50176,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,8,..,16,28
SAL50177,170,356,12,13,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,14,38,0,8,0,0,0,0,21,41,0,7,200,411,280,..,484,411
SAL50178,606,1607,254,480,13,39,266,516,9,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,878,2128,53,..,932,2128
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0
SAL50180,1286,2851,59,75,0,0,59,75,7,7,0,0,0,0,0,0,0,0,7,7,12,22,11,14,0,0,0,3,24,39,8,10,1380,2981,281,..,1662,2981
SAL50181,320,970,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,5,327,984,20,..,344,984
SAL50182,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,12,29,0,..,10,29
SAL50183,1282,3146,301,442,24,45,328,488,0,0,0,0,0,0,0,0,3,5,6,5,19,36,60,96,4,4,0,9,85,147,7,9,1704,3801,412,..,2116,3801
SAL50184,223,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,225,723,18,..,243,723
SAL50185,312,767,83,150,0,0,83,150,39,44,0,0,0,0,0,0,0,0,39,44,0,0,0,0,0,0,0,0,0,0,0,0,439,970,120,..,563,970
SAL50186,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,..,8,20
SAL50187,1012,2914,17,20,0,0,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,2940,54,..,1085,2940
SAL50188,93,238,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,240,13,..,102,240
SAL50189,287,636,9,25,0,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,667,75,..,377,667
SAL50190,919,2633,256,557,107,224,363,783,69,140,0,0,0,0,0,0,3,3,72,141,180,360,0,0,21,40,9,30,216,430,42,68,1613,4057,292,..,1908,4057
SAL50191,41,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,23,..,59,101
SAL50192,98,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,210,31,..,134,210
SAL50193,63,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,175,14,..,84,175
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50195,32,98,0,4,0,0,0,4,7,11,0,0,0,0,0,0,0,0,7,11,73,142,0,0,0,0,0,0,75,140,4,6,121,251,9,..,133,251
SAL50196,254,585,20,23,0,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,10,12,14,10,38,291,659,17,..,310,659
SAL50197,429,1071,22,44,0,0,22,44,0,0,0,0,0,0,0,0,0,0,0,0,12,25,3,5,0,0,4,8,23,36,0,5,474,1156,76,..,550,1156
SAL50198,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,..,10,17
SAL50199,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,12,..,27,43
SAL50200,813,2286,139,306,90,141,231,448,78,109,0,0,0,0,0,0,0,0,78,109,0,4,0,0,0,0,0,10,0,14,3,8,1126,2863,262,..,1387,2863
SAL50201,2282,6579,276,608,16,33,294,638,188,232,0,0,156,231,0,0,3,4,350,467,0,0,0,0,0,0,0,0,0,0,0,0,2931,7688,227,..,3157,7688
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50203,26,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,77,4,..,30,77
SAL50204,49,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,59,0,0,0,0,0,0,35,59,0,0,84,179,10,..,94,179
SAL50205,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,3,20,35,0,..,24,35
SAL50206,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,..,3,6
SAL50207,1944,5205,7,25,0,0,9,25,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,7,11,3,4,11,16,6,5,1961,5245,198,..,2162,5245
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,9,0,..,6,9
SAL50209,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,0,..,17,37
SAL50210,868,1994,234,341,362,655,594,993,188,280,70,105,24,35,36,60,0,4,319,485,16,30,40,64,26,30,9,12,93,135,16,23,1883,3626,363,..,2248,3626
SAL50211,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,..,7,22
SAL50212,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,14,29,0,..,15,29
SAL50213,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,51,3,..,21,51
SAL50214,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50,0,..,21,50
SAL50215,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,0,..,13,28
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50217,277,750,0,4,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,4,0,0,4,8,0,0,292,770,20,..,307,770
SAL50218,5,10,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,..,11,11
SAL50219,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,3,..,18,35
SAL50220,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,4,3
SAL50221,1253,3880,11,33,0,3,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,1278,3923,53,..,1331,3923
SAL50222,106,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,4,10,0,0,115,311,53,..,172,311
SAL50223,42,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,102,3,..,44,102
SAL50224,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,..,4,20
SAL50225,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,..,3,8
SAL50226,251,596,56,102,181,393,236,494,18,28,31,64,158,259,658,1188,0,0,873,1536,0,0,0,0,0,0,0,0,0,0,12,16,1373,2647,292,..,1666,2647
SAL50227,241,594,8,11,8,16,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,265,634,24,..,286,634
SAL50228,642,1324,153,223,15,20,164,245,11,17,0,0,0,0,0,0,6,7,15,21,21,34,71,98,39,45,5,12,138,183,3,5,964,1786,227,..,1190,1786
SAL50229,4603,12716,96,165,50,75,148,239,42,75,0,0,0,0,0,0,3,9,48,79,0,0,0,0,0,0,0,0,0,0,3,5,4796,13038,301,..,5099,13038
SAL50230,6058,17998,77,136,0,0,77,136,0,0,0,0,0,0,0,0,5,9,5,9,0,0,0,0,0,0,0,0,0,0,4,3,6142,18156,400,..,6542,18156
SAL50231,1609,4686,198,466,80,142,281,611,55,125,0,0,0,0,0,0,0,0,56,127,835,1738,3,8,10,38,4,8,856,1786,47,87,2853,7296,232,..,3079,7296
SAL50232,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,0,..,17,42
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,4,0,..,4,4
SAL50234,80,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,191,14,..,97,191
SAL50235,605,1409,212,303,13,37,229,339,41,52,0,0,0,0,0,0,0,0,41,52,0,0,0,0,4,4,0,0,4,4,0,0,876,1807,103,..,977,1807
SAL50236,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,45,0,..,23,45
SAL50237,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,..,3,9
SAL50238,141,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,8,20,154,492,26,..,180,492
SAL50239,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,..,6,12
SAL50240,1620,4178,75,130,0,0,75,130,0,0,0,0,0,0,0,0,8,10,8,10,0,0,0,0,0,7,0,0,0,7,0,0,1708,4320,170,..,1869,4320
SAL50241,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,0,..,19,38
SAL50242,5,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,0,0,3,12,0,0,7,12,0,..,13,12
SAL50243,20,52,4,18,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,25,71,8,..,25,71
SAL50244,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,..,11,24
SAL50245,10023,31211,481,1104,35,92,522,1189,70,144,10,12,0,0,0,0,5,9,83,167,3,3,0,0,0,0,10,12,6,14,9,11,10643,32593,413,..,11053,32593
SAL50246,1245,3323,850,2019,139,298,985,2319,207,455,25,42,154,308,111,179,4,0,503,993,0,0,0,0,9,7,18,47,22,56,15,21,2772,6711,394,..,3161,6711
SAL50247,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SAL50248,189,421,0,0,8,17,8,17,0,0,0,0,0,0,0,0,0,0,0,0,42,56,0,0,0,0,0,0,42,56,29,35,271,531,18,..,287,531
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,4,11,0,..,4,11
SAL50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,218,0,0,17,43,0,0,118,259,4,8,123,269,0,..,123,269
SAL50251,959,2367,65,95,0,0,65,95,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,0,1022,2467,87,..,1116,2467
SAL50252,42,92,6,24,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,54,127,11,..,64,127
SAL50253,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,11,14,4,6,14,26,0,..,14,26
SAL50254,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,11,30,3,..,20,30
SAL50255,139,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,143,434,20,..,162,434
SAL50256,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,3,..,19,27
SAL50257,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SAL50258,42,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,52,107,12,..,60,107
SAL50259,42,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,48,120,11,..,55,120
SAL50260,363,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,366,1135,13,..,385,1135
SAL50261,1886,4133,487,781,13,10,499,796,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,15,11,0,0,14,15,4,0,2404,4946,227,..,2628,4946
SAL50262,2124,6256,233,459,26,64,260,513,0,0,0,0,102,160,0,0,5,0,100,161,0,0,0,0,0,0,0,0,0,0,0,0,2491,6933,115,..,2603,6933
SAL50263,1943,4558,872,1646,51,112,927,1759,38,61,56,80,0,0,0,0,0,0,96,138,0,0,0,0,0,0,0,0,0,0,5,7,2968,6455,235,..,3207,6455
SAL50264,40,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,99,20,..,62,99
SAL50265,201,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,53,25,59,6,4,223,667,10,..,236,667
SAL50266,183,390,3,3,0,0,3,3,5,4,0,0,0,0,0,0,0,0,5,4,7,8,0,0,0,0,0,0,7,8,6,5,198,404,37,..,240,404
SAL50267,42,96,12,27,8,7,17,34,6,4,0,0,0,0,0,0,0,0,6,4,93,194,7,11,7,4,0,5,108,211,24,40,198,393,16,..,213,393
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50269,2280,6879,35,69,5,20,40,89,0,0,0,0,0,0,0,0,9,20,9,20,0,0,0,0,0,0,0,10,0,10,0,0,2330,6987,99,..,2430,6987
SAL50270,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,11,..,28,44
SAL50271,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,63,5,..,23,63
SAL50272,33,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,37,90,14,..,53,90
SAL50273,1462,3580,83,154,3,6,85,155,18,22,0,0,0,0,0,0,0,0,18,22,7,14,0,0,0,0,0,0,10,19,3,13,1578,3789,280,..,1854,3789
SAL50274,260,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,266,769,14,..,276,769
SAL50275,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,..,9,11
SAL50276,69,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,174,12,..,80,174
SAL50277,2328,7036,47,92,5,15,55,104,0,0,0,0,0,0,0,0,6,3,6,3,35,64,96,142,0,0,3,4,131,212,0,12,2517,7369,115,..,2631,7369
SAL50278,247,466,94,142,15,28,113,161,0,0,0,0,0,0,0,0,0,0,0,0,20,30,17,25,7,7,3,4,40,66,11,14,408,714,42,..,452,714
SAL50279,206,412,0,5,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,8,26,59,4,0,0,0,0,4,29,60,0,0,245,484,334,..,573,484
SAL50280,61,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,5,14,0,0,15,36,0,0,77,186,3,..,84,186
SAL50281,475,1276,0,0,5,3,5,3,0,0,0,0,0,0,0,0,3,7,3,7,33,42,5,7,4,0,0,0,45,54,7,10,533,1352,28,..,560,1352
SAL50282,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,10,22,0,..,10,22
SAL50283,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,57,0,..,27,57
SAL50284,50,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,119,15,..,64,119
SAL50285,42,100,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,105,3,..,50,105
SAL50286,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,66,4,..,32,66
SAL50287,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,68,4,..,30,68
SAL50288,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,6,6,0,0,21,21,0,0,31,54,29,..,60,54
SAL50289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,0,..,6,9
SAL50290,678,1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,677,1737,59,..,742,1737
SAL50291,381,1000,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,391,1010,70,..,457,1010
SAL50292,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,4,..,13,33
SAL50293,861,2572,20,42,97,222,116,267,217,412,97,159,81,145,0,0,0,6,389,725,0,0,0,0,0,0,0,0,0,0,0,0,1365,3562,112,..,1478,3562
SAL50294,2065,6117,32,59,92,154,128,210,172,249,0,0,0,0,0,0,0,0,172,249,0,0,0,0,0,0,0,0,0,0,0,0,2359,6580,193,..,2556,6580
SAL50295,140,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,141,312,22,..,167,312
SAL50296,1519,4035,630,1408,411,839,1039,2250,244,386,261,337,665,1110,259,405,0,0,1430,2244,0,0,0,0,0,0,0,0,0,0,3,9,3992,8531,608,..,4601,8531
SAL50297,4654,12451,396,728,125,212,522,940,5,8,43,87,0,0,0,0,0,0,51,95,0,0,0,0,10,6,0,7,10,15,7,13,5240,13515,360,..,5597,13515
SAL50298,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,..,3,3
SAL50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,145,0,0,0,3,0,0,71,149,9,6,78,161,0,..,78,161
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50301,2659,6805,341,750,367,684,707,1440,124,189,64,94,27,59,0,0,3,7,224,354,6,7,0,0,3,4,3,10,14,19,12,19,3614,8634,431,..,4053,8634
SAL50302,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,0,..,15,39
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50304,203,517,9,12,0,0,9,12,0,0,94,147,445,740,54,76,0,0,592,958,0,0,0,0,0,0,0,0,0,0,0,0,803,1491,115,..,921,1491
SAL50305,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,4,9,12,21,0,..,12,21
SAL50306,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,37,0,..,16,37
SAL50307,38,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,99,4,..,42,99
SAL50308,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,..,8,15
