SAL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
SAL50309,465,1230,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,467,1239,24,..,492,1239
SAL50310,2906,6789,123,182,0,0,123,182,116,170,0,0,0,0,0,0,0,0,116,170,15,30,0,0,5,3,0,6,27,44,6,21,3176,7197,424,..,3599,7197
SAL50311,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,52,5,..,24,52
SAL50312,253,656,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,260,662,41,..,301,662
SAL50313,81,179,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,188,44,..,128,188
SAL50314,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,20,..,32,41
SAL50315,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,..,10,17
SAL50316,2220,5663,2031,3500,1553,3135,3584,6632,625,1114,296,447,83,138,0,0,0,4,1013,1700,0,0,0,0,0,0,0,0,0,0,9,10,6822,14015,819,..,7645,14015
SAL50317,85,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,10,11,0,0,12,21,10,28,106,250,30,..,131,250
SAL50318,1144,3168,61,112,118,224,179,341,0,6,0,0,0,0,0,0,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1333,3510,80,..,1408,3510
SAL50319,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,3,..,12,16
SAL50320,1639,3709,145,271,27,48,174,313,86,105,0,0,0,0,0,0,0,0,86,105,0,0,0,0,0,6,0,0,0,6,0,8,1906,4140,266,..,2176,4140
SAL50321,1704,4651,38,85,17,44,56,130,5,12,0,0,0,0,0,0,0,0,5,12,11,12,272,402,3,7,0,0,285,417,0,6,2053,5216,90,..,2142,5216
SAL50322,223,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,231,591,33,..,256,591
SAL50323,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,..,6,11
SAL50324,1931,4390,266,460,69,138,341,604,112,145,251,387,0,0,0,0,15,29,375,555,0,0,0,0,0,0,0,0,0,0,5,6,2647,5555,248,..,2896,5555
SAL50325,504,1529,11,13,14,23,23,40,52,76,16,27,0,0,0,0,0,0,72,103,0,0,0,0,0,0,0,0,0,0,0,0,597,1674,39,..,638,1674
SAL50326,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,0,0,5,18,0,..,5,18
SAL50327,321,702,5,3,0,0,5,3,16,15,0,0,0,0,0,0,0,0,16,15,19,28,4,3,5,4,0,0,22,29,4,7,364,754,84,..,449,754
SAL50328,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,4,..,6,13
SAL50329,2500,6035,209,339,0,0,209,339,10,14,0,0,0,0,0,0,4,12,16,26,0,0,0,0,7,4,0,8,4,8,0,8,2736,6414,164,..,2901,6414
SAL50330,144,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,13,0,0,145,417,19,..,160,417
SAL50331,48,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,5,52,126,40,..,87,126
SAL50332,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,54,3,..,31,54
SAL50333,49,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,53,130,20,..,75,130
SAL50334,297,626,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,298,626,92,..,386,626
SAL50335,88,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,3,11,6,7,99,186,28,..,124,186
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,3,8,0,..,3,8
SAL50337,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,65,10,..,35,65
SAL50338,28,87,21,63,3,10,24,73,19,34,0,0,0,0,0,0,0,0,19,34,284,643,22,47,0,9,0,0,314,705,3,8,383,900,6,..,389,900
SAL50339,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,..,3,13
SAL50340,295,592,14,17,5,10,24,30,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,4,4,8,17,0,0,324,636,62,..,383,636
SAL50341,25,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,29,85,10,..,41,85
SAL50342,0,0,0,0,0,0,0,0,16,34,0,0,0,0,0,0,0,0,16,34,0,0,0,0,0,6,0,0,0,11,0,0,21,39,0,..,21,39
SAL50343,2053,5610,137,288,245,520,381,806,178,291,319,493,92,151,0,0,3,9,592,945,0,0,0,0,0,0,0,0,0,0,3,3,3025,7372,468,..,3492,7372
SAL50344,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,51,8,..,25,51
SAL50345,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,14,..,22,23
SAL50346,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,51,8,..,35,51
SAL50347,840,2286,22,29,0,0,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,6,10,5,12,871,2337,146,..,1012,2337
SAL50348,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,3,..,11,17
SAL50349,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,3,..,17,36
SAL50350,2358,5752,279,488,4,10,281,501,27,38,0,0,0,0,0,0,0,4,27,43,0,0,0,0,0,8,0,0,0,8,0,3,2671,6296,150,..,2820,6296
SAL50351,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,0,..,16,39
SAL50352,191,444,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,8,5,3,6,0,0,0,0,8,10,4,3,206,465,61,..,263,465
SAL50353,75,217,20,48,264,578,281,625,266,520,297,496,174,329,118,211,0,0,850,1560,0,0,0,0,0,0,0,0,0,0,0,16,1210,2420,278,..,1486,2420
SAL50354,97,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,250,18,..,112,250
SAL50355,65,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,145,0,..,65,145
SAL50356,40,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,82,3,..,47,82
SAL50357,193,429,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,428,21,..,221,428
SAL50358,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,..,10,23
SAL50359,79,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,91,0,0,0,0,0,0,63,91,7,17,154,260,37,..,193,260
SAL50360,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,7,..,16,21
SAL50361,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,..,5,27
SAL50362,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,6,..,15,16
SAL50363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,13,0,..,8,13
SAL50364,299,693,13,17,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,0,0,0,0,8,14,0,3,320,722,73,..,397,722
SAL50365,22,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,61,21,..,43,61
SAL50366,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,..,7,12
SAL50367,2223,6249,63,119,5,9,66,123,64,107,106,165,0,0,0,0,4,8,176,281,0,0,0,0,5,4,0,0,9,5,0,0,2473,6655,122,..,2591,6655
SAL50368,51,130,4,21,0,4,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,57,155,12,..,69,155
SAL50369,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,8,..,16,29
SAL50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,..,3,3
SAL50371,370,1032,83,176,41,94,126,272,131,207,0,0,0,0,0,0,0,3,134,202,0,0,0,0,0,0,0,0,0,0,0,0,631,1507,72,..,697,1507
SAL50372,80,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,83,188,25,..,107,188
SAL50373,21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,19,49,13,..,34,49
SAL50374,1391,4155,46,99,10,16,51,118,0,0,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1451,4283,141,..,1593,4283
SAL50375,258,723,14,20,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,9,23,19,44,4,5,300,794,45,..,344,794
SAL50376,3202,9183,108,158,14,16,120,169,69,88,0,0,0,0,0,0,0,3,70,87,0,0,0,0,0,0,0,0,0,0,3,3,3398,9459,227,..,3621,9459
SAL50377,63,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,65,139,9,..,71,139
SAL50378,365,1108,8,19,15,32,18,43,4,10,32,56,0,0,0,0,0,0,41,64,33,77,3,3,4,0,0,0,40,86,15,23,477,1327,126,..,602,1327
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,..,0,4
SAL50380,302,931,10,18,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,176,437,8,13,47,115,6,3,234,567,83,173,623,1696,58,..,680,1696
SAL50381,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,7,..,13,26
SAL50382,115,265,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,12,4,3,129,292,5,..,134,292
SAL50383,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,8,..,22,36
SAL50384,2044,6927,135,312,0,4,134,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2185,7244,78,..,2267,7244
SAL50385,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,..,10,8
SAL50386,227,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,565,19,..,247,565
SAL50387,250,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,4,249,648,22,..,272,648
SAL50388,155,338,11,12,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,5,0,0,167,355,27,..,197,355
SAL50389,511,1515,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,18,23,0,0,0,0,0,0,0,0,0,0,0,0,526,1534,27,..,552,1534
SAL50390,1321,3544,13,25,0,0,13,25,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,12,6,12,0,9,1342,3585,91,..,1431,3585
SAL50391,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,26,..,44,32
SAL50392,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,..,3,11
SAL50393,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,4,..,15,27
SAL50394,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,..,6,21
SAL50395,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,..,5,11
SAL50396,2465,6372,36,46,24,45,54,91,0,0,0,0,0,0,39,79,5,5,45,89,24,39,39,44,0,0,0,0,66,88,0,3,2634,6639,734,..,3370,6639
SAL50397,1761,5228,34,99,16,37,53,131,5,12,0,0,0,0,0,0,3,5,10,22,0,0,0,0,0,0,0,0,0,0,10,17,1829,5395,72,..,1900,5395
SAL50398,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,8,15,11,20,22,43,3,..,22,43
SAL50399,124,321,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,329,31,..,147,329
SAL50400,296,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,7,15,0,3,10,21,4,5,308,894,21,..,328,894
SAL50401,27,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,29,59,5,..,33,59
SAL50402,32,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,84,7,..,39,84
SAL50403,303,660,27,46,3,16,34,56,8,15,0,0,0,0,0,0,0,0,8,15,522,1123,34,65,40,86,3,11,600,1280,5,6,953,2017,144,..,1093,2017
SAL50404,1122,2375,67,97,0,0,67,97,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0,7,55,63,0,0,70,90,5,3,1262,2565,247,..,1510,2565
SAL50405,1001,2626,131,218,0,4,134,220,0,0,0,0,0,0,0,0,0,0,0,5,221,446,0,0,5,4,9,20,234,476,29,45,1398,3372,312,..,1712,3372
SAL50406,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,..,8,20
SAL50407,34,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,86,5,..,40,86
SAL50408,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,7,..,12,31
SAL50409,7008,18574,2216,4156,218,424,2435,4582,407,561,0,0,0,0,0,0,3,6,415,565,0,0,0,0,0,0,0,5,0,3,3,13,9867,23732,659,..,10532,23732
SAL50410,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,..,3,8
SAL50411,80,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,179,17,..,93,179
SAL50412,68,160,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,164,21,..,88,164
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,8,18,0,0,8,28,3,10,15,43,0,..,15,43
SAL50414,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,48,4,..,25,48
SAL50415,1008,3121,88,128,57,98,141,221,5,11,0,0,0,0,0,0,0,4,9,12,3,5,0,0,0,0,0,0,4,9,3,9,1163,3366,110,..,1271,3366
SAL50416,527,1208,18,30,11,24,31,54,32,51,0,0,0,0,0,0,0,0,32,51,3,9,38,73,0,5,4,7,50,86,0,6,638,1406,112,..,754,1406
SAL50417,24,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,57,0,..,22,57
SAL50418,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,..,3,7
SAL50419,1137,2704,41,67,0,0,41,67,3,6,0,0,0,0,0,0,0,0,3,6,12,46,0,0,4,4,0,0,17,47,3,5,1203,2834,117,..,1317,2834
SAL50420,18,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,52,3,..,22,52
SAL50421,33,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,85,6,..,40,85
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50423,2804,7183,529,940,330,690,852,1630,91,132,0,0,0,0,0,0,0,3,96,136,0,0,0,0,0,0,0,0,0,0,0,0,3756,8944,299,..,4053,8944
SAL50424,192,392,4,12,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,0,11,16,0,3,214,421,64,..,273,421
SAL50425,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,17,52,5,..,22,52
SAL50426,567,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,574,1522,55,..,631,1522
SAL50427,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,10,0,..,3,10
SAL50428,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,3,5,19,52,0,0,31,88,10,18,49,140,6,..,55,140
SAL50429,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,33,0,..,16,33
SAL50430,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,56,19,..,37,56
SAL50431,2483,5674,215,309,127,218,345,528,116,169,0,0,0,0,0,0,0,6,118,176,0,0,0,0,0,0,0,0,0,0,0,0,2949,6381,537,..,3489,6381
SAL50432,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,3,..,14,23
SAL50433,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,51,4,..,27,51
SAL50434,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,3,..,9,16
SAL50435,110,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,265,17,..,132,265
SAL50436,58,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,133,16,..,74,133
SAL50437,124,259,3,9,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,4,133,280,35,..,171,280
SAL50438,5138,14669,322,540,43,92,365,622,78,115,19,29,0,0,0,0,12,15,110,169,0,0,0,0,0,0,0,0,0,0,7,17,5621,15475,283,..,5903,15475
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50440,0,4,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,..,11,9
SAL50441,2158,5396,188,433,43,88,228,523,22,38,0,0,0,3,0,0,4,0,25,45,0,0,0,0,3,0,0,0,3,4,11,22,2427,5984,1362,..,3785,5984
SAL50442,29,98,5,8,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,128,313,0,0,6,16,0,0,136,330,17,26,191,462,14,..,203,462
SAL50443,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,57,0,..,24,57
SAL50444,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,7,6
SAL50445,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,0,..,13,29
SAL50446,211,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,5,8,0,0,214,516,61,..,275,516
SAL50447,53,107,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,111,208,..,259,111
SAL50448,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,35,..,54,39
SAL50449,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,0,..,10,32
SAL50450,39,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,41,84,14,..,52,84
SAL50451,14,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,47,10,..,25,47
SAL50452,1426,3210,372,564,15,23,386,587,33,53,0,0,0,0,0,0,0,0,33,53,0,0,0,0,0,0,0,0,0,0,3,11,1854,3860,218,..,2071,3860
SAL50453,1718,5092,371,989,93,187,466,1174,36,78,21,38,0,0,0,0,0,4,56,117,0,0,0,0,0,0,0,0,0,0,7,17,2247,6402,161,..,2407,6402
SAL50454,256,699,27,38,0,0,27,38,0,0,0,0,0,0,0,0,0,0,0,0,111,213,8,9,7,10,0,3,120,240,15,36,421,1011,52,..,473,1011
SAL50455,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,31,0,..,12,31
SAL50456,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,..,3,9
SAL50457,1982,5485,233,494,335,687,570,1182,60,91,163,229,182,289,35,65,4,3,449,675,0,0,0,0,3,3,9,20,18,27,3,4,3022,7377,296,..,3321,7377
SAL50458,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0,0,43,72,0,0,41,85,0,..,41,85
SAL50459,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,9,0,0,21,44,16,..,34,44
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,..,4,3
SAL50461,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,..,0,7
SAL50462,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,46,16,..,34,46
SAL50463,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,17,6,..,10,17
SAL50464,223,541,13,18,339,754,356,777,117,173,606,1023,1726,3006,3033,5417,0,0,5483,9614,0,0,0,0,40,40,0,0,40,40,25,24,6129,11008,1470,..,7595,11008
SAL50465,79,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,198,7,..,82,198
SAL50466,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,3,..,17,19
