SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL50514,0,0,0,0,0,0,3,0,0,3
SAL50515,0,4,4,3,6,3,4,0,0,32
SAL50516,0,25,74,55,41,42,6,0,0,240
SAL50517,191,110,127,116,143,150,104,40,12,997
SAL50518,2491,1469,1798,1900,1591,1462,1340,649,262,12958
SAL50519,0,57,168,166,163,148,52,13,0,767
SAL50520,56,20,34,55,61,65,37,17,3,351
SAL50521,12,33,72,46,98,33,26,0,0,313
SAL50522,1011,1076,1682,1359,1364,1325,1064,531,202,9612
SAL50523,105,96,87,75,115,170,222,128,28,1030
SAL50524,0,0,0,0,3,4,3,0,0,10
SAL50525,108,67,52,60,102,110,141,49,4,692
SAL50526,9,0,5,3,9,14,8,3,5,42
SAL50527,24,5,18,12,21,20,4,0,0,98
SAL50528,3,32,189,239,285,171,34,0,0,942
SAL50529,7,447,409,162,74,11,0,6,0,1115
SAL50530,16,3,7,15,15,20,32,6,0,124
SAL50531,29,9,9,10,14,9,0,3,0,95
SAL50532,0,6,6,0,0,0,7,0,0,19
SAL50533,419,293,144,218,366,361,234,80,14,2140
SAL50534,543,335,322,346,483,533,556,290,74,3481
SAL50535,15,11,8,9,11,13,12,0,0,70
SAL50536,465,428,403,424,421,509,442,369,250,3704
SAL50537,4,0,0,6,0,0,3,0,0,15
SAL50538,41,6,13,23,20,29,11,4,0,158
SAL50539,97,81,54,43,55,50,46,12,6,436
SAL50540,57,47,53,56,30,30,11,7,0,291
SAL50541,0,0,0,0,3,0,0,0,0,6
SAL50542,431,350,168,281,518,468,286,139,38,2671
SAL50543,17,5,9,17,3,15,10,7,0,87
SAL50544,0,0,0,0,4,7,0,0,0,21
SAL50545,4,5,5,6,6,14,7,0,0,45
SAL50546,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0
SAL50548,207,73,79,114,89,104,103,63,12,855
SAL50549,4,0,5,0,0,7,3,0,0,23
SAL50550,1743,1180,1335,1267,1097,897,792,390,93,8791
SAL50551,220,143,107,122,145,144,109,58,12,1062
SAL50552,488,291,210,310,417,370,333,149,49,2624
SAL50553,684,348,508,401,357,381,228,91,26,3029
SAL50554,10,4,3,3,7,12,9,4,0,48
SAL50555,6,0,4,0,0,4,0,0,0,25
SAL50556,360,276,733,567,203,146,186,78,66,2608
SAL50557,229,97,140,119,129,99,90,25,17,946
SAL50558,26,11,8,14,12,19,9,4,0,112
SAL50559,21,4,13,9,11,12,9,11,0,96
SAL50560,8,5,5,10,3,3,0,4,0,38
SAL50561,150,167,71,100,136,231,230,158,32,1287
SAL50562,100,52,55,71,103,86,37,9,3,514
SAL50563,0,0,0,0,3,23,31,15,0,81
SAL50564,121,54,76,84,57,79,70,18,12,567
SAL50565,5,3,6,7,6,5,0,0,0,24
SAL50566,1428,837,848,821,692,440,254,120,20,5465
SAL50567,20,10,10,12,23,55,64,39,10,234
SAL50568,0,0,3,5,10,10,0,3,0,28
SAL50569,75,47,35,51,46,92,106,44,16,506
SAL50570,0,0,0,0,3,0,0,0,0,19
SAL50571,554,310,188,364,490,452,482,314,79,3237
SAL50572,9,3,0,8,5,8,5,0,0,33
SAL50573,0,0,0,0,0,0,0,0,0,0
SAL50574,4310,2440,2775,2943,2468,2169,1847,1260,585,20802
SAL50575,32,26,27,29,40,35,27,9,5,219
SAL50576,0,6,7,4,3,7,7,0,0,34
SAL50577,27,8,15,18,20,15,7,5,0,115
SAL50578,23,13,7,14,20,32,17,17,0,141
SAL50579,16,12,14,12,20,62,88,58,11,292
SAL50580,13,3,13,11,0,11,0,0,0,56
SAL50581,7,5,11,4,8,4,7,3,0,56
SAL50582,64,34,31,48,36,69,49,32,9,372
SAL50583,1703,1028,977,921,1054,1190,1155,1079,519,9626
SAL50584,10,3,10,7,4,4,3,0,0,46
SAL50585,462,253,250,285,324,338,296,258,126,2586
SAL50586,71,30,31,46,61,61,34,26,0,350
SAL50587,1958,1008,1069,1449,1305,953,1204,532,96,9580
SAL50588,5,0,0,3,3,5,3,0,0,17
SAL50589,3,6,5,6,9,17,26,7,0,77
SAL50590,0,0,0,0,0,0,3,0,0,5
SAL50591,50,23,24,8,24,20,8,0,0,151
SAL50592,0,0,0,0,0,0,0,0,0,0
SAL50593,24,13,33,19,11,29,38,22,6,186
SAL50594,317,259,174,225,302,303,191,128,92,1992
SAL50595,0,0,0,0,4,0,0,0,0,5
SAL50596,7,0,10,3,0,11,0,0,0,23
SAL50597,15,4,4,4,5,0,3,7,0,43
SAL50598,15,4,5,8,12,15,12,8,0,81
SAL50599,1144,505,387,776,778,536,517,415,291,5350
SAL50600,13,4,6,7,6,11,13,4,0,53
SAL50601,9,3,7,3,4,9,7,3,0,51
SAL50602,412,244,297,267,237,202,179,56,10,1899
SAL50603,2610,1564,1192,1495,1830,1878,1669,963,303,13504
SAL50604,52,35,30,29,38,50,34,8,0,275
SAL50605,12,5,0,0,20,17,7,3,0,65
SAL50606,13,8,17,9,14,33,33,8,0,136
SAL50607,1022,495,647,729,629,507,638,343,78,5087
SAL50608,8,65,196,194,186,132,26,0,0,808
SAL50609,1724,1225,1678,1623,1432,1259,1098,620,309,10965
SAL50610,1926,719,1341,1454,684,390,217,54,15,6788
SAL50611,601,246,420,370,286,226,130,58,12,2341
SAL50612,13,13,3,10,15,17,14,0,0,86
SAL50613,3382,1133,1717,2637,1204,761,455,128,27,11441
SAL50614,12,5,3,3,3,9,5,6,0,50
SAL50615,611,316,443,397,437,409,394,286,139,3441
SAL50616,5,5,0,3,8,3,0,0,0,37
SAL50617,0,0,0,0,0,0,0,0,0,0
SAL50618,80,36,29,45,61,90,83,38,4,453
SAL50619,670,292,559,434,226,105,65,17,3,2377
SAL50620,117,98,123,85,124,136,149,74,22,926
SAL50621,22,0,6,12,9,11,17,11,0,83
SAL50622,1410,718,1127,1119,796,700,579,227,70,6740
SAL50623,730,463,465,437,501,504,504,303,57,3957
SAL50624,5,0,9,12,10,16,7,10,0,63
SAL50625,474,353,231,293,377,352,220,104,21,2428
SAL50626,38,7,17,22,24,28,24,6,0,161
SAL50627,0,0,0,0,0,0,0,0,0,0
SAL50628,269,158,155,155,207,218,221,111,32,1523
SAL50629,64,42,27,45,74,80,47,41,0,419
SAL50630,24,8,6,13,9,17,15,8,0,101
SAL50631,39,0,10,18,14,16,17,3,0,127
SAL50632,0,0,10,7,21,16,6,0,0,62
SAL50633,2308,1440,1626,1632,1477,1424,1012,663,235,11823
SAL50634,47,19,18,25,38,41,25,20,0,234
SAL50635,213,218,693,379,240,225,156,76,22,2216
SAL50636,1140,473,970,651,393,251,129,45,11,4043
SAL50637,16,5,5,13,14,14,17,18,0,109
SAL50638,2019,1419,849,1290,1596,1660,1386,533,164,10919
SAL50639,342,209,197,233,211,219,226,118,34,1783
SAL50640,12,4,5,11,6,6,7,10,0,65
SAL50641,815,430,597,666,539,446,332,214,174,4220
SAL50642,16,6,7,3,4,5,0,0,0,48
SAL50643,3,0,0,10,10,16,13,4,0,53
SAL50644,8,11,5,8,12,15,4,5,4,68
SAL50645,1608,872,954,1191,901,627,434,177,33,6795
SAL50646,19,10,7,11,29,32,19,10,0,137
SAL50647,0,0,0,0,7,3,4,7,3,30
SAL50648,0,0,0,0,0,0,0,0,0,0
SAL50649,3,3,6,4,4,7,6,0,0,28
SAL50650,16,0,9,9,12,3,0,0,0,50
SAL50651,4,0,0,0,8,12,7,0,0,38
SAL50652,4,9,11,4,8,0,4,0,0,50
SAL50653,59,40,22,28,43,50,38,26,4,306
SAL50654,200,49,147,128,150,172,142,87,16,1089
SAL50655,37,12,16,15,28,58,51,24,5,253
SAL50656,0,0,0,0,0,0,0,0,0,3
SAL50657,106,84,53,43,108,126,87,55,8,666
SAL50658,11,12,3,13,22,20,28,8,0,120
SAL50659,8,0,10,5,4,0,0,0,0,31
SAL50660,4,4,0,3,4,6,6,0,0,26
SAL50661,2032,1182,1203,1347,1167,888,703,244,76,8844
SAL50662,76,33,40,67,65,74,55,25,12,440
SAL50663,0,6,0,0,7,0,0,0,0,13
SAL50664,937,901,310,543,1085,1048,505,168,46,5535
SAL50665,0,9,19,3,5,8,9,8,0,55
SAL50666,6,3,0,0,5,7,19,4,0,54
SAL50667,3,0,0,0,9,6,0,0,0,16
SAL50668,925,656,812,898,773,734,507,228,122,5664
SAL50669,0,0,0,0,4,3,0,5,0,13
SAL50670,1356,863,2190,1613,894,860,735,506,329,9344
SAL50671,5,5,0,0,3,0,3,0,0,13
SAL50672,19,6,4,13,13,20,18,0,5,92
SAL50673,30,19,23,14,34,8,3,0,0,140
SAL50674,12,6,0,3,15,15,13,6,0,67
SAL50675,0,0,0,0,0,0,0,0,0,0
SAL50676,12,7,0,8,11,10,10,3,0,57
SAL50677,3,9,4,4,9,11,3,0,0,50
SAL50678,23,10,6,21,5,0,0,0,0,60
SAL50679,21,6,12,12,15,43,33,23,3,175
SAL50680,6,8,3,5,12,5,0,0,0,39
SAL50681,34,40,18,23,43,47,56,29,0,293
SAL50682,387,321,261,273,371,367,337,125,29,2467
SAL50683,668,488,441,448,557,529,253,123,30,3539
SAL50684,32,19,9,22,19,26,25,0,4,155
SAL50685,9,4,10,4,3,3,0,0,0,39
SAL50686,272,106,103,150,190,188,93,66,18,1177
SAL50687,0,0,0,0,6,3,0,0,0,11
SAL50688,28,11,3,19,25,15,28,16,0,148
SAL50689,6,6,0,7,8,4,10,0,0,55
SAL50690,26,0,9,10,9,3,17,3,0,71
SAL50691,15,75,162,91,131,86,13,0,6,583
SAL50692,84,28,47,52,45,60,33,12,0,359
SAL50693,3,0,0,5,0,0,6,0,4,33
SAL50694,104,47,54,41,31,25,13,0,0,312
SAL50695,11,6,0,10,0,11,3,7,0,43
SAL50696,797,593,515,557,674,484,213,67,12,3915
SAL50697,10,9,3,9,8,14,5,4,0,70
SAL50698,31,7,6,19,20,26,9,3,0,128
SAL50699,18,0,13,12,5,14,11,0,0,61
SAL50700,142,136,196,155,148,112,187,225,154,1461
SAL50701,1195,1434,1484,1150,1110,1267,905,503,331,9380
SAL50702,741,446,1099,938,642,521,364,239,168,5165
SAL50703,56,28,18,36,57,80,62,35,4,382
SAL50704,4,7,5,5,4,0,6,0,0,37
SAL50705,291,128,190,212,245,336,404,146,43,1977
SAL50706,8,0,4,3,7,0,9,0,0,35
SAL50707,1144,694,467,756,950,928,986,723,284,6931
SAL50708,27,13,15,28,23,28,15,5,0,144
SAL50709,264,151,167,230,276,503,608,224,38,2458
SAL50710,0,0,0,0,0,0,0,0,0,0
SAL50711,196,154,66,88,114,118,109,53,7,891
SAL50712,586,547,858,661,616,574,266,140,68,4316
SAL50713,15,16,10,12,14,12,12,0,0,84
SAL50714,858,668,446,600,735,686,692,331,119,5139
SAL50715,21,3,14,5,10,7,14,4,0,78
SAL50716,103,80,43,52,50,47,18,5,0,395
SAL50717,175,134,243,199,215,144,66,17,4,1189
SAL50718,369,207,219,233,243,225,115,34,11,1651
SAL50719,84,32,37,46,60,92,93,40,3,490
SAL50720,0,5,0,6,3,4,8,0,0,23
SAL50721,0,0,0,0,0,0,0,0,0,0
SAL50722,24,14,11,13,26,40,75,14,8,217
SAL50723,17,0,6,9,3,8,13,6,0,75
SAL50724,252,459,282,198,203,195,160,67,14,1821
SAL50725,1282,1168,1231,1070,1063,1319,1066,579,183,8951
SAL50726,17,32,52,31,34,69,51,15,3,303
SAL50727,22,10,8,10,18,13,9,6,5,94
SAL50728,82,20,46,53,32,25,8,0,0,267
SAL50729,4,0,3,3,4,9,3,6,0,33
SAL50730,126,68,68,67,48,72,44,5,0,504
SAL50731,550,245,406,245,219,185,130,43,15,2023
SAL50732,76,31,43,42,51,49,60,26,7,384
SAL50733,0,0,19,13,9,6,0,0,0,53
SAL50734,28,28,11,17,27,31,20,4,4,171
SAL50735,0,15,73,48,47,32,10,0,0,229
SAL50736,21,3,5,14,14,13,10,3,0,85
SAL50737,3,21,51,47,47,45,28,4,0,249
SAL50738,17,59,98,125,100,104,63,18,0,588
SAL50739,49,32,30,43,51,52,39,14,0,315
SAL50740,2034,1115,836,1391,1359,1008,911,704,295,9654
SAL50741,0,0,0,0,0,0,0,0,0,0
SAL50742,710,468,493,430,424,457,374,213,92,3656
SAL50743,9,6,7,7,10,11,13,3,0,66
SAL50744,14,4,4,6,5,13,14,5,0,69
SAL50745,285,129,239,151,94,73,67,31,4,1067
SAL50746,13,0,13,4,4,3,3,0,0,45
SAL50747,107,72,81,82,113,147,119,89,37,857
SAL50748,1852,1257,1335,1327,1312,1264,1102,589,236,10271
SAL50749,171,80,57,88,143,178,195,92,7,1025
SAL50750,10,0,6,3,5,5,4,0,0,33
SAL50751,10,0,0,3,4,8,13,0,0,49
SAL50752,918,654,522,623,707,477,369,148,55,4484
SAL50753,21,11,0,18,8,30,14,3,0,113
SAL50754,1185,719,848,829,689,613,433,227,48,5594
SAL50755,0,0,0,0,0,0,0,0,0,0
SAL50756,1394,827,1246,1148,851,712,544,357,137,7203
SAL50757,39,23,11,30,36,52,41,19,3,258
SAL50758,283,212,259,197,216,275,172,84,22,1717
SAL50759,5,35,101,64,85,56,15,4,0,366
SAL50760,128,108,119,137,109,148,97,14,0,860
SAL50761,38,29,19,25,44,47,49,19,3,265
SAL50762,0,7,0,0,7,15,12,8,0,45
SAL50763,44,27,35,41,45,133,300,104,15,748
SAL50764,2430,1346,1053,1762,1591,1685,1733,756,569,12932
SAL50765,5,0,0,0,4,5,0,0,0,16
SAL50766,1380,975,752,854,1121,906,493,201,83,6758
SAL50767,0,0,0,6,0,0,0,3,0,14
SAL50768,23,12,7,18,27,26,23,3,0,142
SAL50769,8,0,5,0,0,5,0,0,0,15
SAL50770,0,3,0,3,3,4,10,3,0,21
SAL50771,212,72,121,147,119,194,120,97,47,1137
SAL50772,5,8,8,7,12,28,18,5,0,86
SAL50773,51,21,34,30,48,70,52,21,9,328
SAL50774,8,4,7,0,10,8,3,0,0,41
SAL50775,16,3,9,7,12,12,6,3,0,77
SAL50776,11,0,0,6,0,10,9,0,0,39
SAL50777,3,20,48,41,42,13,15,3,0,186
SAL50778,5,0,4,5,6,4,0,0,0,22
SAL50779,0,18,71,68,92,58,12,0,0,319
SAL50780,3,9,0,8,10,14,8,0,4,53
SAL50781,812,601,505,507,472,387,371,193,39,3889
SAL50782,176,120,153,134,109,110,92,51,8,957
SAL50783,27,13,21,17,38,28,50,14,3,213
SAL50784,6,0,8,6,3,12,15,7,6,52
SAL50785,17,3,10,11,12,25,32,16,0,133
SAL50786,4,0,4,3,4,14,12,0,0,52
SAL50787,50,24,18,31,48,71,35,9,3,288
SAL50788,19,3,9,15,15,27,13,5,0,103
SAL50789,6,3,3,6,11,5,4,0,0,37
SAL50790,19,8,4,11,6,0,11,0,0,60
SAL50791,25,10,11,11,16,26,17,8,0,132
SAL50792,76,14,39,45,41,44,46,25,9,328
SAL50793,22,0,0,9,19,13,0,4,0,74
SAL50794,11,0,0,4,3,0,0,0,0,24
SAL50795,0,22,51,55,78,31,15,6,0,258
SAL50796,45,36,18,25,7,9,6,0,0,142
SAL50797,14,3,5,5,3,10,9,0,0,51
SAL50798,0,11,0,0,5,10,13,4,0,49
SAL50799,1341,606,1128,866,907,1034,827,164,26,6896
SAL50800,21,16,11,15,25,53,48,3,0,194
SAL50801,0,0,5,8,9,3,0,0,0,28
SAL50802,12,4,4,6,0,3,5,6,0,33
SAL50803,0,0,0,0,0,3,0,0,0,4
SAL50804,0,0,0,0,0,0,0,0,0,6
SAL50805,0,0,0,3,0,8,0,0,0,16
SAL50806,147,80,80,112,66,34,28,11,0,560
SAL50807,0,0,0,0,0,7,3,0,0,16
SAL50808,188,116,132,78,101,91,79,13,4,801
SAL50809,104,75,143,154,111,141,100,19,0,841
SAL50810,0,0,0,0,0,0,0,0,0,0
SAL50811,13,7,3,7,7,17,10,0,0,52
SAL50812,5,0,0,0,4,0,3,0,0,15
SAL50813,0,4,0,3,10,3,0,0,0,25
SAL50814,7,0,4,0,0,3,0,0,0,17
SAL50815,130,84,48,110,108,111,73,34,4,708
SAL50816,994,489,642,735,633,573,364,189,63,4680
SAL50817,8,72,190,165,154,76,19,0,0,678
SAL50818,0,0,0,0,0,0,0,0,0,0
SAL50819,103,53,72,76,53,69,48,33,9,527
SAL50820,6,0,4,5,5,9,0,0,0,29
SAL50821,7,0,5,6,0,0,3,0,0,30
SAL50822,17,4,6,19,16,19,12,0,0,89
SAL50823,0,0,4,0,5,7,3,0,0,17
SAL50824,0,0,0,0,0,0,5,0,0,7
SAL50825,0,0,0,4,0,9,8,5,0,22
SAL50826,21,3,8,10,4,17,0,0,0,75
SAL50827,0,0,0,0,0,3,0,0,0,10
SAL50828,1622,735,913,875,649,392,412,293,39,5929
SAL50829,475,229,329,289,263,234,85,46,17,1963
SAL50830,74,54,127,60,85,132,126,74,18,751
SAL50831,3863,1987,2185,2667,1946,1416,713,274,72,15121
SAL50832,48,47,34,39,30,40,57,56,17,369
SAL50833,1090,735,793,829,670,533,488,228,57,5416
SAL50834,12,3,0,12,5,10,10,0,0,55
SAL50835,623,472,670,545,436,446,249,109,55,3605
SAL50836,108,193,631,580,593,503,117,18,0,2745
SAL50837,3,0,4,4,8,10,18,10,0,53
SAL50838,810,434,449,452,392,322,185,71,11,3138
SAL50839,10,16,17,3,36,55,63,28,3,223
SAL50840,413,395,924,574,441,292,250,137,133,3548
SAL50841,49,24,22,30,40,74,75,16,5,327
SAL50842,1945,1263,1036,1372,1351,1500,1509,495,141,10610
SAL50843,0,0,0,0,0,0,0,0,0,4
SAL50844,154,197,428,382,275,202,50,5,0,1689
SAL50845,34,24,16,22,24,35,14,17,0,196
SAL50846,100,102,283,228,197,209,133,29,5,1283
SAL50847,566,319,177,334,458,484,366,117,18,2840
SAL50848,0,0,0,0,0,0,0,0,0,0
SAL50849,1615,1105,548,919,1184,1004,936,630,226,8160
SAL50850,4,0,0,0,3,6,7,5,0,27
SAL50851,4,0,0,3,4,0,5,0,0,16
SAL50852,5,7,3,8,12,10,9,3,3,58
SAL50853,254,153,115,150,181,225,202,107,30,1427
SAL50854,7,0,0,9,9,0,5,0,0,26
SAL50855,0,0,5,8,0,4,0,0,0,12
SAL50856,0,0,0,0,5,0,0,0,0,6
SAL50857,668,418,440,455,451,386,307,157,26,3308
SAL50858,247,165,144,155,154,153,127,89,49,1284
SAL50859,0,0,0,0,9,0,0,3,0,13
SAL50860,0,0,0,0,0,0,0,0,0,0
SAL50861,13,3,16,9,7,10,4,0,0,50
SAL50862,17,9,7,15,16,39,33,22,0,166
SAL50863,497,304,171,299,383,346,173,81,16,2278
SAL50864,0,0,0,0,4,3,0,0,6,9
SAL50865,315,181,143,199,263,275,248,123,40,1795
SAL50866,15,3,11,14,28,43,34,3,0,150
SAL50867,38,6,9,21,17,10,15,4,0,131
SAL50868,8,12,13,14,12,13,4,3,0,80
SAL50869,0,3,0,0,3,0,0,0,0,12
SAL50870,27,5,21,20,15,57,74,15,0,236
SAL50871,692,385,586,577,379,363,248,189,62,3483
SAL50872,27,11,29,24,36,50,64,4,0,252
SAL50873,2643,1575,1833,1951,1448,1122,949,533,204,12249
SAL50874,1442,743,749,1054,988,584,542,352,193,6651
SAL50875,849,487,427,512,487,444,299,98,31,3628
SAL50876,3,0,0,0,3,3,13,0,0,28
SAL50877,7,0,4,4,3,0,0,0,0,22
SAL50878,3,4,3,0,0,8,0,0,0,21
SAL50879,133,100,74,94,119,132,95,43,14,796
SAL50880,144,97,113,125,116,118,79,37,20,851
SAL50881,807,515,517,494,588,621,493,222,75,4343
SAL50882,0,0,5,0,8,14,7,0,0,40
SAL50883,8,0,0,4,3,11,5,7,0,45
SAL50884,0,0,9,5,3,0,4,0,0,22
SAL50885,9,4,0,10,6,7,9,0,0,37
SAL50886,11,0,5,6,4,3,3,0,0,30
SAL50887,0,0,0,0,0,0,0,0,0,0
SAL50888,8,0,0,5,0,6,4,0,0,19
SAL50889,19,10,43,12,8,15,13,6,0,130
SAL50890,1021,925,991,873,1088,1249,1307,783,357,8596
SAL50891,787,483,490,457,509,565,463,297,114,4151
SAL50892,0,0,0,4,12,5,11,6,0,39
SAL50893,810,565,476,598,566,456,408,178,76,4125
SAL50894,37,21,29,15,10,4,8,0,0,125
SAL50895,22,19,30,20,11,16,17,6,0,141
SAL50896,1895,1316,1330,1317,1331,1298,1000,564,248,10297
SAL50897,7,3,3,4,11,13,13,3,0,57
SAL50898,122,41,55,66,76,60,40,8,3,465
SAL50899,82,161,476,489,466,375,158,32,6,2252
SAL50900,3,0,0,5,3,3,7,4,0,41
SAL50901,77,63,29,39,95,61,43,13,7,437
SAL50902,16,128,552,597,561,376,79,4,0,2315
SAL50903,1902,754,1080,1419,1288,1062,814,304,121,8744
SAL50904,146,121,70,105,94,135,128,42,5,840
SAL50905,472,247,134,299,327,319,314,139,38,2298
SAL50906,3,0,0,0,0,0,3,0,0,8
SAL50907,5,0,0,0,4,0,4,0,0,12
SAL50908,18,0,8,9,12,8,9,6,4,61
SAL50909,0,0,0,4,0,0,0,0,0,4
SAL50910,0,0,0,3,0,0,0,0,0,4
SAL50911,349,179,230,238,192,224,178,116,94,1809
SAL50912,0,32,83,83,75,74,9,4,0,364
SAL50913,59,18,28,38,48,55,50,27,5,330
SAL50914,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,3,0,0,0,4,0,0,13
SAL50916,32,13,9,16,28,28,17,16,0,160
SAL50917,1720,1306,3059,2378,1518,1207,1033,440,120,12783
SAL50918,16,6,4,10,11,12,11,5,0,72
SAL50919,0,5,0,0,0,5,8,4,0,28
SAL50920,957,507,520,523,464,365,295,159,37,3829
SAL50921,0,9,5,7,19,30,15,0,0,83
SAL50922,2017,969,1104,1128,979,875,748,582,368,8776
SAL50923,50,23,18,25,21,31,40,6,5,224
SAL50924,3,6,10,3,5,14,23,0,0,73
SAL50925,351,262,298,312,320,322,213,109,41,2219
SAL50926,144,164,311,230,232,236,112,33,0,1455
SAL50927,0,0,0,3,0,0,0,0,0,10
SAL50928,28,14,11,15,18,31,29,12,3,168
SAL50929,0,3,0,0,10,3,3,0,0,29
SAL50930,27,11,8,13,34,24,27,13,0,156
SAL50931,0,0,0,0,0,0,0,0,0,0
SAL50932,1187,759,594,755,933,752,504,321,237,6049
SAL50933,335,278,147,202,285,311,308,427,352,2645
SAL50934,14,19,15,22,23,36,39,9,0,167
SAL50935,0,0,4,0,0,3,0,3,0,13
SAL50936,14,7,3,6,6,24,11,10,0,88
SAL50937,9,11,4,3,8,4,4,3,0,56
SAL50938,496,314,342,313,337,366,291,124,56,2641
SAL50939,1099,656,635,672,589,450,429,489,390,5412
SAL50940,4,29,75,56,28,13,0,5,0,221
SAL50941,76,30,34,45,55,42,46,14,3,341
SAL50942,12,0,4,0,0,7,0,3,0,35
SAL50943,3,0,4,0,3,0,0,0,0,12
SAL50944,513,342,403,402,389,407,291,162,45,2954
SAL50945,33,15,17,20,28,45,37,9,5,216
SAL50946,97,75,68,82,103,153,123,63,49,817
SAL50947,861,867,1211,951,862,730,594,425,327,6824
SAL50948,438,323,362,313,290,205,176,85,39,2231
SAL50949,22,3,15,9,26,16,14,7,0,115
SAL50950,559,212,423,414,221,180,70,23,0,2099
SAL50951,725,254,465,444,261,227,132,47,8,2579
SAL50952,64,24,27,27,39,41,34,15,3,269
SAL50953,73,58,35,48,88,73,77,33,0,477
SAL50954,7,0,0,8,6,11,0,0,0,36
SAL50955,3,18,14,10,7,12,22,6,0,97
SAL50956,4,0,0,4,4,0,4,0,0,16
SAL50957,180,88,78,91,109,147,123,75,21,896
SAL50958,5,0,4,4,3,0,0,0,0,11
SAL50959,11,5,4,3,8,12,4,0,0,48
SAL50960,1247,1235,543,732,1440,1174,625,427,161,7588
SAL50961,5,0,3,4,3,10,0,4,0,33
SAL50962,6,0,5,8,3,4,3,0,0,28
SAL50963,41,17,17,35,39,80,75,40,4,355
SAL50964,19,6,4,8,13,7,13,7,0,76
SAL50965,4,5,3,0,9,19,27,0,0,82
SAL50966,11,0,3,6,9,0,4,3,0,38
SAL50967,12,0,13,0,5,9,3,0,0,38
SAL50968,31,21,42,35,48,55,56,18,0,313
SAL50969,285,211,200,194,219,260,197,168,48,1779
SAL50970,1692,1168,982,992,941,1026,729,294,118,7939
SAL50971,25,24,98,122,105,43,6,0,0,432
SAL50972,4,0,9,0,3,13,0,0,4,39
SAL50973,27,5,13,13,14,14,6,4,0,92
SAL50974,9,4,3,11,9,10,9,6,0,59
SAL50975,27,28,13,15,40,35,34,15,4,201
SAL50976,9,4,3,4,14,7,19,7,0,59
SAL50977,4,0,0,0,9,5,0,0,0,19
SAL50978,3,3,3,9,5,55,39,16,3,141
SAL50979,7,0,0,5,0,0,3,0,0,16
SAL50980,83,41,31,44,65,63,37,13,0,380
SAL50981,18,4,3,8,4,11,6,7,0,65
SAL50982,21,4,10,12,9,7,6,0,0,67
SAL50983,29,18,21,16,29,47,36,24,3,219
SAL50984,0,0,0,4,0,0,11,5,0,29
SAL50985,0,0,0,0,0,0,0,0,0,0
SAL50986,9,0,6,4,0,7,0,0,0,28
SAL50987,63,33,15,35,42,34,36,6,3,268
SAL50988,337,204,207,182,214,265,218,112,40,1778
SAL50989,0,0,0,0,0,0,0,0,0,0
SAL50990,3,5,0,0,0,7,0,0,0,14
SAL50991,13,0,4,6,4,18,5,0,0,57
SAL50992,98,57,52,62,129,144,100,38,8,681
SAL50993,98,52,40,47,47,83,107,33,20,529
SAL50994,7,0,6,0,7,8,0,0,0,35
SAL50995,0,0,0,0,0,0,4,0,0,7
SAL50996,205,89,83,89,146,132,92,42,7,894
SAL50997,150,86,121,92,108,99,60,27,17,765
SAL50998,3624,2507,3522,3145,2656,2481,2189,1431,504,22064
SAL50999,0,10,8,0,8,3,10,4,0,33
SAL51000,1539,1177,968,1110,1305,1078,929,566,218,8894
SAL51001,8,0,4,6,0,6,5,0,0,27
SAL51002,0,0,5,0,0,4,0,0,0,8
SAL51003,0,0,0,0,0,4,0,0,0,4
SAL51004,494,275,252,284,359,429,388,174,95,2747
SAL51005,4,0,0,7,0,5,0,0,0,12
SAL51006,28,27,42,17,41,26,0,4,0,182
SAL51007,5,0,0,5,5,0,0,0,0,15
SAL51008,922,685,347,515,747,634,551,359,183,4934
SAL51009,140,90,60,72,91,114,82,54,14,715
SAL51010,5,12,12,12,13,13,11,5,0,89
SAL51011,0,0,0,0,0,0,4,0,0,12
SAL51012,3,0,0,0,9,0,4,0,0,24
SAL51013,16,12,6,20,12,39,21,7,6,136
SAL51014,161,101,92,63,54,45,30,9,0,557
SAL51015,1845,828,965,1356,1283,903,497,226,99,7995
SAL51016,671,365,341,419,438,473,330,150,30,3221
SAL51017,0,4,3,3,9,6,11,0,0,44
SAL51018,0,0,5,0,3,0,0,4,0,13
SAL51019,0,0,0,0,7,4,5,0,0,13
SAL51020,0,15,74,85,62,50,11,0,0,299
SAL51021,1531,1442,2006,1637,1399,1281,1040,525,322,11181
SAL51022,0,0,0,0,0,0,0,0,0,0
SAL51023,4,5,0,5,4,0,3,0,0,22
SAL51024,122,62,154,150,174,174,117,25,3,981
SAL51025,136,80,124,112,146,160,143,59,15,967
SAL51026,484,332,319,377,365,473,384,245,86,3067
SAL51027,0,4,0,0,0,0,0,0,0,8
SAL51028,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0
SAL51030,1243,845,713,1040,960,998,892,454,183,7325
SAL51031,302,194,206,201,252,318,284,198,58,2021
SAL51032,0,0,0,0,0,0,0,0,0,0
SAL51033,25,239,927,776,774,476,82,3,0,3304
