SAL_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
SAL50602,201,219,81,11,7,518,84,600
SAL50603,171,1800,2233,768,363,5338,148,5486
SAL50604,0,26,25,25,22,95,8,105
SAL50605,0,7,13,0,0,22,7,28
SAL50606,0,33,6,0,0,43,8,46
SAL50607,70,592,900,263,155,1972,56,2028
SAL50608,0,0,0,0,0,7,4,5
SAL50609,386,1992,1670,469,239,4756,302,5054
SAL50610,24,715,1191,288,117,2344,62,2404
SAL50611,25,213,406,130,75,853,41,897
SAL50612,0,6,16,7,4,32,0,37
SAL50613,36,910,1909,509,211,3570,82,3654
SAL50614,0,0,12,5,3,18,0,18
SAL50615,72,439,480,197,125,1316,84,1398
SAL50616,0,0,0,4,6,11,0,15
SAL50617,0,0,0,0,0,0,0,0
SAL50618,0,41,81,35,17,171,15,185
SAL50619,4,196,404,109,40,762,24,784
SAL50620,25,145,125,61,39,389,21,414
SAL50621,0,13,15,0,5,35,0,38
SAL50622,79,875,1183,351,165,2649,119,2767
SAL50623,41,416,610,234,187,1482,39,1525
SAL50624,0,10,6,0,0,24,25,39
SAL50625,19,132,304,168,153,770,25,793
SAL50626,0,11,12,15,12,48,4,52
SAL50627,0,0,0,0,0,0,0,0
SAL50628,16,113,176,120,119,539,24,565
SAL50629,0,23,76,37,27,163,3,171
SAL50630,0,4,11,14,3,36,0,40
SAL50631,0,3,17,13,7,43,3,46
SAL50632,0,0,0,0,0,3,0,3
SAL50633,133,1487,1799,725,394,4532,175,4702
SAL50634,0,19,39,21,17,93,3,101
SAL50635,182,630,287,55,14,1165,78,1243
SAL50636,12,398,667,191,94,1370,68,1433
SAL50637,0,8,10,15,8,43,3,41
SAL50638,73,913,1846,683,417,3934,78,4011
SAL50639,34,262,236,113,50,688,34,724
SAL50640,0,7,8,5,4,22,3,24
SAL50641,141,636,628,148,70,1627,107,1732
SAL50642,0,0,6,4,0,18,0,20
SAL50643,0,7,10,4,3,23,6,30
SAL50644,0,0,10,7,5,27,0,28
SAL50645,30,642,1131,355,181,2345,68,2410
SAL50646,0,6,23,11,15,53,3,57
SAL50647,0,0,5,3,0,14,0,14
SAL50648,0,0,0,0,0,0,0,0
SAL50649,0,5,0,3,0,8,3,10
SAL50650,0,4,5,5,0,15,0,19
SAL50651,4,5,0,0,0,16,10,21
SAL50652,0,8,0,3,7,15,9,18
SAL50653,3,14,33,26,23,96,9,101
SAL50654,19,222,168,43,27,481,53,532
SAL50655,3,42,26,14,4,92,17,112
SAL50656,0,0,0,0,0,0,0,0
SAL50657,0,48,86,57,53,235,13,251
SAL50658,0,11,21,8,9,51,7,58
SAL50659,0,3,9,5,0,14,0,14
SAL50660,0,0,0,4,0,6,0,13
SAL50661,58,832,1280,494,293,2957,120,3075
SAL50662,3,57,55,22,20,151,26,179
SAL50663,0,0,0,0,6,3,0,4
SAL50664,17,336,852,401,235,1841,37,1881
SAL50665,0,0,0,0,0,4,4,7
SAL50666,0,13,9,0,0,24,0,28
SAL50667,0,4,0,3,0,10,0,10
SAL50668,210,1042,861,209,112,2429,78,2511
SAL50669,0,0,0,0,0,11,0,11
SAL50670,274,1929,1599,330,102,4234,218,4447
SAL50671,0,0,0,0,0,0,0,0
SAL50672,0,4,11,3,12,34,0,38
SAL50673,15,21,0,0,0,32,6,38
SAL50674,0,4,15,0,3,27,5,33
SAL50675,0,0,0,0,0,0,0,0
SAL50676,0,4,7,0,0,20,3,27
SAL50677,0,4,11,4,4,20,0,23
SAL50678,0,0,3,5,0,15,5,22
SAL50679,0,18,31,9,6,68,15,84
SAL50680,0,4,4,0,10,13,6,18
SAL50681,4,13,37,18,30,101,0,108
SAL50682,10,164,397,159,145,872,19,893
SAL50683,9,251,553,253,179,1245,12,1259
SAL50684,0,22,19,12,11,67,3,68
SAL50685,4,4,3,0,0,16,0,16
SAL50686,9,75,174,98,73,429,29,456
SAL50687,0,0,4,0,0,3,0,4
SAL50688,0,4,24,11,12,48,4,55
SAL50689,0,0,6,3,9,18,0,25
SAL50690,0,5,5,5,10,25,3,25
SAL50691,4,9,12,5,8,38,3,43
SAL50692,10,49,43,23,15,143,19,159
SAL50693,0,3,0,6,0,8,6,12
SAL50694,32,28,17,0,0,71,0,69
SAL50695,0,0,3,3,9,17,4,16
SAL50696,13,377,639,230,111,1364,33,1394
SAL50697,0,7,9,7,9,25,0,26
SAL50698,0,8,13,11,18,49,10,52
SAL50699,0,0,7,10,6,21,0,21
SAL50700,80,415,201,36,14,750,28,778
SAL50701,257,1516,1240,365,173,3548,251,3796
SAL50702,177,1214,824,142,82,2440,108,2543
SAL50703,0,34,63,24,19,143,23,168
SAL50704,7,7,4,0,0,21,0,26
SAL50705,27,302,323,135,60,838,77,915
SAL50706,0,3,4,0,4,13,0,11
SAL50707,107,862,1109,439,302,2815,74,2890
SAL50708,0,11,16,13,7,44,11,58
SAL50709,29,497,289,76,38,932,125,1055
SAL50710,0,0,0,0,0,0,0,0
SAL50711,4,68,109,70,42,295,12,311
SAL50712,117,548,467,179,78,1389,162,1550
SAL50713,0,0,13,7,9,33,4,33
SAL50714,51,527,869,312,192,1956,49,2003
SAL50715,0,0,10,3,4,21,8,27
SAL50716,67,20,3,0,0,91,16,110
SAL50717,7,90,73,34,23,223,112,333
SAL50718,24,194,232,91,56,594,110,706
SAL50719,0,54,102,29,16,199,15,213
SAL50720,0,0,3,0,3,9,0,4
SAL50721,0,0,0,0,0,0,0,0
SAL50722,0,30,44,13,15,105,4,111
SAL50723,8,14,0,0,0,23,3,32
SAL50724,56,204,206,84,35,586,47,630
SAL50725,128,1074,1440,519,290,3448,98,3550
SAL50726,17,104,23,0,5,157,21,171
SAL50727,0,9,6,8,13,33,3,38
SAL50728,0,19,53,10,4,85,0,86
SAL50729,0,0,8,3,4,15,0,18
SAL50730,10,43,49,16,14,132,38,172
SAL50731,3,162,300,113,74,661,31,692
SAL50732,0,22,52,35,31,136,0,139
SAL50733,0,0,0,0,0,0,3,5
SAL50734,0,8,18,17,13,62,11,66
SAL50735,0,0,0,0,0,0,5,7
SAL50736,0,0,8,13,11,30,0,31
SAL50737,11,44,10,0,4,75,3,79
SAL50738,5,79,23,13,9,122,11,134
SAL50739,0,27,47,27,12,111,9,121
SAL50740,137,954,1581,490,243,3402,81,3490
SAL50741,0,0,0,0,0,0,0,0
SAL50742,108,465,458,169,105,1307,144,1453
SAL50743,0,3,11,0,10,20,0,25
SAL50744,0,13,5,7,4,27,5,35
SAL50745,8,158,161,50,18,392,14,401
SAL50746,0,0,8,8,3,14,0,14
SAL50747,30,120,108,52,39,354,40,388
SAL50748,271,1504,1419,537,316,4056,271,4321
SAL50749,9,129,168,78,50,432,36,470
SAL50750,0,4,6,3,3,8,0,8
SAL50751,0,14,0,0,0,21,0,23
SAL50752,77,550,705,212,95,1641,51,1688
SAL50753,0,17,17,7,8,48,3,51
SAL50754,83,674,715,271,192,1935,123,2058
SAL50755,0,0,0,0,0,0,0,0
SAL50756,197,1189,1037,280,139,2843,140,2982
SAL50757,0,17,35,17,15,86,10,93
SAL50758,29,223,279,95,56,681,21,701
SAL50759,12,6,0,0,0,21,3,22
SAL50760,27,133,33,11,4,212,130,345
SAL50761,0,24,34,17,27,95,6,102
SAL50762,0,3,4,3,0,16,4,23
SAL50763,3,196,85,24,16,333,24,355
SAL50764,162,1450,2096,729,395,4822,91,4913
SAL50765,0,0,3,3,0,5,0,5
SAL50766,38,628,1077,388,218,2350,61,2409
SAL50767,0,0,0,0,3,6,0,6
SAL50768,0,15,25,11,10,59,6,58
SAL50769,0,0,5,0,0,5,0,3
SAL50770,0,0,4,5,0,4,0,6
SAL50771,32,152,164,58,56,461,45,499
SAL50772,0,6,16,6,7,35,3,39
SAL50773,11,51,46,21,16,144,18,162
SAL50774,0,3,0,3,4,16,4,18
SAL50775,0,0,7,9,9,21,4,28
SAL50776,0,0,6,4,5,12,0,15
SAL50777,0,10,6,0,0,17,0,19
SAL50778,0,0,3,6,0,4,0,4
SAL50779,13,3,0,0,0,10,0,11
SAL50780,0,3,5,3,9,20,8,22
SAL50781,101,474,448,146,117,1286,91,1378
SAL50782,36,165,132,46,18,394,27,422
SAL50783,3,51,32,11,5,100,8,107
SAL50784,0,9,8,3,3,25,6,26
SAL50785,0,12,27,9,5,51,6,59
SAL50786,0,8,9,7,6,22,0,26
SAL50787,0,28,47,18,15,104,17,120
SAL50788,4,8,21,4,6,46,3,42
SAL50789,0,0,4,0,8,17,4,19
SAL50790,0,6,7,0,3,16,3,24
SAL50791,0,4,13,14,11,42,9,57
SAL50792,5,43,50,15,19,133,20,152
SAL50793,0,3,12,4,8,22,0,25
SAL50794,0,4,0,0,0,7,0,7
SAL50795,4,0,5,0,0,8,8,15
SAL50796,16,10,0,0,0,29,9,35
SAL50797,0,0,3,7,7,15,0,15
SAL50798,4,11,11,0,0,29,0,32
SAL50799,193,792,579,206,128,1902,707,2607
SAL50800,10,41,11,3,0,67,5,71
SAL50801,0,0,0,0,0,0,0,0
SAL50802,0,0,7,3,0,12,3,12
SAL50803,0,0,0,0,0,7,0,7
SAL50804,0,0,0,0,0,0,3,3
SAL50805,0,0,0,0,0,3,3,11
SAL50806,12,87,74,13,7,199,18,211
SAL50807,0,5,4,0,3,9,0,9
SAL50808,79,101,27,7,5,224,22,244
SAL50809,26,151,40,3,5,223,14,242
SAL50810,0,0,0,0,0,5,0,0
SAL50811,0,0,7,5,7,23,4,23
SAL50812,0,0,0,5,0,3,0,7
SAL50813,0,0,5,0,5,8,0,8
SAL50814,0,3,3,0,0,3,0,3
SAL50815,3,47,97,46,57,248,18,270
SAL50816,45,511,747,272,138,1720,68,1788
SAL50817,0,0,0,0,0,4,0,4
SAL50818,0,0,0,0,0,0,0,0
SAL50819,8,74,89,23,13,210,11,221
SAL50820,0,0,5,0,0,8,0,10
SAL50821,0,0,3,0,3,3,7,12
SAL50822,0,12,8,3,9,31,5,38
SAL50823,0,0,0,0,3,6,0,6
SAL50824,0,0,0,0,0,6,0,6
SAL50825,0,0,3,0,4,13,0,13
SAL50826,0,4,8,3,8,21,3,27
SAL50827,0,3,0,0,0,3,0,3
SAL50828,39,765,888,300,104,2102,62,2162
SAL50829,18,190,301,121,63,689,48,742
SAL50830,20,134,114,49,24,338,42,377
SAL50831,56,922,2307,860,491,4629,87,4722
SAL50832,4,62,50,25,16,158,5,162
SAL50833,114,742,623,266,142,1882,132,2017
SAL50834,0,6,10,0,3,13,9,22
SAL50835,77,551,561,199,79,1461,52,1509
SAL50836,34,97,40,18,4,195,49,241
SAL50837,0,12,8,0,0,14,14,23
SAL50838,53,354,388,142,78,1019,83,1104
SAL50839,0,42,45,26,8,121,7,130
SAL50840,113,831,523,100,37,1611,108,1714
SAL50841,8,45,43,28,12,134,24,157
SAL50842,75,899,1867,632,341,3811,45,3856
SAL50843,0,0,0,0,0,0,0,0
SAL50844,21,73,44,6,4,152,44,193
SAL50845,0,17,32,8,19,73,3,75
SAL50846,40,86,63,37,12,240,110,345
SAL50847,12,143,423,231,191,1006,34,1041
SAL50848,0,0,0,0,0,0,0,0
SAL50849,82,579,1187,540,443,2833,67,2899
SAL50850,0,0,5,5,0,15,0,15
SAL50851,0,0,0,0,0,7,0,7
SAL50852,0,4,13,5,3,25,0,25
SAL50853,10,138,259,88,79,572,13,590
SAL50854,0,0,0,5,0,7,4,7
SAL50855,0,0,0,0,0,0,0,0
SAL50856,0,0,0,0,4,4,0,4
SAL50857,108,523,410,146,69,1264,104,1362
SAL50858,54,221,156,45,25,501,38,542
SAL50859,0,0,4,0,0,9,0,9
SAL50860,0,0,0,0,0,0,0,0
SAL50861,0,0,8,0,7,18,0,16
SAL50862,0,14,18,21,11,65,7,71
SAL50863,0,66,265,195,172,713,35,749
SAL50864,0,0,0,0,0,4,0,7
SAL50865,8,168,291,150,83,693,33,727
SAL50866,0,16,29,10,13,70,0,71
SAL50867,0,3,22,11,7,46,0,43
SAL50868,0,3,11,5,10,34,8,34
SAL50869,0,0,0,0,0,6,0,6
SAL50870,4,76,19,3,3,99,4,110
SAL50871,70,528,536,145,79,1351,44,1396
SAL50872,0,64,18,0,0,84,33,117
SAL50873,281,1592,1479,554,353,4263,284,4544
SAL50874,60,722,1076,344,162,2367,55,2418
SAL50875,17,323,602,228,120,1292,31,1327
SAL50876,0,3,0,0,0,4,4,6
SAL50877,0,0,0,6,0,9,0,9
SAL50878,0,0,0,3,6,7,0,7
SAL50879,3,54,131,65,48,294,6,304
SAL50880,19,144,137,33,15,353,24,376
SAL50881,29,406,650,293,251,1629,37,1672
SAL50882,0,13,9,0,4,21,0,21
SAL50883,0,3,5,0,6,18,3,18
SAL50884,4,6,4,0,0,16,7,21
SAL50885,0,0,5,4,3,18,0,18
SAL50886,0,4,6,0,0,12,0,12
SAL50887,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,4,3,6
SAL50889,0,10,23,12,4,51,4,55
SAL50890,572,2181,995,231,85,4061,456,4517
SAL50891,129,646,607,224,114,1716,117,1827
SAL50892,0,9,8,8,0,22,3,24
SAL50893,87,513,674,213,75,1557,48,1608
SAL50894,24,6,0,0,0,29,5,30
SAL50895,0,12,24,13,5,57,6,64
SAL50896,156,1042,1365,583,366,3511,119,3633
SAL50897,0,5,12,0,6,22,7,29
SAL50898,0,25,66,34,23,155,7,165
SAL50899,42,139,35,10,14,241,28,265
SAL50900,0,0,3,5,5,16,7,22
SAL50901,0,22,38,26,56,149,0,152
SAL50902,14,24,9,5,5,49,17,68
SAL50903,109,1094,1351,414,180,3153,242,3395
SAL50904,3,19,73,76,85,253,14,273
SAL50905,12,195,422,127,79,835,20,859
SAL50906,0,0,0,0,0,5,0,5
SAL50907,0,5,0,0,0,6,0,5
SAL50908,0,4,9,6,6,20,0,20
SAL50909,0,0,0,0,0,0,0,0
SAL50910,0,0,0,0,0,0,0,0
SAL50911,16,147,237,105,100,604,28,624
SAL50912,3,12,5,0,7,33,3,34
SAL50913,5,42,37,5,15,113,11,117
SAL50914,0,0,0,0,0,0,0,0
SAL50915,0,0,3,0,3,5,0,5
SAL50916,0,17,24,16,8,69,0,71
SAL50917,682,3343,1851,328,153,6344,350,6697
SAL50918,0,0,3,12,4,25,0,28
SAL50919,4,3,4,4,4,16,0,14
SAL50920,33,345,647,209,117,1352,48,1399
SAL50921,0,4,0,0,0,7,3,6
SAL50922,115,1177,1349,395,150,3190,136,3319
SAL50923,0,23,34,16,13,80,11,90
SAL50924,0,17,9,0,0,29,0,33
SAL50925,83,451,331,90,39,993,81,1073
SAL50926,41,114,71,19,19,260,57,315
SAL50927,0,0,0,0,0,0,0,0
SAL50928,0,12,22,19,19,73,4,73
SAL50929,0,0,5,0,4,11,0,11
SAL50930,0,11,24,16,11,66,3,65
SAL50931,0,0,0,0,0,0,0,0
SAL50932,78,733,1047,281,157,2299,71,2370
SAL50933,113,463,318,108,64,1060,71,1134
SAL50934,12,29,15,10,0,63,24,90
SAL50935,0,0,5,0,0,5,0,5
SAL50936,0,8,6,12,3,34,9,39
SAL50937,0,0,7,7,5,22,0,22
SAL50938,66,372,362,141,59,998,142,1146
SAL50939,167,871,662,206,122,2023,140,2161
SAL50940,0,10,3,0,7,14,0,18
SAL50941,3,27,33,22,17,102,19,117
SAL50942,0,0,4,0,0,11,0,11
SAL50943,0,0,3,0,0,4,0,8
SAL50944,52,402,376,146,103,1085,214,1297
SAL50945,3,18,36,14,15,86,9,97
SAL50946,9,163,127,33,11,347,24,369
SAL50947,450,1510,707,126,52,2841,539,3376
SAL50948,80,309,298,91,59,831,61,899
SAL50949,0,10,8,10,5,41,4,46
SAL50950,12,179,320,107,40,663,114,773
SAL50951,8,209,473,144,55,892,8,905
SAL50952,0,14,36,23,14,84,9,98
SAL50953,6,24,61,42,40,167,5,177
SAL50954,0,0,6,0,3,8,7,15
SAL50955,0,31,5,0,0,35,9,45
SAL50956,0,3,0,5,0,9,0,9
SAL50957,7,95,129,66,47,345,14,358
SAL50958,0,0,5,0,0,6,0,6
SAL50959,0,0,6,4,5,21,0,18
SAL50960,38,640,1141,482,315,2617,59,2679
SAL50961,0,6,0,0,5,15,4,15
SAL50962,0,9,0,0,0,13,0,13
SAL50963,5,42,46,14,9,119,52,173
SAL50964,0,4,15,3,5,34,5,32
SAL50965,3,18,3,0,3,35,0,36
SAL50966,0,0,0,3,8,12,0,12
SAL50967,0,5,6,0,3,16,0,17
SAL50968,7,67,13,9,7,110,8,117
SAL50969,67,341,288,89,40,820,45,866
SAL50970,185,802,792,419,223,2422,189,2615
SAL50971,15,25,0,0,6,50,12,54
SAL50972,0,0,7,4,4,16,3,19
SAL50973,0,8,17,5,4,33,9,36
SAL50974,0,8,12,3,11,30,0,31
SAL50975,0,13,28,24,16,83,4,84
SAL50976,0,8,12,8,4,26,7,29
SAL50977,0,4,0,0,7,9,0,9
SAL50978,0,39,28,6,3,80,3,80
SAL50979,0,0,0,3,0,6,0,6
SAL50980,0,17,58,26,23,127,20,142
SAL50981,0,4,4,0,5,20,5,22
SAL50982,3,0,8,4,7,18,0,21
SAL50983,0,14,26,18,8,69,17,83
SAL50984,0,3,5,3,0,12,0,14
SAL50985,0,0,0,0,0,0,0,0
SAL50986,0,0,3,4,6,11,0,8
SAL50987,0,17,28,12,18,76,23,99
SAL50988,37,251,205,83,66,632,110,739
SAL50989,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,4,0,9
SAL50991,0,3,14,3,4,25,3,27
SAL50992,3,39,99,68,61,274,9,282
SAL50993,8,68,62,22,0,162,49,209
SAL50994,0,4,7,0,6,15,0,15
SAL50995,0,0,5,0,0,5,0,5
SAL50996,0,52,119,84,56,310,16,327
SAL50997,30,117,89,37,11,272,59,331
SAL50998,474,3095,3428,1053,555,8609,363,8971
SAL50999,0,4,3,6,4,11,0,11
SAL51000,329,1301,1288,393,213,3527,179,3702
SAL51001,0,0,5,4,0,13,0,14
SAL51002,0,0,0,3,0,8,0,8
SAL51003,0,0,0,0,0,0,0,0
SAL51004,35,342,376,174,115,1037,111,1153
SAL51005,0,0,0,0,0,0,0,8
SAL51006,3,11,6,0,0,25,0,25
SAL51007,0,0,0,0,0,4,0,4
SAL51008,76,558,771,257,115,1777,46,1822
SAL51009,15,118,94,33,21,273,19,290
SAL51010,0,8,16,3,8,34,3,34
SAL51011,0,0,0,0,0,0,0,3
SAL51012,0,0,5,0,0,11,7,18
SAL51013,0,13,23,17,7,61,3,66
SAL51014,62,43,17,3,0,118,16,130
SAL51015,141,1019,1333,336,126,2966,93,3059
SAL51016,16,230,443,242,223,1152,41,1194
SAL51017,0,0,3,5,4,16,4,18
SAL51018,0,0,0,0,0,4,0,7
SAL51019,0,0,0,0,4,3,0,7
SAL51020,0,3,0,0,0,3,0,3
SAL51021,376,2120,1565,409,205,4686,178,4864
SAL51022,0,0,0,0,0,0,0,0
SAL51023,0,0,8,0,0,9,0,9
SAL51024,13,84,45,13,14,171,140,309
SAL51025,21,205,169,38,16,459,26,478
SAL51026,23,314,444,227,121,1136,42,1175
SAL51027,0,0,0,0,0,3,0,3
SAL51028,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0
SAL51030,87,975,1227,383,202,2874,72,2944
SAL51031,39,294,282,130,87,837,40,872
SAL51032,0,0,0,0,0,0,0,0
SAL51033,8,10,7,0,0,24,4,28
SAL51034,0,0,3,0,6,12,0,12
SAL51035,0,0,3,0,0,3,0,3
SAL51036,19,426,506,191,59,1208,61,1266
SAL51037,0,4,11,9,4,19,4,28
SAL51038,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0
SAL51040,3,53,107,79,81,321,20,343
SAL51041,0,10,22,15,11,55,5,57
SAL51042,37,48,12,0,0,93,28,120
SAL51043,0,0,3,0,0,7,0,7
SAL51044,5,54,53,20,17,150,22,171
SAL51045,0,0,0,0,0,0,0,0
SAL51046,4,4,5,0,3,14,4,14
SAL51047,32,472,1020,388,222,2132,45,2177
SAL51048,0,20,16,17,12,58,4,64
SAL51049,8,83,38,17,5,152,43,196
SAL51050,6,29,35,25,13,103,13,114
SAL51051,4,26,28,12,15,75,8,82
SAL51052,0,4,13,8,8,35,5,41
SAL51053,0,4,9,9,0,27,0,27
SAL51054,0,13,0,0,0,8,7,15
SAL51055,49,324,440,217,161,1186,52,1234
SAL51056,6,70,160,90,86,405,28,434
SAL51057,0,0,0,0,0,0,0,0
SAL51058,0,4,3,5,10,18,0,20
SAL51059,5,21,15,7,9,54,6,61
SAL51060,0,10,13,14,21,58,3,65
SAL51061,0,0,3,6,3,16,0,15
SAL51062,0,9,17,13,3,36,3,43
SAL51063,6,20,4,8,6,39,6,41
SAL51064,49,402,373,141,69,1040,29,1075
SAL51065,0,0,0,3,0,9,0,9
SAL51066,0,0,0,0,0,7,0,7
SAL51067,0,54,43,24,17,143,11,153
SAL51068,0,0,0,0,0,0,0,0
SAL51069,66,277,296,69,55,767,27,789
SAL51070,0,24,50,46,39,164,39,197
SAL51071,0,16,19,9,0,49,6,50
SAL51072,0,0,0,0,3,3,0,3
SAL51073,0,0,0,0,0,0,0,0
SAL51074,0,0,8,3,5,14,0,14
SAL51075,0,0,3,7,0,14,0,14
SAL51076,0,17,44,27,26,105,18,118
SAL51077,0,0,3,0,0,5,0,13
SAL51078,0,0,6,0,3,13,4,10
SAL51079,0,7,22,0,0,26,0,26
SAL51080,0,0,0,0,0,0,0,0
SAL51081,0,5,0,7,8,22,12,30
SAL51082,0,4,3,3,0,12,0,12
SAL51083,30,130,159,61,32,408,46,458
SAL51084,0,12,13,0,6,33,11,44
SAL51085,7,78,14,7,3,109,12,131
SAL51086,0,18,42,26,17,98,7,104
SAL51087,0,0,3,0,0,9,0,10
SAL51088,8,61,74,16,7,166,27,188
SAL51089,0,3,11,9,6,24,0,24
SAL51090,0,4,10,8,5,26,10,29
SAL51091,0,5,7,0,0,10,0,12
SAL51092,0,25,68,45,41,180,17,195
SAL51093,116,626,495,200,105,1534,178,1710
SAL51094,0,4,11,6,15,36,5,36
SAL51095,4,17,4,4,4,32,7,40
SAL51096,0,3,10,0,0,10,4,16
SAL51097,0,0,0,0,0,0,0,0
SAL51098,162,1179,1652,484,235,3712,77,3790
SAL51099,0,5,13,6,11,38,0,39
SAL51100,0,0,6,0,5,3,0,9
SAL51101,0,3,13,11,10,28,8,33
SAL51102,4,25,28,19,17,92,3,98
SAL51103,0,0,3,0,0,4,0,4
SAL51104,0,3,13,4,13,28,0,31
SAL51105,0,0,0,0,0,0,0,3
SAL51106,0,9,0,0,0,6,0,13
SAL51107,0,8,9,5,8,23,17,40
SAL51108,0,0,3,0,0,6,0,6
SAL51109,0,24,25,8,10,70,10,78
SAL51110,0,10,17,6,11,40,4,45
SAL51111,137,543,561,192,98,1530,225,1758
SAL51112,7,15,3,0,4,28,3,29
SAL51113,21,289,654,293,127,1386,251,1639
SAL51114,0,28,35,21,20,104,6,106
SAL51115,0,0,6,10,3,25,0,25
SAL51116,0,59,16,0,4,75,3,79
SAL51117,0,0,5,0,3,11,0,11
SAL51118,0,7,10,3,6,32,0,30
SAL51119,0,3,11,8,10,30,4,34
SAL51120,0,0,5,3,5,16,4,13
SAL51121,0,0,3,0,4,8,0,8
SAL51122,395,2443,1853,437,152,5281,358,5639
SAL51123,0,3,0,3,3,16,0,16
SAL51124,116,918,1204,447,277,2966,72,3034
SAL51125,4,22,13,12,0,50,0,52
SAL51126,0,0,6,3,5,9,0,9
SAL51127,27,127,62,17,15,249,62,304
SAL51128,0,0,0,3,3,9,6,15
SAL51129,0,0,0,0,0,0,0,0
SAL51130,79,517,626,176,105,1498,51,1550
SAL51131,0,0,0,0,0,3,0,7
SAL51132,0,15,43,24,25,112,9,122
SAL51133,0,0,0,0,0,7,0,6
SAL51134,0,0,0,0,0,0,8,7
SAL51135,32,536,680,177,80,1495,52,1546
SAL51136,3,36,111,64,54,276,18,294
SAL51137,0,0,0,0,0,3,0,3
SAL51138,104,704,660,144,70,1679,85,1762
SAL51139,0,10,22,10,6,54,6,58
SAL51140,0,11,8,0,3,23,3,28
SAL51141,0,0,3,0,9,10,0,10
SAL51142,0,0,5,4,5,20,11,28
SAL51143,0,3,3,3,0,8,0,9
SAL51144,3,101,217,92,43,451,8,462
SAL51145,0,0,0,0,3,9,0,11
SAL51146,0,0,7,5,3,11,4,12
SAL51147,295,1598,1451,381,151,3876,142,4017
SAL51148,3,31,42,19,23,119,32,147
SAL51149,0,0,0,0,4,5,0,5
SAL51150,0,11,13,3,8,44,12,54
SAL51151,0,0,4,0,0,5,0,4
SAL51152,4,13,20,7,6,53,0,53
SAL51153,13,140,42,13,18,223,21,247
SAL51154,0,0,0,0,6,5,0,5
SAL51155,0,0,3,0,0,10,0,10
SAL51156,8,116,127,62,41,352,17,368
SAL51157,187,927,876,340,163,2484,257,2740
SAL51158,8,101,119,56,29,313,59,369
SAL51159,136,379,72,7,0,607,136,737
SAL51160,0,34,34,13,12,93,29,122
SAL51161,0,0,0,0,0,3,0,3
SAL51162,3,9,20,12,14,68,9,73
SAL51163,0,4,3,0,0,6,0,10
SAL51164,0,0,7,5,4,13,0,15
SAL51165,18,27,10,6,0,53,8,62
SAL51166,0,5,6,0,0,8,0,10
SAL51167,43,184,129,39,17,406,76,480
SAL51168,5,22,12,9,10,57,16,70
SAL51169,0,0,0,3,0,5,3,8
SAL51170,0,13,25,10,16,66,6,73
SAL51171,0,30,35,16,16,95,8,104
SAL51172,15,104,62,18,13,208,10,216
SAL51173,0,0,0,0,0,0,0,0
SAL51174,4,79,276,209,279,849,20,868
SAL51175,7,114,165,77,28,388,32,423
SAL51176,37,592,1208,536,323,2692,69,2766
SAL51177,0,0,5,4,3,10,0,14
SAL51178,0,0,3,4,4,12,4,15
SAL51179,0,13,40,23,30,109,7,116
SAL51180,0,13,14,7,4,45,7,52
SAL51181,26,210,132,45,18,427,120,548
SAL51182,8,11,4,0,0,25,3,29
SAL51183,0,0,0,0,0,0,0,3
SAL51184,55,352,262,101,50,821,51,876
SAL51185,21,116,62,46,65,311,36,344
SAL51186,0,4,0,0,0,11,0,11
SAL51187,0,0,5,3,9,13,0,15
SAL51188,15,97,25,5,6,148,30,179
SAL51189,144,687,577,217,94,1722,146,1870
SAL51190,186,1108,649,114,52,2109,171,2281
SAL51191,0,18,24,14,3,65,12,78
SAL51192,64,964,1507,472,195,3206,63,3266
SAL51193,0,19,13,17,11,55,4,65
SAL51194,0,0,14,0,16,28,0,28
SAL51195,0,0,0,0,0,7,0,6
SAL51196,0,3,5,0,7,23,0,25
SAL51197,214,1439,1248,262,112,3274,123,3399
SAL51198,10,31,8,3,0,60,3,65
SAL51199,0,0,0,3,4,6,0,6
SAL51200,21,7,3,4,0,37,13,54
SAL51201,15,178,101,39,25,363,50,416
SAL51202,0,6,21,21,14,62,0,60
SAL51203,4,136,34,8,3,192,10,199
SAL51204,0,0,0,0,0,0,0,0
SAL51205,7,138,328,177,165,813,17,828
SAL51206,0,0,0,0,0,0,0,4
SAL51207,0,0,0,11,4,20,0,18
SAL51208,0,24,60,51,48,183,0,189
SAL51209,93,778,993,286,170,2322,55,2383
SAL51210,146,938,815,288,135,2325,159,2482
SAL51211,0,3,15,3,4,24,3,24
SAL51212,9,0,0,0,0,9,0,9
SAL51213,0,3,13,6,7,26,0,32
SAL51214,0,7,8,6,0,24,0,24
SAL51215,5,18,4,0,0,26,8,31
