SAL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL50277,70,403,471,604,79,685,476,32,506,503,18,520,189,11,201,133,5,139,1977,541,2517
SAL50278,3,203,208,114,30,145,37,3,41,6,0,10,5,0,5,4,0,4,167,240,408
SAL50279,6,78,76,73,47,116,13,0,22,13,0,13,11,0,11,0,0,0,118,126,245
SAL50280,0,17,14,24,13,36,11,0,8,4,9,16,4,0,5,0,0,0,40,35,77
SAL50281,3,132,142,162,18,183,83,9,89,65,5,75,31,0,27,22,5,23,364,167,533
SAL50282,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,10
SAL50283,0,9,9,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,19,9,22
SAL50284,0,12,15,16,0,22,3,0,3,9,0,6,0,0,0,0,3,4,34,18,50
SAL50285,0,10,10,18,0,18,9,0,9,3,0,4,0,0,0,3,0,3,28,16,44
SAL50286,0,4,10,12,0,10,0,0,0,7,0,7,0,0,0,0,0,0,15,10,29
SAL50287,0,11,11,4,0,8,4,0,4,0,0,0,0,0,0,4,0,4,17,13,29
SAL50288,0,14,14,8,4,14,3,0,3,3,0,5,0,0,0,0,0,0,9,20,31
SAL50289,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50290,24,139,163,214,22,231,106,6,120,92,3,93,44,0,46,19,0,19,504,178,677
SAL50291,15,62,77,134,14,153,68,0,69,46,5,50,19,0,19,20,0,17,305,88,391
SAL50292,0,3,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,9,3,9
SAL50293,22,297,319,388,46,433,215,8,229,268,4,274,79,0,79,33,0,31,1006,360,1365
SAL50294,34,408,446,726,44,767,325,30,354,486,11,496,227,6,232,59,0,57,1857,501,2359
SAL50295,5,45,47,47,9,55,23,0,20,13,0,13,3,0,3,4,0,4,88,54,141
SAL50296,87,1386,1473,1177,222,1395,429,51,482,408,17,426,165,5,172,44,4,45,2306,1687,3992
SAL50297,132,1166,1298,1435,210,1646,954,59,1012,753,38,794,319,14,335,155,3,158,3744,1499,5240
SAL50298,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
SAL50299,0,11,11,0,59,59,0,3,0,0,4,4,0,3,3,0,0,0,0,72,78
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,82,1102,1178,874,214,1089,536,75,604,412,43,450,163,13,174,110,10,120,2164,1451,3614
SAL50302,0,0,0,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,10,0,15
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,13,345,361,236,69,304,60,14,77,41,4,45,16,0,17,9,0,10,367,432,803
SAL50305,0,4,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
SAL50306,0,0,5,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,5,17
SAL50307,3,11,7,12,0,15,10,0,10,4,0,4,3,0,3,0,0,0,28,6,37
SAL50308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50309,11,84,95,154,12,168,67,10,79,70,3,73,34,5,33,16,4,16,353,117,467
SAL50310,72,1038,1109,928,137,1057,363,35,397,346,27,376,144,14,159,67,5,71,1919,1255,3176
SAL50311,0,4,4,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,17,7,20
SAL50312,7,58,70,73,7,86,37,4,44,36,0,36,12,0,13,13,0,13,186,77,260
SAL50313,5,22,27,33,3,32,14,0,14,8,0,8,3,0,5,0,0,0,61,22,84
SAL50314,0,6,6,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17
SAL50315,0,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SAL50316,122,2483,2599,2038,399,2431,765,137,904,608,40,654,170,14,178,48,0,55,3749,3073,6822
SAL50317,4,40,37,25,9,35,5,0,10,7,0,7,9,0,9,5,4,7,56,49,106
SAL50318,27,207,237,475,26,504,237,7,243,227,0,227,82,0,82,32,0,34,1087,244,1333
SAL50319,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50320,32,669,703,580,80,663,225,24,249,164,16,173,55,3,61,48,9,53,1115,792,1906
SAL50321,39,413,446,708,75,782,300,15,312,327,7,336,133,4,139,38,6,41,1541,518,2053
SAL50322,6,41,43,80,13,95,30,0,34,31,0,35,15,0,15,4,0,4,172,53,231
SAL50323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50324,52,1000,1045,705,144,851,336,37,374,237,21,259,76,8,81,36,0,33,1437,1215,2647
SAL50325,9,114,130,142,24,168,89,3,92,130,5,139,58,0,58,17,0,14,449,145,597
SAL50326,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
SAL50327,12,131,143,95,35,133,33,6,41,20,12,27,9,7,12,5,0,5,175,193,364
SAL50328,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
SAL50329,59,801,862,831,134,965,365,28,392,274,12,287,125,21,146,79,3,88,1735,999,2736
SAL50330,9,18,29,40,4,50,25,0,26,19,0,19,12,6,11,8,0,13,120,25,145
SAL50331,0,12,15,6,7,12,3,0,6,12,0,13,0,0,0,4,0,4,26,25,52
SAL50332,0,10,10,12,0,12,0,0,0,7,0,7,0,0,3,0,0,0,15,10,26
SAL50333,0,11,16,18,4,22,8,0,8,0,0,3,4,0,4,4,0,4,33,18,53
SAL50334,13,76,85,103,35,141,27,11,31,21,6,29,8,0,8,6,0,6,170,125,298
SAL50335,0,35,36,23,12,34,10,0,15,13,0,13,0,0,0,0,0,0,45,50,99
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50337,0,4,4,3,6,8,7,0,6,0,0,0,0,0,0,4,0,4,15,10,25
SAL50338,0,62,62,15,227,243,0,27,28,3,32,31,4,7,14,0,10,10,27,363,383
SAL50339,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SAL50340,11,126,135,109,14,126,29,6,29,16,5,24,5,0,9,3,0,3,177,150,324
SAL50341,0,10,10,4,0,0,0,3,3,4,0,4,0,0,0,7,0,7,12,18,29
SAL50342,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21
SAL50343,75,751,822,908,167,1074,392,53,445,405,19,429,196,4,206,53,0,58,2034,991,3025
SAL50344,0,4,4,7,0,7,4,0,4,5,0,8,0,0,0,0,0,0,14,3,20
SAL50345,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
SAL50346,0,6,6,8,0,6,3,0,3,0,0,0,0,0,0,0,0,0,11,10,24
SAL50347,22,146,171,237,53,296,134,15,149,157,20,181,48,4,54,19,3,22,620,249,871
SAL50348,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
SAL50349,0,0,0,3,3,7,7,0,7,0,0,0,0,0,0,0,0,0,7,8,13
SAL50350,74,689,763,809,96,909,445,36,483,362,9,373,101,3,105,40,4,40,1839,831,2671
SAL50351,0,4,4,4,0,9,0,0,0,6,0,6,0,0,0,0,0,0,9,6,15
SAL50352,4,69,73,71,11,82,18,0,19,18,0,17,8,0,6,9,3,10,120,84,206
SAL50353,17,444,462,339,136,474,101,43,143,71,11,85,33,3,33,10,0,11,569,642,1210
SAL50354,0,16,16,40,3,44,13,0,13,11,0,12,8,0,8,0,0,0,78,19,97
SAL50355,0,10,12,29,8,37,0,0,0,10,0,10,0,0,0,0,0,0,47,16,65
SAL50356,3,14,13,16,0,25,4,0,4,7,0,7,0,0,0,0,0,0,27,14,46
SAL50357,9,47,56,80,10,88,25,0,25,20,0,19,3,3,5,9,0,9,133,65,196
SAL50358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL50359,0,85,86,18,36,51,4,5,10,0,0,0,0,5,5,0,3,3,21,130,154
SAL50360,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,11,0,13
SAL50361,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,7,7,5
SAL50362,0,6,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7
SAL50363,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAL50364,10,117,124,79,13,96,36,4,34,33,6,34,22,0,22,6,0,9,177,136,320
SAL50365,0,4,4,12,0,12,0,0,0,6,0,6,0,0,0,0,0,0,13,8,22
SAL50366,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL50367,58,407,466,760,51,814,462,22,489,471,7,479,177,3,179,45,0,46,1979,492,2473
SAL50368,0,11,15,19,5,28,3,0,3,9,0,12,4,0,4,0,0,0,42,19,57
SAL50369,0,5,5,9,0,9,0,0,0,4,0,4,0,0,0,0,0,0,12,5,15
SAL50370,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50371,9,196,205,145,20,167,95,9,103,111,4,116,24,4,28,9,0,9,395,231,631
SAL50372,0,11,11,35,8,42,9,4,17,7,0,6,0,0,0,0,0,0,51,29,83
SAL50373,0,8,10,10,3,10,8,0,8,0,0,0,0,0,0,0,0,0,11,12,19
SAL50374,17,188,203,454,24,481,208,7,217,330,7,338,163,4,166,39,3,47,1220,234,1451
SAL50375,3,71,73,76,20,101,38,5,42,36,5,42,24,0,21,12,6,14,184,112,300
SAL50376,84,593,680,911,114,1028,599,27,628,626,12,642,311,8,316,105,5,112,2639,759,3398
SAL50377,3,20,23,18,3,20,3,0,5,4,0,3,4,0,4,0,0,0,39,24,65
SAL50378,12,86,96,103,50,149,67,15,80,73,0,80,44,4,50,20,4,21,317,157,477
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,5,135,134,53,207,263,39,17,57,50,31,78,39,26,60,31,0,35,220,406,623
SAL50381,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,6,0,10
SAL50382,0,42,47,48,7,51,9,0,11,14,0,14,6,0,6,0,0,3,80,48,129
SAL50383,0,5,7,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,11,17
SAL50384,25,208,230,461,32,491,435,14,447,618,10,624,249,4,253,133,0,134,1919,261,2185
SAL50385,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SAL50386,6,54,59,77,8,87,28,0,34,37,0,37,15,0,15,5,0,5,169,61,225
SAL50387,6,37,41,92,18,104,43,0,48,32,4,36,16,0,16,7,0,7,190,60,249
SAL50388,3,56,60,54,13,68,10,0,11,12,0,14,7,9,10,0,3,0,87,75,167
SAL50389,12,78,85,165,5,172,83,0,85,99,0,99,50,0,47,34,0,34,437,90,526
SAL50390,33,217,244,449,37,484,212,8,221,261,3,262,94,4,98,27,0,27,1076,266,1342
SAL50391,0,8,8,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,10,12,24
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50393,0,4,4,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12
SAL50394,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11
SAL50395,0,3,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
SAL50396,79,494,573,968,90,1059,396,11,405,356,11,374,148,4,149,67,4,79,2019,616,2634
SAL50397,37,279,319,401,65,470,382,21,406,408,8,417,129,0,128,89,0,89,1446,379,1829
SAL50398,0,5,5,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,7,17,22
SAL50399,4,31,30,43,8,52,13,3,10,12,0,14,14,0,13,5,0,9,85,39,125
SAL50400,12,38,56,84,5,90,65,4,70,52,4,55,22,0,24,15,0,19,260,50,308
SAL50401,0,10,10,11,4,17,0,0,0,3,0,3,0,0,0,0,0,0,18,10,29
SAL50402,5,3,8,10,0,8,0,0,0,8,0,8,0,0,0,3,0,3,22,7,32
SAL50403,9,187,197,103,486,587,27,45,75,23,38,63,3,12,14,3,7,13,174,777,953
SAL50404,40,482,521,334,102,435,105,27,134,96,14,104,40,11,45,14,0,15,625,636,1262
SAL50405,26,416,444,206,315,518,96,62,164,72,30,108,45,33,83,66,16,83,522,880,1398
SAL50406,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL50407,0,9,8,11,4,20,3,0,3,0,0,0,0,0,0,0,0,0,22,14,36
SAL50408,0,0,5,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,6,0,9
SAL50409,143,2846,2988,2803,400,3202,1419,100,1516,1332,52,1383,529,23,552,220,13,235,6441,3424,9867
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50411,0,19,26,23,9,33,12,0,12,8,0,9,6,0,5,0,0,0,53,29,78
SAL50412,3,17,19,24,3,19,4,0,4,5,3,10,6,0,6,0,0,0,41,28,64
SAL50413,0,6,6,0,8,8,0,0,0,0,0,0,0,0,3,0,0,0,0,18,15
SAL50414,0,3,6,8,0,8,6,0,6,3,0,3,0,0,0,0,0,0,14,10,22
SAL50415,36,199,235,221,95,316,171,43,217,198,33,224,85,15,104,48,16,68,766,397,1163
SAL50416,23,182,210,194,60,252,73,4,80,60,7,63,28,0,30,6,0,6,384,259,638
SAL50417,0,3,6,6,0,6,5,0,5,6,0,6,3,0,3,0,0,0,14,5,21
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50419,31,325,355,418,46,469,135,11,144,120,8,129,60,0,63,32,7,41,804,402,1203
SAL50420,0,5,5,5,3,7,0,0,0,3,0,4,0,0,0,0,0,0,8,8,17
SAL50421,0,4,9,10,0,8,3,3,14,0,3,4,0,0,0,0,0,0,19,12,31
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,96,1050,1147,979,180,1157,571,63,637,561,23,586,167,6,174,55,6,58,2426,1328,3756
SAL50424,0,91,95,62,6,70,21,0,21,15,4,16,14,0,14,3,0,3,108,104,214
SAL50425,0,7,7,11,0,5,4,0,4,3,0,3,0,0,0,0,0,0,16,9,17
SAL50426,28,91,120,172,23,192,102,5,106,94,3,97,39,0,40,14,0,14,447,124,574
SAL50427,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50428,0,11,11,0,18,19,0,4,7,0,5,5,0,3,3,0,4,0,5,47,49
SAL50429,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13
SAL50430,0,0,0,11,0,11,3,0,4,6,0,6,3,0,3,0,0,0,17,0,18
SAL50431,90,875,962,1087,123,1204,329,20,348,262,18,282,101,7,109,49,0,47,1915,1037,2949
SAL50432,0,0,8,6,0,6,0,0,0,0,0,0,4,0,4,0,0,0,11,0,9
SAL50433,3,7,9,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,12,14,28
SAL50434,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL50435,0,27,31,38,16,52,10,4,15,8,0,8,5,0,5,5,0,5,64,48,110
SAL50436,3,14,19,26,0,27,3,0,4,3,0,3,8,0,8,0,0,0,42,22,58
SAL50437,7,51,52,38,8,48,10,3,14,11,5,14,4,0,3,3,0,3,69,68,133
SAL50438,113,932,1046,1715,105,1815,926,31,955,1252,19,1270,412,3,420,119,0,121,4532,1089,5621
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50441,82,502,585,745,153,893,340,37,376,362,39,393,119,12,128,32,5,37,1674,753,2427
SAL50442,0,35,35,8,95,108,0,9,14,9,15,17,0,7,7,6,0,8,24,171,191
SAL50443,0,7,10,5,0,6,5,0,6,4,0,4,0,0,0,0,0,0,12,11,26
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50445,0,4,4,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,7,0,10
SAL50446,3,59,66,64,12,75,27,4,29,20,7,26,13,0,13,7,0,7,136,79,214
SAL50447,0,11,15,26,10,30,0,0,0,3,0,4,0,0,0,0,0,0,29,24,53
SAL50448,0,9,9,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,10,13,17
SAL50449,0,3,3,8,0,8,0,0,0,0,0,0,4,0,4,0,0,0,7,3,10
SAL50450,3,11,12,15,7,17,6,0,6,5,0,5,0,0,0,0,0,0,27,13,41
SAL50451,0,5,5,7,0,7,0,0,0,4,0,5,0,0,4,0,0,0,10,7,15
SAL50452,50,640,691,600,83,688,209,23,228,143,6,154,58,4,61,28,4,33,1088,763,1854
SAL50453,36,451,487,511,106,617,392,52,439,370,35,399,163,13,176,127,4,134,1596,651,2247
SAL50454,8,94,105,80,123,200,24,5,28,41,8,46,17,3,19,16,4,22,185,236,421
SAL50455,0,4,4,4,0,8,3,0,3,0,3,0,0,0,0,0,0,0,6,4,15
SAL50456,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,3
SAL50457,53,791,846,875,122,999,423,31,455,487,12,501,164,7,173,49,0,49,2058,968,3022
SAL50458,0,11,10,0,26,26,0,4,4,0,0,0,0,0,0,0,0,0,5,37,41
SAL50459,0,7,6,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,7,11,21
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50461,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
SAL50462,0,9,9,8,0,10,0,0,4,0,0,0,0,0,0,0,0,0,10,12,28
SAL50463,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL50464,145,2576,2718,1870,521,2387,518,152,673,220,47,268,51,12,59,19,0,22,2817,3311,6129
SAL50465,3,15,13,31,3,38,13,0,21,7,0,7,4,0,4,3,0,3,64,16,80
SAL50466,0,7,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13
SAL50467,0,138,144,46,30,75,8,0,6,0,4,8,0,0,0,0,0,0,54,178,231
SAL50468,88,1268,1354,1244,310,1551,608,122,730,528,51,581,129,20,147,73,12,84,2669,1780,4447
SAL50469,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10
SAL50470,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,9,6,16
SAL50471,8,5,10,14,10,21,8,0,14,0,0,0,4,0,4,0,0,0,37,17,56
SAL50472,87,867,955,1080,140,1215,498,29,524,399,22,419,185,7,195,80,0,87,2328,1068,3400
SAL50473,30,352,385,440,74,515,224,18,246,175,13,193,85,0,86,42,0,43,996,465,1462
SAL50474,37,354,390,576,55,629,298,18,316,278,3,281,99,4,104,37,0,39,1329,440,1762
SAL50475,0,9,8,3,3,9,0,0,0,5,4,6,3,0,3,0,0,0,12,12,29
SAL50476,45,203,248,367,31,402,242,15,261,237,6,250,100,4,101,36,0,37,1027,259,1287
SAL50477,0,38,37,15,265,276,0,7,8,6,7,11,0,3,3,0,0,0,17,321,341
SAL50478,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,4,5,10
SAL50479,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SAL50480,3,15,15,15,0,16,7,0,7,10,0,9,0,0,4,0,0,0,38,18,52
SAL50481,3,24,31,59,11,73,17,3,23,13,0,13,8,0,8,5,0,5,104,38,146
SAL50482,184,1625,1813,2074,246,2323,1438,105,1544,1531,51,1577,671,27,700,412,21,432,6313,2075,8391
SAL50483,0,5,6,7,11,16,0,0,0,4,0,4,0,0,0,0,0,0,6,22,26
SAL50484,33,347,382,384,82,464,224,28,254,194,12,206,51,3,58,34,3,38,919,483,1402
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50486,0,74,74,30,26,62,9,0,5,9,0,9,0,0,0,0,0,0,47,103,146
SAL50487,7,60,57,23,3,24,9,0,7,0,0,0,3,0,3,0,0,0,35,59,96
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50491,64,893,956,1051,84,1135,227,14,238,161,9,170,64,0,62,23,0,23,1580,1001,2583
SAL50492,22,523,544,239,103,343,85,18,95,72,9,77,14,0,21,7,5,12,441,667,1105
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,7,7,3,12,17,0,0,0,0,0,0,0,0,0,0,0,0,6,20,25
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL50497,46,304,352,270,545,808,139,62,200,139,81,227,65,28,92,29,33,62,684,1052,1738
SAL50498,0,36,36,10,124,129,0,5,6,0,14,13,0,0,5,0,0,0,8,182,192
SAL50499,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,3,0,4,10,6,14
SAL50500,75,691,765,884,111,992,276,21,297,204,9,214,95,5,97,33,0,34,1564,837,2396
SAL50501,3,14,18,45,0,43,16,0,12,10,0,10,4,0,4,0,0,0,72,18,95
SAL50502,39,506,540,541,55,593,271,19,283,235,11,243,79,6,83,35,0,35,1192,591,1786
SAL50503,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,4,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SAL50508,8,158,163,81,130,205,36,5,44,42,4,42,30,9,38,25,4,31,226,304,532
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50510,61,428,490,788,64,855,459,18,476,684,10,699,301,5,306,79,0,79,2377,523,2902
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,41,46,36,10,47,13,0,12,3,0,3,4,0,4,0,0,0,63,56,121
SAL50513,4,11,12,5,0,10,3,0,7,5,0,5,3,0,3,0,0,0,20,8,29
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50515,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50517,11,77,82,113,12,123,53,4,55,61,8,65,17,4,24,15,0,19,267,101,369
SAL50518,126,1467,1596,1554,214,1772,808,53,862,676,37,714,285,15,295,120,12,129,3568,1792,5366
SAL50519,0,10,10,5,15,25,0,0,0,0,0,0,0,0,0,0,0,0,5,31,34
SAL50520,5,63,69,41,14,47,23,4,24,20,0,19,0,0,0,0,0,0,87,83,163
SAL50521,0,10,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16
SAL50522,110,1853,1968,1157,329,1491,448,95,541,303,30,340,100,10,108,17,4,22,2137,2321,4461
SAL50523,14,214,226,156,31,190,46,9,55,17,3,24,18,0,18,12,3,13,266,263,526
SAL50524,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50525,4,52,65,111,11,124,47,0,50,28,0,28,12,0,12,13,0,13,218,67,284
SAL50526,0,9,9,3,3,5,3,0,3,3,0,3,0,0,0,0,0,0,14,8,19
SAL50527,0,9,7,14,0,15,3,0,7,3,0,3,3,0,5,0,0,0,28,9,41
SAL50528,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11
SAL50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50530,0,18,19,4,18,28,0,0,0,0,3,4,0,0,0,0,0,0,17,37,51
SAL50531,0,10,10,3,3,12,4,0,4,3,0,3,0,0,0,3,0,3,15,13,29
SAL50532,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6
SAL50533,22,87,107,267,23,294,115,4,121,143,4,145,43,0,43,34,0,34,624,117,747
SAL50534,43,365,405,556,89,643,191,16,214,126,7,133,70,7,79,23,0,24,1013,488,1499
SAL50535,3,5,11,11,4,10,4,0,4,0,0,4,0,0,0,0,0,0,20,10,30
SAL50536,31,660,690,386,97,478,145,28,172,86,12,92,49,4,52,19,3,21,710,801,1505
SAL50537,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL50538,0,16,16,4,27,31,4,0,6,4,5,5,0,5,7,0,0,0,19,54,63
SAL50539,9,32,41,35,11,52,15,0,15,20,0,17,6,0,9,6,0,6,89,53,143
SAL50540,0,20,20,9,0,6,0,0,0,9,0,9,8,0,8,18,0,18,41,19,61
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAL50542,29,127,152,351,34,383,155,10,162,157,5,159,65,5,70,43,0,43,797,175,967
SAL50543,0,7,8,12,4,11,3,0,3,3,0,4,0,0,0,3,0,3,18,6,31
SAL50544,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL50545,0,0,0,4,0,11,6,0,6,3,0,3,0,0,0,0,0,0,12,0,17
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,13,65,81,104,25,124,42,3,45,52,4,56,17,0,19,14,0,14,237,97,332
SAL50549,0,4,3,4,0,4,5,0,3,0,0,0,0,0,0,0,0,0,9,5,10
SAL50550,48,1025,1079,829,163,989,463,68,532,414,29,443,203,9,211,179,6,187,2130,1312,3440
SAL50551,3,64,71,138,22,158,68,8,71,46,0,49,25,0,25,17,0,18,299,97,397
SAL50552,24,183,211,360,21,384,170,10,181,147,6,152,72,0,75,17,0,21,796,221,1016
