SAL_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
SAL51006,109,43,156,15,9,20,5,4,3,3,0,7,0,0,3,22,12,29,24,14,41,9.5,10,9.7,18.6,23.3,19.9,16.8,20.9,17.9,0,0,0,0,0,0,0,0,0,0,0,3,7,4,10,0,0,0,0,0,0,17,4,18,35,28,63,17,10,25,24,15,33,23,17,43
SAL51007,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,3,11,0,0,0
SAL51008,1917,2100,4015,854,438,1293,365,631,995,28,52,78,53,43,92,1298,1163,2456,548,842,1389,4,3.5,3.8,67.6,55.4,61.2,64.8,53.5,58.9,328,252,588,57,107,169,615,654,1268,144,239,376,121,81,206,14,17,27,17,43,53,145,142,286,2003,2080,4084,314,302,614,1314,1391,2704,922,887,1808
SAL51009,256,317,571,84,73,159,41,90,131,15,12,27,6,6,9,148,177,326,102,124,229,4.8,3.4,4,56.8,56.8,56.8,54.1,54.9,54.5,14,19,27,12,12,23,33,68,100,26,33,59,63,40,104,3,8,14,4,11,11,69,58,128,248,301,553,61,61,121,153,178,336,140,172,315
SAL51010,39,38,84,14,6,24,8,11,16,6,4,9,0,6,6,27,24,46,8,16,29,10.7,9.5,10.2,65.1,53.8,59.8,58.1,48.7,53.7,4,0,4,0,4,6,3,3,8,6,0,6,4,6,13,0,0,0,0,0,3,9,5,20,35,34,65,4,3,14,29,31,58,11,8,19
SAL51011,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,33.3,33.3,33.3,33.3,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0
SAL51012,18,7,17,6,0,10,5,0,5,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,80,66.7,76.2,80,66.7,76.2,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,3,13,0,16,5,0,5,10,0,8,7,0,12
SAL51013,62,60,121,18,11,34,15,25,36,5,7,8,6,0,3,40,38,86,17,20,36,7.1,4.9,6,70,67.2,68.6,65,63.9,64.5,0,5,5,0,3,3,7,3,10,4,5,13,11,6,18,0,5,0,3,0,3,18,12,29,62,60,121,8,8,16,51,48,100,13,16,32
SAL51014,186,202,390,27,16,41,11,19,33,15,11,29,4,0,4,57,53,106,122,147,270,3.6,0,1.9,28.9,25,26.9,27.9,25,26.4,0,3,5,4,3,9,5,16,18,9,3,11,20,9,32,0,0,0,0,0,4,23,18,38,226,247,474,25,37,60,195,205,399,18,37,60
SAL51015,2917,3225,6148,1709,1034,2749,458,1153,1612,71,125,197,73,71,143,2305,2385,4695,534,772,1301,3.1,3.1,3.1,79,74,76.4,76.6,71.8,74.1,316,342,657,132,206,331,859,1043,1908,279,321,597,399,215,619,17,31,52,32,59,91,451,308,759,3277,3481,6760,457,495,951,2175,2382,4554,1293,1381,2676
SAL51016,1204,1344,2546,557,335,892,144,390,533,66,56,126,35,43,79,802,830,1632,345,464,807,4.6,5.3,5,66.7,61.6,64,63.6,58.3,60.8,28,38,61,22,42,64,98,183,284,106,158,268,395,232,626,20,30,52,25,43,68,432,308,740,1325,1384,2710,165,172,343,975,1017,1997,430,472,900
SAL51017,17,21,37,4,3,10,0,4,4,3,3,8,0,0,0,6,7,15,8,11,18,0,0,0,50,40,44.7,50,40,44.7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,5,10,12,12,11,26,9,0,11,9,14,22,8,4,8
SAL51018,6,4,10,5,0,5,5,3,3,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,66.7,66.7,66.7,66.7,66.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,4,0,3,5,0,0,0
SAL51019,10,4,14,4,0,3,0,7,7,6,0,5,0,0,0,3,4,15,0,0,0,0,0,0,87.5,100,92.9,87.5,100,92.9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,5,11,19,0,0,0,5,4,16,0,0,0
SAL51020,250,50,299,146,26,173,8,0,6,16,5,21,0,0,0,169,39,205,5,0,5,0.6,0,0.5,68.3,75,69.4,67.9,75,69,3,0,3,0,0,5,13,0,13,16,6,25,70,9,79,0,0,0,0,0,0,78,9,85,144,27,172,31,4,36,89,14,102,80,18,105
SAL51021,4624,5029,9654,2250,1633,3877,857,1461,2325,110,175,281,136,140,276,3355,3411,6763,1033,1405,2438,4.1,4.1,4.1,72.6,67.7,70.1,69.6,64.9,67.2,523,517,1037,147,275,419,1382,1541,2926,402,507,910,603,324,923,30,79,108,45,87,135,687,478,1163,4181,4437,8617,908,1052,1956,2596,2726,5324,2277,2569,4846
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,8,9,20,10,5,9,0,5,6,0,0,0,0,0,0,7,9,17,0,0,4,0,0,0,90.9,87.5,89.5,90.9,87.5,89.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,21,0,0,4,8,7,15,0,0,7
SAL51024,544,320,865,124,62,186,14,15,27,18,14,30,4,5,11,159,93,258,75,74,150,3.1,6.3,4.3,29.6,30.2,29.8,28.7,28.3,28.5,5,9,10,9,6,11,23,26,49,11,14,30,88,24,114,4,10,13,3,6,9,98,34,132,217,158,375,41,32,73,153,95,257,93,85,177
SAL51025,385,442,830,162,129,289,68,143,208,11,11,24,8,6,16,244,285,529,123,134,263,3.3,2.1,2.6,63.1,64.8,64,61.1,63.4,62.3,8,23,31,12,17,21,48,91,140,33,47,81,103,64,167,11,9,19,9,14,24,115,93,204,363,402,765,62,77,139,217,226,443,199,234,433
SAL51026,1237,1342,2585,538,302,843,178,354,537,41,49,91,51,34,80,810,741,1549,356,490,846,6.1,4.7,5.4,65.2,55.2,60,61.3,52.6,56.8,35,45,81,19,51,66,126,167,299,118,142,258,354,196,555,18,29,52,22,39,56,398,263,660,1237,1289,2527,151,152,304,911,962,1872,410,422,836
SAL51027,4,0,8,4,0,4,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,100,50,80,100,50,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,4
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,2852,3228,6086,1408,868,2280,449,928,1375,75,101,180,85,85,167,2020,1981,4003,766,1182,1947,4.2,4.3,4.3,70.7,61.4,65.8,67.8,58.7,63,376,338,716,114,164,284,854,952,1801,291,321,607,365,208,578,16,35,45,33,71,102,412,316,728,2880,3131,6014,533,571,1108,1720,1890,3611,1545,1661,3205
SAL51031,835,881,1715,371,182,553,93,219,308,24,40,64,20,25,49,513,458,971,292,391,679,4.5,4.8,4.6,61.1,52.2,56.5,58.3,49.7,53.9,22,25,49,14,19,30,62,93,154,62,93,157,285,121,407,14,17,36,5,30,35,312,173,482,833,854,1684,124,120,237,598,632,1235,306,309,613
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,2715,563,3278,1505,279,1789,72,24,95,108,39,145,6,3,8,1694,340,2037,25,16,45,0.4,0.9,0.5,62.4,60.8,62.1,62.1,60.3,61.8,43,16,59,19,0,19,166,61,230,160,44,205,773,73,844,26,16,41,12,8,29,817,92,908,1384,250,1631,358,112,473,862,124,985,868,238,1104
SAL51034,11,13,22,9,11,16,0,0,0,0,0,0,0,0,0,9,11,20,0,0,4,0,0,0,83.3,75,79.2,83.3,75,79.2,0,0,0,0,0,0,0,5,5,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,11,13,22,0,0,0,11,11,23,0,0,0
SAL51035,4,3,4,3,0,3,0,3,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,0,0,0,0,0,4,5,3,3
SAL51036,1153,1314,2471,570,377,955,159,408,565,44,47,90,35,24,61,813,858,1674,285,398,681,4.5,3,3.8,70.7,65.3,67.8,67.5,63.3,65.3,18,18,36,17,30,53,86,185,268,91,137,226,362,216,588,21,40,65,14,31,43,402,294,697,1209,1328,2536,199,207,409,804,879,1678,518,592,1112
SAL51037,23,25,45,18,0,26,3,10,12,0,0,0,0,0,0,20,18,34,0,6,6,0,0,0,87.5,68.2,78.3,87.5,68.2,78.3,0,0,0,0,0,0,0,6,6,0,4,4,5,0,5,0,0,0,0,0,0,5,0,5,24,27,52,0,0,0,13,20,37,5,8,10
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,374,381,758,184,87,272,35,116,144,22,15,40,15,15,28,250,228,479,113,132,245,4.8,5.3,5,66,60,63,62.9,56.8,59.8,0,4,3,0,4,4,14,36,51,22,35,63,106,49,164,4,8,7,0,15,17,113,69,186,361,362,722,59,55,120,293,276,566,106,128,228
SAL51041,86,87,178,47,32,78,8,16,23,8,4,6,3,0,3,60,53,114,26,30,57,3.3,1.9,2.6,70.1,58.9,64.4,67.8,57.8,62.7,0,0,0,0,0,0,5,0,0,9,11,23,19,8,25,0,0,0,0,3,3,19,8,32,68,66,132,28,32,61,50,51,99,37,42,75
SAL51042,192,150,343,51,21,70,8,19,25,5,9,13,16,10,29,86,51,138,75,73,142,20.9,18.5,20,44.8,35.5,40.7,35.4,28.9,32.6,0,4,9,5,3,6,9,11,20,10,7,20,43,12,54,3,0,4,0,0,0,44,13,61,181,143,322,22,32,52,131,104,235,64,53,120
SAL51043,6,9,12,4,5,6,0,5,4,0,0,0,0,0,0,3,6,8,0,0,6,0,0,0,62.5,80,69.2,62.5,80,69.2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,0,4,7,9,5,10,0,0,4
SAL51044,149,143,296,70,26,91,12,28,38,4,11,15,4,3,7,91,60,154,46,66,106,2.2,3.3,2.6,59.6,43,51.5,58.3,41.5,50.2,0,0,3,0,6,10,9,14,24,5,8,15,43,19,59,3,0,3,3,3,10,42,21,65,127,125,251,30,17,43,84,83,167,66,55,120
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,15,10,18,8,0,11,0,0,0,0,0,3,0,0,0,11,4,15,4,0,3,18.2,0,13.3,84.6,66.7,78.9,69.2,66.7,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,19,3,0,3,10,8,11,6,4,11
SAL51047,2356,2417,4776,1260,620,1880,356,870,1227,68,96,168,66,70,134,1749,1656,3407,557,708,1265,3.8,4,3.9,74.3,68.5,71.4,71.4,65.8,68.6,113,118,230,56,115,172,378,530,913,261,325,592,692,283,970,22,31,47,37,70,98,743,376,1122,2535,2541,5071,364,368,730,1800,1817,3615,959,967,1923
SAL51048,64,57,120,23,9,36,7,11,19,3,9,12,0,0,0,42,31,72,20,23,47,2.4,3.4,2.9,62.1,52.7,57.9,60.6,50.9,56.2,0,0,0,0,0,0,5,4,10,7,0,9,19,12,28,0,0,4,0,0,0,21,15,35,57,49,103,14,10,27,44,44,88,26,10,36
SAL51049,197,179,376,38,27,64,14,21,31,7,0,7,8,6,15,66,52,118,85,77,164,11.9,13.5,12.6,33.8,29.4,31.7,29.8,25.4,27.7,4,0,3,0,3,0,10,23,33,17,17,31,28,10,44,3,5,4,5,6,9,38,20,62,145,139,282,29,16,47,107,108,215,60,45,102
SAL51050,114,122,236,64,45,105,12,34,49,4,7,16,3,0,3,89,89,171,20,26,48,3.5,2.3,2.9,73.9,71.1,72.5,71.3,69.4,70.3,0,0,0,0,0,0,9,21,37,3,9,15,39,15,55,0,0,3,0,0,0,39,21,64,105,114,216,36,24,61,75,69,142,60,63,117
SAL51051,90,99,192,31,14,49,8,30,43,6,6,9,4,4,9,48,49,100,31,39,71,12,5.8,8.8,54.3,53.6,54,47.8,50.5,49.2,0,4,0,0,0,0,8,12,19,3,12,16,20,12,37,5,3,9,0,6,7,26,19,46,82,95,174,17,11,30,57,63,116,40,39,84
SAL51052,38,42,82,11,4,23,5,14,20,3,9,13,0,0,4,26,28,58,8,9,18,3.7,7.1,5.5,67.5,66.7,67.1,65,61.9,63.4,0,3,3,0,0,4,8,6,9,3,7,7,15,7,18,0,0,0,0,3,4,19,6,21,44,44,85,4,4,7,36,34,66,10,6,19
SAL51053,18,24,37,7,3,12,3,6,6,0,0,0,3,0,3,11,15,31,4,6,10,15.4,6.7,10.7,68.4,68.2,68.3,57.9,63.6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,12,10,22,24,49,0,5,3,20,24,43,7,10,11
SAL51054,17,13,33,3,0,3,0,0,0,0,0,0,0,4,5,11,4,8,5,3,13,25,66.7,36.4,42.1,23.1,34.4,31.6,7.7,21.9,0,0,0,0,0,0,6,0,3,0,0,0,6,3,4,0,0,0,0,0,0,3,3,4,11,5,15,13,6,17,5,0,4,13,8,24
SAL51055,1192,1389,2582,513,290,802,145,349,493,53,48,99,31,26,60,743,718,1464,417,627,1046,4.4,3.9,4.2,62.1,51.8,56.6,59.4,49.7,54.2,46,44,92,25,44,66,139,239,377,119,164,288,337,173,509,16,25,37,24,40,68,370,241,614,1194,1376,2569,189,200,385,887,1005,1891,429,509,943
SAL51056,477,458,933,230,95,320,57,130,187,24,19,42,18,17,34,331,260,586,123,175,300,5.2,5.8,5.5,68.8,56.4,62.7,65.3,53.2,59.3,3,4,11,0,6,9,25,51,70,17,43,59,168,84,245,7,8,22,9,13,24,182,106,291,487,478,960,72,67,138,355,330,690,172,187,362
SAL51057,3,12,18,0,8,4,0,0,0,0,0,0,0,0,0,0,10,4,0,0,3,0,0,0,50,42.9,43.8,50,42.9,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,3,3,0,5,3,0,0,0
SAL51058,22,19,44,11,5,15,0,11,5,3,0,7,0,0,0,16,11,26,7,7,17,0,0,0,60.9,61.9,61.4,60.9,61.9,61.4,0,0,0,0,0,0,0,0,0,0,3,8,9,6,13,0,0,0,0,0,0,12,6,14,25,19,44,0,0,0,19,21,38,5,4,6
SAL51059,71,42,114,34,9,44,12,15,22,5,5,9,0,0,0,52,31,84,8,12,18,0,3.3,1.2,78.3,66.7,73.7,78.3,64.4,72.8,0,0,0,0,0,0,0,8,4,0,5,6,20,4,23,0,0,0,0,0,4,21,8,28,58,37,94,12,13,27,31,21,49,28,27,59
SAL51060,88,75,169,28,15,46,7,25,27,5,0,5,6,0,6,48,36,83,33,38,67,8.5,0,4.8,52.8,46.8,50,48.3,46.8,47.6,4,5,9,0,5,5,8,13,19,3,0,6,38,6,42,0,0,0,3,0,3,42,9,48,91,67,158,10,12,18,57,47,107,41,24,66
SAL51061,19,14,24,12,6,13,4,6,10,0,0,0,0,0,0,15,8,20,0,0,3,0,0,0,83.3,90,85.7,83.3,90,85.7,0,0,0,0,0,0,0,3,3,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,17,15,38,0,0,0,18,12,29,6,0,6
SAL51062,37,35,76,18,7,28,5,10,9,0,0,0,0,0,0,20,13,38,13,11,25,4.5,0,2.6,55,53.1,54.2,52.5,53.1,52.8,0,0,0,0,0,0,3,5,10,0,3,5,10,5,16,0,3,3,0,0,0,14,6,24,41,32,76,6,0,7,35,24,63,8,7,12
SAL51063,31,38,71,14,12,29,0,3,6,0,0,4,0,0,0,17,19,41,12,18,33,0,5.3,2.7,56.3,46.3,50.7,56.3,43.9,49.3,5,0,5,3,6,12,3,15,15,4,7,10,5,5,11,0,0,0,0,3,3,6,7,13,22,35,55,9,8,15,22,26,46,10,15,23
SAL51064,1675,2121,3797,371,230,602,224,374,598,51,65,118,48,66,114,702,730,1430,563,850,1414,7.3,8.8,8,41.8,34.4,37.6,38.7,31.4,34.6,117,93,214,34,49,82,302,331,633,139,151,287,181,116,294,26,30,58,18,40,58,221,181,405,1126,1299,2424,269,358,627,750,863,1615,595,751,1349
SAL51065,15,9,20,5,4,10,4,3,9,3,0,4,0,0,0,11,9,20,0,0,0,0,10,4.8,91.7,100,95.5,91.7,90,90.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,3,3,6,18,11,22,0,0,0,14,9,18,4,0,9
SAL51066,5,9,14,4,3,4,0,0,3,0,0,4,0,0,0,3,9,12,0,0,0,0,0,0,83.3,100,90.9,83.3,100,90.9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,5,8,0,0,4,0,0,3,5,5,10
SAL51067,144,149,295,52,52,110,22,25,45,9,5,14,0,4,6,86,85,172,47,56,103,2.4,5.7,4.1,59.2,57.9,58.5,57.7,54.6,56.1,0,6,5,0,7,6,11,22,31,8,18,30,42,15,60,0,9,6,0,3,3,42,23,69,116,110,229,31,45,74,79,70,152,57,82,141
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,50,100,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,751,923,1676,364,220,586,92,241,337,20,29,56,16,22,39,504,513,1016,233,380,611,3.4,4.3,3.8,66.5,55.7,60.6,64.2,53.4,58.2,39,49,93,23,37,59,158,215,372,60,89,149,159,97,255,10,10,20,15,20,31,182,123,307,786,918,1702,129,148,278,457,519,973,397,494,894
SAL51070,212,207,421,87,38,126,22,63,88,9,3,6,0,0,0,122,109,232,46,67,116,1.7,0,0.9,57.1,52.4,54.8,56.1,52.4,54.3,5,0,6,0,5,7,11,24,30,10,22,38,55,22,77,0,3,5,3,4,9,54,32,91,160,173,335,31,34,69,130,136,270,58,64,121
SAL51071,52,45,96,22,13,34,12,9,17,0,0,5,3,0,3,33,31,61,17,16,29,8.6,3.7,6.5,66,61.4,63.9,60.4,59.1,59.8,0,0,0,0,0,0,0,8,8,0,3,5,21,9,28,0,0,0,0,0,0,22,11,30,55,46,101,3,3,7,36,29,67,20,17,41
SAL51072,9,6,10,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,50,20,36.4,50,20,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,8,8,9,0,0,0
SAL51073,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL51074,12,12,27,12,4,15,0,5,5,0,0,0,0,0,0,12,12,27,0,0,0,0,10,4.2,100,100,100,100,90,95.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,3,7,21,14,36,0,0,0,11,4,20,10,7,13
SAL51075,20,15,30,14,0,14,0,0,5,0,0,3,0,0,0,16,4,23,0,5,5,0,0,0,87.5,50,70,87.5,50,70,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,9,0,6,13,14,26,0,0,0,14,12,29,0,4,7
SAL51076,137,133,273,74,32,109,10,32,39,4,4,7,3,0,7,93,72,160,32,47,79,5.4,1.4,3.7,66.2,51.9,59.2,62.6,51.1,57,3,4,11,0,3,3,4,11,12,6,10,17,37,18,58,0,3,3,0,0,3,37,28,64,149,122,268,14,26,37,103,80,177,51,53,103
SAL51077,14,11,25,6,3,5,0,3,3,0,0,0,0,0,0,3,5,15,0,6,3,0,0,0,63.6,61.5,62.5,63.6,61.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,3,10,10,21,0,5,3,10,8,20,0,3,3
SAL51078,20,13,31,5,4,8,3,5,7,0,0,7,0,0,0,3,5,11,9,6,15,14.3,0,6.7,36.8,61.5,46.9,31.6,61.5,43.8,0,0,0,0,0,0,0,4,4,0,0,0,9,0,7,0,0,0,0,4,4,4,3,12,15,12,25,3,0,8,9,10,21,3,3,10
SAL51079,28,18,49,3,0,3,0,4,0,3,4,13,0,0,0,10,5,15,20,10,30,0,0,0,37.9,42.1,39.6,37.9,42.1,39.6,0,0,0,0,0,0,0,4,0,0,0,0,13,0,11,0,0,0,0,0,0,13,5,15,28,13,42,4,0,4,25,10,34,7,7,14
SAL51080,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,100,0,33.3,100,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
SAL51081,32,31,61,15,3,20,3,12,13,0,0,4,0,0,0,18,15,32,5,5,10,5.3,0,2.9,59.4,55.2,57.4,56.3,55.2,55.7,0,3,3,0,0,0,0,4,0,0,5,5,8,0,8,0,0,0,0,0,0,8,4,12,29,22,54,3,3,6,26,22,45,3,11,12
SAL51082,7,12,22,8,0,13,0,0,0,3,0,4,0,0,0,6,8,20,0,0,4,0,0,0,81.8,66.7,73.9,81.8,66.7,73.9,0,0,0,0,0,0,0,5,7,0,3,3,0,0,4,0,0,0,0,0,0,0,0,4,7,12,19,4,0,0,8,8,14,5,3,4
SAL51083,414,419,833,122,67,192,58,100,160,15,13,28,10,6,16,206,189,393,172,192,363,4.9,4.3,4.6,49.3,44.8,47,46.9,42.9,44.9,9,10,21,3,14,19,37,44,81,29,53,83,112,49,158,3,9,14,5,12,17,122,61,183,364,351,716,60,62,123,264,259,518,154,140,295
SAL51084,35,41,74,17,11,28,0,7,5,0,0,0,0,0,5,22,17,36,9,16,21,9.5,5.9,7.9,56.8,42.5,49.4,51.4,40,45.5,0,0,0,0,0,0,0,3,4,0,4,4,10,8,15,0,0,0,0,0,4,11,8,22,36,28,60,6,4,3,28,22,49,6,7,14
SAL51085,126,121,244,28,18,53,3,10,16,21,19,34,0,0,5,52,51,100,59,56,110,1.9,2,1.9,43.5,41.7,42.6,42.7,40.8,41.8,0,8,8,4,7,6,24,23,48,14,16,27,28,11,37,0,4,0,6,3,3,28,15,46,102,102,202,11,18,31,84,83,167,27,35,57
SAL51086,100,91,198,43,26,68,19,35,60,5,0,8,0,0,0,74,64,140,26,28,52,1.4,1.6,1.5,73.3,67.7,70.6,72.3,66.7,69.6,0,0,3,0,0,0,9,19,17,5,11,22,20,13,31,0,4,4,5,3,11,25,14,44,120,98,222,16,12,23,90,71,163,31,32,63
SAL51087,3,6,11,3,0,4,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,0,0,66.7,66.7,66.7,66.7,66.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,10,0,0,0,4,3,7,0,0,0
