SAL_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
SAL50478,14,9,21,7,0,4,0,0,0,0,0,0,0,0,0,7,9,12,4,0,4,0,0,0,45.5,55.6,50,45.5,55.6,50,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,3,6,4,7,9,16,0,0,0,6,0,9,3,4,5
SAL50479,3,4,10,3,0,5,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,100,80,88.9,100,80,88.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,3,3,12,0,0,0
SAL50480,56,55,107,33,14,44,3,18,21,0,0,0,4,3,8,37,32,73,7,17,24,5.3,17.1,11,73.1,63.6,68.2,69.2,52.7,60.7,0,0,0,0,0,0,0,6,8,4,3,7,9,6,11,0,0,0,0,5,5,9,6,18,46,52,101,17,3,20,35,38,75,21,20,40
SAL50481,152,139,284,45,22,66,31,45,77,7,9,21,0,0,4,87,81,166,52,55,104,1.1,1.3,1.2,59.1,58,58.5,58.4,57.2,57.8,7,0,3,4,3,8,4,18,27,14,23,30,55,16,73,0,3,3,6,9,7,64,29,91,150,136,290,13,15,26,130,113,238,35,32,66
SAL50482,8165,9366,17522,4361,2688,7047,1060,2614,3681,314,338,656,381,370,750,6117,6008,12133,1702,2945,4647,6.2,6.1,6.2,75,64.2,69.2,70.3,60.3,65,199,211,413,70,152,226,629,1116,1742,681,1062,1736,2315,1615,3929,158,251,409,107,237,342,2579,2099,4681,9462,10134,19598,1420,1641,3057,6278,6611,12891,3724,4387,8111
SAL50483,29,22,48,13,6,13,3,6,5,0,0,3,0,4,6,16,9,25,6,12,18,6.7,18.2,11.5,55.6,52.4,54.2,51.9,42.9,47.9,0,0,0,0,0,0,5,5,7,0,0,0,5,4,7,0,0,0,0,0,0,5,4,7,26,14,41,8,3,11,12,11,25,15,7,22
SAL50484,1450,1496,2947,680,437,1121,190,358,549,52,62,116,69,60,133,993,920,1912,393,515,901,6.9,6.7,6.8,68.4,61.5,64.9,63.7,57.4,60.5,63,91,152,20,45,66,240,298,542,120,148,273,326,157,483,22,26,47,14,38,46,364,218,581,1418,1436,2854,246,243,487,845,853,1693,718,738,1456
SAL50485,16,9,28,17,0,15,0,6,8,0,0,0,0,0,0,17,12,22,0,0,0,0,0,0,88.9,81.8,86.2,88.9,81.8,86.2,0,0,0,0,0,0,4,5,8,0,0,0,11,0,12,0,0,0,0,0,0,11,0,10,13,7,23,3,3,3,10,5,16,5,6,11
SAL50486,155,194,352,34,27,61,16,25,36,9,13,21,0,0,3,54,65,118,76,113,188,3.6,3,3.3,35,33.8,34.4,33.8,32.8,33.2,5,0,6,0,5,5,6,28,31,14,25,41,39,18,55,0,4,4,0,8,4,40,23,68,118,158,278,21,27,48,74,96,171,54,78,132
SAL50487,78,67,146,41,16,56,5,16,20,0,0,0,7,3,13,52,40,86,24,25,44,9.8,13.2,11.2,65.4,55.9,61,59,48.5,54.1,0,4,5,3,0,6,6,9,10,5,6,10,21,11,34,3,0,4,0,0,0,26,10,35,65,53,126,10,10,20,52,39,85,22,28,56
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,4,0,6,4,0,6,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,4,0,6,0,0,0
SAL50490,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,66.7,0,50,66.7,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,3,0,0,0
SAL50491,1980,2509,4489,532,349,881,176,451,625,77,63,146,50,58,109,840,921,1762,1092,1519,2610,6.1,6.1,6.1,42.3,36.8,39.3,39.8,34.6,36.9,21,34,54,19,37,54,144,238,381,158,259,413,596,335,935,26,34,60,27,70,95,658,439,1092,1878,2271,4143,323,412,730,1231,1446,2673,879,1145,2018
SAL50492,1077,1079,2157,459,238,695,86,207,293,35,34,70,11,12,28,590,493,1087,323,455,777,2,3.2,2.6,54.9,46,50.4,53.8,44.5,49.1,22,20,45,7,24,37,75,131,207,49,102,148,277,115,393,13,21,32,17,14,31,301,153,453,834,885,1724,181,177,356,532,532,1066,447,492,937
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,23,23,48,19,7,25,0,0,0,0,0,0,0,0,0,19,11,24,8,10,17,0,0,0,60,45.5,53.2,60,45.5,53.2,4,0,4,0,0,0,0,3,6,3,0,5,8,0,7,0,0,0,0,0,0,8,6,12,19,17,36,4,3,12,10,10,18,16,15,29
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,11,3,18,9,0,10,0,0,5,0,0,0,0,0,0,9,5,13,0,0,0,10,0,7.1,90.9,80,87.5,81.8,80,81.3,0,0,0,0,0,0,0,0,3,0,0,0,9,0,9,0,0,0,0,0,0,9,0,9,12,3,12,0,0,0,12,3,12,0,0,0
SAL50497,2166,2132,4299,782,517,1298,200,464,664,286,247,532,40,25,54,1310,1239,2546,727,767,1500,2.8,1.7,2.2,60.4,58.2,59.3,58.7,57.3,58,57,80,138,24,68,93,232,405,637,197,220,408,730,266,994,17,45,65,37,47,86,785,357,1142,1910,1816,3729,427,473,902,1327,1249,2581,919,952,1871
SAL50498,190,183,374,25,19,47,7,11,16,42,34,72,4,3,6,68,70,139,112,108,220,2.8,3,2.9,37.9,36.2,37.1,36.8,35.1,36,4,6,12,3,4,11,20,40,58,18,33,47,75,30,97,0,4,4,4,7,7,75,38,108,173,151,325,35,39,72,126,115,239,71,75,146
SAL50499,20,23,44,12,3,14,4,3,9,3,3,5,0,0,4,14,14,28,0,8,9,6.3,8.3,7.1,76.2,52.2,63.6,71.4,47.8,59.1,0,0,0,0,0,0,0,0,0,0,3,3,11,3,13,0,0,0,0,0,0,11,3,13,16,20,31,4,7,6,12,8,24,7,9,16
SAL50500,2105,2305,4413,714,434,1146,242,565,809,83,64,144,96,87,184,1132,1146,2278,897,1083,1983,8.5,7.4,7.9,53.8,49.7,51.7,49.2,46.1,47.6,35,31,68,26,62,93,158,286,443,183,251,439,684,340,1023,38,52,91,31,71,102,752,470,1221,2037,2152,4194,359,411,769,1366,1403,2769,920,1063,1992
SAL50501,90,90,179,36,20,57,12,29,43,8,8,12,0,0,0,61,56,114,24,33,56,0,1.9,0.9,66.3,60,63.1,66.3,58.9,62.6,0,3,6,0,4,5,16,21,33,4,14,14,25,8,37,0,0,4,0,0,0,25,14,40,84,95,176,12,5,23,72,75,145,22,22,42
SAL50502,1715,1881,3600,735,460,1195,237,495,737,47,71,116,69,47,121,1090,1071,2164,543,685,1225,6.4,4.7,5.5,63.4,57.2,60.2,59.3,54.6,56.8,82,85,163,35,64,92,268,378,643,147,201,346,437,237,673,34,35,68,19,43,64,490,312,799,1787,1893,3674,209,243,449,1233,1326,2558,630,687,1319
SAL50503,12,11,19,7,0,7,0,0,0,0,0,0,0,0,3,6,0,8,8,3,11,14.3,33.3,20,50,37.5,45.5,42.9,25,36.4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,5,5,9,11,8,21,3,4,0,4,6,14,4,4,11
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,11,10,16,0,0,0,3,0,5,0,0,0,0,0,0,5,0,4,4,0,5,0,0,0,44.4,16.7,33.3,44.4,16.7,33.3,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,4,3,13,0,0,0
SAL50508,627,666,1288,183,185,370,42,61,106,20,29,47,18,19,27,265,291,559,250,259,508,5.7,5.4,5.6,42.2,44.1,43.2,39.8,41.7,40.8,16,38,54,8,19,29,46,95,140,30,31,63,86,49,134,9,19,25,8,6,21,99,76,179,483,520,1006,132,139,265,340,324,667,243,292,534
SAL50509,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50510,3164,3371,6534,1623,842,2468,518,1174,1689,76,100,173,85,83,170,2309,2198,4507,811,1126,1940,3.8,3.9,3.8,73,65.2,69,70.2,62.6,66.3,545,413,957,115,218,333,1080,1197,2277,246,330,576,266,123,397,11,25,38,25,68,96,309,226,530,3530,3650,7179,511,550,1062,2462,2550,5011,1399,1486,2881
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,33.3,50,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,104,116,218,39,29,60,27,39,69,7,3,6,4,5,6,71,73,148,30,32,65,2.8,5.5,4.1,69.2,64.6,66.8,67.3,61.1,64.1,0,3,3,4,4,8,16,29,52,11,13,24,26,18,45,4,0,3,0,0,0,34,17,50,98,95,195,14,24,39,63,65,128,40,53,97
SAL50513,110,27,138,16,6,26,7,12,15,0,0,3,0,0,3,26,17,48,83,6,88,3.7,5.3,4.3,25,70.4,34.1,24.1,66.7,32.6,0,0,0,0,0,0,5,4,9,0,0,3,15,8,25,0,3,4,0,0,0,16,12,28,34,25,66,9,4,10,22,14,39,15,16,32
SAL50514,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL50515,16,12,30,10,0,9,0,6,3,0,0,0,0,0,0,14,6,19,6,6,15,0,12.5,5,66.7,57.1,62.5,66.7,50,59.4,0,0,0,0,0,0,0,0,0,3,0,5,3,0,4,0,0,0,0,0,0,4,0,7,16,14,33,0,0,0,12,7,16,8,5,12
SAL50516,219,23,240,178,16,194,13,0,13,17,0,24,0,0,0,208,23,232,0,0,0,0,0,0,97.2,100,97.5,97.2,100,97.5,4,0,4,4,0,4,26,3,32,23,0,25,95,4,102,4,0,4,3,0,3,103,4,106,173,12,190,38,3,44,94,9,108,114,6,124
SAL50517,394,404,799,188,101,289,50,120,169,11,10,24,18,8,28,268,234,506,101,150,245,6.3,3.4,4.9,68.7,58,63.3,64.4,56,60.2,9,5,16,8,8,11,38,54,92,22,43,61,130,60,189,4,7,13,0,9,10,139,79,214,436,419,850,34,47,79,303,292,603,133,142,275
SAL50518,5086,5376,10466,2550,1415,3962,581,1348,1929,188,193,381,204,174,379,3528,3125,6649,1317,1991,3304,5.8,5.5,5.7,69.3,58.1,63.6,65.3,54.9,59.9,115,107,221,35,95,131,403,663,1065,370,546,917,1582,872,2456,91,131,220,74,128,206,1749,1131,2882,5231,5387,10616,743,792,1531,3580,3660,7237,2024,2173,4192
SAL50519,605,159,759,446,96,540,52,19,74,51,15,73,7,0,9,560,132,690,34,24,59,1.4,0.8,1.3,93,82.3,90.8,91.7,81.6,89.6,21,0,25,3,3,8,44,17,64,52,8,63,292,34,321,10,5,15,5,5,6,300,37,342,481,107,587,117,48,162,321,51,371,263,100,366
SAL50520,176,122,299,105,32,143,13,36,52,7,9,14,3,0,3,129,75,209,27,32,57,2.3,0,1.4,75.9,62.3,70.3,74.1,62.3,69.3,0,0,5,0,5,9,8,16,27,14,15,30,29,29,60,3,5,4,3,8,8,43,32,72,163,101,266,18,25,49,106,62,177,69,60,122
SAL50521,234,72,303,130,35,166,13,0,11,10,0,10,0,0,0,148,42,190,15,11,25,0,2.4,0.5,64.2,59.2,63,64.2,57.7,62.7,8,6,13,3,4,8,30,20,51,12,6,21,56,10,63,3,0,3,0,4,3,61,8,68,144,45,185,20,5,28,95,22,124,69,22,94
SAL50522,4308,4290,8603,1803,1207,3011,624,1184,1812,139,134,279,168,117,281,2735,2646,5376,996,1257,2252,6,4.4,5.2,63.5,61.6,62.5,59.6,58.9,59.3,459,521,985,117,204,327,902,1187,2084,393,388,781,618,284,901,42,51,95,56,65,115,715,405,1117,3253,3338,6591,903,982,1885,1818,1872,3688,2188,2309,4500
SAL50523,476,448,921,95,54,147,49,85,138,14,16,29,14,24,37,181,172,351,242,228,473,9.4,12.7,11,37.9,38.8,38.4,34.4,33.9,34.1,0,4,6,0,8,4,11,27,35,15,25,45,136,57,191,3,7,10,5,15,22,145,78,222,413,373,790,56,75,131,310,264,575,149,159,307
SAL50524,4,4,10,4,0,4,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,100,66.7,85.7,100,66.7,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,5,3,0,6
SAL50525,296,286,584,81,45,130,31,67,102,30,14,42,7,8,13,152,130,286,140,144,284,5.2,4.5,4.9,51.2,46.5,48.9,48.5,44.4,46.5,0,6,8,0,3,3,9,21,34,10,29,39,107,43,154,0,7,14,0,8,11,115,60,174,298,268,566,46,57,98,248,213,460,82,97,179
SAL50526,19,16,36,12,8,12,0,6,8,0,0,0,0,0,0,15,5,20,7,6,12,0,11.1,4.8,54.5,56.3,55.3,54.5,50,52.6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,20,21,41,0,0,0,19,10,32,0,6,3
SAL50527,46,28,72,40,7,48,3,8,12,0,0,0,0,0,0,43,17,61,4,8,11,2.6,0,1.7,86.7,72.4,81.1,84.4,72.4,79.7,0,0,0,0,0,0,3,3,9,0,4,6,7,8,14,0,0,0,0,0,0,9,10,14,47,35,84,3,0,7,27,21,47,16,13,34
SAL50528,866,77,939,259,29,291,24,0,24,34,0,31,8,0,8,314,33,347,8,4,11,1.6,0,1.4,36.8,40.8,37.1,36.2,40.8,36.6,11,0,12,0,0,0,35,12,45,37,3,38,166,3,168,4,0,6,3,0,7,173,9,184,274,23,296,57,15,66,181,14,200,144,18,161
SAL50529,877,226,1111,389,89,479,14,13,24,7,3,14,0,0,0,411,106,514,0,0,0,0,0,0,46.6,45.7,46.4,46.6,45.7,46.4,14,5,19,3,0,3,46,8,56,45,13,60,159,28,188,15,4,18,0,0,0,178,35,210,250,36,285,168,68,240,58,8,69,352,98,449
SAL50530,58,48,104,3,12,15,3,6,11,6,9,11,0,0,0,22,25,43,31,20,50,0,9.1,5,31,45.8,37.7,31,41.7,35.8,4,3,10,0,0,5,6,9,16,0,4,3,14,6,17,0,3,3,0,0,4,13,9,20,48,43,97,4,8,12,31,30,57,23,14,39
SAL50531,33,28,67,9,6,19,5,3,11,0,0,0,0,0,0,18,15,28,17,16,32,16.7,0,10.3,50,36.7,43.9,41.7,36.7,39.4,0,0,0,0,0,0,8,7,7,0,0,0,11,0,12,0,0,0,0,0,0,11,3,11,40,35,70,10,3,11,21,19,40,22,13,39
SAL50532,9,7,19,9,0,8,4,8,7,0,0,0,0,0,0,9,8,16,5,0,3,0,0,0,80,75,77.8,80,75,77.8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3,3,7,11,8,14,0,0,3,4,0,7,7,3,9
SAL50533,835,881,1718,424,217,637,110,296,406,33,20,55,23,21,45,589,555,1142,228,304,530,3.6,4,3.8,70.2,63,66.5,67.7,60.5,64,32,23,54,14,32,49,96,167,258,72,97,168,295,140,431,11,16,30,15,27,44,320,185,501,898,898,1791,132,155,284,654,670,1328,333,340,673
SAL50534,1383,1555,2936,502,308,814,191,421,610,52,47,99,42,39,83,788,816,1606,516,651,1163,5.2,5,5.1,57,52.4,54.6,54.1,49.7,51.8,26,32,61,19,45,63,118,206,329,116,186,302,394,222,619,29,39,65,13,44,58,439,302,742,1303,1383,2685,268,304,568,820,882,1703,691,752,1443
SAL50535,22,30,56,15,9,22,0,8,10,0,3,5,0,0,0,12,18,33,8,12,17,0,0,0,64,53.1,57.9,64,53.1,57.9,0,0,0,0,0,0,0,6,4,0,3,3,9,0,11,0,0,0,0,0,0,9,4,12,26,32,62,0,3,5,24,24,48,6,9,15
SAL50536,1541,1703,3242,510,353,863,180,317,490,39,52,92,65,50,112,791,771,1559,484,703,1189,8.7,6.1,7.4,51.5,45.2,48.2,47,42.5,44.6,53,37,86,15,43,58,111,216,329,97,148,247,327,193,519,32,40,65,19,24,45,373,255,627,1193,1332,2520,276,328,602,770,838,1612,612,707,1325
SAL50537,4,7,13,3,0,4,0,0,3,0,0,0,0,0,0,4,3,5,0,0,8,0,0,0,66.7,60,63.6,66.7,60,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,15,0,0,0,6,7,15,0,0,0
SAL50538,57,55,115,11,3,19,3,4,8,13,14,30,0,0,3,36,25,57,19,18,38,6.3,4,5.3,55.2,43.9,49.6,51.7,42.1,47,6,0,9,0,0,0,9,12,20,5,4,3,6,5,9,4,0,0,0,7,8,15,7,20,54,48,104,4,12,22,42,45,92,13,17,23
SAL50539,174,172,344,71,38,107,8,33,51,11,5,19,0,3,10,90,88,181,58,61,123,2.2,4.5,3.3,53.8,51.8,52.8,52.6,49.4,51,0,0,0,0,6,6,5,17,15,10,10,22,33,28,64,3,6,6,0,4,4,35,36,73,166,159,329,25,21,45,121,110,235,64,62,125
SAL50540,121,116,230,28,16,40,18,9,23,0,0,0,7,8,12,50,27,76,71,81,150,12.2,17.2,14.1,40.8,25.4,33.3,35.8,21.1,28.6,0,0,0,0,0,3,11,11,13,3,4,8,14,0,18,0,0,0,0,0,3,19,3,19,119,116,237,20,26,47,108,108,216,27,25,55
SAL50541,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,33.3,50,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50542,1072,1167,2247,535,299,831,153,344,496,51,42,88,26,23,44,750,711,1463,270,401,674,3.2,3.2,3.2,70,60.8,65.2,67.8,58.9,63.1,24,58,83,16,33,53,116,185,298,98,136,241,364,139,501,7,33,39,22,29,50,393,199,589,1105,1172,2276,117,144,257,860,886,1746,320,383,703
SAL50543,38,34,71,14,11,26,6,6,14,0,0,4,0,0,0,27,23,46,3,9,17,4.2,4.8,4.4,68.6,60,64.3,65.7,57.1,61.4,0,0,0,0,3,3,5,5,5,3,3,0,9,4,13,0,0,0,0,0,0,9,4,13,37,33,70,7,9,8,26,22,50,14,12,27
SAL50544,8,8,15,0,0,10,0,9,7,0,0,0,0,0,0,4,7,14,4,0,3,0,0,0,75,77.8,76.5,75,77.8,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,21,0,0,0,9,9,21,0,0,0
SAL50545,18,20,36,13,12,19,0,0,3,4,0,4,0,0,0,14,16,27,0,0,0,0,0,0,89.5,73.7,81.6,89.5,73.7,81.6,0,0,0,0,0,0,0,5,5,0,3,6,4,3,6,0,0,0,0,0,0,4,3,6,25,21,40,0,0,0,17,12,32,5,4,7
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,306,340,645,141,77,218,34,96,134,14,19,26,0,6,6,191,195,385,100,128,226,1.1,2.1,1.6,62.3,57.2,59.6,61.6,56,58.7,0,5,3,0,13,15,24,53,77,23,29,51,83,44,124,6,8,10,6,14,13,91,61,150,317,334,653,72,68,141,217,234,454,142,143,289
SAL50549,12,12,24,10,7,15,0,3,0,0,0,0,0,0,0,11,4,18,0,3,3,0,0,0,92.3,66.7,81.8,92.3,66.7,81.8,0,0,0,0,0,0,0,5,6,0,0,4,4,0,8,5,0,5,0,0,0,7,0,8,10,7,23,3,0,6,6,4,14,5,5,12
SAL50550,3501,3550,7052,1343,738,2078,509,820,1330,101,110,206,213,189,405,2173,1850,4021,1103,1511,2612,9.9,10.2,10,62.1,52,57,55.9,46.7,51.3,69,90,153,13,55,65,273,362,635,206,305,511,771,445,1219,71,98,171,42,89,130,895,626,1520,3595,3620,7215,507,485,992,2405,2411,4813,1455,1440,2894
SAL50551,420,424,844,181,94,282,61,143,199,12,14,23,16,14,23,272,267,536,130,139,265,5.2,4.5,4.9,64.4,62.4,63.4,61,59.5,60.3,5,7,11,4,13,16,18,42,65,29,49,74,144,76,216,6,14,22,0,7,7,148,103,250,437,427,864,71,56,130,305,292,588,182,181,361
SAL50552,1003,1129,2137,463,272,733,158,379,534,44,39,86,33,31,62,702,713,1416,287,380,669,4.4,4.3,4.4,69.6,63.5,66.4,66.5,60.7,63.4,65,71,141,41,54,98,144,240,386,101,162,262,276,123,401,11,17,30,20,22,42,306,165,474,1118,1188,2304,105,124,227,875,953,1830,287,305,592
SAL50553,1113,1224,2342,554,320,872,152,343,489,50,58,106,38,47,89,794,763,1555,275,412,689,4.9,6,5.5,70.9,62,66.2,67.4,58.3,62.6,10,19,28,8,12,21,86,139,220,77,99,178,330,241,568,14,49,60,18,36,50,358,320,684,1159,1233,2390,240,258,499,761,794,1559,544,616,1154
SAL50554,21,18,38,9,5,7,0,6,4,0,4,4,0,0,0,8,14,18,5,4,11,12.5,0,5.6,42.1,52.6,47.4,36.8,52.6,44.7,0,0,0,3,0,5,0,5,5,0,0,0,4,5,8,0,0,0,0,0,0,8,6,14,14,17,32,0,5,5,15,12,29,5,6,7
SAL50555,8,10,20,4,0,11,0,4,3,0,0,0,0,0,0,8,11,14,0,7,7,0,0,0,100,70,84.2,100,70,84.2,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,5,0,0,0,4,3,6,10,14,19,0,0,3,7,7,16,3,4,6
SAL50556,1080,1172,2249,474,354,826,275,390,665,26,24,49,39,28,66,812,790,1604,211,326,534,4.4,3.4,3.9,75.2,67.7,71.3,71.9,65.4,68.5,183,162,344,19,38,56,274,300,574,109,149,256,122,76,198,13,14,28,11,33,46,143,122,263,1001,1017,2009,206,246,444,395,415,810,752,794,1549
SAL50557,345,373,716,187,116,300,48,127,177,8,9,15,10,8,12,247,255,509,82,108,188,3.2,1.5,2.4,72.5,69.1,70.7,70.2,68,69,4,10,13,4,11,16,25,59,73,19,48,68,114,60,174,7,12,18,7,8,12,130,74,202,364,379,746,69,79,153,203,228,433,196,214,408
SAL50558,44,45,86,25,11,38,3,20,24,5,0,3,0,0,0,32,31,69,11,9,16,0,0,0,75,74.4,74.7,75,74.4,74.7,0,0,0,0,0,0,4,10,10,0,6,8,9,5,21,0,4,4,0,0,3,17,11,25,45,43,85,15,3,20,32,30,59,24,15,36
SAL50559,38,39,75,14,9,26,8,12,21,6,0,6,0,5,3,25,31,58,9,11,17,3.7,10.7,7.3,71.1,73.7,72.4,68.4,65.8,67.1,0,0,0,0,0,0,0,4,9,4,5,14,11,3,12,0,4,4,4,0,6,11,8,23,46,39,87,3,5,10,35,33,65,11,9,25
