SAL_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL51280,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,11,16,10,5,0,0,3,43,6,9,6,9,14,4,4,0,55,36,54,39,49,40,27,17,0,266,15,8,7,5,0,3,5,0,42,0,0,4,5,6,0,0,0,20,55,67,51,59,46,31,16,0,331,0,0,0,0,3,0,0,0,6,48,75,52,35,50,17,12,0,294,108,161,123,111,122,68,37,3,732
SAL51281,4,0,5,6,0,0,15,0,0,0,0,0,0,0,0,3,3,13,11,10,9,8,5,0,58,0,8,4,13,16,3,0,0,40,11,32,19,27,24,8,0,0,120,5,3,0,3,0,0,0,0,10,0,0,0,0,7,0,0,0,11,17,30,21,33,26,7,0,0,141,0,3,0,4,0,0,0,0,9,10,14,19,20,18,6,0,0,92,28,73,64,77,75,31,3,0,358
SAL51282,0,6,0,0,0,0,17,0,4,6,0,0,3,0,0,18,8,17,17,14,10,5,10,0,77,3,22,27,24,18,12,16,10,137,36,120,83,62,70,55,41,25,482,22,6,9,7,3,4,0,0,38,0,8,8,3,0,3,16,3,48,59,138,92,68,74,63,53,24,572,0,4,0,0,0,0,0,0,8,14,21,21,17,14,24,34,6,145,90,210,157,137,114,111,122,41,974
SAL51283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,15,0,11,10,3,0,0,0,0,27
SAL51284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,11
SAL51285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,6,0,0,0,3,0,3,0,4,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,3,5,0,0,26
SAL51286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,8,9,0,0,0,22,3,4,3,8,19,0,0,0,37
SAL51287,65,20,21,6,0,0,163,0,12,21,15,7,3,4,0,61,23,191,167,81,48,41,16,3,569,26,79,97,90,57,23,3,3,378,55,144,130,107,104,65,29,17,650,25,6,5,4,10,5,0,0,64,5,9,12,12,10,8,0,0,54,82,158,151,128,117,74,34,17,770,3,7,10,8,9,3,8,10,50,59,78,74,62,57,34,37,32,431,201,563,578,407,313,182,102,65,2419
SAL51288,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,14,0,0,0,0,7,8,6,0,13,0,0,4,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,9,0,12,8,6,20,15,6,0,73
SAL51289,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,4,7,6,0,0,0,0,8,0,4,0,3,6,5,0,0,16,0,8,5,8,8,6,0,0,30,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,5,10,8,6,0,0,34,0,0,0,0,0,0,0,0,0,4,4,7,7,4,0,0,3,25,4,17,14,23,21,13,8,3,92
SAL51290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,3,0,12,6,3,5,9,0,0,8,0,29
SAL51291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SAL51292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,6,6,0,0,16
SAL51293,0,0,4,4,0,0,7,0,0,0,3,0,0,0,0,3,0,3,4,12,6,4,0,0,31,0,0,0,11,7,9,0,0,31,7,8,8,6,7,9,0,0,45,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,8,6,10,14,11,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,8,14,14,37,28,28,6,3,135
SAL51294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51296,24,11,10,3,5,0,62,0,17,15,13,12,6,5,0,63,20,88,87,48,35,18,17,0,311,27,69,67,98,55,30,27,3,368,78,138,156,144,92,58,48,7,725,31,14,8,6,9,4,0,0,74,3,8,11,18,7,5,6,5,57,115,165,176,169,101,67,59,12,858,6,5,5,9,5,3,6,0,28,44,45,39,34,21,16,39,15,246,209,406,409,370,230,143,149,30,1948
SAL51297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,3,4,0,7,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,10,8,13,4,0,0,38
SAL51298,208,152,69,27,13,0,555,3,16,39,38,18,16,5,0,140,101,197,367,291,137,97,38,9,1239,30,45,97,106,70,55,36,11,456,57,59,82,107,78,66,36,17,496,16,4,8,6,5,8,5,0,50,5,8,9,10,20,19,8,3,80,78,66,93,120,105,89,49,18,632,0,6,7,6,4,8,6,0,33,16,22,27,20,23,24,20,12,163,238,444,835,740,424,313,168,55,3220
SAL51299,223,81,36,15,12,0,674,18,74,57,33,32,17,0,0,232,178,936,492,230,132,78,24,10,2076,97,343,225,125,157,84,17,9,1058,182,408,247,203,175,101,51,8,1377,63,31,15,8,6,4,0,0,133,8,21,22,22,41,17,10,7,155,246,460,287,242,230,121,61,15,1664,10,20,12,10,16,5,4,3,78,76,176,167,112,72,58,42,13,725,635,2301,1462,835,668,381,160,52,6500
SAL51300,6,3,3,7,0,0,15,0,0,0,0,3,3,0,0,9,3,9,16,6,10,14,0,0,55,0,9,19,11,17,11,0,0,75,8,17,22,27,20,17,6,0,117,3,0,0,0,0,0,0,0,4,0,0,0,5,6,0,0,0,14,11,16,22,27,29,18,5,0,136,0,0,0,0,0,0,0,0,0,6,8,7,3,5,9,0,0,33,18,41,59,55,65,61,11,4,319
SAL51301,68,54,39,28,13,4,251,0,24,34,52,44,24,8,0,182,58,226,214,185,147,139,48,15,1036,50,134,185,244,263,184,73,21,1145,253,520,433,496,535,352,220,57,2868,82,49,13,21,35,21,7,0,232,15,18,35,33,49,52,27,5,246,356,584,485,555,622,425,260,68,3349,3,15,6,8,22,31,8,4,108,104,113,127,149,157,161,217,133,1156,576,1143,1115,1240,1297,997,619,243,7229
SAL51302,9,3,0,0,0,0,22,0,3,0,3,0,0,0,0,4,4,46,13,14,11,0,0,0,84,0,6,7,16,11,0,0,0,46,11,60,74,74,67,10,0,0,293,4,0,0,0,7,0,0,0,13,0,0,0,3,0,0,0,0,6,14,65,79,75,70,10,0,0,313,0,0,0,0,0,0,0,0,4,25,144,127,152,114,23,0,0,583,49,268,229,264,208,37,0,0,1058
SAL51303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,4,0,0,3,0,3,0,0,4,0,0,0,15,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,8,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,3,4,5,14,10,7,3,0,37
SAL51305,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,5,7,3,0,0,0,0,21,0,7,9,7,10,0,0,0,27,5,19,15,17,16,14,3,0,86,9,4,0,0,9,0,0,0,18,0,3,0,0,4,0,3,0,11,15,29,17,16,25,11,4,0,115,0,0,0,0,0,0,0,0,5,8,9,9,12,12,13,7,0,62,27,50,42,40,50,24,9,0,243
SAL51306,19,11,19,19,0,0,76,0,3,8,3,8,17,0,0,44,3,36,56,37,66,42,8,0,248,8,21,29,18,58,81,11,0,216,11,29,45,47,82,127,22,0,371,5,0,0,3,8,4,0,0,20,0,3,6,4,13,25,5,0,48,14,34,48,52,107,156,26,0,439,0,0,4,0,3,9,0,0,15,24,33,22,31,59,52,17,6,240,53,133,179,154,314,379,65,4,1279
SAL51307,0,0,5,0,0,0,10,0,0,3,7,11,0,0,0,21,3,10,14,23,14,13,0,0,75,3,6,12,23,17,8,0,0,56,17,32,43,39,29,12,0,0,184,9,0,4,0,5,0,0,0,17,0,0,3,4,3,0,0,0,10,22,35,53,45,40,15,0,0,211,0,0,0,0,0,6,0,0,10,3,3,10,4,6,10,0,0,37,32,60,100,92,87,51,9,0,425
SAL51308,53,65,35,32,12,3,215,0,27,29,32,31,22,5,0,149,32,122,171,217,142,131,51,9,864,18,59,101,127,147,103,34,0,589,112,199,278,219,226,159,61,14,1264,49,14,12,7,6,7,6,0,97,6,7,13,20,25,27,21,0,123,167,219,294,247,264,191,84,13,1481,0,5,7,11,4,13,6,0,48,28,22,36,34,29,36,19,10,218,253,457,697,729,656,527,211,32,3566
SAL51309,3,0,4,0,0,0,10,0,0,3,0,0,0,0,0,3,0,0,4,3,0,4,0,0,20,0,3,3,3,8,0,0,0,14,0,12,0,0,12,6,0,0,36,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,7,11,12,0,0,40,0,0,0,0,0,0,0,0,4,0,0,0,3,4,6,3,0,13,0,20,17,17,22,20,4,0,100
SAL51310,0,0,0,9,0,0,3,0,0,0,0,0,4,0,0,4,0,5,9,0,5,8,0,0,27,0,0,0,0,6,5,0,0,20,0,0,10,12,10,4,0,0,33,0,0,4,0,0,0,0,0,4,4,0,0,0,4,0,0,0,3,4,4,11,9,8,4,0,0,40,0,0,0,0,0,0,0,0,0,0,6,7,0,6,4,0,0,20,6,15,20,18,24,27,0,0,113
SAL51311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SAL51312,78,76,71,26,9,4,299,6,4,18,24,27,20,8,0,109,61,71,167,205,123,98,76,19,823,13,11,42,40,51,48,53,21,281,29,10,28,43,35,40,32,16,242,9,6,0,3,4,3,0,0,23,4,0,3,8,9,8,8,8,51,43,15,33,48,48,58,43,28,316,0,4,3,3,0,4,0,0,23,8,6,7,3,18,22,45,38,157,132,138,354,410,343,281,232,113,2004
SAL51313,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,6,9,6,0,0,0,39,0,3,0,11,9,0,0,0,29,9,37,39,30,27,0,0,0,140,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,43,35,30,27,4,0,0,152,0,0,0,0,0,0,0,0,0,21,73,70,64,56,3,0,0,289,30,139,126,122,100,12,0,0,523
SAL51314,4,3,10,4,6,0,33,0,5,0,0,7,3,0,0,11,0,22,9,3,20,18,9,4,85,5,11,3,3,7,3,4,0,38,11,12,11,5,6,3,4,0,56,3,0,0,4,0,0,0,0,8,3,0,0,0,0,0,0,0,8,13,12,13,11,9,6,4,0,69,0,0,0,0,0,5,0,0,5,4,12,10,0,8,8,4,0,52,24,62,40,25,58,52,23,4,300
SAL51315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,5,4,4,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,8,5,9,8,4,0,0,42
SAL51316,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,17,0,3,3,3,0,5,0,0,18,7,9,9,10,6,5,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,12,10,6,5,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,18,12,19,23,25,14,22,5,0,110
SAL51317,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,9,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17,0,0,4,0,0,17
SAL51318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6,3,6,13,0,0,32
SAL51319,46,29,23,14,5,0,137,0,24,30,26,28,19,0,0,123,32,109,130,111,116,66,29,9,606,23,61,105,136,132,85,49,9,599,115,265,250,242,235,191,103,22,1429,45,19,15,19,9,3,7,0,129,6,17,14,37,29,23,23,0,138,167,303,285,292,272,221,134,26,1695,0,7,11,8,10,8,7,0,49,23,44,41,39,63,68,61,33,371,251,556,655,645,645,475,278,72,3573
SAL51320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,6,0,8,0,0,0,0,10,0,4,4,5,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,9,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,12,4,17,13,3,0,0,48
SAL51321,45,54,59,27,16,5,230,0,10,11,21,18,12,8,0,80,52,102,119,142,108,70,27,18,634,15,18,21,41,55,40,34,9,232,37,21,27,30,36,27,12,12,198,9,0,0,0,4,0,0,0,20,3,0,3,7,4,6,0,3,41,47,21,31,37,48,35,20,13,253,0,0,0,4,0,4,5,6,20,14,4,4,9,12,25,55,76,197,133,170,233,304,307,210,163,125,1643
SAL51322,29,9,12,8,0,0,60,0,9,13,5,14,9,0,0,45,15,59,68,35,32,27,11,0,246,3,19,39,29,33,26,6,4,158,24,44,43,47,50,48,19,7,279,3,0,0,3,3,0,0,0,22,4,7,7,3,10,5,0,0,48,37,51,47,48,68,57,22,9,339,0,0,0,0,4,0,0,0,11,9,5,8,7,14,9,13,6,71,59,147,197,138,177,133,60,26,940
SAL51323,5,11,6,6,0,0,23,0,0,4,6,4,6,0,0,21,0,13,24,16,26,17,10,0,109,5,9,13,18,13,16,7,0,84,17,16,22,37,32,25,13,3,165,0,4,0,0,4,0,0,0,12,4,0,5,3,3,5,0,0,18,20,23,27,44,37,29,14,7,194,0,0,3,0,3,3,3,0,11,7,3,4,3,6,5,4,0,34,32,45,83,101,99,77,40,7,480
SAL51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51326,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,3,3,3,4,3,0,0,22,0,0,0,0,4,0,0,0,11,0,3,0,9,9,9,6,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,5,3,0,9,14,14,6,0,44,0,0,0,0,0,0,0,0,5,13,39,23,28,31,9,7,0,146,18,46,30,41,51,24,15,0,224
SAL51327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,17,0,13,9,10,10,8,0,0,49
SAL51328,5,5,7,4,0,0,35,0,0,0,5,5,3,0,0,15,4,11,11,19,24,13,7,0,87,0,3,16,17,20,8,3,0,71,15,28,31,42,26,42,14,4,198,8,0,5,0,0,0,0,0,15,0,4,4,0,0,4,4,0,17,21,34,38,45,28,44,20,4,228,0,0,0,0,0,0,0,0,8,3,5,11,4,10,3,0,0,32,25,60,82,97,90,84,34,6,475
SAL51329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,5,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,9,6,10,9,8,7,4,0,0,44
SAL51330,401,212,114,71,33,4,1207,8,150,125,107,86,32,11,5,525,213,1407,1018,601,389,230,103,27,3978,59,397,318,277,247,151,83,25,1559,165,631,440,298,273,143,69,18,2032,42,35,22,6,13,10,5,0,135,10,30,35,55,48,28,15,15,228,219,703,490,366,333,175,85,30,2390,9,26,27,25,12,31,8,0,131,96,253,197,126,92,103,60,18,933,616,3281,2574,1709,1263,788,385,111,10723
SAL51331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL51332,3,7,6,5,3,0,31,0,3,5,0,6,3,0,0,14,0,13,13,16,19,14,4,0,81,0,0,3,6,9,7,3,4,35,0,5,14,15,20,19,3,0,70,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,5,0,5,14,15,17,20,3,0,83,0,0,0,3,0,0,0,0,4,4,3,12,6,16,12,11,5,72,5,28,54,56,75,72,19,7,319
SAL51333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,8,3,7,0,0,0,20
SAL51334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,3,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,7,12,5,0,0,4,0,30
SAL51335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,5,0,12,14,0,4,0,6,0,29
SAL51336,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,8,0,0,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,0,27,0,0,0,5,12,27,6,0,61
SAL51337,62,65,42,11,5,0,205,0,22,56,57,21,9,5,0,169,65,175,338,310,101,43,17,4,1057,55,121,283,310,165,59,15,5,1016,299,422,539,588,319,98,33,5,2302,98,25,22,24,10,3,0,0,187,15,14,53,38,40,12,8,0,183,411,463,613,652,370,112,44,5,2670,3,5,14,9,12,9,0,0,64,45,51,64,55,46,20,16,0,299,587,862,1429,1469,753,268,99,15,5479
SAL51338,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6,0,0,4,7,0,5,0,0,15,0,0,0,0,0,0,3,0,10,0,4,0,15,10,3,0,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,8,6,18,7,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,10,11,24,14,7,3,4,80
SAL51339,5,12,6,8,0,0,29,0,3,0,6,10,3,0,0,25,8,29,39,58,37,23,7,0,194,6,19,15,31,45,22,10,4,154,46,84,113,114,76,57,24,0,520,14,5,7,6,5,3,0,0,33,0,0,5,8,7,6,3,0,38,59,93,120,126,92,62,30,4,584,0,9,0,4,7,6,0,0,24,26,15,21,27,25,33,20,11,172,99,169,211,266,211,151,64,17,1191
SAL51340,78,27,10,8,5,0,167,3,21,35,16,6,12,0,0,94,57,202,247,131,57,28,3,0,728,54,196,254,137,90,34,8,0,766,197,459,461,281,206,96,38,7,1750,90,49,29,13,16,0,0,4,204,7,27,23,30,19,18,0,0,136,302,529,513,330,249,114,35,11,2088,3,8,16,6,9,0,4,5,50,113,121,118,80,61,39,22,12,555,534,1121,1255,727,475,231,84,27,4451
