SAL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SAL50452,14,99,0,115,365,25,0,507,4,89,3,96,371,22,0,498,3,14,0,19,333,13,0,368,0,0,0,0,117,9,0,130,523,285,18,824,2288,156,8,3282
SAL50453,28,77,3,109,395,18,3,534,7,67,0,76,246,6,0,336,0,12,0,12,110,12,4,132,0,0,0,0,43,4,0,44,1168,266,35,1467,3271,277,18,5039
SAL50454,4,14,0,17,126,18,0,166,6,11,0,12,167,14,0,190,0,4,0,4,100,13,0,119,0,0,0,0,12,5,0,13,139,48,13,194,598,95,4,890
SAL50455,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,28
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,7
SAL50457,90,131,0,218,805,26,9,1053,12,237,0,250,540,25,0,817,0,55,0,54,384,31,0,468,0,0,0,0,212,41,0,259,1304,566,71,1936,4063,239,34,6275
SAL50458,0,0,0,0,21,0,0,27,0,3,0,3,18,3,0,25,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,7,3,9,63,3,0,78
SAL50459,0,0,0,0,0,3,0,7,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,22,9,0,35
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,7
SAL50462,0,0,0,0,11,0,0,11,0,0,0,0,10,3,0,19,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,48
SAL50463,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,10
SAL50464,42,117,0,156,1075,192,28,1453,13,127,5,141,747,116,12,1013,0,25,0,28,297,47,7,380,0,0,0,0,92,12,0,109,1090,448,30,1574,8515,1488,240,11809
SAL50465,0,16,0,16,20,0,0,41,0,0,0,3,26,0,0,30,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,33,16,0,52,106,0,0,161
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,19
SAL50467,0,5,0,5,69,18,0,91,0,10,0,8,80,13,0,101,0,0,0,0,35,9,0,42,0,0,0,0,9,0,0,11,7,21,0,32,227,62,0,318
SAL50468,57,118,0,175,787,41,0,1007,5,122,0,124,489,27,3,644,5,24,0,30,241,16,0,286,0,0,0,0,102,12,0,111,1699,462,69,2233,5863,535,17,8652
SAL50469,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,24
SAL50470,0,0,0,0,4,0,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,21,8,0,30
SAL50471,0,4,0,5,12,8,0,29,0,0,0,0,11,3,0,17,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,16,9,4,30,58,12,0,100
SAL50472,28,165,6,201,705,30,0,936,8,118,0,127,653,56,3,839,5,18,0,23,534,70,0,625,0,0,0,0,213,86,0,302,1365,502,89,1945,4304,437,12,6703
SAL50473,25,79,0,108,306,12,0,420,0,67,0,67,283,23,0,374,0,14,0,14,162,14,0,196,0,3,0,3,56,5,0,60,572,255,22,839,1965,149,4,2958
SAL50474,15,122,0,140,467,19,0,624,7,134,0,140,366,18,0,527,0,16,0,21,228,25,0,268,0,0,0,0,63,32,0,93,833,343,30,1212,2306,139,0,3654
SAL50475,0,0,0,0,8,5,0,16,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,20,23,0,51
SAL50476,14,41,0,51,147,11,0,208,0,35,0,36,101,3,0,143,0,0,0,0,45,0,0,47,0,0,0,0,0,0,0,0,888,171,31,1091,1323,114,3,2532
SAL50477,0,6,0,6,171,6,0,186,0,13,0,13,300,10,0,317,0,0,0,0,92,3,0,94,0,0,0,0,5,0,0,5,36,18,0,53,665,20,3,744
SAL50478,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,11,7,0,21
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10
SAL50480,0,5,0,8,18,0,0,24,0,4,0,4,16,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,16,0,33,62,11,0,107
SAL50481,0,8,0,14,52,5,0,71,0,8,0,8,54,3,0,63,0,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,51,14,0,65,204,16,0,284
SAL50482,107,263,4,374,1452,71,10,1899,17,206,0,226,930,40,11,1205,0,45,0,47,701,37,0,792,0,4,0,9,308,16,4,334,4891,1152,216,6257,10448,826,36,17557
SAL50483,0,0,0,0,3,0,0,3,0,0,0,0,18,0,0,18,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,4,0,0,4,38,5,0,48
SAL50484,15,39,0,53,282,13,3,357,0,45,0,44,189,6,0,243,0,11,0,14,171,8,0,188,0,6,0,6,130,3,0,139,601,157,23,786,2022,141,9,2957
SAL50485,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,26,0,0,28
SAL50486,0,12,0,12,45,10,0,66,0,9,0,10,56,13,0,85,0,0,0,0,56,4,0,63,0,0,0,0,41,3,0,49,22,32,0,53,258,47,0,354
SAL50487,0,4,0,4,26,3,0,32,0,0,0,0,28,0,0,30,0,0,0,0,10,4,0,15,0,0,0,0,0,0,0,0,17,9,0,25,109,13,0,145
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL50491,22,92,0,113,511,12,0,635,3,96,0,101,943,22,0,1063,4,19,0,23,864,45,0,935,0,0,0,0,239,18,0,259,532,282,23,831,3511,146,5,4493
SAL50492,8,50,0,59,275,43,6,374,0,24,0,23,219,43,0,291,0,9,0,12,225,38,0,275,0,0,0,0,139,18,0,153,271,122,16,407,1441,301,10,2166
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,19,0,0,19,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,41,5,3,47
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,18
SAL50497,14,75,0,94,593,38,3,726,0,73,3,80,748,50,0,875,0,9,0,9,308,19,0,339,0,0,0,0,35,4,0,41,635,231,38,907,3125,272,35,4330
SAL50498,0,4,0,5,93,4,0,106,0,11,0,11,114,0,0,123,0,0,0,0,16,4,0,21,0,0,0,0,0,0,0,0,36,18,0,57,306,18,6,378
SAL50499,0,0,0,0,4,3,0,10,0,0,0,0,8,0,0,10,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,9,27,5,0,44
SAL50500,27,103,0,128,667,23,0,819,7,108,4,118,714,25,5,863,3,16,0,19,418,16,0,452,0,0,0,4,126,3,0,128,670,330,37,1037,3197,178,11,4422
SAL50501,7,4,0,7,34,0,0,40,0,3,0,3,28,4,0,29,0,3,0,3,21,0,0,23,0,0,0,0,0,0,0,3,28,17,0,45,126,8,0,179
SAL50502,22,72,0,93,366,17,0,477,7,109,0,119,396,26,0,541,0,15,0,16,235,42,0,294,0,0,0,0,85,67,3,157,686,269,31,983,2391,222,5,3602
SAL50503,0,0,0,0,6,0,0,4,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,19
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,5,0,5,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,7,0,19
SAL50508,7,34,0,44,154,39,0,234,0,5,0,5,117,37,3,168,0,4,0,4,28,9,0,38,0,0,0,0,4,0,0,4,175,121,23,315,738,235,4,1296
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50510,109,134,0,251,915,16,0,1180,11,256,0,264,447,16,0,726,0,65,0,62,314,18,0,397,0,9,0,9,144,11,0,161,1760,594,72,2426,3998,110,10,6549
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,3,3,0,7,38,4,0,52,0,9,0,9,20,9,0,35,0,0,0,0,11,0,0,11,0,0,0,0,3,0,0,3,32,17,7,55,151,16,0,218
SAL50513,0,0,0,0,9,3,0,17,0,0,0,0,8,4,0,10,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,12,0,15,45,71,0,138
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50515,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,21,0,0,30
SAL50516,4,6,0,9,32,0,0,41,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,9,0,70,160,8,0,237
SAL50517,8,28,0,36,110,4,0,150,6,17,0,24,78,5,0,104,0,0,0,0,39,0,0,40,0,0,0,0,8,0,0,12,161,69,3,246,505,51,0,798
SAL50518,53,210,3,272,1122,66,0,1462,16,227,0,243,1052,50,0,1340,0,35,0,37,583,33,0,651,0,0,0,0,238,24,0,262,2152,766,110,3023,6887,550,7,10473
SAL50519,3,9,0,12,130,7,3,149,0,0,0,0,47,0,0,52,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,100,21,5,123,621,16,5,765
SAL50520,3,3,0,5,53,10,0,65,0,3,0,3,33,3,0,37,0,0,0,0,15,4,0,17,0,0,0,0,5,0,0,3,59,5,4,70,196,30,0,299
SAL50521,0,3,0,3,21,12,0,33,0,0,0,0,27,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,4,37,175,89,0,305
SAL50522,65,123,0,195,977,154,16,1347,7,226,0,240,741,92,3,1073,0,43,0,50,410,75,0,532,0,0,0,0,161,42,0,203,1072,576,51,1706,5862,1033,107,8702
SAL50523,0,23,0,23,133,15,0,170,3,21,0,21,170,26,0,222,0,0,0,3,108,14,0,128,0,0,0,0,27,3,0,28,85,76,6,165,656,99,0,921
SAL50524,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10
SAL50525,4,20,0,19,85,4,0,110,0,8,0,8,121,9,0,137,0,0,0,0,41,7,0,49,0,0,0,0,4,0,0,4,89,45,4,132,426,21,0,584
SAL50526,0,7,0,7,11,0,0,14,0,0,0,0,5,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,5,5,7,0,11,25,0,0,36
SAL50527,0,5,0,5,16,0,0,20,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,31,40,9,0,74
SAL50528,3,3,0,4,61,106,0,169,0,0,0,0,5,24,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,9,6,83,272,585,6,944
SAL50529,0,0,0,0,6,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,4,507,592,12,1123
SAL50530,0,5,0,4,17,4,0,20,0,4,0,4,24,8,0,32,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,9,5,0,28,66,15,0,104
SAL50531,0,4,0,4,7,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,11,9,8,24,36,9,0,67
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20
SAL50533,16,66,0,78,270,14,0,361,0,41,0,40,189,4,0,234,0,6,0,6,71,3,0,78,0,0,0,0,16,0,0,14,341,151,24,515,1164,37,4,1722
SAL50534,11,69,0,88,412,30,0,533,9,76,0,81,457,23,0,556,0,7,0,8,250,26,0,290,0,0,0,0,67,5,0,74,451,211,20,685,2068,188,0,2936
SAL50535,0,0,0,0,9,0,0,13,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,40,4,0,56
SAL50536,17,51,0,70,364,77,4,510,9,48,0,51,327,67,0,442,0,3,0,3,303,63,0,369,0,5,0,5,192,60,5,253,351,176,20,547,2197,494,12,3247
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,9,0,0,13
SAL50538,0,3,0,3,19,8,0,29,0,0,0,0,7,3,0,11,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,11,8,11,29,64,18,0,118
SAL50539,3,0,0,4,38,4,0,50,0,3,0,3,36,6,0,46,0,0,0,0,8,3,0,12,0,0,0,0,5,0,0,6,50,11,0,69,227,42,3,347
SAL50540,0,8,0,8,22,0,0,30,0,7,0,7,9,0,0,11,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,32,57,15,103,124,6,0,230
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SAL50542,28,76,0,103,346,20,0,468,3,40,0,40,230,18,0,286,0,4,0,9,120,12,0,139,0,0,0,0,37,5,0,38,425,188,21,637,1485,125,0,2247
SAL50543,0,4,0,4,6,3,0,15,0,3,0,3,8,0,0,10,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,13,17,0,28,33,7,0,71
SAL50544,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,7,0,0,15
SAL50545,0,4,0,4,10,0,0,14,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,13,17,9,0,36
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,7,15,0,19,82,3,0,104,0,5,0,5,90,5,0,103,0,5,0,10,56,3,0,63,0,0,0,0,16,0,0,12,141,40,13,195,416,37,0,644
SAL50549,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,24
SAL50550,55,98,4,158,702,42,8,905,14,111,0,129,617,38,3,796,0,20,0,20,346,29,0,390,0,0,0,3,87,6,0,93,1257,439,46,1742,4858,449,19,7073
SAL50551,0,29,0,30,109,5,0,144,0,12,0,15,91,5,0,109,0,4,0,4,54,0,0,57,0,0,0,0,12,3,0,12,166,78,16,260,538,46,0,847
SAL50552,17,59,0,75,296,4,0,370,3,71,0,75,248,4,0,333,0,16,0,16,133,0,0,149,0,0,0,0,49,0,0,49,439,203,30,665,1417,51,0,2136
SAL50553,21,63,0,79,287,11,0,378,0,25,0,31,184,7,0,228,0,0,0,0,83,6,0,91,0,0,0,0,25,0,0,26,555,165,30,758,1485,97,4,2346
SAL50554,0,0,0,0,9,0,0,12,0,6,0,6,6,3,0,9,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,6,0,10,21,12,0,38
SAL50555,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,14,0,0,20
SAL50556,6,15,0,21,116,12,0,146,4,19,0,21,141,15,4,190,0,6,0,6,72,5,0,78,0,0,0,0,64,0,0,66,345,87,8,441,1681,126,10,2257
SAL50557,5,19,0,23,75,5,0,99,0,20,0,20,71,0,0,90,0,3,0,3,22,0,0,25,0,0,0,0,17,0,0,17,166,66,6,247,450,24,0,716
SAL50558,0,5,0,5,19,0,0,19,0,3,0,3,7,0,0,9,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,16,8,0,26,59,4,0,86
SAL50559,0,5,0,5,9,0,0,12,0,0,0,0,8,0,0,9,0,0,0,0,11,0,0,11,0,0,0,0,3,0,0,0,19,8,4,22,47,3,0,75
SAL50560,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,18,4,0,30
SAL50561,13,39,0,48,185,5,0,231,0,45,0,47,181,7,0,230,0,3,0,3,142,12,0,160,0,0,0,0,32,0,0,32,134,110,5,245,862,27,3,1138
SAL50562,0,10,0,11,61,13,0,85,0,13,0,10,16,5,0,37,0,0,0,0,3,0,0,9,0,0,0,0,3,0,0,3,91,32,5,125,226,53,0,410
SAL50563,0,0,0,0,23,0,0,23,0,3,0,3,32,0,3,35,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,3,3,0,6,78,0,3,79
SAL50564,0,5,0,5,65,7,0,79,0,8,0,7,58,9,0,70,0,0,0,0,18,0,0,18,0,0,0,0,8,0,0,12,98,33,5,134,267,39,0,444
SAL50565,0,4,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,7,12,0,0,23
SAL50566,19,76,0,99,332,12,0,441,7,38,0,46,198,11,4,256,0,11,0,11,109,7,0,120,0,0,0,0,19,0,0,20,1120,262,70,1453,2401,183,9,4036
SAL50567,5,10,0,11,40,0,0,55,0,8,0,8,54,0,0,64,0,3,0,3,34,4,0,39,0,0,0,0,3,4,0,10,17,22,0,42,163,8,0,214
SAL50568,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,13,3,0,26
SAL50569,5,7,0,7,67,15,0,92,0,8,0,5,80,16,0,106,0,0,0,0,32,11,0,44,0,0,0,0,18,6,0,16,59,16,3,84,281,75,0,438
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,0,14
SAL50571,23,74,0,99,350,3,0,452,4,132,0,135,324,18,0,482,0,33,0,32,269,10,4,315,0,0,0,0,76,0,0,79,517,283,25,831,1795,56,8,2687
SAL50572,0,0,0,4,5,0,0,8,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,10,7,0,21
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,93,302,3,400,1670,101,12,2179,24,226,0,250,1462,130,3,1853,3,38,0,42,1095,119,0,1260,0,4,0,5,455,126,6,584,3176,1084,141,4409,10943,1139,34,16522
SAL50575,0,3,0,6,22,3,0,35,0,3,0,3,20,4,0,27,0,0,0,0,9,0,0,9,0,0,0,0,5,0,0,5,32,16,0,43,118,25,0,193
SAL50576,0,0,0,0,4,3,0,7,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,22,8,0,35
SAL50577,0,0,0,0,12,4,0,15,0,0,0,0,7,0,0,7,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,21,3,0,25,61,6,0,90
SAL50578,0,0,0,0,26,8,0,32,0,0,0,0,19,0,0,17,0,3,0,3,13,0,0,17,0,0,0,0,0,0,0,0,19,3,0,25,91,10,0,123
SAL50579,4,9,0,8,53,0,0,62,0,8,0,8,74,3,0,88,4,0,0,4,51,3,0,58,0,0,0,0,6,0,0,11,21,17,4,40,222,12,0,271
SAL50580,5,3,0,6,8,0,0,11,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,19,22,4,0,43
SAL50581,0,0,0,0,4,0,0,4,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,11,0,0,15,28,0,0,40
SAL50582,4,7,0,10,54,0,0,70,0,0,0,0,47,3,0,49,0,0,0,0,30,0,0,32,0,0,0,0,9,0,0,9,52,18,8,75,213,26,0,311
SAL50583,38,183,3,227,916,50,4,1192,11,107,0,117,980,63,0,1160,0,20,0,23,938,118,0,1079,0,5,0,5,375,140,0,520,1229,535,84,1850,5474,602,8,7932
SAL50584,0,0,0,3,3,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,20,4,0,36
SAL50585,14,56,0,70,253,18,0,338,8,63,0,67,207,18,0,296,0,12,0,19,193,50,0,258,0,0,0,0,42,77,0,126,366,187,30,582,1339,209,0,2131
SAL50586,0,0,0,0,53,3,0,61,0,6,0,6,16,8,0,34,0,0,0,0,22,0,0,26,0,0,0,0,0,0,0,0,56,14,0,75,175,39,0,283
SAL50587,43,172,0,212,707,33,4,963,16,331,0,354,820,31,0,1204,0,53,0,59,455,15,0,532,0,4,0,5,89,3,0,96,1755,756,103,2618,4770,237,12,7637
SAL50588,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,5,5,0,14
SAL50589,0,0,0,0,11,0,0,17,0,3,0,3,27,0,0,26,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,8,0,0,9,64,0,0,79
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5
SAL50591,0,4,0,9,9,0,0,20,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,28,66,38,3,0,107
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,0,4,0,4,21,5,0,29,0,3,0,3,30,5,0,38,0,0,0,0,17,7,0,22,0,0,0,0,3,0,0,6,16,7,0,23,126,13,10,177
SAL50594,16,35,0,50,247,5,0,303,5,30,0,35,146,8,0,191,0,13,0,16,102,14,0,128,0,4,0,4,66,19,0,92,309,110,12,431,1160,85,0,1678
SAL50595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5
SAL50596,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,10,0,0,21
SAL50597,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,15,0,0,15,15,0,0,29
SAL50598,0,3,0,4,10,3,0,15,0,0,0,0,11,0,0,12,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,19,7,0,20,32,10,0,63
SAL50599,28,97,0,125,396,17,3,543,8,141,0,153,334,31,0,517,0,34,0,34,342,34,3,419,0,0,0,0,227,69,0,288,1109,334,43,1489,2537,181,9,4217
SAL50600,0,5,0,8,7,3,0,11,0,5,0,5,12,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,9,0,16,19,5,0,43
SAL50601,0,4,0,4,6,0,0,9,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,7,0,8,26,3,0,44
SAL50602,7,19,0,28,141,40,0,202,0,9,0,15,124,39,0,181,0,0,0,0,36,16,0,56,0,0,0,0,3,9,0,10,158,125,27,304,888,293,3,1495
SAL50603,76,311,4,391,1450,38,3,1882,18,245,5,264,1356,48,5,1673,11,42,0,46,855,58,3,962,0,3,0,3,246,51,0,301,2157,927,98,3186,7323,387,17,10911
SAL50604,3,8,0,10,36,5,0,50,0,4,0,4,27,3,0,34,0,0,0,0,5,4,0,8,0,0,0,0,0,0,0,0,47,19,0,71,143,18,0,226
