SAL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SAL50146,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,14,5,0,21
SAL50147,0,0,0,0,10,10,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,47,59,0,118
SAL50148,46,90,0,142,505,11,6,662,14,141,0,158,361,21,9,547,3,39,0,46,346,16,0,414,4,8,0,8,265,25,0,304,995,376,33,1406,3021,118,18,4558
SAL50149,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,12,0,0,14
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,3,0,3,21,0,0,29,0,6,0,6,25,0,0,28,0,0,0,0,16,3,0,20,0,0,0,0,3,0,0,3,13,8,3,26,83,7,0,115
SAL50152,0,0,0,0,10,3,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,11,0,35
SAL50153,0,0,0,0,6,0,0,6,0,0,0,0,4,0,0,4,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,20,3,0,35
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3
SAL50155,0,0,0,0,4,0,0,4,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,23,0,0,29
SAL50156,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,7,3,0,17
SAL50157,3,0,0,3,17,0,0,21,0,3,0,3,19,0,0,23,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,13,4,0,20,76,6,0,97
SAL50158,0,0,0,0,9,0,0,9,0,0,0,0,5,3,0,13,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,6,6,0,13,26,3,0,49
SAL50159,24,61,0,85,480,127,4,697,0,22,0,27,286,95,0,410,0,0,0,0,85,18,0,112,0,0,0,0,22,0,0,22,720,183,41,937,2265,722,16,3934
SAL50160,0,0,0,0,4,0,0,9,0,3,0,3,7,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,9,33,6,0,49
SAL50161,4,25,0,35,134,7,0,168,5,34,0,36,153,3,0,191,0,6,0,6,70,3,0,75,0,0,0,0,15,0,0,15,104,67,7,175,557,21,0,756
SAL50162,11,10,0,16,57,0,0,79,0,13,0,13,39,4,0,58,0,0,0,0,23,0,0,27,0,0,0,0,6,0,0,6,86,27,6,120,221,20,0,359
SAL50163,0,0,0,0,8,0,0,8,0,0,0,0,3,0,0,7,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,14,0,0,15,32,0,0,47
SAL50164,0,0,0,0,11,0,0,12,0,0,0,0,7,0,0,8,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,16,4,0,16,43,8,0,72
SAL50165,0,0,0,0,12,0,0,18,0,5,0,5,24,0,0,30,0,0,0,0,5,0,0,8,0,0,0,0,3,0,0,5,17,4,0,22,59,6,0,90
SAL50166,0,5,0,5,7,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,10,13,0,0,20
SAL50167,0,0,0,0,12,0,0,10,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,26,32,6,0,59
SAL50168,3,10,0,10,66,4,0,74,0,13,0,13,57,0,0,72,0,4,0,4,38,0,0,47,0,0,0,0,9,0,0,15,128,45,5,176,339,16,3,527
SAL50169,9,47,0,50,145,12,0,214,0,24,0,22,112,20,0,149,0,0,0,4,67,5,0,76,0,0,0,0,12,0,0,10,199,110,14,323,575,82,4,979
SAL50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,19,0,0,26
SAL50171,0,0,0,0,3,0,0,7,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,16,0,0,25
SAL50172,0,19,0,20,120,16,0,156,0,10,0,5,112,10,0,126,0,4,0,4,82,13,0,97,0,0,0,0,22,0,0,30,111,47,7,170,500,87,0,751
SAL50173,24,57,3,80,250,10,13,358,4,36,0,42,98,0,3,147,0,5,0,7,40,0,0,44,0,0,0,0,0,0,0,0,2204,333,82,2622,3291,167,21,6100
SAL50174,0,0,0,0,25,0,0,27,0,0,0,4,7,0,0,13,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,20,9,0,30,65,20,0,118
SAL50175,0,3,0,3,11,0,0,16,0,3,0,3,11,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,9,0,11,28,0,0,37
SAL50176,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,16,0,0,27
SAL50177,5,0,0,7,73,4,0,80,0,5,0,5,74,4,0,81,0,0,0,0,31,3,0,34,0,0,0,0,5,3,0,4,62,8,0,75,267,19,0,364
SAL50178,17,12,0,26,192,10,0,235,7,50,0,58,122,4,0,183,0,10,0,10,77,0,0,88,0,0,0,0,53,8,0,58,399,114,9,522,1126,60,5,1720
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,12,37,0,52,401,31,0,489,3,54,0,59,479,36,0,577,0,3,0,7,237,18,0,258,0,0,0,0,72,9,0,80,421,149,13,584,1795,192,5,2576
SAL50181,10,10,0,25,119,3,0,143,0,17,0,17,88,3,6,104,0,0,0,0,33,0,0,33,0,0,0,0,7,0,0,7,165,53,10,224,551,21,6,795
SAL50182,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0,0,28
SAL50183,13,66,0,83,402,42,0,530,0,88,0,92,555,44,0,691,0,12,0,12,449,30,0,492,0,0,0,0,351,36,0,388,557,228,43,824,2688,269,6,3792
SAL50184,4,8,0,16,68,7,0,81,0,0,0,0,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,39,7,219,285,18,0,516
SAL50185,0,9,0,7,100,25,0,142,5,15,0,15,97,12,0,125,0,0,0,0,49,9,0,58,0,0,0,3,5,7,0,13,132,33,8,175,495,162,0,828
SAL50186,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,18
SAL50187,5,32,0,44,209,13,0,264,0,26,0,21,129,16,0,167,0,0,0,0,40,9,0,55,0,0,0,0,11,0,0,11,518,171,40,720,1240,150,3,2119
SAL50188,0,4,0,3,29,0,0,37,0,5,0,8,27,3,0,37,0,0,0,0,10,0,0,10,0,0,0,0,4,0,0,4,32,16,0,45,146,8,0,204
SAL50189,3,13,0,17,75,15,0,107,0,15,0,15,74,5,0,91,0,3,0,3,65,4,0,69,0,0,0,0,38,3,0,38,95,30,4,128,403,63,0,597
SAL50190,21,58,0,76,469,120,0,665,5,52,0,60,467,68,0,592,0,13,0,13,167,30,0,209,0,0,0,0,28,11,0,44,480,218,35,733,2557,828,35,4145
SAL50191,0,3,0,3,12,0,0,14,0,3,0,3,3,0,0,7,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,18,3,0,28,51,6,0,81
SAL50192,0,3,0,3,30,0,0,44,0,3,0,3,26,0,0,34,0,3,0,3,11,4,0,14,0,0,0,0,0,0,0,0,19,9,0,29,123,16,0,167
SAL50193,0,0,0,0,15,4,0,22,0,0,0,0,17,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,3,46,58,22,0,123
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,0,7,0,6,43,5,0,57,0,6,0,5,78,6,0,86,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,18,7,0,27,187,14,3,227
SAL50196,0,11,0,13,67,10,0,89,0,12,0,10,85,20,0,113,0,0,0,0,49,10,0,62,0,0,0,0,11,9,0,22,115,33,6,155,361,87,0,599
SAL50197,4,25,0,29,120,13,0,159,0,18,0,20,109,13,0,140,0,4,0,4,66,4,0,77,0,0,0,0,17,0,0,17,162,71,9,247,638,77,0,957
SAL50198,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,0,5,14,0,0,15
SAL50199,0,0,0,0,12,4,0,15,0,0,0,0,6,0,0,7,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,46
SAL50200,11,31,0,47,269,75,4,395,0,19,0,17,95,16,0,128,0,0,0,0,28,0,0,27,0,0,0,0,0,0,0,0,582,112,20,714,1571,602,13,2906
SAL50201,56,146,0,205,601,18,3,830,16,281,0,291,719,37,4,1052,3,77,0,82,540,45,0,667,3,0,0,6,303,53,0,368,1445,616,37,2100,4050,221,12,6383
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,0,12,0,0,7,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,23,36,0,0,63
SAL50204,3,4,0,8,31,0,0,39,0,0,0,0,39,0,0,39,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,20,12,4,31,116,4,0,148
SAL50205,0,0,0,0,7,0,0,7,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,8,24,3,0,29
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
SAL50207,26,108,0,128,534,41,3,707,9,68,0,77,419,23,0,519,0,9,0,9,179,16,0,198,0,0,0,0,37,5,0,35,884,317,41,1250,2795,287,56,4387
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9
SAL50209,0,0,0,0,14,0,0,14,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,9,23,0,0,29
SAL50210,29,98,0,132,492,50,4,677,4,91,0,98,416,41,0,560,0,9,0,12,236,27,0,279,0,0,0,0,122,49,0,167,510,291,16,822,2538,335,13,3707
SAL50211,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,15
SAL50212,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,25
SAL50213,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,16,23,9,0,43
SAL50214,0,3,0,3,9,0,0,8,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,11,3,0,14,28,0,0,40
SAL50215,0,0,0,0,9,0,0,9,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,18,0,0,23
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,9,16,0,24,67,6,0,93,0,12,0,13,46,4,0,68,0,4,0,4,29,0,0,35,0,0,0,0,3,0,0,4,177,45,7,220,325,28,0,570
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11
SAL50219,0,0,0,0,3,18,0,25,0,0,0,0,8,11,0,9,0,0,0,0,7,3,0,9,0,0,0,0,0,0,0,0,4,0,0,4,20,312,0,336
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50221,24,118,0,143,412,0,3,562,5,88,0,94,186,4,0,284,0,9,0,13,49,3,0,65,0,0,0,0,10,0,0,8,802,300,26,1133,1887,39,7,3065
SAL50222,0,5,0,5,25,0,0,31,0,9,0,7,27,4,0,37,0,0,0,0,17,0,0,15,0,0,0,0,0,0,0,0,67,23,7,94,138,26,0,256
SAL50223,0,0,0,0,7,0,0,8,0,0,0,0,11,0,0,11,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,21,0,4,21,43,16,0,84
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,13
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11
SAL50226,13,54,0,67,340,98,4,512,6,47,0,52,239,42,0,339,0,6,0,6,111,27,0,144,0,0,0,0,25,3,0,32,370,186,11,570,2079,562,23,3229
SAL50227,0,8,0,8,44,0,0,52,0,8,0,8,17,0,0,24,0,3,0,3,15,0,0,18,0,0,0,0,0,0,0,0,115,22,0,144,379,0,0,527
SAL50228,11,24,0,32,227,27,0,292,0,28,0,25,291,31,0,358,0,8,0,8,190,23,0,219,0,0,0,0,77,12,0,82,173,102,9,278,1237,189,5,1712
SAL50229,52,163,3,223,803,41,4,1066,6,124,0,134,580,22,0,732,0,25,0,26,279,17,0,329,0,0,0,0,66,4,0,68,2525,692,118,3331,6132,380,25,9860
SAL50230,60,275,8,340,959,36,5,1343,8,173,0,180,623,32,9,843,0,24,0,28,330,13,0,368,0,0,0,0,104,16,0,117,4178,1036,223,5433,6914,417,20,12790
SAL50231,32,107,0,139,1018,271,0,1432,6,130,0,134,1153,224,4,1518,0,21,0,28,400,110,0,534,0,0,0,0,37,11,0,49,1056,429,76,1559,4869,1423,54,7911
SAL50232,0,0,0,0,6,0,0,6,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,24,0,0,37
SAL50233,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12
SAL50234,3,3,0,9,13,0,0,23,0,3,0,3,16,0,0,24,0,0,0,0,11,0,0,11,0,0,0,0,3,0,0,3,31,10,0,44,89,8,0,141
SAL50235,7,19,3,32,159,15,0,200,5,10,0,15,170,15,0,201,0,9,0,11,241,10,0,257,0,0,0,0,153,9,0,164,230,90,22,333,1239,91,0,1670
SAL50236,0,0,0,0,12,0,0,10,0,0,0,0,6,0,0,11,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,3,3,0,6,33,0,0,39
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9
SAL50238,3,15,0,15,25,4,0,48,0,3,0,3,16,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,51,0,128,204,28,4,368
SAL50239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,11,0,37
SAL50240,16,80,0,98,431,25,0,558,4,50,0,58,383,19,0,451,0,18,0,18,161,13,0,188,0,0,0,0,58,0,0,58,655,255,34,948,2293,208,0,3447
SAL50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,16,3,0,26
SAL50242,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12
SAL50243,0,6,0,6,8,0,0,12,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,6,9,0,14,43,4,0,62
SAL50244,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11
SAL50245,197,596,11,813,2932,108,26,3881,58,539,8,597,1919,45,25,2593,6,87,0,97,919,42,8,1056,0,10,0,11,385,18,4,418,6332,1922,178,8440,16889,1939,97,27362
SAL50246,19,55,0,75,346,45,9,472,11,38,0,52,282,24,13,366,0,15,0,15,154,13,0,184,0,0,0,0,57,4,0,66,999,204,15,1223,3961,498,32,5720
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL50248,5,9,0,19,83,3,0,104,0,5,0,5,101,3,0,106,0,0,0,0,20,3,0,23,0,0,0,0,7,5,0,9,77,21,0,97,337,21,0,460
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11
SAL50250,0,5,0,5,50,0,0,60,0,7,0,7,76,0,0,86,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,19,11,4,33,236,7,7,282
SAL50251,12,45,0,54,242,14,0,314,3,22,0,23,249,16,0,292,0,7,0,7,113,11,0,138,0,0,0,0,29,8,0,39,401,141,33,575,1260,109,0,1951
SAL50252,0,5,0,5,20,3,0,27,0,4,0,4,6,0,0,17,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,15,10,0,29,75,8,0,109
SAL50253,0,0,0,0,12,10,0,27,0,5,0,5,12,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,24,98,121,0,243
SAL50254,0,0,0,0,3,0,0,3,0,0,0,0,4,4,0,7,0,0,0,0,7,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,10,5,30
SAL50255,3,17,0,22,48,3,0,71,0,16,0,16,32,0,0,43,0,0,0,0,11,0,0,9,0,0,0,0,6,0,0,6,56,37,0,98,231,32,5,359
SAL50256,0,0,0,0,4,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,12,8,0,21
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50258,0,5,0,6,22,0,0,26,0,3,0,3,11,0,0,11,0,0,0,0,7,0,0,7,0,0,0,0,6,0,0,6,22,7,0,32,58,0,0,90
SAL50259,5,7,0,9,11,0,0,18,0,3,0,3,17,0,0,23,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,3,11,15,0,31,71,0,0,95
SAL50260,12,19,0,24,109,3,0,137,0,16,0,16,82,0,0,96,0,5,0,5,30,0,0,36,0,0,0,0,3,0,0,8,204,55,3,268,601,23,3,899
SAL50261,16,67,0,85,544,38,0,671,9,57,0,62,420,28,0,511,0,10,0,13,284,16,0,312,0,4,0,4,151,17,0,171,640,275,44,956,2874,343,10,4185
SAL50262,50,139,3,185,569,6,0,763,19,359,0,381,577,12,0,967,0,59,0,63,403,4,0,473,0,6,0,6,178,7,0,189,1399,651,63,2116,3299,74,5,5489
SAL50263,37,54,0,89,515,40,6,652,7,89,0,97,445,50,0,594,0,13,0,13,222,33,0,274,0,0,0,0,103,17,0,121,1019,288,27,1333,3951,331,13,5635
SAL50264,0,0,0,0,10,0,0,13,0,4,0,4,18,0,0,28,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,13,4,0,20,54,9,0,82
SAL50265,5,13,0,21,83,11,0,110,0,19,0,21,58,21,0,109,0,4,0,0,34,16,0,50,0,0,0,0,8,8,0,18,113,45,11,166,377,60,3,610
SAL50266,0,9,0,8,53,6,0,65,0,4,0,4,55,8,0,70,0,0,0,0,19,7,0,31,0,0,0,0,10,0,0,10,45,16,0,68,224,65,5,358
SAL50267,0,11,0,11,71,14,0,93,0,3,0,8,99,7,0,115,3,0,0,3,43,14,0,62,0,0,0,0,16,6,0,19,42,22,0,58,320,167,37,588
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,36,158,0,193,629,15,0,833,0,109,0,108,336,14,0,464,0,23,0,26,162,8,0,188,0,0,0,0,37,0,0,37,1367,471,62,1903,3391,135,7,5431
SAL50270,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,9,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,10,17,4,0,37
SAL50271,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,20,18,0,0,36
SAL50272,0,6,0,6,14,0,0,13,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,3,25,38,3,0,70
SAL50273,10,70,0,81,315,37,0,430,3,46,0,47,323,29,0,394,0,12,0,16,193,23,0,232,0,0,0,0,58,6,0,60,567,235,39,834,1872,281,6,2986
SAL50274,9,21,0,28,123,39,0,190,0,9,0,10,51,30,0,95,0,0,0,0,30,3,0,35,0,0,0,0,6,0,0,9,104,52,11,158,460,1237,0,1861
SAL50275,0,0,0,0,26,31,0,59,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,25,93,185,5,312
SAL50276,9,3,0,14,28,0,0,35,0,0,0,0,17,7,0,22,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,29,11,0,36,107,10,0,149
SAL50277,28,123,3,153,479,14,5,649,9,82,0,93,304,16,4,425,0,14,0,14,133,23,5,172,0,0,0,0,31,0,0,36,1610,375,41,2029,3206,219,21,5477
SAL50278,3,11,0,13,89,8,0,113,0,8,0,8,113,13,0,134,0,0,0,0,68,15,0,89,0,0,0,0,41,7,0,51,70,37,4,113,561,112,0,784
SAL50279,0,11,0,8,82,7,0,102,0,3,0,3,98,10,0,118,0,0,0,0,47,6,0,46,0,0,0,0,15,4,0,17,65,21,4,82,343,31,0,452
SAL50280,0,4,0,4,22,9,0,40,0,0,0,0,23,9,0,30,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,18,11,0,26,95,31,0,161
SAL50281,11,31,0,41,140,17,0,200,0,29,0,31,113,7,4,159,0,0,0,0,56,0,0,61,0,0,0,0,9,0,0,9,220,107,11,336,688,73,6,1108
SAL50282,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,19
SAL50283,0,0,0,0,4,0,0,6,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,11,8,0,11,39,0,0,44
SAL50284,0,3,0,3,22,0,0,27,0,3,0,3,13,0,0,14,0,0,0,0,4,4,0,8,0,0,0,0,0,0,0,0,9,7,0,19,84,11,0,120
SAL50285,0,8,0,3,14,0,0,18,0,5,0,5,10,0,0,15,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,4,18,11,0,29,53,6,0,91
SAL50286,0,0,0,0,8,0,0,5,0,0,0,0,10,0,0,10,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,8,3,0,12,32,5,0,53
SAL50287,0,0,0,0,0,3,0,6,0,3,0,3,5,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,12,0,29,23,9,0,56
SAL50288,0,0,0,0,10,0,0,10,0,0,0,0,6,0,0,8,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,44,9,0,54
SAL50289,0,0,0,4,21,7,0,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,33,108,41,0,186
SAL50290,13,34,0,50,245,9,0,307,0,32,0,29,150,3,0,188,0,8,0,8,55,10,0,68,0,0,0,0,21,0,0,21,275,106,21,401,962,60,0,1435
SAL50291,7,20,0,29,131,9,0,171,0,17,0,17,91,8,0,118,0,0,0,0,37,3,0,42,0,0,0,0,9,3,0,9,163,59,10,235,527,55,0,817
SAL50292,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,11,0,0,11,13,0,0,21
SAL50293,26,53,0,85,342,12,0,432,8,96,0,110,211,5,4,329,4,44,0,42,153,4,7,203,0,0,0,6,54,0,0,56,692,256,17,967,1840,57,22,2883
SAL50294,96,108,3,204,738,16,7,967,4,192,0,193,392,18,0,610,6,70,0,81,458,17,3,558,4,8,0,6,290,12,0,303,1139,462,52,1649,3639,126,24,5430
SAL50295,0,10,0,13,39,5,0,60,0,9,0,7,47,3,0,56,0,0,0,0,13,0,0,16,0,0,0,0,4,0,0,4,37,20,4,55,188,22,0,264
SAL50296,65,111,0,174,809,33,0,1027,20,252,0,274,658,46,4,986,12,123,0,132,693,51,0,876,0,3,0,5,402,43,0,453,1308,605,52,1966,5325,388,35,7707
SAL50297,63,201,5,267,1074,61,3,1408,16,136,0,154,650,20,4,824,0,31,0,31,299,22,0,352,0,0,0,0,65,0,0,68,2515,755,117,3392,6692,459,14,10556
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
