POW_SA3_CODE_2021,TPW_Oth_tspt_P,TPW_PstCour_PU_D_Svc_M,TPW_PstCour_PU_D_Svc_F,TPW_PstCour_PU_D_Svc_P,TPW_Tspt_supt_Svs_M,TPW_Tspt_supt_Svs_F,TPW_Tspt_supt_Svs_P,TPW_Wh_storage_Svs_M,TPW_Wh_storage_Svs_F,TPW_Wh_storage_Svs_P,TPW_Tot_M,TPW_Tot_F,TPW_Tot_P,IMT_IMT_nfd_M,IMT_IMT_nfd_F,IMT_IMT_nfd_P,IMT_PubExc_InetMusP_M,IMT_PubExc_InetMusP_F,IMT_PubExc_InetMusP_P,IMT_MotionP_SR_Act_M,IMT_MotionP_SR_Act_F,IMT_MotionP_SR_Act_P,IMT_Brdcast_ex_Inet_M,IMT_Brdcast_ex_Inet_F,IMT_Brdcast_ex_Inet_P,IMT_InetPub_brdcast_M,IMT_InetPub_brdcast_F,IMT_InetPub_brdcast_P,IMT_Tel_Svs_M,IMT_Tel_Svs_F,IMT_Tel_Svs_P,IMT_ISP_WSP_DP_svce_M,IMT_ISP_WSP_DP_svce_F,IMT_ISP_WSP_DP_svce_P,IMT_Lib_and_oth_IS_M,IMT_Lib_and_oth_IS_F,IMT_Lib_and_oth_IS_P,IMT_Tot_M,IMT_Tot_F,IMT_Tot_P,FinIns_FinIns_nfd_M,FinIns_FinIns_nfd_F,FinIns_FinIns_nfd_P,FinIns_Finance_M,FinIns_Finance_F,FinIns_Finance_P,FinIns_Ins_and_super_funds_M,FinIns_Ins_and_super_funds_F,FinIns_Ins_and_super_funds_P,FinIns_Aux_FinIns_Svs_M,FinIns_Aux_FinIns_Svs_F,FinIns_Aux_FinIns_Svs_P,FinIns_Tot_M,FinIns_Tot_F,FinIns_Tot_P,RHRE_RHRE_nfd_M,RHRE_RHRE_nfd_F,RHRE_RHRE_nfd_P,RHRE_RHSvc_ex_RealE_M,RHRE_RHSvc_ex_RealE_F,RHRE_RHSvc_ex_RealE_P,RHRE_POps_and_RE_svs_M,RHRE_POps_and_RE_svs_F,RHRE_POps_and_RE_svs_P,RHRE_Tot_M,RHRE_Tot_F,RHRE_Tot_P,ProSTS_ProSTS_nfd_M,ProSTS_ProSTS_nfd_F,ProSTS_ProSTS_nfd_P,ProSTS_ProSTS_ex_CSD_RS_M,ProSTS_ProSTS_ex_CSD_RS_F,ProSTS_ProSTS_ex_CSD_RS_P,ProSTS_CSD_RS_M,ProSTS_CSD_RS_F,ProSTS_CSD_RS_P,ProSTS_Tot_M,ProSTS_Tot_F,ProSTS_Tot_P,AdSup_AdSup_nfd_M,AdSup_AdSup_nfd_F,AdSup_AdSup_nfd_P,AdSup_Admin_Svs_M,AdSup_Admin_Svs_F,AdSup_Admin_Svs_P,AdSup_BldCln_PC_oth_Svc_M,AdSup_BldCln_PC_oth_Svc_F,AdSup_BldCln_PC_oth_Svc_P,AdSup_Tot_M,AdSup_Tot_F,AdSup_Tot_P,PubAS_PubAS_nfd_M,PubAS_PubAS_nfd_F,PubAS_PubAS_nfd_P,PubAS_PubAdm_M,PubAS_PubAdm_F,PubAS_PubAdm_P,PubAS_Defen_M,PubAS_Defen_F,PubAS_Defen_P,PubAS_PO_S_and_R_Svs_M,PubAS_PO_S_and_R_Svs_F,PubAS_PO_S_and_R_Svs_P,PubAS_Tot_M,PubAS_Tot_F,PubAS_Tot_P,EdTrn_EdTrn_nfd_M,EdTrn_EdTrn_nfd_F,EdTrn_EdTrn_nfd_P,EdTrn_PreSch_and_Sch_ed_M,EdTrn_PreSch_and_Sch_ed_F,EdTrn_PreSch_and_Sch_ed_P,EdTrn_Tertiary_ed_M,EdTrn_Tertiary_ed_F,EdTrn_Tertiary_ed_P,EdTrn_AdultCom_andOthEd_M,EdTrn_AdultCom_andOthEd_F,EdTrn_AdultCom_andOthEd_P,EdTrn_Tot_M,EdTrn_Tot_F,EdTrn_Tot_P,HC_SA_HC_SA_nfd_M,HC_SA_HC_SA_nfd_F,HC_SA_HC_SA_nfd_P,HC_SA_Hospitals_M,HC_SA_Hospitals_F,HC_SA_Hospitals_P,HC_SA_Med_oth_HCS_M,HC_SA_Med_oth_HCS_F,HC_SA_Med_oth_HCS_P,HC_SA_Resident_CS_M,HC_SA_Resident_CS_F,HC_SA_Resident_CS_P,HC_SA_Soc_assis_Svs_M,HC_SA_Soc_assis_Svs_F,HC_SA_Soc_assis_Svs_P,HC_SA_Tot_M,HC_SA_Tot_F,HC_SA_Tot_P,ArtsR_ArtsR_nfd_M,ArtsR_ArtsR_nfd_F,ArtsR_ArtsR_nfd_P,ArtsR_Heritage_ac_M,ArtsR_Heritage_ac_F,ArtsR_Heritage_ac_P,ArtsR_Creative_PAA_M,ArtsR_Creative_PAA_F,ArtsR_Creative_PAA_P,ArtsR_Sports_rec_ac_M,ArtsR_Sports_rec_ac_F,ArtsR_Sports_rec_ac_P,ArtsR_Gambling_ac_M,ArtsR_Gambling_ac_F,ArtsR_Gambling_ac_P,ArtsR_Tot_M,ArtsR_Tot_F,ArtsR_Tot_P,OthSvs_OthSvs_nfd_M,OthSvs_OthSvs_nfd_F,OthSvs_OthSvs_nfd_P,OthSvs_Repair_maintenanc_M,OthSvs_Repair_maintenanc_F,OthSvs_Repair_maintenanc_P,OthSvs_Personal_OthSvs_M,OthSvs_Personal_OthSvs_F,OthSvs_Personal_OthSvs_P,OthSvs_PriHES_UG_SPA_HOU_M,OthSvs_PriHES_UG_SPA_HOU_F,OthSvs_PriHES_UG_SPA_HOU_P,OthSvs_Tot_M,OthSvs_Tot_F,OthSvs_Tot_P,Inad_des_M,Inad_des_F,Inad_des_P,Industry_of_em_NS_M,Industry_of_em_NS_F,Industry_of_em_NS_P,Tot_M,Tot_F,Tot_P
50702,100,52,23,73,928,278,1206,81,21,106,1855,522,2378,3,7,7,30,38,66,76,61,133,11,23,37,0,0,3,21,6,27,3,0,3,0,0,0,150,133,281,10,13,19,86,85,172,4,10,16,59,57,125,165,166,326,0,0,0,41,30,69,163,273,436,208,301,503,9,10,17,854,864,1713,192,50,248,1059,926,1979,0,0,0,122,148,271,162,183,346,277,331,614,4,7,10,525,569,1098,139,68,206,341,134,467,1006,775,1783,20,38,61,329,1225,1558,250,498,752,75,184,262,682,1951,2633,15,48,65,356,1265,1622,273,945,1221,106,491,596,522,1353,1878,1269,4111,5384,10,16,23,51,86,145,114,116,230,140,159,297,4,3,9,319,390,704,0,0,0,373,62,444,174,506,681,0,6,6,555,574,1125,767,516,1280,152,130,275,14812,15316,30124
50703,5,35,25,57,100,14,111,46,10,56,833,145,976,0,0,0,0,6,6,0,3,9,0,0,0,0,0,0,10,8,14,3,0,3,0,11,13,17,20,40,6,0,3,9,22,30,6,4,6,6,10,15,20,32,55,0,0,0,73,16,94,23,68,92,100,88,186,0,0,0,250,115,365,21,4,30,272,123,390,0,0,0,89,74,163,109,127,236,202,200,408,0,0,0,115,171,290,16,0,20,581,238,815,712,411,1123,12,15,20,153,936,1091,31,12,44,20,57,79,214,1024,1234,0,7,7,3,50,56,64,233,298,27,236,260,40,362,408,133,899,1031,0,0,0,25,5,31,3,13,15,47,44,85,0,0,3,76,63,136,0,0,0,207,34,240,32,148,177,0,0,0,237,183,422,639,169,810,102,72,175,11339,6193,17533
50704,9,126,49,181,63,35,100,22,21,41,628,203,828,4,3,6,13,11,30,38,23,62,6,0,3,0,0,0,50,22,75,18,8,29,3,10,11,134,81,214,21,15,34,72,133,211,16,38,60,157,117,268,260,307,569,4,3,7,30,14,48,277,405,679,309,419,729,3,13,13,990,1023,2018,300,121,422,1301,1154,2452,0,4,4,145,167,317,215,235,455,369,403,774,0,0,0,375,436,813,17,33,46,452,263,713,836,732,1571,22,48,72,747,2774,3523,842,1333,2173,168,349,514,1781,4509,6290,27,134,158,1734,6199,7936,683,2502,3183,187,1004,1189,185,785,976,2808,10624,13434,3,13,17,17,8,20,26,70,95,154,164,317,10,9,20,211,264,473,0,0,0,397,102,498,353,1064,1420,0,16,16,750,1185,1931,641,474,1113,220,183,404,17903,27236,45144
50705,11,182,94,275,50,3,56,40,23,57,748,251,1004,0,0,0,0,9,9,29,40,65,3,0,4,29,12,40,25,17,46,18,11,26,0,3,7,109,88,199,3,4,14,17,133,147,10,35,49,36,49,83,70,222,294,0,0,3,37,31,68,86,268,355,125,296,423,3,0,3,302,544,843,129,41,173,439,580,1014,0,3,3,143,247,394,235,313,548,375,569,945,0,3,4,366,505,873,2242,672,2913,274,154,427,2882,1338,4222,33,43,75,724,3545,4270,85,121,206,106,229,332,946,3935,4879,18,79,99,278,1280,1556,301,1286,1584,84,708,795,226,1333,1558,912,4679,5590,11,11,23,7,12,21,12,38,51,144,227,369,9,15,19,188,303,484,0,0,0,495,117,610,185,773,953,0,3,3,681,895,1568,584,375,960,240,152,392,14901,19922,34820
50901,4,76,73,145,99,17,118,58,18,74,700,249,950,0,0,4,14,24,42,14,12,21,14,14,29,0,0,0,17,7,23,3,0,6,0,13,11,67,67,137,9,0,10,52,109,153,33,25,53,30,65,95,113,198,310,0,0,0,33,14,54,79,152,237,117,173,287,3,0,6,319,495,813,39,15,60,365,511,877,0,0,0,75,102,179,158,175,332,235,282,513,0,0,5,485,539,1025,0,0,0,420,160,582,909,702,1607,9,41,50,493,1616,2106,85,156,242,30,76,105,620,1891,2507,15,66,78,254,948,1196,190,745,935,90,593,682,171,670,841,717,3014,3735,0,3,3,28,32,59,20,38,62,48,70,124,3,10,9,108,147,257,0,0,0,418,107,524,117,347,459,0,4,4,530,453,983,374,232,610,176,163,342,12850,12930,25781
50902,10,52,82,132,30,10,41,59,12,71,626,293,912,0,0,0,7,16,17,0,3,3,6,3,8,0,0,0,12,4,16,8,0,8,0,8,6,32,32,70,0,6,8,25,102,129,9,12,27,12,31,47,51,158,206,5,0,0,15,3,20,47,69,117,65,75,138,0,0,0,152,272,422,22,13,31,176,277,453,0,0,0,36,87,123,114,154,269,153,243,392,0,6,6,550,580,1131,5,0,0,314,151,468,869,734,1606,13,23,33,273,1377,1649,37,77,119,27,66,87,354,1538,1889,8,41,51,120,627,747,111,394,505,29,203,236,52,319,379,324,1590,1915,0,0,4,23,28,44,9,11,24,24,49,75,0,6,3,58,96,156,0,0,0,367,105,471,57,161,215,0,7,7,416,269,688,400,236,640,170,137,307,12285,10184,22475
50903,0,20,34,61,8,0,14,33,8,42,238,126,363,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,8,0,8,0,0,6,0,0,7,7,8,21,0,0,0,21,63,82,6,14,15,3,10,16,31,82,114,0,0,0,5,0,6,13,24,37,15,24,44,0,0,0,49,79,123,4,0,7,54,81,133,0,0,0,45,28,78,32,56,79,75,86,158,0,0,0,241,216,456,0,0,0,72,35,103,309,253,569,0,10,9,119,571,686,3,14,18,4,18,23,131,611,741,4,18,22,45,294,336,27,158,184,32,134,171,17,142,157,130,750,876,0,0,0,9,8,15,0,3,3,15,19,36,0,0,0,25,35,59,0,0,0,180,49,224,16,65,85,0,0,0,189,119,304,113,79,195,89,64,150,6625,4408,11036
51001,104,19,34,52,158,44,205,13,9,19,637,245,888,0,6,6,0,8,8,6,7,12,32,32,59,0,0,0,14,5,16,4,0,5,0,0,3,53,59,111,0,4,4,20,39,60,3,3,8,6,8,16,33,61,90,0,0,0,36,22,52,40,71,113,76,97,166,0,0,3,144,198,343,19,8,30,169,203,371,0,0,0,153,197,350,119,100,213,274,294,564,5,3,11,397,425,827,8,0,15,343,179,522,755,611,1366,26,36,64,376,1149,1530,70,145,217,80,107,190,559,1443,2000,21,69,96,200,680,882,216,575,791,46,126,174,191,520,711,681,1969,2649,10,7,15,83,50,137,14,46,58,23,34,60,3,8,13,137,150,282,0,0,0,212,37,250,105,185,289,0,0,0,318,224,544,256,148,404,169,135,306,7502,7662,15170
51002,24,35,30,61,236,89,326,3,0,4,1164,266,1428,0,0,5,0,0,5,6,10,13,3,3,3,0,0,0,9,9,13,0,0,3,0,0,6,17,20,35,0,4,4,5,29,33,0,0,0,0,0,0,5,31,35,0,0,0,106,62,171,39,91,128,150,157,301,0,0,0,222,112,333,16,3,17,232,114,348,0,0,0,310,162,474,110,184,296,420,343,768,0,0,0,173,263,434,8,0,9,150,74,219,330,335,666,11,14,25,105,563,672,30,32,69,29,40,73,189,650,833,9,34,37,62,294,359,63,217,282,3,53,51,38,228,275,175,822,1000,0,0,0,24,16,42,0,5,9,7,36,44,0,5,3,35,63,96,0,0,0,320,42,365,45,126,174,0,0,0,368,167,536,371,153,517,191,123,314,20198,7567,27768
51003,26,27,42,72,260,78,340,10,0,12,873,283,1154,0,0,0,0,0,0,5,7,13,7,9,12,0,0,0,20,0,19,0,0,3,0,9,9,31,29,64,0,0,0,11,34,42,3,0,3,3,6,8,10,38,48,0,0,0,111,60,170,74,136,207,188,192,378,0,3,3,334,129,470,35,11,44,375,143,517,0,0,0,345,214,561,143,239,387,492,461,951,0,0,3,195,334,528,33,3,35,226,147,373,455,484,942,3,26,28,133,840,977,34,77,115,7,44,50,178,987,1168,0,26,29,47,274,319,55,260,312,7,32,37,42,311,357,150,913,1059,0,3,3,18,8,29,6,12,21,16,44,59,0,11,6,36,75,112,0,0,0,290,61,349,40,163,206,0,0,0,335,226,551,699,197,898,148,109,258,19775,8056,27827
51101,3,16,15,29,112,22,133,31,9,46,458,131,595,0,0,0,3,0,3,3,5,11,0,5,5,0,0,0,0,0,0,0,0,0,0,6,6,7,14,20,0,5,6,14,28,45,10,12,13,8,11,17,30,46,77,0,0,0,7,7,17,15,47,61,22,54,82,0,0,0,64,108,175,5,3,8,68,113,185,0,0,0,18,37,54,29,57,83,45,89,136,0,0,0,146,148,291,0,0,0,39,20,60,183,167,348,5,0,11,110,455,566,3,28,30,4,21,25,119,506,626,4,14,16,24,160,180,35,137,171,12,90,104,26,156,184,95,560,655,0,0,0,8,11,18,0,8,8,7,19,20,0,0,0,15,36,48,0,0,0,173,45,218,17,95,118,0,0,0,192,145,331,121,70,193,73,46,122,4328,3464,7790
51102,88,13,20,33,17,7,26,0,0,9,175,117,295,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,6,15,16,6,3,8,0,0,0,8,16,25,0,0,0,8,14,29,14,21,34,21,43,64,0,0,0,120,57,179,5,0,6,127,56,187,0,0,0,54,71,128,42,61,102,92,135,231,0,0,0,124,157,284,26,5,32,54,23,74,202,189,389,3,13,12,54,221,269,6,12,16,5,17,27,61,259,321,0,14,15,42,159,203,32,66,95,0,12,8,7,43,51,79,294,371,0,0,4,18,23,48,3,6,9,12,15,21,0,3,3,34,38,75,0,0,0,45,20,64,26,45,74,0,0,0,72,67,136,82,56,133,42,33,80,2411,2294,4703
51103,14,42,53,96,62,26,91,4,6,16,792,274,1067,0,0,0,3,10,12,7,5,12,7,8,19,0,0,0,15,6,19,0,0,0,0,0,0,40,26,65,0,0,0,8,40,50,0,7,16,13,14,28,28,71,99,0,0,0,124,41,168,35,145,177,157,183,346,0,0,3,329,279,610,18,10,26,348,293,638,0,0,0,142,114,258,79,182,263,221,301,522,0,4,3,268,317,587,6,4,9,276,188,459,550,506,1059,13,24,31,177,981,1160,63,77,145,12,30,39,263,1119,1379,12,41,48,98,452,545,101,367,470,22,160,175,72,365,436,300,1372,1675,0,5,3,7,27,34,9,34,40,22,60,84,4,9,9,49,124,169,0,0,0,476,109,590,48,193,234,0,0,0,522,303,829,409,231,636,192,128,320,17267,9385,26655
51104,28,81,62,135,152,52,202,57,9,62,1086,313,1396,8,0,8,0,5,10,13,11,19,13,18,29,0,0,0,16,3,12,9,5,20,0,3,9,62,47,107,5,3,3,36,82,116,13,26,36,18,43,63,70,152,225,0,0,0,43,25,64,49,102,149,91,126,218,4,0,4,335,359,692,77,10,87,413,367,779,0,0,0,86,107,195,183,197,379,268,301,570,0,0,4,444,506,948,11,4,15,406,183,585,860,698,1557,10,20,30,363,1612,1977,102,202,305,38,83,123,512,1917,2430,8,63,73,190,946,1141,168,655,825,38,329,361,139,671,810,548,2671,3214,0,4,4,19,23,48,5,11,27,35,48,85,5,4,8,67,100,168,0,0,0,444,106,548,67,300,363,0,0,0,510,405,915,414,238,655,160,130,294,14723,11901,26622
59797,9,0,0,0,20,4,23,0,0,0,114,14,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,28,0,0,0,25,4,25,0,0,0,48,9,54,9,9,16,54,19,66,0,0,0,3,5,9,3,0,5,6,0,6,11,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,138,13,155,11,0,15,1240,144,1386
59999,64,903,309,1213,341,29,369,42,18,59,3695,677,4378,12,3,15,36,45,80,68,36,107,34,11,45,4,8,11,161,18,178,49,10,65,0,8,8,371,141,506,10,9,16,82,104,186,50,57,107,93,51,142,234,221,454,0,3,3,77,18,97,170,161,328,244,178,427,13,12,26,1034,951,1985,337,89,430,1390,1052,2436,0,0,0,562,569,1133,2454,2518,4972,3021,3085,6104,6,0,8,169,145,312,157,30,189,557,154,711,878,327,1209,46,72,118,200,662,865,54,92,137,440,500,937,736,1330,2063,45,157,204,87,161,246,331,1171,1494,122,953,1080,594,2122,2719,1177,4569,5747,25,28,52,19,7,27,217,179,396,208,100,310,27,18,38,491,323,820,0,0,0,1115,89,1205,362,885,1247,0,47,47,1481,1018,2503,1565,666,2223,518,367,879,42601,17965,60566
