SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SAL50992,0,9,15,19,27,43,0,0,0,3,4,11,22,33,61,10,18,32,0,4,3,5,4,9,23,24,44,0,0,0,0,0,0,3,3,10,0,3,0,0,0,0,3,10,11,5,3,9,0,3,3,0,0,0,0,3,5,0,0,0,10,12,16,15,15,29,0,0,0,0,0,0,0,0,0,0,4,3,24,3,29,87,88,170
SAL50993,4,3,5,12,8,17,0,0,0,0,3,4,13,12,25,3,5,12,0,0,0,6,0,4,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,3,7,8,0,0,0,0,3,3,0,0,0,0,5,5,66,62,126,89,90,181
SAL50994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,5,7
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50996,4,12,15,23,20,40,14,19,33,10,9,24,46,49,92,15,14,34,17,16,33,7,6,8,39,30,74,3,0,0,0,0,0,8,0,4,0,4,8,0,0,0,13,10,17,0,0,0,0,3,3,0,3,3,0,11,8,0,0,0,3,16,19,12,23,32,0,0,0,0,5,5,0,0,0,0,5,5,30,27,61,133,145,278
SAL50997,6,0,6,6,15,25,6,9,16,4,5,4,22,28,47,6,5,11,11,3,10,0,0,0,18,7,30,0,0,0,0,0,0,0,6,8,3,4,8,0,0,0,4,9,15,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,11,8,14,21,0,0,0,0,0,0,0,0,0,0,0,0,90,72,161,142,122,262
SAL50998,196,181,383,504,457,956,173,195,363,81,93,172,759,745,1501,375,320,694,203,162,366,94,82,178,679,567,1243,66,48,109,59,92,143,54,29,83,84,122,204,0,0,0,256,287,547,243,250,492,129,97,230,39,44,84,75,128,205,5,0,5,488,519,1010,757,815,1565,61,41,107,71,90,156,3,3,9,138,139,273,557,439,996,3081,2886,5964
SAL50999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,5,9
SAL51000,68,65,138,238,237,477,11,59,68,84,76,159,331,369,702,107,80,184,38,102,144,155,285,440,295,469,764,17,13,27,11,20,28,11,14,25,25,39,65,0,0,0,61,87,147,168,223,390,67,82,149,22,22,40,47,83,135,0,0,3,307,410,715,371,490,863,15,8,23,20,26,41,0,0,0,28,35,64,264,238,502,1364,1668,3030
SAL51001,0,6,6,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,5,12
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,16,19,36,102,84,190,0,4,0,12,12,14,116,94,210,68,72,138,0,6,6,13,10,20,85,81,166,6,7,14,3,0,5,11,6,21,8,23,28,0,0,0,34,37,70,0,3,8,4,5,8,0,5,5,0,16,25,0,0,0,6,34,36,41,65,108,3,3,11,8,4,7,0,0,0,8,10,20,171,160,326,432,428,861
SAL51005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL51006,0,3,3,3,0,3,0,0,0,3,9,14,9,9,18,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,5,32,32,20,55
SAL51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL51008,45,42,88,139,98,236,59,59,117,54,44,99,252,207,455,96,63,158,87,75,156,117,67,183,298,205,499,8,9,6,7,3,7,12,8,15,13,8,24,0,0,0,28,25,56,115,111,226,18,23,43,17,11,24,22,30,60,0,0,0,177,175,346,204,199,398,0,0,3,9,14,20,0,0,0,9,15,24,103,109,212,904,773,1681
SAL51009,4,8,12,12,12,29,0,0,4,8,9,18,25,25,56,31,36,70,5,3,12,8,9,17,53,49,101,0,0,0,0,0,0,4,0,4,7,4,6,0,0,0,6,5,16,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,14,10,8,19,26,0,0,0,0,0,0,0,0,0,0,0,3,14,19,35,107,120,232
SAL51010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,4,17
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6
SAL51012,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,7
SAL51013,0,3,3,9,0,12,0,0,0,0,0,0,9,0,12,10,0,7,0,0,0,0,0,0,9,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,20,20,33
SAL51014,7,4,13,4,0,4,0,0,0,26,28,52,28,30,57,0,7,7,0,0,0,3,16,19,3,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,31,61,66,128
SAL51015,131,84,211,343,334,682,58,40,100,30,40,64,432,413,850,203,190,389,91,79,174,39,48,90,331,318,650,18,22,36,3,17,24,14,8,27,12,33,49,0,0,0,51,81,126,103,117,219,30,47,79,15,30,44,53,81,133,0,0,0,205,271,475,256,349,601,5,13,21,30,22,55,0,0,0,32,37,71,128,105,231,1307,1311,2612
SAL51016,32,27,52,124,99,220,6,22,30,23,18,42,159,139,296,79,95,171,19,14,32,39,27,69,136,136,266,4,3,11,3,17,20,17,6,23,5,23,29,0,0,0,36,48,88,20,23,40,9,5,16,0,7,8,11,26,40,0,0,0,42,58,101,76,113,185,3,3,9,9,6,22,0,0,0,12,16,26,118,80,200,525,500,1025
SAL51017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,7
SAL51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL51019,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6,8
SAL51020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,45,35,7,43
SAL51021,96,72,166,227,193,417,65,46,113,36,57,96,331,295,621,116,112,230,79,60,139,82,197,276,272,371,640,28,26,52,39,50,91,15,18,27,36,60,99,3,0,3,121,157,274,202,323,530,121,107,230,30,39,69,85,152,247,0,0,3,448,630,1081,568,790,1358,14,20,33,30,46,78,0,0,0,44,64,111,279,250,529,1592,1843,3432
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SAL51024,0,5,3,9,11,16,0,0,0,0,0,3,8,6,24,0,0,0,0,0,0,0,0,6,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,3,4,0,8,9,6,0,3,0,0,0,0,0,0,6,0,4,161,123,285,184,147,330
SAL51025,3,7,10,23,27,51,6,0,3,6,11,14,31,41,67,11,14,23,3,0,4,9,3,10,20,21,38,5,0,3,4,3,11,0,5,5,4,6,15,0,0,0,9,19,25,0,0,0,0,0,3,0,0,3,3,9,16,0,0,0,3,19,21,19,32,50,0,0,0,0,6,4,0,0,0,0,6,4,26,31,54,97,127,224
SAL51026,26,14,37,75,58,135,7,10,15,29,16,50,118,89,204,43,40,90,4,13,22,36,35,69,84,87,174,12,7,14,7,7,14,9,10,15,11,12,24,0,0,0,45,31,72,17,30,48,3,6,11,3,6,7,15,17,31,0,0,0,42,59,99,84,91,172,5,6,15,8,6,11,0,0,0,12,13,28,72,71,140,392,364,757
SAL51027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,67,64,131,226,172,394,55,56,112,32,35,70,321,262,577,125,137,265,71,53,123,65,80,147,262,264,529,11,8,16,9,10,24,13,9,18,25,21,43,0,0,0,52,47,101,119,153,273,36,34,64,22,17,37,37,57,94,0,0,0,213,258,469,266,305,572,0,9,9,10,21,34,0,0,0,13,33,43,114,95,210,1040,1022,2064
SAL51031,9,10,21,48,29,80,10,4,11,18,18,43,75,56,129,33,34,62,6,17,21,13,18,39,49,69,117,5,8,7,0,0,8,3,3,11,7,10,21,0,0,0,22,25,45,7,17,24,5,6,10,0,0,0,3,18,22,0,0,0,16,40,57,37,65,105,0,0,0,4,4,14,0,0,0,9,4,8,60,57,112,239,255,491
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,0,0,0,0,0,0,0,0,4,0,0,0,6,0,9,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,4,0,7,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,9,3,20,0,0,0,0,0,0,0,0,0,0,0,0,204,54,258,222,63,283
SAL51034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51035,0,0,0,3,0,10,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9
SAL51036,34,27,61,93,71,164,31,41,68,21,16,32,144,129,264,80,59,143,42,57,91,17,17,33,135,125,263,6,10,12,0,5,4,11,16,29,9,37,48,0,0,0,34,61,101,6,9,10,5,13,14,3,3,5,6,30,35,0,0,0,19,48,64,53,112,165,4,0,3,8,17,24,0,0,0,8,17,24,125,89,217,492,502,1001
SAL51037,0,0,4,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19,13,10,25
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,8,3,9,10,14,25,16,8,20,6,8,17,36,33,61,14,19,29,5,3,15,6,4,13,19,27,46,0,0,0,0,4,3,7,0,7,0,3,5,0,0,0,8,6,17,4,0,7,0,0,0,3,0,3,0,5,5,0,0,0,8,8,11,16,18,31,0,0,0,0,0,7,0,0,3,3,0,3,35,37,73,115,117,229
SAL51041,0,0,0,3,4,6,0,0,0,0,4,4,8,4,12,3,0,3,0,3,4,0,0,5,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9,6,21,25,25,48
SAL51042,0,0,5,3,8,10,0,0,0,25,4,26,26,12,39,9,9,12,0,0,0,12,0,14,16,12,31,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,40,35,77,92,67,164
SAL51043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51044,4,0,4,17,13,25,0,0,0,0,0,0,17,13,25,12,6,16,0,0,0,4,0,3,15,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,8,6,10,6,0,6,0,0,0,0,0,0,6,0,6,20,14,38,59,45,110
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
SAL51047,46,53,96,195,169,364,54,61,109,36,55,96,284,282,569,134,120,257,55,61,118,95,71,166,285,254,541,8,13,20,7,6,8,25,13,35,19,43,60,0,0,0,58,69,127,56,89,148,15,26,39,14,13,22,30,39,71,0,0,0,112,175,283,167,237,404,5,6,6,21,28,46,0,0,0,20,33,59,107,69,178,916,935,1849
SAL51048,0,0,0,5,6,6,0,0,0,0,0,3,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,11,10,19
SAL51049,0,0,5,3,3,9,9,5,17,0,0,0,16,17,29,6,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,104,68,77,142
SAL51050,0,5,0,9,9,16,9,0,12,0,0,0,20,12,32,8,8,20,5,0,9,0,0,5,18,13,30,0,0,0,0,0,0,0,0,4,10,0,8,0,0,0,8,4,13,6,0,4,0,0,0,0,0,0,0,6,6,0,0,0,6,10,9,11,5,18,0,0,0,0,0,0,0,0,0,0,0,0,17,12,29,60,51,107
SAL51051,0,0,0,4,3,6,9,5,11,0,0,0,10,9,21,5,5,14,0,0,0,0,0,0,3,9,14,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,31,26,59
SAL51052,3,0,0,0,3,4,0,0,0,0,0,0,4,0,4,3,3,7,3,0,6,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,14,17,30
SAL51053,0,0,0,0,4,6,0,3,5,0,0,0,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13
SAL51054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,3,5,7
SAL51055,18,15,38,59,87,145,19,20,36,24,20,45,98,127,223,40,44,87,22,19,40,52,39,88,113,99,217,5,0,5,0,0,5,13,14,23,11,14,31,0,0,0,34,30,70,19,19,36,5,14,16,4,3,5,16,15,30,0,0,0,39,50,89,72,82,153,0,0,6,3,9,14,0,0,0,7,17,17,66,54,125,377,402,779
SAL51056,15,8,22,31,35,65,12,4,18,16,17,31,58,59,117,22,33,47,4,0,9,10,17,25,33,45,80,3,0,8,0,3,6,6,0,8,0,5,3,0,0,0,17,14,25,10,6,11,0,6,6,0,0,3,0,8,10,0,0,0,9,12,27,23,28,51,0,0,0,0,3,5,0,0,0,0,3,5,54,33,95,183,187,370
SAL51057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6
SAL51058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
SAL51059,0,0,3,3,5,8,0,0,0,0,0,0,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,18,17,32
SAL51060,6,0,3,7,0,7,0,0,0,0,0,0,11,0,7,0,0,0,5,0,5,0,0,0,13,0,13,0,0,0,5,0,5,3,0,3,0,0,0,0,0,0,6,0,6,0,3,6,0,0,0,0,0,0,0,0,4,0,0,0,4,4,11,8,4,13,0,0,0,0,0,0,0,0,0,0,0,0,8,8,19,42,14,55
SAL51061,0,0,0,0,0,3,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,5
SAL51062,0,0,0,5,0,12,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,12,9,19
