SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SAL51357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,6,11
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,54,41,93,146,132,283,53,45,97,23,28,51,226,204,430,73,85,149,66,53,123,7,5,20,146,142,290,9,4,12,5,3,13,29,12,37,21,27,53,0,0,0,63,47,109,3,7,15,4,12,17,4,4,4,15,27,46,0,0,0,25,48,81,93,99,190,6,3,15,10,15,28,0,0,0,13,19,36,217,173,393,755,685,1437
SAL51360,56,62,115,180,193,373,94,89,183,55,58,110,328,338,669,94,105,201,130,127,254,90,97,182,314,324,640,7,8,19,6,10,15,20,3,28,17,14,32,0,0,0,54,32,85,118,133,252,23,25,43,18,22,45,23,46,71,0,0,0,185,223,412,238,257,499,7,8,16,20,14,33,0,0,0,26,23,53,132,111,238,1095,1120,2213
SAL51361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL51362,7,20,24,35,30,66,3,13,21,3,8,4,47,45,92,21,27,44,3,5,12,3,0,5,30,33,58,0,0,0,0,0,0,8,5,9,8,3,15,0,0,0,12,9,27,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,3,5,11,19,32,0,3,4,0,4,6,0,0,0,3,6,11,358,135,490,454,258,711
SAL51363,79,67,146,236,205,443,84,76,160,29,26,56,348,307,657,140,156,295,101,81,183,33,42,79,269,276,548,12,11,24,9,24,28,30,15,48,24,52,72,0,0,0,79,101,182,18,25,39,9,34,44,9,19,24,20,60,79,0,0,0,54,131,181,130,229,360,5,9,13,18,16,39,0,0,0,22,35,55,253,220,475,1105,1132,2239
SAL51364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,5,8,11
SAL51365,0,12,11,4,10,24,14,13,27,5,5,7,31,29,62,11,6,24,12,6,11,0,0,0,24,9,35,0,0,0,0,0,4,4,3,3,0,11,8,0,0,0,4,13,13,0,0,0,0,0,0,5,0,5,3,5,6,0,0,0,8,3,10,8,17,26,0,0,0,0,5,5,0,0,0,0,4,4,98,85,183,163,159,321
SAL51366,0,0,0,0,4,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11
SAL51367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
SAL51368,20,20,43,58,55,110,7,13,21,14,15,30,79,79,159,30,25,50,24,23,54,33,24,54,84,73,158,0,0,4,4,4,11,0,3,3,15,17,29,0,0,0,18,26,48,28,53,76,16,31,42,4,6,13,21,26,47,4,0,8,74,116,190,94,146,237,4,0,8,6,10,21,0,0,0,15,14,27,88,81,168,377,414,789
SAL51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SAL51370,0,0,4,4,3,11,0,0,0,0,0,0,4,4,8,0,0,0,0,4,7,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,15,13,29
SAL51371,52,43,96,152,95,242,26,32,57,38,25,66,218,153,368,43,50,97,27,28,58,47,25,75,123,105,229,6,4,13,0,3,8,6,8,15,11,24,36,0,0,0,28,40,68,35,29,70,11,11,26,0,10,8,14,29,48,0,0,0,65,78,146,90,120,209,0,8,8,13,13,30,0,0,0,13,19,33,60,46,106,559,483,1047
SAL51372,89,87,178,468,493,963,40,48,85,17,14,35,531,551,1085,335,314,645,0,0,4,8,7,12,339,323,663,12,8,23,11,27,34,43,24,64,56,91,146,0,0,0,121,147,268,0,16,18,5,32,35,0,3,3,31,54,85,0,0,0,37,104,146,161,259,417,18,21,36,20,27,47,0,0,0,40,53,92,991,763,1753,2148,2034,4185
SAL51373,44,47,92,168,139,310,25,29,60,3,9,17,205,183,386,88,116,197,29,46,70,18,14,30,136,169,302,5,8,10,6,8,11,21,4,24,19,46,67,0,0,0,46,66,113,4,4,7,6,0,12,0,0,0,7,15,28,0,3,4,23,27,53,67,97,164,0,0,0,6,16,24,0,0,0,11,14,27,200,168,367,669,673,1340
SAL51374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL51375,0,0,5,7,7,17,0,0,0,0,0,0,8,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,12,13,30
SAL51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,4
SAL51377,41,46,89,190,177,368,24,35,56,21,17,37,233,229,461,125,120,242,31,20,51,16,15,29,177,153,332,10,11,24,9,18,24,16,16,33,16,33,48,0,0,0,56,79,136,44,62,103,28,31,60,7,11,17,20,31,51,0,0,0,102,129,232,156,215,368,5,3,12,21,20,39,0,0,0,31,25,53,153,129,278,784,795,1583
SAL51378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,8,0,7
SAL51379,0,0,0,3,4,3,0,0,0,0,0,0,3,5,9,4,0,3,0,4,4,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,3,0,3,5,4,13,13,18,30
SAL51380,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4
SAL51381,91,68,167,169,136,304,63,61,123,90,67,162,324,264,589,67,55,119,73,67,139,260,137,399,408,259,666,25,22,42,18,35,50,23,20,38,35,53,87,0,0,0,102,121,228,254,263,517,114,106,224,28,45,72,105,132,238,0,0,0,505,549,1052,603,675,1278,13,7,26,32,42,69,0,0,0,43,50,96,336,325,665,1812,1648,3459
SAL51382,0,4,7,0,0,5,8,5,11,3,4,6,13,9,19,3,0,3,4,4,10,0,0,0,5,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,23,28,28,63
SAL51383,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,5,13,16
SAL51384,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,9,13
SAL51385,0,0,0,16,7,17,0,0,0,0,0,0,16,7,17,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,25,20,42
SAL51386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51387,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6
SAL51388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,6,0,6
SAL51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4
SAL51390,26,27,55,76,56,131,40,27,68,60,61,123,175,144,323,49,59,107,7,14,19,36,49,82,92,122,214,7,3,12,0,12,10,14,13,27,4,20,25,0,0,0,22,45,71,5,22,26,3,18,20,4,7,9,5,17,26,0,0,0,15,64,78,41,110,149,3,8,7,4,11,14,0,0,0,15,12,26,154,101,256,499,518,1022
SAL51391,0,0,0,6,4,7,0,0,0,0,0,0,3,4,8,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,12,10,18
SAL51392,0,3,3,0,0,3,4,6,8,0,0,0,5,8,16,0,0,0,0,4,8,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,4,0,6,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,21,21,41
SAL51393,5,5,5,11,14,22,8,9,17,0,0,0,16,24,40,3,3,4,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,4,0,0,0,4,0,6,0,0,0,4,0,6,35,16,50,64,55,122
SAL51394,125,153,279,594,515,1110,73,88,163,156,160,316,830,762,1592,329,324,656,89,73,163,183,153,334,603,554,1157,33,20,52,17,33,49,38,28,63,47,85,126,0,0,0,141,160,294,172,241,415,37,46,82,23,33,62,58,88,145,0,0,0,301,410,705,437,566,1009,24,18,42,39,53,89,0,0,0,61,71,135,218,197,415,2274,2307,4582
SAL51395,12,21,31,53,41,97,9,20,29,0,8,12,64,73,141,45,40,91,8,5,12,3,3,15,58,57,115,3,6,9,0,5,4,9,6,16,3,13,20,0,0,0,20,26,43,0,4,3,0,0,0,5,3,8,4,4,9,0,0,0,7,12,17,23,37,66,3,0,9,0,7,7,0,0,0,3,8,13,158,169,326,320,360,682
SAL51396,97,61,165,258,239,499,75,86,166,20,19,47,352,353,706,124,133,259,131,126,255,28,36,64,283,295,577,23,25,49,21,29,52,34,10,53,31,55,84,0,0,0,114,117,228,65,125,186,36,58,94,24,27,52,33,97,131,0,0,0,155,309,465,271,427,700,7,3,18,25,60,79,0,0,0,36,60,97,257,195,456,1304,1394,2696
SAL51397,29,13,38,79,71,151,18,14,37,22,14,41,126,101,228,69,71,143,24,12,37,11,21,36,105,110,214,3,9,11,5,11,11,12,3,13,11,18,31,0,0,3,31,43,74,8,12,20,3,11,14,0,6,6,9,25,41,0,0,0,26,54,78,56,100,156,0,6,0,15,11,30,0,0,0,16,15,31,82,88,178,413,425,838
SAL51398,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,13
SAL51399,0,3,3,12,14,25,0,0,0,0,0,0,12,14,25,4,3,7,4,3,9,0,6,0,7,11,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,12,16,32,34,51,87
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51401,16,6,25,90,69,154,0,0,0,3,8,16,97,78,168,25,32,55,3,4,3,9,7,15,31,38,74,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,5,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,28,18,51,171,151,321
SAL51402,32,39,76,84,97,182,53,35,84,13,12,22,145,143,287,56,60,121,48,42,90,9,15,30,119,124,242,25,11,37,14,18,30,12,9,20,34,36,73,0,0,0,89,73,158,138,136,268,87,67,149,18,17,33,32,42,73,0,0,0,272,266,528,355,333,693,13,12,26,12,21,36,0,0,0,35,36,65,147,117,266,840,791,1630
SAL51403,0,0,4,4,0,7,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,15
SAL51404,0,4,5,9,19,21,6,5,6,0,3,3,9,22,32,10,17,27,8,6,12,7,5,15,29,29,55,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,3,8,10,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,8,15,23,0,0,0,0,0,0,0,0,0,4,0,4,7,3,10,53,74,127
SAL51405,85,96,179,181,184,369,182,182,358,51,59,110,410,427,840,90,114,206,183,163,344,61,65,119,332,341,674,16,16,29,9,19,31,26,11,33,18,36,52,0,0,0,67,75,140,133,167,296,34,42,77,26,30,54,45,53,92,0,0,0,239,284,523,306,358,665,16,17,32,26,31,53,0,0,0,44,43,84,144,126,272,1326,1387,2710
SAL51406,0,0,0,4,0,8,0,0,3,0,0,3,6,3,14,0,7,7,0,0,0,4,8,11,4,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,14,31,44
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,27,29,50,62,51,116,12,12,21,27,22,54,102,84,189,37,56,92,9,18,25,37,36,73,80,106,183,0,7,7,3,0,9,7,3,9,16,11,21,0,0,0,24,28,49,9,9,27,3,6,15,6,5,11,5,17,25,0,0,0,29,43,73,58,67,119,0,0,3,3,11,18,0,0,0,8,12,17,63,38,101,335,332,671
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51410,12,5,16,11,20,29,11,19,28,5,9,16,31,48,76,21,27,45,20,22,48,9,14,20,55,60,120,3,9,11,0,7,7,16,3,22,5,10,13,0,0,0,24,24,42,0,3,3,0,6,6,0,0,0,0,3,7,0,0,0,6,14,17,25,35,66,0,3,0,4,4,5,0,0,0,9,0,9,33,26,57,164,173,335
SAL51411,0,6,7,29,16,40,9,7,20,12,8,25,47,39,89,9,16,27,7,12,15,20,14,35,40,38,80,0,0,0,0,0,0,7,0,5,0,5,8,0,0,0,6,8,20,3,5,3,0,0,0,0,0,0,0,11,11,0,0,0,3,18,19,6,32,36,0,0,6,0,3,5,0,0,0,5,6,8,21,10,25,120,121,241
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51413,36,32,72,145,123,274,17,18,41,17,7,25,181,152,337,99,96,192,25,18,43,18,11,27,140,125,266,8,10,16,0,10,15,15,7,23,7,34,38,0,0,0,29,67,95,9,11,20,8,14,19,3,0,7,4,9,18,0,0,0,21,37,68,54,108,157,3,5,6,17,15,28,0,0,0,16,19,39,96,86,183,527,529,1054
SAL51414,0,0,4,3,0,9,0,0,0,0,3,3,3,9,10,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,10,18
SAL51415,3,3,7,0,0,0,17,19,39,0,0,0,17,19,39,0,0,0,8,6,13,0,0,0,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40,46,53,100
SAL51416,85,79,164,232,244,474,13,23,39,34,43,81,282,312,598,164,178,335,28,30,60,71,62,132,266,266,532,11,13,17,8,24,33,10,10,18,27,43,77,0,0,0,56,90,144,139,158,294,68,88,158,22,32,53,98,130,232,0,4,4,327,408,735,384,504,885,4,10,15,22,40,63,0,0,0,24,48,79,294,267,554,1338,1476,2810
SAL51417,123,106,227,460,457,922,91,104,200,28,29,58,592,594,1182,221,219,437,163,137,304,48,39,83,428,391,823,33,32,64,25,44,72,32,30,58,40,83,120,0,0,0,125,189,311,99,138,233,35,75,113,17,30,49,70,105,173,0,0,0,221,346,564,345,535,882,20,10,33,25,39,66,0,0,0,42,55,98,217,195,415,1747,1876,3623
SAL51418,4,3,3,3,3,10,0,0,5,0,0,0,7,3,11,4,5,6,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,18,16,32
SAL51419,15,21,35,26,25,51,28,24,55,6,12,19,60,61,123,28,23,43,14,10,23,7,11,20,39,47,85,0,0,3,4,4,7,6,3,9,7,17,24,0,0,0,16,27,38,3,7,8,0,3,4,0,3,7,3,12,11,0,0,0,9,29,35,22,51,76,0,3,6,5,7,11,0,0,0,8,10,16,70,58,136,219,250,474
SAL51420,61,57,113,195,182,375,69,52,122,35,37,72,299,269,567,111,136,242,45,50,91,51,44,100,199,230,433,16,12,28,11,13,27,25,9,31,26,37,56,0,0,0,77,77,152,28,60,86,16,24,43,5,9,12,19,39,52,0,0,0,69,128,201,144,199,351,11,15,19,21,28,52,0,0,0,29,47,75,252,214,469,987,1008,2000
SAL51421,51,37,86,173,123,296,22,28,48,50,58,103,240,205,449,40,36,73,35,43,77,263,124,379,335,201,538,4,8,6,0,0,6,5,0,4,4,17,25,0,0,0,15,29,46,115,102,215,12,25,36,14,7,21,37,57,95,0,0,0,178,185,367,194,214,407,6,3,10,8,7,16,0,0,0,11,9,21,79,72,152,917,739,1656
SAL51422,0,0,0,5,7,8,0,0,0,0,0,0,4,7,10,3,0,6,0,0,0,4,6,3,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,16,20,29
SAL51423,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,7,9,17
SAL51424,0,0,0,5,7,13,0,0,0,0,0,0,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,18,13,16,33
SAL51425,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,8,8,15
SAL51426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,7
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
