SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL51351,35,3,36,199,129,16,346,808,66,1220
SAL51352,5,0,5,700,164,36,896,1309,65,2265
SAL51353,4,0,4,104,50,9,164,403,49,621
SAL51354,31,7,35,801,268,44,1113,1792,136,3042
SAL51355,0,0,0,4,0,0,6,10,18,35
SAL51356,0,0,0,0,0,0,0,0,0,0
SAL51357,0,0,0,7,0,0,6,37,9,51
SAL51358,0,0,0,0,0,0,0,0,0,0
SAL51359,4,0,4,792,171,26,986,1827,342,3163
SAL51360,146,15,164,1262,747,65,2071,4125,236,6438
SAL51361,0,0,0,0,3,0,9,7,0,15
SAL51362,6,0,6,151,54,6,214,590,452,1249
SAL51363,305,55,368,1365,609,94,2068,4788,466,7316
SAL51364,0,0,0,9,0,0,10,12,8,20
SAL51365,6,0,6,97,43,11,145,466,146,758
SAL51366,0,0,0,5,0,0,5,4,0,11
SAL51367,0,0,0,6,3,0,7,33,6,50
SAL51368,59,0,64,448,233,24,702,2116,165,2981
SAL51369,0,0,0,6,0,0,6,9,0,11
SAL51370,0,0,0,14,8,0,22,65,12,102
SAL51371,39,0,38,806,244,36,1084,1763,114,2961
SAL51372,18,7,18,1901,394,112,2400,4439,1427,8270
SAL51373,41,6,46,726,187,48,966,2125,307,3395
SAL51374,0,0,0,5,0,0,4,8,4,16
SAL51375,0,0,0,16,12,0,28,29,10,64
SAL51376,0,0,0,6,0,0,6,3,7,14
SAL51377,60,3,63,951,330,23,1309,3224,255,4787
SAL51378,0,0,0,3,0,0,3,22,5,26
SAL51379,0,0,0,11,4,5,13,23,8,45
SAL51380,0,0,0,11,5,0,12,13,0,34
SAL51381,189,37,225,1603,900,59,2563,7894,637,11081
SAL51382,0,0,0,30,10,0,40,82,20,140
SAL51383,0,0,0,11,7,0,23,16,4,42
SAL51384,0,0,0,7,0,0,7,8,8,17
SAL51385,5,0,5,23,3,3,26,52,9,91
SAL51386,0,0,0,0,3,0,3,21,0,29
SAL51387,0,0,0,0,0,0,0,17,0,19
SAL51388,0,0,0,0,0,0,0,7,7,15
SAL51389,0,0,0,0,0,0,0,7,5,13
SAL51390,52,5,58,526,263,33,826,2123,236,3183
SAL51391,0,0,0,13,7,0,19,50,7,74
SAL51392,0,0,0,15,5,0,18,43,8,72
SAL51393,14,0,16,62,23,4,84,361,48,488
SAL51394,40,6,40,2842,640,91,3570,5650,391,9605
SAL51395,29,0,29,222,119,18,354,973,255,1580
SAL51396,236,113,349,1570,720,73,2359,6336,574,9264
SAL51397,188,21,213,415,207,30,652,2076,167,2900
SAL51398,0,0,0,4,8,0,15,58,3,75
SAL51399,4,0,4,45,14,0,57,143,24,224
SAL51400,0,0,0,0,0,0,0,6,0,12
SAL51401,0,0,0,198,111,25,329,446,31,808
SAL51402,54,11,61,693,185,29,921,2975,276,4171
SAL51403,0,0,0,3,6,0,17,40,4,58
SAL51404,6,0,6,72,54,7,124,256,5,394
SAL51405,188,9,207,1799,750,43,2589,5580,247,8419
SAL51406,0,0,0,21,8,0,34,98,5,133
SAL51407,0,0,0,0,0,0,0,0,0,0
SAL51408,26,6,34,432,175,20,626,1321,93,2035
SAL51409,0,0,0,0,0,0,0,3,0,6
SAL51410,10,0,10,189,72,10,271,630,51,950
SAL51411,7,4,8,139,51,7,195,424,24,641
SAL51412,0,0,0,0,0,0,0,7,0,8
SAL51413,27,8,40,562,165,45,769,1575,156,2497
SAL51414,0,0,0,4,8,11,20,0,5,25
SAL51415,0,0,0,36,46,47,127,80,28,237
SAL51416,156,30,188,1479,555,52,2085,5928,509,8528
SAL51417,93,29,125,2420,531,100,3047,5407,374,8821
SAL51418,0,0,0,18,8,0,26,41,9,76
SAL51419,24,6,26,246,92,20,357,755,111,1228
SAL51420,175,30,207,1085,594,51,1725,4491,403,6621
SAL51421,90,10,108,844,329,64,1236,2225,129,3589
SAL51422,0,0,0,32,6,0,42,53,11,102
SAL51423,0,0,0,12,0,0,13,51,11,77
SAL51424,0,0,0,18,6,0,29,54,10,96
SAL51425,0,0,0,3,0,0,3,14,9,24
SAL51426,0,0,0,3,3,0,9,11,3,23
SAL51427,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,5,0,5
SAL51429,0,0,0,0,0,0,0,0,0,0
SAL51430,8,0,8,20,12,7,34,147,41,228
SAL51431,4,0,4,7,3,0,11,85,13,108
SAL51432,0,0,0,0,6,0,4,8,0,20
SAL51433,0,0,3,31,112,58,202,139,29,368
SAL51434,0,0,0,3,3,0,8,9,4,17
SAL51435,66,9,75,2088,475,92,2650,4272,289,7210
SAL51436,15,9,23,228,133,12,367,673,67,1107
SAL51437,0,0,0,3,0,0,3,7,0,14
SAL51438,0,0,0,7,3,0,10,18,0,28
SAL51439,0,0,0,11,6,0,17,52,8,75
SAL51440,0,0,0,68,90,29,185,246,155,589
SAL51441,0,0,0,10,0,0,15,19,0,37
SAL51442,7,0,7,32,12,3,57,122,22,198
SAL51443,0,0,0,0,0,0,0,20,0,20
SAL51444,0,0,0,8,3,4,6,29,8,44
SAL51445,0,0,0,0,0,0,0,0,0,0
SAL51446,33,0,33,1132,389,56,1582,2805,173,4557
SAL51447,0,0,0,12,4,0,13,59,3,73
SAL51448,300,23,329,3796,1620,168,5586,12556,923,19062
SAL51449,7,0,6,37,20,3,55,175,54,286
SAL51450,4,0,4,15,5,0,20,44,4,63
SAL51451,0,0,0,0,0,0,0,3,0,3
SAL51452,0,0,0,7,0,0,7,26,14,40
SAL51453,0,0,0,5,0,0,9,37,0,48
SAL51454,0,0,0,0,0,0,0,4,0,4
SAL51455,0,0,0,7,10,0,15,16,0,32
SAL51456,0,0,0,658,77,32,765,948,279,1993
SAL51457,0,0,0,6,0,0,6,10,0,15
SAL51458,37,7,39,133,84,11,235,816,126,1174
SAL51459,0,0,0,4,0,0,4,15,0,17
SAL51460,0,0,0,0,0,0,0,0,0,0
SAL51461,0,0,0,8,0,0,8,15,0,17
SAL51462,4,0,4,40,27,4,67,189,56,316
SAL51463,0,0,0,11,3,0,15,45,323,383
SAL51464,0,0,0,6,0,0,3,6,0,11
SAL51465,0,0,0,0,0,0,0,0,0,0
SAL51466,0,0,0,8,6,0,15,76,18,99
SAL51467,31,26,49,892,198,18,1109,2044,205,3358
SAL51468,3,0,3,23,14,7,33,70,16,117
SAL51469,0,0,0,0,0,0,0,0,0,0
SAL51470,64,3,73,521,217,21,753,1467,108,2330
SAL51471,0,0,0,0,4,0,5,25,6,26
SAL51472,151,19,173,1024,323,42,1385,4776,412,6574
SAL51473,0,0,0,0,0,0,0,9,0,9
SAL51474,0,0,0,13,4,0,22,39,0,60
SAL51475,28,8,35,622,208,39,874,1808,271,2953
SAL51476,0,0,0,18,9,0,24,23,3,49
SAL51477,0,0,0,14,0,0,14,8,0,23
SAL51478,0,0,0,59,14,5,76,194,15,294
SAL51479,0,0,0,0,3,0,3,16,31,51
SAL51480,0,0,0,35,7,4,46,89,5,139
SAL51481,0,0,0,0,0,0,0,0,0,0
SAL51482,12,0,6,54,54,3,106,345,27,477
SAL51483,0,0,0,8,0,0,8,37,3,47
SAL51484,0,0,0,36,0,0,44,43,8,95
SAL51485,16,4,19,296,141,24,465,1136,119,1720
SAL51486,0,0,0,182,69,19,272,707,146,1118
SAL51487,0,0,0,6,0,0,6,0,0,6
SAL51488,0,0,0,8,0,0,9,26,5,42
SAL51489,14,0,17,592,141,33,765,1266,106,2145
SAL51490,84,4,99,1356,453,42,1848,5706,555,8102
SAL51491,0,0,0,0,0,0,0,0,0,0
SAL51492,0,0,0,130,39,6,174,358,57,589
SAL51493,0,0,0,0,0,0,0,0,0,0
SAL51494,31,5,31,224,101,5,332,673,63,1066
SAL51495,3,0,3,16,0,0,18,52,14,82
SAL51496,0,0,0,8,3,0,8,11,3,26
SAL51497,4,0,4,9,0,0,7,11,3,22
SAL51498,0,0,0,12,0,0,17,18,5,36
SAL51499,0,0,0,9,0,0,11,29,3,43
SAL51500,25,9,26,443,142,32,612,1187,253,2048
SAL51501,40,5,47,153,70,9,230,854,147,1230
SAL51502,139,39,180,1981,858,142,2978,6273,667,9922
SAL51503,0,0,0,3,4,0,10,24,0,35
SAL51504,0,0,0,15,0,0,18,23,3,44
SAL51505,7,0,3,41,16,0,59,111,13,178
SAL51506,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0
SAL51508,20,5,28,187,73,10,268,489,43,797
SAL51509,0,0,0,4,3,0,12,26,3,40
SAL51510,5,0,7,38,16,0,53,316,25,388
SAL51511,0,0,0,6,4,0,15,36,19,65
SAL51512,0,0,0,6,3,0,7,20,0,30
SAL51513,0,0,0,0,0,0,0,0,0,0
SAL51514,0,0,0,6,0,0,6,18,0,24
SAL51515,0,0,0,6,3,0,6,9,0,14
SAL51516,0,0,0,15,6,9,26,52,24,100
SAL51517,0,0,0,3,0,0,5,10,3,16
SAL51518,4,0,4,41,14,0,58,199,83,335
SAL51519,10,0,10,1054,250,33,1334,1811,95,3243
SAL51520,5,0,5,13,3,0,15,28,3,45
SAL51521,35,4,44,909,224,43,1173,1850,207,3229
SAL51522,4,0,4,14,9,0,19,82,20,123
SAL51523,0,0,0,0,8,0,6,25,0,34
SAL51524,0,0,0,27,3,0,33,65,6,106
SAL51525,47,4,54,632,308,33,974,2293,177,3443
SAL51526,284,79,368,1924,824,93,2836,6477,586,9901
SAL51527,0,0,0,11,3,0,14,35,4,52
SAL51528,0,0,0,22,37,16,81,40,20,143
SAL51529,0,0,0,15,8,0,24,90,6,120
SAL51530,0,0,0,94,98,20,213,161,38,406
SAL51531,0,0,0,3,0,0,5,11,5,21
SAL51532,0,0,0,17,3,0,24,13,0,36
SAL51533,0,0,0,39,90,49,181,141,27,344
SAL51534,128,14,142,1755,706,100,2565,5528,506,8599
SAL51535,0,0,0,8,4,0,18,33,0,53
SAL51536,67,27,97,389,183,27,600,1570,204,2374
SAL51537,0,0,0,4,0,0,10,5,0,12
SAL51538,0,5,6,6,0,0,12,28,21,59
SAL51539,0,0,0,3,0,0,3,11,5,21
SAL51540,8,0,8,137,56,8,202,406,21,637
SAL51541,80,0,77,637,304,25,968,2131,104,3203
SAL51542,0,0,0,10,6,0,22,61,21,102
