SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL50423,42,44,80,46,38,80,0,0,0,0,0,0,6,3,7,1562,1570,3132,84,107,192,15,0,15,19,0,19,40,8,46,56,14,73,22,25,43,1893,1798,3697,82,65,147,0,0,0,0,0,0,27,34,64,3,5,10,3,0,3,113,104,220,0,0,0,0,0,0,6,3,4,0,5,3,4,0,5,6,6,14,14,11,28,136,123,263,9,9,14,0,0,0,0,0,0,8,9,14,225,282,501,261,373,639,8,5,11,2543,2587,5125
SAL50424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,43,97,8,0,8,3,0,3,0,0,0,0,0,0,3,4,4,4,7,11,77,56,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,16,11,12,20,0,0,0,96,80,172
SAL50425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,9,9,19
SAL50426,0,0,0,16,8,24,0,0,0,0,0,0,0,0,0,283,296,577,21,20,37,5,0,5,3,0,3,3,0,3,13,5,22,4,6,9,340,332,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,10,26,33,62,58,111,0,0,0,414,410,826
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,17
SAL50430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,5,4,0,0,0,21,19,35
SAL50431,25,24,45,33,19,45,0,0,0,0,0,0,6,7,9,798,824,1628,71,85,160,15,0,19,5,0,5,5,10,11,48,15,68,18,17,36,1025,995,2018,4,13,15,0,0,0,0,0,0,7,4,10,4,0,3,0,0,5,11,19,34,0,0,0,0,0,0,5,0,5,0,0,0,3,0,3,7,0,8,8,6,18,31,29,62,7,6,12,9,0,4,0,0,0,11,8,18,58,92,153,192,175,368,15,6,18,1335,1310,2641
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,6,0,0,0,10,6,17
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,8,5,10
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,6,0,0,0,9,5,17
SAL50435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,66,0,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,44,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,10,12,19,3,0,3,53,64,121
SAL50436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,42,7,0,8,3,0,3,0,0,0,0,0,0,0,0,0,4,0,6,31,24,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,7,5,15,0,0,0,56,40,94
SAL50437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,59,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,10,17,52,34,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,7,7,0,0,0,61,55,117
SAL50438,202,166,370,34,10,39,0,0,0,0,0,0,4,7,9,2415,2269,4686,110,150,260,40,0,41,14,0,14,50,6,58,56,7,60,23,43,65,2946,2662,5604,143,56,199,0,0,0,0,0,0,51,63,110,10,6,15,14,3,16,213,132,339,0,0,0,0,0,0,3,8,9,0,6,4,0,0,0,7,8,19,27,14,40,246,149,397,25,21,46,0,0,0,0,0,3,30,22,46,386,469,855,386,566,949,8,12,17,4002,3877,7877
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
SAL50441,0,0,0,26,8,33,0,0,0,0,0,0,0,0,0,916,919,1835,66,49,113,10,0,9,3,0,3,24,13,34,60,11,68,42,34,72,1147,1030,2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,21,0,25,28,0,27,0,0,0,0,0,0,0,0,0,0,0,0,139,237,376,243,255,498,16,17,32,1571,1539,3109
SAL50442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,22,9,3,8,0,0,0,0,0,0,0,0,0,0,0,4,9,15,28,31,30,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,37,36,70
SAL50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10,8,22
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,10,4,19
SAL50446,0,0,4,0,3,5,0,0,0,0,0,0,0,0,0,62,60,126,6,7,12,0,0,0,0,0,0,0,0,7,8,3,7,6,10,19,86,79,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,14,20,26,17,42,0,0,4,120,116,237
SAL50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,8,9,12,0,0,0,17,23,42
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,11
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11,11,17
SAL50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,21,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,5,3,13,0,0,0,31,27,53
SAL50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,5,0,0,0,0,7,12,21
SAL50452,0,0,0,18,7,23,0,0,0,0,0,0,0,6,8,659,623,1278,55,51,104,6,0,9,3,0,4,12,6,23,17,8,24,24,23,42,796,721,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,3,0,3,10,8,14,13,5,17,24,13,32,0,0,0,0,0,0,0,0,0,0,0,0,20,50,71,104,121,228,5,0,6,940,916,1854
SAL50453,86,106,192,36,43,77,0,0,0,0,0,0,18,12,34,1274,835,2108,63,120,176,23,0,24,7,0,7,9,3,10,32,3,32,8,12,24,1556,1133,2685,23,43,67,0,0,0,0,0,0,13,15,25,0,3,4,0,4,6,39,63,100,0,0,0,0,0,0,5,3,7,0,8,3,0,3,7,3,13,16,20,13,33,62,88,149,9,22,25,0,0,0,0,0,0,14,22,32,47,84,135,135,167,302,10,6,20,1824,1501,3319
SAL50454,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,107,112,222,11,17,32,6,3,6,0,0,0,6,5,8,6,0,0,8,11,17,156,148,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,20,18,36,3,5,7,174,185,359
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,9,8,19
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50457,28,17,46,72,57,131,0,0,0,0,0,0,13,3,13,1185,1198,2385,57,69,122,5,0,5,10,5,17,35,5,43,15,8,23,42,62,102,1464,1425,2884,25,24,53,0,0,0,0,0,0,7,11,22,0,4,8,4,0,4,43,44,86,0,0,0,0,0,0,0,7,5,3,4,7,3,0,0,4,7,12,19,4,18,63,52,120,8,8,9,0,0,0,3,0,3,10,10,19,227,292,512,188,285,474,6,4,7,1961,2060,4016
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,7,12,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,17,9,25
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,14,17,25
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,3,4,8
SAL50464,67,62,133,809,762,1566,3,0,0,0,0,0,35,42,76,1470,1043,2515,106,204,311,5,0,5,29,3,33,66,11,79,92,31,125,382,299,682,3066,2473,5539,62,84,138,0,0,0,0,0,0,3,5,3,0,0,0,3,0,3,69,85,155,0,0,0,0,0,0,10,9,12,5,19,18,26,21,46,32,43,77,31,11,43,131,138,271,17,15,35,11,4,18,3,4,5,26,25,50,333,260,587,338,345,691,20,11,26,3928,3243,7173
SAL50465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,54,4,3,4,0,0,0,0,0,0,0,0,0,4,0,5,10,6,17,45,34,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,38,4,6,8,0,0,0,71,59,123
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,3,11
SAL50467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,48,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,7,8,4,0,4,46,29,75
SAL50468,73,61,131,290,261,552,0,0,0,0,0,0,20,13,33,1789,1538,3330,113,189,300,15,0,16,16,3,17,64,21,81,54,17,73,57,60,116,2493,2164,4658,23,30,51,0,0,0,0,0,0,3,9,11,0,3,3,4,0,4,31,38,70,0,0,0,0,0,0,4,3,7,9,12,19,9,3,13,17,21,43,23,21,37,69,80,157,8,10,17,8,0,10,0,0,0,21,10,31,220,236,460,286,429,711,6,6,15,3101,2934,6036
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,8,7,15
SAL50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,8,13
SAL50471,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,23,12,32,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,30,28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,13,0,3,0,0,0,0,40,32,70
SAL50472,0,0,0,57,16,75,0,0,0,0,0,0,3,3,4,1409,1300,2712,123,94,223,22,0,22,6,0,5,9,0,12,26,9,34,19,25,45,1679,1457,3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,32,3,0,3,4,0,4,30,3,35,28,10,41,60,15,71,0,0,0,0,0,6,0,0,0,5,0,5,35,89,120,264,318,582,4,4,7,2044,1884,3929
SAL50473,24,31,54,18,9,24,0,0,0,0,0,0,7,6,7,602,579,1179,34,51,80,9,0,9,3,0,3,7,4,11,16,4,15,6,12,15,712,692,1410,9,12,22,0,0,0,0,0,0,11,4,12,0,3,3,3,5,6,22,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,9,7,7,9,31,29,65,3,9,13,0,0,3,0,0,0,4,13,14,54,48,102,98,99,198,4,0,10,908,889,1792
SAL50474,69,65,132,14,7,18,0,0,0,0,0,0,0,0,9,751,666,1414,56,38,87,20,0,20,10,0,10,6,6,15,30,3,34,15,5,18,968,787,1747,15,17,40,0,0,0,0,0,0,7,17,27,4,4,8,10,0,10,36,39,78,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,10,11,39,52,89,7,14,18,0,0,0,0,0,0,8,18,22,82,132,217,113,173,283,5,0,4,1212,1157,2370
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,12,10,26
SAL50476,18,24,46,30,9,35,0,0,0,0,0,0,3,0,0,602,603,1204,31,40,72,10,0,10,8,0,8,0,0,0,41,3,40,9,8,11,743,680,1420,8,13,20,0,0,0,0,0,0,9,6,19,0,3,5,0,0,0,19,25,37,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,4,7,10,6,16,32,28,59,5,3,11,4,0,4,0,0,0,12,3,11,32,71,105,126,160,283,4,0,8,943,944,1888
SAL50477,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,18,12,26,30,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,3,0,8,0,0,0,39,30,71
