SAL_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SAL50608,0,0,0,0,0,0,0,0
SAL50609,380,1976,1658,464,239,4718,90,4808
SAL50610,24,705,1191,290,117,2333,13,2347
SAL50611,28,207,402,130,80,844,10,852
SAL50612,0,6,16,7,4,32,0,32
SAL50613,34,906,1907,503,211,3562,30,3588
SAL50614,0,0,12,5,3,18,0,18
SAL50615,72,432,477,192,122,1293,16,1316
SAL50616,0,0,0,4,6,11,0,11
SAL50617,0,0,0,0,0,0,0,0
SAL50618,0,39,81,35,17,170,5,172
SAL50619,4,196,406,109,40,761,8,765
SAL50620,21,133,121,59,39,378,6,383
SAL50621,0,13,15,0,5,35,0,35
SAL50622,79,868,1174,343,165,2634,25,2657
SAL50623,37,411,611,234,187,1479,16,1492
SAL50624,0,8,5,0,0,12,0,12
SAL50625,17,133,298,165,153,769,11,777
SAL50626,0,5,14,15,12,44,0,44
SAL50627,0,0,0,0,0,0,0,0
SAL50628,16,110,176,120,119,543,8,550
SAL50629,0,21,70,29,29,158,5,160
SAL50630,0,4,11,14,3,36,0,39
SAL50631,0,3,17,13,7,43,0,43
SAL50632,0,0,0,0,0,0,0,0
SAL50633,124,1472,1789,726,394,4514,55,4571
SAL50634,0,15,39,21,17,89,0,97
SAL50635,176,625,282,55,14,1156,10,1163
SAL50636,12,398,663,191,94,1364,14,1380
SAL50637,0,8,10,15,8,41,0,41
SAL50638,70,902,1841,685,409,3913,24,3941
SAL50639,34,259,232,113,45,687,5,686
SAL50640,0,7,8,5,4,22,0,22
SAL50641,142,630,625,148,71,1614,31,1645
SAL50642,0,0,6,4,0,18,0,18
SAL50643,0,5,10,4,3,22,0,23
SAL50644,0,0,10,7,5,27,0,28
SAL50645,30,635,1132,352,181,2338,27,2362
SAL50646,0,6,17,11,15,51,0,53
SAL50647,0,0,5,3,0,14,0,14
SAL50648,0,0,0,0,0,0,0,0
SAL50649,0,0,0,3,0,4,0,4
SAL50650,0,4,5,5,0,15,0,15
SAL50651,0,5,0,0,0,3,0,3
SAL50652,0,3,0,3,7,10,0,10
SAL50653,3,14,33,26,23,96,5,98
SAL50654,17,203,165,38,27,452,10,463
SAL50655,0,23,23,14,4,64,0,66
SAL50656,0,0,0,0,0,0,0,0
SAL50657,0,48,86,57,53,235,4,239
SAL50658,0,6,24,8,9,47,0,51
SAL50659,0,3,9,5,0,14,0,14
SAL50660,0,0,0,4,0,6,0,6
SAL50661,59,833,1274,494,293,2952,39,2992
SAL50662,3,41,47,22,21,128,0,125
SAL50663,0,0,0,0,6,3,0,3
SAL50664,15,329,849,401,235,1829,17,1846
SAL50665,0,0,0,0,0,0,0,0
SAL50666,0,3,4,0,0,10,0,10
SAL50667,0,0,0,3,0,4,0,4
SAL50668,206,1034,854,208,112,2420,31,2448
SAL50669,0,0,0,0,0,11,0,11
SAL50670,268,1913,1595,330,102,4204,54,4259
SAL50671,0,0,0,0,0,0,0,0
SAL50672,0,3,11,3,12,30,0,31
SAL50673,15,12,0,0,0,27,3,31
SAL50674,0,4,15,0,3,25,0,25
SAL50675,0,0,0,0,0,0,0,0
SAL50676,0,4,7,0,0,20,0,20
SAL50677,0,0,11,4,4,22,0,22
SAL50678,0,0,3,5,0,15,0,16
SAL50679,0,14,35,9,6,68,0,68
SAL50680,0,0,4,0,10,13,0,13
SAL50681,4,10,37,18,30,100,4,102
SAL50682,4,164,392,159,145,866,5,874
SAL50683,12,247,553,253,177,1244,4,1247
SAL50684,0,22,19,12,11,67,0,63
SAL50685,7,4,3,0,0,13,0,13
SAL50686,4,69,174,98,73,419,7,433
SAL50687,0,0,4,0,0,3,0,4
SAL50688,0,3,24,11,12,50,0,50
SAL50689,0,0,6,3,9,18,0,18
SAL50690,0,5,5,5,10,25,0,25
SAL50691,4,5,12,5,4,36,4,37
SAL50692,4,39,42,23,7,123,0,124
SAL50693,0,3,0,6,0,7,0,7
SAL50694,28,23,7,0,0,65,0,65
SAL50695,0,0,3,3,9,16,4,17
SAL50696,13,368,634,227,111,1358,15,1373
SAL50697,0,7,6,7,9,23,0,23
SAL50698,0,3,13,11,18,41,0,44
SAL50699,0,0,7,10,6,21,0,21
SAL50700,78,413,194,36,14,742,8,752
SAL50701,246,1502,1233,365,173,3521,65,3586
SAL50702,177,1206,820,142,82,2422,22,2442
SAL50703,0,32,63,24,19,140,3,141
SAL50704,0,0,0,0,0,0,0,0
SAL50705,14,260,301,132,54,771,12,779
SAL50706,0,3,4,0,4,13,0,13
SAL50707,99,850,1103,432,302,2793,24,2820
SAL50708,0,11,18,13,7,43,5,45
SAL50709,19,202,217,69,36,541,14,557
SAL50710,0,0,0,0,0,0,0,0
SAL50711,4,64,110,70,40,279,0,285
SAL50712,112,516,453,178,77,1340,32,1378
SAL50713,0,0,13,7,9,33,0,33
SAL50714,51,519,867,312,192,1949,20,1961
SAL50715,0,0,12,3,4,24,0,24
SAL50716,59,18,6,0,0,83,0,85
SAL50717,7,82,70,34,18,221,3,219
SAL50718,25,184,227,90,51,574,9,582
SAL50719,0,44,94,29,16,186,6,196
SAL50720,0,0,0,0,0,4,0,4
SAL50721,0,0,0,0,0,0,0,0
SAL50722,0,33,44,13,15,100,0,102
SAL50723,5,7,0,0,0,18,0,18
SAL50724,52,201,202,84,35,580,16,594
SAL50725,126,1058,1441,519,284,3430,32,3459
SAL50726,0,11,3,0,5,16,0,20
SAL50727,0,9,6,8,13,33,0,33
SAL50728,0,15,53,10,4,84,0,85
SAL50729,0,0,8,3,4,15,0,15
SAL50730,10,43,49,16,14,132,6,136
SAL50731,3,159,300,113,74,657,10,665
SAL50732,0,17,52,35,31,135,0,132
SAL50733,0,0,0,0,0,0,0,0
SAL50734,0,8,18,17,13,62,0,63
SAL50735,0,0,0,0,0,0,0,0
SAL50736,0,0,8,13,11,30,0,30
SAL50737,3,27,9,0,0,41,0,41
SAL50738,0,21,6,4,6,38,4,43
SAL50739,0,22,41,20,12,105,0,106
SAL50740,135,947,1576,479,245,3381,32,3414
SAL50741,0,0,0,0,0,0,0,0
SAL50742,104,450,457,169,107,1276,42,1317
SAL50743,0,3,11,0,11,24,0,21
SAL50744,0,13,5,7,4,24,0,30
SAL50745,8,157,161,50,18,389,4,395
SAL50746,0,0,8,8,3,14,0,14
SAL50747,32,107,109,50,38,339,10,352
SAL50748,267,1490,1414,540,314,4023,64,4089
SAL50749,5,120,170,78,46,422,13,435
SAL50750,0,4,6,3,3,8,0,8
SAL50751,0,0,0,0,0,0,0,0
SAL50752,74,536,706,213,98,1621,12,1632
SAL50753,0,12,17,8,8,44,0,50
SAL50754,79,663,715,271,191,1921,47,1966
SAL50755,0,0,0,0,0,0,0,0
SAL50756,191,1178,1034,280,139,2824,42,2860
SAL50757,0,17,29,17,15,88,3,86
SAL50758,29,225,276,97,56,675,8,683
SAL50759,0,3,0,0,0,5,0,5
SAL50760,11,24,5,5,4,46,17,58
SAL50761,0,24,34,17,27,95,0,95
SAL50762,0,5,4,3,0,16,0,16
SAL50763,0,24,34,25,16,97,0,101
SAL50764,157,1425,2081,729,388,4780,31,4808
SAL50765,0,0,3,3,0,5,0,5
SAL50766,38,614,1065,388,218,2334,21,2360
SAL50767,0,0,0,0,3,6,0,6
SAL50768,0,15,21,11,10,57,0,57
SAL50769,0,0,5,0,0,5,0,3
SAL50770,0,0,4,5,0,4,0,4
SAL50771,34,142,161,58,56,451,23,468
SAL50772,0,6,16,6,7,35,0,33
SAL50773,3,42,43,21,16,130,5,140
SAL50774,0,3,0,3,4,16,0,16
SAL50775,0,0,7,9,4,20,0,25
SAL50776,0,0,6,4,5,12,0,15
SAL50777,0,0,8,0,0,8,0,4
SAL50778,0,0,3,6,0,4,0,4
SAL50779,0,0,0,0,0,0,0,0
SAL50780,0,3,5,3,9,20,0,18
SAL50781,104,470,443,146,117,1282,25,1306
SAL50782,31,157,130,46,18,390,5,398
SAL50783,5,45,32,11,5,98,4,99
SAL50784,0,9,8,3,3,25,0,25
SAL50785,0,13,24,9,5,50,0,50
SAL50786,0,8,9,7,6,22,0,22
SAL50787,0,26,47,18,15,104,0,105
SAL50788,4,10,21,4,6,40,0,46
SAL50789,0,0,4,0,8,17,0,16
SAL50790,0,6,7,0,3,16,0,16
SAL50791,0,4,13,17,11,45,0,47
SAL50792,4,43,52,15,19,133,4,131
SAL50793,0,7,12,4,8,24,0,28
SAL50794,0,4,0,0,0,5,0,5
SAL50795,0,0,0,0,0,3,0,3
SAL50796,16,4,0,0,0,25,5,23
SAL50797,0,0,3,7,7,15,0,15
SAL50798,4,14,11,0,0,26,0,30
SAL50799,160,524,524,194,123,1524,80,1608
SAL50800,10,5,3,0,0,17,0,17
SAL50801,0,0,0,0,0,0,0,0
SAL50802,0,0,7,3,0,12,0,12
SAL50803,0,0,0,0,0,7,0,7
SAL50804,0,0,0,0,0,0,0,4
SAL50805,0,0,0,0,0,7,0,7
SAL50806,10,87,71,13,7,194,3,198
SAL50807,0,5,4,0,3,9,0,9
SAL50808,76,57,21,4,5,163,6,170
SAL50809,12,29,5,0,3,53,6,53
SAL50810,0,0,0,0,0,0,0,0
SAL50811,0,0,7,5,7,23,0,23
SAL50812,0,0,0,5,0,3,0,3
SAL50813,0,0,5,0,5,8,0,8
SAL50814,0,0,0,0,0,0,0,0
SAL50815,3,45,93,46,55,246,3,250
SAL50816,46,505,745,274,138,1712,16,1721
SAL50817,0,0,0,0,0,0,0,0
SAL50818,0,0,0,0,0,0,0,0
SAL50819,8,65,86,23,9,196,3,204
SAL50820,0,0,5,0,0,8,0,8
SAL50821,0,0,3,0,3,3,0,5
SAL50822,0,3,8,3,9,25,4,28
SAL50823,0,0,0,0,3,6,0,6
SAL50824,0,0,0,0,0,6,0,6
SAL50825,0,0,0,0,4,11,0,11
SAL50826,0,4,8,3,8,21,0,21
SAL50827,0,0,0,0,0,0,0,0
SAL50828,35,763,885,303,104,2094,25,2119
SAL50829,17,183,295,121,63,687,18,700
SAL50830,11,116,106,44,24,302,9,311
SAL50831,56,918,2301,859,491,4620,26,4647
SAL50832,4,62,50,25,16,158,0,163
SAL50833,114,734,618,266,142,1881,38,1914
SAL50834,0,6,10,0,3,13,0,13
SAL50835,76,544,558,199,77,1454,13,1462
SAL50836,25,67,35,16,4,141,6,147
SAL50837,0,7,8,0,0,9,0,9
SAL50838,53,355,388,142,78,1015,20,1034
SAL50839,0,40,42,25,8,109,0,115
SAL50840,116,825,518,100,37,1591,10,1600
SAL50841,0,40,43,28,12,124,0,123
SAL50842,75,894,1861,632,341,3800,18,3817
SAL50843,0,0,0,0,0,0,0,0
SAL50844,9,57,44,6,0,120,0,121
SAL50845,0,17,32,8,19,73,0,73
SAL50846,27,62,57,24,10,177,19,195
SAL50847,10,141,425,231,191,997,13,1002
SAL50848,0,0,0,0,0,0,0,0
SAL50849,83,578,1175,540,445,2817,29,2845
SAL50850,0,0,5,5,0,15,0,15
SAL50851,0,0,0,0,0,7,0,7
SAL50852,0,4,13,4,3,21,0,21
SAL50853,10,135,257,88,79,573,0,576
SAL50854,0,0,0,5,0,7,0,7
SAL50855,0,0,0,0,0,0,0,0
SAL50856,0,0,0,0,4,4,0,4
SAL50857,109,517,409,146,69,1253,32,1286
SAL50858,53,218,156,45,25,499,16,516
SAL50859,0,0,4,0,0,9,0,9
SAL50860,0,0,0,0,0,0,0,0
SAL50861,0,0,8,0,7,18,0,16
SAL50862,0,14,18,21,11,64,0,64
SAL50863,0,70,263,195,174,705,7,708
SAL50864,0,0,0,0,0,8,0,5
SAL50865,10,166,281,150,85,681,7,693
SAL50866,0,15,26,10,13,65,0,65
SAL50867,0,3,23,11,7,46,0,46
SAL50868,0,3,10,5,10,26,0,26
SAL50869,0,0,0,0,0,6,0,6
SAL50870,0,11,4,0,0,14,0,11
SAL50871,73,521,529,145,79,1341,10,1350
SAL50872,0,0,3,0,0,0,3,3
SAL50873,272,1573,1468,549,353,4225,56,4282
SAL50874,58,703,1071,344,162,2339,28,2359
SAL50875,17,319,600,228,120,1283,8,1296
SAL50876,0,0,0,0,0,0,0,0
SAL50877,0,0,0,6,0,9,0,9
SAL50878,0,0,0,3,6,7,0,7
SAL50879,3,47,131,67,48,293,0,295
SAL50880,18,146,135,34,15,343,6,347
SAL50881,26,397,650,293,249,1616,18,1632
SAL50882,0,0,0,0,0,3,0,3
SAL50883,0,3,5,0,6,18,0,18
SAL50884,0,5,0,0,0,4,0,4
SAL50885,0,0,5,4,5,16,0,16
SAL50886,0,4,7,0,0,11,0,11
SAL50887,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,4,0,4
SAL50889,0,10,23,12,4,51,0,51
SAL50890,566,2143,976,225,85,4000,108,4110
SAL50891,121,635,602,224,117,1696,31,1722
SAL50892,0,9,8,8,0,22,0,22
SAL50893,87,510,669,212,72,1543,10,1550
SAL50894,25,7,0,0,0,28,0,29
SAL50895,0,12,24,13,5,53,3,55
SAL50896,152,1035,1362,583,366,3500,42,3543
SAL50897,0,7,9,0,6,26,0,25
SAL50898,0,25,65,34,23,152,0,152
SAL50899,30,51,17,7,9,114,8,121
SAL50900,0,0,3,5,5,16,0,16
SAL50901,0,22,38,26,51,145,0,149
SAL50902,0,4,0,0,0,5,0,8
SAL50903,92,1017,1331,405,177,3028,52,3076
SAL50904,3,19,72,76,85,255,0,258
SAL50905,12,193,422,127,75,831,9,838
SAL50906,0,0,0,0,0,5,0,5
SAL50907,0,5,0,0,0,6,0,6
SAL50908,0,0,9,6,6,20,0,20
SAL50909,0,0,0,0,0,0,0,0
SAL50910,0,0,0,0,0,0,0,0
SAL50911,16,142,235,105,100,596,4,607
SAL50912,0,10,6,0,4,18,0,19
SAL50913,8,34,38,6,15,99,0,101
SAL50914,0,0,0,0,0,0,0,0
SAL50915,0,0,3,0,3,5,0,5
SAL50916,0,16,24,16,8,65,0,65
SAL50917,663,3297,1837,329,150,6271,77,6351
SAL50918,0,0,3,12,4,25,0,25
SAL50919,4,3,4,0,4,13,0,13
SAL50920,31,346,642,209,117,1335,20,1356
SAL50921,0,0,0,0,0,0,0,0
SAL50922,108,1168,1349,395,150,3164,38,3201
SAL50923,0,21,30,16,13,78,0,80
SAL50924,0,3,0,0,0,3,0,6
SAL50925,87,442,331,90,39,982,21,1007
SAL50926,38,79,64,19,12,207,15,230
SAL50927,0,0,0,0,0,0,0,0
SAL50928,0,12,15,17,19,64,0,65
SAL50929,0,0,5,0,4,11,0,11
SAL50930,0,11,19,16,13,54,0,56
SAL50931,0,0,0,0,0,0,0,0
SAL50932,78,727,1040,280,152,2285,19,2296
SAL50933,113,467,316,108,64,1060,28,1092
SAL50934,7,14,12,8,0,41,0,45
SAL50935,0,0,5,0,0,5,0,5
SAL50936,0,8,6,12,3,32,0,32
SAL50937,0,0,7,7,5,22,0,22
SAL50938,60,349,353,140,59,955,22,978
SAL50939,158,864,659,206,117,2013,39,2053
SAL50940,0,10,5,0,7,13,0,13
SAL50941,3,10,28,22,17,78,0,78
SAL50942,0,0,4,0,0,11,0,11
SAL50943,0,0,3,0,0,4,0,4
SAL50944,54,392,374,146,99,1066,25,1084
SAL50945,3,18,36,14,14,86,4,91
SAL50946,9,134,124,39,11,314,6,319
SAL50947,439,1502,702,126,52,2819,77,2900
SAL50948,75,306,293,91,54,823,13,841
SAL50949,0,9,7,10,7,36,0,35
SAL50950,15,167,318,107,45,648,14,661
SAL50951,8,207,473,144,55,883,0,890
SAL50952,0,14,36,23,14,84,0,84
SAL50953,0,25,61,42,40,168,4,170
SAL50954,0,0,6,0,3,8,0,13
SAL50955,0,4,0,0,0,4,0,5
SAL50956,0,3,0,5,0,9,0,9
SAL50957,7,94,126,66,47,343,4,343
SAL50958,0,0,5,0,0,6,0,6
SAL50959,0,0,6,4,5,16,0,16
SAL50960,38,633,1133,482,311,2609,17,2626
SAL50961,0,6,0,0,5,15,0,15
SAL50962,0,9,0,0,0,13,0,13
SAL50963,7,28,40,14,6,96,7,97
SAL50964,0,6,11,3,5,30,0,30
SAL50965,0,0,0,0,4,4,0,4
SAL50966,0,0,0,3,8,12,0,12
SAL50967,0,5,6,0,3,16,0,17
SAL50968,0,7,0,5,6,28,0,24
SAL50969,66,326,281,89,38,802,8,812
SAL50970,187,798,792,423,223,2414,63,2478
SAL50971,8,4,0,0,0,12,0,15
SAL50972,0,0,7,4,4,16,0,16
SAL50973,0,3,17,5,4,30,0,27
SAL50974,0,8,11,3,11,28,0,28
SAL50975,0,13,28,24,11,80,0,81
SAL50976,0,4,12,8,4,20,3,25
SAL50977,0,0,0,0,7,7,0,7
SAL50978,0,35,27,6,3,74,0,80
SAL50979,0,0,0,3,0,5,0,5
SAL50980,0,14,58,26,25,125,0,122
SAL50981,0,4,4,0,5,20,0,20
SAL50982,3,0,8,4,7,18,0,18
SAL50983,0,13,21,18,8,64,0,70
SAL50984,0,3,5,3,0,12,0,12
SAL50985,0,0,0,0,0,0,0,0
SAL50986,0,0,3,4,6,11,0,11
SAL50987,0,17,28,12,20,76,5,79
SAL50988,33,230,198,78,67,600,25,629
SAL50989,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,3,0,3
SAL50991,0,0,10,3,4,25,0,25
SAL50992,0,42,99,70,61,267,4,274
SAL50993,8,57,58,22,0,146,3,152
SAL50994,0,4,7,0,6,15,0,15
SAL50995,0,0,5,0,0,5,0,5
SAL50996,0,54,114,80,56,306,4,307
SAL50997,26,113,86,37,11,268,7,270
SAL50998,462,3075,3418,1052,553,8569,127,8693
SAL50999,0,4,3,6,4,11,0,11
SAL51000,317,1283,1278,392,212,3481,43,3520
SAL51001,0,0,5,4,0,13,0,13
SAL51002,0,0,0,3,0,7,0,7
SAL51003,0,0,0,0,0,0,0,0
SAL51004,32,334,367,174,117,1024,14,1040
SAL51005,0,0,0,0,0,0,0,4
SAL51006,3,6,6,0,0,22,0,22
SAL51007,0,0,0,0,0,4,0,4
SAL51008,80,555,766,254,109,1767,13,1776
SAL51009,15,108,87,33,21,272,3,275
SAL51010,0,8,12,3,8,28,0,34
SAL51011,0,0,0,0,0,0,0,0
SAL51012,0,0,5,0,0,11,0,11
SAL51013,0,11,23,17,7,59,0,59
SAL51014,58,31,8,0,0,97,12,109
SAL51015,140,1013,1332,335,126,2943,22,2966
SAL51016,14,229,441,242,216,1147,10,1154
SAL51017,0,0,3,5,4,8,0,13
SAL51018,0,0,0,0,0,6,0,6
SAL51019,0,0,0,0,4,3,0,3
SAL51020,0,0,0,0,0,0,0,0
SAL51021,366,2094,1565,410,202,4641,44,4681
SAL51022,0,0,0,0,0,0,0,0
SAL51023,0,0,8,0,0,9,0,9
SAL51024,6,46,41,15,14,123,0,128
SAL51025,18,201,169,38,16,444,3,452
SAL51026,25,311,441,227,121,1125,16,1135
SAL51027,0,0,0,0,0,3,0,3
SAL51028,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0
SAL51030,87,963,1219,379,200,2842,21,2866
SAL51031,41,290,280,128,87,821,20,844
SAL51032,0,0,0,0,0,0,0,0
SAL51033,0,0,0,0,0,3,0,3
SAL51034,0,0,3,0,6,12,0,12
SAL51035,0,0,3,0,0,3,0,3
SAL51036,21,416,502,190,59,1194,10,1199
SAL51037,0,4,11,9,4,19,0,19
SAL51038,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0
SAL51040,3,56,106,79,81,316,3,323
SAL51041,0,10,23,10,11,50,0,49
SAL51042,33,33,9,0,0,74,8,85
SAL51043,0,0,3,0,0,7,0,7
SAL51044,5,45,53,20,17,134,6,140
SAL51045,0,0,0,0,0,0,0,0
SAL51046,0,6,0,0,0,3,0,6
SAL51047,27,464,1018,389,223,2118,9,2125
SAL51048,0,16,16,17,12,59,0,60
SAL51049,8,48,29,22,5,114,3,118
SAL51050,6,29,35,22,13,100,4,110
SAL51051,4,26,28,12,15,75,0,79
SAL51052,0,4,11,8,8,31,0,33
SAL51053,0,4,9,9,0,27,0,27
SAL51054,0,3,0,0,0,3,0,3
SAL51055,47,315,434,217,161,1175,17,1191
SAL51056,6,68,155,90,86,405,5,412
SAL51057,0,0,0,0,0,0,0,0
SAL51058,0,4,3,5,10,18,0,18
SAL51059,3,16,14,7,9,45,5,48
SAL51060,0,10,13,15,21,58,0,59
SAL51061,0,0,3,6,3,16,0,15
SAL51062,0,9,17,13,3,36,0,36
SAL51063,0,0,4,8,0,10,5,16
SAL51064,49,395,373,141,69,1039,14,1055
SAL51065,0,0,0,3,0,11,0,11
SAL51066,0,0,0,0,0,7,0,7
SAL51067,0,44,46,24,17,133,0,133
SAL51068,0,0,0,0,0,0,0,0
SAL51069,65,277,297,69,56,766,10,773
SAL51070,0,21,50,46,39,160,4,162
SAL51071,0,16,19,9,0,49,0,49
SAL51072,0,0,0,0,3,3,0,3
SAL51073,0,0,0,0,0,0,0,0
SAL51074,0,0,8,3,5,14,0,14
SAL51075,0,0,3,7,0,14,0,14
SAL51076,0,9,43,27,26,104,0,104
SAL51077,0,0,3,0,0,5,0,5
SAL51078,0,0,6,0,3,10,0,10
SAL51079,0,0,0,0,0,0,0,0
SAL51080,0,0,0,0,0,0,0,0
SAL51081,0,5,0,7,8,24,5,22
SAL51082,0,0,0,3,0,7,0,7
SAL51083,23,120,153,62,28,391,9,402
SAL51084,0,8,15,0,6,27,0,30
SAL51085,0,8,0,5,0,12,0,19
SAL51086,0,15,39,26,17,94,0,96
SAL51087,0,0,3,0,0,9,0,9
SAL51088,4,58,66,16,5,154,0,159
SAL51089,0,3,8,9,4,26,0,26
SAL51090,0,4,10,8,5,26,0,26
SAL51091,0,5,7,0,0,10,0,10
SAL51092,0,25,68,45,39,180,4,181
SAL51093,112,597,486,199,105,1493,36,1532
SAL51094,0,4,11,6,15,31,5,37
SAL51095,6,13,5,4,4,27,3,30
SAL51096,0,3,4,0,0,9,0,11
SAL51097,0,0,0,0,0,0,0,0
SAL51098,158,1172,1647,479,235,3686,27,3711
SAL51099,0,5,13,6,11,38,0,38
SAL51100,0,0,6,0,5,3,0,9
SAL51101,0,3,13,11,10,28,0,28
SAL51102,0,17,23,19,17,79,0,77
SAL51103,0,0,3,0,0,4,0,4
SAL51104,0,3,13,4,13,28,0,28
SAL51105,0,0,0,0,0,0,0,0
SAL51106,0,0,0,0,0,0,0,0
SAL51107,0,0,7,5,4,16,0,16
SAL51108,0,0,3,0,0,6,0,6
SAL51109,4,15,20,8,10,58,0,63
SAL51110,0,9,15,6,11,38,0,41
SAL51111,56,425,533,181,92,1286,34,1323
SAL51112,5,7,0,0,0,8,0,8
SAL51113,21,266,648,288,122,1354,21,1370
SAL51114,0,28,35,21,20,104,0,100
SAL51115,0,0,6,10,3,25,0,25
SAL51116,0,3,0,0,0,3,0,3
SAL51117,0,0,5,0,3,5,0,5
SAL51118,0,4,10,3,6,25,0,29
SAL51119,0,3,11,8,10,30,0,30
SAL51120,0,0,5,3,5,16,0,16
SAL51121,0,0,3,0,4,8,0,8
SAL51122,388,2423,1846,437,152,5242,81,5326
SAL51123,0,3,5,3,3,16,0,16
SAL51124,116,914,1203,447,279,2959,26,2981
SAL51125,0,17,14,12,0,38,0,38
SAL51126,0,0,6,3,5,9,0,9
SAL51127,22,99,59,13,15,212,28,238
SAL51128,0,0,0,3,3,9,0,9
SAL51129,0,0,0,0,0,0,0,0
SAL51130,70,511,621,180,105,1486,15,1501
SAL51131,0,0,0,0,0,3,0,3
SAL51132,0,10,43,24,25,110,3,114
SAL51133,0,0,0,0,0,7,0,7
SAL51134,0,0,0,0,0,0,0,0
SAL51135,29,518,669,173,80,1471,13,1481
SAL51136,3,34,110,69,51,265,4,269
SAL51137,0,0,0,0,0,3,0,3
SAL51138,100,687,651,141,70,1644,13,1659
SAL51139,0,11,22,10,6,52,0,52
SAL51140,0,11,8,0,3,25,0,25
SAL51141,0,0,3,0,9,10,0,10
SAL51142,0,0,5,4,5,16,0,16
SAL51143,0,3,3,3,0,8,0,8
SAL51144,3,96,217,92,43,454,0,450
SAL51145,0,0,0,0,3,10,0,10
SAL51146,0,0,7,5,3,11,0,11
SAL51147,288,1589,1449,380,151,3854,32,3883
SAL51148,3,26,42,19,21,111,6,116
SAL51149,0,0,0,0,4,6,0,6
SAL51150,0,9,13,3,8,37,0,43
SAL51151,0,0,4,0,0,5,0,5
SAL51152,0,10,21,7,6,46,0,46
SAL51153,0,25,15,8,10,64,6,65
SAL51154,0,0,0,0,6,5,0,5
SAL51155,0,0,3,0,0,10,0,10
SAL51156,6,112,124,60,41,342,6,351
SAL51157,177,891,865,340,161,2434,52,2484
SAL51158,8,92,116,56,29,295,19,313
SAL51159,131,380,72,4,0,592,6,604
SAL51160,0,34,34,11,12,89,4,95
SAL51161,0,0,0,0,0,4,0,4
SAL51162,3,15,20,12,14,62,3,67
SAL51163,0,4,3,0,0,6,0,6
SAL51164,0,0,7,5,4,11,0,11
SAL51165,10,15,4,6,0,39,3,42
SAL51166,0,0,6,0,0,4,0,4
SAL51167,40,173,120,39,17,387,11,400
SAL51168,5,22,17,9,10,56,5,57
SAL51169,0,0,0,3,0,9,0,9
SAL51170,0,13,25,4,16,64,0,62
SAL51171,0,20,35,16,16,93,0,93
SAL51172,15,102,66,17,13,206,3,207
SAL51173,0,0,0,0,0,0,0,0
SAL51174,3,79,277,205,273,841,6,848
SAL51175,5,101,162,78,27,364,6,377
SAL51176,36,584,1201,529,323,2677,24,2703
SAL51177,0,0,4,4,0,11,0,11
SAL51178,0,0,3,4,4,12,0,12
SAL51179,0,10,40,23,30,105,6,105
SAL51180,0,12,14,7,4,43,0,44
SAL51181,14,78,100,38,17,251,9,253
SAL51182,0,0,0,0,0,0,3,4
SAL51183,0,0,0,0,0,0,0,0
SAL51184,47,352,263,101,50,818,15,835
SAL51185,21,109,61,46,63,295,10,303
SAL51186,0,4,0,0,0,11,0,11
SAL51187,0,0,5,3,9,13,0,13
SAL51188,6,12,10,0,0,25,3,28
SAL51189,141,685,580,211,94,1716,36,1753
SAL51190,181,1104,644,112,52,2098,28,2121
SAL51191,0,16,27,14,3,64,3,66
SAL51192,64,956,1502,472,195,3192,26,3215
SAL51193,0,17,13,17,11,57,0,57
SAL51194,0,0,14,0,16,28,0,28
SAL51195,0,0,0,0,0,7,0,7
SAL51196,0,3,5,0,7,20,0,23
SAL51197,211,1424,1236,266,112,3248,43,3296
SAL51198,4,28,8,3,0,46,0,51
SAL51199,0,0,0,3,4,6,0,6
SAL51200,23,12,3,0,0,37,5,37
SAL51201,10,160,100,37,19,333,3,335
SAL51202,0,6,21,20,14,54,0,54
SAL51203,0,14,0,0,0,14,0,19
SAL51204,0,0,0,0,0,0,0,0
SAL51205,7,134,325,177,165,806,0,811
SAL51206,0,0,0,0,0,0,0,4
SAL51207,0,0,0,11,4,20,0,20
SAL51208,0,24,60,51,48,180,3,182
SAL51209,93,766,993,285,170,2305,27,2332
SAL51210,146,933,815,286,135,2318,43,2356
SAL51211,0,4,15,3,4,22,0,22
SAL51212,9,0,0,0,0,9,0,9
SAL51213,0,3,13,6,7,26,0,26
SAL51214,0,7,8,6,0,24,0,24
SAL51215,0,0,4,0,0,10,0,10
SAL51216,0,0,0,0,0,0,0,0
SAL51217,0,18,15,4,0,33,0,33
SAL51218,3,12,0,4,4,15,10,29
SAL51219,29,470,708,210,94,1510,16,1527
SAL51220,0,0,0,4,0,9,0,9
SAL51221,0,0,8,0,0,9,0,9
SAL51222,32,270,258,91,41,693,20,715
SAL51223,5,91,168,51,23,334,5,337
SAL51224,20,112,121,46,19,320,5,326
