SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL50491,61,1701,549,320,1250,0.6,957,2
SAL50492,52,1500,696,235,1956,0.7,1087,1.9
SAL50493,0,0,0,0,0,0,0,0
SAL50494,56,0,1416,160,3250,0.6,2250,1.7
SAL50495,29,0,1125,0,0,0.3,1125,1
SAL50496,62,3000,833,0,1649,0.9,1875,2.9
SAL50497,36,2090,967,340,2252,0.9,2029,2.5
SAL50498,49,3600,949,210,2166,1.2,1187,2.4
SAL50499,53,3359,1016,250,2999,1,3625,3
SAL50500,50,1625,635,300,1562,0.7,1207,2.2
SAL50501,55,1950,1019,300,2405,0.7,2166,2.4
SAL50502,41,1700,745,314,2003,0.7,1533,2.4
SAL50503,44,0,1125,90,0,1,350,1
SAL50504,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0
SAL50506,57,0,225,0,0,1,225,1
SAL50507,54,0,262,0,450,1.3,649,1.5
SAL50508,33,1625,486,100,1051,1,1375,2.6
SAL50509,24,0,0,0,0,0,0,0
SAL50510,42,3250,1215,600,4270,0.8,3570,3
SAL50511,66,0,0,0,0,0,0,0
SAL50512,52,1814,659,250,1416,0.8,1199,2.1
SAL50513,41,1500,687,190,1875,0.8,1375,2.3
SAL50514,65,0,949,0,0,0,0,0
SAL50515,50,2300,589,883,1187,0.9,1125,3
SAL50516,34,0,1843,0,0,0,0,0
SAL50517,41,1733,774,350,2067,0.7,1875,2.7
SAL50518,38,1733,810,350,1982,0.7,1614,2.5
SAL50519,40,0,2039,50,1024,0.9,899,1.8
SAL50520,46,1285,1020,155,2147,0.7,1573,2.2
SAL50521,29,0,1875,0,4250,0.8,2749,2
SAL50522,41,2167,1021,380,2713,0.8,1822,2
SAL50523,58,1509,503,231,1138,0.8,813,2
SAL50524,59,0,1125,0,1687,0.6,1687,2.3
SAL50525,52,1733,553,250,1552,0.7,1296,2.6
SAL50526,55,750,850,400,1458,0.7,1208,2.3
SAL50527,37,471,1137,109,2333,0.7,1916,2.6
SAL50528,39,0,2323,0,1375,1.3,1375,4
SAL50529,24,0,1443,0,0,0,0,0
SAL50530,47,1083,687,75,1437,0.8,1458,2.3
SAL50531,27,0,425,69,1125,1.1,1187,3.5
SAL50532,55,0,630,0,1125,0.7,1062,1.7
SAL50533,46,2000,865,380,2488,0.7,2330,2.9
SAL50534,50,1733,677,360,1648,0.6,1333,2.3
SAL50535,45,2054,860,264,2333,0.7,1687,2.4
SAL50536,47,1400,645,220,1718,0.7,1142,2
SAL50537,48,2166,1531,0,2149,0.7,2250,2.5
SAL50538,34,0,374,41,649,1,649,2.8
SAL50539,39,1149,702,290,1770,0.8,1542,2.7
SAL50540,30,0,236,50,661,1.6,1292,5
SAL50541,38,0,0,0,0,0,0,0
SAL50542,47,2300,917,350,2551,0.8,2449,2.9
SAL50543,43,1060,887,250,2250,0.7,1792,2.7
SAL50544,55,0,437,0,949,0.8,949,2.6
SAL50545,49,3878,1458,192,3749,0.8,3250,2.5
SAL50546,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0
SAL50548,40,1699,746,305,1840,0.7,1603,2.6
SAL50549,41,434,1107,75,1437,0.6,1375,2.1
SAL50550,36,1400,582,293,1422,0.8,1239,2.6
SAL50551,41,1580,700,310,1781,0.8,1473,2.7
SAL50552,45,1950,876,380,2459,0.7,2103,2.6
SAL50553,35,1517,784,330,1810,0.7,1620,2.7
SAL50554,52,1950,725,0,2249,0.7,1875,2.6
SAL50555,28,1000,1031,0,2124,0.7,2124,3.1
SAL50556,34,1300,848,280,2004,1,1562,2.1
SAL50557,35,1700,945,320,2197,0.7,1973,2.7
SAL50558,45,2080,872,225,2125,0.7,1916,2.7
SAL50559,41,1759,749,209,1916,0.8,1312,2.4
SAL50560,40,1750,1083,100,2624,0.8,2583,2.8
SAL50561,55,2400,682,300,1888,0.7,1426,2.6
SAL50562,43,1733,1110,420,2446,0.9,2137,2.7
SAL50563,57,0,574,0,574,1.1,900,1.5
SAL50564,39,680,697,200,2012,0.7,1458,2.6
SAL50565,33,0,1218,0,2999,0.7,1875,2.4
SAL50566,30,1777,895,350,2148,0.8,1891,2.8
SAL50567,63,2000,774,368,1531,0.6,1233,2
SAL50568,50,0,899,700,949,0.6,1124,2.1
SAL50569,55,934,657,180,1593,0.7,923,2
SAL50570,46,0,604,100,1125,0.7,1062,2.8
SAL50571,49,2253,918,400,2616,0.7,2169,2.6
SAL50572,41,552,725,100,1875,0.8,1375,3
SAL50573,0,0,0,0,0,0,0,0
SAL50574,38,1500,635,290,1550,0.8,1254,2.5
SAL50575,45,1867,921,295,2321,0.9,1718,2.6
SAL50576,37,1436,687,0,1875,1.2,1374,2.4
SAL50577,42,1000,1018,140,2062,0.7,1625,2.4
SAL50578,52,986,547,225,1375,0.7,1125,2.2
SAL50579,66,1428,503,245,993,0.6,860,1.8
SAL50580,37,1354,966,125,1666,0.7,1625,2.6
SAL50581,49,2925,788,280,2312,0.8,2812,3.2
SAL50582,52,959,483,200,1428,0.7,964,2
SAL50583,47,1387,540,295,1341,0.7,1004,2.3
SAL50584,37,2000,840,280,2166,0.8,1958,2.8
SAL50585,46,1800,806,345,2063,0.7,1669,2.5
SAL50586,45,1717,794,350,2031,0.9,1892,2.7
SAL50587,40,1972,876,390,2351,0.7,1949,2.6
SAL50588,35,1260,949,0,3499,0.8,2749,3
SAL50589,63,433,433,275,850,1,833,2
SAL50590,53,0,474,240,3250,1.2,450,1.8
SAL50591,29,1300,248,65,519,1.3,480,3.3
SAL50592,64,0,0,0,0,1,0,1
SAL50593,62,1235,599,255,1303,0.6,949,2
SAL50594,46,2300,875,350,3005,0.8,2207,2.3
SAL50595,53,0,900,250,1499,0.6,1499,2.3
SAL50596,35,0,1437,200,3125,0.7,2249,2.5
SAL50597,30,1400,1562,0,2250,0.9,2250,3.4
SAL50598,53,1648,665,0,1312,0.8,966,2.2
SAL50599,42,2600,981,600,3176,0.8,2658,2.8
SAL50600,50,1300,695,180,1749,0.7,1416,2.5
SAL50601,44,4498,700,270,2125,0.9,1625,2.6
SAL50602,30,1780,452,125,890,1.1,1228,2.9
SAL50603,45,1733,741,350,2062,0.7,1686,2.5
SAL50604,42,1648,764,250,2136,0.8,1861,2.6
SAL50605,51,932,714,300,1562,1,1312,2.3
SAL50606,31,0,1031,269,1875,1.3,900,2
SAL50607,39,2000,892,380,2227,0.7,1856,2.6
SAL50608,37,0,2167,0,0,2,0,2
SAL50609,39,1733,765,320,1864,0.7,1396,2.2
SAL50610,31,2000,1200,410,2628,0.8,2446,2.9
SAL50611,33,1717,1434,300,3224,0.7,2756,2.7
SAL50612,47,2167,875,350,2750,0.7,2374,2.6
SAL50613,33,2000,1068,420,2491,0.8,2412,3.2
SAL50614,41,150,712,0,1312,0.8,1125,2.7
SAL50615,44,1517,742,280,1832,0.8,1425,2.5
SAL50616,44,0,537,100,1625,0.7,900,2.9
SAL50617,0,0,0,0,0,0,0,0
SAL50618,51,1658,745,300,1928,0.7,1660,2.4
SAL50619,29,1950,1008,385,2191,0.8,2098,3.1
SAL50620,49,1903,639,300,1770,0.8,1208,2.2
SAL50621,50,1733,585,250,1375,0.8,1041,2.2
SAL50622,36,1734,874,370,2115,0.7,1782,2.5
SAL50623,42,2100,872,400,2449,0.7,2037,2.6
SAL50624,43,2500,900,270,2124,0.7,1124,1.7
SAL50625,41,2058,771,370,2280,0.8,2131,3
SAL50626,50,2600,963,320,3250,0.7,2799,2.9
SAL50627,39,0,900,0,0,0,0,0
SAL50628,46,1831,717,335,2023,0.7,1679,2.7
SAL50629,51,2264,670,360,2264,0.8,2097,2.7
SAL50630,42,1101,662,120,1562,1,1424,2.7
SAL50631,41,1650,872,300,2150,0.9,1899,2.9
SAL50632,47,0,2187,380,3750,0.6,3750,2
SAL50633,38,1733,839,380,2112,0.7,1758,2.5
SAL50634,49,1259,733,150,1656,0.8,1328,2.5
SAL50635,34,1752,1194,365,2653,0.9,1852,1.8
SAL50636,29,1800,1034,370,2201,0.8,2073,2.9
SAL50637,48,1086,982,110,2125,0.8,1968,2.7
SAL50638,44,2400,983,490,2877,0.7,2465,2.8
SAL50639,41,1300,599,300,1439,0.7,1304,2.5
SAL50640,48,1700,769,0,1875,0.7,1375,2.4
SAL50641,38,1950,842,300,2283,0.8,1714,2.4
SAL50642,34,1733,982,150,2374,0.7,2124,2.8
SAL50643,54,1690,487,100,1312,0.8,866,2
SAL50644,43,2124,866,325,2625,0.8,2624,2.5
SAL50645,34,1965,956,400,2434,0.7,2234,2.9
SAL50646,54,1524,735,300,2083,0.7,1562,2.3
SAL50647,52,2383,850,600,1125,0.7,1124,2.3
SAL50648,65,0,725,0,0,0.3,725,1
SAL50649,31,0,1208,0,2124,0.5,1624,2
SAL50650,38,0,1562,0,3625,0.7,3249,2.6
SAL50651,57,2167,749,0,2749,0.6,1375,1.6
SAL50652,50,1243,833,350,2124,0.7,1875,2.7
SAL50653,47,2006,748,373,2096,0.9,2067,3
SAL50654,46,1088,748,250,2110,0.7,1542,2.1
SAL50655,55,1357,771,200,2036,0.7,1525,2.2
SAL50656,0,0,0,0,0,0,0,0
SAL50657,51,2167,955,575,2887,0.7,2534,2.7
SAL50658,50,1343,837,200,1812,0.8,1656,2.1
SAL50659,37,0,1625,0,2250,0.8,1874,3
SAL50660,44,1500,1041,150,2250,0.9,2250,3.3
SAL50661,35,1670,767,350,1976,0.8,1785,2.9
SAL50662,44,1035,1013,175,2136,0.7,1367,2.3
SAL50663,47,0,833,0,2374,0.9,2333,3.3
SAL50664,46,2600,995,635,3278,0.7,3144,3
SAL50665,51,0,1687,0,0,0,0,0
SAL50666,37,867,574,26,1125,1.5,949,2.4
SAL50667,52,1300,1062,0,1999,0.8,1999,2.8
SAL50668,39,2200,1100,310,3064,0.8,2031,2.3
SAL50669,67,1140,725,0,1875,0.7,1625,1.9
SAL50670,36,1900,1105,400,2465,0.7,1862,2.1
SAL50671,38,0,1499,0,0,0.5,0,3
SAL50672,48,1516,933,235,2050,0.8,2100,2.6
SAL50673,34,0,350,85,900,1.2,1416,3.8
SAL50674,55,1062,669,230,1562,0.8,1312,2.4
SAL50675,0,0,0,0,0,0,0,0
SAL50676,45,777,712,250,1416,0.8,1312,2.4
SAL50677,48,1500,624,135,1333,0.7,1333,2.3
SAL50678,35,0,1093,0,2250,0.8,1958,3.1
SAL50679,61,2000,474,270,1292,0.8,880,2
SAL50680,31,0,1042,0,2250,0.8,2124,2.8
SAL50681,50,1655,748,281,2107,0.7,1708,2.8
SAL50682,45,2167,907,445,2490,0.7,2349,2.9
SAL50683,39,2000,973,440,2514,0.7,2351,2.9
SAL50684,44,2275,762,175,1958,0.7,1531,2.4
SAL50685,29,0,479,35,1124,0.8,866,2.5
SAL50686,43,1965,933,325,2383,0.8,2057,2.6
SAL50687,54,3770,350,0,1125,0.7,450,2
SAL50688,51,1204,888,200,1916,0.8,1687,2.9
SAL50689,49,1517,911,350,3124,0.7,1937,2.5
SAL50690,42,600,619,250,1375,0.8,1275,3
SAL50691,35,0,1625,265,1916,0.8,1825,2.3
SAL50692,37,1002,966,170,2075,0.8,1640,2.4
SAL50693,51,800,1125,175,2624,0.7,2374,2.2
SAL50694,22,0,269,80,638,1.4,862,4.3
SAL50695,47,0,1550,0,3416,0.7,3250,2.6
SAL50696,36,2383,1062,425,2872,0.7,2685,2.9
SAL50697,42,1733,900,200,2312,0.8,2187,3.1
SAL50698,40,1250,1180,200,2750,0.8,2187,2.7
SAL50699,40,542,933,0,1625,0.8,1562,2.8
SAL50700,52,2178,900,300,2250,0.8,1345,1.8
SAL50701,39,1733,815,360,2144,0.8,1688,2.3
SAL50702,37,1952,1036,330,2437,0.8,1681,2
SAL50703,54,1690,619,250,1489,0.8,1328,2.3
SAL50704,46,0,3250,0,0,1,2250,1
SAL50705,52,1625,632,320,1496,0.7,1187,2.2
SAL50706,45,0,1375,0,2374,0.9,2250,2.7
SAL50707,49,2100,773,360,2199,0.7,1622,2.4
SAL50708,44,715,1050,100,2150,0.7,1645,2.5
SAL50709,53,1600,640,258,1427,0.7,1122,2.1
SAL50710,0,0,0,0,0,0,0,0
SAL50711,44,2057,718,300,2146,0.8,1771,2.6
SAL50712,35,1517,1175,300,2725,0.8,2095,2.3
SAL50713,42,1733,939,175,2833,0.8,2625,2.8
SAL50714,45,2193,866,433,2560,0.7,2108,2.6
SAL50715,40,1424,866,240,2124,0.8,1625,2.7
SAL50716,27,0,315,75,766,1.3,1031,4
SAL50717,34,900,922,170,2356,0.7,1839,2.2
SAL50718,36,1000,1012,200,2560,0.8,2217,2.4
SAL50719,53,1929,748,340,2071,0.7,1604,2.4
SAL50720,44,412,824,0,0,0.8,474,2
SAL50721,48,0,350,100,0,0.3,350,1
SAL50722,60,1488,599,220,971,0.6,919,2.1
SAL50723,34,0,1028,120,1437,1,1325,2.4
SAL50724,31,2000,588,300,2020,0.8,1718,2.6
SAL50725,42,2003,808,390,2255,0.7,1927,2.6
SAL50726,30,1192,1156,100,2125,0.9,1625,1.7
SAL50727,36,260,814,80,1874,0.7,1550,2.3
SAL50728,33,2167,1692,301,3299,0.8,3075,3.1
SAL50729,54,0,1312,192,2250,0.6,2250,2.3
SAL50730,33,1000,558,220,1426,0.8,1233,2.7
SAL50731,30,1857,895,370,2192,0.8,2122,3
SAL50732,45,1950,850,345,2374,0.8,2316,2.8
SAL50733,33,0,1625,50,0,1,900,2
SAL50734,47,2059,744,197,2457,0.7,1968,2.6
SAL50735,38,0,2333,0,0,1,225,1
SAL50736,40,1600,833,251,1875,0.8,1583,2.7
SAL50737,34,0,1190,280,2250,1.3,1583,1.5
SAL50738,39,867,1577,450,2449,1.1,2028,1.6
SAL50739,48,1758,727,300,1781,0.9,1359,2.5
SAL50740,41,2588,982,450,3001,0.8,2456,2.7
SAL50741,0,0,0,0,0,0,0,0
SAL50742,38,1005,698,200,1595,0.8,1308,2.4
SAL50743,49,2825,668,0,1875,0.8,1666,2.7
SAL50744,53,893,477,250,1125,0.8,749,2
SAL50745,30,1781,918,420,2066,0.7,1895,2.7
SAL50746,31,0,1333,62,2749,0.9,2249,3.1
SAL50747,53,749,517,160,1463,0.7,909,2.1
SAL50748,40,1500,682,290,1702,0.7,1355,2.4
SAL50749,54,1194,556,230,1349,0.7,1040,2.2
SAL50750,34,600,1524,0,2250,0.9,2250,3.3
SAL50751,30,0,2499,0,4250,1,4250,3
SAL50752,38,2600,1072,375,3337,0.8,2496,2.6
SAL50753,50,1200,622,200,1624,0.8,1145,2.2
SAL50754,35,1517,683,300,1671,0.8,1433,2.7
SAL50755,0,0,0,0,0,0,0,0
SAL50756,36,1733,798,350,1954,0.8,1597,2.5
SAL50757,51,1834,521,250,1857,0.8,1458,2.4
SAL50758,39,1625,760,333,1897,0.7,1512,2.5
SAL50759,40,0,1874,0,2250,0.9,1624,1.3
SAL50760,29,4637,593,75,1399,1.3,1267,2.4
SAL50761,50,1733,690,273,2015,0.8,1768,2.6
SAL50762,61,9999,2150,1000,4874,0.8,4799,2.2
SAL50763,55,1820,779,195,1875,0.9,1375,2.2
SAL50764,44,2000,825,418,2401,0.7,2012,2.6
SAL50765,51,0,900,0,1875,1.1,1875,2.5
SAL50766,38,1907,922,405,2420,0.7,2239,2.9
SAL50767,47,0,575,0,1625,0.9,1274,3
SAL50768,47,1350,700,285,1625,0.8,1093,2.5
SAL50769,28,0,1093,76,1625,0.9,1625,3.4
SAL50770,63,1625,687,0,2250,0.6,1437,2.1
SAL50771,46,1083,793,200,1839,0.7,1273,2.2
SAL50772,57,1343,774,138,2062,0.7,1687,2.1
SAL50773,50,650,744,120,1718,0.7,986,2.1
SAL50774,45,0,1275,160,2416,0.7,1875,2.4
SAL50775,45,775,949,150,1958,0.8,1875,3
SAL50776,38,0,1399,0,2750,0.7,2562,2.6
SAL50777,41,0,1971,0,1312,1.7,1312,2.1
SAL50778,33,0,725,0,2250,0.9,2374,3.5
SAL50779,43,0,2200,0,0,0,0,0
SAL50780,49,0,1125,100,2312,0.8,2250,2.9
SAL50781,35,1387,483,285,1292,0.9,1185,2.8
SAL50782,37,1300,654,285,1571,0.8,1260,2.3
SAL50783,54,542,643,129,1083,0.6,1017,2
SAL50784,66,271,664,203,1812,0.7,1375,2.2
SAL50785,57,2600,537,265,1312,0.7,924,2.1
SAL50786,55,1034,816,100,1916,0.6,1187,2.1
SAL50787,50,1625,698,263,1875,0.8,1718,2.5
SAL50788,52,1651,677,200,1328,0.8,1262,2.3
SAL50789,48,2450,710,0,1833,0.6,1312,2.3
SAL50790,35,477,725,150,1625,0.8,1375,2.6
SAL50791,47,1452,695,70,1437,0.7,1312,2.4
SAL50792,45,561,756,170,2019,0.7,1357,2.2
SAL50793,41,1650,1135,103,2562,0.8,2333,2.6
SAL50794,21,0,1625,150,3250,0.8,2749,2.8
SAL50795,39,0,1875,0,1875,0.2,1812,1.3
SAL50796,23,0,265,75,562,1.4,1017,4.1
SAL50797,34,4000,962,100,2250,0.8,2187,3.1
SAL50798,59,813,415,110,774,0.6,492,1.6
SAL50799,33,2019,1153,266,2364,1,2091,2.7
SAL50800,40,0,412,50,762,1.3,687,2.4
SAL50801,42,0,1187,0,0,0,0,0
SAL50802,41,1484,1062,200,1999,0.9,1999,3.1
SAL50803,60,0,1625,0,2499,0.6,2499,2.3
SAL50804,47,1083,1624,0,0,0.3,1437,1
SAL50805,56,1084,850,423,2374,0.8,1125,2.4
SAL50806,31,1751,790,300,1636,0.9,1547,2.8
SAL50807,62,0,2167,0,3750,0.5,2749,2
SAL50808,26,5541,316,80,707,1.2,936,3.5
SAL50809,32,0,695,85,880,1.3,924,2.6
SAL50810,0,0,0,0,0,0,0,0
SAL50811,44,109,887,200,1624,0.7,1125,2.5
SAL50812,46,0,0,0,900,0.7,900,2
SAL50813,41,800,1781,0,3750,0.7,2250,2.9
SAL50814,25,0,725,0,1374,1.2,1374,3.3
SAL50815,42,1950,644,250,2025,0.8,1724,2.8
SAL50816,37,2000,951,400,2461,0.7,2147,2.7
SAL50817,34,0,2031,350,0,0.6,225,1.5
SAL50818,55,0,1625,0,0,0,0,0
SAL50819,38,1083,987,180,2143,0.7,1699,2.3
SAL50820,36,0,1125,0,2250,0.7,2124,2.9
SAL50821,39,0,1325,0,2874,0.9,2250,2.3
SAL50822,44,1475,1037,195,1374,0.8,1687,2.5
SAL50823,45,1200,1166,0,2750,0.8,1375,2
SAL50824,67,300,687,0,1374,0.6,1124,1.7
SAL50825,58,2167,1343,0,2374,0.6,2624,2.3
SAL50826,34,774,1097,75,1916,0.8,1875,2.9
SAL50827,64,0,900,0,1875,0.1,1875,2
SAL50828,32,1750,788,350,2004,0.8,1804,2.8
SAL50829,33,1733,1430,370,3166,0.8,2886,2.7
SAL50830,52,1733,733,253,1483,0.6,1071,2
SAL50831,33,2167,955,450,2511,0.8,2439,3.3
SAL50832,52,1717,638,330,1531,0.7,1295,2.3
SAL50833,36,1500,599,300,1494,0.8,1318,2.7
SAL50834,53,394,739,0,2083,0.7,1562,2.1
SAL50835,35,2167,1025,350,2690,0.8,2040,2.4
SAL50836,37,413,1239,95,1350,0.9,1097,2.4
SAL50837,53,0,1541,270,3250,0.5,1625,2
SAL50838,32,1517,699,303,1671,0.8,1557,2.9
SAL50839,60,1217,635,250,1583,0.6,1147,1.7
SAL50840,35,2000,1310,430,3177,0.8,2316,2
SAL50841,57,1375,548,210,1399,0.7,962,2.1
SAL50842,42,2167,907,440,2603,0.7,2330,2.8
SAL50843,71,0,824,125,0,0.4,350,1.5
SAL50844,31,520,1787,46,3020,0.9,2562,2.9
SAL50845,45,2125,683,275,1792,0.7,1421,2.6
SAL50846,40,714,946,163,1671,0.9,1455,2.3
SAL50847,47,2000,788,450,2320,0.7,2197,2.9
SAL50848,0,0,0,0,0,0,0,0
SAL50849,44,2100,804,350,2447,0.7,2083,2.8
SAL50850,64,1000,545,280,1749,0.6,1708,2.3
SAL50851,46,200,1843,0,3750,0.8,3625,2.8
SAL50852,48,1388,485,125,1125,0.9,1062,2.8
SAL50853,48,1610,749,295,1981,0.7,1570,2.5
SAL50854,48,0,1375,0,2250,0.8,2999,2.2
SAL50855,54,0,1874,0,0,0,0,0
SAL50856,54,0,3500,0,8000,0.4,4750,1.5
SAL50857,38,1300,591,280,1435,0.8,1206,2.4
SAL50858,40,1196,531,230,1266,0.8,904,2.3
SAL50859,49,0,1145,200,2374,0.8,2250,2.7
SAL50860,47,0,3500,0,0,0.5,4750,1
SAL50861,36,1084,1142,115,1812,0.7,1875,2.8
SAL50862,57,2318,659,255,1562,0.7,1312,2.3
SAL50863,41,2271,904,463,2682,0.8,2612,3.2
SAL50864,50,1700,706,0,2250,0.5,725,1.8
SAL50865,48,1619,727,320,1904,0.7,1448,2.5
SAL50866,56,1733,635,250,1416,0.8,1160,2.2
SAL50867,42,1733,771,285,2100,0.9,1843,2.8
SAL50868,37,400,1224,160,2333,0.6,2187,2.5
SAL50869,48,2584,474,0,4749,0.6,474,2.3
SAL50870,54,9000,700,415,1375,0.9,874,1.8
SAL50871,36,1500,733,350,1759,0.8,1482,2.5
SAL50872,19,0,575,0,1149,2.5,1375,2.8
SAL50873,35,1509,636,300,1603,0.8,1364,2.7
SAL50874,38,2020,902,428,2412,0.8,2137,2.8
SAL50875,36,2004,948,370,2487,0.7,2290,2.9
SAL50876,49,0,0,0,0,0,0,0
SAL50877,30,0,900,0,1937,0.9,1916,3
SAL50878,41,0,1031,0,2125,0.6,2125,2.6
SAL50879,46,2000,917,350,2602,0.7,2169,2.7
SAL50880,41,1300,888,250,2109,0.7,1406,2.1
SAL50881,42,1950,856,400,2248,0.7,1977,2.7
SAL50882,49,0,762,0,1999,1.4,1375,2.7
SAL50883,57,2167,899,228,1249,0.8,1625,2.6
SAL50884,43,0,1350,775,7000,1.2,1749,1.4
SAL50885,45,3467,758,20,2625,0.8,2416,2.8
SAL50886,31,0,900,0,1625,0.8,1562,3.2
SAL50887,0,0,0,0,0,0,0,0
SAL50888,40,890,724,0,2250,1.2,2250,4.3
SAL50889,31,1939,1183,265,2562,0.7,2277,2.4
SAL50890,50,1250,557,270,1221,0.7,858,1.8
SAL50891,42,1148,674,250,1593,0.7,1208,2.2
SAL50892,60,0,1020,50,1875,0.5,1187,1.7
SAL50893,38,2400,941,340,2876,0.8,2208,2.6
SAL50894,25,0,384,65,1021,1.4,1187,4.2
SAL50895,38,1042,700,250,1624,0.8,1268,2.4
SAL50896,39,1647,661,350,1763,0.8,1533,2.8
SAL50897,55,1517,634,271,1125,0.9,1187,2
SAL50898,39,1914,953,288,2392,0.8,2193,2.9
SAL50899,38,0,1433,100,767,1.1,1035,2.6
SAL50900,55,2000,833,0,1875,0.7,1874,2.5
SAL50901,45,2500,918,380,2518,0.8,2288,3
SAL50902,39,0,2548,595,1125,1.1,1125,2.4
SAL50903,39,1694,839,380,1944,0.8,1640,2.6
SAL50904,43,2817,763,525,2170,0.7,2222,3.1
SAL50905,45,2600,1014,495,2983,0.7,2435,2.7
SAL50906,23,0,1062,0,2074,0.8,2074,3
SAL50907,39,433,880,138,1875,0.6,1375,2.4
SAL50908,42,2974,1041,200,2624,0.8,2166,2.7
SAL50909,44,0,3500,0,0,1,0,4
SAL50910,23,0,1500,0,2250,1.3,2250,4
SAL50911,40,2167,859,360,2231,0.7,1987,2.8
SAL50912,48,0,1481,180,1437,0.6,1392,1.7
SAL50913,48,1800,662,300,1875,0.9,1174,2.1
SAL50914,0,0,0,0,0,0,0,0
SAL50915,59,0,899,0,1124,0.6,1062,2.4
SAL50916,48,700,844,240,1850,0.7,1437,2.4
SAL50917,36,1733,1050,300,2386,0.8,1623,1.9
SAL50918,40,1382,575,130,2583,0.8,1125,2.7
SAL50919,57,1600,875,170,1875,0.8,1125,2.1
SAL50920,34,1622,786,350,1830,0.8,1641,2.8
SAL50921,58,0,1125,0,0,0,0,0
SAL50922,38,1733,713,350,1958,0.7,1654,2.7
SAL50923,45,1000,605,183,1325,0.8,1083,2.4
SAL50924,32,0,1062,0,2249,1,1125,1.8
SAL50925,42,1200,597,270,1430,0.7,1062,2.1
SAL50926,33,650,824,110,1286,0.9,1273,2.5
SAL50927,30,0,1437,0,2624,0.8,1625,3
SAL50928,46,2167,900,345,2125,0.7,1343,2.4
SAL50929,50,0,593,0,1875,1.1,1749,3.2
SAL50930,51,1300,547,230,1233,0.8,1109,2.6
SAL50931,70,0,1249,0,2250,0.6,2250,2
SAL50932,42,2325,991,420,2903,0.8,2183,2.6
SAL50933,57,2700,751,240,3108,0.8,1311,2.2
SAL50934,46,397,545,156,1312,0.8,900,2
SAL50935,55,0,900,0,2249,0.7,1875,1.8
SAL50936,53,1083,979,182,2125,0.8,1687,2.5
SAL50937,39,0,1042,250,1937,0.7,1812,2.7
SAL50938,40,1074,756,220,1899,0.7,1396,2.3
SAL50939,40,1500,636,330,1489,0.7,1255,2.5
SAL50940,35,2042,849,310,1625,0.6,1625,2.2
SAL50941,40,2500,972,180,2408,0.9,2204,2.8
SAL50942,34,0,1042,100,1374,1.1,1166,3.4
SAL50943,32,1486,1437,0,5500,0.7,5500,2.8
SAL50944,39,1500,670,310,1687,0.8,1316,2.4
SAL50945,55,1800,882,178,1978,0.7,1593,2.1
SAL50946,56,1750,974,350,2333,0.7,1467,2
SAL50947,39,1350,716,295,1497,0.7,1138,1.9
SAL50948,35,1742,730,275,1891,0.8,1433,2.5
SAL50949,48,1048,1020,138,2583,0.7,1166,2.5
SAL50950,31,1733,1563,383,3387,0.8,3188,2.7
SAL50951,33,1993,1029,400,2616,0.7,2458,3
SAL50952,46,2030,778,360,2272,0.8,2071,2.9
SAL50953,49,2000,747,350,2374,0.7,2024,2.8
SAL50954,45,8500,1125,0,2124,0.6,1624,2.2
SAL50955,25,0,1187,132,0,0.7,1187,1
SAL50956,40,0,1062,150,2125,0.8,1999,3
SAL50957,47,1594,659,310,1641,0.7,1342,2.6
SAL50958,42,2947,1124,323,2750,1.1,2750,3.8
SAL50959,39,0,1303,0,2299,0.7,2208,2.3
SAL50960,45,2362,925,500,2840,0.7,2555,2.9
SAL50961,53,1271,860,100,1374,0.8,1312,2.1
SAL50962,38,0,1562,300,3249,0.7,2749,2.7
SAL50963,56,1127,595,150,1468,0.7,1125,2.2
SAL50964,45,1083,1187,250,3049,0.7,2166,2.6
SAL50965,45,5000,1312,500,3249,0.5,4750,3.2
SAL50966,42,1084,1125,0,3625,0.8,3625,3.5
SAL50967,31,1031,1224,115,2250,0.6,1292,2.1
SAL50968,43,3000,1010,370,2250,1.3,2062,2.6
SAL50969,46,1490,782,300,1799,0.7,1299,2.1
SAL50970,36,1493,482,290,1430,0.9,1267,3
SAL50971,36,0,1625,45,1375,2.4,1208,3.2
SAL50972,55,0,966,88,1875,0.5,1625,2
SAL50973,41,0,949,185,1974,0.8,1895,2.9
SAL50974,55,120,937,150,1875,0.7,1531,2
SAL50975,52,1620,608,225,1875,0.8,1224,2.4
SAL50976,58,0,593,0,1458,0.6,1124,1.8
SAL50977,47,867,1343,0,2499,0.7,2250,2.5
SAL50978,63,1094,486,275,1075,0.6,866,1.7
SAL50979,33,0,1042,0,2250,1,1874,3.2
SAL50980,45,2000,895,250,2042,0.9,1875,2.8
SAL50981,43,743,530,83,1042,1,1042,2.9
SAL50982,34,838,674,210,1875,1.1,1312,3
SAL50983,52,1950,658,320,1687,0.8,1224,2.6
SAL50984,55,0,780,0,3125,1,1375,2.3
SAL50985,0,0,0,0,0,0,0,0
SAL50986,43,3270,1078,0,1125,0.7,1187,2.5
