SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL50356,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,63,0,0,0,0,0,0,29,32,63,9,5,4,45,52,97
SAL50357,0,4,5,20,37,56,0,0,0,3,3,6,0,0,0,22,35,56,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,11,7,19,3,10,10,0,0,0,67,95,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,107,237,0,0,0,0,0,3,132,107,238,30,21,50,227,224,456
SAL50358,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,11,10,0,0,0,11,17,27
SAL50359,0,0,3,12,9,17,0,0,0,0,0,0,0,0,0,7,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,4,4,0,0,0,28,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,54,0,0,0,0,0,0,31,24,54,20,19,41,77,70,140
SAL50360,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,4,0,5,10,7,26
SAL50361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,22,0,0,0,0,0,0,15,8,22,0,3,4,21,28,45
SAL50362,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,13,3,12
SAL50363,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,50,0,0,0,0,0,0,46,0,50,60,8,65,131,11,139
SAL50364,3,4,4,57,52,110,0,0,0,7,8,11,52,46,105,61,44,96,0,0,0,0,0,0,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,3,0,4,0,0,0,22,21,47,9,12,15,0,0,0,226,198,420,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,4,0,3,177,146,319,0,0,0,0,4,4,173,145,322,33,35,64,444,380,824
SAL50365,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,8,9,17,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,23,0,0,0,0,0,0,13,15,23,6,7,11,32,33,62
SAL50366,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,10,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,20
SAL50367,33,56,89,418,493,911,0,0,0,95,84,187,0,0,0,698,847,1546,6,13,23,26,23,49,0,9,11,10,7,13,0,5,7,20,23,40,21,31,60,44,67,118,82,84,158,4,0,4,0,0,0,38,63,104,108,128,236,3,0,4,1587,1873,3464,30,33,66,45,52,105,0,3,0,0,0,0,7,9,17,26,41,63,32,46,78,1424,1253,2680,9,3,14,3,3,7,1438,1260,2695,191,139,333,3369,3461,6834
SAL50368,0,0,4,12,18,23,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,5,0,4,0,0,0,25,31,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,6,47,33,77,0,0,0,0,0,0,47,33,77,6,10,14,75,81,157
SAL50369,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,0,0,0,0,0,0,11,7,18,0,0,3,22,13,32
SAL50370,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,6,0,14,8,0,8,30,5,32
SAL50371,19,30,46,69,84,145,0,0,0,5,0,3,0,0,0,91,119,217,3,0,7,7,9,12,0,0,0,0,0,0,3,0,3,0,0,0,3,4,6,10,7,14,9,10,12,0,0,0,0,0,0,20,22,44,14,20,33,4,0,4,232,282,509,9,0,19,6,6,12,5,0,11,0,0,0,0,0,0,10,5,13,10,5,13,431,407,842,7,5,12,0,4,3,441,412,851,48,39,88,778,770,1551
SAL50372,0,0,0,24,19,41,0,0,0,0,0,4,0,0,0,7,12,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,8,0,4,4,0,0,0,44,38,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,74,0,0,0,0,0,0,39,38,76,21,14,38,99,90,190
SAL50373,0,0,0,4,7,13,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,16,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,26,0,0,0,0,0,0,12,16,26,4,0,7,28,24,58
SAL50374,36,46,85,351,379,729,0,0,0,22,30,56,0,0,0,427,506,940,0,0,3,51,47,98,9,9,13,0,0,0,0,9,8,0,0,0,11,20,30,9,11,21,24,39,64,0,0,0,0,0,6,70,78,143,83,80,167,0,3,6,1062,1210,2277,67,64,134,23,31,50,15,10,29,0,0,0,6,6,14,11,11,20,17,13,31,839,727,1561,12,9,23,6,0,5,855,734,1583,110,101,209,2191,2211,4398
SAL50375,0,0,0,39,53,88,0,0,0,20,23,40,53,53,104,61,51,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,6,0,0,0,0,0,0,14,20,31,23,20,38,0,0,0,211,222,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,110,254,0,0,0,0,0,0,142,114,254,75,62,134,426,399,826
SAL50376,25,37,62,477,593,1074,0,0,0,188,170,360,0,0,0,775,870,1647,8,9,17,19,23,42,25,34,54,20,33,54,14,23,33,7,5,14,23,26,50,52,63,122,68,68,146,9,9,13,16,17,32,53,69,115,194,242,432,24,20,48,1975,2278,4256,33,35,70,75,68,141,3,0,4,0,0,0,5,0,7,17,27,41,24,25,51,2299,2306,4600,8,3,16,0,13,13,2307,2317,4628,310,249,559,4743,5027,9770
SAL50377,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,11,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,4,4,7,5,3,14,0,0,0,28,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,75,0,0,0,0,0,0,40,35,75,10,7,19,83,69,150
SAL50378,6,5,12,53,54,103,0,0,0,6,4,3,0,0,0,90,99,185,0,0,0,4,4,4,0,3,8,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,13,9,21,10,13,19,0,0,0,185,191,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,390,336,727,0,0,5,0,0,0,393,340,732,77,73,153,662,616,1282
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,0,0,0,6,5,17,0,0,0,0,0,6,0,0,0,232,254,485,7,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,55,56,112,0,0,0,312,344,655,0,0,0,3,0,3,0,0,0,4,3,8,0,0,0,0,0,0,4,3,8,118,96,214,0,0,0,0,0,0,118,98,218,82,85,173,521,527,1051
SAL50381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,0,0,0,9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,6,4,10,0,0,0,12,9,26
SAL50382,0,0,0,30,31,64,0,0,0,0,0,0,0,0,0,13,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,4,0,0,0,3,3,4,0,3,8,6,4,9,0,0,0,65,62,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,71,142,0,0,0,0,0,0,74,71,144,14,4,20,159,139,292
SAL50383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,3,5,10,6,8,20,18,14,31
SAL50384,165,200,371,185,232,420,0,0,0,73,81,154,0,0,0,670,768,1434,10,13,26,144,144,294,10,14,23,7,17,33,5,3,6,30,22,50,29,32,65,123,113,233,26,39,68,3,4,4,5,8,16,28,31,53,236,251,489,3,0,13,1595,1788,3378,323,315,634,243,268,511,0,8,9,0,0,0,15,16,28,34,39,73,50,55,104,1088,941,2026,3,6,11,5,10,11,1095,949,2049,168,128,297,3645,3703,7347
SAL50385,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,4,3,10,0,0,0,3,6,15
SAL50386,4,4,6,32,42,75,0,0,0,0,0,0,0,0,0,69,64,129,0,0,0,4,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,5,0,5,9,7,19,8,6,15,0,0,0,137,134,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,130,274,0,0,0,0,0,0,143,130,274,21,19,42,307,285,588
SAL50387,4,0,4,49,50,93,0,0,0,4,3,10,0,0,0,56,52,108,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,0,6,5,7,4,11,11,12,24,4,0,4,136,138,277,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,165,139,303,0,0,0,0,0,0,165,133,302,42,37,81,350,318,669
SAL50388,0,0,0,25,28,54,0,0,0,0,0,0,0,0,0,17,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,3,3,10,13,21,0,0,4,0,0,0,65,83,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,63,149,0,0,0,0,0,0,86,63,147,32,40,75,186,188,371
SAL50389,0,7,10,109,133,244,0,0,0,10,11,27,0,0,0,122,148,267,0,0,0,0,5,6,4,0,3,4,0,8,4,9,9,0,0,0,0,0,5,8,9,22,36,43,83,0,0,0,0,0,0,11,14,22,32,36,68,0,0,0,339,425,759,7,11,16,3,3,11,0,0,0,0,0,0,6,5,9,0,0,0,6,9,11,356,354,711,0,0,0,0,0,0,356,354,711,37,30,72,751,838,1591
SAL50390,10,18,31,228,247,471,0,0,0,33,31,60,3,0,3,188,207,394,7,10,20,9,6,14,18,10,21,15,13,22,9,7,17,0,0,0,9,9,17,6,6,8,19,26,46,0,0,0,3,5,7,20,34,57,64,72,144,7,11,18,635,687,1319,0,4,4,4,4,11,0,5,13,0,0,0,0,0,0,17,13,33,17,13,33,1057,1033,2087,13,3,17,4,5,6,1072,1039,2113,107,96,201,1844,1876,3725
SAL50391,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,23,0,0,0,0,0,0,19,7,29,3,0,8,24,16,41
SAL50392,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9
SAL50393,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,9,0,0,0,0,0,0,11,5,9,0,0,3,13,13,33
SAL50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,0,0,0,0,0,4,5,12,0,0,0,10,9,18
SAL50395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,10,0,8
SAL50396,23,28,42,524,574,1099,0,0,0,56,55,112,0,0,0,522,606,1123,5,7,14,16,18,33,44,46,93,12,16,21,0,16,21,0,0,0,12,13,28,24,27,49,44,45,86,0,5,5,5,7,12,50,75,121,79,99,179,0,0,0,1393,1607,3004,12,13,27,9,15,24,7,3,3,0,0,0,0,0,0,11,15,21,11,15,21,1829,1727,3556,10,8,19,6,19,22,1842,1752,3592,251,177,430,3543,3601,7143
SAL50397,70,85,155,77,79,149,0,0,0,40,34,69,0,0,3,592,616,1205,16,20,30,18,25,46,9,3,18,6,4,7,0,0,4,0,0,0,28,28,51,48,46,94,6,9,18,0,0,3,5,9,15,21,24,41,105,141,253,3,0,5,971,1049,2013,329,313,643,187,178,359,0,3,3,0,0,0,272,255,522,8,12,19,279,264,541,798,696,1496,7,6,11,3,5,3,803,709,1514,162,105,272,2804,2704,5507
SAL50398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,4,3,14,0,0,0,0,0,0,4,3,14,0,0,4,9,12,24
SAL50399,0,0,3,16,8,22,0,0,0,5,4,7,0,0,0,21,37,61,0,0,0,6,0,6,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,3,6,9,16,0,0,0,60,76,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,64,143,0,0,0,0,0,0,79,67,144,23,21,46,162,167,327
SAL50400,5,5,7,60,70,136,0,0,0,0,8,8,0,0,0,97,114,213,0,0,0,0,0,0,0,3,7,0,0,0,3,4,8,0,0,0,0,3,3,13,16,30,3,3,6,0,0,0,3,0,5,14,12,23,11,8,23,0,0,0,212,241,454,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,200,429,0,0,0,0,0,0,229,200,431,41,25,74,487,478,973
SAL50401,0,0,0,3,3,4,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,13,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,32,0,0,0,0,0,0,20,19,34,3,3,7,32,30,56
SAL50402,0,3,3,8,9,11,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,25,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,52,0,0,0,0,0,0,31,20,52,7,5,10,47,49,93
SAL50403,3,11,14,57,66,124,0,0,0,0,4,3,0,0,0,58,54,112,0,0,3,3,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,8,9,0,0,3,0,0,5,3,5,7,5,10,14,0,0,0,137,155,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,177,382,0,0,0,0,0,0,202,181,383,73,86,159,425,430,849
SAL50404,12,19,30,119,148,261,0,0,0,14,22,32,0,0,0,101,138,237,0,0,0,0,0,0,18,23,29,6,0,9,0,7,10,0,0,0,0,5,5,0,3,6,11,11,22,0,0,0,8,0,8,24,28,56,10,29,35,0,3,3,302,421,723,0,0,3,7,5,9,0,0,6,0,0,0,0,0,0,6,12,19,6,12,19,788,784,1576,6,0,7,0,16,13,795,800,1592,151,156,302,1271,1420,2691
SAL50405,9,3,11,63,72,136,0,0,0,16,23,35,0,0,0,250,300,546,0,0,6,4,0,4,4,0,4,0,0,3,0,5,6,0,0,0,30,29,60,24,30,54,19,11,24,4,0,0,11,20,34,36,70,101,48,47,97,0,0,0,503,604,1106,8,3,10,19,4,20,0,0,0,5,5,15,0,0,3,3,9,12,15,15,28,529,458,988,0,3,9,0,0,0,534,464,995,564,484,1045,1645,1582,3222
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16
SAL50407,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,11,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,24,17,41,0,0,0,0,0,0,24,17,40,6,5,11,46,37,82
SAL50408,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,3,6,8,0,0,0,17,16,28
SAL50409,469,610,1076,732,964,1692,0,0,0,107,119,225,3,3,7,3164,3640,6800,20,35,60,599,632,1229,16,29,49,30,39,63,15,28,42,19,15,34,42,51,91,41,68,107,84,88,176,7,9,19,7,17,16,125,195,313,263,367,627,7,8,14,5265,6300,11568,209,208,412,574,536,1108,637,666,1299,0,0,0,69,67,139,57,72,127,125,140,268,3680,3418,7095,45,25,66,22,21,45,3743,3461,7206,668,569,1235,11675,12500,24169
SAL50410,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,10,5,13
SAL50411,0,0,0,6,14,19,0,0,0,3,8,9,0,0,0,10,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,3,0,0,0,28,37,61,0,0,0,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,47,96,0,0,0,0,0,0,52,47,96,13,20,33,95,99,195
SAL50412,0,0,0,12,8,20,0,0,0,0,0,0,0,0,0,15,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,41,30,67,0,0,0,0,0,0,41,30,67,10,13,24,80,74,161
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,9,0,0,0,3,0,9
