SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL51399,0,0,0,26,25,53,0,0,0,5,0,5,0,0,0,19,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,55,60,115,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,53,118,0,0,0,0,0,0,65,60,124,13,21,34,137,141,276
SAL51400,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,12
SAL51401,0,0,0,5,4,6,0,0,0,5,0,4,0,0,0,15,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,154,285,7,3,13,0,0,0,0,0,3,0,0,0,6,11,16,17,15,39,0,0,0,187,201,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,92,205,0,0,0,0,0,0,112,92,205,270,269,539,569,566,1133
SAL51402,115,144,259,108,141,248,0,0,0,35,35,69,6,5,7,422,421,845,3,0,7,6,10,18,8,7,16,0,0,0,6,0,9,4,3,7,16,14,26,19,32,49,29,23,58,0,0,0,5,9,13,29,37,62,79,89,162,0,4,5,762,834,1595,111,83,196,150,106,253,5,0,10,0,0,0,16,21,35,9,11,22,23,34,61,1136,981,2120,16,17,30,0,6,7,1152,1002,2159,199,166,366,2518,2379,4894
SAL51403,0,0,0,11,4,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,4,0,0,0,13,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,29,0,0,3,0,0,0,18,11,31,0,5,4,33,33,66
SAL51404,0,4,4,32,33,62,0,0,0,4,3,6,0,0,0,22,33,58,0,0,0,0,0,0,3,3,9,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,4,0,3,4,0,8,3,9,12,0,0,0,77,96,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,138,275,0,0,0,0,0,0,140,138,275,12,8,18,224,246,469
SAL51405,99,177,281,245,310,553,0,0,0,56,48,104,0,0,0,1822,2013,3837,14,20,33,318,326,648,15,22,40,0,3,5,11,5,11,0,4,5,32,31,72,44,52,97,36,45,82,0,0,3,7,13,18,35,49,85,143,159,310,0,0,4,2788,3111,5905,197,192,382,103,113,223,14,11,24,0,0,0,16,19,33,29,42,81,49,65,109,1441,1340,2774,12,3,19,11,10,26,1458,1353,2816,233,196,433,4947,5220,10165
SAL51406,0,0,0,5,18,21,0,0,0,3,3,8,0,0,0,8,5,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,3,10,0,0,0,29,38,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38,72,0,0,0,0,0,0,36,41,78,6,12,17,79,87,161
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,8,18,25,130,173,310,0,0,0,30,42,73,4,11,16,123,175,304,13,12,23,6,3,4,16,17,35,3,0,3,3,0,4,0,0,0,4,9,15,7,5,12,13,12,19,0,0,0,4,0,7,13,38,52,36,36,79,12,8,17,424,548,968,0,0,5,0,6,11,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,703,593,1300,6,0,6,0,0,3,710,595,1308,95,79,172,1238,1249,2489
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6
SAL51410,0,3,4,68,81,153,0,0,0,7,6,17,0,0,0,161,162,321,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,4,4,14,21,33,9,5,17,0,0,0,0,0,0,19,11,33,19,24,51,0,0,0,315,323,637,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,3,9,0,3,9,224,214,440,0,0,0,0,0,0,225,217,441,42,28,69,585,578,1165
SAL51411,0,0,0,58,65,127,0,0,0,6,8,16,0,0,0,74,84,153,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,3,4,8,0,6,5,0,0,0,0,0,6,11,15,28,8,7,15,4,0,4,168,198,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,207,183,392,0,0,0,0,0,6,213,186,394,22,8,25,406,392,793
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,5,9,0,0,0,5,5,9
SAL51413,17,30,43,130,166,296,0,0,0,26,27,53,0,0,0,248,259,507,5,8,11,13,3,12,6,5,17,0,4,3,0,0,0,0,0,0,7,12,18,14,13,30,14,14,21,0,4,4,7,7,10,20,19,35,71,63,133,4,3,3,555,606,1160,11,3,23,20,22,41,0,0,0,0,0,0,0,3,3,6,13,17,6,14,20,854,825,1682,6,7,18,3,11,13,864,841,1709,140,123,262,1617,1648,3267
SAL51414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,3,3,6,6,0,0,0,0,0,0,3,6,6,15,15,27,22,23,41
SAL51415,0,0,0,3,0,5,0,0,0,0,0,6,0,0,0,53,65,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,29,22,18,38,0,0,0,0,0,0,0,0,0,0,0,0,5,12,24,0,0,0,94,112,210,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,4,26,26,51,0,0,0,0,0,0,26,26,51,39,30,68,162,168,330
SAL51416,96,136,237,489,553,1037,0,0,0,48,44,93,0,0,0,767,1021,1788,32,41,73,71,118,183,15,14,30,0,0,0,12,21,37,0,0,0,15,18,35,7,26,35,51,79,124,0,0,0,3,0,3,53,95,155,77,137,211,0,0,3,1638,2181,3818,63,65,135,72,62,137,17,24,39,0,0,0,3,4,8,13,20,38,19,26,46,2415,2294,4717,20,25,42,9,16,20,2448,2334,4784,398,361,762,4757,5186,9940
SAL51417,128,194,317,336,440,778,0,0,0,94,102,197,6,0,6,1263,1387,2652,7,10,13,47,56,108,3,6,11,3,6,13,14,8,19,9,13,20,41,41,78,81,87,171,85,94,175,4,5,8,12,16,27,44,60,106,200,227,431,6,5,16,2261,2570,4828,196,198,398,127,143,277,4,5,5,0,0,0,54,46,95,29,35,59,80,80,157,2467,2303,4768,3,3,16,0,19,19,2474,2332,4801,291,260,553,5563,5776,11340
SAL51418,0,0,0,5,5,17,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,15,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,60,0,0,0,0,0,0,32,27,60,6,3,7,55,50,100
SAL51419,5,4,11,86,100,185,0,0,0,9,4,11,0,0,0,150,196,347,5,0,8,4,0,8,0,3,3,0,0,0,0,5,6,0,0,3,3,7,5,8,12,20,3,8,13,0,0,0,5,4,9,7,15,24,13,18,35,0,0,0,299,381,680,4,3,3,15,14,32,0,0,0,0,0,0,0,6,0,0,0,0,4,6,3,345,327,669,3,0,8,4,4,0,354,333,684,78,76,150,754,805,1558
SAL51420,22,44,61,394,490,884,0,0,0,45,60,105,16,13,32,736,859,1598,9,9,22,10,19,31,39,34,73,17,31,53,4,3,11,0,0,3,23,31,60,29,33,60,37,41,77,8,14,23,25,31,52,36,61,102,132,176,313,4,15,21,1578,1937,3514,24,22,42,11,10,29,3,3,8,3,6,9,0,0,0,11,18,31,18,19,38,1851,1678,3531,15,11,29,7,26,34,1870,1719,3592,336,272,605,3856,4032,7889
SAL51421,14,28,35,389,441,836,0,0,0,17,6,29,0,0,0,376,458,832,10,10,13,26,24,50,7,0,5,0,0,0,3,9,13,0,0,0,5,13,13,9,16,20,20,32,55,0,0,0,0,0,0,59,63,124,19,35,60,0,0,0,950,1113,2063,10,7,20,5,7,10,16,16,36,3,0,3,0,0,0,0,0,4,4,0,3,1208,946,2152,7,10,20,4,13,11,1217,966,2184,140,109,245,2349,2241,4592
SAL51422,0,0,0,7,10,19,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,5,0,0,0,17,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,82,0,0,0,0,0,0,42,43,82,12,5,14,67,63,127
SAL51423,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,8,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,30,0,0,0,0,0,0,19,8,30,8,3,14,57,24,82
SAL51424,0,0,0,19,10,23,0,0,0,0,0,0,0,0,0,0,9,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,24,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,51,0,0,0,0,0,0,30,24,51,8,7,13,57,57,114
SAL51425,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,6,0,3,3,6,11,10,15,26
SAL51426,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,15,0,0,0,0,0,0,9,8,15,4,0,3,13,11,25
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,5
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,0,0,0,13,11,27,0,0,0,24,34,58,0,0,0,10,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,7,19,26,6,3,8,0,0,0,77,85,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,31,40,70,0,0,0,0,0,0,30,40,74,21,26,46,132,147,281
SAL51431,0,0,0,5,7,15,0,0,0,0,0,0,0,0,0,7,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,10,4,6,10,0,0,0,23,28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,52,0,0,0,0,0,0,27,22,55,11,10,20,66,61,129
SAL51432,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,5,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,9,11,18
SAL51433,0,0,0,0,3,6,0,0,0,3,6,11,0,0,0,172,164,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,190,172,366,0,0,0,0,0,0,0,0,0,12,17,29,0,0,0,0,0,0,12,17,29,32,24,51,0,0,0,0,0,0,32,24,51,17,16,35,253,232,487
SAL51434,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,4,0,10,0,4,4,11,5,16
SAL51435,31,46,72,530,616,1150,0,0,0,85,95,177,0,0,0,776,859,1637,4,4,11,29,33,65,5,13,19,12,23,41,4,3,12,37,27,58,27,31,58,65,79,145,64,77,141,0,8,8,5,7,13,60,70,137,156,170,322,10,7,18,1872,2135,4003,148,139,293,54,54,107,0,0,4,0,0,0,62,58,121,28,23,46,87,80,173,2258,2190,4444,3,6,8,4,7,8,2264,2198,4467,260,169,431,4717,4828,9547
SAL51436,6,14,20,76,100,177,0,0,0,4,9,13,0,0,0,152,189,346,0,0,4,0,0,0,5,10,13,0,0,0,7,3,7,0,0,0,0,3,3,4,9,18,13,8,11,0,5,5,0,0,0,11,21,31,4,8,18,0,0,0,288,356,642,0,0,0,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,266,588,0,0,4,0,0,0,321,269,589,47,44,96,668,693,1360
SAL51437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,13,0,0,0,0,0,0,10,6,13,0,0,0,17,7,23
SAL51438,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,3,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,4,3,11,0,0,0,20,16,36
SAL51439,0,0,0,11,10,16,0,0,0,0,0,0,0,0,0,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,41,0,0,0,0,0,0,24,17,41,3,5,15,48,43,89
SAL51440,4,4,8,20,4,25,0,0,0,7,4,11,0,0,0,47,7,57,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,48,38,84,0,0,0,137,52,186,3,0,6,3,0,6,0,0,0,19,19,36,0,0,0,3,0,4,23,17,38,155,46,204,0,0,0,3,5,8,160,52,211,156,42,197,487,166,657
SAL51441,0,0,0,3,14,9,0,0,0,0,0,0,0,0,0,15,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,6,3,9,0,0,0,27,26,54
SAL51442,0,0,0,29,17,43,0,0,0,14,11,25,0,0,0,10,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,4,6,6,0,0,0,57,54,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52,105,0,0,0,0,0,0,53,52,105,10,15,24,120,122,240
SAL51443,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,5,4,3,0,0,0,12,9,20
SAL51444,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,7,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,21,0,0,0,0,0,0,9,13,21,5,7,13,24,32,52
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,22,44,62,451,497,948,0,0,0,44,55,96,0,0,0,532,549,1083,4,4,3,33,27,55,16,16,31,16,19,37,10,0,7,0,0,0,19,21,34,42,43,84,55,52,106,4,7,4,11,12,20,38,39,78,121,159,281,10,3,10,1387,1498,2887,17,22,42,38,39,72,5,0,4,0,0,0,11,9,26,14,0,16,26,15,46,1273,1160,2438,8,3,8,5,6,9,1285,1170,2458,160,117,278,2940,2903,5848
SAL51447,0,0,0,9,6,21,0,0,0,0,0,6,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,43,0,0,0,0,0,0,19,18,43,6,0,6,39,46,89
SAL51448,402,540,944,909,1212,2117,0,0,0,216,259,477,4,3,3,1929,2100,4030,43,44,82,58,64,123,48,58,102,35,27,65,22,32,56,23,25,46,76,105,180,151,172,326,162,178,335,9,11,23,43,55,100,136,182,316,426,505,926,17,32,49,4295,5056,9355,251,231,477,1357,1329,2686,7,6,11,0,5,3,202,164,368,37,58,92,239,228,464,4384,3877,8261,27,24,49,16,23,38,4427,3917,8347,750,622,1370,11726,11935,23665
SAL51449,0,0,0,29,33,60,0,0,0,0,0,0,0,0,0,32,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,5,13,5,0,4,0,0,0,75,71,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,60,124,0,0,0,0,0,0,64,65,132,42,39,79,180,174,356
SAL51450,0,0,0,10,4,13,0,0,0,0,0,0,0,0,0,14,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,38,0,0,0,0,0,0,17,19,38,3,0,0,46,39,88
SAL51451,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL51452,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22,0,0,0,0,0,0,13,9,22,8,5,13,26,22,48
SAL51453,0,0,0,5,6,12,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,27,0,0,0,0,0,3,15,13,30,9,0,8,29,25,57
SAL51454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL51455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,0,0,0,6,11,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,6,4,0,0,0,0,0,0,0,6,4,5,15,22,18,28,41
SAL51456,24,23,49,89,98,178,0,0,0,42,29,66,0,0,0,228,210,442,0,0,0,5,0,6,3,9,16,9,11,17,4,5,11,0,0,0,0,5,5,3,4,9,13,11,27,0,0,0,4,6,11,29,14,43,30,29,58,0,0,0,455,434,889,9,6,16,6,16,27,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,769,691,1460,4,3,6,0,0,4,775,697,1473,247,209,455,1516,1390,2910
