SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50461,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,..,5,4
SAL50462,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,16,..,30,31
SAL50463,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,17,6,..,10,17
SAL50464,214,526,10,15,326,735,338,751,99,147,559,939,1602,2809,2743,4960,0,0,4999,8853,0,0,0,0,0,0,0,0,0,0,14,14,5564,10147,1470,..,7032,10147
SAL50465,79,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,198,7,..,82,198
SAL50466,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,..,17,12
SAL50467,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,142,65,89,0,3,0,0,170,238,0,3,172,242,0,..,173,242
SAL50468,2783,6951,531,1086,109,231,641,1320,444,919,247,425,46,67,0,0,0,0,740,1413,0,0,0,0,0,0,0,6,0,6,3,15,4172,9694,358,..,4534,9694
SAL50469,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,5,..,6,19
SAL50470,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,3,..,16,33
SAL50471,43,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,102,17,..,57,102
SAL50472,2887,7305,278,458,0,3,280,459,11,16,0,0,0,0,0,0,0,3,15,20,3,10,27,34,0,0,0,0,33,50,3,8,3223,7838,266,..,3490,7838
SAL50473,1199,3087,180,345,4,11,182,361,4,9,0,0,0,0,0,0,3,3,7,14,0,0,0,0,0,0,0,0,0,0,0,0,1396,3461,107,..,1504,3461
SAL50474,1649,4298,70,103,4,9,72,109,0,0,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1730,4424,68,..,1796,4424
SAL50475,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,6,..,25,48
SAL50476,1225,3407,9,24,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1237,3432,91,..,1326,3432
SAL50477,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,0,0,0,0,0,0,22,44,0,4,27,66,4,..,37,66
SAL50478,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,..,7,11
SAL50479,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,..,5,9
SAL50480,46,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,122,3,..,56,122
SAL50481,132,318,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,321,20,..,155,321
SAL50482,7198,21319,599,1151,128,231,725,1380,26,53,94,174,0,0,0,0,4,3,130,228,0,0,0,0,0,0,0,0,0,0,5,8,8056,22937,509,..,8569,22937
SAL50483,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,..,10,24
SAL50484,1199,2980,142,299,11,29,147,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,3309,106,..,1459,3309
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50486,79,142,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,19,15,19,0,0,0,0,26,30,0,0,111,189,71,..,178,189
SAL50487,54,98,5,10,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,105,40,..,93,105
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50489,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,0,6
SAL50490,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,..,4,3
SAL50491,1994,4201,376,534,100,164,481,699,0,0,47,82,0,0,0,0,0,0,47,82,0,0,0,0,0,0,0,0,0,0,0,0,2522,4984,278,..,2802,4984
SAL50492,572,1246,222,303,26,36,252,336,78,90,0,0,0,0,0,0,0,0,77,89,0,0,0,0,0,0,3,4,3,4,6,14,910,1687,253,..,1161,1687
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50494,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,3,..,17,28
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50496,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,..,7,18
SAL50497,826,2250,18,40,8,21,25,53,50,75,0,0,0,0,0,0,0,0,50,75,67,151,7,15,0,5,11,42,87,215,5,12,992,2602,240,..,1236,2602
SAL50498,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,4,12,0,0,0,0,16,35,0,5,21,47,0,..,19,47
SAL50499,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,13,36,3,..,16,36
SAL50500,2176,4792,79,139,10,20,91,157,0,0,0,0,0,0,0,0,3,6,3,6,26,35,0,0,0,0,0,0,28,31,0,0,2288,4988,946,..,3236,4988
SAL50501,83,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,196,25,..,107,196
SAL50502,1422,3550,285,499,15,37,300,534,0,0,0,0,0,0,0,0,6,13,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1729,4094,145,..,1867,4094
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,..,4,3
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50507,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,..,3,3
SAL50508,297,849,41,76,9,13,48,89,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,3,0,5,8,13,9,9,358,968,63,..,422,968
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50510,2558,7757,35,82,39,93,77,176,5,7,126,229,85,146,0,0,6,7,214,382,0,0,0,0,0,0,0,0,0,0,0,4,2846,8322,185,..,3030,8322
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50512,104,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,220,51,..,152,220
SAL50513,29,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,76,0,..,33,76
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50515,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,3,..,16,32
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50517,342,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,4,12,0,0,350,950,36,..,383,950
SAL50518,4511,11463,431,697,22,45,462,737,0,0,0,0,0,0,0,0,9,16,9,16,10,25,97,134,3,13,0,0,111,169,5,0,5096,12397,329,..,5421,12397
SAL50519,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,6,9,0,0,11,28,8,..,18,28
SAL50520,136,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,8,144,299,61,..,207,299
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,..,0,7
SAL50522,1622,3911,631,1150,676,1257,1306,2410,215,290,264,397,580,845,53,83,5,8,1116,1631,0,0,8,8,0,0,5,13,12,22,10,23,4068,8001,679,..,4746,8001
SAL50523,396,811,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,7,3,7,52,74,11,17,0,0,0,0,66,95,0,0,465,919,51,..,514,919
SAL50524,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,..,7,10
SAL50525,270,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,671,92,..,370,671
SAL50526,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41,17,..,37,41
SAL50527,39,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,86,19,..,51,86
SAL50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,..,4,4
SAL50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50530,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,5,9,13,6,16,26,66,0,..,26,66
SAL50531,17,65,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,20,78,24,..,51,78
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,0,..,4,10
SAL50533,714,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,723,2032,50,..,767,2032
SAL50534,1296,3009,78,135,30,52,106,187,0,0,0,0,0,0,0,0,6,11,6,11,0,0,0,0,0,0,0,5,3,3,0,0,1406,3216,425,..,1831,3216
SAL50535,31,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,62,4,..,29,62
SAL50536,828,1859,305,481,81,147,391,628,51,71,0,0,0,3,0,0,0,0,55,82,0,4,0,0,0,0,5,9,9,10,5,4,1284,2589,244,..,1529,2589
SAL50537,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,..,6,15
SAL50538,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,22,60,21,..,45,60
SAL50539,118,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,119,308,23,..,137,308
SAL50540,44,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,51,261,3,..,54,261
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50542,900,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,10,0,0,0,0,3,8,0,0,5,10,3,14,916,2544,134,..,1048,2544
SAL50543,30,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,30,76,4,..,41,76
SAL50544,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0,..,8,21
SAL50545,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,7,..,21,42
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50548,304,786,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,319,798,68,..,380,798
SAL50549,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0,..,14,23
SAL50550,2510,6938,555,1063,178,369,733,1433,10,12,0,0,0,0,0,0,3,9,16,24,0,0,0,0,0,0,0,0,0,0,3,9,3269,8406,235,..,3499,8406
SAL50551,372,998,3,14,0,4,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,378,1018,30,..,410,1018
SAL50552,980,2542,12,18,0,0,12,18,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,4,4,995,2570,82,..,1079,2570
SAL50553,1057,2839,41,81,0,0,41,81,15,35,0,0,0,0,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,0,5,1109,2959,117,..,1218,2959
SAL50554,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,0,..,15,35
SAL50555,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,..,8,25
SAL50556,87,211,93,150,315,727,405,872,404,854,115,251,0,0,127,232,0,0,646,1340,0,0,0,0,0,0,0,0,0,0,0,0,1141,2424,148,..,1289,2424
SAL50557,345,898,8,9,0,0,8,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,350,913,41,..,396,913
SAL50558,36,82,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,94,18,..,53,94
SAL50559,37,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,40,92,10,..,49,92
SAL50560,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,0,..,12,29
SAL50561,365,1052,100,142,26,38,125,181,0,0,0,0,0,0,0,0,6,25,6,25,0,0,0,0,0,0,0,0,0,0,0,0,491,1255,29,..,525,1255
SAL50562,149,389,0,0,0,3,0,0,17,31,0,0,0,0,0,0,0,0,17,28,0,0,0,0,0,0,0,0,0,0,0,0,167,422,125,..,295,422
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,8,11,0,..,8,11
SAL50564,201,502,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,505,70,..,268,505
SAL50565,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,13,..,18,23
SAL50566,1891,5137,34,58,7,13,39,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,21,64,1953,5274,196,..,2153,5274
SAL50567,118,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,219,53,..,170,219
SAL50568,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,6,..,19,23
SAL50569,193,396,18,31,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,225,433,44,..,266,433
SAL50570,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,..,3,13
SAL50571,1207,3134,33,49,0,0,33,49,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,4,1248,3199,81,..,1330,3199
SAL50572,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,5,..,14,30
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50574,6378,16834,1144,2070,98,181,1240,2261,229,408,0,0,0,0,0,0,9,22,239,429,0,0,0,0,0,0,11,11,16,17,12,9,7885,19548,618,..,8498,19548
SAL50575,66,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,5,15,0,0,74,184,136,..,213,184
SAL50576,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,11,0,0,11,28,4,..,12,28
SAL50577,44,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48,110,13,..,60,110
SAL50578,67,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,134,11,..,77,134
SAL50579,138,248,9,10,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,6,0,0,145,260,204,..,348,260
SAL50580,23,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,56,8,..,26,56
SAL50581,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,56,3,..,22,56
SAL50582,158,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,326,33,..,194,326
SAL50583,3144,7667,821,1221,68,110,887,1334,11,19,0,0,0,0,0,0,15,20,26,36,0,0,0,0,0,0,0,0,0,0,4,6,4053,9038,418,..,4472,9038
SAL50584,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,3,..,17,36
SAL50585,907,2287,51,87,0,0,51,87,0,0,0,0,0,0,0,0,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,959,2378,79,..,1039,2378
SAL50586,113,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,114,301,19,..,136,301
SAL50587,3385,8808,261,523,8,14,269,533,0,0,0,0,0,0,0,0,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,3656,9343,189,..,3840,9343
SAL50588,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,5,..,12,17
SAL50589,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,8,17,0,0,25,46,42,..,61,46
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,5,0,0,3,5,78,..,77,5
SAL50591,36,136,9,14,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,151,0,..,45,151
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50593,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,62,119,357,..,422,119
SAL50594,574,1417,88,124,11,10,97,133,6,6,17,32,0,0,0,0,0,0,27,39,0,0,0,0,0,0,9,19,9,19,0,0,706,1619,72,..,781,1619
SAL50595,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,..,7,8
SAL50596,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,23,8,..,18,23
SAL50597,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,0,..,16,40
SAL50598,31,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,76,11,..,47,76
SAL50599,1542,4452,113,210,48,92,161,301,57,73,0,0,0,0,0,0,0,0,55,77,40,69,7,10,6,3,0,0,52,90,0,3,1807,4922,75,..,1882,4922
SAL50600,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,44,3,..,24,44
SAL50601,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,0,..,24,53
SAL50602,337,1162,45,107,10,12,57,118,15,29,0,0,0,0,0,0,0,0,15,29,19,34,0,0,8,14,0,7,25,55,11,14,444,1380,106,..,557,1380
SAL50603,4763,12179,324,488,126,228,445,713,12,22,3,9,57,101,27,34,0,3,102,167,0,0,0,0,6,12,0,0,6,12,0,0,5314,13073,1218,..,6528,13073
SAL50604,96,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,246,12,..,109,246
SAL50605,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,7,0,0,15,43,27,..,38,43
SAL50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,..,6,5
SAL50607,1792,4614,173,370,6,16,181,385,0,0,0,0,0,0,0,0,5,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1981,5003,109,..,2094,5003
SAL50608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50609,3290,7721,958,1653,248,490,1212,2149,132,180,117,167,35,53,0,0,20,43,307,444,0,0,0,0,0,9,0,0,0,9,4,4,4808,10316,448,..,5255,10316
SAL50610,2006,5926,180,409,152,315,332,725,14,15,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,2347,6664,118,..,2468,6664
SAL50611,724,1999,108,196,20,46,125,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,852,2239,119,..,969,2239
SAL50612,32,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,85,3,..,34,85
SAL50613,3535,11140,52,135,0,6,51,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3588,11296,140,..,3730,11296
SAL50614,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,43,0,..,16,43
SAL50615,1216,2990,72,125,9,29,83,153,0,5,0,0,0,0,0,0,0,0,0,5,13,18,0,0,0,0,3,0,9,14,0,3,1316,3167,147,..,1462,3167
