SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL51309,79,91,172,31,22,56,10,27,38,10,10,21,5,0,5,48,59,111,21,32,50,5.8,0,2.7,63.4,62.4,62.9,59.8,62.4,61.1,5,5,10,0,3,3,8,19,24,4,4,15,24,20,41,0,3,9,3,0,0,25,20,45,84,90,177,6,13,17,55,67,116,36,35,68
SAL51310,79,75,155,36,24,60,11,26,34,0,0,3,0,0,0,50,47,102,23,17,40,5.9,0,3,64.6,64.5,64.5,60.8,64.5,62.6,6,5,7,5,3,4,10,11,22,5,11,16,22,6,32,3,5,4,0,5,3,24,14,40,70,73,143,10,14,24,50,61,108,25,27,48
SAL51311,7,9,20,5,0,4,0,3,3,6,0,5,0,0,0,3,0,11,5,5,12,0,0,0,50,36.4,42.9,50,36.4,42.9,0,0,0,0,0,0,0,0,0,0,5,5,3,3,5,0,0,0,0,0,0,3,3,5,11,8,19,0,0,0,9,14,15,0,0,5
SAL51312,1367,1637,3007,537,303,840,205,415,621,23,33,60,42,39,83,808,790,1598,517,794,1313,5.4,4.7,5.1,59.3,48.1,53.2,56.1,45.9,50.5,181,137,316,42,67,108,404,437,839,113,172,281,172,81,249,10,18,25,17,40,57,191,137,328,1445,1632,3082,199,234,432,942,1078,2019,643,751,1395
SAL51313,155,38,197,66,15,83,11,0,13,7,3,12,0,0,0,80,19,103,0,0,0,1.2,0,1,52.5,52.6,52.6,51.9,52.6,52,3,0,8,0,0,0,13,0,11,9,4,10,29,3,34,0,3,3,0,0,0,32,10,38,67,14,77,18,6,23,34,7,39,47,12,65
SAL51314,84,68,149,50,31,81,17,24,36,4,8,8,0,0,4,64,57,128,6,3,6,1.5,1.7,1.6,81.7,85.5,83.4,80.5,84.1,82.1,3,5,8,0,0,0,11,11,29,13,6,23,16,9,28,0,6,0,0,0,0,18,10,29,50,30,74,31,35,72,23,16,38,49,49,97
SAL51315,33,32,68,14,8,19,7,15,21,4,3,4,0,0,0,23,25,50,7,12,14,3.7,0,2,81.8,70.6,76.1,78.8,70.6,74.6,0,0,0,0,0,3,6,6,9,0,4,5,15,3,19,0,0,0,0,3,3,17,10,20,35,32,64,9,4,16,22,21,51,13,15,27
SAL51316,89,84,176,49,22,69,14,30,50,9,3,11,0,4,0,69,58,128,15,17,34,1.4,3.3,2.3,75,71.4,73.3,73.9,69,71.6,0,0,4,0,0,0,10,12,17,4,7,14,35,13,49,0,0,0,3,4,8,37,14,55,108,100,211,7,9,14,71,62,132,35,34,71
SAL51317,14,18,29,12,12,20,0,0,0,0,0,0,0,0,0,12,11,22,0,0,0,0,0,0,93.3,71.4,82.8,93.3,71.4,82.8,0,0,0,0,0,3,0,4,9,0,0,3,8,0,3,0,0,0,0,0,0,8,0,9,19,23,43,4,6,3,19,19,35,3,8,13
SAL51318,32,30,63,13,4,16,8,5,14,0,4,4,0,0,0,22,17,39,9,17,23,0,0,0,64.5,48.5,56.3,64.5,48.5,56.3,0,0,0,0,0,0,3,6,4,3,3,4,8,4,19,0,0,0,0,3,3,8,8,20,32,25,64,7,7,11,25,21,46,12,17,27
SAL51319,3105,3207,6313,1248,673,1920,335,826,1161,148,115,261,119,100,224,1842,1724,3565,1077,1369,2445,6.6,5.8,6.2,59.4,53.6,56.5,55.5,50.5,53,57,77,131,29,96,122,234,389,626,258,365,624,1050,452,1505,47,88,136,51,92,140,1149,630,1778,3120,3129,6254,458,496,960,2199,2218,4418,1188,1256,2444
SAL51320,57,52,110,33,16,54,6,20,25,0,3,3,0,0,0,41,36,79,9,15,20,4.5,0,2.4,75.9,71.7,73.9,72.4,71.7,72.1,0,0,0,0,4,4,0,5,6,7,4,8,15,9,25,0,0,0,0,0,0,15,12,26,61,73,134,0,0,3,50,46,98,11,20,27
SAL51321,1238,1223,2461,501,266,761,174,330,505,26,33,55,33,20,56,731,645,1376,446,492,936,4.5,3.4,4,59,53,56,56.4,51.2,53.8,148,96,242,34,46,84,281,367,644,107,130,236,152,55,207,6,8,19,15,23,41,173,94,267,1257,1170,2422,207,163,366,783,801,1579,620,459,1081
SAL51322,783,796,1574,351,182,537,102,221,319,27,41,64,21,29,52,500,470,970,257,303,560,4.6,6,5.3,64.1,58.9,61.5,61.2,55.4,58.3,25,41,66,18,36,49,93,156,250,80,78,157,214,78,292,9,6,25,21,22,42,246,110,356,815,824,1643,76,72,151,615,629,1244,231,242,472
SAL51323,419,429,848,160,81,241,49,118,170,20,21,37,17,11,30,248,230,480,150,176,328,6.5,5.6,6.1,59,54.1,56.5,55.2,51,53.1,15,6,27,11,14,27,44,71,107,33,57,92,121,53,175,3,9,12,6,14,18,135,73,205,403,412,814,80,76,154,278,281,552,181,185,364
SAL51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0
SAL51326,70,37,113,17,8,23,9,7,14,0,3,8,6,0,3,26,15,48,17,12,29,7.1,5.9,6.7,39.4,44.7,41.3,36.6,42.1,38.5,0,0,0,0,0,0,7,4,9,0,0,4,6,6,17,0,0,0,0,0,0,11,11,18,35,23,56,10,9,20,30,17,43,16,13,27
SAL51327,45,38,77,21,9,31,0,7,14,0,0,3,0,0,0,26,15,47,10,16,19,0,0,0,64.4,51.4,58.8,64.4,51.4,58.8,0,0,0,0,0,0,0,9,8,3,4,6,16,4,16,0,0,0,0,0,0,12,5,21,49,41,82,3,4,11,40,30,66,14,11,19
SAL51328,434,398,832,200,87,293,55,114,165,20,21,40,8,13,28,282,244,523,126,146,275,3.9,6.2,5,65.7,60.1,63,63.2,56.4,59.9,16,16,30,5,11,22,38,57,95,29,41,75,144,61,205,7,11,14,9,13,17,164,78,239,443,417,860,49,43,93,346,327,671,123,125,243
SAL51329,42,29,74,28,6,34,0,19,19,0,4,4,0,0,0,32,27,54,8,7,15,0,0,0,74.4,71.9,73.3,74.4,71.9,73.3,0,0,0,0,0,0,0,4,9,0,3,3,13,3,14,0,5,5,0,3,0,12,7,23,41,31,74,4,4,9,32,24,55,12,9,22
SAL51330,7241,7833,15069,3854,2821,6678,1059,2212,3275,314,358,668,202,191,403,5434,5588,11018,1263,1819,3081,3.8,3.5,3.6,75.1,71.3,73.1,72.2,68.9,70.5,606,648,1257,181,361,540,1769,2354,4127,691,906,1597,1443,706,2151,60,87,145,82,155,241,1585,949,2534,6257,6545,12802,1614,1877,3487,3368,3505,6880,4066,4566,8631
SAL51331,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,100,100,0,100,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
SAL51332,216,208,427,72,30,102,43,69,113,8,6,15,0,5,12,128,114,248,57,65,119,2.3,6,4,59.8,55.8,57.8,58.4,52.4,55.5,18,14,25,8,7,16,43,40,82,16,23,38,58,27,80,0,3,6,4,3,5,60,29,85,186,181,369,37,40,76,135,131,262,77,79,153
SAL51333,22,14,38,18,3,19,4,3,5,0,0,0,0,0,0,21,7,33,0,0,0,14.3,0,9.4,87.5,84.6,86.5,75,84.6,78.4,0,0,0,0,0,0,0,0,4,0,0,0,5,5,4,0,0,0,0,0,0,4,5,9,19,14,31,5,3,10,11,10,21,7,7,14
SAL51334,26,19,44,12,8,21,0,5,3,4,3,5,0,0,0,16,13,30,3,4,5,0,0,0,76,68.4,72.7,76,68.4,72.7,0,0,0,0,0,0,3,4,6,6,0,6,9,0,11,0,0,0,0,0,0,8,6,10,27,22,46,8,8,5,13,12,25,9,14,22
SAL51335,29,27,59,22,11,30,4,12,16,0,0,4,0,0,0,24,24,46,0,6,8,0,0,0,83.3,77.8,80.7,83.3,77.8,80.7,0,0,0,0,0,0,5,8,10,0,4,7,4,5,12,0,0,0,0,0,0,5,5,11,45,34,79,0,0,0,42,25,68,5,9,6
SAL51336,61,38,100,13,0,14,10,3,8,0,0,0,0,4,0,19,12,27,24,20,44,10.5,20,13.8,32.8,25,29.6,29.3,20,25.5,0,0,0,0,0,0,9,5,7,7,3,8,14,6,14,0,0,0,0,0,0,14,7,17,37,29,67,11,5,21,26,23,45,24,15,41
SAL51337,4651,4679,9331,2715,1344,4058,555,1633,2190,219,189,405,166,155,322,3659,3328,6986,731,1219,1952,4.5,4.8,4.6,78.6,71.1,74.8,75.1,67.7,71.4,110,115,222,59,118,174,375,719,1089,499,575,1071,1564,878,2445,82,115,198,61,127,189,1705,1123,2825,5070,5052,10119,849,937,1788,3355,3258,6606,2197,2407,4604
SAL51338,68,74,142,28,19,49,10,29,40,4,6,14,0,0,0,52,45,99,10,21,36,3.9,4.2,4,76.1,64,69.7,73.1,61.3,66.9,0,0,4,0,0,6,6,7,18,6,8,11,29,10,40,3,0,3,0,0,0,34,16,45,61,65,129,21,18,40,48,51,102,25,31,58
SAL51339,1387,1047,2433,482,234,713,109,304,416,69,47,122,24,19,42,685,609,1291,619,368,989,3.2,3.5,3.3,49.5,58.1,53.2,47.9,56.1,51.4,20,11,29,11,16,21,72,118,195,69,96,168,375,168,545,15,15,29,22,23,43,409,213,624,983,981,1960,158,163,319,735,723,1458,351,370,718
SAL51340,4092,4245,8336,2131,1052,3176,539,1203,1736,149,163,316,191,194,384,3005,2606,5614,804,1412,2213,6.3,7.4,6.8,73.4,61.4,67.3,68.8,56.8,62.7,76,93,173,26,67,100,282,461,741,302,471,776,1082,734,1818,82,117,197,51,86,140,1212,938,2150,4675,4755,9428,568,580,1148,3075,3061,6144,1759,1878,3636
SAL51341,48,49,94,20,11,28,4,5,9,0,0,0,0,0,0,26,17,45,5,5,7,11.5,0,6.8,55.3,39.1,47.3,48.9,39.1,44.1,0,0,0,0,0,0,0,0,4,0,0,5,8,6,15,0,0,0,0,6,7,8,9,20,28,26,53,4,3,11,18,16,39,13,13,20
SAL51342,271,294,563,92,54,144,39,74,115,11,6,22,6,5,15,153,139,294,96,126,228,4.6,4.2,4.4,55.5,48.6,51.9,52.9,46.6,49.6,18,19,44,3,9,16,54,76,130,26,35,63,64,32,95,4,4,8,4,12,10,70,49,115,269,281,545,43,53,101,179,172,355,123,139,261
SAL51343,9,6,7,3,0,4,0,0,6,0,0,0,0,0,0,9,3,10,0,4,4,20,0,12.5,100,60,80,80,60,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,6,12,12,0,0,0,5,3,10,5,3,4
SAL51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51345,1872,2043,3913,874,494,1370,313,570,876,38,56,99,63,58,117,1288,1177,2463,529,830,1362,4.8,4.8,4.8,68.9,57.6,63,65.5,54.9,60,267,235,496,51,74,123,469,566,1041,173,218,389,294,135,428,16,21,32,18,27,44,325,180,504,1871,2047,3917,371,357,733,1243,1353,2598,920,957,1874
SAL51346,1726,1974,3705,762,521,1280,308,594,901,21,60,84,46,49,97,1138,1223,2360,470,651,1127,4.3,4,4.1,66,61.9,63.8,63.2,59.4,61.2,354,349,709,79,136,218,564,672,1238,121,156,277,92,63,154,4,15,22,14,30,48,112,108,219,1744,1930,3670,347,392,738,1118,1251,2365,860,989,1842
SAL51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51348,1812,1924,3744,673,378,1055,190,411,602,72,63,133,89,70,159,1028,924,1949,607,805,1412,8.8,7.3,8.1,56.7,47.9,52.2,51.7,44.4,48,52,61,110,16,40,53,164,277,441,177,209,385,528,279,810,37,38,70,40,41,76,609,356,963,1672,1758,3433,305,316,622,1076,1099,2173,801,888,1691
SAL51349,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,40,0,25,40,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4
SAL51350,26,32,53,9,3,12,8,14,20,0,0,0,0,0,0,17,17,36,5,8,15,0,0,0,70.8,63.3,66.7,70.8,63.3,66.7,3,0,3,0,0,0,0,4,12,3,3,8,7,6,9,0,0,0,0,0,0,10,6,12,19,25,47,3,8,10,14,14,33,12,12,23
SAL51351,599,617,1220,223,116,339,79,159,240,19,19,40,23,18,38,340,314,654,224,281,500,6.2,6,6.1,57.1,50.9,53.9,53.6,47.8,50.7,3,23,30,8,21,34,48,78,130,49,69,117,216,100,319,4,6,12,6,13,24,231,122,352,558,568,1128,115,121,229,361,360,717,278,292,574
SAL51352,1098,1166,2265,681,378,1060,120,367,483,52,57,110,27,46,71,886,843,1728,182,302,481,3.3,5.5,4.3,80.4,72.2,76.2,77.7,68.3,72.9,35,34,77,11,43,55,98,201,299,102,164,266,368,207,576,22,28,53,20,23,42,413,263,674,1226,1313,2537,199,228,428,742,807,1546,573,611,1180
SAL51353,309,306,621,147,82,225,38,78,113,17,13,33,8,3,14,211,177,388,70,107,183,5.2,2.8,4.1,68.1,57.5,62.8,64.5,55.8,60.2,0,3,3,0,3,3,12,20,34,14,28,41,99,47,140,4,12,16,0,3,7,107,58,169,283,283,566,68,63,125,170,190,357,157,146,303
SAL51354,1488,1557,3042,771,420,1192,194,504,701,82,67,150,53,62,115,1102,1057,2153,305,455,765,4.6,5.8,5.2,74,67.9,70.9,70.5,63.9,67.2,23,37,60,13,57,70,116,246,354,146,189,333,516,297,817,20,35,52,30,31,59,573,360,931,1612,1672,3287,257,276,530,1107,1139,2244,630,701,1330
SAL51355,35,0,35,19,0,19,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,51.5,0,51.5,51.5,0,51.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,12,0,12,14,0,14,6,0,6,4,0,4,6,0,6
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,31,25,51,18,8,27,9,5,12,0,0,0,0,0,0,22,18,40,5,3,8,0,6.7,2.6,80,62.5,72.2,80,58.3,70.4,0,0,0,0,3,4,5,3,11,0,6,3,8,3,11,0,0,0,0,0,0,8,3,15,27,23,45,3,4,5,12,9,26,19,9,23
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,1677,1487,3163,1089,607,1694,128,359,485,77,65,141,27,29,63,1318,1058,2377,169,293,457,2.1,3,2.5,78.5,71.2,75.1,76.9,69,73.2,59,75,130,13,40,52,154,234,386,100,132,231,553,211,764,18,37,60,17,27,47,588,277,865,1578,1410,2985,383,362,745,950,840,1785,846,807,1646
SAL51360,3145,3290,6438,1422,698,2124,513,1052,1565,82,125,208,87,72,149,2105,1946,4044,924,1256,2181,3.9,3.5,3.7,66.9,59,62.8,64.2,57,60.5,272,186,464,84,148,227,733,808,1538,363,394,756,598,261,858,17,38,55,37,101,140,645,406,1058,3264,3443,6715,391,414,801,2375,2490,4862,1147,1225,2378
SAL51361,6,5,15,6,4,5,0,6,6,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,100,75,86.7,100,75,86.7,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,6,7,11,0,3,4,8,9,11,0,3,5
SAL51362,753,496,1249,257,139,394,34,88,125,22,12,30,17,21,34,326,262,585,309,143,452,5.6,6.9,6.1,42.9,52.7,46.8,40.5,49.1,43.9,6,0,5,0,8,9,7,16,24,14,18,32,141,70,214,11,13,21,6,0,6,151,85,240,426,398,818,90,75,165,274,241,512,211,200,409
SAL51363,3431,3883,7316,1539,899,2442,416,1042,1456,131,128,261,93,88,179,2176,2162,4339,1033,1528,2565,4.1,4.2,4.1,63.5,55.6,59.3,60.9,53.3,56.9,106,126,232,74,116,189,367,637,999,259,395,660,1013,596,1605,59,88,143,48,109,152,1120,788,1905,3320,3604,6919,620,711,1331,2220,2418,4643,1501,1721,3221
SAL51364,14,8,20,9,0,6,3,5,3,0,0,0,0,0,0,10,3,12,3,5,9,0,0,0,61.5,50,56.5,61.5,50,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16,24,0,0,0,5,10,18,0,0,0
SAL51365,398,360,758,138,108,242,46,68,110,25,22,45,17,11,26,221,203,420,113,87,199,6.5,3.9,5.2,54.4,56.5,55.4,50.9,54.3,52.5,5,7,9,0,7,7,21,37,60,23,17,39,99,53,148,8,8,13,4,7,12,111,66,176,328,280,611,50,56,104,226,191,419,134,128,261
SAL51366,4,4,11,4,0,7,0,3,3,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,100,80,90.9,100,80,90.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,4,5,7,6,20,0,0,0,7,8,17,0,0,3
SAL51367,24,20,50,11,3,17,0,6,10,0,3,8,0,0,0,18,10,32,7,10,11,0,0,0,68,63.6,66,68,63.6,66,0,0,0,0,0,0,0,0,9,7,3,7,0,3,5,0,0,0,0,0,3,0,10,12,18,21,36,0,0,8,14,16,32,7,0,10
SAL51368,1460,1519,2981,589,392,977,234,431,669,53,58,104,62,38,95,938,909,1850,440,532,969,6.5,3.8,5.2,64.3,59.9,62,60.1,57.6,58.8,178,191,370,47,96,141,368,482,854,136,157,297,213,82,299,13,11,23,20,30,50,247,130,372,1324,1341,2657,242,275,515,834,840,1678,656,720,1373
SAL51369,3,6,11,3,6,8,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,100,71.4,83.3,100,71.4,83.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,10,6,9,0,0,0,3,4,9,0,0,0
SAL51370,58,41,102,19,7,28,13,5,14,3,0,3,0,0,0,33,20,51,21,18,39,0,11.1,4.1,52.5,46.2,50,52.5,41,48,0,0,0,0,3,3,3,4,7,4,0,4,14,4,18,0,0,0,0,0,0,14,11,24,52,39,88,12,9,20,45,29,73,16,15,29
SAL51371,1437,1523,2961,800,482,1280,198,450,646,64,70,131,32,39,67,1094,1031,2123,285,450,735,2.9,3.5,3.2,76.2,67.7,71.8,73.9,65.3,69.5,79,74,149,26,55,81,214,340,554,131,166,300,384,219,606,11,21,35,13,43,62,414,290,701,1554,1535,3086,253,263,515,996,1003,1997,680,690,1368
SAL51372,4393,3873,8270,2379,1424,3799,319,706,1027,253,208,466,120,102,224,3073,2442,5518,517,857,1370,3.9,4.3,4.1,70,63,66.7,67.3,60.3,64,58,58,112,34,68,103,194,451,641,229,333,561,1417,542,1958,50,131,185,47,62,106,1511,736,2245,3580,3237,6813,1160,1164,2328,1471,1266,2731,2824,2770,5593
SAL51373,1759,1637,3395,1023,559,1580,133,370,503,67,54,119,54,35,96,1279,1025,2302,311,476,793,4.5,3.7,4.2,72.8,62.6,67.9,69.5,60.3,65.1,25,21,46,10,18,30,91,151,238,87,113,198,546,246,786,38,51,86,22,30,48,600,324,925,1645,1578,3229,391,374,763,1048,981,2033,831,829,1659
SAL51374,10,7,16,7,0,10,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,80,66.7,75,80,66.7,75,0,0,0,0,0,0,0,0,6,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,7,5,16,0,0,0,3,0,10,3,0,4
SAL51375,32,28,64,29,11,36,0,16,16,0,0,0,0,0,0,29,20,44,5,7,12,0,0,0,76.5,65.6,71.2,76.5,65.6,71.2,0,4,4,0,0,0,4,11,9,0,4,4,3,3,8,0,0,0,0,6,6,3,9,9,38,34,74,0,0,0,33,27,60,5,6,14
SAL51376,6,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,50,37.5,42.9,50,37.5,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,0,0,0,4,3,3,0,0,4
SAL51377,2425,2362,4787,1210,645,1853,311,639,951,83,101,179,106,90,194,1704,1474,3175,584,783,1367,6.2,5.8,6,70.3,62.2,66.3,66,58.6,62.3,74,80,150,27,60,91,249,372,620,158,220,379,616,302,915,31,56,95,38,45,77,682,403,1092,2401,2376,4774,341,334,676,1726,1674,3402,863,861,1726
SAL51378,14,12,26,13,5,16,0,6,0,0,0,0,0,0,0,15,6,22,0,0,3,0,0,0,73.3,72.7,73.1,73.3,72.7,73.1,0,0,0,0,0,0,5,3,4,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,12,8,19,0,0,0,12,8,19,0,0,0
SAL51379,27,21,45,7,4,16,0,6,4,4,0,3,0,0,0,12,8,21,9,9,16,0,0,0,48,42.1,45.5,48,42.1,45.5,0,0,0,0,0,0,0,0,0,5,3,4,4,3,12,0,0,0,0,4,4,4,4,12,29,24,49,9,4,9,22,14,34,9,14,20
SAL51380,16,16,34,11,7,16,0,7,4,0,0,7,0,0,0,17,11,23,0,4,5,0,9.1,3.7,94.1,73.3,84.4,94.1,66.7,81.3,0,0,0,0,0,0,0,7,6,4,0,4,0,4,6,0,0,0,0,0,0,0,0,3,19,12,32,0,0,7,15,14,30,4,5,6
SAL51381,5468,5613,11081,2552,1717,4267,912,1466,2379,145,161,307,175,146,322,3787,3491,7275,1377,1810,3190,4.6,4.2,4.4,69.2,62.2,65.7,66,59.5,62.7,765,660,1423,157,266,418,1572,1631,3200,502,597,1102,620,361,983,31,70,101,66,102,167,718,530,1253,4804,4745,9548,1154,1160,2311,2630,2687,5322,3052,2998,6049
SAL51382,79,57,140,50,28,77,8,14,28,0,0,6,3,0,3,62,42,106,5,7,19,3.2,0,1.9,75.9,75,75.5,73.5,75,74.1,0,0,5,0,0,0,0,4,10,5,0,4,13,3,19,0,0,0,0,0,0,13,3,19,91,70,157,6,0,9,64,44,104,23,21,46
SAL51383,23,20,42,15,4,22,3,5,11,0,0,0,0,0,0,17,12,34,0,3,7,0,0,0,82.6,65,74.4,82.6,65,74.4,0,0,0,0,0,0,4,4,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,20,17,38,0,3,10,15,14,30,0,9,10
SAL51384,9,11,17,7,0,7,0,0,0,0,0,0,0,0,0,6,0,7,0,4,5,0,0,0,70,14.3,47.1,70,14.3,47.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,12,0,0,3,4,5,14,0,0,4
SAL51385,55,45,91,30,10,39,11,14,22,0,0,3,0,0,0,41,31,68,8,6,14,0,0,0,75.5,71.4,73.7,75.5,71.4,73.7,0,0,0,0,0,0,6,10,15,5,3,8,8,9,16,0,0,0,0,0,0,8,8,18,60,42,103,3,6,3,44,32,76,13,10,26
SAL51386,18,11,29,5,0,6,4,4,8,4,0,5,0,0,0,16,8,20,5,3,11,0,0,0,72.2,50,64.3,72.2,50,64.3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,16,10,26,0,0,0,15,10,22,3,0,3
SAL51387,8,13,19,6,8,12,3,0,5,0,0,0,0,0,0,9,8,11,0,3,4,0,0,0,90,54.5,71.4,90,54.5,71.4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,10,12,23,0,0,0,10,10,17,0,4,4
SAL51388,9,8,15,6,0,12,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,70,75,71.4,70,75,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,0,0,0,7,8,11,0,0,0
SAL51389,7,4,13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,66.7,33.3,55.6,66.7,33.3,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4
SAL51390,1578,1609,3183,626,303,924,146,392,538,73,58,133,40,51,94,883,802,1687,563,717,1283,5,6.1,5.5,56,50,53,53.2,47,50,15,30,46,13,31,44,88,127,220,118,172,285,526,263,795,23,39,64,25,47,64,583,351,929,1436,1480,2919,298,326,627,880,898,1777,761,819,1580
