SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL50612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,3,13,7,5,0,48
SAL50613,7,20,31,24,44,51,16,22,0,206,11,37,28,14,49,66,14,48,33,288,234,772,691,446,1477,1382,398,744,60,6211
SAL50614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,30
SAL50615,0,7,5,0,0,16,0,9,3,42,0,12,5,0,10,9,6,8,9,64,45,256,150,77,301,300,115,258,35,1539
SAL50616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,13,0,19
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,0,6,0,0,0,0,4,3,0,12,0,3,0,0,0,0,0,0,0,8,23,44,27,21,29,27,15,42,0,224
SAL50619,8,6,8,0,12,7,4,10,4,54,0,6,3,3,16,20,3,13,9,78,58,140,137,101,343,237,89,181,25,1307
SAL50620,0,3,6,0,3,3,3,9,0,25,0,0,0,0,4,8,0,7,0,29,27,72,53,24,63,76,23,67,5,414
SAL50621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,3,0,14,7,38
SAL50622,16,28,24,13,27,48,8,17,5,180,3,19,14,11,25,26,8,22,34,162,199,474,421,289,656,742,244,490,62,3572
SAL50623,3,10,6,7,14,14,12,14,0,80,3,12,3,5,14,19,0,11,11,85,97,314,240,167,335,392,146,388,32,2116
SAL50624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,13
SAL50625,0,8,5,5,12,10,3,6,0,62,0,6,7,0,10,12,0,12,5,60,52,202,139,105,224,241,68,212,16,1264
SAL50626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,4,3,13,11,5,25,0,75
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,0,9,7,0,9,5,4,4,0,41,0,9,3,5,3,4,4,7,6,42,30,128,106,47,89,145,50,132,18,753
SAL50629,0,0,0,4,0,3,0,0,0,5,0,6,3,0,0,6,0,0,4,14,15,27,27,17,23,31,11,36,8,202
SAL50630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,0,11,4,0,8,0,44
SAL50631,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,10,0,10,8,12,4,15,3,55
SAL50632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,14
SAL50633,7,45,35,27,71,60,26,50,4,325,7,27,23,21,50,65,19,48,45,308,285,832,670,463,1204,1198,441,1038,110,6237
SAL50634,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,3,20,12,9,16,21,5,35,0,119
SAL50635,5,0,8,0,8,9,0,7,3,43,0,9,3,5,19,15,0,11,8,68,55,145,173,111,294,355,99,232,12,1484
SAL50636,5,17,9,7,25,21,10,8,3,103,3,6,3,8,17,22,5,16,14,93,141,208,206,147,498,481,183,346,28,2241
SAL50637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,5,27,0,61
SAL50638,3,52,20,21,17,33,8,31,4,183,7,49,23,16,31,59,10,31,26,239,209,1054,747,465,842,1173,387,912,49,5844
SAL50639,0,5,7,0,4,7,0,3,0,28,0,3,0,0,6,5,0,6,3,27,28,101,97,49,123,143,42,111,12,706
SAL50640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,5,0,3,0,5,0,32
SAL50641,3,16,11,6,12,8,5,3,5,68,0,14,4,8,13,17,6,7,12,83,111,308,299,208,344,392,140,236,29,2067
SAL50642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,34
SAL50643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,4,4,0,5,0,23
SAL50644,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,3,10,3,3,5,0,14,5,47
SAL50645,4,23,20,12,36,40,17,22,0,172,3,19,8,11,37,28,15,31,28,169,152,509,417,264,733,797,266,553,63,3746
SAL50646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,14,7,6,10,3,14,0,73
SAL50647,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,21
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL50650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,11,0,23
SAL50651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL50652,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,11,0,5,0,24
SAL50653,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,3,0,0,10,16,5,21,17,18,20,37,7,33,11,166
SAL50654,0,5,3,0,0,0,0,5,0,12,4,3,0,4,0,0,0,4,5,17,39,68,36,31,40,32,21,179,9,459
SAL50655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,4,5,11,3,16,0,65
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50657,0,0,8,3,4,3,0,5,0,20,0,3,0,0,4,0,0,4,0,14,18,62,47,35,53,68,23,75,0,395
SAL50658,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,10,3,7,9,5,16,0,63
SAL50659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,6,0,9,0,26
SAL50660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,15
SAL50661,9,20,25,18,50,44,17,21,0,202,4,19,32,19,34,42,12,28,38,222,188,584,510,338,980,861,277,567,79,4379
SAL50662,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,4,7,9,21,21,9,20,29,18,67,6,203
SAL50663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL50664,0,21,13,8,23,15,10,18,0,111,4,17,11,10,15,26,7,21,24,133,109,554,438,228,468,674,205,529,34,3241
SAL50665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL50666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,4
SAL50667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
SAL50668,0,16,18,15,21,28,11,14,0,119,0,7,12,5,9,20,7,8,18,89,132,464,401,229,620,672,255,510,35,3313
SAL50669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
SAL50670,3,32,18,18,31,44,19,19,0,200,3,16,16,12,33,55,15,25,30,203,238,579,516,427,1066,1294,420,773,50,5366
SAL50671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL50672,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,4,6,6,15,0,12,0,53
SAL50673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,5,0,23
SAL50674,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,3,10,0,33
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,5,3,5,4,0,4,0,29
SAL50677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,8,8,0,11,0,33
SAL50678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,10,4,10,0,35
SAL50679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,8,5,0,9,0,13,0,52
SAL50680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,10,0,21
SAL50681,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,11,10,32,16,15,18,31,0,34,6,155
SAL50682,0,17,8,3,6,9,9,5,0,66,6,15,3,4,13,14,6,8,13,83,40,252,160,104,260,278,77,217,24,1411
SAL50683,0,10,13,5,18,23,7,19,0,104,4,9,8,0,19,18,0,15,4,76,100,290,244,151,387,435,139,347,25,2115
SAL50684,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,3,19,11,8,21,15,3,10,0,94
SAL50685,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,14
SAL50686,0,0,3,0,5,4,0,5,0,25,0,6,6,0,0,3,8,4,11,34,27,72,53,36,94,124,44,109,26,589
SAL50687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50688,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,8,4,12,7,3,33,0,75
SAL50689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,10,0,33
SAL50690,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,14,0,29
SAL50691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,5,8,6,9,11,74,4,122
SAL50692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,12,18,13,9,17,36,11,44,3,158
SAL50693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,16
SAL50694,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,4,5,13,12,5,0,0,48
SAL50695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,13,0,27
SAL50696,0,16,20,10,20,21,7,11,0,108,0,8,9,4,22,15,3,12,12,84,126,343,275,180,423,476,133,410,24,2384
SAL50697,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,8,4,14,8,12,0,45
SAL50698,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,7,6,0,7,11,5,29,0,74
SAL50699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,5,0,12,0,37
SAL50700,0,3,3,0,8,0,4,0,0,20,0,0,0,0,0,8,0,0,5,15,14,130,86,49,120,141,52,70,8,659
SAL50701,8,29,24,24,38,45,23,27,4,213,11,26,29,13,57,56,10,22,25,238,219,753,623,386,1048,998,242,556,52,4885
SAL50702,6,20,19,11,26,19,8,12,3,125,0,19,9,0,20,18,7,14,15,102,113,374,346,209,683,707,216,383,32,3064
SAL50703,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,13,11,25,17,10,16,20,14,40,0,156
SAL50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50705,0,5,4,5,5,3,0,0,0,31,11,12,6,4,4,7,3,3,5,41,69,151,117,57,108,127,49,172,16,874
SAL50706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,22
SAL50707,0,30,21,10,33,23,12,9,0,135,8,15,17,7,16,28,4,16,16,125,171,558,411,256,498,636,215,530,40,3313
SAL50708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,5,7,5,7,15,8,28,0,76
SAL50709,0,0,0,7,6,4,0,5,0,21,0,4,7,3,0,0,4,0,5,33,51,96,77,73,71,92,26,111,22,627
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,0,7,0,0,4,4,0,0,0,23,0,3,0,0,0,3,3,0,0,18,27,75,67,31,46,72,29,62,10,426
SAL50712,6,3,7,3,13,27,15,28,0,85,3,3,10,9,12,9,10,21,21,88,100,172,179,94,329,370,196,634,54,2116
SAL50713,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,12,10,3,8,12,4,9,0,61
SAL50714,4,17,13,9,22,21,10,9,0,94,4,12,13,7,12,23,8,16,11,101,118,466,320,190,441,528,181,407,19,2668
SAL50715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,0,4,5,0,6,0,35
SAL50716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,8,10,11,0,20,3,53
SAL50717,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,3,0,0,3,12,11,33,22,6,31,22,19,112,8,261
SAL50718,0,0,0,0,0,0,0,5,0,9,0,0,0,4,0,0,0,3,13,26,49,66,54,37,74,91,66,248,32,719
SAL50719,0,0,0,4,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,9,38,26,21,20,31,10,60,0,216
SAL50720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,9,10,3,10,8,9,21,0,86
SAL50723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,4,7,0,24
SAL50724,0,3,7,0,0,3,3,0,0,15,0,9,7,6,3,4,0,0,16,48,38,197,133,56,144,164,40,95,21,894
SAL50725,12,28,26,16,30,38,8,25,0,193,4,35,27,18,27,50,10,20,31,226,179,853,629,370,889,982,292,604,66,4863
SAL50726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,23
SAL50727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,4,6,3,3,3,22,3,60
SAL50728,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,11,16,11,13,3,16,27,13,51,0,149
SAL50729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,19
SAL50730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,6,17,26,7,31,17,8,16,6,132
SAL50731,0,11,5,10,6,12,5,9,0,51,3,6,3,0,7,13,4,14,12,57,65,140,123,75,158,181,92,187,19,1035
SAL50732,0,0,0,0,4,5,0,6,0,15,0,0,0,0,0,3,0,0,0,6,9,30,37,14,14,48,7,53,0,213
SAL50733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50734,0,0,0,0,0,0,0,0,0,5,0,6,0,3,0,6,0,0,4,9,0,17,13,7,11,22,3,18,6,97
SAL50735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,19
SAL50736,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,9,0,4,3,10,3,22,0,44
SAL50737,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,0,6,11,5,18,12,10,18,0,72
SAL50738,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,0,0,0,3,9,6,9,3,9,14,4,48,3,95
SAL50739,0,0,0,5,0,0,3,3,0,9,0,4,0,0,0,0,0,0,0,3,17,28,32,15,26,23,8,33,0,180
SAL50740,5,27,24,12,36,19,14,24,0,162,4,24,20,6,27,52,13,25,21,193,191,815,617,346,726,1051,333,756,47,4875
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,4,10,0,4,14,26,3,16,0,74,9,15,8,7,7,14,0,11,14,81,77,220,161,127,335,347,95,188,38,1584
SAL50743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,5,8,0,7,0,36
SAL50744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,5,8,0,22
SAL50745,0,7,3,0,9,4,4,3,0,27,0,0,0,3,0,0,3,4,7,24,29,81,72,53,106,111,35,100,10,605
SAL50746,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,5,0,27
SAL50747,0,4,0,0,0,0,0,0,0,6,0,3,6,3,3,0,0,0,5,19,10,57,34,29,51,61,24,54,9,333
SAL50748,8,39,22,21,48,42,17,29,0,233,13,36,23,14,50,58,16,36,41,276,202,683,572,388,883,909,305,656,89,4688
SAL50749,0,3,0,0,6,0,0,5,0,18,10,3,8,3,3,3,0,0,3,33,31,58,56,34,58,59,18,81,8,398
SAL50750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,9,0,19
SAL50751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50752,5,8,10,5,6,12,3,3,0,58,3,9,11,3,8,16,9,13,11,87,88,434,323,173,366,513,165,410,22,2496
SAL50753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,9,8,6,5,9,4,12,3,59
SAL50754,3,21,16,13,33,14,12,13,0,122,5,15,18,14,45,28,9,16,39,187,89,328,317,182,647,450,131,315,75,2532
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,0,22,11,16,34,35,3,17,0,143,5,12,7,10,21,37,14,27,33,165,124,497,426,248,786,767,226,500,68,3649
SAL50757,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,14,23,12,13,12,21,9,24,3,126
SAL50758,0,9,10,4,12,10,0,0,0,40,0,0,5,4,9,12,0,3,4,48,37,134,102,74,218,188,56,101,11,924
SAL50759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,0,24
SAL50760,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,5,7,0,17,16,11,26,0,90
SAL50761,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,8,7,33,17,10,25,20,8,26,3,148
SAL50762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,5,0,19
SAL50763,0,0,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,10,18,6,8,18,25,14,19,3,128
SAL50764,4,45,35,31,42,40,16,17,6,237,10,27,24,20,36,45,13,23,21,230,285,1042,879,522,1123,1324,431,875,52,6538
SAL50765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,9
SAL50766,6,22,23,22,39,33,10,25,0,177,3,18,19,3,22,43,13,23,21,168,184,546,435,331,730,838,260,501,63,3879
SAL50767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL50768,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,18,4,3,9,12,0,13,0,82
SAL50769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,11
SAL50770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,10
SAL50771,0,0,0,0,3,4,0,5,0,19,0,8,6,0,8,3,4,4,6,39,35,77,85,42,79,103,27,85,21,552
SAL50772,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,9,4,7,3,7,3,8,4,49
SAL50773,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,3,25,13,12,14,25,19,54,8,171
SAL50774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,21
SAL50775,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,14,0,12,0,37
SAL50776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,9,0,25
SAL50777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,42,3,59
SAL50778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11
SAL50779,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,33,3,46
SAL50780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,10,0,33
SAL50781,3,21,9,3,16,12,3,7,0,79,6,28,12,3,26,19,4,9,19,129,47,249,191,107,315,240,68,169,37,1423
SAL50782,0,0,0,3,5,0,4,0,0,14,0,0,7,0,4,12,0,9,3,33,30,63,52,32,87,78,22,58,6,421
SAL50783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,11,10,11,26,5,22,3,101
SAL50784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,21
SAL50785,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,3,5,11,5,7,8,0,18,0,60
SAL50786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,6,3,0,14,0,36
SAL50787,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,10,28,13,15,13,15,9,20,3,130
SAL50788,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,3,5,8,10,6,6,12,0,9,0,51
SAL50789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,18,0,33
SAL50790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,5,0,4,0,18
SAL50791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,6,0,10,0,27,4,75
SAL50792,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,6,12,29,17,12,10,33,16,25,3,148
SAL50793,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,8,4,9,6,9,20,0,55
SAL50794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11
SAL50795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,3,0,3,37,0,52
SAL50796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,4,0,26
SAL50797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,3,3,17,0,30
SAL50798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,15
SAL50799,4,9,4,6,16,26,12,26,0,107,8,21,7,5,26,23,9,25,30,148,121,215,162,178,545,559,198,555,63,2597
SAL50800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,13
SAL50801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,0,20
SAL50803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SAL50804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SAL50805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,15
SAL50806,0,0,0,0,7,0,0,0,0,13,0,0,0,0,9,3,0,3,3,15,18,38,27,23,57,49,17,50,13,280
SAL50807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,12
SAL50808,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,16,3,13,3,36,22,9,26,4,130
SAL50809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,6,11,44,4,82
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,17,0,27
SAL50812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7
SAL50813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,16
SAL50814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SAL50815,0,0,0,0,0,0,0,0,0,5,7,0,0,3,0,0,0,5,5,26,42,53,28,21,55,38,19,74,14,343
SAL50816,4,34,14,9,24,16,6,16,6,136,7,16,14,3,25,30,0,21,26,150,125,370,281,187,504,534,177,389,57,2623
SAL50817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,3,0,22,0,33
