SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL50201,0,24,7,9,19,25,13,3,0,101,0,26,17,3,31,33,5,7,18,155,105,635,410,252,639,773,223,410,36,3477
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,14,10,20,0,54
SAL50204,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,7,5,8,6,15,11,4,18,0,78
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,12
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL50207,6,16,9,10,32,43,10,18,3,153,6,16,19,7,22,31,5,24,26,160,140,343,325,204,490,561,180,566,70,2878
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SAL50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,0,28
SAL50210,5,0,3,4,7,8,3,10,0,50,0,7,3,3,15,10,11,13,3,63,103,257,188,157,331,372,149,370,17,1944
SAL50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,6
SAL50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,16
SAL50213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,8,0,12,0,34
SAL50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,3,5,3,10,0,25
SAL50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,22
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,0,12,3,0,0,6,0,3,0,16,0,0,0,4,0,0,0,3,4,15,14,48,50,26,44,86,26,83,9,393
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,7
SAL50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,0,14
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50221,3,15,12,15,19,18,5,12,0,94,0,19,9,8,21,24,0,11,19,104,97,337,284,159,381,471,176,373,36,2323
SAL50222,0,0,0,0,0,0,4,0,0,3,0,5,0,0,0,0,0,0,3,6,5,30,24,21,17,24,11,27,4,153
SAL50223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,0,0,5,6,13,0,46
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,9
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,0,0,7,5,11,13,3,4,0,52,0,8,10,4,11,16,0,14,7,74,54,179,196,98,327,416,105,287,14,1676
SAL50227,0,6,0,0,4,8,4,4,0,20,0,0,0,0,4,5,0,0,0,11,20,36,26,31,117,93,47,82,4,460
SAL50228,0,4,7,6,3,7,0,3,0,33,0,0,0,0,0,0,0,9,4,23,30,111,102,86,111,133,39,101,17,731
SAL50229,6,58,32,20,85,68,12,33,4,315,10,28,24,18,55,48,11,37,64,294,271,1002,763,544,1383,1284,346,906,142,6648
SAL50230,12,80,43,30,92,81,37,69,7,453,14,33,30,21,84,119,19,62,75,448,469,1157,957,686,1832,1845,639,1593,156,9333
SAL50231,0,15,12,14,16,19,4,26,3,110,4,11,10,4,20,25,6,18,32,120,146,289,251,212,611,576,163,568,67,2889
SAL50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,5,0,9,4,14,0,33
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,9,5,13,21,5,20,3,85
SAL50235,0,5,5,3,6,5,0,0,0,30,0,4,3,5,9,13,0,4,8,48,35,105,79,51,126,135,38,78,19,671
SAL50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,8,0,0,0,0,19
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50238,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,10,4,7,33,3,22,3,98
SAL50239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,20
SAL50240,3,11,7,13,23,10,3,6,3,71,4,11,4,5,20,27,12,14,23,126,85,221,193,148,408,350,111,218,45,1781
SAL50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,6,5,0,17
SAL50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,24
SAL50244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12
SAL50245,24,105,83,60,132,154,29,62,7,653,22,104,89,54,172,208,56,83,128,917,590,2557,2066,1330,3657,3735,1016,2132,292,17369
SAL50246,0,20,47,17,26,34,7,14,0,170,4,29,42,14,32,45,14,14,73,274,91,477,640,273,819,682,167,367,128,3651
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50248,0,0,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,3,9,14,28,18,19,47,46,14,56,4,257
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL50250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,13
SAL50251,0,10,9,7,9,16,4,4,0,53,5,6,3,4,11,5,0,7,9,48,61,177,148,98,175,220,68,208,22,1182
SAL50252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,4,3,13,6,26,3,71
SAL50253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,26,0,40
SAL50254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,11
SAL50255,0,0,7,0,0,3,0,0,3,15,0,0,0,0,5,0,0,0,0,11,8,43,32,15,26,43,19,45,9,248
SAL50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,0,18
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50258,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,14,15,5,8,11,4,4,0,72
SAL50259,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,9,3,9,9,0,13,4,42
SAL50260,0,7,7,5,0,7,0,7,0,40,0,6,6,0,0,7,3,6,5,38,39,108,74,43,91,107,59,141,11,668
SAL50261,0,12,12,3,26,13,11,9,0,96,3,15,3,7,11,13,3,13,26,90,122,328,265,153,401,361,118,278,46,2071
SAL50262,0,27,19,9,14,26,7,16,0,121,4,30,10,4,18,34,5,20,16,130,147,650,496,259,519,731,230,478,32,3550
SAL50263,4,17,14,7,27,26,10,18,0,132,0,16,12,5,28,34,11,13,27,159,139,462,412,271,727,851,253,483,59,3651
SAL50264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,0,7,3,0,37
SAL50265,0,4,0,0,6,4,0,3,0,22,3,4,0,0,0,5,0,0,0,13,18,47,38,30,56,61,14,75,4,347
SAL50266,0,0,4,0,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,5,9,20,16,14,29,34,9,54,0,186
SAL50267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,6,4,31,18,3,13,0,79
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,4,32,33,15,45,38,11,17,0,199,0,22,10,10,40,46,12,14,35,187,170,578,492,333,772,805,233,580,60,4015
SAL50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,6,0,0,15,0,35
SAL50271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,7,0,15,0,36
SAL50272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,3,8,12,22,4,65
SAL50273,3,13,9,7,22,27,18,17,0,115,0,13,4,6,13,9,4,14,15,82,135,241,189,125,287,368,142,349,40,1878
SAL50274,0,6,0,0,3,4,8,3,0,20,0,0,0,3,0,5,0,0,3,19,28,58,53,36,64,79,22,75,9,416
SAL50275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,3,10,0,33
SAL50276,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,13,10,9,8,27,6,31,0,106
SAL50277,4,20,21,15,36,34,6,22,0,166,12,14,18,10,43,38,10,17,26,195,185,448,431,278,836,820,230,562,63,3865
SAL50278,0,4,3,5,3,6,0,0,0,12,0,0,0,0,3,3,0,5,4,11,5,55,32,28,60,47,20,36,7,281
SAL50279,0,0,0,0,6,0,0,3,0,5,0,0,0,0,0,0,0,0,7,16,17,34,19,13,28,36,16,33,11,196
SAL50280,0,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,12,7,3,9,17,3,13,0,77
SAL50281,0,9,8,0,9,8,0,9,0,35,0,0,4,0,11,16,0,0,5,35,27,78,58,53,127,131,40,99,6,626
SAL50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,0,16
SAL50283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,6,5,0,12,0,40
SAL50284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,12,0,10,9,0,23,4,75
SAL50285,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,12,3,7,10,5,16,0,61
SAL50286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,6,7,4,5,5,0,39
SAL50287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,3,3,5,0,11,0,36
SAL50288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,3,9,5,22
SAL50289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,26,0,38
SAL50290,3,6,3,0,8,11,0,11,0,39,0,7,3,3,5,7,0,5,8,41,63,139,119,71,144,182,56,149,25,948
SAL50291,0,4,0,5,5,7,0,4,0,24,0,4,0,0,0,3,0,0,0,18,29,61,54,31,85,99,36,111,10,513
SAL50292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,4,0,15
SAL50293,0,7,0,9,15,10,4,9,0,51,3,20,12,6,11,21,6,13,8,84,46,314,239,158,314,426,106,273,15,1895
SAL50294,0,21,10,6,7,10,0,9,0,74,6,19,12,4,14,40,9,39,19,166,106,675,432,222,326,594,210,631,36,3235
SAL50295,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,7,11,11,19,7,17,20,26,6,34,5,148
SAL50296,4,36,17,8,17,14,10,14,0,120,3,40,21,16,14,30,16,17,20,178,179,821,495,346,588,911,316,672,48,4365
SAL50297,8,49,54,34,81,63,17,33,0,343,12,31,25,25,51,69,15,32,61,318,316,931,877,582,1598,1413,407,860,139,7130
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
SAL50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,6,30,25,23,38,36,20,16,0,191,4,26,18,17,46,48,13,23,50,245,146,611,494,341,949,910,262,591,93,4398
SAL50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,11,0,29
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,0,3,4,6,15,14,0,3,0,40,0,7,0,0,7,10,0,3,13,41,23,104,86,85,241,207,56,148,24,977
SAL50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,8,7,10,0,26
SAL50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,5,7,12,0,7,0,54
SAL50308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL50309,0,8,0,0,4,3,3,7,0,29,3,6,0,0,3,5,0,5,0,18,38,96,85,49,112,118,32,102,3,641
SAL50310,7,27,16,0,18,20,11,23,5,124,10,17,6,8,9,14,3,20,26,112,175,449,362,179,365,572,200,449,68,2826
SAL50311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,3,0,0,0,25
SAL50312,0,0,3,0,3,6,0,0,0,20,0,0,0,0,0,0,0,4,0,9,19,40,57,23,74,73,18,38,0,338
SAL50313,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,7,13,19,4,20,15,12,19,0,108
SAL50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,8,0,21
SAL50315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,14
SAL50316,5,42,32,22,52,62,20,37,8,283,11,31,27,21,48,76,13,37,43,310,336,1120,930,577,1532,1757,599,1098,91,8042
SAL50317,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,12,10,8,5,25,8,53,3,121
SAL50318,0,18,15,5,21,16,4,12,0,93,0,12,5,11,13,10,5,10,6,67,69,335,260,148,371,407,149,265,17,2021
SAL50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,6,0,0,4,0,6,6,13
SAL50320,3,11,5,9,17,8,0,6,0,57,6,11,9,0,9,8,3,6,17,68,78,232,170,111,213,190,71,176,32,1278
SAL50321,4,19,27,14,19,16,10,13,0,118,3,17,12,10,17,35,3,27,11,139,129,469,342,192,415,484,199,481,27,2727
SAL50322,0,0,0,0,6,0,0,0,0,6,0,0,3,0,5,0,3,0,4,15,16,40,40,20,36,38,22,55,8,275
SAL50323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14
SAL50324,5,12,14,5,26,22,7,7,0,97,7,21,5,13,26,26,5,18,27,131,137,398,366,218,607,596,168,320,47,2851
SAL50325,0,9,6,6,6,4,0,0,0,35,0,9,3,3,0,3,0,3,4,33,30,157,113,64,135,182,63,173,9,928
SAL50326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SAL50327,0,0,0,0,0,0,0,3,0,7,3,0,0,0,5,0,0,6,3,22,20,33,25,17,39,49,22,81,6,290
SAL50328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12
SAL50329,0,21,5,12,24,33,6,18,0,113,16,15,6,4,23,30,8,10,23,141,163,373,309,207,550,446,177,358,46,2637
SAL50330,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,9,13,28,17,15,27,26,17,48,5,190
SAL50331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,8,10,3,26,3,68
SAL50332,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,13,3,35
SAL50333,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,5,6,9,7,10,17,0,24,4,77
SAL50334,0,0,4,0,5,0,0,0,0,10,0,4,0,0,0,0,3,0,0,15,17,32,19,15,49,40,20,49,9,254
SAL50335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,8,5,13,15,3,28,0,95
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,5,3,0,34
SAL50338,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,7,20,13,19,15,22,38,15,18,7,173
SAL50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50340,0,0,3,0,0,3,0,7,0,18,3,5,0,0,0,0,0,3,4,14,14,40,32,27,39,77,18,73,8,332
SAL50341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,12,5,4,48,0,84
SAL50342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4
SAL50343,0,31,4,9,16,17,0,10,0,89,5,31,18,10,6,34,11,37,27,188,166,785,479,294,394,784,267,804,56,4026
SAL50344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,4,0,0,8,0,32
SAL50345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,7,0,16
SAL50346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,7,3,9,0,26
SAL50347,0,10,6,4,6,4,0,6,0,44,5,5,6,5,3,5,0,14,5,51,82,229,196,101,147,195,71,202,23,1243
SAL50348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,3,0,16
SAL50349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,3,24
SAL50350,4,22,24,16,30,42,13,23,6,173,0,14,9,7,22,33,7,19,29,150,189,435,413,261,644,762,230,459,55,3445
SAL50351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,11,0,21
SAL50352,0,3,3,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,9,18,39,18,16,14,43,17,59,0,226
SAL50353,0,26,7,4,0,5,4,0,0,47,4,27,8,0,8,11,4,5,14,72,90,797,206,90,188,223,57,131,22,1810
SAL50354,0,3,0,0,0,4,0,6,0,9,0,0,0,0,0,5,0,0,0,7,3,27,18,12,15,26,11,34,0,141
SAL50355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,8,6,3,19,5,19,0,74
SAL50356,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,9,8,13,0,3,13,0,11,0,55
SAL50357,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,5,12,22,29,18,25,41,10,41,8,204
SAL50358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,10
SAL50359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,6,9,4,9,3,44
SAL50360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5
SAL50361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,12
SAL50363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,54,0,75
SAL50364,0,0,0,0,4,0,0,0,0,9,0,5,0,0,0,0,8,4,4,18,22,52,46,15,39,58,37,83,7,358
SAL50365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,6,0,16,0,40
SAL50366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16
SAL50367,3,34,19,8,29,33,9,20,0,142,9,13,4,7,29,30,12,20,15,130,128,631,470,300,793,815,221,463,50,3868
SAL50368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,12,0,19,10,6,10,3,87
SAL50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6,0,4,0,16
SAL50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,22
SAL50371,0,3,3,0,3,0,0,9,0,23,0,0,3,3,4,3,0,8,0,33,32,164,107,71,115,178,61,107,4,834
SAL50372,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,8,13,13,4,6,20,0,25,0,91
SAL50373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,18
SAL50374,0,11,10,5,0,4,3,6,4,41,0,28,9,11,3,33,0,18,9,120,62,490,264,154,176,395,113,444,21,2122
SAL50375,0,0,0,0,0,9,4,4,0,21,0,9,0,3,0,0,7,4,0,20,9,49,27,25,32,75,50,114,5,383
SAL50376,8,33,18,14,45,45,20,29,0,212,9,12,18,10,29,32,16,19,25,168,236,687,541,391,875,934,344,865,65,4925
SAL50377,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,8,3,8,6,18,9,24,0,84
SAL50378,5,0,0,0,6,6,0,4,0,19,0,4,0,0,0,4,0,12,5,25,61,63,49,31,69,130,64,204,7,692
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,0,0,4,0,3,0,0,0,0,14,0,0,0,5,0,0,0,0,5,7,19,26,22,42,56,39,10,51,8,271
SAL50381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,15
SAL50382,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,6,3,23,12,6,19,21,10,72,0,174
SAL50383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL50384,0,30,29,15,36,21,8,18,0,157,3,23,14,19,38,35,7,9,23,179,144,643,480,304,804,776,233,492,49,3924
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10
SAL50386,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,5,17,47,26,25,32,45,16,70,3,282
SAL50387,0,0,4,0,0,6,0,4,0,23,0,5,6,0,0,5,0,8,6,29,27,66,50,19,45,74,33,64,10,380
SAL50388,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,9,21,28,12,29,30,9,44,0,182
SAL50389,0,7,6,3,10,9,3,16,0,43,0,8,7,3,8,12,6,3,10,51,40,114,98,54,162,176,61,136,13,863
SAL50390,6,17,10,4,3,11,5,7,0,60,5,15,10,0,11,19,6,9,9,77,92,335,238,160,276,363,117,271,20,1873
SAL50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,14
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,9
SAL50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,12,0,25
SAL50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,0,16
SAL50395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,8
SAL50396,3,24,23,5,14,21,5,21,0,119,3,3,6,7,16,18,6,26,25,114,192,501,359,233,433,368,193,563,55,2897
SAL50397,0,9,12,5,22,31,8,18,0,114,0,9,15,11,21,25,6,20,12,127,110,324,346,222,720,640,216,410,35,3021
SAL50398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17
SAL50399,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,3,0,0,0,11,12,17,16,7,30,33,11,16,3,149
SAL50400,0,4,8,0,3,8,5,15,0,40,0,0,0,0,4,6,0,12,5,23,27,73,57,42,68,100,42,129,6,546
SAL50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,7,3,0,0,0,36
SAL50402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,4,5,10,7,13,0,57
SAL50403,0,0,0,0,4,0,0,0,0,8,0,0,0,0,3,0,0,0,4,14,25,36,48,20,82,65,30,73,10,386
SAL50404,0,11,5,4,7,10,0,3,0,34,0,11,9,3,6,4,0,8,7,36,56,209,162,112,119,149,43,126,22,1004
SAL50405,3,6,3,5,12,12,5,12,0,50,0,3,4,0,0,5,3,11,9,39,61,75,63,50,247,243,85,201,22,1044
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12
