SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL51306,..,0,4,14,12,18,17,7,5,72,..,0,0,9,4,8,0,0,0,29,..,0,0,3,0,4,0,0,0,3,53,..,..,..,..,..,..,..,..,53,..,4,..,..,..,..,..,..,..,4,..,11,3,0,0,0,0,0,0,17,..,4,0,0,4,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,4,0,0,0,4,0,0,7,..,0,0,4,0,3,3,5,0,12,0,0,0,4,0,0,0,0,0,4,53,18,15,31,24,35,23,7,5,219,..,0,7,15,10,19,13,3,0,69,..,0,3,11,0,10,0,0,0,32,..,0,0,4,0,0,0,0,0,9,55,..,..,..,..,..,..,..,..,55,..,5,..,..,..,..,..,..,..,5,..,6,0,0,0,0,0,0,0,5,..,0,0,0,0,0,6,0,0,6,..,0,0,0,0,0,0,0,0,0
SAL51307,..,0,13,30,48,50,36,6,0,186,..,0,11,8,11,13,0,0,0,44,..,0,0,0,0,0,0,0,0,4,104,..,..,..,..,..,..,..,..,104,..,20,..,..,..,..,..,..,..,20,..,41,7,4,3,0,0,0,0,49,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,5,5,5,6,3,0,24,0,0,0,0,0,0,0,0,0,10,110,62,33,47,62,68,43,15,0,443,..,0,17,47,48,52,30,4,0,198,..,3,10,7,10,7,4,0,0,43,..,0,0,5,4,5,5,0,0,11,87,..,..,..,..,..,..,..,..,87,..,19,..,..,..,..,..,..,..,19,..,9,3,4,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3
SAL51308,..,0,98,240,317,346,326,142,14,1480,..,8,62,61,76,51,23,5,0,288,..,0,3,16,23,8,3,9,6,65,618,..,..,..,..,..,..,..,..,618,..,161,..,..,..,..,..,..,..,161,..,147,77,38,19,8,0,0,0,287,..,9,10,3,3,8,12,4,8,48,..,8,7,3,0,0,3,0,0,27,..,5,4,8,6,8,9,0,0,45,..,6,16,20,25,27,36,27,5,168,7,12,5,8,7,0,5,0,4,36,624,362,281,398,476,462,413,183,33,3231,..,3,150,289,350,327,314,84,12,1528,..,13,67,74,79,47,21,0,0,299,..,4,13,33,46,23,12,12,0,146,560,..,..,..,..,..,..,..,..,560,..,187,..,..,..,..,..,..,..,187,..,112,42,9,5,10,0,0,0,176,..,12,3,0,3,5,13,8,7,52,..,5,4,5,0,0,0,0,0,21
SAL51309,..,0,0,5,6,3,10,3,0,30,..,0,4,0,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,21,..,..,..,..,..,..,..,..,21,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,6,23,5,10,6,12,7,13,8,0,89,..,0,4,9,9,10,6,0,0,38,..,0,4,4,0,3,0,0,0,13,..,0,0,3,0,0,0,0,0,8,19,..,..,..,..,..,..,..,..,19,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51310,..,0,0,8,4,6,11,0,0,32,..,0,0,0,5,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,6,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,6,4,0,16,0,0,0,5,0,0,0,0,0,3,10,6,0,11,10,17,17,6,0,72,..,0,0,12,0,7,10,0,0,32,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51311,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51312,..,0,17,142,179,168,143,101,39,789,..,3,12,6,5,9,8,3,0,46,..,0,0,0,9,7,0,4,0,24,323,..,..,..,..,..,..,..,..,323,..,161,..,..,..,..,..,..,..,161,..,49,35,7,7,4,0,0,0,108,..,0,0,0,0,3,0,5,0,14,..,0,6,4,0,0,0,0,0,13,..,0,0,0,0,0,0,3,0,5,..,3,4,5,3,10,15,23,14,76,0,0,0,3,0,0,3,0,0,15,325,224,76,167,210,203,173,134,55,1571,..,0,32,174,215,159,124,102,20,814,..,4,8,9,7,4,4,3,0,46,..,0,3,20,21,17,0,4,7,77,296,..,..,..,..,..,..,..,..,296,..,157,..,..,..,..,..,..,..,157,..,56,24,10,3,0,0,0,0,94,..,8,3,0,0,3,20,10,3,47,..,3,0,0,0,0,0,0,0,3
SAL51313,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51314,..,0,4,0,8,4,0,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,9,0,0,0,0,0,0,10,..,0,7,3,0,0,0,0,0,13,0,0,6,3,0,0,0,0,0,3,11,0,14,13,8,8,0,0,0,62,..,0,0,3,4,3,0,0,0,16,..,0,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51315,..,0,0,5,6,6,0,0,0,14,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,4,6,6,4,0,0,42,..,0,0,3,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51316,..,0,5,13,6,10,9,0,0,42,..,0,5,0,3,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,34,..,..,..,..,..,..,..,..,34,..,7,..,..,..,..,..,..,..,7,..,6,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,34,16,10,8,14,11,11,4,3,117,..,0,9,7,15,3,8,4,0,43,..,0,6,0,0,4,3,0,0,14,..,0,0,0,0,0,0,0,0,5,34,..,..,..,..,..,..,..,..,34,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51317,..,0,0,7,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,25,..,0,0,12,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51318,..,0,0,0,0,4,8,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,4,0,5,7,5,7,0,0,31,..,0,0,6,3,3,7,0,0,15,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51319,..,4,90,192,220,314,318,179,58,1369,..,16,110,65,66,39,26,7,0,337,..,0,6,21,23,17,13,3,9,89,700,..,..,..,..,..,..,..,..,700,..,140,..,..,..,..,..,..,..,140,..,131,63,28,30,13,0,0,0,265,..,19,9,0,9,7,5,4,4,53,..,11,9,7,3,0,0,0,0,28,..,11,25,8,10,7,6,4,3,73,..,13,37,51,63,79,63,56,29,382,11,5,10,10,7,9,11,0,0,64,716,350,361,382,420,481,436,256,97,3498,..,11,142,242,263,339,302,149,30,1475,..,44,126,85,63,40,17,8,0,385,..,0,40,79,57,22,18,8,9,240,592,..,..,..,..,..,..,..,..,592,..,148,..,..,..,..,..,..,..,148,..,85,32,16,15,13,4,0,0,167,..,16,9,4,6,10,11,9,10,67,..,5,6,6,4,0,0,0,0,18
SAL51320,..,0,0,4,12,10,0,0,0,33,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,3,5,3,10,12,4,5,0,59,..,0,6,6,8,4,5,0,0,30,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51321,..,0,22,85,128,134,108,57,24,553,..,0,16,11,16,6,7,0,0,60,..,0,0,0,3,6,0,0,3,14,188,..,..,..,..,..,..,..,..,188,..,124,..,..,..,..,..,..,..,124,..,58,29,12,10,6,0,0,0,109,..,15,3,0,3,0,0,0,0,21,..,0,0,0,0,0,0,0,0,6,..,0,11,0,0,0,5,4,0,26,..,4,8,6,0,11,8,13,6,60,3,6,0,0,0,0,0,0,0,21,196,212,91,115,165,155,130,81,34,1184,..,0,38,103,140,153,82,46,12,571,..,4,20,7,12,5,5,0,0,61,..,0,4,3,23,12,3,5,0,51,166,..,..,..,..,..,..,..,..,166,..,80,..,..,..,..,..,..,..,80,..,38,25,0,0,0,0,0,0,69,..,9,5,0,4,3,5,6,3,40,..,0,3,0,3,0,0,0,0,4
SAL51322,..,0,21,66,59,87,90,49,16,381,..,7,15,20,11,10,5,3,0,71,..,0,0,5,0,3,0,0,0,13,147,..,..,..,..,..,..,..,..,147,..,45,..,..,..,..,..,..,..,45,..,29,24,16,5,4,0,0,0,82,..,0,0,0,0,0,0,3,0,9,..,0,5,0,0,0,0,0,0,6,..,8,6,4,8,4,6,0,0,34,..,0,4,7,15,18,17,11,5,77,0,0,0,3,0,7,6,0,0,17,147,95,83,128,100,131,119,64,22,888,..,0,31,79,68,94,84,41,6,396,..,6,28,16,9,14,3,0,0,72,..,0,6,4,10,8,5,0,4,41,143,..,..,..,..,..,..,..,..,143,..,42,..,..,..,..,..,..,..,42,..,24,17,5,3,0,4,0,0,53,..,0,0,0,0,0,4,3,0,15,..,0,0,0,0,0,0,0,0,5
SAL51323,..,0,10,26,39,55,42,34,3,213,..,0,7,9,5,7,5,3,0,38,..,0,0,0,5,0,0,0,0,6,84,..,..,..,..,..,..,..,..,84,..,26,..,..,..,..,..,..,..,26,..,24,4,3,0,0,0,0,0,37,..,0,4,3,0,0,0,3,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,9,3,5,4,0,29,0,0,0,0,0,0,4,0,0,6,84,63,24,45,67,68,62,40,8,461,..,3,14,36,41,57,50,19,4,221,..,0,7,11,9,4,3,0,0,39,..,0,5,7,7,0,0,0,0,23,81,..,..,..,..,..,..,..,..,81,..,29,..,..,..,..,..,..,..,29,..,8,0,0,0,0,0,0,0,16,..,0,0,0,0,0,4,0,0,10,..,4,3,0,0,0,0,0,0,9
SAL51324,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51325,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51326,..,0,0,0,0,7,6,3,0,9,..,0,0,0,0,4,4,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,5,3,7,0,17,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,13,7,14,0,42,..,0,0,0,0,3,9,0,0,14,..,0,0,0,0,4,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51327,..,0,4,6,4,3,6,5,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,9,5,4,7,10,8,3,5,0,46,..,0,4,7,0,9,4,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51328,..,0,9,22,32,37,51,28,4,186,..,0,10,14,16,6,6,0,0,58,..,0,0,0,6,4,0,0,0,8,80,..,..,..,..,..,..,..,..,80,..,17,..,..,..,..,..,..,..,17,..,26,13,0,7,0,0,0,0,57,..,0,3,4,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,3,..,0,5,0,0,0,0,0,0,10,..,0,0,0,8,5,7,6,0,28,5,0,0,4,0,0,0,0,0,12,86,54,49,49,75,65,73,34,10,470,..,0,13,26,32,47,49,17,3,190,..,0,18,12,18,11,3,0,0,67,..,0,5,7,7,3,0,3,0,26,74,..,..,..,..,..,..,..,..,74,..,24,..,..,..,..,..,..,..,24,..,11,4,0,0,0,0,0,0,16,..,0,0,0,0,0,0,4,0,9,..,6,0,0,4,0,0,0,0,7
SAL51329,..,0,0,5,3,3,0,0,0,13,..,0,6,0,4,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,4,4,3,6,5,4,0,0,41,..,0,0,5,3,4,0,0,0,12,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51330,..,0,278,571,481,369,321,147,42,2214,..,43,597,326,129,93,35,10,3,1235,..,0,3,27,54,30,8,4,3,130,1264,..,..,..,..,..,..,..,..,1264,..,296,..,..,..,..,..,..,..,296,..,165,76,37,22,10,0,0,0,321,..,33,45,11,11,8,3,4,0,116,..,9,51,11,3,8,0,0,0,83,..,75,301,96,32,17,11,5,0,550,..,55,217,247,231,206,141,72,25,1193,11,22,51,31,18,8,3,7,0,153,1276,706,1627,1355,989,748,530,254,71,7557,..,11,415,626,477,365,254,130,20,2298,..,97,728,287,115,72,37,3,4,1346,..,0,48,145,197,81,36,26,17,548,1127,..,..,..,..,..,..,..,..,1127,..,333,..,..,..,..,..,..,..,333,..,95,61,13,8,10,5,0,0,187,..,30,18,10,7,16,20,15,4,122,..,14,28,11,0,3,0,0,0,58
SAL51331,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51332,..,0,3,14,18,14,33,13,4,101,..,0,5,0,8,10,3,0,0,23,..,0,0,0,0,0,0,0,0,4,39,..,..,..,..,..,..,..,..,39,..,7,..,..,..,..,..,..,..,7,..,7,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,3,9,3,0,20,0,0,0,0,0,0,0,0,0,5,39,9,9,17,31,30,51,15,4,205,..,0,4,17,20,31,28,11,0,105,..,0,5,4,0,3,4,0,0,20,..,0,0,0,0,0,0,0,0,5,44,..,..,..,..,..,..,..,..,44,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,3,3,..,0,0,0,0,0,0,0,0,5
SAL51333,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,20,..,0,0,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
