SAL_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SAL50619,296,57,24,6,0,0,0,388
SAL50620,79,11,0,0,0,0,0,90
SAL50621,7,0,0,0,0,0,0,6
SAL50622,647,136,41,7,0,0,0,830
SAL50623,431,90,28,6,0,0,3,554
SAL50624,0,0,0,0,0,0,0,0
SAL50625,264,52,19,6,3,0,0,340
SAL50626,16,0,0,0,0,0,0,18
SAL50627,0,0,0,0,0,0,0,0
SAL50628,153,24,6,0,0,0,0,189
SAL50629,37,13,0,4,0,0,0,55
SAL50630,11,0,6,0,0,0,0,14
SAL50631,14,0,0,0,0,0,0,21
SAL50632,0,0,0,0,0,0,0,0
SAL50633,1065,231,80,10,4,0,10,1399
SAL50634,26,0,0,0,0,0,0,26
SAL50635,119,11,0,0,0,0,0,130
SAL50636,445,88,44,4,0,4,4,589
SAL50637,11,0,0,0,0,0,0,15
SAL50638,1416,161,36,9,0,0,6,1621
SAL50639,117,36,11,0,0,0,6,178
SAL50640,10,0,0,0,0,0,0,10
SAL50641,393,42,13,0,0,0,0,455
SAL50642,10,0,0,0,0,0,0,10
SAL50643,8,0,0,0,0,0,0,8
SAL50644,4,0,0,0,0,0,0,7
SAL50645,857,145,40,6,3,0,4,1058
SAL50646,7,0,0,0,0,0,0,10
SAL50647,0,0,0,0,0,0,0,0
SAL50648,0,0,0,0,0,0,0,0
SAL50649,0,0,0,0,0,0,0,0
SAL50650,7,0,0,0,0,0,0,7
SAL50651,0,0,0,0,0,0,0,0
SAL50652,0,0,0,0,0,0,0,4
SAL50653,40,6,4,0,0,0,0,42
SAL50654,76,13,7,0,0,0,0,87
SAL50655,7,0,0,0,0,0,0,12
SAL50656,0,0,0,0,0,0,0,0
SAL50657,78,13,3,0,0,0,0,97
SAL50658,8,3,0,0,0,0,0,8
SAL50659,4,0,0,0,0,0,0,6
SAL50660,0,0,0,0,0,0,0,0
SAL50661,1009,136,59,11,4,4,7,1231
SAL50662,34,0,0,0,0,0,0,35
SAL50663,0,0,0,0,0,0,0,0
SAL50664,805,108,20,8,0,0,3,949
SAL50665,0,0,0,0,0,0,0,0
SAL50666,3,0,0,0,0,0,0,3
SAL50667,5,0,0,0,0,0,0,5
SAL50668,616,68,4,0,0,0,0,696
SAL50669,0,0,0,0,0,0,0,0
SAL50670,712,105,21,0,0,0,3,840
SAL50671,0,0,0,0,0,0,0,0
SAL50672,9,0,0,0,0,0,0,12
SAL50673,6,5,0,0,0,0,0,12
SAL50674,4,0,0,0,0,0,0,4
SAL50675,0,0,0,0,0,0,0,0
SAL50676,0,0,0,0,0,0,0,3
SAL50677,3,0,0,0,0,0,0,3
SAL50678,12,0,0,0,0,0,0,12
SAL50679,7,5,0,0,0,0,0,14
SAL50680,9,0,0,0,0,0,0,9
SAL50681,26,5,0,3,0,0,3,32
SAL50682,291,61,14,3,0,0,4,375
SAL50683,436,76,18,7,3,0,9,536
SAL50684,17,5,0,0,0,0,0,17
SAL50685,0,0,0,0,0,0,0,0
SAL50686,111,27,5,4,0,0,0,150
SAL50687,0,0,0,0,0,0,0,0
SAL50688,10,5,4,0,0,0,0,15
SAL50689,7,0,0,0,0,0,0,4
SAL50690,7,0,0,0,0,0,0,12
SAL50691,12,0,0,0,0,0,0,9
SAL50692,28,8,0,0,0,0,4,40
SAL50693,0,0,0,0,0,0,0,0
SAL50694,19,0,0,0,0,0,0,31
SAL50695,3,0,0,0,0,0,0,3
SAL50696,512,97,22,6,0,0,3,638
SAL50697,8,0,0,0,0,0,0,12
SAL50698,12,0,0,0,0,0,0,20
SAL50699,9,0,0,0,0,0,0,9
SAL50700,91,12,0,0,0,0,0,98
SAL50701,675,137,34,9,0,0,0,853
SAL50702,440,47,7,0,0,0,0,496
SAL50703,20,12,0,0,0,0,0,33
SAL50704,0,0,0,0,0,0,0,0
SAL50705,103,38,9,0,0,0,0,152
SAL50706,5,0,0,0,0,0,0,5
SAL50707,669,118,19,3,0,0,4,826
SAL50708,16,0,0,0,0,0,0,11
SAL50709,85,25,4,0,0,0,0,105
SAL50710,0,0,0,0,0,0,0,0
SAL50711,77,19,3,0,0,0,0,98
SAL50712,270,65,12,0,0,0,5,352
SAL50713,10,0,0,0,0,0,0,13
SAL50714,613,100,16,5,0,0,0,740
SAL50715,5,0,0,0,0,0,0,5
SAL50716,31,3,0,4,0,0,0,39
SAL50717,45,3,4,3,0,0,0,52
SAL50718,128,23,10,6,0,0,3,174
SAL50719,38,5,0,0,0,0,0,45
SAL50720,0,0,0,0,0,0,0,0
SAL50721,0,0,0,0,0,0,0,0
SAL50722,14,6,0,0,0,0,3,21
SAL50723,3,0,0,0,0,0,0,3
SAL50724,155,12,0,7,0,0,3,179
SAL50725,984,100,15,9,0,0,3,1112
SAL50726,3,0,0,0,0,0,0,3
SAL50727,6,0,0,0,0,0,0,13
SAL50728,46,4,0,0,0,0,0,50
SAL50729,3,0,0,0,0,0,0,3
SAL50730,22,8,0,0,0,0,5,33
SAL50731,220,69,15,3,0,0,0,314
SAL50732,42,3,5,0,0,0,0,51
SAL50733,0,0,0,0,0,0,0,0
SAL50734,18,4,0,0,0,0,0,18
SAL50735,0,0,0,0,0,0,0,0
SAL50736,13,3,0,0,0,0,0,12
SAL50737,0,0,0,0,0,0,0,0
SAL50738,5,0,0,0,0,0,0,5
SAL50739,24,3,0,0,0,0,0,30
SAL50740,1239,146,25,7,3,0,0,1423
SAL50741,0,0,0,0,0,0,0,0
SAL50742,265,34,15,3,0,0,6,325
SAL50743,5,0,0,0,0,0,0,7
SAL50744,5,0,0,0,0,0,0,4
SAL50745,108,24,14,4,0,0,0,150
SAL50746,6,0,0,0,0,0,0,5
SAL50747,44,9,7,0,0,0,0,63
SAL50748,759,196,52,6,6,0,12,1038
SAL50749,62,18,9,0,0,0,4,89
SAL50750,3,0,0,0,0,0,0,3
SAL50751,0,0,0,0,0,0,0,0
SAL50752,562,54,9,0,0,0,0,631
SAL50753,9,0,0,0,0,0,0,15
SAL50754,589,60,30,13,0,0,8,704
SAL50755,0,0,0,0,0,0,0,0
SAL50756,726,82,13,5,0,0,5,840
SAL50757,14,9,3,0,0,0,0,23
SAL50758,176,25,7,3,0,0,0,212
SAL50759,0,0,0,0,0,0,0,0
SAL50760,7,0,0,3,0,0,0,13
SAL50761,22,8,4,0,0,0,0,29
SAL50762,0,0,0,0,0,0,0,5
SAL50763,20,0,0,0,0,0,0,24
SAL50764,1520,216,55,13,0,0,8,1813
SAL50765,0,0,0,0,0,0,0,0
SAL50766,880,129,38,0,0,0,3,1062
SAL50767,4,0,0,0,0,0,0,4
SAL50768,18,3,0,0,0,0,0,13
SAL50769,0,0,0,0,0,0,0,0
SAL50770,3,0,0,0,0,0,0,3
SAL50771,95,11,7,0,0,0,3,119
SAL50772,0,0,0,0,0,0,0,9
SAL50773,20,0,0,0,0,0,0,25
SAL50774,7,0,0,0,0,0,0,7
SAL50775,8,0,0,0,0,0,0,10
SAL50776,7,0,0,0,0,0,0,7
SAL50777,0,0,0,0,0,0,0,0
SAL50778,0,0,0,0,0,0,0,4
SAL50779,0,0,0,0,0,0,0,0
SAL50780,7,0,0,0,0,0,0,13
SAL50781,343,40,13,8,5,0,3,411
SAL50782,66,9,3,0,0,0,4,83
SAL50783,10,0,0,0,0,0,0,17
SAL50784,0,0,0,0,0,0,0,0
SAL50785,5,3,0,0,0,0,0,8
SAL50786,3,0,0,0,0,0,0,7
SAL50787,18,0,0,0,0,0,0,28
SAL50788,10,0,0,0,0,0,0,9
SAL50789,6,0,0,0,0,0,0,6
SAL50790,7,0,0,0,0,0,0,8
SAL50791,13,0,0,0,0,0,0,13
SAL50792,19,4,3,0,0,0,0,32
SAL50793,11,0,0,0,0,0,0,11
SAL50794,3,0,0,0,0,0,0,0
SAL50795,0,0,0,0,0,0,0,0
SAL50796,11,0,0,0,0,0,0,15
SAL50797,3,0,0,0,0,0,0,10
SAL50798,0,0,0,0,0,0,0,3
SAL50799,364,71,12,15,0,0,7,474
SAL50800,0,0,0,0,0,0,0,5
SAL50801,0,0,0,0,0,0,0,0
SAL50802,4,0,0,0,0,0,0,3
SAL50803,0,0,0,0,0,0,0,0
SAL50804,0,0,0,0,0,0,0,0
SAL50805,0,0,0,0,0,0,0,0
SAL50806,64,13,3,0,0,0,0,77
SAL50807,0,0,0,0,0,0,0,0
SAL50808,45,7,8,3,0,0,4,61
SAL50809,8,3,0,0,0,0,0,12
SAL50810,0,0,0,0,0,0,0,0
SAL50811,5,0,0,0,0,0,0,5
SAL50812,0,0,0,0,0,0,0,0
SAL50813,5,0,0,0,0,0,0,5
SAL50814,3,0,0,0,0,0,0,3
SAL50815,69,17,4,0,0,0,0,92
SAL50816,568,87,26,3,0,0,0,691
SAL50817,0,0,0,0,0,0,0,0
SAL50818,0,0,0,0,0,0,0,0
SAL50819,50,7,0,0,0,0,0,64
SAL50820,0,0,0,0,0,0,0,0
SAL50821,0,0,0,0,0,0,0,0
SAL50822,11,0,0,0,0,0,0,10
SAL50823,3,0,0,0,0,0,0,3
SAL50824,0,0,0,0,0,0,0,0
SAL50825,0,0,0,0,0,0,0,0
SAL50826,12,0,0,0,0,0,0,12
SAL50827,0,0,0,0,0,0,0,0
SAL50828,548,195,60,4,0,0,0,814
SAL50829,225,36,16,3,0,0,5,283
SAL50830,28,10,3,0,0,0,0,40
SAL50831,2328,260,82,27,3,0,6,2707
SAL50832,23,7,3,0,0,0,0,30
SAL50833,540,56,24,7,0,0,7,632
SAL50834,8,0,0,0,0,0,0,8
SAL50835,383,48,5,0,0,0,0,436
SAL50836,11,4,0,3,0,0,6,29
SAL50837,0,0,0,0,0,0,0,0
SAL50838,281,61,24,0,3,0,4,379
SAL50839,7,0,0,0,0,0,0,7
SAL50840,240,25,5,0,0,0,0,273
SAL50841,17,0,0,0,0,0,0,23
SAL50842,1441,154,34,10,0,0,0,1642
SAL50843,0,0,0,0,0,0,0,0
SAL50844,44,8,4,0,0,0,0,50
SAL50845,20,3,0,0,0,0,0,30
SAL50846,21,10,3,0,0,0,0,35
SAL50847,327,66,13,6,3,0,3,418
SAL50848,0,0,0,0,0,0,0,0
SAL50849,945,148,49,6,3,0,5,1150
SAL50850,0,0,0,0,0,0,0,4
SAL50851,0,0,0,0,0,0,0,0
SAL50852,3,0,0,0,0,0,0,9
SAL50853,147,18,6,0,0,0,0,173
SAL50854,0,0,0,0,0,0,0,0
SAL50855,0,0,0,0,0,0,0,0
SAL50856,0,0,0,0,0,0,0,0
SAL50857,239,39,17,6,0,0,3,305
SAL50858,80,10,10,4,0,0,0,104
SAL50859,0,0,0,0,0,0,0,0
SAL50860,0,0,0,0,0,0,0,0
SAL50861,6,0,0,0,0,0,0,6
SAL50862,14,0,0,0,0,0,0,15
SAL50863,255,52,23,3,0,0,0,342
SAL50864,0,0,0,0,0,0,0,0
SAL50865,178,30,3,3,0,0,0,214
SAL50866,5,5,0,0,0,0,0,13
SAL50867,11,3,0,0,0,0,0,14
SAL50868,7,0,0,0,0,0,0,11
SAL50869,7,0,0,0,0,0,0,7
SAL50870,0,0,0,0,0,0,0,0
SAL50871,371,43,9,4,0,0,6,435
SAL50872,0,0,0,0,0,0,0,6
SAL50873,1258,168,55,19,0,0,10,1507
SAL50874,872,103,27,15,0,0,0,1020
SAL50875,401,105,38,0,0,0,5,550
SAL50876,0,0,0,0,0,0,0,0
SAL50877,3,0,0,0,0,0,0,3
SAL50878,3,0,0,0,0,0,0,3
SAL50879,75,19,3,0,4,0,0,109
SAL50880,52,9,0,0,0,0,0,69
SAL50881,461,83,17,7,0,3,0,568
SAL50882,0,0,0,0,0,0,0,0
SAL50883,0,0,0,0,0,0,0,6
SAL50884,0,0,0,0,0,0,0,0
SAL50885,9,0,0,0,0,0,0,9
SAL50886,4,0,0,0,0,0,0,4
SAL50887,0,0,0,0,0,0,0,0
SAL50888,4,0,0,0,0,0,0,4
SAL50889,11,0,0,0,0,0,0,13
SAL50890,300,91,31,5,0,0,9,427
SAL50891,305,54,22,8,0,0,0,387
SAL50892,4,0,0,0,0,0,0,4
SAL50893,477,60,15,0,0,0,0,550
SAL50894,8,0,0,0,0,0,0,15
SAL50895,8,0,0,0,0,0,0,16
SAL50896,1117,126,49,18,0,0,8,1323
SAL50897,6,0,0,0,0,0,0,3
SAL50898,48,13,3,0,0,0,0,69
SAL50899,17,4,0,3,0,0,3,26
SAL50900,0,0,0,0,0,0,0,0
SAL50901,49,11,0,4,0,0,0,64
SAL50902,0,0,0,0,0,0,0,0
SAL50903,796,163,31,0,0,0,4,1000
SAL50904,96,10,0,0,0,0,0,116
SAL50905,303,26,0,0,0,0,0,331
SAL50906,0,0,0,0,0,0,0,0
SAL50907,0,0,0,0,0,0,0,0
SAL50908,3,0,0,0,0,0,0,6
SAL50909,0,0,0,0,0,0,0,0
SAL50910,0,0,0,0,0,0,0,0
SAL50911,177,42,11,3,3,0,0,231
SAL50912,0,0,0,0,0,0,0,4
SAL50913,12,0,4,0,0,0,0,23
SAL50914,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0
SAL50916,22,0,0,0,0,0,0,22
SAL50917,906,110,17,3,0,0,0,1040
SAL50918,8,0,0,0,0,0,0,8
SAL50919,0,0,0,0,0,0,0,0
SAL50920,382,77,20,0,0,0,8,498
SAL50921,0,0,0,0,0,0,0,0
SAL50922,843,239,54,5,0,0,11,1151
SAL50923,17,4,4,0,0,0,0,22
SAL50924,0,0,0,0,0,0,0,0
SAL50925,121,34,11,4,0,0,4,170
SAL50926,31,5,0,0,0,0,4,43
SAL50927,0,0,0,0,0,0,0,0
SAL50928,19,5,0,0,0,0,0,19
SAL50929,7,0,0,0,0,0,0,7
SAL50930,10,3,0,0,0,0,0,13
SAL50931,0,0,0,0,0,0,0,0
SAL50932,744,105,18,3,0,0,0,867
SAL50933,254,27,0,0,0,0,0,296
SAL50934,9,0,0,0,0,0,0,7
SAL50935,0,0,0,0,0,0,0,0
SAL50936,9,5,0,0,0,0,0,9
SAL50937,10,0,0,0,0,0,0,10
SAL50938,186,36,15,8,0,0,3,244
SAL50939,349,87,57,6,0,0,4,516
SAL50940,4,0,0,0,0,0,0,4
SAL50941,29,4,0,0,0,0,0,29
SAL50942,7,3,0,0,0,0,0,3
SAL50943,0,0,0,0,0,0,0,0
SAL50944,223,42,12,8,0,0,8,283
SAL50945,14,3,0,0,0,0,0,18
SAL50946,47,9,0,0,0,0,0,55
SAL50947,277,71,18,9,0,0,4,366
SAL50948,173,43,14,0,3,0,3,244
SAL50949,11,0,0,0,0,0,0,11
SAL50950,220,39,17,0,0,0,0,280
SAL50951,322,67,22,8,0,0,0,429
SAL50952,25,3,4,3,0,0,0,33
SAL50953,56,7,0,0,0,0,0,62
SAL50954,5,0,0,0,0,0,0,5
SAL50955,0,0,0,0,0,0,0,0
SAL50956,3,0,0,0,0,0,0,3
SAL50957,73,13,9,6,0,0,0,105
SAL50958,4,0,0,0,0,0,0,4
SAL50959,5,0,0,0,0,0,0,5
SAL50960,990,168,26,10,0,0,7,1201
SAL50961,0,0,0,0,0,0,0,0
SAL50962,0,0,0,0,0,0,0,0
SAL50963,14,3,0,0,0,0,0,20
SAL50964,6,0,0,0,0,0,0,9
SAL50965,6,0,0,0,0,0,0,6
SAL50966,7,0,0,0,0,0,0,9
SAL50967,0,0,0,0,0,0,0,0
SAL50968,7,0,0,0,0,0,0,4
SAL50969,116,24,6,0,0,0,0,154
SAL50970,862,71,33,15,6,0,7,995
SAL50971,3,0,0,0,0,0,0,3
SAL50972,5,0,0,0,0,0,0,0
SAL50973,12,0,0,0,0,0,0,19
SAL50974,4,0,0,0,0,0,0,4
SAL50975,21,0,0,0,0,0,0,19
SAL50976,5,0,0,0,0,0,0,5
SAL50977,3,0,0,0,0,0,0,3
SAL50978,4,0,0,0,0,0,0,3
SAL50979,3,0,0,0,0,0,0,0
SAL50980,31,3,5,3,0,0,0,44
SAL50981,11,0,0,0,0,0,0,7
SAL50982,7,0,0,0,0,0,0,12
SAL50983,16,4,0,0,0,0,0,19
SAL50984,0,0,0,0,0,0,0,3
SAL50985,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0
SAL50987,18,8,0,0,0,0,0,30
SAL50988,105,27,0,3,0,0,0,141
SAL50989,0,0,0,0,0,0,0,0
SAL50990,3,0,0,0,0,0,0,3
SAL50991,3,0,0,0,0,0,0,3
SAL50992,61,9,8,0,0,0,0,77
SAL50993,26,5,0,0,0,0,0,33
SAL50994,4,0,0,0,0,0,0,4
SAL50995,0,0,0,0,0,0,0,0
SAL50996,86,32,6,0,0,0,4,125
SAL50997,51,6,4,0,0,0,3,64
SAL50998,2150,318,65,29,5,0,9,2575
SAL50999,4,3,0,0,0,0,0,3
SAL51000,974,106,19,0,0,0,3,1104
SAL51001,7,0,0,0,0,0,0,7
SAL51002,0,0,0,0,0,0,0,0
SAL51003,0,0,0,0,0,0,0,0
SAL51004,204,44,11,0,0,0,5,266
SAL51005,4,0,0,0,0,0,0,4
SAL51006,7,0,0,0,0,0,0,8
SAL51007,0,0,0,0,0,0,0,0
SAL51008,648,63,15,0,3,0,0,725
SAL51009,43,7,0,0,0,0,0,58
SAL51010,8,0,0,0,0,0,0,8
SAL51011,0,0,0,0,0,0,0,0
SAL51012,8,0,0,0,0,0,0,8
SAL51013,12,6,3,0,0,0,0,15
SAL51014,45,0,0,6,0,0,5,60
SAL51015,1110,103,12,3,0,0,4,1228
SAL51016,311,100,20,0,0,0,4,439
SAL51017,0,0,0,0,0,0,0,0
SAL51018,0,0,0,0,0,0,0,0
SAL51019,6,0,0,0,0,0,0,6
SAL51020,0,0,0,0,0,0,0,0
SAL51021,983,107,17,8,0,0,0,1117
SAL51022,0,0,0,0,0,0,0,0
SAL51023,4,0,0,0,0,0,0,4
SAL51024,16,0,0,0,0,0,0,18
SAL51025,68,9,4,0,0,0,0,83
SAL51026,271,50,8,4,0,0,0,337
SAL51027,0,0,0,0,0,0,0,0
SAL51028,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0
SAL51030,889,83,17,6,4,0,0,995
SAL51031,171,27,3,0,0,0,3,216
SAL51032,0,0,0,0,0,0,0,0
SAL51033,0,4,0,0,0,0,0,5
SAL51034,0,0,0,0,0,0,0,0
SAL51035,0,0,0,0,0,0,0,5
SAL51036,255,67,18,0,0,0,4,351
SAL51037,8,0,0,0,0,0,0,5
SAL51038,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0
SAL51040,85,15,7,0,0,0,0,115
SAL51041,17,3,0,0,0,0,0,22
SAL51042,25,0,0,0,0,0,0,31
SAL51043,0,0,0,0,0,0,0,0
SAL51044,22,0,0,0,0,0,0,23
SAL51045,0,0,0,0,0,0,0,0
SAL51046,0,0,0,0,0,0,0,0
SAL51047,776,134,31,7,0,0,0,949
SAL51048,10,3,0,0,0,0,0,14
SAL51049,12,3,0,0,0,0,0,16
SAL51050,28,6,4,0,0,0,0,36
SAL51051,15,6,0,0,0,0,0,22
SAL51052,11,0,0,0,0,0,0,16
SAL51053,4,0,0,0,0,0,0,4
SAL51054,0,0,0,0,0,0,0,0
SAL51055,284,54,16,3,0,0,4,362
SAL51056,104,22,3,0,0,0,0,139
SAL51057,0,0,0,0,0,0,0,0
SAL51058,4,0,0,0,0,0,0,7
SAL51059,14,0,0,0,0,0,0,14
SAL51060,14,0,4,0,0,0,0,18
SAL51061,5,0,0,0,0,0,0,5
SAL51062,5,0,0,0,0,0,0,9
SAL51063,0,0,0,0,0,0,0,0
SAL51064,241,27,6,0,0,0,0,289
SAL51065,0,0,0,0,0,0,0,0
SAL51066,0,0,0,0,0,0,0,0
SAL51067,15,7,0,0,0,0,0,26
SAL51068,0,0,0,0,0,0,0,0
SAL51069,223,23,8,3,0,0,0,259
SAL51070,37,5,3,0,0,0,0,50
SAL51071,5,0,3,0,0,0,0,11
SAL51072,0,0,0,0,0,0,0,0
SAL51073,0,0,0,0,0,0,0,0
SAL51074,3,0,0,0,0,0,0,5
SAL51075,5,0,0,0,0,0,0,5
SAL51076,27,9,4,0,0,0,0,37
SAL51077,0,0,0,0,0,0,0,0
SAL51078,4,0,0,0,0,0,0,4
SAL51079,0,0,0,0,0,0,0,0
SAL51080,0,0,0,0,0,0,0,0
SAL51081,6,0,0,0,0,0,0,6
SAL51082,7,0,0,0,0,0,0,7
SAL51083,46,15,7,0,0,0,0,70
SAL51084,4,0,0,0,0,0,0,9
SAL51085,4,0,0,0,0,0,0,4
SAL51086,22,6,0,0,0,0,0,27
SAL51087,0,0,0,0,0,0,0,0
SAL51088,32,0,0,0,0,0,0,35
SAL51089,0,3,0,0,0,0,0,5
SAL51090,7,0,0,0,0,0,0,9
SAL51091,4,0,0,0,0,0,0,4
SAL51092,38,6,0,0,0,0,3,50
SAL51093,268,33,8,0,3,0,8,318
SAL51094,14,0,0,0,0,0,0,14
SAL51095,7,0,0,0,0,0,0,13
SAL51096,0,0,0,0,0,0,0,0
SAL51097,0,0,0,0,0,0,0,0
SAL51098,1256,104,26,4,0,0,0,1396
SAL51099,15,0,0,0,0,0,0,14
SAL51100,5,0,0,0,0,0,0,5
SAL51101,10,0,0,0,0,0,0,12
SAL51102,22,0,0,0,0,0,0,27
SAL51103,0,0,0,0,0,0,0,0
SAL51104,15,0,0,0,0,0,0,17
SAL51105,0,0,0,0,0,0,0,0
SAL51106,0,0,0,0,0,0,0,0
SAL51107,3,0,0,0,0,0,0,3
SAL51108,3,0,0,0,0,0,0,3
SAL51109,10,0,0,0,0,0,0,15
SAL51110,11,0,0,0,0,0,0,8
SAL51111,408,72,40,10,0,0,5,536
SAL51112,0,0,0,0,0,0,0,0
SAL51113,569,87,28,8,0,0,3,706
SAL51114,11,4,0,0,0,0,0,19
SAL51115,3,3,0,0,0,0,0,6
SAL51116,0,0,0,0,0,0,0,0
SAL51117,3,0,0,0,0,0,0,3
SAL51118,11,3,0,0,0,0,0,10
SAL51119,4,3,0,0,0,0,0,3
SAL51120,9,0,0,0,0,0,0,9
SAL51121,3,0,0,0,0,0,0,3
SAL51122,1043,127,32,8,0,0,10,1224
SAL51123,4,0,0,0,0,0,0,7
SAL51124,908,93,20,6,0,0,4,1033
SAL51125,4,5,0,0,0,0,0,7
SAL51126,4,0,0,0,0,0,0,4
SAL51127,16,3,4,0,0,0,0,26
SAL51128,0,0,0,0,0,0,0,0
SAL51129,0,0,0,0,0,0,0,0
SAL51130,368,50,7,0,0,0,3,428
SAL51131,0,0,0,0,0,0,0,0
SAL51132,32,7,0,0,0,0,0,40
SAL51133,5,0,0,0,0,0,0,5
SAL51134,0,0,0,0,0,0,0,0
SAL51135,346,59,8,5,0,0,0,423
SAL51136,92,21,4,0,0,0,0,120
SAL51137,4,0,0,0,0,0,0,4
SAL51138,295,38,5,8,0,0,3,347
SAL51139,10,3,0,0,0,0,0,15
SAL51140,3,0,0,0,0,0,0,9
SAL51141,11,0,0,0,0,0,0,11
SAL51142,7,0,0,0,0,0,0,4
SAL51143,4,0,0,0,0,0,0,4
SAL51144,166,23,3,5,0,0,0,191
SAL51145,4,0,0,0,0,0,0,4
SAL51146,5,0,0,0,0,0,0,5
SAL51147,942,96,15,4,0,0,4,1057
SAL51148,32,5,0,0,0,0,0,35
SAL51149,3,0,0,0,0,0,0,5
SAL51150,18,3,0,0,0,0,0,21
SAL51151,0,0,0,0,0,0,0,0
SAL51152,9,0,0,0,0,0,0,4
SAL51153,12,3,0,0,0,0,0,13
SAL51154,0,0,0,0,0,0,0,0
SAL51155,0,0,0,0,0,0,0,0
SAL51156,44,21,5,4,0,0,0,71
SAL51157,406,85,35,10,0,0,14,553
SAL51158,37,12,3,0,0,0,4,59
SAL51159,45,10,0,0,0,0,0,52
SAL51160,10,0,0,0,0,0,0,20
SAL51161,0,0,0,0,0,0,0,0
SAL51162,14,3,0,0,0,0,0,24
SAL51163,0,0,0,0,0,0,0,0
SAL51164,6,0,0,0,0,0,0,3
SAL51165,9,0,0,0,0,0,0,7
SAL51166,7,0,0,0,0,0,0,7
SAL51167,49,15,3,4,0,0,0,69
SAL51168,5,3,0,0,0,0,0,9
SAL51169,3,0,0,0,0,0,0,5
SAL51170,15,0,0,0,0,0,0,15
SAL51171,38,0,0,0,0,0,0,39
SAL51172,33,9,0,0,0,0,0,41
SAL51173,0,0,0,0,0,0,0,0
SAL51174,342,66,15,7,0,0,0,434
SAL51175,85,23,4,0,0,0,0,113
SAL51176,1004,176,34,0,3,0,0,1225
SAL51177,11,0,0,0,0,0,0,11
SAL51178,3,0,0,0,0,0,0,3
SAL51179,27,3,0,0,0,0,0,34
SAL51180,5,3,0,0,0,0,0,7
SAL51181,72,5,0,0,0,0,0,83
SAL51182,0,0,0,0,0,0,0,0
SAL51183,0,0,0,0,0,0,0,5
SAL51184,131,25,10,0,0,0,3,172
SAL51185,61,8,0,5,0,0,0,72
SAL51186,0,0,0,0,0,0,0,0
SAL51187,0,0,0,0,0,0,0,0
SAL51188,0,6,4,0,0,0,0,7
SAL51189,323,81,25,6,4,0,5,436
SAL51190,305,35,8,0,0,0,0,352
SAL51191,11,0,0,0,0,0,0,14
SAL51192,965,150,37,4,0,0,4,1159
SAL51193,12,5,0,0,0,0,0,19
SAL51194,12,0,0,0,0,0,0,10
SAL51195,0,0,0,0,0,0,0,0
SAL51196,3,0,0,0,0,0,0,5
SAL51197,708,94,20,0,0,0,0,830
SAL51198,21,5,3,0,0,0,0,23
SAL51199,4,0,0,0,0,0,0,4
SAL51200,13,0,0,4,0,0,5,11
SAL51201,81,26,0,0,0,0,0,116
SAL51202,12,3,0,0,0,0,0,12
SAL51203,0,0,0,0,0,0,0,6
SAL51204,0,0,0,0,0,0,0,0
SAL51205,284,55,15,0,0,0,4,362
SAL51206,0,0,0,0,0,0,0,0
SAL51207,0,0,0,0,0,0,0,3
SAL51208,62,8,6,6,0,0,0,76
SAL51209,657,79,23,9,0,0,10,773
SAL51210,435,105,54,12,6,3,7,612
SAL51211,8,0,0,0,0,0,0,9
SAL51212,4,0,0,0,0,0,0,3
SAL51213,6,3,0,0,0,0,0,11
SAL51214,5,6,0,0,0,0,0,7
SAL51215,0,0,0,0,0,0,0,0
SAL51216,0,0,0,0,0,0,0,0
SAL51217,3,0,0,0,0,0,0,4
SAL51218,4,0,0,0,0,0,0,4
SAL51219,502,68,24,5,0,0,0,607
SAL51220,0,0,0,0,0,0,0,0
SAL51221,0,0,0,0,0,0,0,0
SAL51222,157,23,9,4,0,0,0,192
SAL51223,83,15,4,0,0,0,0,102
SAL51224,55,11,3,0,5,0,0,73
SAL51225,184,15,6,0,0,0,0,197
SAL51226,45,0,5,0,0,0,0,51
SAL51227,13,0,0,0,0,0,0,19
SAL51228,3,0,0,0,0,0,0,3
SAL51229,0,0,0,0,0,0,0,0
SAL51230,520,73,5,0,0,0,0,596
SAL51231,0,0,0,0,0,0,0,0
SAL51232,12,5,0,0,0,0,0,13
SAL51233,0,0,0,0,0,0,0,0
SAL51234,2346,319,73,17,5,0,4,2763
SAL51235,8,0,0,0,0,0,0,6
SAL51236,183,41,17,0,0,0,4,254
SAL51237,64,11,0,0,0,0,0,76
SAL51238,0,0,0,0,0,0,0,3
SAL51239,9,0,0,0,0,0,0,3
SAL51240,24,0,0,0,0,0,0,29
SAL51241,4,0,0,0,0,0,0,7
SAL51242,0,0,0,0,0,0,0,0
SAL51243,3,0,0,0,0,0,0,6
SAL51244,31,12,3,0,0,0,0,48
