SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL50400,3,3,0,0,3,0,0,0,0,9,7,3,0,3,8,3,0,0,0,33,19,13,80,14,17,5,18,13,3,181,0,0,0,3,9,5,0,4,0,16,4,0,0,5,6,0,0,0,0,21,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,72,84,36,40,12,21,21,8,344
SAL50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,17
SAL50402,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,6,3,0,4,0,0,36
SAL50403,0,0,0,0,0,3,0,0,0,14,7,4,5,8,3,0,0,0,0,32,16,7,29,7,10,6,12,6,4,95,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,4,6,0,0,0,6,10,44,43,41,32,25,18,12,34,8,260
SAL50404,5,13,3,10,8,0,0,16,0,52,8,12,8,13,10,7,4,8,0,67,18,11,93,34,25,11,15,26,5,238,0,0,5,11,0,4,5,0,0,24,3,5,0,6,3,0,0,7,0,18,0,4,0,0,0,0,0,0,0,3,0,3,5,9,0,4,4,3,0,19,77,214,124,95,64,38,31,65,10,714
SAL50405,3,12,0,11,0,0,0,0,0,30,11,12,4,24,9,0,0,0,0,57,23,21,61,59,38,5,19,34,5,271,4,0,0,10,10,3,0,4,0,24,3,0,0,5,5,0,0,0,0,20,3,0,0,0,0,0,0,0,0,5,0,3,6,8,0,0,0,0,5,25,85,213,79,145,71,21,17,52,12,693
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SAL50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,5,6,0,3,0,0,24
SAL50408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,14
SAL50409,108,138,82,80,96,43,19,23,8,596,128,129,105,177,136,71,27,42,13,824,189,96,701,246,201,105,108,137,31,1824,11,10,15,28,24,31,8,18,0,145,26,20,16,51,51,30,15,20,3,223,16,21,5,13,15,6,0,12,5,102,22,33,21,22,32,14,9,19,21,190,1160,3049,1161,942,1052,512,248,390,138,8656
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50411,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,4,7,0,7,5,0,0,0,3,0,26,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,15,9,5,3,5,0,11,0,59
SAL50412,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,4,10,5,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,10,11,3,0,3,0,7,0,46
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50414,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,4,0,0,12,0,29
SAL50415,8,17,5,12,11,3,0,3,0,65,27,24,6,37,31,6,6,11,0,142,54,31,159,52,56,22,36,29,6,441,3,0,0,7,10,6,0,3,0,34,3,6,0,10,14,4,0,7,0,40,0,0,0,7,0,0,0,0,0,9,0,7,3,15,10,6,0,4,8,58,175,379,195,180,177,58,43,67,20,1282
SAL50416,0,8,0,4,0,3,0,0,0,20,3,3,3,7,4,6,0,7,0,39,13,8,67,21,10,6,25,15,4,163,0,0,0,0,4,5,3,5,0,16,0,0,3,0,0,0,0,5,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,3,3,0,16,30,55,72,45,30,28,27,34,9,338
SAL50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,15
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50419,5,13,10,9,9,0,0,4,0,53,15,7,15,16,16,8,3,3,0,79,35,18,116,43,41,12,34,37,3,343,0,0,3,7,0,8,3,12,0,36,5,0,3,4,9,0,5,10,0,26,0,0,0,0,0,0,0,0,0,4,3,0,0,7,3,0,5,8,0,33,87,143,155,102,76,28,56,90,10,756
SAL50420,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,8
SAL50421,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,3,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,3,0,0,0,0,22
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,45,70,29,30,28,19,3,12,3,235,68,78,41,53,62,15,9,12,8,338,74,50,296,100,66,53,34,60,16,744,4,0,8,7,4,9,4,0,0,42,20,11,7,9,16,9,0,0,0,85,4,7,0,0,0,0,0,4,0,21,5,11,5,8,15,5,0,0,11,64,683,1691,464,348,407,185,75,122,57,4027
SAL50424,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,0,4,0,16,7,5,15,5,9,0,4,4,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,24,17,15,13,11,0,4,7,0,97
SAL50425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,3,0,0,13
SAL50426,7,6,0,3,8,4,0,0,0,27,4,13,3,19,5,7,0,0,3,62,14,16,103,47,26,13,24,19,5,260,3,0,0,4,3,3,0,0,0,17,0,0,0,4,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,14,64,145,117,91,58,26,36,27,4,570
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL50428,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,12
SAL50430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,0,0,0,0,0,14
SAL50431,22,23,18,23,21,7,0,7,0,128,23,31,16,46,21,20,10,13,5,190,55,25,246,146,63,51,86,68,14,754,0,3,0,10,10,5,3,10,0,53,5,0,6,13,11,9,0,5,0,57,3,5,0,8,5,0,0,4,0,23,6,0,7,12,14,4,4,5,13,65,180,300,315,286,180,113,132,126,34,1671
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4
SAL50435,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,9,0,16,6,0,0,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,14,12,10,6,0,9,0,0,70
SAL50436,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,13,6,0,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,4,4,9,0,0,3,0,60
SAL50437,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,0,8,3,5,0,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,9,9,12,9,0,0,9,0,59
SAL50438,67,126,50,66,69,22,14,10,0,432,98,123,65,67,94,29,9,13,4,493,164,87,528,175,134,61,68,68,29,1316,9,8,10,13,19,13,11,16,0,100,18,16,12,15,38,20,4,8,0,130,16,25,6,8,8,4,0,3,0,66,22,28,8,16,14,16,3,4,17,121,1037,2408,789,528,685,228,140,162,70,6050
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL50441,26,43,22,20,27,20,0,14,0,174,41,27,54,47,33,26,5,12,0,245,85,30,372,88,62,40,46,79,19,811,7,3,12,3,13,11,0,15,0,61,8,6,6,12,10,14,5,7,0,65,6,5,3,3,0,0,0,0,0,28,8,7,4,8,0,9,3,5,6,58,320,576,517,250,207,151,74,169,33,2311
SAL50442,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,3,9,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,10,6,5,0,0,9,0,52
SAL50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SAL50446,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,17,7,6,21,15,3,0,14,3,7,69,0,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,22,30,29,22,9,0,17,10,7,150
SAL50447,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,27
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
SAL50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,5,0,3,9,0,32
SAL50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,8
SAL50452,14,18,0,15,9,3,4,0,0,69,17,17,12,36,15,5,4,6,0,105,39,22,218,93,54,35,52,65,11,592,8,0,14,4,4,8,3,15,0,53,5,4,0,5,5,5,4,7,3,40,4,0,0,0,6,0,0,5,0,18,3,8,8,4,10,0,4,6,6,33,121,243,262,185,121,69,70,107,16,1206
SAL50453,4,16,19,15,12,3,18,10,3,104,16,17,60,61,31,18,31,25,7,278,27,23,196,90,50,25,62,43,12,519,0,0,3,10,6,12,3,12,0,47,4,0,10,9,3,0,3,4,0,37,3,4,4,5,0,8,5,4,0,36,0,3,14,6,10,3,6,0,15,68,178,586,406,357,285,142,186,207,52,2398
SAL50454,0,6,7,5,4,0,0,0,0,16,3,0,0,8,0,4,0,0,0,21,8,3,39,8,16,4,13,7,7,103,0,0,0,0,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,6,4,0,0,14,19,34,49,24,28,18,14,18,5,217
SAL50455,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50457,38,51,21,13,27,20,4,3,0,179,53,35,21,27,36,8,5,8,0,197,91,26,144,58,44,32,13,28,4,436,6,0,5,7,5,8,0,13,0,44,9,9,8,17,16,5,0,5,0,67,3,14,5,0,4,0,0,0,0,21,8,16,6,3,5,4,0,0,10,61,653,1440,251,234,287,136,38,85,28,3156
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,4,0,0,3,0,18
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50464,58,78,46,20,45,17,9,4,5,287,85,87,90,107,61,29,24,41,5,523,104,61,230,115,71,57,38,58,9,737,9,3,5,17,16,9,9,4,0,62,11,10,0,14,18,11,0,10,0,78,11,32,4,10,5,3,0,8,0,79,13,21,8,14,15,8,4,9,15,111,908,2450,583,588,643,253,142,290,74,5933
SAL50465,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,11,0,8,0,3,0,0,8,0,29,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,6,3,10,3,0,11,0,70
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
SAL50467,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,11,0,4,5,6,3,29
SAL50468,47,63,43,25,30,11,16,18,0,245,55,70,72,89,62,27,14,36,4,421,88,64,276,125,90,42,51,65,12,821,5,4,6,9,16,18,0,9,0,71,13,5,10,11,26,10,4,10,0,92,4,7,6,3,12,3,7,8,3,42,5,5,0,12,16,8,5,7,8,66,661,1936,545,509,505,203,158,251,63,4824
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
SAL50471,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,3,0,0,5,0,30
SAL50472,24,25,15,23,17,3,9,3,0,117,19,31,26,69,40,15,8,9,8,226,82,54,477,183,125,86,140,114,24,1292,5,0,18,13,20,27,18,19,0,123,9,8,3,22,15,14,6,8,0,84,0,0,3,5,0,0,0,0,0,14,6,8,8,10,14,7,12,8,9,79,184,423,585,370,259,164,204,191,48,2423
SAL50473,5,11,13,9,11,3,0,7,0,58,25,21,21,29,13,7,5,10,4,123,30,20,184,64,38,28,37,39,11,445,0,0,5,3,9,4,10,0,0,31,3,4,3,9,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,3,3,6,11,0,0,3,4,35,136,316,251,148,144,66,59,76,22,1222
SAL50474,19,32,24,13,17,7,3,5,0,123,17,23,26,36,29,16,0,6,0,169,45,35,219,78,59,31,35,32,13,545,0,0,6,4,12,5,0,3,0,42,5,3,4,5,8,5,0,0,0,32,3,0,3,5,0,0,0,0,0,14,4,8,4,12,4,3,3,0,3,44,219,552,330,215,220,85,54,70,30,1771
SAL50475,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13
